tack and save several of 42
tall man leaning against the 113
tame and most familiar to 48
tame and wild animals of 120
tank has been allowed to 51
tape had been applied to 61
tape has been applied to 76
task and their ability to 109
task but also because of 44
task for their failure to 414
task for their neglect of 61
task for what history is 79
task had been assumed by 46
task had been imposed on 75
task has been assumed by 75
task has been carried on 93
task has been defined as 92
task has been imposed on 64
task has been limited to 86
task has been reduced by 45
task has been reduced to 97
task not only because of 172
task not only because the 46
task that lies outside the 43
task that will require the 148
task was made lighter by 50
task was made simpler by 70
task was very similar to 87
task with such results as 66
task you have imposed on 68
teach and live according to 84
teach him more reserve in 72
teach him what respect he 86
teach two young tooters to 86
teach you what happens to 68
teach you your position in 84
teams can work together to 81
teams that come together to 49
teams that work together to 77
teams who have studied the 55
tearing each other because we 48
tears and heavy sorrows of 172
tears and much relenting he 66
tears and threw herself at 68
tears and threw herself on 61
tears and threw himself at 44
tears for having yielded to 41
tears has been watered we 43
tears that were beginning to 366
tears that were threatening to 472
tears with their kindred at 80
teeth and other remains of 108
teeth and soft tissues of 103
teeth and teeth exposed to 56
teeth and their position in 105
teeth and their relation to 166
teeth are also subject to 43
teeth are just beginning to 54
teeth are lost because of 120
teeth are more subject to 53
teeth are very similar in 53
teeth are very similar to 177
teeth are well adapted to 81
teeth fit into sockets in 46
teeth has been studied by 66
tell all their friends to 66
tell all their secrets to 83
tell all your friends to 188
tell all your secrets to 60
tell each other everything we 103
tell each other stories in 139
tell each other stories of 319
tell each other stories or 45
tell each other stories to 90
tell for sure because he 44
tell for sure because of 76
tell for sure because the 77
tell for what attempt to 62
tell for what friends he 89
tell him many stories of 51
tell him what happens to 56
tell how many millions of 96
tell how many stripes he 81
tell how much pleasure it 75
tell them what appeared to 56
tell them what happens to 49
tell them what wonders to 46
tell thou dost pretend to 62
tell with what thoughts he 45
tell you even solomon in 55
tell you many stories of 241
tell you some stories of 242
tell you such stories of 93
tell you these stories to 55
tell you very briefly the 40
tell you what becomes of 103
tell you what brought me 265
tell you what brought us 53
tell you what comfort it 67
tell you what happens at 64
tell you what happens if 139
tell you what happens in 301
tell you what happens on 40
tell you what happens to 638
tell you what induced me 45
tell you what justice is 47
tell you what marriage is 276
tell you what percent of 60
tell you what pleasure it 436
tell you what pleasure we 49
tell you what puzzles me 49
tell you what religion is 65
tell you what remains to 46
tell you what stopped me 65
tell you what strikes me 119
tell you what worries me 141
tell you your husband is 45
tent had been erected at 70
tent had been erected in 354
tent had been erected on 233
tent had been erected to 67
tent had been pitched at 47
tent had been pitched by 43
tent had been pitched in 323
tent had been pitched on 238
tenth and last chapter of 64
tenth and last species of 139
tent has been erected in 50
tenth had been exacted on 45
tenth per cent solution of 114
term being also applied to 62
term can also include the 46
term for such groupings is 41
term for those aspects of 93
term for what happens in 60
term for what happens to 111
term had been applied by 53
term had been applied to 330
term had been defined in 51
term has been adapted to 54
term has been adopted as 82
term has been adopted by 643
term has been adopted in 581
term has been adopted to 181
term has been applied at 45
term has been applied by 417
term has been applied in 1024
term has been applied so 44
term has been applied to 12247
term has been assumed to 101
term has been avoided in 68
term has been defined as 1074
term has been defined by 1231
term has been defined in 1003
term has been defined to 182
term has been dropped in 52
term has been limited to 108
term has been omitted in 78
term has been reduced to 219
term has been revived in 61
term has been settled in 62
term has been subject to 283
term has been widened to 102
term has when applied to 43
term may also include the 108
term may here suffice us 118
term not only because it 123
term not only because of 48
term that also applies to 96
term that best matches the 191
term they were allowed to 41
term was also adopted by 64
term was also applied by 58
term was also applied in 53
term was also applied to 1997
term was ever applied to 42
term was made popular by 107
term was once applied to 62
term was only applied to 67
term was soon applied to 135
term was used because it 49
term was used because the 62
term was used loosely to 95
test and living picture of 57
test and other measures of 85
test and their ability to 45
test and will receive the 63
test are very similar to 143
test for bile pigment in 72
test for gene mutation in 151
test for main effects of 138
test for their ability to 212
test had been adopted by 44
test had been applied by 45
test had been applied in 88
test had been applied to 197
test had been devised to 40
test had been offered the 58
test has been adapted to 175
test has been adopted as 197
test has been adopted by 373
test has been adopted in 560
test has been applied by 378
test has been applied in 1470
test has been applied to 1714
test has been assumed in 50
test has been claimed to 52
test has been defined as 100
test has been devised by 369
test has been devised in 82
test has been devised to 586
test has been helpful in 46
test has been limited to 40
test has been reduced to 58
test has been studied by 147
test has been studied in 73
test has been subject to 69
test our ideas against the 46
test out their ability to 91
test that will confirm the 54
test that will provide the 42
test this test measures the 322
test this theory against the 107
test was also applied in 151
test was also applied to 299
test was done according to 83
test was made according to 64
test was used because it 138
test was used because of 73
test was used because the 113
test was very similar to 80
test with three degrees of 45
text and other objects in 77
text and other objects on 139
text and other objects to 44
text and their ability to 66
text and their relation to 64
text and three volumes of 55
text are very similar to 43
text box will contain the 58
text box will display the 134
text for more details on 167
text for some remarks on 65
text had been drafted by 64
text had been omitted at 54
text had been printed in 68
text had been revised in 47
text had been written by 228
text had been written in 347
text has been adapted to 102
text has been adhered to 85
text has been adopted by 111
text has been allowed to 78
text has been altered by 96
text has been altered in 200
text has been altered to 110
text has been amended in 57
text has been amended to 57
text has been applied to 58
text has been arranged in 105
text has been arranged so 98
text has been arranged to 48
text has been brought to 47
text has been brought up 426
text has been checked by 55
text has been defined as 57
text has been devoted to 248
text has been doubted by 49
text has been emended to 56
text has been entered in 54
text has been guarded by 44
text has been limited to 95
text has been omitted in 48
text has been planned to 90
text has been printed by 134
text has been printed in 269
text has been printed on 512
text has been reduced to 146
text has been revised by 210
text has been revised in 130
text has been revised to 323
text has been studied by 103
text has been studied in 50
text has been subject to 128
text has been updated to 192
text has been written as 180
text has been written by 340
text has been written in 710
text has been written on 66
text has been written so 163
text has been written to 466
text not only because of 44
text that bears witness to 45
text that brings together the 45
text that will display in 60
text that will provide the 49
text that will replace the 79
text was also printed in 82
text with page numbers in 53
text you have entered in 49
thank all other members of 74
thank all those members of 204
thank for their support in 65
thank our many friends in 53
thank you most heartily in 63
theft being made capital in 44
their aid five hundred of 63
their all dining together at 116
their being less exposed to 202
their being made objects to 107
their being made parties to 55
their being made subject to 69
their being more exposed to 179
their being torn asunder by 52
their being used against the 61
their being used against us 56
their big heads lowered to 75
their day from sunrise to 54
their death made perfect in 398
their ears were attuned to 83
their ears were deafened by 132
their ears were greeted by 150
their ears were invaded by 70
their ears were saluted by 158
their ears were stunned by 63
their east india company in 161
their head were exposed to 42
their ill will towards the 42
their long hair floated in 57
their long term effects on 106
their long wars against the 82
their new life together as 175
their new life together in 194
their new life together on 44
their not having adopted the 56
their old envy against me 57
their old home between the 64
their own arms against the 41
their own best efforts to 100
their own buying offices in 91
their own case against the 113
their own ends according to 52
their own ends against the 76
their own even against the 119
their own fate according to 84
their own feet against the 42
their own food because of 84
their own good according to 43
their own good conduct in 47
their own good fortune in 184
their own good fortune or 47
their own good fortune to 44
their own hand against the 41
their own hand because by 111
their own heads against it 40
their own heads against the 54
their own health because of 49
their own home because of 65
their own ideas against the 44
their own ideas regarding the 157
their own land according to 47
their own land against the 92
their own land because of 95
their own laws according to 61
their own laws against the 66
their own laws governing the 77
their own laws regarding the 57
their own life according to 118
their own life stories as 120
their own life stories in 84
their own life stories to 57
their own male network of 47
their own mute language of 43
their own name against the 49
their own pace according to 92
their own past history of 77
their own plot brought to 48
their own post offices in 69
their own race because of 45
their own radio stations in 42
their own sake because of 93
their own soft shadows in 40
their own soil against the 58
their own time according to 66
their own time outside of 62
their own true devotion to 173
their own vain stories of 46
their own wars against the 42
their own ways according to 66
their own were allowed to 68
their own were obliged to 87
their own will against the 72
their own work according to 166
their own work against the 84
their own work because of 69
their own work outside the 44
their real life process we 139
their sum were hostile to 41
their too eager pursuit of 48
their too great devotion to 76
their too great exaction of 53
their two main sources of 69
their two other sisters of 154
their use will improve the 64
their use will increase as 101
their use will increase in 69
their use will increase the 73
their way back against the 152
their way back together to 46
their way back towards the 809
their way back upstream to 40
their way down between the 143
their way down towards the 401
their way from america to 121
their way from babylon to 44
their way from britain to 78
their way from chicago to 127
their way from country to 70
their way from detroit to 81
their way from florida to 78
their way from galilee to 43
their way from germany to 158
their way from halifax to 82
their way from holland to 65
their way from ireland to 105
their way from jamaica to 41
their way from montreal to 85
their way from morocco to 119
their way from poverty to 126
their way from singapore to 44
their way from slavery to 69
their way from village to 280
their way from virginia to 92
their way into control of 235
their way into germany at 51
their way into millions of 138
their way into museums in 74
their way into museums or 86
their way into offices of 52
their way into several of 105
their way into society by 45
their way into studies of 66
their way north towards the 49
their way south towards the 73
their wings beating against the 83
theme but also because of 62
theme has been adopted by 43
theme has been applied to 81
theme has been central to 61
theme has been present in 63
theme has been pursued by 59
theme has been pursued in 48
theme has been repeated in 76
theme has been studied by 41
theme that ties together the 80
theme was also evident in 53
theme was also present in 62
theme was very popular in 72
theory all land belonged to 81
theory and five schools of 319
theory and other aspects of 192
theory and some aspects of 116
theory and some versions of 41
theory and their relation to 160
theory are very similar to 77
theory but also because it 71
theory but also because of 58
theory can also explain the 176
theory can help explain the 150
theory can only explain the 59
theory can take account of 114
theory goes very smoothly as 53
theory had been adopted by 57
theory had been applied to 133
theory had been refuted by 66
theory has been accused of 199
theory has been adapted by 60
theory has been adapted to 157
theory has been adopted as 55
theory has been adopted by 740
theory has been adopted in 174
theory has been adopted to 64
theory has been allowed to 41
theory has been applied as 93
theory has been applied by 379
theory has been applied in 1921
theory has been applied is 51
theory has been applied to 5764
theory has been arrived at 86
theory has been assumed to 45
theory has been brought to 139
theory has been carried on 112
theory has been carried to 112
theory has been central to 104
theory has been covered in 40
theory has been defined as 136
theory has been defined by 46
theory has been derived by 55
theory has been devised to 74
theory has been devoted to 274
theory has been evolved by 56
theory has been evolved to 54
theory has been exposed to 65
theory has been focused on 101
theory has been founded on 49
theory has been helpful in 128
theory has been invoked by 52
theory has been invoked to 166
theory has been limited by 46
theory has been limited to 113
theory has been offered as 195
theory has been offered by 229
theory has been offered in 42
theory has been offered to 100
theory has been opposed by 84
theory has been popular in 52
theory has been reduced to 236
theory has been refined by 93
theory has been refined in 41
theory has been refined to 74
theory has been refuted by 216
theory has been refuted in 50
theory has been related to 104
theory has been revised by 42
theory has been revised to 67
theory has been revived by 122
theory has been revived in 122
theory has been started by 66
theory has been studied by 121
theory has been studied in 112
theory has been subject to 696
theory has been written by 76
theory has some support in 62
theory may also explain the 119
theory may help explain the 104
theory may take account of 47
theory not only because it 81
theory not only because of 88
theory that runs counter to 119
theory that there existed an 41
theory that took account of 48
theory that will explain it 48
theory that will explain the 432
theory that will predict the 45
theory that will provide the 54
theory was also adopted by 42
theory was also applied to 227
theory was duly covered by 44
theory was just beginning to 87
theory was only beginning to 46
theory was very popular in 114
theory was very similar to 93
there and also because he 85
there and also because it 41
there and also because of 237
there and also because the 175
there and back between the 41
there and cure himself as 44
there and gave himself up 87
there and look forward to 109
there and seating herself on 51
there and take command of 144
there and were allowed to 44
there and what happens to 47
there any clear picture of 42
there any date affixed to 45
there any great display of 131
there any great mistake in 130
there any link between the 586
there any more because he 42
there any more because of 42
there any other aspects of 263
there any other country in 1028
there any other country on 54
there any other example of 232
there any other factors in 44
there any other features of 112
there any other members of 212
there any other passage in 61
there any other persons in 89
there any other society in 47
there any other solution to 125
there any other sources of 260
there any other species of 44
there any side effects of 72
there any side effects or 387
there any side effects to 95
there any such species or 40
there are also aspects of 698
there are also bundles of 96
there are also certain of 40
there are also chances of 44
there are also classes in 71
there are also classes of 88
there are also courses in 95
there are also courses on 53
there are also critics of 55
there are also defects in 95
there are also degrees of 491
there are also details of 59
there are also effects of 135
there are also effects on 192
there are also efforts by 43
there are also efforts to 147
there are also factors in 69
there are also factors of 101
there are also features in 49
there are also features of 234
there are also figures of 174
there are also flashes of 52
there are also flights to 60
there are also grounds to 50
there are also legends of 65
there are also lessons in 50
there are also lessons to 128
there are also matters of 113
there are also measures of 45
there are also members of 248
there are also mentions of 68
there are also millions of 463
there are also moments in 155
there are also moments of 601
there are also numbers of 354
there are also objects of 74
there are also offices in 77
there are also paintings by 64
there are also paintings of 61
there are also patches of 247
there are also pebbles of 42
there are also persons of 44
there are also pockets of 190
there are also portions of 71
there are also present in 350
there are also present the 169
there are also records of 612
there are also remains of 582
there are also reports by 45
there are also reports in 71
there are also reports of 1709
there are also reports on 261
there are also schools in 75
there are also schools of 64
there are also sections in 41
there are also sections of 120
there are also sections on 200
there are also several in 261
there are also several of 194
there are also sources of 184
there are also speakers of 43
there are also species in 63
there are also species of 149
there are also statues of 103
there are also stories in 61
there are also stories of 363
there are also studies in 86
there are also studies of 210
there are also studies on 52
there are also systems in 62
there are also systems of 92
there are also temples to 42
there are also touches of 78
there are also variants of 61
there are also versions in 48
there are also versions of 121
there are also vessels of 40
there are also virtues of 97
there are also volumes of 75
there are also windows in 55
there are among members of 43
there are areas outside the 40
there are beings capable of 72
there are beings superior to 45
there are case reports in 75
there are case reports of 998
there are case studies of 184
there are clear answers to 84
there are clear effects of 63
there are clear lessons to 44
there are clear markers of 50
there are clear records of 58
there are clear signals of 54
there are dark corners in 45
there are dark patches in 41
there are deep pockets of 69
there are deep sources of 41
there are early records of 69
there are early reports of 69
there are even chances of 92
there are even numbers of 95
there are even records of 126
there are even reports of 266
there are even stories of 117
there are ever coupled the 65
there are ever sermons in 52
there are evil spirits as 56
there are evil spirits in 139
there are fair chances of 80
there are fair numbers of 77
there are fine forests of 53
there are fine moments in 48
there are fine touches of 78
there are five aspects of 175
there are five aspects to 70
there are five chances in 116
there are five chances to 57
there are five classes in 65
there are five classes of 914
there are five columns of 63
there are five courses of 48
there are five degrees of 369
there are five factors in 97
there are five factors of 51
there are five factors to 93
there are five features of 43
there are five figures in 46
there are five figures of 41
there are five hundred in 70
there are five hundred of 160
there are five hundred or 142
there are five letters in 112
there are five members in 182
there are five members of 216
there are five members on 46
there are five members to 41
there are five millions of 264
there are five objects in 42
there are five persons in 117
there are five pillars of 51
there are five players in 45
there are five schools of 64
there are five sections of 57
there are five sources of 270
there are five species in 120
there are five species of 519
there are five thousand of 121
there are five versions of 82
there are five volumes of 84
there are four aspects of 556
there are four aspects to 228
there are four centers of 62
there are four chances in 67
there are four choices in 45
there are four choices of 59
there are four classes in 121
there are four classes of 2393
there are four columns in 103
there are four columns of 137
there are four corners of 83
there are four coupled oh 57
there are four courses of 100
there are four criteria to 42
there are four degrees in 41
there are four degrees of 765
there are four domains of 49
there are four factors in 137
there are four factors of 122
there are four factors to 227
there are four features of 106
there are four figures in 67
there are four figures of 114
there are four grounds of 64
there are four hundred of 115
there are four letters in 105
there are four measures of 88
there are four members in 147
there are four members of 218
there are four millions of 314
there are four numbers in 88
there are four objects of 40
there are four parties in 56
there are four parties to 75
there are four persons in 296
there are four persons to 53
there are four pillars of 68
there are four players in 100
there are four portions of 49
there are four primary or 67
there are four records in 43
there are four records of 43
there are four schools in 47
there are four schools of 160
there are four sections in 99
there are four sections of 160
there are four sections to 83
there are four sources of 823
there are four species in 145
there are four species of 752
there are four spheres of 45
there are four statues of 47
there are four strands of 49
there are four systems of 139
there are four thousand of 63
there are four variants of 87
there are four versions of 249
there are four virtues or 41
there are four volumes of 159
there are from fifteen to 380
there are from seventy to 68
there are from sixteen to 103
there are from thirteen to 61
there are full details of 57
there are gaps between the 1243
there are good answers to 126
there are good aspects to 51
there are good chances of 454
there are good chances to 72
there are good features in 48
there are good grounds in 106
there are good grounds of 84
there are good grounds to 1523
there are good numbers of 184
there are good profits to 87
there are good records of 91
there are good schools in 64
there are good sections of 48
there are good sources of 73
there are good stamina in 55
there are good studies of 46
there are great amounts of 79
there are great chances of 68
there are great defects in 215
there are great degrees of 43
there are great demands on 67
there are great deserts to 49
there are great flights of 46
there are great forests of 106
there are great lessons to 55
there are great moments in 62
there are great numbers at 61
there are great numbers in 752
there are great numbers of 8010
there are great numbers on 82
there are great numbers to 49
there are great patches of 80
there are great portions of 63
there are great remains of 92
there are great rewards in 97
there are great rewards to 57
there are great sources of 61
there are great variety of 94
there are great virtues in 74
there are great volumes of 73
there are great writers in 42
there are hard choices to 90
there are hard lessons in 48
there are heavy demands on 121
there are high amounts of 70
there are high chances of 73
there are high degrees of 221
there are high demands on 55
there are high numbers of 348
there are high returns to 79
there are high schools in 48
there are high volumes of 65
there are huge amounts of 292
there are huge numbers of 993
there are huge profits to 72
there are just grounds of 81
there are just grounds to 55
there are lags between the 118
there are laws according to 78
there are laws against it 216
there are laws against the 150
there are laws governing the 530
there are laws regarding the 45
there are laws requiring the 59
there are leading classes of 60
there are less chances of 314
there are less degrees of 64
there are like classes of 54
there are living members of 78
there are love affairs in 41
there are main effects of 63
there are many animals in 202
there are many animals of 146
there are many animals on 43
there are many animals to 48
there are many answers to 647
there are many artists in 63
there are many artists of 60
there are many aspects in 242
there are many aspects of 10114
there are many aspects to 1887
there are many avenues by 62
there are many avenues of 397
there are many avenues to 390
there are many bacteria in 48
there are many battles to 51
there are many beauties in 86
there are many beauties of 72
there are many beggars in 91
there are many besides the 88
there are many billions of 240
there are many breaches of 40
there are many bridges to 44
there are many buildings in 136
there are many buildings of 153
there are many bundles of 42
there are many capable of 72
there are many cautions to 68
there are many caverns of 69
there are many centers of 276
there are many chances in 132
there are many chances of 359
there are many chances to 454
there are many chinese in 56
there are many choices as 42
there are many choices in 144
there are many choices of 449
there are many choices on 51
there are many choices to 391
there are many classes in 117
there are many classes of 1256
there are many clauses in 92
there are many columns of 64
there are many couples in 47
there are many courses in 79
there are many courses of 149
there are many criteria by 63
there are many criteria to 52
there are many critics of 531
there are many defects in 531
there are many defects of 44
there are many degrees in 221
there are many degrees of 4959
there are many degrees or 52
there are many demands on 377
there are many designs of 181
there are many details in 463
there are many details of 811
there are many details to 690
there are many devices by 82
there are many devices in 207
there are many devices of 53
there are many devices on 51
there are many devices to 67
there are many dialects in 126
there are many dialects of 225
there are many diseases in 166
there are many diseases of 174
there are many doctors in 72
there are many domains in 87
there are many domains of 92
there are many editions of 279
there are many effects in 43
there are many effects of 164
there are many effects to 47
there are many efforts to 227
there are many enemies of 162
there are many entries in 289
there are many entries of 196
there are many entries on 53
there are many estates in 54
there are many excuses to 72
there are many experts in 139
there are many factors at 406
there are many factors in 1261
there are many factors of 290
there are many factors or 64
there are many factors to 3053
there are many factors we 47
there are many farmers in 104
there are many features in 961
there are many features of 2190
there are many features to 119
there are many females in 55
there are many figures in 165
there are many figures of 205
there are many flashes of 87
there are many flavors of 84
there are many flowers in 96
there are many flowers on 50
there are many friends in 47
there are many friends of 229
there are many friends to 53
there are many gardens in 56
there are many germans in 113
there are many grounds of 77
there are many grounds on 138
there are many grounds to 41
there are many guessed at 58
there are many harbors on 90
there are many hazards in 104
there are many hazards to 79
there are many holders of 82
there are many hurdles in 57
there are many hurdles to 339
there are many insects in 62
there are many ironies in 48
there are many islands in 378
there are many islands of 72
there are many lawyers in 54
there are many legends in 42
there are many legends of 238
there are many lessons in 117
there are many lessons to 944
there are many lessons we 58
there are many letters in 143
there are many letters of 117
there are many letters to 168
there are many manners of 78
there are many mansions in 853
there are many mansions of 45
there are many markets in 109
there are many matters in 444
there are many matters of 662
there are many matters on 246
there are many matters to 181
there are many measures of 441
there are many measures to 54
there are many members in 384
there are many members of 2052
there are many members on 45
there are many mentions of 229
there are many millions in 165
there are many millions of 2635
there are many moments in 385
there are many moments of 446
there are many motives to 51
there are many muslims in 99
there are many natives of 102
there are many notices of 175
there are many nuances in 120
there are many nuances of 82
there are many nuances to 140
there are many numbers in 59
there are many numbers of 43
there are many objects in 290
there are many objects of 743
there are many objects to 125
there are many offices in 85
there are many offices to 87
there are many opinions as 209
there are many opinions in 44
there are many opinions on 217
there are many outside the 107
there are many paintings by 44
there are many paintings in 63
there are many paintings of 208
there are many parcels of 75
there are many parents in 77
there are many parties in 153
there are many parties or 53
there are many parties to 133
there are many patches of 328
there are many pathways by 46
there are many pathways to 348
there are many paupers in 60
there are many peasants on 55
there are many peculiar to 69
there are many persons at 91
there are many persons in 2077
there are many persons of 939
there are many persons on 161
there are many persons so 67
there are many persons to 485
there are many phrases in 79
there are many phrases of 82
there are many planets in 188
there are many players in 203
there are many players on 48
there are many pockets of 193
there are many portions in 79
there are many portions of 466
there are many priests in 79
there are many reactions in 56
there are many recipes in 46
there are many records in 316
there are many records of 1736
there are many records to 93
there are many remains in 57
there are many remains of 780
there are many remarks on 46
there are many reports in 438
there are many reports of 3029
there are many reports on 432
there are many reports to 53
there are many results of 42
there are many reviews of 71
there are many rewards in 55
there are many rewards to 67
there are many rituals of 48
there are many samples of 117
there are many samples to 62
there are many schemes in 50
there are many schemes of 68
there are many schisms in 75
there are many schools in 434
there are many schools of 955
there are many secrets in 87
there are many secrets of 61
there are many sections in 179
there are many sections of 509
there are many sectors in 68
there are many sectors of 102
there are many sellers in 112
there are many sellers of 383
there are many shrines to 51
there are many similar to 41
there are many sinners in 58
there are many sources in 79
there are many sources of 6727
there are many sources to 135
there are many speakers of 97
there are many species in 920
there are many species of 4341
there are many species to 80
there are many spheres in 85
there are many spheres of 126
there are many spirits in 77
there are many spirits of 146
there are many stations in 46
there are many statues of 148
there are many stories in 520
there are many stories of 2679
there are many stories to 302
there are many strains of 425
there are many strands in 61
there are many strands of 210
there are many strands to 70
there are many streets in 96
there are many strokes of 124
there are many studies in 313
there are many studies of 1226
there are many studies on 568
there are many studies to 76
there are many subsets of 75
there are many symbols of 70
there are many systems in 307
there are many systems of 675
there are many systems to 56
there are many teachers in 211
there are many teachers of 135
there are many temples in 93
there are many touches in 62
there are many touches of 247
there are many variants in 247
there are many variants of 1519
there are many variants on 248
there are many variants to 79
there are many vendors of 84
there are many versions in 96
there are many versions of 2755
there are many victims of 141
there are many virtues in 146
there are many volumes of 256
there are many volumes on 52
there are many windows in 52
there are many wonders in 66
there are many wonders to 40
there are many workers in 249
there are many writers in 69
there are many writers of 146
there are many writers on 135
there are means whereby the 55
there are more animals in 145
there are more aspects of 144
there are more aspects to 146
there are more avenues of 51
there are more bacteria in 92
there are more chances in 45
there are more chances of 894
there are more chances to 206
there are more chinese in 66
there are more choices in 76
there are more choices of 73
there are more choices to 93
there are more classes of 104
there are more degrees of 454
there are more demands on 160
there are more details in 96
there are more details of 59
there are more details on 46
there are more details to 134
there are more doctors in 74
there are more dollars in 69
there are more entries in 103
there are more factors at 63
there are more factors in 84
there are more factors to 286
there are more females in 160
there are more figures in 131
there are more flowers in 69
there are more flowers or 83
there are more germans in 56
there are more insects in 48
there are more italians in 79
there are more lawyers in 88
there are more lessons to 82
there are more letters in 75
there are more letters to 58
there are more marvels in 98
there are more members in 143
there are more members of 323
there are more moments of 43
there are more murders in 89
there are more muslims in 336
there are more neurons in 45
there are more numbers in 58
there are more numbers to 77
there are more objects in 123
there are more objects of 55
there are more objects to 57
there are more parents in 80
there are more parties in 44
there are more pennies in 44
there are more persons in 379
there are more persons of 146
there are more persons to 98
there are more planets in 55
there are more players in 105
there are more profits to 44
there are more protons in 46
there are more records in 130
there are more records of 118
there are more records to 204
there are more remains of 126
there are more reports of 222
there are more riflers in 77
there are more schools in 83
there are more schools of 49
there are more secrets in 279
there are more sources of 525
there are more speakers of 109
there are more species in 257
there are more species of 975
there are more species to 42
there are more stories of 107
there are more stories to 78
there are more studies of 116
there are more studies on 67
there are more teachers in 84
there are more teachers of 93
there are more versions of 57
there are more victims of 59
there are more wonders in 45
there are more workers in 187
there are news reports of 57
there are nine chances in 113
there are nine chances to 133
there are nine classes of 163
there are nine degrees of 120
there are nine members of 104
there are nine millions of 59
there are nine persons in 40
there are nine planets in 191
there are nine players on 64
there are nine species in 48
there are nine species of 185
there are none against the 112
there are none between the 72
there are none capable of 84
there are none peculiar to 40
there are none present in 40
there are none present to 71
there are none superior to 135
