take its ordinary branches out 218
time for physical exercise and 66
time for romantic illusions and 45
time had friendly relations with 64
time his literary activity was 49
time that columbus attained his 64
time this rigorous sentence was 41
time was cleverly consumed was 45
time was entirely occupied with 76
time was expended negotiating with 83
tingling and enlivening sensation all 58
tips for protecting yourself and 48
told his american audience that 150
told his american colleague that 41
told his military advisers that 45
took for immediate converse with 41
took his original advances with 45
took his politics seriously and 79
tool for economic analysis and 42
tool for evaluating patients with 103
treat her christian subjects with 40
trial was narrowly confined and 103
true and delicate humanity had 52
true and immediate occasions that 72
true that parental authority has 50
truth and humanity respecting our 44
truth and personal fidelity are 55
truth that ceremony precedes not 49
truth that emotional pleasures are 78
truth with absolute clearness and 47
trying and terrible struggle this 290
turn was minutely examined and 72
