tap of her knife against 61
that he was never granted 46
that he was never happier 314
that he was never himself 115
that he was never hurried 40
that he was never induced 41
that he was never invited 222
that he was never legally 57
that he was never married 497
that he was never merrier 41
that he was never obliged 49
that he was never offered 98
that he was never opposed 68
that he was never ordered 53
that he was never popular 43
that he was never present 94
that he was never sincere 44
that he was never subject 51
that he was never tempted 240
that he was never touched 45
that he was never trained 47
that he was never whipped 124
that he was never wounded 165
that he was newly arrived 73
that he was newly married 131
that he was often accused 170
that he was often annoyed 86
that he was often carried 134
that he was often imposed 72
that he was often invited 228
that he was often listening 103
that he was often obliged 1526
that he was often present 53
that he was often puzzled 93
that he was often reduced 57
that he was often subject 43
that he was often tempted 286
that he was often unaware 48
that he was often visited 100
that he was opening himself 63
that he was piecing together 46
that he was pitting himself 59
that he was placing himself 472
that he was playing against 92
that he was playing himself 53
that he was proof against 708
that he was proving himself 138
that he was pulling himself 77
that he was pushing against 40
that he was pushing forward 183
that he was pushing himself 232
that he was pushing matters 61
that he was putting forward 754
that he was putting himself 915
that he was putting together 947
that he was quite abashed 125
that he was quite annoyed 45
that he was quite ashamed 119
that he was quite capable 2574
that he was quite certain 1392
that he was quite content 1825
that he was quite correct 261
that he was quite dazzled 40
that he was quite excited 86
that he was quite familiar 766
that he was quite himself 126
that he was quite nervous 68
that he was quite opposed 52
that he was quite popular 61
that he was quite shocked 132
that he was quite sincere 239
that he was quite stunned 76
that he was quite touched 100
that he was quite unarmed 49
that he was quite unaware 842
that he was quite unequal 150
that he was quite unhappy 133
that he was quite unknown 63
that he was quite unwilling 82
that he was quite unworthy 73
that he was quite welcome 119
that he was quite worried 97
that he was raising himself 41
that he was rather admired 62
that he was rather annoyed 54
that he was rather ashamed 179
that he was rather attending 66
that he was rather foolish 119
that he was rather happier 47
that he was rather humbled 91
that he was rather nervous 74
that he was rather opposed 43
that he was rather puzzled 135
that he was rather unwilling 46
that he was rather worried 62
that he was reacting against 198
that he was readying himself 49
that he was really alarmed 59
that he was really annette 43
that he was really ashamed 152
that he was really beginning 83
that he was really capable 121
that he was really devoted 58
that he was really elected 41
that he was really excited 89
that he was really familiar 40
that he was really following 50
that he was really himself 45
that he was really listening 138
that he was really married 108
that he was really nervous 84
that he was really obliged 41
that he was really present 241
that he was really referring 66
that he was really sincere 172
that he was really suffering 371
that he was really touched 64
that he was really unhappy 55
that he was really unwilling 43
that he was really worried 261
that he was ridding himself 51
that he was right because 202
that he was risking everything 80
that he was roman catholic 74
that he was ruining himself 250
that he was running against 295
that he was running because 50
that he was running counter 52
that he was running towards 62
that he was sailing against 51
that he was saved because 132
that he was seated between 95
that he was seated quietly 50
that he was seeking support 60
that he was selling himself 73
that he was sending captain 59
that he was sending general 81
that he was setting himself 512
that he was showing himself 92
that he was sinking rapidly 114
that he was sinning against 229
that he was sitting astride 94
that he was sitting between 112
that he was sitting outside 58
that he was sitting quietly 71
that he was sitting upright 158
that he was slain because 44
that he was smiling broadly 123
that he was sorry because 75
that he was sorry johnson 125
that he was speaking against 246
that he was speaking falsely 44
that he was staking everything 152
that he was staring fixedly 74
that he was still advancing 63
that he was still against 84
that he was still allowed 104
that he was still annoyed 85
that he was still attending 86
that he was still beloved 116
that he was still capable 1149
that he was still chained 49
that he was still clutching 313
that he was still content 61
that he was still covered 45
that he was still devoted 89
that he was still distant 55
that he was still dressed 198
that he was still enabled 46
that he was still expecting 105
that he was still exposed 53
that he was still faithful 168
that he was still following 259
that he was still haunted 163
that he was still himself 140
that he was still hopeful 185
that he was still legally 124
that he was still listening 182
that he was still married 481
that he was still mindful 41
that he was still nervous 93
that he was still obliged 78
that he was still operating 84
that he was still opposed 245
that he was still outside 548
that he was still pondering 100
that he was still popular 73
that he was still preparing 42
that he was still present 225
that he was still pursued 70
that he was still puzzled 72
that he was still receiving 152
that he was still referring 53
that he was still resisting 66
that he was still somehow 66
that he was still strongly 108
that he was still subject 215
that he was still suffering 759
that he was still totally 46
that he was still trapped 47
that he was still traveling 41
that he was still trembling 68
that he was still trusted 115
that he was still unaware 204
that he was still unhappy 106
that he was still unknown 52
that he was still unwilling 145
that he was still wandering 70
that he was still welcome 49
that he was still wondering 57
that he was still worried 216
that he was still wrestling 57
that he was storing himself 47
that he was strong because 40
that he was sworn against 44
that he was taken captive 451
that he was talking against 55
that he was talking equally 54
that he was talking himself 63
that he was talking rubbish 141
that he was teaching himself 105
that he was telling himself 176
that he was telling stories 56
that he was tending towards 58
that he was thinking chiefly 69
that he was thinking exactly 85
that he was thinking rapidly 40
that he was thrice married 60
that he was throwing himself 193
that he was thrown against 76
that he was thrown forward 56
that he was thrown several 67
that he was tired because 139
that he was treating himself 52
that he was truly beloved 73
that he was truly thankful 51
that he was turning against 68
that he was turning himself 44
that he was turning towards 42
that he was twice elected 190
that he was twice invited 43
that he was twice married 336
that he was twice offered 79
that he was twice wounded 40
that he was under british 66
that he was under control 138
that he was under extreme 69
that he was under immense 45
that he was under intense 93
that he was under medical 167
that he was under promise 102
that he was under sixteen 40
that he was unfit because 48
that he was upset because 904
that he was urged forward 62
that he was waiting outside 240
that he was walking towards 129
that he was warning against 45
that he was warring against 98
that he was wasting capital 47
that he was wasting himself 98
that he was wasting precious 183
that he was weeping because 100
that he was willing himself 83
that he was wishing himself 51
that he was within fifteen 41
that he was within minutes 46
that he was working according 43
that he was working against 674
that he was working closely 151
that he was working himself 482
that he was working steadily 45
that he was working towards 274
that he was writing against 248
that he was writing because 174
that he was writing himself 47
that he was writing history 290
that he was writing letters 128
that he was writing stories 50
that he who after baptism 44
that he who calls himself 105
that he who comes towards 77
that he who could produce 54
that he who decks himself 91
that he who feels himself 44
that he who finds himself 819
that he who first brought 64
that he who first commits 93
that he who gives himself 129
that he who gives quickly 113
that he who holds opinions 65
that he who joins himself 288
that he who kills himself 40
that he who knows brahman 259
that he who knows himself 203
that he who lends himself 42
that he who lives according 151
that he who loses himself 63
that he who loves himself 58
that he who makes himself 140
that he who makes religion 79
that he who talks loudest 90
that he who thinks himself 44
that he who wants leisure 103
that he who would acquire 47
that he who would advance 40
that he who would attempt 56
that he who would command 58
that he who would conduct 58
that he who would observe 44
that he who would receive 69
that he who would rightly 49
that he who would succeed 124
that he who would totally 55
that he yet feels himself 44
that if all human affairs 48
that if any doubt existed 193
that if any elder present 81
that if any roman catholic 49
that if any seven members 206
that if god could forgive 69
that if god really existed 53
that if god would deliver 64
that if god would forgive 42
that if her whole history 42
that if his reason assents 44
that if one could control 71
that if one could imagine 93
that if one could produce 40
that if one could somehow 102
that if one could succeed 60
that if one event follows 49
that if one finds oneself 52
that if one looks closely 238
that if one nation becomes 40
that if one slave refused 124
that if one takes account 91
that if our first parents 92
that if our white brothers 571
that if she again refused 68
that if she could collect 55
that if she could control 80
that if she could declare 97
that if she could destroy 108
that if she could forgive 44
that if she could prevent 65
that if she could procure 47
that if she could produce 63
that if she could somehow 123
that if she could succeed 154
that if she could survive 89
that if she finds herself 83
that if she found herself 288
that if she leaned forward 45
that if she makes herself 56
that if she still refused 47
that if she takes vengeance 54
that if she would abandon 70
that if she would address 47
that if she would believe 134
that if she would confess 171
that if she would consent 557
that if she would entrust 46
that if she would prevail 40
that if she would promise 408
that if she would provide 90
that if she would refrain 53
that if she would withdraw 60
that if sir henry clinton 44
that if they acted according 40
that if they could achieve 140
that if they could acquire 51
that if they could advance 61
that if they could attempt 43
that if they could believe 55
that if they could capture 144
that if they could collect 59
that if they could command 67
that if they could conquer 54
that if they could control 422
that if they could convert 55
that if they could destroy 237
that if they could develop 92
that if they could dispose 58
that if they could improve 49
that if they could increase 105
that if they could prevail 139
that if they could prevent 208
that if they could procure 105
that if they could produce 247
that if they could promote 49
that if they could provide 100
that if they could receive 50
that if they could recover 62
that if they could satisfy 51
that if they could somehow 203
that if they could succeed 390
that if they could survive 111
that if they lived together 71
that if they prize freedom 55
that if they really believe 53
that if they really desired 85
that if they stand together 45
that if they still persist 49
that if they still refused 117
that if they stood together 68
that if they stuck together 127
that if they voted against 395
that if they would abandon 150
that if they would advance 50
that if they would appoint 81
that if they would believe 221
that if they would confess 60
that if they would confide 45
that if they would consent 617
that if they would deliver 352
that if they would furnish 163
that if they would peaceably 81
that if they would petition 45
that if they would prepare 51
that if they would present 49
that if they would proceed 72
that if they would procure 66
that if they would promise 308
that if they would propose 70
that if they would provide 281
that if they would quietly 48
that if they would receive 90
that if they would repress 81
that if they would restore 60
that if they would succeed 188
that if they would support 137
that if they would withdraw 141
that if this lover carries 40
that if thou shall confess 50
that if thou shalt confess 1740
that if you could control 52
that if you could execute 209
that if you could explain 42
that if you could imagine 51
that if you could produce 89
that if you could somehow 148
that if you could succeed 59
that if you could survive 122
that if you really believe 426
that if you still persist 125
that if you truly believe 110
that if you would believe 946
that if you would consent 191
that in all cases affecting 178
that in all cases between 161
that in all cases hitherto 52
that in all cases involving 812
that in all cases requiring 101
that in all cases several 64
that in all cases studied 323
that in all cases wherein 640
that in all civil matters 100
that in all daily conduct 156
that in all human affairs 208
that in all human history 104
that in all legal systems 64
that in all social classes 82
that in all social systems 55
that in all suits regarding 152
that in all which relates 94
that in any action against 68
that in any action brought 1242
that in any clash between 91
that in any event congress 97
that in any given circuit 40
that in any given context 408
that in any given country 415
that in any given culture 230
that in any given election 112
that in any given language 199
that in any given patient 119
that in any given problem 89
that in any given society 1269
that in any given species 87
that in any human society 229
that in both cases certain 163
that in both cases similar 73
that in few legal systems 42
that in god alone essence 52
that in her first dialogue 52
that in her first marriage 146
that in her which compels 43
that in his brief absence 47
that in his fight against 99
that in his final moments 177
that in his first address 144
that in his first article 99
that in his first attempt 141
that in his first chapter 168
that in his first communing 44
that in his first lecture 56
that in his first letters 121
that in his first message 137
that in his opening address 123
that in his opening remarks 100
that in his short stories 78
that in his sober moments 41
that in his spare moments 317
that in his whole carriage 115
that in its fight against 146
that in its final position 97
that in its noble natural 59
that in its short history 125
that in man which demands 107
that in man which enables 99
that in old world monkeys 43
that in one major respect 81
that in one small quarter 43
that in one vital respect 200
that in our fight against 78
that in our first attempt 155
that in our first chapter 156
that in our first example 115
that in them which relates 55
that in this brief account 41
that in this brief chapter 87
that in this brief summary 82
that in this final chapter 183
that in this first attempt 185
that in this first chapter 180
that in this happy country 128
