tea and cake were served 116
the iowa city high school 160
the irs will most likely 122
the jew will have become 49
the jew will hide behind 56
the job done more cheaply 55
the job done much faster 60
the job done well enough 57
the job were more likely 59
the job will most likely 50
the job will very likely 190
the kings from their thrones 228
the law bears more heavily 192
the law came into effect 1017
the law coming into effect 47
the law fell into disuse 90
the law from taking effect 105
the law from these duties 136
the law give fair notice 56
the law have been changed 58
the law having been passed 62
the law must base itself 50
the law must have seemed 45
the law sits among golden 41
the law went into effect 6346
the law were more likely 48
the law when made should 93
the law when their rights 41
the law will also perish 351
the law will give effect 273
the law will have little 103
the law will help neither 75
the law will take effect 69
the law will take notice 475
the leak came from someone 45
the leap from high school 43
the lie will have become 44
the long beach high school 61
the long book open before 72
the long dark eyes opened 65
the long halt will arrive 76
the long road ahead before 57
the long term care system 253
the long term these changes 41
the long term will depend 157
the long trek back across 55
the long trek back through 41
the long trek back toward 60
the long trip back across 60
the long trip from england 49
the long walk back across 66
the long walk back through 81
the long walk back toward 63
the long walk home through 98
the lot fell upon matthias 1213
the low find some amends 274
the mad from their chains 50
the man came from behind 88
the man fell among thieves 62
the man fell down before 68
the man from pike county 118
the man from south africa 53
the man from whom madame 81
the man have been caught 40
the man have been thought 48
the man knew well enough 69
the man must have fallen 119
the man must have looked 61
the man must have something 68
the man must have thought 124
the man said from behind 121
the man seen from behind 50
the man upon whom rested 53
the man wearing fine clothes 205
the man went back inside 166
the man whom just before 44
the man whom many regard 47
the man will most likely 43
the man will next occupy 40
the mat fall down behind 56
the mean flow mach number 125
the mean free paths become 52
the mean time been engaged 43
the mean time held lights 112
the mean time sent orders 40
the mean time there should 119
the mean time went slowly 48
the mean time your breech 125
the mean wall shear stress 424
the meat into four pieces 58
the meat into thick slices 71
the meat into tiny pieces 57
the men among whom drinking 63
the men come from various 102
the men cook their rations 45
the men draw their swords 71
the men drew their swords 164
the men from their houses 47
the men gave three cheers 221
the men have been called 104
the men have been drinking 63
the men have been driven 115
the men have been engaged 50
the men have been forced 88
the men have been killed 178
the men have been served 113
the men have been taught 80
the men have been through 45
the men have been treated 52
the men have been unable 42
the men have been without 78
the men have gone through 65
the men have their bodies 55
the men have very little 60
the men having been killed 156
the men having been without 78
the men held their ground 111
the men into four groups 60
the men into their places 58
the men into three groups 199
the men knew well enough 41
the men leading their horses 50
the men left their fields 41
the men left their horses 45
the men made their escape 202
the men must have something 48
the men must have thought 80
the men must have worked 42
the men must pass through 62
the men rode their horses 65
the men sell their clothes 52
the men take their places 212
the men take their proper 42
the men taking their places 48
the men tied their horses 53
the men took their places 689
the men upon their return 76
the men used their knives 157
the men wearing their shirts 43
the men went into battle 86
the men were away fighting 411
the men were busy building 55
the men were busy carrying 45
the men were busy removing 42
the men were clean shaven 42
the men were fast asleep 113
the men were flying through 40
the men were glad enough 84
the men were gone except 45
the men were left behind 161
the men were left standing 70
the men were left without 118
the men were less likely 126
the men were like cuffed 139
the men were lost before 55
the men were more likely 616
the men were most likely 99
the men were moving around 46
the men were much amused 48
the men were much better 174
the men were ready enough 54
the men were sent across 47
the men were sent ashore 43
the men were sore afraid 98
the men were very anxious 75
the men were very pleased 47
the men were well enough 154
the men were well pleased 87
the men were well rested 56
the men were well treated 42
the mob were heard without 49
the mud from their bodies 48
the mud from their clothes 45
the myth must have become 41
the net cash farm income 86
the net cash flow before 51
the new city hall building 223
the new city soon became 61
the new fine arts building 119
the new fine arts center 88
the new forth road bridge 57
the new four food groups 408
the new health care system 567
the new hyde park school 52
the new ideas from abroad 65
the new ideas from europe 57
the new ideas from france 52
the new ideas into effect 49
the new ideas were spreading 43
the new jobs were created 167
the new jobs were filled 59
the new laws into effect 80
the new laws took effect 48
the new laws were filled 41
the new laws were passed 192
the new moon grew bright 82
the new moon next before 43
the new moon seen through 87
the new ones make little 75
the new open door policy 91
the new plan into effect 171
the new poems from london 41
the new seed must sprout 66
the new star trek series 55
the new star wars movies 44
the new town were called 105
the new wave into syntax 92
the new ways were better 44
the new york bond market 312
the new york book review 61
the new york buying office 88
the new york call market 95
the new york city agency 184
the new york city alumnae 136
the new york city alumni 67
the new york city armory 77
the new york city asylum 338
the new york city ballet 24088
the new york city beacons 84
the new york city blocks 45
the new york city border 62
the new york city branch 1009
the new york city budget 691
the new york city building 1903
the new york city campus 79
the new york city cancer 197
the new york city center 3237
the new york city church 286
the new york city clinic 117
the new york city common 344
the new york city course 96
the new york city courts 712
the new york city crisis 350
the new york city custom 153
the new york city dialect 126
the new york city edition 66
the new york city emblem 40
the new york city family 254
the new york city figure 46
the new york city fiscal 1671
the new york city foster 139
the new york city ghetto 71
the new york city groups 57
the new york city harbor 511
the new york city italian 50
the new york city jewish 302
the new york city lawyer 93
the new york city leaders 49
the new york city lesbian 97
the new york city limits 525
the new york city locals 224
the new york city marble 64
the new york city market 3763
the new york city member 55
the new york city militia 112
the new york city mission 1514
the new york city morgue 332
the new york city museum 177
the new york city native 91
the new york city normal 115
the new york city number 45
the new york city office 2636
the new york city papers 504
the new york city parade 66
the new york city parole 95
the new york city pension 221
the new york city planning 1849
the new york city poison 185
the new york city police 26927
the new york city portion 41
the new york city prison 398
the new york city public 24180
the new york city record 41
the new york city reform 222
the new york city report 78
the new york city rescue 57
the new york city retail 102
the new york city sample 334
the new york city scheme 136
the new york city school 15105
the new york city section 43
the new york city special 47
the new york city speech 158
the new york city station 98
the new york city stores 44
the new york city street 696
the new york city strike 139
the new york city suburb 225
the new york city subway 5128
the new york city summer 47
the new york city sunday 64
the new york city supply 137
the new york city survey 277
the new york city system 1192
the new york city teacher 198
the new york city training 213
the new york city tunnel 223
the new york city united 70
the new york city version 60
the new york city visiting 80
the new york city yellow 123
the new york curb agency 52
the new york curb market 1714
the new york fifth avenue 81
the new york film critic 43
the new york free school 619
the new york gold market 118
the new york high school 1135
the new york home office 174
the new york jazz museum 89
the new york life building 1162
the new york loan office 70
the new york main office 53
the new york media market 62
the new york milk market 126
the new york open center 233
the new york open market 47
the new york post before 61
the new york post called 374
the new york post critic 65
the new york post gossip 54
the new york post office 2869
the new york post quoted 80
the new york post stated 42
the new york post thought 52
the new york radio station 257
the new york roof garden 55
the new york rule should 43
the new york ship building 101
the new york spot market 93
the new york taxi driver 110
the new york taxi strike 43
the new york third avenue 55
the new york truth teller 112
the new york twin towers 115
the new york wall street 94
the nra went into effect 62
the oak park high school 258
the oil from their bodies 81
the oil must pass through 105
the oil rich arab states 70
the oil rich gulf states 194
the oil will flow freely 50
the oil will flow through 73
the oil will pass through 67
the old buck were staked 41
the old city hall building 359
the old crap must revive 51
the old days have passed 70
the old days were always 73
the old days were better 614
the old days were called 43
the old days when someone 51
the old days will return 44
the old glad days before 72
the old gray rats swarming 46
the old health care system 52
the old lady came trotting 43
the old lady fell asleep 47
the old lady said firmly 41
the old lady very gently 90
the old lady went through 41
the old main road through 42
the old mass said before 65
the old ones have become 293
the old ones have failed 75
the old ones have fallen 52
the old ones have passed 61
the old ones were broken 131
the old ones were closed 44
the old road from london 124
the old south told twelve 116
the old star trek series 101
the old ties were broken 100
the old town hall building 52
the old ways have become 43
the old ways have changed 42
the old ways have failed 46
the old ways were better 318
the old ways were forced 42
the old wood fire talked 133
the one among these mighty 56
the one body will exceed 46
the one case there appears 59
the one case will remain 54
the one fish will always 51
the one five years earlier 47
the one four years before 194
the one four years earlier 264
the one from whom future 43
the one from whom something 45
the one great high priest 340
the one great tube through 158
the one hand from direct 47
the one hand much matter 52
the one hand south africa 47
the one hand there appears 108
the one hand there arises 50
the one hand there exists 291
the one hand there seemed 74
the one hand there should 136
the one hand there stands 44
the one just left behind 45
the one must rank before 84
the one only true church 51
the one side there should 40
the one side there stands 55
the one side very justly 42
the one side were france 106
the one three years before 88
the one used most widely 137
the one used will depend 63
the one very soon causes 41
the one will have greater 48
the one will only attack 53
the path must pass through 111
the peak having been reached 58
the pear were ripe already 42
the pie into four pieces 46
the pit leaving their places 40
the poem been much better 78
the poet from losing itself 43
the poet john keats called 51
the poet john peale bishop 78
the poet must have wished 53
the poet must live wholly 50
the poet sits down without 104
the poet very much excels 86
the raw cloth from england 43
the raw data into usable 84
the raw data into useful 97
the raw face came crashing 79
the ray will pass through 397
the real hard work begins 46
the real have been beheld 44
the real wage rate changes 87
the real wage rate equals 202
the real wage rate should 69
the real wage will remain 48
the red army from eastern 90
the red army from hungary 40
the red army from marching 63
the red army into eastern 214
the red army into hungary 41
the red army into poland 330
the red army took rostov 49
the red army were already 71
the red army were fighting 41
the red army were formed 41
the red army were killed 41
the red onion jazz babies 568
the red pine cone beetle 236
the red race much better 42
the red rays pass through 151
the rod will pass through 97
the san jose high school 182
the san juan hill section 105
the san tome mine itself 62
the san tome mine should 55
the san tome mine without 61
the seas upon their lawful 367
the see having been vacant 90
the sex ratio among adults 86
the sex ratio among slaves 76
the sex ratio among whites 55
the six acts were passed 118
the six arab gulf states 107
the six feet four inches 47
the sky beating their golden 75
the sky free from clouds 121
the sky grew even darker 42
the sky grew less gloomy 76
the sky having been cloudy 41
the sky look more fearful 43
the sky must have fallen 45
the sky over pearl harbor 100
the sky shed their virtue 120
the sky turn upon itself 57
the sky upon some lonely 71
the sod over their graves 67
the son having been guilty 84
the sting into those writings 89
the sun beating down through 111
the sun came down through 47
the sun came from behind 634
the sun came wading through 61
the sun coming down through 51
the sun coming from behind 420
the sun drop down behind 42
the sun gets high enough 65
the sun have been called 119
the sun have free access 44
the sun must have passed 87
the sun must pass through 283
the sun must sink before 42
the sun once more bulged 43
the sun once more shines 73
the sun rise from behind 276
the sun rising from behind 868
the sun rose ever higher 54
the sun rose from behind 854
the sun rose high enough 663
the sun sank down behind 218
the sun sign will always 73
the sun sink down behind 63
the sun slid down behind 117
the sun went down amongst 97
the sun went down before 553
the sun went down behind 6997
the sun went down beyond 156
the sun went down carrying 49
the sun went down slowly 43
the sun went down through 56
the sun went down without 152
the sun were coming through 50
the sun when seen through 88
the sun will break through 356
the sun will burn itself 53
the sun will fall through 83
the sun will have fallen 49
the sun will have passed 59
the sun will have reached 50
the sun will have shrunk 58
the sun will have turned 54
the sun will pass through 173
the sun will rise before 54
the tax base from income 73
the tax base will shrink 65
the tax fell most heavily 43
the tax laws have changed 86
the tax laws were changed 217
the tax rate were raised 62
the tax rate will reduce 74
the tax rate will remain 78
the tax upon land values 47
the tax upon such income 68
the tax went into effect 197
the tax will fall wholly 58
the team into three groups 62
the team will most likely 48
the ten days have passed 77
the ten years from twenty 41
the ten years have already 40
the ten years have passed 51
the ten years just before 173
the ten years just passed 56
the ten years next before 99
the then south west africa 177
the things most worth striving 57
the things must have fallen 102
the top five leading causes 102
the top five most common 48
the top left desk drawer 41
the top left hand corner 8263
the top left hand drawer 88
the top three leading causes 76
the top will cool sooner 46
the two areas were linked 60
the two areas were united 54
the two beams pass through 86
the two boys soon became 44
the two boys were almost 62
the two boys were already 77
the two boys were asleep 57
the two boys were behind 117
the two boys were called 71
the two boys were fighting 57
the two boys were killed 46
the two boys were placed 116
the two boys were silent 90
the two boys were standing 157
the two boys were watching 82
the two come into direct 40
the two data sets differ 86
the two data sets should 98
the two dogs were growling 217
the two ends meet without 47
the two ends were joined 101
the two great asian nations 55
the two great asian powers 83
the two great free nations 51
the two great land masses 284
the two great land powers 56
the two great leading powers 73
the two great moving powers 94
the two great rock groups 53
the two great union armies 55
the two have been joined 53
the two have been linked 167
the two have been merged 61
the two have been placed 64
the two have been treated 134
the two have been united 116
the two have many points 56
the two have some common 56
the two have very little 91
the two home rule leagues 229
the two last wars should 63
the two last were almost 78
the two laws will permit 62
the two leading slav nations 42
the two made their escape 44
the two main heart sounds 73
the two most able leaders 167
the two open reading frames 266
the two other great groups 41
the two other great powers 202
the two other great tribes 142
the two other main groups 89
the two other most common 96
the two other most famous 68
the two rays pass through 43
the two south asian rivals 69
the two south asian states 143
the two teams were evenly 47
the two took their places 90
the two went once slowly 65
the two were most cordial 42
the two were soon engaged 102
the two were well fitted 45
the two will most likely 54
the two years ending august 145
the two years from august 90
the two years have passed 69
the two years just before 126
the two years just passed 93
the two years were almost 53
the war back into france 78
the war bore most heavily 45
the war even more united 48
the war fall more heavily 54
the war fell most heavily 81
the war four years earlier 49
the war from north africa 381
the war grew more bitter 59
the war have been almost 45
the war have been already 45
the war have been called 135
the war have been fought 61
the war have been greatly 40
the war have been marked 61
the war have been placed 41
the war having been fought 69
the war having lost ground 43
the war into four phases 50
the war into north africa 68
the war into some lonely 85
the war must have seemed 161
the war news from europe 170
the war news from france 56
the war there were almost 87
the war there were already 187
the war there were always 59
the war there were eleven 43
the war there were enough 42
the war there were further 50
the war there were hardly 54
the war there were plenty 241
the war there were serious 54
the war there were twelve 44
the war there were twenty 154
the war there were various 62
the war three years before 104
the war three years earlier 47
the war were more likely 118
the war will last another 77
the war will leave behind 162
the war years were marked 76
the way ahead more clearly 64
the way back down through 59
the way back from africa 91
the way back from alaska 58
the way back from berlin 52
the way back from boston 65
the way back from canada 53
the way back from church 356
the way back from denver 42
the way back from dinner 122
the way back from dropping 51
the way back from england 66
the way back from europe 344
the way back from france 82
the way back from hawaii 55
the way back from london 184
the way back from market 51
the way back from mexico 96
the way back from moscow 130
the way back from naples 41
the way back from school 649
the way back from visiting 138
the way down fifth avenue 271
the way down from alaska 52
the way down from boston 88
the way down from canada 81
the way down from dublin 40
the way down from london 847
the way down from sierra 46
the way down into mexico 65
the way down main street 331
the way down those stairs 58
the way from bond street 42
the way from fort william 76
the way from high school 86
the way from lake albert 43
the way from lake ontario 58
the way from north africa 212
the way from north dakota 66
the way from pearl harbor 59
the way from south africa 445
the way from south dakota 105
the way from their native 105
the way from their states 69
the way from very simple 46
the way from west africa 103
the way having been cleared 100
the way having been opened 58
the way home from another 42
the way home from boston 49
the way home from church 3921
the way home from dinner 126
the way home from dropping 41
the way home from england 54
the way home from europe 98
the way home from france 41
the way home from london 72
the way home from market 113
the way home from moscow 66
the way home from prayer 42
the way home from school 24452
the way home from shopping 258
the way home from sunday 274
the way home from visiting 146
the way into high school 45
the way into some divine 49
the way jews were treated 78
the way lies clear before 40
the way over from england 78
the way their eyes darted 41
the way their eyes looked 49
the way there were always 44
the way wars were fought 251
the way will open before 51
the way your face lights 90
the way your hair smells 79
the way your life turned 47
the way your mind worked 45
the way your text appears 44
the weak have been pushed 46
the weak heads like myself 68
the weak ones left behind 41
the web site also offers 61
the wet clay from sticking 55
the wet feet will freeze 174
the wings have been tipped 46
the woes such wars caused 41
the year have been closed 76
the year into five seasons 86
the year into four periods 75
the year into four seasons 727
the year into three periods 85
the year into three seasons 383
the year there were already 103
the year there were always 77
the year there were eighty 45
the year there were further 135
the year there were issued 56
the year there were twenty 163
the year weaving their flight 45
the year were more likely 80
the year when most needed 40
the year when their fathers 270
the year when these events 81
the year will have passed 41
thing and some said another 160
thing can ever have passed 75
thing does form some degree 50
thing had been done already 61
thing had been done before 893
thing had been done without 102
thing had been left behind 86
thing had been said before 118
thing had ever been thought 51
thing had sunk into repose 45
thing has been done already 177
thing has been done before 1100
thing has been done without 141
thing has been said before 194
thing may soon grow serious 49
thing may very well happen 102
thing one sees upon entering 43
thing than hold their tongues 40
thing that ever grew beside 795
thing that must have struck 84
thing that nothing living except 41
thing that their eyes rested 181
thing that will ever happen 459
thing that will more deject 281
thing they have been taught 89
thing they have said before 108
thing they very much exceed 57
thing was what came nearest 102
thing you must know before 46
thy dying eyes were closed 711
thy own meek heart demand 175
to act have been reached 76
to act like those french 41
to act like young ladies 55
to act more like adults 43
to act more like owners 41
to act much more wisely 48
to act upon other reasons 86
to act upon such advice 109
to act upon such belief 364
to act upon their advice 436
to act upon their belief 217
to act upon their desire 54
to act upon their feelings 140
to act upon their sexual 52
to act upon these copies 53
to act upon these feelings 47
to act upon these maxims 68
to act upon those feelings 111
to act upon those maxims 66
to act upon your advice 71
to add even more weight 44
to add here some further 96
to add many other traits 70
to add some much needed 42
to age will very rarely 62
to aid such other person 479
to all health care settings 93
to all living beings without 163
to all living worth except 62
to all other good causes 55
to all other means before 50
to all such other rights 62
to all their just rights 78
to all their most secret 45
to all their other crimes 77
to all their other duties 129
to all these nice points 90
to all these three faults 84
to all these three points 51
to all those great trusts 56
to all those other places 107
to all those years before 41
to all three germ layers 257
to all whom good clothes 42
to all your good family 81
to and back from school 97
to and coming from church 67
to and coming from europe 40
to and coming from school 259
to and from data stores 66
to and from disk drives 89
to and from fort niagara 43
to and from fort william 60
to and from high school 254
to and from india should 71
to and from india through 50
to and from main memory 468
to and from many places 108
to and from moving trains 118
to and from north africa 152
to and from other cities 94
to and from other courts 46
to and from other groups 58
to and from other nations 116
to and from other places 201
to and from other points 97
to and from other regions 146
to and from other states 161
to and from south africa 1228
to and from such meetings 72
to and from such places 307
to and from such points 110
to and from such school 101
to and from such timber 55
to and from their breeding 646
to and from their colony 40
to and from their depots 58
to and from their drinking 40
to and from their duties 100
to and from their fields 421
to and from their hotels 63
to and from their houses 223
to and from their island 94
to and from their labors 63
to and from their little 55
to and from their lodgings 41
to and from their meetings 78
to and from their native 90
to and from their office 79
to and from their patrol 47
to and from their places 1429
to and from their roosting 93
to and from their roosts 52
to and from their school 241
to and from their source 44
to and from their spawning 234
to and from their summer 516
to and from their target 64
to and from their trains 69
to and from their various 232
to and from their watering 40
to and from their winter 283
to and from these cities 167
to and from these meetings 68
to and from these organs 124
to and from these places 392
to and from these points 156
to and from these regions 72
to and from these remote 53
to and from these states 63
to and from these various 56
to and from those places 114
to and from those points 55
to and from wall street 66
to and from walt disney 61
to and from west africa 247
to and from west berlin 1262
to and from what places 110
to and from work became 59
to and from work instead 48
to and from work places 131
to and from work should 76
to and from work through 112
to and from work without 211
to and from your office 185
to and from your server 74
to and rack your brains 51
to any book upon twenty 86
to any good faith effort 75
to any living soul except 63
to any other data source 88
to any other great warrior 62
to any other high school 47
to any other living animal 46
to any other living person 224
to any other living writer 67
to any other name already 60
to any other part without 47
to any other port whether 334
to any other post office 43
to any other rule relating 42
to any other single agency 141
to any other single aspect 64
to any other single branch 43
to any other single factor 1064
to any other single figure 88
to any other single person 508
to any other single source 255
to any other single writer 122
to any other such person 112
to any such fund chosen 151
to any such other person 62
to any such prior charge 59
to any term taking effect 58
to any very great amount 48
to any very great degree 320
to any very great extent 3188
to any very great future 124
to any very great height 95
to any very high degree 199
to any will made before 176
to any young lady without 42
to ask from what castes 51
to ask from what source 84
to ask help from anyone 45
to ask once more whether 90
to ask some other person 49
to ask some very searching 47
to ask some very serious 41
to ask what lies behind 365
to ask what lies beyond 117
to ask what their station 122
to ask what will become 101
to ask what will happen 504
to ask your best friend 93
to ask your leave before 40
to bear arms into armies 50
to bear arms were called 79
to bear down even harder 59
to bear down more heavily 61
to bear even when veiled 117
to bear rule over bodies 41
to bear their full weight 67
to bear their heavy burden 43
to bear upon other nations 46
to bear upon south africa 77
to bear upon their rulers 47
to bear upon these indians 47
to bear upon these issues 69
to bear upon your person 88
to bear very much reality 42
to beat down open murmur 59
to beat down their prices 41
to beat down their rooted 48
to beat down these rebels 62
to bed early most nights 45
to bed have been folded 96
to bed only when sleepy 510
to bed some time before 173
to bed till past twelve 47
to bed very early indeed 55
to beg their bread before 81
to bow their heads before 531
to box your jaws instead 58
to bring along your driver 49
to bring back from england 47
to bring back from europe 59
to bring back from france 59
to bring back from london 73
to bring back into fashion 43
to bring back into public 64
to bring back rich cargoes 41
to bring back some memory 65
to bring back such scenes 63
to bring back their former 43
to bring back three ounces 124
to bring back your answer 51
to bring down food prices 51
to bring down from harper 41
to bring down high prices 50
to bring down such shafts 42
to bring down their prices 262
to bring down these feelings 44
to bring down upon itself 95
to bring down upon myself 54
to bring forth good fruits 200
to bring forth life itself 57
to bring forth more violent 115
to bring forth such fruits 65
to bring forth such matter 73
to bring forth their fruits 103
to bring forth these fruits 103
to bring forth those fruits 91
to bring home from school 108
to bring home good grades 65
to bring home more clearly 62
to bring home their lemons 135
to bring into bold relief 550
to bring into clear relief 566
to bring into full effect 57
to bring into full relief 143
to bring into high relief 275
to bring into play another 49
to bring into play forces 83
to bring into their houses 80
to bring into their proper 104
to bring into their vacant 93
to bring into view sundry 91
to bring over from england 152
to bring over from france 65
to bring over into english 191
to bring over some troops 84
to bring some much needed 132
to bring their case before 923
to bring their full strength 98
to bring their full weight 66
to bring their guns through 50
to bring their ideas before 49
to bring their work before 146
to bring their work closer 53
to bring these into greater 74
to bring upon their victim 86
to bring your case before 59
to bring your name before 120
to but some iron railings 58
to buy arms from abroad 67
to buy back their former 41
to buy back their shares 316
to buy back those shares 50
to buy back your shares 53
to buy corn from joseph 40
to buy even more shares 50
to buy food from abroad 249
to buy from other nations 132
to buy from south africa 46
to buy land from mexico 40
to buy land just before 41
to buy less when prices 49
to buy more from abroad 105
to buy more when prices 63
to buy some good clothes 60
to buy some more clothes 103
to buy some much needed 50
to buy some nice clothes 53
to buy some soft drinks 62
to buy some time before 110
to buy some warm clothes 61
to buy such good clothes 124
to buy their land before 87
to buy wheat from canada 53
to buy wine will always 68
to con over some ballad 56
to cry even more loudly 44
to cut back even further 110
to cut back their output 102
to cut back their spending 207
to cut down even further 59
to cut down some timber 41
to cut down their drinking 63
to cut down their groves 54
to cut down their intake 57
to cut down their number 106
to cut down their output 61
to cut down their spending 52
to cut down their timber 61
to cut down their various 62
to cut down your drinking 163
to cut logs into boards 67
to cut logs into lumber 45
to cut some more stakes 346
to cut their work forces 46
to cut your hair before 56
to day what will happen 79
to death from heart disease 138
to death from other causes 197
to death many years before 41
to death some time before 43
to death some years before 60
to death three years before 43
to death upon very slight 53
to die from heart disease 1881
to die from other causes 212
to die from their disease 194
to die from their wounds 82
to dig deep down inside 47
