tea them 109 tea than 57
to with 76 to they 121
to with 52 to all 329
to any 487 to both 54
to each 151 to her 235
to him 1733 to his 377
to its 86 to one 124
to our 129 to that 174
to them 926 to this 609
to you 163 to all 44
to they 206 to this 59
to that 311 to all 430
to and 100 to any 328
to art 67 to being 175
to both 82 to death 90
to doing 44 to each 149
to god 438 to her 239
to him 358 to his 451
to how 97 to its 246
to law 112 to long 71
to low 132 to man 340
to men 192 to new 131
to non 182 to old 64
to one 1870 to our 388
to real 252 to sex 66
to that 513 to them 3866
to things 140 to this 1151
to two 8634 to using 219
to you 128 to and 78
to that 280 to and 62
to that 407 to with 42
to and 61 to and 41
to with 835 to and 49
to with 157 to and 51
to and 65 to and 71
to with 142 to and 85
to than 41 to and 154
to and 107 to for 58
to and 47 to and 55
to who 45 to out 83
to and 150 to and 89
to and 55 to for 118
to and 1613 to for 58
to with 90 to and 263
to any 72 to his 68
to how 293 to its 156
to this 455 to who 103
to and 60 to out 79
to for 62 to and 118
to than 78 to and 95
to and 319 to than 202
to and 49 to and 57
to and 225 to than 154
to and 101 to with 236
to its 44 to that 42
to this 56 to too 40
to and 93 to with 51
to and 469 to for 51
to and 120 to with 168
to for 194 to with 136
to wings 45 to use 60
to him 70 to for 42
to that 70 to who 72
to for 68 to for 47
to but 48 to than 42
to than 54 to and 608
to than 216 to than 61
to for 144 to than 45
to than 46 to and 54
to than 212 to than 65
to than 85 to and 45
to than 96 to him 58
to than 152 to with 441
to and 137 to than 2341
to than 95 to than 65
to than 67 to than 48
to than 534 to and 100
to than 269 to and 61
to than 88 to than 49
to than 141 to that 57
to and 55 to than 58
to than 59 to and 41
to than 92 to than 54
to and 84 to than 114
to than 69 to than 49
to them 43 to and 78
to than 42 to than 136
to than 54 to than 353
to and 208 to than 358
to and 60 to than 61
to and 42 to than 107
to than 46 to and 260
to than 962 to and 3369
to but 66 to for 896
to how 491 to not 344
to now 682 to than 2847
to that 219 to this 206
to who 129 to with 3534
to than 763 to and 2379
to ere 58 to for 441
to how 170 to now 72
to than 1744 to with 464
to and 155 to for 61
to than 360 to and 451
to than 1316 to that 1732
to and 74 to than 115
to with 70 to than 122
to and 194 to than 140
to and 316 to and 60
to than 106 to and 725
to than 516 to and 4621
to but 73 to due 47
to for 218 to than 13900
to with 145 to than 42
to for 131 to with 146
to and 330 to than 248
to than 41 to and 67
to than 664 to and 135
to for 60 to than 197
to with 93 to and 99
to than 146 to with 508
to and 301 to for 88
to than 1687 to and 72
to than 435 to and 2778
to than 1364 to with 456
to and 91 to than 270
to with 69 to and 111
to than 259 to and 93
to than 169 to than 82
to and 61 to than 74
to and 70 to than 43
to than 52 to and 502
to for 53 to than 904
to with 74 to than 73
to than 104 to and 42
to than 242 to and 58
to than 85 to and 603
to than 417 to than 67
to than 93 to and 365
to than 628 to and 543
to than 695 to and 46
to than 165 to and 78
to than 248 to and 49
to than 152 to and 42
to than 103 to and 802
to for 43 to than 2505
to and 59 to and 719
to than 441 to than 40
to and 161 to for 56
to than 1079 to with 65
to and 233 to than 378
to and 45 to than 49
to and 108 to than 418
to than 57 to than 42
to and 251 to than 171
to with 185 to than 85
to and 113 to than 172
to than 284 to and 168
to for 89 to than 391
to with 44 to than 141
to than 106 to and 68
to than 216 to and 64
to than 239 to and 201
to for 49 to than 1267
to and 124 to than 92
to and 403 to than 380
to and 308 to than 517
to with 4243 to than 95
to than 67 to than 44
to than 211 to and 163
to for 131 to than 361
to with 42 to than 72
to and 204 to than 805
to and 78 to and 43
to than 44 to and 927
to than 243 to than 207
to than 58 to and 164
to than 185 to than 64
to and 131 to than 217
to and 286 to than 736
to with 89 to for 45
to than 46 to than 41
to than 133 to and 1331
to for 46 to than 2289
to and 101 to than 117
to than 98 to and 202
to than 244 to and 74
to than 313 to and 101
to than 120 to and 292
to than 333 to and 60
to for 200 to and 333
to than 108 to with 53
to and 61 to for 55
to than 1705 to than 71
to and 68 to than 219
to than 47 to than 172
to and 448 to for 299
to than 2033 to with 106
to than 41 to and 78
to than 93 to and 164
to than 301 to and 251
to than 318 to than 122
to than 59 to than 521
to than 71 to than 63
to than 67 to and 50
to than 73 to and 1255
to for 161 to than 2317
to with 93 to than 44
to than 46 to than 51
to than 71 to and 72
to than 173 to and 345
to than 948 to with 1045
to and 1255 to than 4399
to who 50 to with 393
to and 56 to than 51
to and 442 to for 73
to than 2071 to and 91
to than 144 to and 629
to for 44 to than 503
to than 42 to and 44
to than 40 to than 104
to than 84 to and 239
to than 451 to than 134
to and 722 to for 192
to than 1062 to and 62
to than 62 to and 62
to than 405 to than 87
to than 67 to than 77
to than 108 to and 983
to for 190 to than 1026
to and 205 to than 443
to and 166 to than 181
to than 74 to than 266
to than 61 to than 41
to and 91 to than 109
to and 330 to than 143
to than 40 to and 124
to than 208 to for 98
to than 119 to for 52
to than 331 to than 111
to than 52 to than 52
to and 46 to than 92
to and 348 to than 182
to and 68 to than 118
to and 119 to than 402
to than 51 to and 214
to for 75 to than 1216
to and 886 to than 587
to than 62 to and 1717
to for 43 to than 482
to with 1739 to and 265
to than 254 to than 47
to and 72 to and 163
to men 132 to than 1628
to than 43 to and 49
to and 104 to than 209
to and 181 to than 144
to with 52 to and 307
to for 83 to than 624
to than 45 to than 100
to and 95 to than 134
to than 63 to and 658
to for 108 to than 3828
to with 2915 to than 40
to and 69 to than 982
to and 3113 to but 70
to for 160 to its 70
to one 60 to our 92
to than 3625 to that 114
to they 75 to with 428
to and 184 to for 49
to than 105 to with 159
to and 57 to than 71
to and 248 to than 211
to and 110 to than 67
to than 47 to and 173
to for 423 to than 1320
to with 58 to than 45
to and 381 to for 172
to how 43 to than 323
to with 77 to than 44
to than 111 to and 220
to and 767 to than 2068
to and 130 to and 1047
to than 1450 to and 216
to than 1293 to with 205
to and 130 to than 206
to than 41 to than 84
to and 487 to than 430
to than 78 to and 560
to than 660 to with 43
to than 66 to than 97
to with 58 to and 2014
to now 64 to than 502
to with 232 to and 2613
to but 55 to for 595
to than 9768 to with 100
to and 45 to for 80
to than 57 to than 56
to and 149 to for 116
to than 773 to and 71
to and 198 to than 196
to and 100 to than 46
to and 143 to than 308
to with 49 to and 170
to for 345 to than 765
to than 101 to than 71
to than 43 to and 79
to than 166 to and 122
to than 269 to and 78
to than 45 to and 160
to than 91 to this 43
to and 78 to than 144
to than 52 to and 70
to for 98 to than 2272
to with 54 to and 203
to than 233 to and 122
to than 403 to and 375
to than 568 to and 159
to than 303 to and 486
to than 356 to with 97
to and 362 to and 125
to than 477 to than 118
to and 148 to than 127
to than 81 to than 147
to than 46 to and 97
to and 59 to and 156
to for 62 to than 1228
to with 56 to and 82
to than 72 to and 55
to than 202 to and 62
to than 51 to and 156
to than 188 to than 129
to than 70 to than 48
to for 304 to than 54
to for 55 to and 155
to than 71 to with 51
to and 108 to than 120
to than 46 to than 122
to and 62 to for 474
to than 207 to and 682
to than 523 to with 46
to and 91 to than 377
to and 48 to than 87
to than 44 to and 53
to for 75 to than 2569
to with 49 to and 48
to than 118 to with 56
to and 168 to than 298
to with 60 to and 53
to for 137 to than 253
to than 282 to and 46
to than 278 to than 91
to and 140 to than 149
to and 602 to for 74
to than 951 to with 88
to and 40 to than 77
to and 55 to than 94
to than 105 to than 53
to and 554 to for 59
to than 2496 to with 80
to than 57 to and 72
to and 91 to than 234
to and 626 to than 470
to and 84 to than 132
to than 42 to than 104
to and 80 to than 155
to than 224 to and 78
to than 91 to and 74
to than 99 to than 137
to than 56 to for 54
to and 74 to and 190
to how 73 to not 534
to that 314 to with 158
to and 136 to and 43
to and 137 to that 125
to with 66 to and 170
to and 61 to and 51
to and 40 to with 81
to and 53 to with 105
to and 53 to and 61
to for 185 to and 48
to for 52 to and 74
to and 81 to with 770
to and 67 to for 95
to and 62 to for 48
to and 40 to and 44
to and 43 to and 106
to and 65 to and 465
to are 112 to for 574
to with 76 to and 137
to for 64 to near 86
to and 62 to and 94
to and 99 to for 80
to and 186 to for 50
to that 84 to for 124
to and 72 to and 70
to and 114 to and 212
to are 55 to for 108
to with 546 to and 71
to and 138 to are 57
to for 603 to and 131
to and 90 to and 308
to for 212 to and 76
to for 71 to and 75
to for 129 to and 42
to and 50 to for 406
to that 85 to and 47
to are 40 to for 41
to and 52 to for 41
to and 82 to and 79
to and 148 to with 373
to but 52 to him 76
to his 40 to its 46
to that 69 to them 67
to this 98 to and 156
to for 99 to and 94
to for 80 to with 57
to and 52 to than 143
to and 289 to than 1300
to than 104 to for 117
to with 110 to than 49
to and 50 to than 58
to than 179 to than 46
to with 40 to and 144
to than 297 to with 117
to than 125 to than 78
to and 52 to than 197
to and 148 to than 502
to than 61 to and 42
to for 43 to that 221
to and 126 to than 278
to and 45 to than 155
to and 69 to for 45
to than 86 to than 125
to than 77 to and 61
to than 213 to and 348
to for 78 to than 5861
to and 495 to for 42
to than 1496 to and 1118
to but 51 to for 367
to than 15869 to that 42
to then 49 to with 54
to than 233 to with 43
to and 69 to than 206
to than 69 to and 48
to than 312 to than 143
to than 64 to and 653
to for 237 to than 5179
to with 64 to for 347
to than 55 to and 95
to for 46 to and 46
to than 132 to and 92
to than 815 to with 46
to than 95 to they 41
to you 42 to and 477
to this 50 to him 41
to them 79 to than 83
to for 58 to they 49
to and 75 to that 187
to them 67 to for 157
to oft 45 to that 228
to for 48 to his 43
to them 89 to you 40
to with 60 to and 63
to they 119 to and 57
to for 75 to with 115
to for 67 to and 264
to with 317 to them 117
to god 52 to they 336
to for 60 to for 86
to than 48 to they 44
to all 67 to any 92
to his 81 to its 99
to our 184 to this 49
to and 96 to with 59
to they 111 to for 52
to god 301 to for 1922
to and 166 to all 110
to any 192 to its 41
to that 69 to they 175
to all 135 to any 234
to being 47 to both 101
to her 436 to him 1220
to his 325 to its 140
to our 135 to that 1153
to them 989 to this 1920
to you 162 to they 59
to them 652 to you 74
to that 261 to that 87
to her 54 to them 51
to this 129 to things 50
to its 62 to that 98
to this 947 to and 51
to she 56 to they 163
to his 84 to its 42
to red 43 to them 360
to this 131 to two 75
to them 84 to with 285
to with 57 to with 41
to how 333 to one 170
to for 158 to far 46
to and 44 to and 94
to but 152 to but 56
to her 76 to his 180
to with 55 to and 100
to with 60 to and 186
to for 79 to now 49
to too 80 to with 521
to with 43 to and 56
to that 660 to him 411
to his 40 to them 762
to this 50 to two 85
to and 52 to for 94
to with 142 to and 167
to for 201 to and 52
to with 116 to and 71
to for 48 to with 88
to she 50 to they 209
to with 58 to all 169
to any 49 to her 57
to him 298 to our 64
to them 404 to you 41
to they 63 to with 50
to and 107 to than 74
to that 63 to they 48
to they 106 to and 91
to with 195 to for 52
to that 309 to with 42
to with 42 to for 49
to that 91 to for 954
to and 40 to who 40
to who 133 to and 45
to with 102 to who 74
to with 268 to for 1259
to for 60 to with 104
to with 44 to who 41
to for 140 to for 167
to and 54 to they 192
to that 40 to with 272
to and 80 to with 96
to goes 56 to has 48
to was 1614 to how 323
to who 55 to two 52
to with 54 to for 62
to too 70 to for 55
to they 51 to and 42
to and 59 to sin 40
to and 48 to and 61
to and 72 to and 154
to for 81 to and 131
to who 40 to and 710
to are 61 to but 60
to and 83 to and 169
to aim 42 to and 75
to with 114 to for 45
to and 223 to for 54
to and 157 to and 40
to and 58 to and 162
to and 112 to and 79
to head 48 to and 65
to and 137 to and 43
to his 69 to she 223
to that 103 to they 751
to this 64 to you 214
to and 130 to for 102
to and 66 to for 111
to for 43 to with 69
to out 58 to who 225
to that 118 to and 1894
to men 45 to and 77
to and 55 to one 46
to six 82 to two 41
to and 288 to for 118
to with 628 to for 44
to and 1050 to for 61
to and 89 to they 107
to that 241 to things 78
to and 88 to that 390
to you 49 to how 260
to why 41 to and 45
to that 309 to and 58
to and 218 to with 50
to being 45 to her 86
to his 218 to its 79
to two 554 to all 44
to god 43 to his 52
to its 59 to one 66
to she 186 to that 73
to they 1096 to this 41
to you 190 to and 64
to and 47 to are 111
to and 172 to than 410
to all 455 to any 645
to both 131 to each 247
to her 756 to him 4987
to his 815 to its 219
to men 104 to new 43
to non 96 to one 405
to our 429 to that 155
to them 3419 to this 186
to you 685 to they 728
to this 69 to each 56
to kings 57 to man 118
to them 110 to two 137
to and 44 to for 756
to with 47 to its 41
to for 86 to for 46
to and 41 to for 70
to with 258 to for 572
to and 78 to for 143
to and 101 to for 377
to than 49 to its 83
to and 121 to and 1162
to for 128 to with 52
to and 221 to are 54
to for 153 to with 2224
to him 140 to one 52
to them 70 to this 74
to and 155 to and 55
to and 362 to with 110
to and 87 to for 70
to and 167 to and 177
to all 78 to and 5475
to both 98 to but 57
to for 594 to going 97
to how 4127 to not 13571
to now 928 to that 9713
to then 47 to this 117
to using 85 to who 417
to with 15930 to you 106
to and 1655 to for 109
to how 1143 to not 429
to now 74 to that 235
to with 818 to and 146
to that 2263 to and 236
to and 1280 to for 43
to with 83 to and 76
to and 85 to for 66
to with 135 to and 118
to and 60 to and 288
to but 41 to with 117
to and 106 to and 40
to and 202 to and 40
to and 48 to and 166
to and 101 to and 200
to for 41 to and 166
to for 118 to and 129
to and 91 to and 105
to and 49 to and 59
to that 279 to and 132
to and 124 to and 76
to with 3927 to and 330
to and 148 to and 73
to and 79 to and 297
to and 717 to that 99
to and 118 to and 140
to and 154 to with 64
to and 56 to for 76
to and 51 to and 40
to and 797 to both 40
to but 40 to for 1294
to with 165 to that 55
to and 88 to and 41
to and 190 to and 72
to due 115 to with 160
to and 231 to with 157
to and 651 to for 100
to and 65 to and 153
to and 42 to and 59
to and 42 to and 67
to for 47 to and 65
to for 45 to and 54
to and 189 to for 73
to that 74 to and 41
to and 441 to and 135
to and 50 to and 307
to for 242 to and 48
to and 126 to and 866
to with 1233 to and 78
to and 76 to and 61
to and 67 to and 81
to and 45 to and 560
to for 157 to with 42
to and 1342 to but 100
to for 335 to with 3317
to and 86 to and 680
to with 189 to and 173
to and 345 to but 56
to for 1129 to with 42
to and 318 to with 60
to and 57 to and 44
to and 164 to and 69
to with 74 to and 60
to and 63 to and 173
to and 180 to and 926
to for 241 to with 60
to and 113 to for 122
to and 97 to and 206
to and 580 to both 72
to but 158 to for 977
to with 228 to and 203
to with 140 to and 167
to and 48 to and 93
to and 147 to with 50
to and 63 to and 40
to and 76 to and 70
to and 116 to with 94
to and 76 to for 1462
to that 2635 to they 40
to you 67 to and 376
to with 56 to and 59
to with 44 to for 43
to and 49 to and 155
to with 229 to and 45
to for 50 to and 145
to for 111 to and 103
to for 105 to that 46
to and 251 to with 63
to and 139 to and 41
to and 45 to they 72
to out 41 to and 72
to for 3275 to and 157
to how 43 to with 123
to and 125 to for 54
to that 1858 to and 611
to with 56 to and 43
to out 53 to and 55
to out 115 to for 100
to with 52 to and 48
to with 439 to and 83
to with 569 to and 1115
to for 145 to with 76
to with 66 to and 245
to and 841 to but 44
to for 178 to was 49
to and 107 to with 523
to with 64 to and 878
to but 47 to for 75
to that 329 to and 353
to and 101 to and 153
to and 40 to for 51
to and 427 to and 51
to with 108 to and 71
to and 267 to and 769
to with 95 to and 73
to and 272 to off 42
to for 53 to with 85
to and 59 to with 123
to and 82 to with 74
to and 154 to law 74
to that 5492 to and 40
to and 65 to and 78
to with 1430 to and 85
to and 1002 to for 102
to for 57 to and 170
to and 184 to for 54
to and 350 to was 47
to with 48 to for 125
to they 45 to one 112
to that 167 to they 288
to you 43 to and 55
to and 116 to and 51
to was 135 to and 133
to and 364 to are 81
to but 51 to who 40
to and 115 to and 296
to for 55 to and 62
to and 146 to for 213
to and 210 to for 109
to and 81 to and 252
to and 40 to and 41
to and 44 to and 177
to who 59 to and 57
to and 62 to and 74
to with 48 to with 210
to things 65 to things 56
to his 47 to they 42
to both 141 to they 65
to for 208 to and 95
to and 58 to and 68
to for 642 to with 55
to for 124 to with 105
to for 60 to they 53
to they 128 to you 206
to that 233 to and 44
to things 121 to them 59
to they 97 to and 43
to things 129 to things 61
to than 120 to and 81
to than 225 to than 58
to and 586 to for 93
to than 155 to for 234
to than 66 to than 71
to and 47 to for 48
to they 41 to god 84
to her 127 to him 101
to his 231 to one 346
to them 81 to they 104
to you 151 to and 57
to they 41 to things 153
to mean 58 to things 104
to and 234 to for 324
to and 150 to things 90
to and 69 to for 42
to act 108 to and 124
to for 59 to and 47
to for 59 to for 65
to for 47 to and 69
to and 1810 to for 1305
to that 168 to with 157
to for 40 to for 504
to and 51 to for 50
to with 41 to and 187
to with 62 to and 77
to things 108 to things 55
to things 69 to things 43
to and 61 to for 42
to for 41 to job 109
to and 202 to and 77
to for 44 to job 98
to job 48 to job 40
to and 321 to for 52
to for 69 to things 63
to things 58 to with 153
to things 46 to they 194
to you 54 to that 44
to did 46 to with 59
to may 63 to had 71
to has 76 to and 104
to did 46 to can 163
to they 50 to our 287
to are 78 to for 67
to this 58 to and 44
to they 71 to job 82
to and 82 to for 48
to and 53 to for 48
to and 53 to with 87
to job 82 to and 400
to for 152 to with 53
to and 49 to and 46
to and 59 to and 76
to than 108 to and 60
to and 115 to meal 71
to raw 122 toe than 59
to they 67 to how 45
to with 73 to she 98
to they 122 to with 42
to and 50 to with 45
to she 165 to they 227
to you 181 to that 100
to with 73 to and 68
to and 46 to and 60
to and 133 to and 133
to for 178 to and 53
to she 176 to they 242
to you 143 to and 67
to and 534 to and 57
to and 41 to and 53
to and 51 to his 67
to they 55 to and 89
to and 58 to him 158
to them 202 to with 42
to and 166 to they 53
to and 51 to and 238
to him 230 to her 195
to his 225 to she 453
to they 604 to you 122
to and 79 to and 193
to and 311 to with 96
to that 50 to with 130
to with 72 to and 60
to and 66 to and 746
to but 451 to for 103
to now 325 to that 274
to with 647 to that 93
to and 42 to use 47
to and 120 to with 43
to and 56 to and 45
to with 66 to with 63
to not 48 to and 123
to for 53 to and 76
to law 181 to and 85
to and 260 to gear 83
to and 143 to and 150
to and 126 to for 199
to was 124 to with 343
to and 263 to for 55
to was 48 to with 172
to and 508 to than 76
to with 116 to and 58
to this 43 to and 55
to and 131 to and 83
to and 81 to than 153
to than 60 to and 84
to than 59 to and 120
to one 64 to that 423
to with 305 to you 77
to with 61 to with 47
to his 41 to she 164
to that 86 to they 367
to you 106 to ten 46
to and 41 to and 234
to with 65 to than 43
to and 41 to and 42
to them 94 to and 74
to this 569 to and 73
to and 92 to was 80
to than 65 to and 65
to its 61 to than 248
to than 194 to than 42
to than 60 to than 270
to than 41 to she 65
to they 214 to and 51
to and 75 to out 54
to with 163 to with 168
to had 72 to and 71
to for 53 to than 114
to ago 53 to and 196
to earth 50 to and 54
to and 45 to and 101
to and 54 to and 47
to they 105 to you 138
to things 44 to than 46
to than 41 to than 324
to that 45 to than 88
to than 72 to and 42
to than 60 to than 47
to than 42 to than 87
to than 82 to than 45
to than 55 to and 145
to than 365 to than 54
to than 72 to than 53
to than 88 to than 49
to than 56 to and 218
to than 411 to and 195
to than 54 to than 63
to and 126 to than 114
to than 64 to than 403
to than 53 to and 42
to than 231 to than 87
to that 52 to and 131
to that 54 to and 43
to was 59 to and 44
to than 535 to she 65
to they 110 to you 65
to that 84 to ago 43
to that 187 to out 158
to things 41 to that 94
to and 77 to that 64
to that 437 to and 50
to that 40 to and 70
to that 149 to that 91
to and 48 to and 50
to that 196 to and 75
to and 137 to and 74
to that 442 to and 53
to for 85 to had 45
to was 42 to for 71
to can 49 to and 57
to and 66 to and 71
to god 41 to and 61
to and 65 to that 100
to and 431 to who 75
to and 47 to and 48
to and 51 to that 48
to and 235 to that 108
to and 50 to and 164
to and 303 to that 704
to they 70 to and 81
to that 43 to and 363
to that 319 to and 68
to and 59 to and 40
to and 73 to and 49
to and 42 to and 59
to and 41 to and 65
to was 80 to and 50
to and 576 to for 92
to who 302 to that 73
to god 47 to him 44
to and 91 to and 130
to who 59 to old 118
to she 46 to and 61
to box 105 to for 58
to and 49 to with 118
to son 509 to and 74
to for 94 to she 115
to and 40 to for 53
to his 46 to and 48
to who 86 to him 47
to for 145 to and 148
to for 96 to then 66
to than 77 to but 69
to than 98 to than 57
to than 190 to than 285
to than 51 to than 50
to than 215 to and 49
to but 202 to than 131
to but 46 to than 153
to than 129 to than 72
to but 47 to than 49
to but 3223 to than 2951
to than 58 to than 54
to than 115 to than 42
to end 43 to ill 56
to that 177 to than 77
to than 265 to than 75
to who 44 to than 331
to than 45 to than 63
to than 349 to that 48
to than 49 to and 161
to and 117 to and 93
to that 174 to that 236
to and 42 to and 65
to and 60 to that 43
to and 49 to and 50
to that 125 to and 191
to who 110 to and 50
to and 50 to that 85
to and 56 to and 85
to that 149 to that 62
to and 94 to for 54
to that 859 to who 115
to and 40 to and 42
to and 122 to and 60
to and 165 to for 76
to and 45 to and 48
to that 41 to and 48
to and 42 to that 210
to and 180 to and 1462
to for 1880 to that 271
to with 211 to that 245
to and 143 to that 91
to and 171 to and 78
to and 358 to and 74
to and 78 to and 64
to and 46 to them 112
to two 306 to her 42
to and 72 to and 58
to who 101 to and 41
to them 46 to and 123
to and 702 to and 62
to and 82 to they 135
to and 56 to and 172
to for 93 to that 152
to who 82 to and 47
to and 203 to for 286
to was 43 to and 43
to and 67 to who 50
to and 356 to and 115
to and 46 to and 426
to and 47 to and 53
to and 117 to and 80
to and 121 to and 241
to and 62 to and 47
to and 122 to and 71
to she 49 to and 48
to and 73 to and 54
to and 53 to and 178
to and 58 to they 190
to act 356 to and 42
