the academy today have written 82
the following cases were decided 79
the following facts have emerged 96
the following facts into account 118
the following facts were adduced 53
the following facts were brought 212
the following facts were revealed 236
the following facts will suffice 42
the following gives good results 40
the following items into account 42
the following lines from chaucer 80
the following lines from emerson 72
the following lines from shelley 76
the following lines were written 943
the following major risk factors 43
the following morning felt himself 48
the following morning there appeared 163
the following morning there arrived 116
the following names were applied 46
the following night there appeared 65
the following notes were written 50
the following order from general 301
the following order from highest 62
the following pages have appeared 74
the following pages some attempt 50
the following pages were carried 80
the following pages were printed 67
the following pages were stained 56
the following pages were written 680
the following pages will attempt 283
the following pages will confirm 44
the following pages will contain 100
the following pages will discuss 63
the following pages will examine 61
the following pages will explain 72
the following pages will explore 50
the following pages will furnish 58
the following pages will perhaps 51
the following pages will present 100
the following pages will provide 269
the following pages will suggest 116
the following pages will testify 96
the following people were elected 42
the following people were present 73
the following reply from general 94
the following rules were adopted 240
the following rules were applied 65
the following sound file formats 42
the following steps were carried 139
the following story will testify 48
the following table will exhibit 142
the following table will explain 69
the following table will suffice 76
the following terms were defined 61
the following terms when applied 50
the following tests were carried 167
the following toast three several 91
the following total cost equation 49
the following total cost function 142
the following words pass between 70
the following words very roughly 121
the following words were engraved 156
the following words were printed 283
the following words were uttered 126
the following words were written 770
the following works have appeared 72
the following works were written 44
the following would best explain 61
the foregoing cases were decided 98
the foregoing lines were written 120
the foregoing notes were written 58
the foregoing pages were printed 187
the foregoing pages were written 544
the foregoing words were written 80
the forests shook three summers 450
the forests under their control 60
the forests which once covered 213
the formula takes into account 173
the forward engine room bulkhead 131
the fraction passing over between 182
the freedom forum media studies 1006
the frescoes which once adorned 62
the friction force acting between 43
the function which once belonged 50
the furrows thereof weep together 76
the gallant child like banners 77
the garbage write what happens 43
the gastric juice from obtaining 41
the general amino acid control 111
the general court came together 72
the general reader will collect 52
the general reader will perhaps 71
the general social care council 630
the general stock will suffice 82
the general would have managed 76
the genuine opera just brought 40
the germans began their advance 87
the germans began their assault 63
the germans began their invasion 66
the germans broke their promise 44
the germans could have brought 40
the germans would have brought 40
the glacier moves more quickly 83
the glacier moves more rapidly 70
the glorious stand made against 65
the gradual change from infancy 43
the grantee shall duly execute 98
the grantor shall make default 79
the gravest danger facing america 72
the greatest books ever written 1683
the greatest danger facing america 42
the greatest danger facing mankind 52
the greatest drama ever enacted 52
the greatest drama ever written 53
the greatest minds their fullest 46
the greatest music ever written 619
the greatest novel ever written 2506
the greatest opera ever written 146
the greatest parts ever written 66
the greatest plays ever written 242
the greatest poetry ever written 135
the greatest story ever written 297
the greatest value ever offered 54
the greatest works ever written 301
the grounds which have induced 52
the harvard trade union program 165
the hatchet would have brought 52
the haughty dames were careful 44
the highest about three hundred 42
the highest danger from violence 61
the highest hills were covered 61
the highest place among european 78
the highest place sits winthrop 46
the highest price ever offered 58
the highest price ever realized 44
the highest price upon francis 72
the highest ranking army officer 66
the highest social life affords 85
the history books were written 58
the hitherto missing link between 58
the homeric epics were written 45
the horrors which were endured 44
the hungarian trade union council 51
the hunters burst into guffaws 42
the impulse which leads certain 65
the inferior people meet together 53
the inferior races reach puberty 46
the infidel might think himself 81
the injured party will receive 44
the injured party will usually 49
the insults which were offered 99
the insurer takes upon himself 75
the interim period when remedial 227
the interior walls were covered 148
the interior walls were painted 86
the invader takes such measures 42
the invalid could clear herself 103
the invoice value plus freight 48
the islamic world from morocco 67
the islands under their control 76
the jealousy which many princes 64
the jesuits would come forward 60
the judicial power also affects 40
the justice which their opinions 55
the justice which your majesty 40
the kitchen every five minutes 44
the largest crowd ever gathered 218
the largest known land animals 63
the largest price ever fetched 67
the launching sites were overrun 56
the laurels which their country 77
the legally fixed ratio between 57
the legation would have doubted 51
the legends which have gathered 200
the legends which were current 54
the lessons drawn from history 74
the letters which have appeared 194
the letters which have arrived 92
the letters which pass between 177
the letters which were brought 66
the letters which were printed 85
the letters which were written 819
the library steps clinging forward 42
the lightning spread over everything 97
the lightning would have carried 51
the lockers under their control 53
the logical first step towards 68
the malayan trade union congress 69
the malayan trade union council 133
the mammary gland from glucose 96
the manager never gave himself 59
the marches which were drummed 55
the marines fired three volleys 77
the marriage broke down because 81
the material comes into contact 92
the material which lies between 52
the matters taken into account 82
the matters which have brought 41
the matters which have chanced 49
the matters which most concern 899
the matters which were brought 125
the measures which duty demands 46
the measures which have brought 146
the measures which have hitherto 126
the measures which were adopted 1144
the measures which were brought 87
the measures which were carried 89
the measures which were enacted 43
the measures which were entered 66
the measures which were finally 50
the measures which were founded 81
the measures which were pursued 201
the measures which your majesty 157
the medical risks into account 47
the members which wars against 46
the members would come together 48
the meridian about four minutes 55
the message which have escaped 64
the mineral point zinc company 100
the mixture looks like cornmeal 52
the mixture until well blended 135
the monarch would have granted 109
the motives which have brought 191
the motives which have hitherto 184
the motives which have induced 1598
the motives which there prevail 61
the muscles under their control 65
the national blank book company 81
the national child health council 184
the national court must protect 51
the national easter seals society 68
the national guard into federal 429
the national guard into service 67
the national guard were allowed 55
the national guard were brought 50
the national guard were ordered 78
the national indian youth council 5072
the national labor union adopted 53
the national labor union congress 111
the national league west division 102
the national negro doll company 80
the national press club luncheon 114
the national pulse like doctors 73
the national social work council 320
the national trade union centers 134
the national trade union congress 569
the national trade union council 409
the national water data exchange 98
the natives could have induced 54
the natives might have derived 86
the natives under their control 97
the natural green thumb develop 49
the natural light from outside 44
the natural unions among related 45
the neutral amino acid carrier 99
the newborn nation were printed 92
the nigerian trade union congress 488
the northern forms having existed 148
the northern forms were enabled 50
the northern irish peace process 237
the notices which have appeared 121
the objects which have brought 100
the objects which have excited 49
the objects which have hitherto 72
the objects which most attract 64
the objects which these studies 43
the objects which were familiar 71
the objects which will satisfy 62
the offerings which these unhappy 50
the offerings which were brought 72
the officer issuing such warrant 72
the official organ here claimed 41
the olympic games were founded 43
the olympic games were revived 270
the omitted facts were material 98
the omnibus laugh very heartily 45
the operating table during surgery 50
the opinions which were current 85
the opinions which were printed 87
the opinions which were quacked 59
the optimal power flow problem 67
the ottoman turks took control 56
the outflow tract during systole 152
the outrage which gave occasion 99
the outside walls were covered 71
the outside world from intruding 45
the outside world have brought 46
the outside world into believing 81
the outside world were beginning 42
the outside world were brought 41
the outside world were largely 58
the outside world were limited 405
the outside world were minimal 49
the outside world were reduced 44
the outside world were severed 149
the outward facts mere perishing 71
the pacific coast coal company 114
the pacific coast from british 435
the pacific coast from central 199
the pacific coast from northern 346
the pacific coast from southern 581
the pacific flush tank company 135
the painted snake will quickly 48
the painter giotto were together 51
the painter takes true delight 51
the painter would have painted 45
the paintings which once adorned 54
the pancreas stops making insulin 49
the parties began living together 80
the parties shall make primary 46
the parties shall take measures 42
the parties which were opposed 49
the parties would come together 55
the parties would have adopted 59
the parties would have arrived 88
the parties would have entered 119
the passage calls into question 49
the passage still more obscure 56
the passions which have debased 56
the passions which were aroused 75
the pasture spread like emerald 46
the patient about risk factors 49
the patient about side effects 86
the patient comes into contact 200
the patient meets these criteria 61
the patient might harm himself 46
the patient since good medical 49
the patient until help arrives 93
the patient would have decided 290
the patient would have desired 51
the patient would have refused 312
the paupers which some european 55
the payroll period from october 49
the peasants under their control 99
the penalty which great britain 103
the pensions which were granted 54
the periodic table have similar 242
the persians would have allowed 56
the persons holding such opinions 44
the persons holding these offices 48
the persons sharing such returns 219
the persons taken into custody 115
the persons under your command 57
the phantom gypsy were ominous 45
the phantom world grew fainter 43
the phrases which best express 43
the picture strip love stories 48
the picture would have brought 46
the planner takes into account 47
the plastic leaded chip carrier 45
the playthings which were offered 149
the pleasure arising from novelty 147
the pleasure arising from perfect 78
the pleasure reaped from present 74
the pleasure which such contact 81
the pleasure which such objects 54
the pleasure which your letters 63
the pleasure which your society 42
the plunder which their masters 82
the popular odium from himself 49
the popular party over charles 88
the popular party were beginning 105
the position which flew selects 63
the position which great britain 192
the position which those persons 64
the position would have spurred 87
the potatoes which were planted 106
the potomac river from virginia 104
the potomac river into virginia 542
the prairie which were covered 43
the prayers which were offered 427
the preacher henry ward beecher 86
the preceding first four volumes 42
the preceding lines were written 151
the preceding night were repeated 40
the preceding pages were printed 206
the preceding pages were written 570
the precept seems more rational 81
the present essay will attempt 47
the present paper some results 72
the present paper were carried 113
the present paper will attempt 120
the present paper will discuss 59
the present study also revealed 63
the present study also suggest 158
the present study also support 69
the present study have revealed 48
the present study have several 45
the present study lend support 108
the present study were carried 107
the present study were defined 42
the present study were derived 131
the present study were divided 57
the present study were gathered 103
the present study were limited 128
the present study were measured 40
the present study were similar 248
the present study were twofold 45
the present study will address 60
the present study will attempt 314
the present study will examine 171
the present study will explore 77
the present study will include 47
the present study will provide 237
the present tense when referring 116
the present times will venture 55
the present trade union congress 52
the present treaty were subject 59
the present where life quivers 45
the previous cases were present 51
the previous evening were private 50
the previous evening were repeated 73
the previous night were repeated 73
the priests alone were allowed 70
the primary votes were counted 83
the probate court will appoint 261
the problem grows more complex 46
the problem might have studied 49
the problem still more complex 151
the problem takes into account 43
the problem would have appeared 68
the process could have started 44
the process could take several 87
the process takes into account 76
the process which will produce 58
the process would take several 86
the product comes into contact 62
the profits which have accrued 152
the profits which were derived 70
the program takes into account 89
the project could move forward 85
the project takes into account 63
the project until your arrival 54
the project which will require 59
the project would take several 44
the prophet could have doubted 44
the prophet jesus from nazareth 437
the prophet would here exhibit 47
the prudent shall keep silence 224
the prussian horse were obliged 49
the puritan leader john winthrop 145
the puritan party felt towards 92
the purpose began their sessions 41
the purpose still more rapidly 92
the pyramid stood three crimson 65
the question about paying tribute 54
the question about what exactly 48
the question about what happens 134
the question which most affects 95
the question would have assumed 44
the question would have sounded 55
the radical calling into question 40
the railway steel spring company 74
the rapidly growing asian markets 46
the rational basis test applied 40
the rational basis test applies 50
the rational basis test because 56
the rational basis test invoked 46
the redwood trees were smaller 44
the referee shall find himself 60
the reforms which were adopted 49
the reforms which were carried 108
the regimen which will benefit 40
the regional trade union council 80
the relation which must subsist 47
the relation which will subsist 151
the religion which paul preached 47
the remaining bands three hundred 100
the reports which have appeared 233
the reports which were brought 238
the reports which were current 353
the results agree very closely 122
the results taken into account 45
the results which have accrued 253
the results which have appeared 55
the results which have emerged 87
the results which have hitherto 92
the results which were arrived 43
the results which were derived 40
the results which were desired 53
the retinal image during fixation 92
the revenue arising from certain 55
the revenue arising from customs 110
the revenue arising from imports 48
the revenue arising from imposts 110
the reviews which have appeared 92
the revised penal code defines 54
the rewards which were offered 70
the richest girls keep phaetons 44
the richest prize ever brought 55
the russians began their advance 108
the saddest books ever written 78
the sailors under their command 83
the satires which were written 46
the savages enjoy their deserts 120
the schools under their control 648
the schools which were founded 89
the schools which were studied 49
the secrets which were revealed 46
the sectors under their control 40
the secured party must account 565
the secured party must dispose 407
the secured party must perfect 91
the sergeant might have carried 73
the sermons which were preached 220
the servant takes upon himself 46
the service might have avoided 83
the several books were written 127
the silence which fell between 105
the singapore trade union congress 190
the sixteen could only acquire 41
the slavery issue into national 75
the smaller party will receive 47
the smaller trees were nibbled 42
the society grows more complex 48
the society which these animals 47
the soldier would fain imitate 73
the solution comes into contact 150
the sources which flow towards 47
the southern negro youth congress 1329
the southern people were opposed 50
the southern people will rejoice 269
the spanish court were selfish 107
the spanish nation will dictate 84
the spanish people from himself 96
the spanish people rose against 139
the spanish people were dazzled 41
the spanish ships were wrecked 52
the species agree most closely 101
the spindle poles during mitosis 167
the spoiled shall come against 93
the squared error loss function 384
the stables broke their halters 66
the statues which once adorned 128
the statues which were decreed 64
the statute books when congress 53
the statute which gave liberty 62
the statute would have applied 77
the stories which were current 249
the stories which were written 56
the stranger staring more blackly 48
the streets after dark because 42
the streets eight years together 92
the streets getting into trouble 49
the streets while their parents 77
the strongly basic anion exchange 68
the student comes into contact 110
the student would find himself 77
the studies which have appeared 109
the studies which have focused 58
the studies which were carried 63
the stunted trees were thickest 91
the subject comes into contact 53
the subject enter into college 49
the subject gains some express 113
the subject might have implied 66
the subject still more closely 46
the subject takes into account 60
the subject under three general 59
the subject which have appeared 359
the subject which their limited 42
the subject would have secured 101
the sublime rocks were trembling 40
the summits which were hitherto 75
the superior court trial lawyers 134
the supreme court also decided 173
the supreme court also refused 67
the supreme court case against 44
the supreme court case involving 72
the supreme court felt obliged 40
the supreme court from circuit 146
the supreme court from declaring 154
the supreme court from reviewing 178
the supreme court have adopted 46
the supreme court have brought 43
the supreme court have decided 297
the supreme court have limited 46
the supreme court having decided 72
the supreme court heard several 46
the supreme court held against 69
the supreme court held illegal 88
the supreme court held invalid 1139
the supreme court made abortion 75
the supreme court made several 81
the supreme court must preside 46
the supreme court once decided 68
the supreme court only because 40
the supreme court over seventy 48
the supreme court rule against 57
the supreme court ruling against 387
the supreme court ruling outlawing 43
the supreme court said congress 53
the supreme court took judicial 123
the supreme court took occasion 57
the supreme court upon petition 52
the supreme court went against 59
the supreme court were brought 48
the supreme court were decided 57
the supreme court were divided 69
the supreme court were elected 143
the supreme court were present 231
the supreme court when justice 77
the supreme court will address 48
the supreme court will approve 43
the supreme court will correct 48
the supreme court will declare 195
the supreme court will decline 49
the supreme court will dismiss 64
the supreme court will examine 73
the supreme court will possess 159
the supreme court will require 89
the supreme court will resolve 68
the supreme court will reverse 212
the supreme court will sanction 49
the supreme court will sustain 144
the supreme court will usually 50
the supreme judge will proceed 59
the supreme power over holland 58
the surface cools more rapidly 51
the surface moves more rapidly 45
the surface which lies between 49
the suspect might have counsel 80
the systems under their control 88
the systems which have hitherto 62
the tempter might have tempted 145
the tensions which have existed 41
the thinnest human veil between 104
the thoracic aorta most usually 43
the thoughts which must agitate 146
the thoughts which were occupying 81
the trained bands were ordered 63
the trappings which ours hastens 40
the treasure fleet from america 114
the treasure ships from america 67
the treasury above five hundred 47
the treasury bench will venture 55
the treaties which great britain 55
the tribune might have reigned 144
the triumph which their enemies 48
the truckee river into pyramid 56
the trustee could have avoided 47
the trustee shall stop payment 116
the trustee under such sections 93
the unhappy father threw himself 42
the unhappy nation bore because 63
the unhappy woman gave herself 115
the unlucky dwarf only escaped 75
the unlucky place till october 55
the unsteady flame hangs quivering 62
the upright shall have dominion 629
the variable costs will increase 53
the variable input will decline 156
the ventral nerve cord between 46
the vessels under their command 126
the vessels under your command 249
the vessels which were occupying 40
the victims which were offered 53
the victors about their persons 56
the village lands were divided 48
the village passing just between 54
the virtues which have brought 41
the visitor would find himself 99
the voltage falls very rapidly 51
the volumes which have appeared 141
the volumes which were printed 123
the wakened flies were murmuring 86
the warriors spoke much together 56
the weakness arising from extreme 79
the welfare rolls have dropped 44
the welfare state more broadly 44
the western indian ocean between 46
the western indian ocean islands 489
the western light into startling 64
the western savings fund society 60
the western world from ancient 60
the western world from competing 59
the western world were largely 72
the withered leaves were whirled 45
the wonders which some sanguine 146
the wonders which were wrought 70
the workers under their control 108
the youngest shall have arrived 159
the youngest woman ever elected 174
thy fertile brain will furnish 171
thy servant shall make towards 45
thy thoughts touch their effects 43
thy unknown grave tall grasses 175
to achieve anything like rhythmic 69
to achieve anything like success 42
to advance until their gallant 49
to appoint within their several 57
to attract about three thousand 74
to attract funds from outside 51
to attract money from foreign 40
to attract people from outside 244
to bargain about such matters 45
to bargain about these matters 62
to believe about their warriors 56
to believe anything just because 71
to buildings under their control 43
to collect above five hundred 93
to collect money from debtors 52
to collect rents from tenants 115
to collect taxes from certain 46
to combine words into meaningful 74
to combine words into phrases 136
to confirm still more strongly 40
to consult about their affairs 67
to contain about five hundred 108
to contain about five thousand 108
to contain about four hundred 117
to contain about four thousand 45
to contain about three hundred 206
to contain about three thousand 80
to contain above three hundred 67
to contain nearly three hundred 40
to convert defeat into victory 135
to convert money into capital 84
to convert pesos into dollars 83
to convert sugar into alcohol 72
to deceive others into believing 122
to deceive people into believing 227
to declare state laws invalid 148
to deflect blame from himself 98
to deliver israel from bondage 98
to deliver israel from egyptian 81
to deprive every rich catholic 64
to destroy every last vestige 67
to destroy every living creature 164
to develop close ties between 59
to develop strong root systems 47
to discuss joint arab measures 48
to discuss local union matters 65
to embrace every means offered 64
to enforce state laws against 66
to examine rather more closely 111
to examine which more closely 81
to exclude others from certain 109
to exclude others from consuming 47
to exclude others from producing 102
to exclude others from profiting 53
to exclude others from utilizing 51
to exclude others very similar 48
to exclude people from consuming 128
to exclude women from certain 358
to exempting savings from taxation 91
to explain which these thinkers 60
to exploit every such contact 56
to extract funds from bankers 75
to extract rules from trained 124
to factors within their control 74
to ferrous salts when exposed 40
to freedom shall have accrued 68
to himself seven other spirits 249
to imagine anything more awkward 62
to imagine anything more dreadful 54
to imagine anything more pathetic 55
to imagine anything more perfect 158
to imagine anything more pleasant 42
to imagine anything more stately 49
to imagine anything more utterly 76
to imagine facts more opposed 49
to improve child care quality 84
to include junior high schools 51
to include people from outside 127
to include within their purview 58
to increase rather more rapidly 41
to increase still more rapidly 147
to inquire about such matters 114
to inquire about their current 41
to inquire about their purpose 54
to inquire about their welfare 85
to inquire about these matters 135
to inquire after their welfare 204
to inquire after your welfare 158
to inquiry after more precise 40
to inspect grand jury minutes 145
to lorenzo after their divorce 55
to operate under laws governing 40
to operate within their borders 208
to perform basic life support 85
to perform tasks more quickly 140
to persons blind from infancy 45
to persons taken into custody 45
to prevail where main matters 49
to prevent abuse from occurring 80
to prevent anything from happening 320
to prevent anything like uniform 61
to prevent change from occurring 81
to prevent china from acquiring 84
to prevent crime from happening 75
to prevent crime from occurring 127
to prevent cross talk between 51
to prevent either from obtaining 60
to prevent falls from occurring 45
to prevent fires from occurring 74
to prevent fraud from occurring 41
to prevent israel from diverting 44
to prevent italy from attacking 40
to prevent james from listening 45
to prevent japan from achieving 42
to prevent japan from acquiring 56
to prevent japan from obtaining 80
to prevent others from accepting 76
to prevent others from accessing 148
to prevent others from achieving 159
to prevent others from acquiring 181
to prevent others from attacking 64
to prevent others from competing 132
to prevent others from consuming 66
to prevent others from following 521
to prevent others from imitating 99
to prevent others from importing 43
to prevent others from listening 44
to prevent others from obtaining 371
to prevent others from occurring 44
to prevent others from patenting 203
to prevent others from producing 105
to prevent others from profiting 102
to prevent others from receiving 69
to prevent others from rendering 116
to prevent others from suffering 205
to prevent others from utilizing 78
to prevent people from accessing 57
to prevent people from acquiring 58
to prevent people from attending 140
to prevent people from believing 75
to prevent people from consuming 57
to prevent people from following 67
to prevent people from imagining 52
to prevent people from listening 80
to prevent people from obtaining 97
to prevent people from receiving 48
to prevent people from returning 50
to prevent people from suffering 75
to prevent people from tampering 54
to prevent people from wandering 53
to prevent russia from acquiring 101
to prevent russia from expanding 60
to prevent russia from extending 57
to prevent russia from obtaining 141
to prevent russia from occupying 66
to prevent users from accessing 456
to prevent users from modifying 128
to prevent users from obtaining 66
to prevent users from selecting 77
to prevent water from following 106
to prevent water from splashing 154
to prevent woman from obtaining 55
to prevent women from achieving 92
to prevent women from acquiring 52
to prevent women from attending 47
to prevent women from competing 86
to prevent women from obtaining 180
to prevent women from receiving 42
to prevent worse from happening 57
to produce anything more perfect 47
to produce fewer side effects 289
to produce goods more quickly 43
to produce really good results 66
to produce toxic side effects 68
to protect china from foreign 68
to protect crops from animals 45
to protect crops from insects 111
to protect every such servant 79
to protect guinea pigs against 208
to protect human beings against 282
to protect human health against 62
to protect human life against 86
to protect japan from foreign 52
to protect others from offense 75
to protect people from certain 51
to protect people from diseases 54
to protect people from harmful 106
to protect people from hazards 47
to protect people from natural 43
to protect people from poverty 46
to protect people from radiation 42
to protect people from violence 93
to protect texas from invasion 44
to protect women from abusive 61
to protect women from certain 41
to protect women from cruelty 49
to protect women from violence 464
to provide basic life support 203
to provide child care centers 41
