tag phrase too often keeps 47
they toiled with rapid steps 52
they turned and began walking 98
they turned and stood still 58
they turned out every evening 97
they wanted and could carry 73
they wished they could spend 46
they worked for lower wages 215
they worked long hours under 92
things better for black people 42
things crawling and playing about 72
things twenty and thirty miles 48
thin lenses with focal lengths 92
this ambush that cupid sends 50
this attack had taken place 51
this avowal his pride could 48
this battle had taken place 44
this battle that dante draws 45
this better than walking about 203
this bright and quiet stream 76
this bright and sunny morning 78
this changed and changing world 153
this charming and acute essay 52
this crisis that taste alone 278
this debate had taken place 50
this debate has taken place 195
this edition are given after 266
this effect has taken place 95
this family are rather small 44
this fellow was quite black 144
this garden our whole force 43
this ground with short gusts 49
this hideous and hated place 89
this higher and truer point 45
this honest and manly reign 40
this lasted she never could 69
this letter was henry weber 45
this manner are human souls 42
this manner does error beget 40
this manner one stair after 43
this matter has taken place 59
this matter was first moved 40
this matter was still pending 86
this matter was still under 90
this moment its sharp voice 97
this moment two light hearts 43
this moment you shall never 69
this nature and which imply 52
this nature had taken place 102
this nature has taken place 127
this object does really belong 105
this policy and shall claim 84
this prince doth thither guide 42
this prompt and happy issue 61
this proves how strong worms 57
this reaction has taken place 99
this regard and action taken 46
this regard are given below 176
this regard has taken place 63
this report are given below 69
this report they after found 47
this result has taken place 84
this section all taxes shall 87
this section are given below 110
this section may apply either 61
this section may serve until 44
this series are given below 45
this series are often based 86
this should not cause alarm 67
this should not cause undue 68
this should not occur again 139
this should not occur until 46
this simple and rapid method 46
this simple and rapid power 177
this spirit was still under 51
this strange new world where 48
this street was named after 99
this sudden and growing danger 72
this system are given below 133
this system its legal price 101
this teaches and which every 63
this temple was never built 42
this tragic yet sweet vision 83
this volume for later cases 55
thou afraid his power shall 75
thus carrying our whole nation 103
thus enabling all lands which 100
thus flowed and ebbed about 94
thus injure our moral sense 59
thus plunged and reared under 79
too bright for human vision 58
too fearful for human hands 40
too indeed one might raise 62
too little was known about 1223
too strewn with petty cares 218
top dressing for grass lands 43
try itself and waste human 74
tub filled with boiling water 54
tub filled with soapy water 49
tub filled with steaming water 120
tub filled with tepid water 49
two almost ten miles apart 43
two armies being nearly equal 47
two armies had stood looking 46
two armies lay panting within 82
two armies was nearly equal 92
two bright and engaging girls 68
two broods are often reared 74
two chains and fifty links 98
two changes had taken place 107
two curious men running about 41
two events had taken place 176
two events that occur close 51
two groups are about equal 106
two groups are given below 114
two groups are nearly equal 56
two groups are shown below 46
two groups was about equal 47
two houses are really equal 63
two inches and eight lines 48
two lenses with focal lengths 101
two methods are given below 69
two million new housing units 63
two pieces with right sides 49
two places ten miles apart 82
two plates are pulling apart 46
two reasons why people might 51
two rivers are nearly equal 44
two routes they might elect 66
two rupees and fifty cents 115
two states had aided israel 58
two ushers with white wands 109
two values are quite close 41
