tax rate marginal tax rate 102
that nothing definite had been 486
that nothing definite has been 236
that nothing essential had been 129
that nothing essential has been 614
that nothing improper had been 44
that nothing improper was done 51
that nothing mattered any more 377
that nothing personal was meant 73
that nothing positive had been 44
that nothing prevents him from 162
that nothing prevents them from 238
that nothing prevents you from 147
that nothing whatever had been 1044
that nothing whatever has been 1040
that nothing whatever was done 336
that nothing whatever was left 44
that nothing whatever was said 334
that nothing whatever was wrong 40
that once decisions are made 153
that once occupied its site 89
that once occupied this site 136
that only children are less 51
that only children are more 276
that only children who have 160
that only children who were 174
that only eighteen per cent 175
that only fourteen per cent 129
that only increased with time 127
that only patients who have 175
that only patients who were 41
that only practice can give 123
that only recently had been 644
that only recently has been 829
that only recently has come 144
that only recently has there 241
that only socialism can save 152
that only students who have 127
that only students who were 105
that other agencies had been 129
that other children are also 51
that other children had been 234
that other children may have 210
that other citizens may have 40
that other cultures and other 56
that other cultures may have 304
that other elections are made 44
that other elements are also 53
that other elements than those 137
that other galaxies are moving 125
that other languages are also 113
that other officers had been 183
that other problems are more 60
that other programs can call 44
that other religions and other 41
that other religions are also 154
that other religions are less 40
that other religions may have 45
that other students are also 43
that other students had been 89
that other students may have 125
that other variables are also 140
that other variables are held 101
that other variables are more 61
that other variables can also 91
that other variables may also 109
that other variables may have 197
that pitt enforced his threat 53
that poor children and their 93
that poor children are more 226
that poor families are more 130
that pure contempt for mere 51
that risk increases with time 114
that role conflict and role 241
that rose commanding and clear 51
that runs parallel with wealth 73
that said contract has been 132
that said interest has been 54
that said premises are free 124
that said property has been 282
that same shepherd you have 55
that sits opposite had left 83
that slow neutrons are more 45
that slow progress was made 50
that some accident may have 104
that some advances had been 49
that some articles are more 57
that some articles had been 72
that some attempts had been 144
that some attention had been 92
that some attention has been 327
that some attention was paid 634
that some behaviors are more 294
that some brigades had been 45
that some children and some 41
that some children and their 53
that some children and young 76
that some children are able 423
that some children are born 1317
that some children are just 79
that some children are less 77
that some children are more 1731
that some children are much 136
that some children are ready 84
that some children are slow 58
that some children are very 137
that some children can learn 75
that some children had been 187
that some children may find 45
that some children may have 1129
that some children may need 154
that some children who have 843
that some children who were 240
that some children with reading 41
that some citizens are more 138
that some concepts are more 141
that some confusion has been 126
that some confusion may have 163
that some contexts are more 104
that some cultures are more 609
that some deception had been 190
that some decisions are made 360
that some decisions are more 70
that some elements are more 233
that some elements may have 45
that some europeans had been 61
that some evidence had been 56
that some evidence has been 305
that some families are more 338
that some families had been 50
that some families may have 135
that some fatality hung over 187
that some functions are more 68
that some interest had been 46
that some intrigue had been 51
that some languages are more 403
that some locations are more 53
that some managers are more 57
that some materials are more 280
that some mischief had been 123
that some mischief has been 42
that some mistakes are made 45
that some mistakes had been 205
that some mistakes may have 56
that some movement was taking 59
that some objection had been 96
that some objection was made 46
that some officers had been 221
that some officers may have 43
that some officials had been 44
that some outcomes are more 229
that some passages are such 139
that some passages had been 63
that some patients and their 103
that some patients are able 138
that some patients are more 460
that some patients are very 62
that some patients can have 62
that some patients had been 132
that some patients may feel 119
that some patients may find 101
that some patients may have 1493
that some patients may need 100
that some patients may show 71
that some patients who fail 55
that some patients who have 1020
that some patients who were 427
that some patients with early 44
that some patients with mild 120
that some patients with these 41
that some patterns are more 174
that some pleasures are good 518
that some pleasures are more 196
that some pleasures are very 72
that some positions are more 161
that some pressure had been 68
that some pressure has been 41
that some problems are more 173
that some problems may have 52
that some products are more 189
that some programs are more 185
that some progress had been 2046
that some progress has been 6375
that some progress was made 1410
that some property had been 67
that some provision for bathing 75
that some provision had been 112
that some provision has been 126
that some provision was made 218
that some pursuits are more 52
that some questions are more 299
that some questions had been 59
that some questions may have 56
that some religions are more 109
that some resource had been 64
that some scholars who have 55
that some sciences are more 107
that some sediment had been 62
that some services are more 40
that some soldiers had been 90
that some soldiers had gone 43
that some soldiers who were 42
that some solutions are more 46
that some students are able 268
that some students are more 474
that some students are very 80
that some students can learn 67
that some students had been 152
that some students may feel 113
that some students may find 264
that some students may have 833
that some students may need 143
that some students may want 42
that some students who have 129
that some students who were 154
that some subjects are more 608
that some subjects may have 152
that some treachery had been 118
that some trickery had been 43
that some variables are more 198
that south carolina had been 279
that south carolina had gone 146
that south carolina had just 48
that south carolina has been 40
that south carolina was ready 62
that star formation has been 88
that such activity can take 89
that such activity had been 44
that such activity has been 171
that such activity may have 338
that such advances had been 91
that such approval has been 231
that such attempts are made 60
that such attempts had been 173
that such attention has been 173
that such authority had been 406
that such authority has been 430
that such children and their 44
that such children are less 124
that such children are more 375
that such children can learn 59
that such children had been 111
that such children may have 253
that such concerns are more 43
that such condition has been 103
that such contract has been 328
that such contract was made 344
that such creatures had once 102
that such decisions are best 101
that such decisions are made 1230
that such decisions are more 49
that such decisions may have 58
that such doctrine can make 185
that such document has been 135
that such emphasis has been 96
that such employee has been 125
that such employee may have 117
that such evidence can only 111
that such evidence had been 275
that such evidence has been 638
that such evolution has been 41
that such examples are rare 115
that such examples are very 102
that such expenses are paid 97
that such families are more 40
that such intention can only 176
that such interest has been 128
that such judgment has been 278
that such liability has been 47
that such marriages are more 104
that such marriages are void 48
that such mistakes are made 102
that such mortgage has been 203
that such occasions are rare 120
that such operation had been 108
that such outrages had been 94
that such patients are able 107
that such patients are less 45
that such patients are more 272
that such patients are very 45
that such patients may also 41
that such patients may have 459
that such payments are made 778
that such payments had been 128
that such policies can have 40
that such policies had been 106
that such policies may have 97
that such practice has been 193
that such pressure had been 109
that such problems are best 70
that such problems are more 196
that such problems can only 219
that such problems had been 47
that such problems may have 96
that such programs are more 226
that such programs can have 184
that such programs may have 96
that such progress had been 232
that such progress has been 261
that such promises are made 136
that such promises had been 109
that such property had been 186
that such property has been 622
that such proposal has been 45
that such provision had been 42
that such provision has been 574
that such provision was made 190
that such purchase was made 76
that such questions are best 65
that such questions are more 122
that such questions are only 53
that such questions can only 156
that such questions had been 167
that such raptures are self 87
that such rebellion hath been 202
that such recovery was duly 112
that such requests had been 168
that such security has been 256
that such students are more 101
that such subjects are more 41
that such takeovers may take 46
that such transfer has been 242
that such transfer was made 1863
that such treatment had been 112
that such treatment has been 373
that such treatment may have 90
that such warranty not only 56
that take deposits and make 49
that term includes two ideas 49
that their accounts had been 102
that their accuracy has been 140
that their activity had been 42
that their activity has been 135
that their activity was even 40
that their affection for their 201
that their aircraft can meet 42
that their aircraft had been 57
that their ambitions had been 93
that their ancestor had been 159
that their ancestor was born 126
that their approach had been 466
that their approach has been 240
that their approach was more 126
that their articles had been 87
that their assertion has been 75
that their attention and their 170
that their attention had been 705
that their attention has been 924
that their attitude had been 150
that their attitude has been 167
that their authority and their 44
that their authority had been 491
that their authority has been 329
that their authority was only 102
that their autonomy and their 116
that their autonomy has been 59
that their branches met over 177
that their breakfast had been 118
that their business had been 507
that their business has been 323
that their business was more 50
that their business was only 101
that their business was very 45
that their campaign had been 49
that their capacity for faith 68
that their capacity for love 47
that their capacity for self 225
that their capacity for work 198
that their children and other 124
that their children and their 1190
that their children and youth 54
that their children are able 372
that their children are also 294
that their children are born 684
that their children are good 87
that their children are having 261
that their children are just 111
that their children are kept 103
that their children are left 48
that their children are less 221
that their children are living 173
that their children are losing 145
that their children are making 187
that their children are more 777
that their children are much 122
that their children are only 134
that their children are reading 50
that their children are ready 170
that their children are safe 709
that their children are sent 101
that their children are taking 94
that their children are their 508
that their children are very 228
that their children are well 871
that their children are young 46
that their children bring home 219
that their children can grow 148
that their children can have 416
that their children can learn 380
that their children can live 73
that their children can make 48
that their children can take 40
that their children get good 42
that their children get into 50
that their children had been 3526
that their children had died 239
that their children had done 149
that their children had ever 95
that their children had gone 170
that their children had made 67
that their children had more 240
that their children may also 40
that their children may feel 88
that their children may grow 251
that their children may have 1658
that their children may know 48
that their children may learn 154
that their children may live 121
that their children may rise 41
that their children not only 271
that their children who have 104
that their children who were 137
that their comments had been 98
that their commerce had been 155
that their companion had been 149
that their companion had left 46
that their comrades had been 772
that their comrades had died 101
that their concerns are heard 262
that their concerns had been 376
that their condition had been 215
that their condition has been 460
that their condition was much 158
that their condition was such 133
that their condition was very 58
that their contents had been 289
that their contract had been 127
that their contract has been 49
that their contract was made 74
that their curiosity had been 56
that their daughter had been 1598
that their daughter had come 62
that their daughter had died 254
that their daughter had gone 175
that their daughter has been 423
that their daughter was born 100
that their daughter was having 109
that their daughter was living 85
that their daughter was safe 138
that their daughter was very 91
that their decisions are made 349
that their decisions are more 112
that their decisions can have 43
that their decisions had been 277
that their decisions may have 134
that their deposits are safe 96
that their desertion had been 66
that their distress was over 257
that their doctrine had been 98
that their doctrine was well 394
that their doctrine was worth 76
that their education and their 103
that their education had been 470
that their education has been 854
that their efficacy has been 47
that their employer had been 112
that their energies had been 95
that their enthusiasm for their 42
that their evidence had been 149
that their evolution has been 208
that their exclusion has been 41
that their execution had been 114
that their exertions had been 131
that their expenses had been 101
that their expulsion had been 46
that their families and their 320
that their families are more 205
that their families are safe 110
that their families can live 110
that their families had been 1298
that their families had come 50
that their families may have 148
that their forebears had been 172
that their forebears had come 89
that their formation has been 141
that their fortunes and their 93
that their fortunes had been 151
that their functions are more 49
that their functions had been 44
that their generals had been 182
that their homeland can have 90
that their homeland had been 141
that their humanity has been 44
that their husbands and other 111
that their husbands and sons 822
that their husbands and their 114
that their husbands are having 92
that their husbands are more 130
that their husbands can find 51
that their husbands had been 1299
that their husbands had died 278
that their husbands had done 41
that their husbands had gone 105
that their husbands had left 72
that their husbands had used 45
that their husbands may have 140
that their identity and their 109
that their identity had been 153
that their identity has been 427
that their inclusion has been 267
that their industry and their 85
that their industry can there 357
that their industry had been 105
that their industry had less 80
that their industry has been 181
that their intention had been 696
that their intention has been 116
that their intention was only 291
that their interest and duty 64
that their interest and their 186
that their interest and will 684
that their interest had been 273
that their interest has been 183
that their interest was more 90
that their intimacy had been 56
that their judgment had been 397
that their judgment has been 165
that their lovemaking had been 241
that their marginal tax rate 149
that their marriages had been 317
that their memories are full 101
that their memories had been 142
that their messages had been 115
that their messenger had been 93
that their mistress can feel 40
that their mistress had been 69
that their mistress may come 45
that their movement had been 227
that their officers and their 114
that their officers had been 270
that their operation had been 125
that their operation has been 110
that their original has when 179
that their partners are more 90
that their partners had been 84
that their patience had been 59
that their patience has been 182
that their patience was wearing 97
that their patients are more 87
that their patients are taking 46
that their patients had been 87
that their patients may have 125
that their petitions had been 73
that their pictures not only 49
that their policies and their 40
that their policies had been 217
that their positions had been 500
that their potential has been 43
that their practice and their 42
that their practice had been 101
that their practice has been 321
that their premises are true 87
that their presence and their 372
that their presence can only 236
that their presence had been 645
that their presence has been 528
that their presence may have 211
that their presence was felt 127
that their presence was more 214
that their presence was only 230
that their prestige had been 95
that their princess had ever 41
that their prisoner was ready 52
that their problems and their 42
that their problems are less 52
that their problems are more 211
that their problems are their 140
that their problems are very 48
that their problems can best 41
that their problems had been 293
that their products are free 127
that their products are good 130
that their products are less 127
that their products are made 176
that their products are more 187
that their products are safe 886
that their products are sold 173
that their products are used 119
that their products are well 40
that their products had been 182
that their progress had been 523
that their progress has been 594
that their progress was only 94
that their progress was slow 408
that their progress was very 196
that their projects had been 99
that their promises are null 66
that their property and their 423
that their property had been 1563
that their property has been 799
that their property was safe 50
that their property was worth 134
that their proposal had been 88
that their protests had been 96
that their prudence and their 108
that their purposes can only 42
that their quarrels had been 89
that their questions had been 137
that their rapacity has left 96
that their rebellion had been 86
that their reception had been 115
that their regiment had been 83
that their relations are more 102
that their relations are those 44
that their relations had been 323
that their relations with other 212
that their relations with their 1198
that their relative had been 84
that their requests for help 84
that their requests had been 88
that their response had been 113
that their response has been 117
that their sagacity was very 50
that their salaries are paid 183
that their salaries had been 165
that their salvation lay only 133
that their security and their 74
that their security had been 217
that their security has been 131
that their selection has been 54
that their sentence had been 207
that their servants had been 134
that their services and their 90
that their services are more 198
that their services are used 640
that their services are worth 240
that their services had been 557
that their situation had been 235
that their situation has been 253
that their situation was more 109
that their situation was much 108
that their situation was very 312
that their soldiers had been 257
that their speeches had been 107
that their strategy had been 93
that their strongest and most 87
that their struggle had been 97
that their struggle has only 43
that their students are able 181
that their students are making 105
that their students are more 188
that their students are well 42
that their students can learn 268
that their students had been 112
that their students may have 92
that their subjects had been 216
that their subjects may have 136
that their sufferings and hard 196
that their sufferings and their 179
that their sufferings are much 43
that their sufferings are only 159
that their sufferings had been 281
that their tendency has been 86
that their treatment had been 383
that their treatment has been 289
that their troubles are over 98
that their troubles are their 91
that their uniforms had been 41
that their validity has been 441
that their villages had been 139
that there actually are some 94
that there actually are such 337
that there actually are three 49
that there actually had been 298
that there actually has been 176
that there actually was some 106
that there actually was such 280
that there followed him great 67
that there probably are many 67
that there probably are more 145
that there probably are other 50
that there probably are some 145
that there probably had been 225
that there probably has been 249
that there probably was some 183
that there probably was such 44
that there recently has been 46
that there remained for these 47
that these accounts are true 45
that these accounts had been 124
that these advances had been 52
that these agencies are more 116
that these articles had been 326
that these articles may have 60
that these associate with good 45
that these attempts are made 48
that these attempts are only 99
that these attempts had been 64
that these beautiful things were 41
that these behaviors are more 196
that these behaviors are part 53
that these behaviors may have 47
that these benefits are more 43
that these benefits are only 113
that these benefits had been 50
that these captives had been 43
that these children and their 334
that these children and young 61
that these children and youth 83
that these children are able 365
that these children are also 91
that these children are born 77
that these children are from 66
that these children are just 64
that these children are less 288
that these children are more 1008
that these children are much 44
that these children are very 296
that these children are well 102
that these children can learn 266
that these children had been 571
that these children had very 43
that these children may have 1192
that these children not only 228
that these children who have 80
that these children who make 73
that these children who were 68
that these churches had been 75
that these colonies are free 67
that these colonies had been 47
that these comments are made 126
that these concepts and their 54
that these concepts are also 73
that these concepts are more 114
that these concepts are only 99
that these concepts are used 196
that these concepts are very 51
that these concerns had been 54
that these creatures are more 42
that these creatures are very 44
that these creatures had been 82
that these creatures may have 59
that these creatures may here 59
that these decisions are best 142
that these decisions are made 1262
that these decisions are more 88
that these decisions are wrong 42
that these decisions had been 148
that these decisions may have 97
that these deposits had been 47
that these divisions are more 40
that these divisions are only 148
that these divisions had been 47
that these elements and their 55
that these elements are also 298
that these elements are more 232
that these elements are only 242
that these elements are part 70
that these elements are used 58
that these elements are very 73
that these elements can have 44
that these elements can only 41
that these elements had been 106
that these elements may have 130
that these elements not only 40
that these entities and their 95
that these equations are also 84
that these equations are only 228
that these equations are true 42
that these equations are very 45
that these equations can also 56
that these equations can only 42
that these examples are from 45
that these examples are just 47
that these examples are meant 111
that these examples are more 54
that these examples are only 224
that these examples are very 49
that these excesses are only 120
that these excesses had been 105
that these expenses had been 82
that these families are able 40
that these families are more 89
that these families had been 103
that these families may have 145
that these formulas are only 47
that these formulas had been 40
that these functions and their 48
that these functions are also 115
that these functions are more 128
that these functions are only 96
that these functions are well 45
that these functions can only 44
that these galaxies are moving 46
that these garments had been 43
that these hormones may have 58
that these ignorant and half 153
that these included not only 208
that these injuries are more 116
that these injuries had been 94
that these languages are more 46
that these lectures are meant 65
that these machines are used 59
that these machines had been 66
that these marriages are more 40
that these materials are also 53
that these materials are less 109
that these materials are more 230
that these materials are used 230
that these materials are very 81
that these materials had been 158
that these materials may have 101
that these memories put down 84
that these messages are sent 41
that these messages had been 50
that these miracles are only 50
that these occasions are rare 48
that these officers and their 53
that these officers had been 249
that these officials had been 87
that these outrages had been 60
that these passages are from 59
that these passages had been 93
that these passages may have 50
that these passages not only 55
that these patients and their 86
that these patients are able 136
that these patients are also 238
that these patients are best 138
that these patients are less 214
that these patients are more 749
that these patients are very 179
that these patients had been 410
that these patients had more 46
that these patients may also 96
that these patients may have 1602
that these patients not only 113
that these patterns are also 53
that these patterns are more 130
that these patterns are very 59
that these patterns may have 68
that these payments are made 163
that these payments had been 93
that these peptides may have 50
that these petitions had been 75
that these pictures had been 96
that these pilgrims set very 87
that these policies had been 95
that these policies may have 113
that these policies not only 99
that these positions are like 42
that these positions had been 55
that these precepts are meant 41
that these premises are true 141
that these presents are upon 49
that these problems and their 62
that these problems are also 94
that these problems are best 170
that these problems are dealt 53
that these problems are just 53
that these problems are less 237
that these problems are more 683
that these problems are most 241
that these problems are much 144
that these problems are only 254
that these problems are part 42
that these problems are very 171
that these problems can best 89
that these problems can only 260
that these problems had been 275
that these problems may have 105
that these problems not only 45
that these products are also 151
that these products are made 85
that these products are more 141
that these products are only 90
that these products are safe 165
that these products are used 71
that these products are very 43
that these products had been 63
that these products may have 45
that these programs are cost 51
that these programs are having 51
that these programs are more 198
that these programs are most 91
that these programs are only 93
that these programs are very 63
that these programs had been 84
that these programs may have 87
that these programs not only 110
that these projects had been 44
that these promises are kept 42
that these promises are made 68
that these promises had been 122
that these proteins are also 169
that these proteins are more 83
that these proteins are part 51
that these proteins may also 48
that these proteins may have 145
that these proteins may play 105
that these questions and their 61
that these questions are also 54
that these questions are best 72
that these questions are just 92
that these questions are more 179
that these questions are most 50
that these questions are only 173
that these questions are very 219
that these questions are worth 48
that these questions can have 43
that these questions can only 271
that these questions had been 291
that these refugees may find 44
that these relations are also 82
that these relations are more 113
that these relations are only 120
that these relations are such 41
that these relations are true 41
that these relations are very 41
that these relations had been 101
that these remedies are only 50
that these revenues had been 115
that these sciences with their 42
that these services are also 48
that these services are made 50
that these services are more 63
that these services are used 58
that these services had been 104
that these services may have 40
that these settlers are poor 148
that these soldiers had been 141
that these solutions are only 48
that these strangers had come 105
that these students and their 259
that these students are able 85
that these students are also 45
that these students are less 238
that these students are more 364
that these students are very 89
that these students can learn 57
that these students had been 399
that these students had made 40
that these students may have 176
that these students not only 135
that these subjects are more 123
that these subjects had been 357
that these subjects may have 133
that these sufferings may soon 57
that these supplied all other 41
that these symptoms are more 295
that these symptoms are most 44
that these symptoms are only 59
that these symptoms are part 54
that these symptoms are very 106
that these symptoms can also 48
that these symptoms had been 116
that these symptoms may also 49
that these symptoms may have 66
that these treasures had been 69
that these variables are also 199
that these variables are more 212
that these variables are only 113
that these variables are used 46
that these variables can take 45
that these variables may have 147
that these variations are more 101
that these variations are only 117
that these variations are very 48
that these variations may have 54
that these villages had been 53
that these wretched men know 122
that these wretches had been 86
that those africans who were 61
that those arrested had been 75
that those children and their 58
that those children for whom 52
that those children had been 75
that those children who come 64
that those children who have 559
that those children who most 104
that those children who show 50
that those children who were 876
that those citizens who have 96
that those citizens who were 60
that those decisions are made 115
that those decisions had been 66
that those desolate men were 73
that those elements that were 45
that those eligible for jury 95
that those families who have 81
that those families who were 84
that those involved had been 50
that those japanese who were 60
that those laborers who were 46
that those managers who have 71
that those managers who were 82
that those mixtures are most 48
that those officers had been 49
that those officers who have 94
that those officers who were 142
that those officials who were 44
that those patients who have 500
that those patients who show 54
that those patients who were 508
that those patients with high 57
that those patients with more 51
that those pilgrims who have 42
that those promises are made 43
that those questions had been 121
that those relations had been 52
that those scholars who have 191
that those sciences are vain 87
that those services had been 78
that those soldiers who have 129
that those soldiers who were 73
that those students who came 45
that those students who come 54
that those students who have 602
that those students who were 758
that those students who work 45
that those subjects who have 58
that those subjects who used 41
that those subjects who were 436
that those townsmen are very 48
that those troubles had been 179
that those villains who came 64
that three children had been 200
that three soldiers had been 45
that time attention has been 54
that time believed that there 42
that time davidson had bulk 51
that time depended too much 78
that time hindered any other 69
that time included not only 205
that time progress has been 186
that time provision was made 82
that time rendered this step 58
that time renowned for their 43
that time suitable for such 298
that true emulation and love 98
that true instinct for what 144
that true progress can only 54
that true stoicism can ever 49
that vast treasures had been 130
that very activity had been 84
that very business with your 75
that very coldness was part 51
that very operation you make 52
that very rapidity and clear 67
