tax base for corporation tax 83
that there was substantial and 55
that there was sufficient and 115
that there was sufficient for 214
that there was sufficient oil 81
that these are activities that 46
that these are appropriate for 54
that these are comparable with 44
that these are compatible with 295
that these are consistent with 531
that these are correlated with 103
that these are guidelines and 69
that these are identified and 46
that these are legitimate and 119
that these are principles that 51
that these are reconciled with 44
that these are relatively new 56
that these are sufficient for 150
that these are synonymous with 49
that these are tendencies and 40
that these are understood and 99
that these are unsuitable for 41
that these new approaches are 99
that these new techniques are 80
that these two activities are 374
that these two activities can 66
that these two approaches are 2012
that these two approaches can 167
that these two approaches may 45
that these two assumptions are 400
that these two attributes are 421
that these two capacities are 41
that these two categories are 599
that these two categories can 71
that these two categories may 49
that these two characters are 403
that these two components are 1154
that these two components can 69
that these two components may 75
that these two conceptions are 294
that these two conclusions are 90
that these two constructs are 132
that these two definitions are 392
that these two discourses are 46
that these two expressions are 542
that these two expressions can 44
that these two expressions for 51
that these two indicators are 58
that these two industries are 81
that these two influences are 101
that these two luminaries are 40
that these two magnitudes are 81
that these two mechanisms are 233
that these two mechanisms can 47
that these two narratives are 53
that these two objectives are 364
that these two objectives can 76
that these two obligations are 61
that these two paragraphs are 55
that these two parameters are 455
that these two parameters can 139
that these two personages are 45
that these two populations are 175
that these two postulates are 51
that these two predicates are 47
that these two principles are 1627
that these two principles can 85
that these two principles may 125
that these two procedures are 124
that these two properties are 397
that these two properties can 60
that these two quantities are 1457
that these two quantities can 103
that these two remarkable men 78
that these two revolutions are 118
that these two sacraments are 42
that these two statements are 1634
that these two statements can 66
that these two statistics are 44
that these two strategies are 155
that these two structures are 684
that these two substances are 956
that these two substances can 51
that these two substances may 88
that these two techniques are 151
that these two tendencies are 232
that these two velocities are 41
that these two viewpoints are 63
that those not acquainted with 72
that those two principles are 45
that those who administer them 96
that those who administer this 56
that those who approached him 153
that those who considered that 88
that those who cooperated with 69
that those who criticized him 52
that those who experience them 63
that those who experience this 54
that those who experiment with 50
that those who identified with 93
that those who interfered with 191
that those who maintained that 253
that those who surrounded her 47
that those who surrounded him 103
that those who sympathized with 109
that those who understand and 138
that those who understand them 67
that those who understand this 42
that those who understood his 163
that those with relatively low 43
that time and experience are 138
that time and experience had 452
that time and experience may 105
that time his confidence and 55
that time its membership was 48
that time she remembered she 63
that time was acquainted with 43
that time was considered one 314
that time was consistent with 59
that time was identified with 64
that time was preoccupied with 64
that time was synonymous with 91
that took him completely off 92
that truth and nonviolence are 41
that truth and philosophy had 40
that truth may annihilate all 50
that union and management are 41
that upon this particular day 41
that upon this supposition too 57
that uses both historical and 54
that uses its principles for 49
that very few scientists are 85
that very few substances are 40
that vice and immorality are 85
that wars and revolutions are 69
that wars are inevitable and 62
that wealth and mastership can 42
that wealth and possessions are 99
that wealth and prosperity and 96
that wealth and prosperity are 209
that were being considered and 50
that were being considered for 368
that were being discovered and 62
that were both attractive and 82
that were both educational and 48
that were both entertaining and 67
that were both inimitable and 48
that were both innovative and 125
that were both productive and 40
that were both successful and 51
that were both traditional and 46
that were both unexpected and 45
that were not acceptable for 42
that were not acquainted with 92
that were not appropriate for 969
that were not compatible with 1804
that were not considered for 48
that were not consistent with 2841
that were not contiguous with 55
that were not controlled for 119
that were not correlated with 127
that were not designated for 66
that were not identified and 48
that were not identified with 136
that were not inoculated with 48
that were not integrated with 43
that were not interfered with 136
that were not perforated but 54
that were not prescribed for 69
that were not profitable for 49
that were not recognized and 41
that were not registered with 122
that were not rightfully his 48
that were not successful and 45
that were not sufficient for 81
that were not understood and 40
that what had transpired was 264
that what her conscience had 72
that what his grandmother had 51
that what they discovered was 52
that what was appropriate for 236
that what was impossible for 129
that what was prohibited was 88
that what was sufficient for 142
that when art surrenders her 113
that when his grandfather was 139
that when his resignation was 83
that when she confronted him 40
that when she discovered her 98
that when she discovered that 179
that when that declaration was 82
that when they controlled for 70
that when they cooperated for 47
that when they discovered that 345
that when they discovered they 40
that when they understood that 108
that when this calumniator was 45
that when this experiment was 104
that when this explanation was 44
that when this government was 248
that when this information was 83
that when this legislation was 119
that when two statements are 42
that when two substances are 237
that will bear comparison with 1206
that will bring prosperity and 76
that will bring scientists all 70
that will deal adequately with 52
that will not deteriorate with 56
that will not disappoint you 162
that will not materialize for 47
that your own experience and 109
that your own observation and 69
that your own observation can 112
that your own philosophy has 68
them back with sacrifices and 43
them down and attenuates them 43
them down and vulgarizes them 119
them down had translated them 101
them food and cigarettes and 72
them from all fellowship with 70
them from all prosecution for 46
them from all traitorous and 68
them from all uncleanness and 44
them from being confounded with 121
them from being considered for 70
them from being discovered for 40
them from being identified with 40
them from being interfered with 153
them from that inferiority that 92
them gave them facilities for 61
them have had experience with 61
them into her confidence and 65
them into his confidence and 504
them into his confidence with 45
them into his friendship and 63
them into our confidence and 79
them into this bottomless pit 69
them know and understand that 93
them know you understand how 48
them know you understand that 49
them more than compensate for 47
them only with difficulty and 69
them over and introduced them 100
them over and straighten them 53
them play with broadsword and 50
them rare and incredibly dear 87
them speak with directness and 70
them till they understand them 58
them till you understand them 124
them were not acquainted with 42
them were not compatible with 42
them were not sufficient for 57
them were too preoccupied with 45
them what our objectives are 58
them what they considered him 44
them what was sufficient for 51
them when they approached him 48
them when they discipline him 84
them when they discovered that 284
them when they interfered with 56
them will bear comparison with 96
then ideas and convictions can 126
then made him acquainted with 175
then made him understand that 56
then made them understand that 42
then more than sufficient for 126
then only with difficulty and 46
then ready for examination with 45
then take that information and 100
then take this information and 147
then there are essentially two 42
then there are indications that 99
then there are relatively few 54
then used for comparison with 130
then will you understand all 267
then will you understand any 111
they also are compatible with 45
they also are consistent with 64
they also had connections with 52
they base that supposition are 67
they bore any comparison with 49
they call all foreigners and 41
they dealt too rigorously with 55
they ever any difference but 66
they feel are appropriate for 181
they felt and understood him 40
they felt for authorities for 43
they felt was appropriate for 95
they felt was consistent with 43
they gave him distinction and 61
they give two unsuspecting men 54
they have all discovered that 44
they have any connections with 58
they have any difficulty with 67
they have any experience with 118
they have any information that 152
they have any preference for 58
they have any suggestions for 241
they have both advantages and 91
they have both experience and 51
they have both mismanaged and 200
they have got acquainted with 69
they have had difficulty with 81
they have had encounters with 43
they have had experience and 117
they have had experience with 585
they have long considered them 124
they have long recognized that 111
they have not considered all 54
they have not considered how 134
they have not considered that 408
they have not considered them 54
they have not considered this 69
they have not disappeared and 41
they have not discovered all 63
they have not discovered any 193
they have not discovered how 105
they have not discovered that 354
they have not discovered this 53
they have not discovered yet 62
they have not eliminated all 43
they have not eliminated them 72
they have not experience they 56
they have not formulated any 54
they have not instructed him 64
they have not interacted with 60
they have not interfered with 372
they have not introduced any 57
they have not overlooked any 49
they have not progressed far 56
they have not recognized that 449
they have not recognized this 59
they have not understood and 164
they have not understood him 77
they have not understood his 45
they have not understood how 150
they have not understood its 83
they have not understood that 968
they have not understood them 81
they have not understood this 177
they have not undertaken any 51
they have now discovered that 148
they have that simplicity and 84
they heard with indignation that 40
they held and considered that 60
they knew and understood and 75
they knew and understood each 77
they knew and understood that 90
they knew and understood them 45
they knew and understood was 49
they knew her difference and 54
they knew that eventually they 56
they know and understand all 52
they know and understand and 95
they know and understand each 75
they know and understand how 58
they know and understand that 168
they know and understand them 48
they know any impediment why 66
they know how heroically you 43
they know long beforehand who 51
they know that eventually they 85
they know that ultimately they 52
they left this institution with 154
they look for information that 93
they look with confidence for 59
they made her understand that 84
they made him acquainted with 88
they made him understand that 529
they made them understand that 85
they make all literature and 44
they make him acquainted with 44
they meet with misfortune and 44
they more than compensate for 434
they must all understand that 93
they must get acquainted with 40
they must not contradict each 80
they need fear comparison with 40
they only can understand who 82
they paid him handsomely for 41
they shot off recklessly was 61
they teach our mechanical art 43
they there got acquainted with 82
they think are appropriate for 90
they think they understand and 40
they took was deliberate and 84
they vote for candidates for 49
they vote for candidates who 65
they want its assistance and 43
they were all acquainted with 242
they were all astonished and 134
they were all astonished that 88
they were all compatible with 41
they were all confronted with 66
they were all considered and 69
they were all consistent with 113
they were all contiguous and 85
they were all determined not 51
they were all determined that 93
they were all enthusiastic and 42
they were all extinguished and 40
they were all foreigners and 45
they were all frightened and 95
they were all helplessly and 73
they were all illiterate and 52
they were all interested and 63
they were all ornamented with 139
they were all prejudiced and 54
they were all preoccupied with 177
they were all remarkable for 46
they were all surrounded and 98
they were all volunteers and 87
they were being confronted with 201
they were being considered for 292
they were being criticized for 87
they were being interfered with 74
they were being persecuted and 151
they were being persecuted for 243
they were being prosecuted for 101
they were being sacrificed for 159
they were being sacrificed not 90
they were being surrounded and 48
they were both acquainted with 92
they were both appropriate and 55
they were both astonished and 93
they were both attractive and 48
they were both candidates for 89
they were both determined that 118
they were both frightened and 73
they were both imprisoned for 61
they were both industrious and 44
they were both interested and 54
they were both physically and 146
they were both preoccupied with 85
they were both successful and 42
they were for bishoprics and 48
they were his satellites and 70
they were ill calculated for 93
they were met everywhere with 85
they were not absolutely and 43
they were not acceptable for 48
they were not accustomed and 110
they were not acquainted with 6185
they were not aggressive and 53
they were not answerable for 215
they were not appreciated and 46
they were not appropriate for 355
they were not calculated for 100
they were not candidates for 207
they were not celebrated with 79
they were not communists and 170
they were not comparable with 156
they were not compatible and 45
they were not compatible with 556
they were not completely cut 53
they were not completely out 62
they were not confronted with 468
they were not considered and 51
they were not considered any 40
they were not considered fit 263
they were not considered for 229
they were not considered nor 42
they were not considered real 45
they were not consistent and 41
they were not consistent with 807
they were not constantly being 52
they were not contiguous with 71
they were not controlled and 40
they were not convenient for 78
they were not conversant with 277
they were not correlated with 231
they were not discovered and 73
they were not discovered for 80
they were not encumbered with 243
they were not enthusiastic for 41
they were not experiencing any 72
they were not frightened and 44
they were not identified and 57
they were not identified with 368
they were not immediately fed 48
they were not incredible they 57
they were not infallible and 49
they were not integrated with 169
they were not interested and 306
they were not interfered with 1014
they were not introduced for 50
they were not introduced with 41
they were not obligatory and 41
they were not optimistic that 115
they were not overloaded with 50
they were not persecuted for 106
they were not physically fit 284
they were not preoccupied with 308
they were not profitable and 41
they were not prohibited and 40
they were not prosecuted for 53
they were not provisioned for 43
they were not punishable for 71
they were not recognized and 104
they were not recognized for 88
they were not registered and 66
they were not registered for 43
they were not registered with 154
they were not reimbursed for 50
they were not remarkable for 243
they were not strengthened and 51
they were not successful and 299
they were not successful for 59
they were not successful then 43
they were not successful they 68
they were not successful with 95
they were not sufficient and 51
they were not sufficient for 726
they were not sympathetic with 57
they were not synonymous with 120
they were not understood and 123
they were not undertaken for 48
they were not undertaken with 70
they were not unfriendly and 40
they were not unprepared for 135
they were now confronted with 364
they were now determined that 124
they were now identified with 46
they were now inflexible with 81
they were real personages who 50
they were then acquainted with 76
they were then confronted with 61
they were then understood and 58
they were thus confronted with 40
they were too cumbersome and 65
they were too cumbersome for 53
they were too formidable for 44
they were too frightened and 54
they were too optimistic and 40
they were too preoccupied with 864
they were two generations ago 428
they will bear comparison with 397
they will get frustrated and 45
they will not assimilate with 77
they will not compensate for 102
they will not compromise with 49
they will not compromise you 54
they will not contribute one 40
they will not disappoint you 195
they will not experience any 137
they will not intermarry with 98
they will not substitute for 97
they will not understand and 130
they will not understand any 56
they will not understand each 406
they will not understand him 111
they will not understand how 363
they will not understand its 44
they will not understand one 248
they will not understand our 76
they will not understand that 1102
they will not understand them 221
they will not understand this 77
they will not understand why 329
they will not understand you 406
they will then understand how 68
this bird are ornamented with 47
this book and discovered that 47
this book and distribute them 69
this book and experiment with 58
this book and suggestions for 52
this book are applicable for 48
this book are appropriate for 250
this book are compatible with 126
this book are consistent with 266
this book are reproduced with 316
this book for information and 42
this book for publication and 129
this book for publication has 59
this book for publication was 51
this book has emphasized that 123
this book has encouraged you 123
this book was translated and 45
this book was undertaken with 127
this book with confidence that 62
this case are consistent with 201
this case are undisputed and 42
this case was confronted with 54
this case was consistent with 142
this city are ornamented with 44
this fact has frequently led 47
this fact was discovered and 53
this fact was recognized and 100
this from being consistent with 133
this great and illustrious man 73
this great and remarkable man 59
this great being distinctly and 79
this great man unattended with 60
this help you understand why 51
this holy and charitable man 72
this just and benevolent man 68
this kind are consistent with 65
this kind are constantly being 51
this kind are frequently met 137
this kind are relatively easy 52
this kind that philosophy can 159
this kind was absolutely out 45
this land was unsuitable for 40
this means his sentiments are 47
this means they discovered that 94
this name was pronounced with 45
this name was synonymous with 40
this need for information and 68
this need for recognition and 43
this need not discourage you 54
this onion was sufficient for 40
this peace and prosperity with 97
this plan being instituted for 43
this rate was maintained for 67
this rout and destruction was 86
this rule are concurrent with 94
this rule are consistent with 63
this size and complexity can 55
this size are consistent with 64
this sort are consistent with 52
this task was relatively easy 62
this task was undertaken with 45
this test are consistent with 45
this text are appropriate for 52
this text are consistent with 49
this theory and maintained that 41
this there are indications that 151
this there are remarkably few 41
this time had discovered that 114
this time his destination was 44
this time his friendship with 62
this time his popularity was 50
this time his resignation was 54
this time our destination was 47
this time she discovered that 44
this time she understood that 40
this time they discovered that 67
this time was apparently not 61
this time was preoccupied with 72
this time was remarkable for 43
this time was sufficient for 55
this truth and discipline are 111
this type are appropriate for 47
this type are compatible with 48
this type are consistent with 75
this type are constantly being 43
this type are relatively easy 55
this union and distinction are 57
this vast new enterprise with 46
this view and considered that 102
this view and maintained that 339
this view and recommends that 40
this view was compatible with 53
this view was consistent with 121
this wave that multiplies our 48
this were not sufficient for 67
this will not compensate for 78
this will not correspond with 80
this will not discourage you 61
this work and suggestions for 63
this work are consistent with 158
this work are summarized and 43
this work for publication and 64
this work for publication was 55
this work was translated and 48
this work was undertaken and 204
this work was undertaken for 54
this work was undertaken with 116
thou what thou virtuously art 193
thus made you acquainted with 56
thus making him ineligible for 59
thus making them ineligible for 89
thus making them unsuitable for 103
thus more than compensate for 110
thus more than compensating for 147
thus there are relatively few 55
too busy and preoccupied with 115
too hard and sacrificed too 40
too have our bitterness and 41
too heavy and cumbersome and 47
too heavy and cumbersome for 363
too heavy for convenient use 61
too late for publication that 90
too late for publication with 45
too late for repentance and 48
too late for reproaches now 64
too late she remembered that 151
too many sad presidents and 57
too much and understand too 56
too much and understood too 55
too over her inimitable fun 50
too slow and cumbersome and 67
too slow and cumbersome for 292
too slow and vulnerable for 42
too vain and distracted for 47
too vast and indefinite for 48
too vast for comparison with 58
too well that revolutions are 64
two able and sufficient men 52
two back her grandmother had 48
two beams are recombined and 61
two beings who understand one 45
two years had undermined her 41
two young men discovered that 57
