tan and young and lovely 137
than that gold and silver 45
than that good men should 86
than that nothing but matter 56
than that other men should 49
than that pure and simple 46
than that such things should 116
than that their law should 48
than that there was little 133
than that there was nobody 100
than that there was something 97
than that these men should 62
than that these things should 205
than that those who injure 52
than that used for adults 47
than that used for newman 52
than that used for normal 104
than that wild and savage 158
than that young men should 45
than they ever did before 6534
than they ever got before 160
than they ever had before 11431
than they ever saw before 190
than they feel they should 88
than they felt they should 67
than they from one another 43
than they gave him credit 198
than they give him credit 58
than they have had before 798
than they have had credit 41
than they have now become 119
than they have with little 77
than they have with regard 302
than they have yet learned 53
than they have yet reached 61
than they know they should 48
than they list that govern 111
than they love one another 502
than they think they should 258
than they were all seized 46
than they were doing already 67
than they were doing before 220
than they were for earlier 46
than they were for whites 72
than they were that summer 51
than they were with regard 54
than they what they should 47
than this bleak and lonely 79
than this book can afford 41
than this there was little 56
than this vain and verbal 66
than two days and nights 353
than two days had passed 99
than two feet per second 230
than two feet six inches 719
than two tons per square 99
than two years and already 41
than two years had passed 1599
than two years has passed 172
than two years old before 100
than two years old should 55
than was good for anyone 98
than was just and proper 47
than was true for earlier 53
than with bows and arrows 48
than with other age groups 103
than with their own family 111
than with their own mothers 57
than with those that walked 46
than with those who begged 78
than with those who looked 76
than with what lay behind 126
than with what she wanted 46
than with what they should 60
than with what they thought 45
than with your own family 48
than you ever did before 2691
than you ever got before 43
than you ever had before 1473
than you ever saw before 448
than you feel you should 159
than you gave her credit 41
than you gave him credit 89
than you gave them credit 40
than you give her credit 559
than you give him credit 1308
than you give them credit 412
than you have any thought 105
than you have had already 85
than you have had before 154
than you have yet spoken 66
than you know you should 81
than you meant they should 43
than you need and freeze 82
than you think they should 286
than you think you should 914
that act upon one another 197
that all ages and nations 213
that all ages and peoples 61
that all ages and places 105
that all arms and public 72
that all arts and trades 200
that all beings are already 117
that all beings are buddha 50
that all beings are created 62
that all beings can become 42
that all beings may attain 81
that all bids and offers 44
that all data are stored 101
that all deans are meanies 47
that all else had failed 98
that all else has failed 103
that all eyes are turned 213
that all eyes had turned 79
that all free men should 84
that all gold and silver 820
that all good men should 329
that all good things should 77
that all great art begins 55
that all great men forget 241
that all have one common 43
that all health and safety 102
that all hell had broken 378
that all hell has broken 98
that all ideas are copied 44
that all ideas are copies 104
that all ideas are innate 187
that all laws and theories 57
that all laws and usages 90
that all life and nature 41
that all life was created 92
that all life was fenced 46
that all life was killed 87
that all life was sacred 277
that all living things depend 161
that all living things should 220
that all male and female 148
that all means are lawful 125
that all other men should 128
that all other things become 168
that all other things called 50
that all other things remain 376
that all other things should 247
that all over new england 47
that all past and future 312
that all single men should 69
that all such men should 64
that all such things should 190
that all there had arisen 51
that all these are mainly 48
that all these are merely 319
that all these men should 399
that all these things become 55
that all these things depend 51
that all these things follow 61
that all these things happen 400
that all these things looked 41
that all these things proved 57
that all these things should 2704
that all these things spoken 57
that all those things should 296
that all those who accept 124
that all those who agreed 66
that all those who aspire 51
that all those who assist 48
that all those who attend 123
that all those who became 52
that all those who become 111
that all those who before 211
that all those who called 92
that all those who choose 61
that all those who commit 148
that all those who desire 539
that all those who differ 102
that all those who failed 227
that all those who follow 244
that all those who fought 92
that all those who helped 77
that all those who joined 299
that all those who looked 70
that all those who oppose 188
that all those who passed 71
that all those who pursue 44
that all those who refuse 60
that all those who regard 50
that all those who reject 104
that all those who remain 76
that all those who served 121
that all those who shared 67
that all those who should 630
that all those who signed 110
that all those who sought 67
that all those who stayed 48
that all those who suffer 219
that all those who thought 66
that all those who wanted 372
that all those who wished 1470
that all those who worked 389
that all three age groups 139
that all three are needed 93
that all vote our ticket 302
that all wage and salary 47
that all wars are caused 76
that all wars are fought 90
that all wars are unjust 43
that all were not agreed 43
that all were not killed 43
that all were not pleased 63
that all young men should 180
that and what goes before 121
that any among them should 62
that any dream was better 45
that any fish was bought 43
that any good can result 101
that any good man should 52
that any good men should 41
that any good was likely 94
that any great and sudden 87
that any harm can result 62
that any living man should 161
that any other being should 70
that any other man should 408
that any other than myself 45
that any part was wholly 43
that any peace was better 60
that any peer who should 50
that any rain had fallen 62
that any reading was better 51
that any rich man should 52
that any sane man should 202
that any such being exists 63
that any such idea should 82
that any such law exists 57
that any such law should 67
that any time had passed 169
that any time has passed 62
that any time she wanted 124
that any time they wanted 49
that any trial for murder 104
that any user can access 120
that any wine was stolen 42
that any wise man should 71
that any young man should 344
that are among his finest 48
that are best met through 64
that are born and perish 196
that are born and raised 47
that are born die before 68
that are clean and bright 46
that are clear and bright 80
that are clear and direct 124
that are clear and obvious 57
that are clear and simple 187
that are dark and tricks 800
that are dealt with through 133
that are deep and narrow 49
that are done and admits 53
that are dull and without 69
that are fair and honest 116
that are good and honest 66
that are good and lovely 45
that are good and useful 160
that are good for something 77
that are good for swimming 43
that are great and serene 49
that are held for resale 78
that are held with passion 56
that are held with regard 47
that are high and lifted 473
that are holy and unholy 52
that are ideal for swimming 87
that are just and honest 40
that are just and humane 48
that are just and unjust 157
that are just big enough 190
that are just long enough 78
that are just lying around 42
that are just now becoming 100
that are just now emerging 67
that are kept for breeding 194
that are laid out before 68
that are left get ground 78
that are left lying around 125
that are less than global 45
that are less than honest 53
that are less than normal 68
that are less than obvious 106
that are less than twenty 88
that are less than wholly 61
that are like and unlike 49
that are like one another 249
that are like our kisses 77
that are made and broken 78
that are made and remade 47
that are made and remain 68
that are made and unmade 40
that are made are likely 64
that are made with little 54
that are made with regard 178
that are making things happen 51
that are male and female 186
that are many and varied 114
that are more than double 519
that are more than enough 110
that are more than likely 345
that are more than merely 433
that are more than offset 45
that are more than simple 131
that are more than simply 491
that are more than twelve 48
that are more than twenty 190
that are much too narrow 47
that are only now becoming 357
that are only now emerging 80
that are only now starting 47
that are only too common 104
that are only too likely 53
that are only too obvious 82
that are open and closed 59
that are open and honest 115
that are open and obvious 73
that are open for public 116
that are other than itself 64
that are other than purely 48
that are other than sexual 50
that are over and beyond 50
that are paid for before 49
that are paid for through 58
that are part and parcel 12389
that are past are beyond 45
that are poor and wicked 55
that are pure and lovely 747
that are pure and simple 64
that are ready for market 84
that are rich and varied 52
that are ripe for further 74
that are safe and secure 149
that are safe and unsafe 350
that are safe and without 283
that are safe for humans 69
that are safe for various 57
that are sick with famine 170
that are soft and pliable 75
that are soft and tender 96
that are soft and tickle 176
that are sold and bought 52
that are sold for profit 57
that are tall and narrow 129
that are their own excuse 46
that are their own reward 183
that are told and retold 741
that are true and honest 79
that are true and useful 44
that are true for england 42
that are used and abused 44
that are used and valued 40
that are used for access 99
that are used for adults 55
that are used for breeding 138
that are used for building 593
that are used for carrying 167
that are used for catching 50
that are used for cattle 44
that are used for checking 43
that are used for counting 94
that are used for defining 75
that are used for design 78
that are used for direct 162
that are used for drinking 304
that are used for energy 325
that are used for fighting 63
that are used for flight 104
that are used for further 199
that are used for grasping 42
that are used for grinding 93
that are used for handling 104
that are used for indexing 41
that are used for locating 42
that are used for managing 83
that are used for matching 45
that are used for measuring 350
that are used for modeling 153
that are used for normal 66
that are used for output 75
that are used for painting 58
that are used for planning 198
that are used for printing 110
that are used for public 216
that are used for remote 71
that are used for removing 48
that are used for searching 50
that are used for signal 83
that are used for simple 44
that are used for special 361
that are used for speech 74
that are used for studying 85
that are used for stuffing 68
that are used for swimming 120
that are used for system 69
that are used for tracking 46
that are used for training 316
that are used for various 414
that are used for wrapping 63
that are used with adults 61
that are used with regard 48
that are used with singular 65
that are used with various 41
that are warm and inviting 44
that are weary and carrying 42
that are weary with travel 202
that are well and wisely 129
that are wise and useful 66
that are young and tender 158
that art must not excite 85
that art must not remain 46
that bad news had reached 105
that bear upon this matter 118
that being born and raised 115
that being even now something 69
that being open and honest 118
that both arab and jewish 54
that both body and spirit 70
that both city and county 95
that both debt and equity 57
that both eyes are always 60
that both fine and coarse 99
that both ford and carter 47
that both form and matter 133
that both gold and silver 1662
that both health and disease 56
that both help and hinder 108
that both here and abroad 46
that both home and school 161
that both india and england 82
that both iron and copper 104
that both jews and greeks 401
that both jews and romans 45
that both kids and adults 100
that both korea and taiwan 209
that both luke and matthew 210
that both male and female 16529
that both mark and matthew 151
that both mary and joseph 75
that both mass and energy 44
that both mild and severe 52
that both mind and matter 1209
that both open and closed 202
that both past and future 598
that both peking and moscow 62
that both pity and pardon 171
that both race and gender 93
that both reads and writes 54
that both romeo and juliet 42
that both sine and cosine 43
that both single and double 103
that both stings and pleases 60
that both these men should 47
that both these things should 40
that both those who travel 45
that both urdu and bengali 46
that both vice and virtue 138
that both were too deeply 41
that both wheat and barley 74
that both work and family 179
that both youth and adults 60
that both zinc and copper 57
that boy there her brother 65
that but seeing you should 91
that can bind two nations 40
that can cope with modern 50
that can feel for another 186
that can give them access 65
that can give you access 102
that can give you advice 55
that can give you further 92
that can grow and shrink 277
that can have any effect 179
that can have any number 161
that can have any weight 59
that can have but little 41
that can have few equals 48
that can have few rivals 52
that can have that effect 78
that can have this effect 278
that can have two values 63
that can help them answer 87
that can help them assess 42
that can help them become 192
that can help them better 208
that can help them decide 67
that can help them manage 79
that can help them through 79
that can help you adjust 79
that can help you answer 271
that can help you assess 332
that can help you attain 106
that can help you become 845
that can help you better 964
that can help you choose 353
that can help you decide 1065
that can help you define 130
that can help you design 375
that can help you detect 73
that can help you ensure 55
that can help you expand 102
that can help you figure 420
that can help you further 239
that can help you handle 90
that can help you locate 618
that can help you manage 895
that can help you master 501
that can help you narrow 218
that can help you obtain 118
that can help you realize 75
that can help you reduce 295
that can help you refine 60
that can help you regain 51
that can help you remain 53
that can help you retain 42
that can help you secure 52
that can help you select 218
that can help you through 348
that can hold any number 78
that can hold its ground 41
that can hold this broken 56
that can load and unload 52
that can love his friend 138
that can make and unmake 52
that can make man lovely 49
that can make one person 46
that can make that happen 72
that can make them better 129
that can make them forget 62
that can make them useful 67
that can make things better 145
that can make things happen 200
that can make this happen 129
that can make you better 103
that can make you forget 143
that can mark him further 200
that can meet this demand 46
that can more than double 60
that can more than offset 53
that can move you toward 64
that can pick and choose 99
that can pull you through 49
that can react with oxygen 95
that can rise and remain 43
that can soil our mothers 292
that can speak for itself 403
that can take any number 79
that can take two values 68
that can take you around 42
that can take you beyond 94
that can take you places 49
that can take you through 138
that can teach you something 68
that can tell you something 64
that can tell you whether 228
that can think for itself 121
that can throw its weight 42
that can turn them bitter 55
that can turn things around 46
that can wait for another 151
that can walk you through 147
that can wipe out entire 62
that can wish you better 129
that cut into her wrists 41
that cut their way through 168
that day forth that barber 45
that day forth was daniel 68
that day from being driven 42
that day into his former 60
that day more than twenty 88
that day nothing was falser 48
that day there are divers 41
that day there was always 62
that day there was another 137
that day there was little 176
that day there was neither 86
that day there was something 114
that day when she opened 56
that day when you fought 48
that day will not arrive 131
that dead face are graven 99
that dead hour and singular 75
that death from this disease 211
that did more than merely 270
that did more than simply 261
that did what you wanted 135
that does more than merely 249
that does more than simply 667
that does nothing but return 47
that does nothing for opinion 60
that due care and caution 44
that due faith and credit 119
that each city and county 71
that each male and female 57
that each page was turned 44
that each side has something 72
that each step was marked 50
that each time she looked 80
that each time you exhale 57
that each time you inhale 44
that each time you return 49
that each user can access 122
that each user has access 74
that each word and letter 61
that each word and phrase 79
that earth will not forget 40
that far from being merely 451
that far from being simple 112
that far from being simply 149
that far from being something 64
that far from being static 45
that far from being thought 55
that far from being unique 67
that few fish can escape 42
that few heard him without 325
that few poor and humble 163
that few will read without 505
that fit into one another 656
that fit into this scheme 41
that for days and nights 408
that for five and twenty 249
that for four and twenty 43
that for just one moment 96
that for male and female 150
that for more than eighty 123
that for more than eleven 83
that for more than ninety 102
that for more than twelve 364
that for more than twenty 4386
that for once she should 41
that for once they should 48
that for once you should 46
that for other age groups 329
that for size and weight 177
that for some real number 105
that for their own credit 83
that for their own reasons 190
that for their own safety 638
that for these two causes 89
that for these two groups 111
that for these two reasons 878
that for those who accept 193
that for those who already 92
that for those who choose 159
that for those who desire 129
that for those who follow 89
that for those who prefer 59
that for those who regard 75
that for those who reject 40
that for those who remain 126
that for those who suffer 106
that for those who wanted 142
that for those who wished 97
that for very long periods 109
that for very low values 219
that for years had seemed 48
that for years had served 61
that for your own safety 203
that gay male and lesbian 68
that get into our bodies 58
that god also may hearken 70
that god ever did ordain 113
that god gave him another 93
that god heard her prayer 68
that god heard his prayer 393
that god hears our prayer 45
that god whom they served 45
that god will hear prayer 61
that god will not accept 1085
that god will not always 361
that god will not answer 505
that god will not bestow 53
that god will not demand 43
that god will not desert 271
that god will not forget 601
that god will not impute 144
that god will not listen 75
that god will not pardon 377
that god will not permit 1323
that god will not punish 1374
that god will not refuse 259
that god will not regard 200
that god will not reject 241
that god will not reward 51
that god will not suffer 2062
that goes along with higher 62
that goes back far beyond 90
that goes back long before 111
that goes forth and builds 45
that goes into its creation 71
that goes some way toward 224
that goes well with almost 42
that had adam not sinned 43
that had been all around 131
that had been and should 109
that had been bad enough 445
that had been big enough 87
that had been but little 191
that had been cut across 217
that had been cut adrift 87
that had been cut before 47
that had been cut earlier 109
that had been cut through 2384
that had been dead before 71
that had been dry before 68
that had been dug across 56
that had been dug around 187
that had been dug before 51
that had been dug earlier 99
that had been dug through 238
that had been easy enough 138
that had been gay twenty 51
that had been going around 767
that had been going through 974
that had been heat treated 202
that had been her brother 162
that had been her choice 153
that had been her desire 41
that had been her family 280
that had been her friend 110
that had been her intent 108
that had been her portion 91
that had been her prison 400
that had been her refuge 251
that had been her second 95
that had been her secret 43
that had been her sister 178
that had been his before 633
that had been his brother 331
that had been his choice 126
that had been his coffin 80
that had been his desire 131
that had been his entire 40
that had been his excuse 111
that had been his family 185
that had been his former 49
that had been his friend 480
that had been his intent 395
that had been his master 53
that had been his motive 106
that had been his object 248
that had been his office 129
that had been his opinion 164
that had been his pillow 154
that had been his portion 267
that had been his prison 433
that had been his refuge 114
that had been his second 140
that had been his secret 40
that had been his should 43
that had been his sister 172
that had been his special 46
that had been his starting 94
that had been his strength 122
that had been his thought 101
that had been hung across 102
that had been hung around 41
that had been its strength 105
that had been led astray 1540
that had been long absent 236
that had been long awaiting 55
that had been long before 514
that had been long buried 322
that had been long closed 226
that had been long denied 130
that had been long enough 328
that had been long gathering 126
that had been long hidden 87
that had been long looked 44
that had been long maturing 88
that had been lying across 88
that had been lying around 1339
that had been lying asleep 126
that had been lying behind 101
that had been lying beside 261
that had been lying fallow 245
that had been lying hidden 46
that had been off limits 370
that had been old before 43
that had been our design 49
that had been our wonder 44
that had been put aboard 221
that had been put across 87
that had been put around 157
that had been put ashore 237
that had been put before 1115
that had been put through 458
that had been read before 198
that had been run ashore 176
that had been run through 475
that had been set ablaze 255
that had been set across 48
that had been set adrift 171
that had been set afloat 102
that had been set alight 330
that had been set around 155
that had been set before 2374
that had been set beside 59
that had been set earlier 88
that had been sung before 102
that had been thus hurled 43
that had been thus killed 41
that had been thus treated 54
that had been thus wasted 125
that had been too little 987
that had been won already 49
that had been won through 342
that had cast its shadow 163
that had come and passed 51
that had come out before 68
that had died and fallen 83
that had died for sparta 51
that had died long before 130
that had ever got through 64
that had fins and scales 50
that had fled for refuge 58
that had gold and silver 56
that had gone far beyond 250
that had gone off course 80
that had gone out before 245
that had health and riches 107
that had held her silent 105
that had held him silent 82
that had just run through 48
that had just that moment 42
that had kept her afloat 126
that had kept her silent 417
that had kept him afloat 44
that had kept him pinned 45
that had kept him silent 304
that had kept his family 43
that had lain all winter 44
that had land and slaves 60
that had left her shaken 146
that had left her unable 56
that had left her without 85
that had left him behind 98
that had left him unable 164
that had left him without 90
that had left them behind 102
that had left them without 44
that had left this sphere 42
that had lost her rudder 42
that had lost his master 136
that had lost his senses 83
that had lost its brakes 64
that had lost its course 116
that had lost its earlier 47
that had lost its handle 178
that had lost its luster 149
that had lost its master 223
that had lost its moorings 102
that had lost its rudder 164
that had lost its strength 45
that had lost its stuffing 75
that had lost its virtue 55
that had made and unmade 97
that had made any mention 84
that had made her accept 166
that had made her afraid 83
that had made her almost 100
that had made her cheeks 40
that had made her choose 126
that had made her decide 248
that had made her desire 42
that had made her famous 1173
that had made her forget 222
that had made her realize 51
that had made her refuse 126
that had made her reject 83
that had made her remain 51
that had made her shiver 127
that had made her suffer 143
that had made her wonder 167
that had made him accept 161
that had made him afraid 41
that had made him almost 157
that had made him anxious 43
that had made him behave 52
that had made him choose 261
that had made him decide 421
that had made him famous 4430
that had made him follow 120
that had made him forget 247
that had made him master 223
that had made him realize 142
that had made him refuse 185
that had made him something 104
that had made him suffer 126
that had made him unable 85
that had made him wonder 247
that had made his brother 60
that had made his career 109
that had made his earlier 133
that had made his escape 256
that had made his family 157
that had made them famous 490
that had more than enough 134
that had more than twenty 155
that had name and opinion 127
that had once run through 85
that had only one answer 139
that had only one window 49
that had rode with beatrix 53
that had seen far better 230
that had seen her through 740
that had seen him bright 112
that had seen him through 1005
that had seen his desire 46
that had seen its better 183
that had seen its heyday 43
that had seen them through 433
that had some new spirit 46
that had their own reasons 52
that had their own special 41
that had what they called 88
that has been and always 71
that has been but little 570
that has been but rarely 42
that has been cut across 134
that has been cut through 822
that has been going around 396
that has been going through 355
that has been heat treated 203
that has been its effect 75
that has been its strength 41
that has been led astray 324
that has been long absent 54
that has been long before 65
that has been long buried 63
that has been long chased 65
that has been long enough 309
that has been long needed 52
that has been long peopled 139
that has been long sought 129
that has been long tossed 125
that has been long wanted 162
that has been long without 45
that has been lying around 350
that has been lying fallow 110
that has been met before 41
that has been our policy 72
that has been put before 1230
that has been put through 663
that has been read before 138
that has been run through 674
that has been set before 1287
that has been thus formed 48
that has been thus treated 87
that has been too common 70
that has been too heavily 41
that has been too little 562
that has been too readily 80
that has been won through 79
that has cast its shadow 171
that has clung all winter 44
that has ever yet fallen 74
that has fins and scales 489
that has gone far beyond 172
that has gone far enough 102
that has gone far toward 77
that has heard him recite 46
that has held its ground 91
that has kept his memory 45
that has left few traces 59
that has left him without 43
that has left its traces 298
that has left them behind 87
that has legs long enough 52
that has life and active 76
that has lost her rudder 40
that has lost his master 116
that has lost its anchor 40
that has lost its bounce 42
that has lost its center 55
that has lost its feathers 54
that has lost its flavor 98
that has lost its former 119
that has lost its handle 53
that has lost its impact 44
that has lost its luster 77
that has lost its master 609
that has lost its memory 117
that has lost its moorings 167
that has lost its normal 189
that has lost its object 73
that has lost its oxygen 55
that has lost its rudder 164
that has lost its status 51
that has lost its strength 94
that has lost its supper 53
that has lost its temper 171
that has lost its values 58
that has lost its whelps 59
that has made her famous 178
that has made him famous 625
that has made him submit 53
that has made new england 55
that has made them almost 66
that has made them famous 230
that has made this choice 43
that has made this system 45
that has made this volume 48
that has made you suffer 41
that has male and female 89
that has mass and volume 133
that has more than common 53
that has more than enough 367
that has more than offset 43
that has more than twenty 87
that has only one answer 52
that has only one column 82
that has only one member 265
that has only one stable 73
that has only two digits 44
that has only two states 174
that has only two values 144
that has paid for itself 44
that has seen him through 43
that has wept and prayed 64
that hath been lad toward 49
that hath been led astray 230
that hath been led toward 40
that hath been long racked 41
that hath been long studying 66
that hath cure and charge 127
that hath heard and learned 837
that her anger had passed 93
that her aunt and cousin 149
that her aunt and sister 41
that her aunt had something 81
that her aunt was unwell 112
that her baby was becoming 47
that her back was almost 48
that her back was broken 318
that her back was toward 614
that her back was turned 800
that her body had already 85
that her body had become 428
that her body had changed 121
that her body had turned 91
that her body has become 101
that her body was almost 43
that her body was already 214
that her body was always 94
that her body was becoming 54
that her body was buried 169
that her breath has filled 106
that her case was better 217
that her case was beyond 52
that her days and nights 135
that her door was always 137
that her door was closed 140
that her door was locked 282
that her eyes are closed 319
that her eyes had become 543
that her eyes had changed 82
that her eyes had closed 137
that her eyes had filled 684
that her eyes had gotten 58
that her eyes had opened 64
that her eyes had rested 68
that her eyes had turned 140
that her face and figure 299
that her face and manner 48
that her face had become 646
that her face had changed 152
that her face had turned 391
that her face was almost 566
that her face was already 157
that her face was always 46
that her face was becoming 43
that her face was bright 165
that her face was buried 206
that her face was changed 52
that her face was framed 89
that her face was hidden 1387
that her face was inches 130
that her face was lifted 204
that her face was marked 120
that her face was radiant 71
that her face was smeared 105
that her face was thinner 128
that her face was tilted 43
that her face was turned 638
that her face was veiled 44
that her face was whiter 41
that her face was wreathed 152
that her faith was shaken 40
that her fall was caused 43
that her fate was already 45
that her fate was linked 91
that her fears had always 65
that her feet and ankles 198
that her feet are tender 127
that her feet had become 68
that her foot was caught 45
that her form had scarce 67
that her game was played 52
that her goat had stolen 69
that her hair had become 210
that her hair had fallen 213
that her hair had turned 422
that her hair has turned 40
that her hair was almost 141
that her hair was always 93
that her hair was combed 83
that her hair was golden 43
that her hair was matted 114
that her hair was parted 133
that her hair was pulled 288
that her hair was tangled 104
that her hair was tumbling 167
that her hair was untidy 100
that her hair was yellow 94
that her hand has almost 105
that her hand was already 115
that her hand was sought 208
that her health and strength 133
that her health was always 40
that her health was better 180
that her health was broken 123
that her hearing was normal 45
that her heart beat faster 147
that her heart beat wildly 41
that her heart had already 202
that her heart had always 113
that her heart had become 201
that her heart had jumped 43
that her heart had turned 110
that her heart has become 47
that her heart was almost 265
that her heart was already 592
that her heart was always 111
that her heart was another 161
that her heart was broken 1573
that her heart was buried 110
that her heart was bursting 198
that her heart was colder 55
that her heart was deeply 78
that her heart was engaged 46
that her heart was filled 463
that her heart was indeed 87
that her heart was melted 49
that her heart was normal 110
that her heart was pounding 1384
that her heart was throbbing 102
that her heart was wholly 193
that her help was needed 74
that her home and family 144
that her home was always 40
that her hour had struck 50
that her ideas and feelings 51
that her legs had become 85
that her life and career 100
that her life had already 43
that her life had always 117
that her life had become 1597
that her life had changed 903
that her life had reached 65
that her life had turned 664
that her life has become 422
that her life has changed 231
that her life was almost 185
that her life was already 198
that her life was always 94
that her life was becoming 249
that her life was better 109
that her life was changed 193
that her life was filled 243
that her life was greatly 155
that her life was indeed 83
that her life was passed 96
that her life was ruined 401
that her life was slipping 55
that her life was spared 443
that her life was thought 92
that her life was wasted 106
that her life was without 156
that her liking for levine 45
that her lips and cheeks 43
that her look was something 43
that her lord and master 624
that her lord was jealous 67
that her love for antony 47
that her love for edward 52
that her love for robert 101
that her love had indeed 72
that her love was greater 114
that her luck had changed 130
that her mild and matron 56
that her mind and spirit 108
that her mind had already 52
that her mind had become 425
that her mind has become 42
that her mind was already 439
that her mind was always 224
that her mind was becoming 165
that her mind was deeply 66
that her mind was dwelling 224
that her mind was filled 364
that her mind was formed 214
that her mind was greatly 93
that her mind was intent 118
that her mind was swayed 85
that her mind was unhinged 199
that her mood had changed 414
that her mouth had fallen 174
that her name had become 179
that her name has become 230
that her name was already 102
that her name was changed 257
that her name was dorothy 105
that her name was linked 94
that her name was madame 100
that her name was rachel 40
that her name was slocum 53
that her neck was broken 357
that her nose was almost 107
that her nose was bleeding 157
that her nose was broken 114
that her only son should 248
that her pain was caused 91
that her plan had failed 233
that her plan had worked 317
that her skin had become 122
that her skin had turned 132
that her skin was almost 185
that her skin was becoming 41
that her skin was seldom 51
that her skin was whiter 54
that her skin was yellow 122
that her soul had become 59
that her soul was already 89
that her soul was filled 119
that her stay was infringing 43
that her time and energy 88
that her time was almost 123
that her tone had caused 41
that her will had blazed 225
that her work had become 105
that her work had fallen 53
that her work has become 93
that her work was becoming 45
that her work was purely 44
that her young son should 57
that her youth was slipping 81
that his aged and feeble 48
that his anger had another 49
that his anger had cooled 52
that his anger had passed 94
that his anger was roused 43
that his army had already 52
that his army was almost 111
that his army was already 87
that his army was engaged 41
that his army was greatly 40
that his army was marching 80
that his army was retiring 52
that his army was routed 174
that his army was united 50
that his army was without 157
that his aunt and cousin 91
that his aunt and sister 158
that his aunt had always 64
