tab stop at the center 163
ten years at an annual 388
ten years at the annual 47
ten years at the latest 139
ten years at the longest 48
ten years at the school 69
ten years at the utmost 156
ten years by the census 95
ten years by the united 63
ten years go by without 40
ten years if he turned 75
ten years in an effort 154
ten years in the arctic 52
ten years in the bottle 81
ten years in the building 257
ten years in the census 40
ten years in the colony 322
ten years in the county 42
ten years in the course 111
ten years in the courts 45
ten years in the desert 102
ten years in the eastern 95
ten years in the employ 99
ten years in the english 58
ten years in the family 144
ten years in the fields 56
ten years in the forest 43
ten years in the former 115
ten years in the french 179
ten years in the future 6152
ten years in the ground 57
ten years in the island 88
ten years in the latter 89
ten years in the majors 203
ten years in the middle 325
ten years in the minors 44
ten years in the mission 84
ten years in the number 158
ten years in the office 173
ten years in the planning 65
ten years in the police 44
ten years in the prison 102
ten years in the public 484
ten years in the russian 90
ten years in the school 43
ten years in the second 79
ten years in the senate 489
ten years in the soviet 225
ten years in the states 118
ten years in the twelve 47
ten years in the united 3818
ten years in the valley 57
ten years in the various 40
ten years it is likely 72
ten years of my career 256
ten years of the artist 52
ten years of the battle 51
ten years of the building 45
ten years of the church 42
ten years of the colony 150
ten years of the decade 78
ten years of the disease 59
ten years of the empire 128
ten years of the former 45
ten years of the founding 289
ten years of the french 348
ten years of the gallic 49
ten years of the initial 90
ten years of the latter 154
ten years of the policy 53
ten years of the reform 91
ten years of the regime 94
ten years of the scheme 58
ten years of the school 149
ten years of the second 538
ten years of the series 54
ten years of the soviet 260
ten years of the survey 54
ten years of the system 63
ten years of the trojan 316
ten years of the twelfth 129
ten years of the twenty 138
ten years of the united 270
ten years on the charge 42
ten years on the ground 200
ten years on the island 208
ten years on the market 52
ten years or in twenty 104
ten years or so before 2498
ten years or so earlier 423
ten years or so mainly 145
ten years or so should 48
ten years or so younger 154
ten years to go before 341
ten years to go through 208
ten years to the extent 93
than adding to the already 112
than adding to the existing 40
than adding to the number 85
than back in the states 100
than back in the united 54
than boys in the higher 41
than boys to be placed 48
than call in the police 68
than clear as to whether 70
than come to the public 48
than come to the school 46
than come to the united 85
than cure of the disease 52
than died in the entire 66
than down in the valley 188
than down on the ground 139
than early in the disease 65
than eaten by the horses 45
than even at the height 46
than even by the genius 54
than even in the common 87
than even in the desire 44
than even in the earlier 48
than even in the recent 79
than even in the seventh 63
than even in the united 223
than even the sea itself 80
than ever as he looked 64
than ever as he passed 45
than ever as he planed 42
than ever as he turned 44
than ever as he walked 56
than ever as the result 100
than ever as to whether 40
than ever at the center 53
than ever at the moment 202
than ever at the thought 200
than ever by my slowly 58
than ever by the heroic 45
than ever by the thought 56
than ever in an effort 51
than ever in my belief 57
than ever in my opinion 44
than ever in the belief 104
than ever in the bright 88
than ever in the course 125
than ever in the duties 48
than ever in the esteem 67
than ever in the forest 46
than ever in the future 619
than ever in the garden 45
than ever in the global 54
than ever in the highly 45
than ever in the latter 42
than ever in the little 78
than ever in the middle 154
than ever in the modern 65
than ever in the opinion 139
than ever in the public 449
than ever in the saddle 111
than ever in the second 73
than ever in the spirit 47
than ever in the summer 66
than ever in the twenty 46
than ever in the united 488
than ever of my little 162
than ever of the dangers 41
than ever of the hideous 45
than ever of the opinion 283
than ever of the reality 57
than ever of the reasons 70
than ever of the wisdom 131
than ever on my return 48
than ever on the agenda 51
than ever on the french 46
than ever on the ground 169
than ever on the united 90
than ever to be dreaded 90
than ever to be humble 90
than ever to be looked 55
than ever to be pleased 83
than ever to do something 143
than ever to go through 151
than ever to my opinion 64
than ever to the charge 53
than ever to the common 43
than ever to the dangers 59
than ever to the double 43
than ever to the english 167
than ever to the french 113
than ever to the handle 44
than ever to the little 47
than ever to the policy 61
than ever to the public 112
than ever to the soviet 54
than ever to the united 346
than faith in the future 50
than fall to the ground 69
than fill in the blanks 56
than five of the common 45
than five of the eleven 57
than five of the judges 71
than five of the latter 93
than five of the twelve 238
than five of the twenty 79
than foam of the grapes 72
than food or the cheering 88
than four of the twenty 69
than from king to peasant 67
than from the thing itself 175
than give it to someone 44
than give it up entire 72
than give up an opinion 47
than give up the chance 50
than give up the rights 158
than glad of the chance 78
than good in the custom 118
than good to the church 202
than good to the ground 44
than good to the public 272
than half in the latter 43
than half in the second 132
than half in the united 118
than half of it before 82
than half of it through 42
than half of my income 45
than half of the abused 53
than half of the acreage 217
than half of the active 387
than half of the actual 703
than half of the adults 654
than half of the agency 67
than half of the agents 102
than half of the allied 43
than half of the almost 118
than half of the amount 3239
than half of the animal 253
than half of the annual 1397
than half of the arable 864
than half of the armada 59
than half of the assets 383
than half of the authors 109
than half of the babies 199
than half of the balkan 88
than half of the battle 352
than half of the belgian 62
than half of the better 116
than half of the biomass 45
than half of the blacks 302
than half of the blocks 43
than half of the boards 67
than half of the bodies 78
than half of the bottom 44
than half of the budget 394
than half of the building 440
than half of the burden 55
than half of the burials 44
than half of the buyers 72
than half of the cancer 98
than half of the canvas 42
than half of the carbon 170
than half of the cardiac 54
than half of the cattle 151
than half of the cement 42
than half of the census 40
than half of the changes 82
than half of the church 405
than half of the circle 134
than half of the cities 488
than half of the claims 109
than half of the clergy 362
than half of the coffee 273
than half of the cohort 44
than half of the colony 200
than half of the column 49
than half of the common 240
than half of the copies 53
than half of the copper 128
than half of the cotton 682
than half of the county 972
than half of the couple 46
than half of the course 74
than half of the courts 42
than half of the credit 120
than half of the crimes 155
than half of the danish 126
than half of the demand 77
than half of the design 63
than half of the direct 365
than half of the disease 42
than half of the dollar 120
than half of the dorsal 187
than half of the earlier 139
than half of the eastern 90
than half of the effect 86
than half of the effort 91
than half of the eighty 398
than half of the eleven 116
than half of the empire 124
than half of the energy 797
than half of the english 970
than half of the entering 110
than half of the entire 8643
than half of the entity 80
than half of the equity 308
than half of the errors 146
than half of the essays 112
than half of the estate 149
than half of the events 94
than half of the excess 193
than half of the existing 1116
than half of the export 493
than half of the extant 117
than half of the family 368
than half of the fathers 419
than half of the female 1643
than half of the fibers 54
than half of the fields 48
than half of the figure 179
than half of the fiscal 54
than half of the forces 75
than half of the forest 558
than half of the formal 54
than half of the former 1147
than half of the french 1066
than half of the fruits 75
than half of the future 118
than half of the genera 86
than half of the genome 41
than half of the german 1030
than half of the gifted 165
than half of the global 419
than half of the grants 67
than half of the ground 415
than half of the groups 265
than half of the guests 148
than half of the height 166
than half of the higher 78
than half of the highly 84
than half of the holdings 155
than half of the horses 111
than half of the houses 1369
than half of the images 45
than half of the import 110
than half of the income 1738
than half of the incoming 197
than half of the indians 190
than half of the infant 58
than half of the ingested 116
than half of the initial 487
than half of the island 1652
than half of the israeli 100
than half of the issued 194
than half of the issues 127
than half of the italian 366
than half of the jewish 1033
than half of the judges 170
than half of the landed 41
than half of the larger 220
than half of the latino 104
than half of the latter 1272
than half of the leaders 193
than half of the lesions 83
than half of the letter 153
than half of the levels 59
than half of the liquid 51
than half of the listed 234
than half of the little 151
than half of the london 51
than half of the losses 68
than half of the lowest 120
than half of the lumber 74
than half of the margin 163
than half of the marine 42
than half of the market 1188
than half of the master 98
than half of the mature 42
than half of the medium 108
than half of the meetings 144
than half of the member 416
than half of the middle 483
than half of the mileage 79
than half of the million 201
than half of the miners 77
than half of the mobile 67
than half of the models 71
than half of the modern 136
than half of the monthly 134
than half of the mothers 852
than half of the muslim 243
than half of the nations 215
than half of the native 346
than half of the needed 121
than half of the negroes 171
than half of the ninety 148
than half of the normal 665
than half of the nuclear 54
than half of the number 2131
than half of the nurses 141
than half of the object 44
than half of the office 58
than half of the online 49
than half of the orders 129
than half of the output 539
than half of the owners 160
than half of the oxygen 118
than half of the papers 296
than half of the parent 145
than half of the parish 198
than half of the peasant 104
than half of the persian 42
than half of the person 175
than half of the pieces 161
than half of the places 97
than half of the planet 168
than half of the plants 280
than half of the plasma 42
than half of the points 125
than half of the police 205
than half of the polish 193
than half of the prewar 433
than half of the prison 104
than half of the profit 82
than half of the psalms 46
than half of the public 2150
than half of the pupils 718
than half of the readers 94
than half of the recent 119
than half of the record 115
than half of the regions 74
than half of the report 76
than half of the retail 182
than half of the return 59
than half of the rubber 61
than half of the russian 426
than half of the salary 90
than half of the sample 2518
than half of the sampling 320
than half of the school 2070
than half of the scores 103
than half of the screen 101
than half of the second 923
than half of the section 133
than half of the sector 72
than half of the seller 95
than half of the senate 326
than half of the seniors 85
than half of the series 81
than half of the serious 118
than half of the session 57
than half of the seventh 47
than half of the severe 79
than half of the sexual 47
than half of the shares 647
than half of the shells 42
than half of the signal 47
than half of the silver 240
than half of the slaves 286
than half of the solids 49
than half of the soviet 838
than half of the special 102
than half of the speech 61
than half of the spending 57
than half of the sphere 56
than half of the square 62
than half of the standing 135
than half of the states 13459
than half of the stocking 40
than half of the stocks 55
than half of the stores 82
than half of the street 93
than half of the strength 82
than half of the sulfur 90
than half of the summer 122
than half of the supply 279
than half of the survey 249
than half of the system 144
than half of the target 299
than half of the teacher 92
than half of the tenant 93
than half of the tested 44
than half of the timber 136
than half of the titles 169
than half of the topics 68
than half of the trades 75
than half of the training 82
than half of the trance 107
than half of the treated 237
than half of the tribal 78
than half of the tribes 42
than half of the troops 303
than half of the tumors 120
than half of the twelve 330
than half of the twenty 1020
than half of the united 1734
than half of the valley 94
than half of the values 231
than half of the various 41
than half of the verses 72
than half of the vessel 54
than half of the violent 110
than half of the visits 60
than half of the volume 1646
than half of the voters 1180
than half of the weight 330
than half of the whites 188
than half of the winter 53
than half of the worlds 93
than half of the younger 133
than half to the damsel 74
than have it to answer 57
than have to go through 567
than having to do without 44
than having to go through 1901
than here by the mounds 40
than here in the states 70
than here in the united 490
than hint at the nature 94
than jews in the united 117
than just to the indians 46
than keel is or canvas 96
than late in the course 92
than leave it to chance 147
than leave it to someone 40
than leaving it to chance 266
than less in the future 84
than life in the cities 106
than life in the united 239
than life on the screen 108
than life on the silver 41
than life on the street 52
than live in the entire 57
than live in the misery 49
than live in the united 110
than live to be slaves 662
than living in the moment 42
than living on an island 45
than living on the street 91
than look at the little 85
than look in the mirror 51
than look to the future 95
than lose in the public 57
than loss of or damage 69
than lost in the opinion 85
than love of the public 112
than made up the losses 87
than making it the object 45
than many in the united 155
than many of my fellow 376
than many of my readers 100
than many of the actual 74
than many of the adults 94
than many of the authors 73
than many of the better 308
than many of the changes 47
than many of the chiefs 49
than many of the cities 95
than many of the clergy 85
than many of the common 251
than many of the dogmas 65
than many of the earlier 867
than many of the eastern 53
than many of the english 475
than many of the events 109
than many of the existing 284
than many of the family 50
than many of the famous 109
than many of the formal 55
than many of the former 386
than many of the french 294
than many of the german 139
than many of the grants 113
than many of the groups 64
than many of the guests 45
than many of the higher 195
than many of the highly 216
than many of the hotels 45
than many of the houses 136
than many of the humans 40
than many of the indians 48
than many of the issues 63
than many of the italian 106
than many of the ladies 56
than many of the larger 1579
than many of the latter 322
than many of the leaders 181
than many of the learned 212
than many of the lesser 54
than many of the methods 93
than many of the middle 85
than many of the modern 847
than many of the nations 177
than many of the native 176
than many of the nobles 44
than many of the novels 73
than many of the owners 43
than many of the peoples 68
than many of the pieces 91
than many of the places 105
than many of the poorer 96
than many of the public 223
than many of the pupils 45
than many of the purely 56
than many of the reasons 55
than many of the recent 74
than many of the scenes 71
than many of the second 43
than many of the slaves 49
than many of the states 319
than many of the theories 56
than many of the topics 43
than many of the tribes 131
than many of the whites 153
than many of the writings 43
than many of the younger 359
than many of us assume 44
than many of us expect 92
than many of us realize 806
than many of us thought 121
than mine at the moment 52
than mine in the matter 49
than most in the choice 71
than most in the united 66
than most of my family 66
than most of my fellow 1544
than most of my former 61
than most of my readers 116
than most of my school 40
than most of the active 59
than most of the actors 110
than most of the actual 82
than most of the adults 445
than most of the animal 42
than most of the authors 191
than most of the better 130
than most of the cadets 51
than most of the church 97
than most of the cities 217
than most of the clergy 206
than most of the coarse 129
than most of the common 622
than most of the earlier 1223
than most of the eastern 387
than most of the english 1482
than most of the events 114
than most of the existing 618
than most of the extant 107
than most of the fables 43
than most of the family 197
than most of the famous 97
than most of the fathers 137
than most of the female 177
than most of the fiction 90
than most of the formal 47
than most of the former 137
than most of the french 700
than most of the german 695
than most of the greeks 81
than most of the groups 119
than most of the guests 172
than most of the harder 133
than most of the higher 48
than most of the highly 88
than most of the horses 70
than most of the hotels 81
than most of the houses 515
than most of the humans 88
than most of the images 40
than most of the indians 301
than most of the island 79
than most of the issues 56
than most of the italian 99
than most of the jewish 54
than most of the judges 77
than most of the kingdoms 41
than most of the ladies 313
than most of the larger 275
than most of the latter 193
than most of the leaders 223
than most of the learned 183
than most of the little 74
than most of the locals 65
than most of the london 72
than most of the metals 108
than most of the methods 115
than most of the middle 270
than most of the miners 95
than most of the models 78
than most of the modern 360
than most of the mohawk 55
than most of the mothers 105
than most of the movies 44
than most of the nations 351
than most of the native 450
than most of the nobles 49
than most of the normal 47
than most of the novels 200
than most of the nurses 50
than most of the oxides 134
than most of the papers 54
than most of the peasant 61
than most of the peoples 165
than most of the pieces 81
than most of the pilots 82
than most of the places 232
than most of the plants 110
than most of the public 658
than most of the pupils 88
than most of the readers 46
than most of the recent 155
than most of the romans 54
than most of the rulers 56
than most of the russian 116
than most of the saints 40
than most of the school 168
than most of the second 65
than most of the seniors 58
than most of the series 111
than most of the serious 55
than most of the skates 85
than most of the slaves 65
than most of the soviet 49
than most of the special 140
than most of the states 530
than most of the theories 93
than most of the timber 60
than most of the topics 44
than most of the tracts 100
than most of the tribes 205
than most of the troops 57
than most of the twenty 55
than most of the united 264
than most of the valley 41
than most of the values 123
than most of the voters 58
than most of the vulgar 43
than most of the whites 163
than most of the writings 73
than most of the younger 660
than most of us assume 78
than most of us expect 116
than most of us manage 49
than most of us realize 8267
than most of us thought 184
than move on to another 49
than much of the earlier 151
than much of the existing 110
than much of the public 56
than much of the silver 60
than need to be roused 47
than nine of the eleven 72
than nine of the twenty 73
than north of the border 82
than nothing to the seeker 61
than once as he passed 43
than once as the result 75
than once as to whether 61
than once at the wherry 106
than once by the prince 58
than once in an effort 65
than once in my career 61
than once in the annals 47
than once in the course 16047
than once in the decade 42
than once in the diagram 55
than once in the earlier 100
than once in the english 46
than once in the family 48
than once in the future 444
than once in the genome 52
than once in the latter 219
than once in the little 63
than once in the market 48
than once in the middle 452
than once in the recent 120
than once in the sample 337
than once in the second 59
than once in the senate 54
than once in the sequel 124
than once in the series 101
than once in the street 69
than once in the summer 82
than once in the twenty 155
than once in the united 386
than once in the various 46
than once in the volume 55
than once in the winter 49
than once in the writings 58
than once is the middle 40
than once on the sabbath 92
than once on the voyage 55
than once to do something 40
than once to the window 91
than once to the writer 41
than only in the periods 177
than only in the sacred 50
than other of the arabian 61
than ours in the united 165
than ours to the purity 42
than pain to be shared 42
than part of the answer 92
than part of the common 60
than part of the family 59
than part of the larger 42
than part of the normal 79
than part of the system 44
than pick up the pieces 87
than prior to the crisis 84
than prior to the finite 41
than prior to the injury 51
than ready to do battle 117
than rely on the market 117
than rule to the utmost 50
than seats to be filled 88
than seeing it as something 150
than seem to be needed 45
than seen in the normal 65
than sink to the bottom 68
than some of my earlier 59
than some of my fellow 345
than some of my readers 93
than some of the ablest 42
than some of the actors 129
than some of the actual 110
than some of the adults 73
than some of the animal 55
than some of the authors 74
than some of the better 726
than some of the bigger 136
than some of the blacks 50
than some of the bodies 42
than some of the changes 54
than some of the cheaper 66
than some of the cities 73
than some of the claims 70
than some of the clergy 60
than some of the common 124
than some of the cotton 40
than some of the decent 48
than some of the earlier 3416
than some of the eastern 181
than some of the editor 55
than some of the english 404
than some of the events 68
than some of the existing 370
than some of the family 104
than some of the famous 163
than some of the finest 49
than some of the former 321
than some of the french 315
than some of the german 183
than some of the greater 49
than some of the groups 62
than some of the guests 47
than some of the heavier 152
than some of the higher 519
than some of the highly 219
than some of the horrid 59
than some of the houses 125
than some of the issues 42
than some of the italian 123
than some of the kingdoms 65
than some of the ladies 77
than some of the larger 829
than some of the latter 310
than some of the leaders 123
than some of the lesser 124
than some of the little 100
than some of the london 42
than some of the lowest 40
than some of the metals 67
than some of the methods 157
than some of the middle 112
than some of the models 75
than some of the modern 302
than some of the nations 96
than some of the native 147
than some of the nights 74
than some of the novels 79
than some of the nurses 46
than some of the oldest 83
than some of the pieces 87
than some of the places 171
than some of the poorer 119
than some of the public 394
than some of the pupils 54
than some of the purely 48
than some of the recent 163
than some of the richer 45
than some of the scenes 123
than some of the simple 50
than some of the special 52
than some of the states 268
than some of the theories 92
than some of the tribes 73
than some of the values 74
than some of the whites 111
than some of the writings 70
than some of the younger 568
than some of us realize 110
than some of us thought 97
than south of the border 428
than stay in the united 47
than stop in the middle 91
than such as he gained 78
than such as he reveals 69
than such as is created 46
than such as is deemed 40
than such as is impious 87
than such as is needed 55
than such as the common 43
than such as the existing 57
than such as the squire 53
than there be in england 81
than there is an answer 71
than there is an english 172
than there is in actual 51
than there is in africa 86
than there is in allowing 53
than there is in almost 45
than there is in another 55
than there is in aviation 44
than there is in boston 66
than there is in building 42
than there is in canada 56
than there is in england 455
than there is in english 185
than there is in europe 189
than there is in france 182
than there is in french 87
than there is in london 121
than there is in modern 131
than there is in nature 77
than there is in reality 160
than there is in regard 189
than there is in summer 81
than there is to accept 88
than there is to assume 159
than there is to expect 282
than there is to regard 63
than these in the marble 57
than these in the volume 101
than these it is almost 46
than those at the animal 239
than those at the bottom 4246
than those at the center 883
than those at the distal 111
than those at the earlier 45
than those at the eastern 47
than those at the height 65
than those at the higher 659
than those at the latter 98
than those at the lowest 210
than those at the middle 432
than those at the origin 47
than those at the outset 45
than those at the public 59
than those at the second 84
than those in the active 90
than those in the actual 95
than those in the aisles 45
than those in the animal 61
than those in the arctic 81
than those in the baltic 146
than those in the better 159
than those in the border 50
than those in the bottom 1484
than those in the building 215
than those in the center 1946
than those in the church 296
than those in the cities 627
than those in the closed 139
than those in the colder 182
than those in the column 90
than those in the common 125
than those in the cooler 118
than those in the cortex 100
than those in the cotton 170
than those in the county 83
than those in the course 58
than those in the courts 87
than those in the deeper 272
than those in the desert 62
than those in the direct 108
than those in the distal 166
than those in the dorsal 231
than those in the earlier 2480
than those in the eastern 1028
than those in the employ 102
than those in the english 896
than those in the entire 78
than those in the existing 257
than those in the export 91
than those in the family 132
than those in the female 428
than those in the fields 147
than those in the figure 149
than those in the flower 107
than those in the forest 299
than those in the formal 268
than those in the former 1951
than those in the french 384
than those in the future 132
than those in the garden 104
than those in the german 273
than those in the grades 46
than those in the ground 401
than those in the groups 108
than those in the heavens 43
than those in the hebrew 56
than those in the higher 2438
than those in the highly 206
than those in the hotels 42
than those in the houses 52
than those in the initial 227
than those in the inside 44
than those in the intact 95
than those in the jewish 98
than those in the larger 595
than those in the latter 2524
than those in the letter 43
than those in the liquid 384
than those in the little 40
than those in the london 69
than those in the lowest 783
than those in the lumbar 138
than those in the manual 147
than those in the market 435
than those in the marshy 74
than those in the matrix 90
than those in the mature 91
than those in the medium 324
than those in the middle 8960
than those in the modern 164
than those in the native 84
than those in the normal 770
than those in the nuclear 76
than those in the office 47
than those in the outlying 160
than those in the oxford 67
than those in the parent 307
than those in the persian 126
than those in the places 43
than those in the plains 169
than those in the plasma 227
than those in the poorer 122
than those in the prices 53
than those in the public 2034
than those in the random 43
than those in the recent 95
than those in the regions 118
than those in the remote 48
than those in the retail 98
than those in the retina 40
than those in the richer 86
than those in the russian 146
than those in the sample 204
than those in the school 233
than those in the second 4422
than those in the section 74
than those in the senate 211
than those in the series 73
than those in the sierra 46
than those in the simple 93
than those in the source 67
than those in the soviet 734
than those in the special 69
than those in the spinal 45
than those in the spleen 83
than those in the square 131
than those in the stable 54
than those in the starting 42
than those in the states 355
than those in the static 54
than those in the stores 62
than those in the street 42
than those in the summer 172
than those in the survey 41
than those in the system 94
than those in the tables 98
than those in the target 167
than those in the temple 55
than those in the tenure 105
than those in the training 53
than those in the united 21308
than those in the valley 284
than those in the various 73
than those in the visual 73
than those in the volume 60
than those in the warmer 103
than those in the winter 96
than those in the younger 399
than those of an active 69
than those of an actual 48
than those of an animal 263
than those of an artist 51
than those of an earlier 849
than those of an eastern 51
than those of an english 784
than those of an entire 59
than those of an honest 57
than those of an infant 274
than those of an italian 66
than those of an office 56
than those of my brother 61
than those of my family 44
than those of my fellow 99
than those of my friend 52
than those of my native 165
than those of the absurd 54
than those of the active 238
than those of the actors 152
than those of the actual 719
than those of the adults 618
than those of the agency 145
than those of the agents 50
than those of the aisles 135
than those of the alkali 571
than those of the allied 214
than those of the allies 870
than those of the alpine 179
than those of the already 123
than those of the amazon 255
than those of the amiable 63
than those of the animal 992
than those of the annual 87
than those of the apical 105
than those of the aqueous 49
than those of the arabian 412
than those of the arctic 418
than those of the armies 84
than those of the artist 187
than those of the asiatic 218
than those of the athenian 204
than those of the atomic 72
than those of the atrium 51
than those of the attack 78
than those of the aurora 61
than those of the authors 365
than those of the autumn 80
than those of the avowed 96
than those of the aztecs 124
than those of the balkan 110
than those of the baltic 332
than those of the barons 72
than those of the barren 45
than those of the battle 372
than those of the beavers 75
than those of the beggar 131
than those of the belgian 104
than those of the benign 45
than those of the berlin 101
than those of the better 1140
than those of the bigger 118
than those of the binary 190
than those of the bishop 199
than those of the blacks 135
than those of the bloody 49
than those of the bodies 56
than those of the border 48
than those of the boston 79
than those of the bottom 624
than those of the bovine 41
than those of the bright 82
than those of the bronze 398
than those of the brutes 63
than those of the buddha 71
than those of the building 141
than those of the caesars 101
than those of the camera 42
than those of the canada 57
than those of the carbon 129
than those of the cardiac 175
than those of the carpus 94
than those of the castle 100
than those of the casual 62
than those of the cattle 214
than those of the celtic 105
than those of the census 447
than those of the center 305
than those of the cereals 46
than those of the cervix 66
than those of the chapel 45
than those of the chiefs 69
than those of the chilean 114
than those of the chosen 43
than those of the church 3400
than those of the circle 87
than those of the cities 398
than those of the clergy 300
than those of the clerks 40
than those of the client 766
than those of the closed 219
than those of the coarse 92
than those of the colder 121
than those of the colony 109
than those of the column 112
than those of the common 11484
than those of the cooler 49
than those of the copper 94
than those of the corpus 165
than those of the cortex 559
than those of the cotton 272
than those of the counting 46
than those of the county 303
than those of the couple 95
than those of the courts 235
than those of the cranial 152
than those of the creator 71
than those of the creoles 43
than those of the critic 68
than those of the cynics 49
than those of the czechs 62
than those of the danish 172
than those of the danube 167
than those of the darker 101
than those of the debtor 105
than those of the deccan 48
than those of the deeper 298
than those of the demons 42
than those of the desert 517
than those of the design 60
than those of the diamond 40
than those of the direct 655
than those of the disease 205
than those of the distal 341
than those of the divine 252
than those of the doctor 115
than those of the dorsal 1084
than those of the double 259
than those of the driver 46
than those of the earlier 10194
than those of the eastern 2439
than those of the editor 81
than those of the embryo 67
than those of the emerging 42
than those of the empire 393
than those of the energy 68
than those of the english 8026
than those of the entire 1382
than those of the eskimo 128
than those of the estate 88
than those of the events 41
than those of the exciting 123
than those of the existing 1732
than those of the expert 50
than those of the export 112
than those of the fabled 42
than those of the facade 60
than those of the family 963
than those of the famous 312
than those of the farmer 257
than those of the faster 47
than those of the fathers 188
than those of the female 7274
than those of the feudal 212
than those of the fibers 52
than those of the fields 101
than those of the fierce 128
than those of the figure 71
than those of the finest 236
than those of the flanks 45
than those of the forces 44
than those of the forearm 75
than those of the forest 640
than those of the formal 234
than those of the former 12717
than those of the fossil 160
than those of the foster 52
than those of the franks 64
than those of the french 7286
than those of the frigid 68
than those of the future 544
than those of the garden 124
than those of the genius 46
than those of the gentle 42
than those of the gentry 104
than those of the german 2464
than those of the gibbon 58
than those of the gifted 159
than those of the global 83
than those of the golden 457
than those of the gospel 638
than those of the grains 80
than those of the greater 627
than those of the grecian 244
than those of the greeks 1854
than those of the ground 774
than those of the groups 273
than those of the heavier 480
than those of the hebrew 196
than those of the heroic 91
than those of the higher 3442
than those of the highly 510
than those of the hinder 80
than those of the hindus 385
than those of the horses 94
than those of the houses 85
than those of the hudson 191
than those of the humans 52
than those of the humble 105
than those of the hunter 85
than those of the hybrid 104
than those of the iberian 47
than those of the immune 50
than those of the income 140
