tap slippers 90 tap shoulder 143
than affection 58 than american 1203
than authority 88 than business 80
than category 183 than christian 236
than coarsely 57 than communion 85
than composer 313 than condition 69
than creatures 66 than domestic 56
than economic 84 than external 53
than historian 47 than industry 157
than interest 82 than literary 127
than locality 49 than magazine 49
than military 58 than minister 150
than movement 53 than musicians 52
than personal 46 than physical 54
than possible 84 than property 51
than province 77 than religious 157
than specific 53 than stimulus 80
than tradition 43 than tropical 48
than whatever 61 than accurate 44
than questions 43 than questions 92
than prelates 41 than children 42
than children 68 than subjects 42
than candidly 127 than children 57
than practice 1001 than enormous 107
than children 219 than families 45
than children 43 than inclined 50
than conceive 59 than conceive 82
than discover 49 than possibly 64
than anywhere 64 than conceive 163
than expected 47 than prepared 95
than imagined 56 than believed 62
than expected 354 than imagined 1041
than observed 40 than received 56
than supposed 140 than anywhere 87
than expected 79 than imagined 147
than supposed 109 than concerning 41
than possible 53 that criminal 40
that offended 41 that received 158
that ignorant 43 that resolved 81
that received 182 that procures 65
that hereafter 464 that resisted 42
that thereafter 153 that thereafter 51
that interval 49 that torrents 81
that inception 149 that assailed 47
that darkness 42 that employed 131
that everyone 123 that extended 122
that included 409 that numbered 97
that occupied 242 that probably 50
that produced 163 that promised 107
that provided 64 that required 63
that threatened 951 that american 112
that everyone 108 that included 51
that occurred 564 that probably 43
that religious 45 that scarcely 196
that juncture 127 that critical 288
that beethoven 76 that cromwell 127
that everyone 86 that occupied 45
that occurred 58 that relations 85
that tomorrow 56 that washington 64
that juncture 356 that servants 89
that possible 151 that fruitful 41
that presence 94 that presence 148
that presence 188 that presence 278
that children 60 that everyone 108
that tomorrow 1030 that attention 270
that directly 221 that strictly 55
that attention 167 that remotely 93
that resemble 47 that directly 176
that squarely 66 that strictly 131
that directly 198 that colonies 45
that complete 61 that hydrogen 123
that adequate 73 that evidence 53
that anywhere 70 that absolute 41
that adequate 1321 that apparent 46
that approved 54 that assigned 58
that branches 49 that business 44
that children 258 that complete 182
that computer 108 that concrete 59
that constant 96 that critical 56
that definite 183 that directly 43
that discrete 66 that distinct 109
that domestic 53 that economic 141
that electric 51 that embedded 51
that explicit 334 that external 66
that financial 54 that hardware 62
that immediate 356 that inherent 62
that internal 200 that internet 99
that inverses 59 that military 52
that multiple 122 that negative 169
that parallel 63 that personal 55
that physical 495 that pictures 63
that positive 88 that problems 101
that programs 43 that publicly 51
that recourse 49 that religious 54
that security 89 that separate 334
that solutions 96 that specific 791
that standard 98 that statutes 69
that straight 40 that suitable 62
that students 44 that adequate 115
that complete 77 that economic 89
that explicit 181 that headlines 68
that immediate 52 that mistakes 50
that progress 69 that accepted 50
that american 43 that consumer 44
that customer 117 that properly 43
that required 58 that specific 110
that standard 98 that resemble 50
that constant 59 that explaining 57
that external 68 that frequent 80
that immediate 76 that treatment 57
that directly 46 that entirely 57
that amenable 56 that directly 152
that entirely 66 that essential 64
that possible 136 that properly 51
that relevant 264 that directly 53
that products 66 that evidence 148
that properly 45 that directly 85
that directly 60 that adequate 97
that deposits 47 that seriously 79
that directly 174 that explaining 55
that probably 40 that directly 99
that properly 610 that judgment 60
that positions 46 that american 147
that children 66 that christian 95
that liberals 69 that managers 45
that military 44 that officers 405
that officials 233 that scholars 107
that senators 62 that soldiers 57
that students 157 that persuade 84
that lawfully 40 that evidence 48
that children 45 that departed 78
that observed 78 that recourse 43
that whatever 55 that anywhere 49
that directly 47 that decisions 262
that mistakes 101 that progress 126
that approach 60 that conceive 94
that continue 149 that describe 213
that discover 44 that exercise 121
that maintain 215 that partially 58
that preserve 43 that remember 60
that fluently 59 that whatever 75
that terribly 195 that remember 43
that miracles 143 that authority 77
that mistakes 40 that contrary 43
that unbecoming 114 that whatever 40
that intermix 198 that accepted 67
that acquired 117 that attended 71
that borrowed 51 that captured 58
that composed 46 that confined 46
that directed 43 that employed 54
that examined 45 that included 63
that intended 68 that mastered 47
that mentioned 47 that murdered 58
that observed 332 that obtained 146
that prepared 126 that produced 68
that promised 125 that provided 46
that received 725 that recently 61
that resigned 76 that suffered 129
that abducted 1485 that abruptly 43
that absolute 63 that absolved 152
that absorbed 161 that accepted 2749
that accorded 316 that accosted 235
that accurate 68 that actively 505
that actually 726 that actuated 722
that addicted 200 that addressing 252
that adjudged 104 that admitted 2336
that advanced 192 that advocating 346
that affected 538 that afforded 146
that agreeably 86 that allotted 259
that ambitious 72 that ambushed 251
that animated 58 that anointed 418
that answered 89 that anxiously 219
that anywhere 147 that appalled 160
that apprised 482 that apprized 77
that approved 145 that arrested 9798
that arrogant 88 that assailed 273
that assaulting 46 that assembling 43
that assessed 186 that assigned 3551
that assisted 555 that associating 116
that attached 355 that attacked 4805
that attempting 765 that attended 160
that awakened 1090 that backward 51
that badgered 64 that banished 820
that baptized 1588 that beckoned 41
that begotten 132 that beguiled 313
that bequeathed 58 that besieged 107
that betrayed 7461 that betrothed 132
that bitterly 199 that brutally 331
that burdened 85 that bypassed 164
that canvassing 45 that captured 3607
that careless 669 that cautioned 188
that celibate 78 that censured 249
that chairman 200 that chaplain 141
that cherishing 125 that cleverly 89
that closeted 254 that cogitating 41
that collecting 1079 that commanding 44
that committing 149 that compared 90
that concealed 80 that conducting 526
that conferring 128 that confined 1480
that confused 262 that confuted 64
that conjured 55 that conscious 477
that consorting 94 that conspiring 171
that constant 165 that consulting 256
that consumed 127 that contending 85
that continuing 69 that conversing 572
that conveyed 274 that cordially 51
that cornered 69 that corrupting 40
that counseling 43 that courteous 50
that cowardly 110 that credibly 192
that credited 148 that cremated 43
that crippled 190 that critical 189
that cromwell 45 that culpable 58
that culpably 54 that daydreaming 108
that debarred 62 that deceived 13433
that declared 896 that degraded 229
that delirious 230 that delivering 195
that denouncing 47 that depicted 43
that deported 403 that deprived 4853
that derelict 213 that describing 229
that deserted 1051 that desirous 188
that destined 458 that detached 141
that detailed 864 that detained 2760
that detected 751 that deterred 200
that dethroned 82 that developing 704
that devoured 298 that diagnosed 1123
that dilatory 165 that diligent 303
that directed 2530 that directly 435
that director 106 that disabled 154
that disarmed 101 that discussing 745
that disloyal 368 that dismayed 67
that disowned 107 that displaying 53
that disposed 188 that diverted 127
that divested 68 that divinely 830
that divorced 566 that doubtful 105
that downtown 44 that drenched 221
that earmarked 51 that earnestly 124
that eclipsed 55 that educated 2921
that eighteen 67 that elevated 491
that elizabeth 49 that embezzling 99
that employed 5649 that encamped 53
that endeavoring 202 that endorsed 67
that enjoined 180 that enlisted 154
that ennobled 51 that enriched 44
that enrolled 259 that enslaved 74
that ensnared 134 that entangled 66
that entirely 1249 that entitled 170
that entreated 52 that escorted 85
that estranged 94 that examined 467
that exchanged 144 that excluded 1013
that executed 1087 that exempted 127
that exercising 137 that exhibiting 56
that expected 637 that expelled 2314
that explaining 106 that exploiting 43
that expounding 78 that expressing 151
that faithless 108 that fearfully 43
that feverish 44 that financed 55
that followed 1054 that forcibly 547
that foretold 64 that forgiven 860
that formally 415 that formerly 507
that forsaken 232 that fourteen 73
that friendly 283 that fulfilling 45
that furnishing 66 that gazetted 232
that generous 288 that governed 132
that governor 363 that grateful 91
that grounded 48 that hampered 108
that handsome 83 that harassed 299
that helpless 99 that hesitant 75
that hesitating 137 that hindered 247
that homeless 42 that homesick 88
that honestly 84 that horribly 191
that ignorant 443 that immersed 103
that impeached 86 that impelled 365
that impolite 44 that imported 49
that impotent 282 that inactive 89
that inclined 383 that included 376
that indebted 313 that indicted 1878
that indolent 103 that inducted 163
that indulged 44 that infected 623
that informed 27377 that initially 78
that initiated 852 that injected 77
that innocent 297 that insolent 77
that inspecting 87 that inspired 1506
that insulted 2423 that intended 218
that interned 207 that interred 80
that intimate 664 that intriguing 184
that inundating 44 that invested 420
that involved 15454 that inwardly 72
that isolated 115 that journeying 50
that knighted 359 that lawfully 246
that licensed 117 that listened 143
that maligned 225 that mandated 61
that marooned 76 that martyred 138
that mastered 99 that meditating 441
that mentally 302 that mentioned 391
that minister 172 that mistaken 10430
that moderate 40 that molested 215
that monitoring 65 that mortally 371
that murdered 8810 that mustered 63
that neglecting 489 that negotiating 492
that nineteen 86 that notified 729
that nourishing 147 that nurtured 101
that obedient 197 that oblivious 127
that observed 930 that obsessed 123
that occupied 535 that offended 453
that officiating 46 that operated 290
that ordained 1338 that organizing 69
that orphaned 154 that otherwise 81
that outfoxed 53 that outlawed 195
that outraged 123 that outvoted 104
that overawed 40 that overcome 710
that overheard 321 that overpaid 189
that pampered 137 that pardoned 432
that partially 169 that patrolling 40
that perfecting 52 that performing 361
that persuading 45 that pestered 68
that plundering 55 that poisoned 9426
that politely 43 that postponing 57
that practicing 573 that preceded 599
that predicting 71 that prepared 1549
that presenting 69 that preserving 49
that presumed 49 that pretending 136
that promised 4440 that promoted 3519
that prompted 612 that properly 680
that proposed 290 that protecting 114
that provided 481 that provoked 618
that publicly 504 that publishing 91
that punished 1508 that purchasing 48
that purified 192 that questioning 113
that reassured 120 that rebuffed 221
that recalled 1225 that received 2469
that recently 733 that reckless 162
that reckoned 40 that recounting 50
that recovering 40 that redeemed 156
that referred 441 that reflecting 195
that reformed 68 that regarded 271
that rejected 1618 that relieved 1538
that reminded 276 that rendered 394
that repelled 56 that replaced 1029
that reported 557 that repressing 54
that reproved 116 that repulsed 199
that requesting 58 that required 730
that researching 100 that reserved 116
that resident 296 that resisted 41
that resolved 65 that responding 49
that restless 105 that restored 666
that retained 791 that returned 481
that reunited 70 that rewarded 414
that ruminating 40 that savagely 90
that scarcely 180 that schooled 156
that scourged 109 that scratching 42
that scribbling 58 that seconded 73
that secretly 1496 that securely 43
that selected 5658 that sensible 160
that seriously 1802 that severely 1474
that sexually 1117 that shabbily 158
that shadowed 123 that shrewdly 107
that sickened 43 that signally 65
that silenced 148 that silently 80
that singularly 410 that slighted 1631
that slightly 308 that smothered 83
that smuggled 178 that snatched 310
that softened 40 that solemnly 145
that soliciting 85 that somewhat 2908
that specially 1191 that spirited 372
that squeezed 95 that startled 314
that stationed 640 that stranded 88
that strangely 158 that strangled 768
that strapped 148 that stricken 689
that strictly 147 that stripped 627
that struggling 640 that submitting 45
that suborned 461 that subpoenaed 174
that succored 40 that suckered 85
that suddenly 1160 that suffered 137
that suggesting 48 that summoned 4660
that supplied 388 that supporting 209
that supposed 158 that swaggering 91
that swindled 1004 that switched 60
that tactless 125 that tampered 312
that targeted 244 that tendered 80
that terribly 599 that threatened 2035
that torpedoed 61 that tortured 1633
that traduced 114 that trampled 60
that traversing 54 that troubled 746
that undergoing 143 that unfairly 2217
that unjustly 6367 that unmasked 62
that uprooted 57 that upstaged 64
that upstairs 156 that urgently 94
that variously 43 that verbally 92
that viciously 51 that vigilant 41
that vilified 48 that violently 312
that wantonly 72 that welcomed 193
that wickedly 65 that withdrawn 122
that withholding 93 that witnessing 108
that directly 293 that honestly 42
that prepared 775 that provided 60
that secretly 41 that somewhat 115
that specially 80 that straight 1169
that suddenly 114 that religious 70
that innocent 43 that recently 57
that sometime 41 that suddenly 762
that business 180 that contrary 43
that likewise 85 that mischief 44
that otherwise 85 that unwisely 140
that whatever 90 that wickedly 58
that syndrome 67 that received 93
that withdrawn 93 that intended 40
that mentioned 88 that prepared 90
that promised 61 that proposed 41
that received 153 that threatened 81
that ventured 56 that accepted 225
that actually 231 that admitted 166
that answered 74 that approved 191
that assented 43 that asserted 53
that attached 43 that attacked 62
that attended 284 that believed 340
that betrayed 65 that borrowed 61
that combated 69 that deceived 48
that declared 73 that demanded 49
that deserved 115 that designed 44
that detected 45 that directly 48
that embarked 109 that employed 152
that examined 92 that executed 47
that expected 139 that imagined 241
that indulged 58 that intended 1026
that listened 252 that mentioned 267
that observed 284 that occupied 95
that presumed 66 that produced 78
that promised 434 that proposed 134
that received 3389 that referred 51
that regarded 178 that resigned 64
that returned 118 that seriously 150
that suffered 372 that supposed 42
that threatened 102 that traveled 56
that ventured 90 that wandered 52
that impelled 95 that somewhat 80
that threatened 40 that children 319
that memories 57 that children 285
that admission 42 that authority 557
that anywhere 41 that bankrupt 194
that directly 271 that entirely 45
that secretly 41 that somewhat 48
that southward 40 that straight 1286
that suddenly 66 that upstairs 268
that accounts 48 that authority 139
that business 55 that contacts 71
that evidence 137 that relations 121
that activity 99 that affection 77
that ambitions 48 that authority 53
that capacity 43 that heaviness 57
that interest 113 that materials 94
that personal 120 that potential 167
that expected 234 that promised 55
that problems 41 that accounts 48
that concerning 176 that hamilton 41
that hundreds 44 that mentioned 40
that resounding 41 that somebody 79
that somewhat 45 that problems 41
that communion 98 that finished 80
that authority 43 that accepted 266
that achieved 104 that acquired 414
that admitted 68 that answered 47
that arrested 48 that attained 54
that attended 235 that awakened 247
that borrowed 123 that captured 134
that composed 210 that declared 108
that departed 91 that detected 54
that employed 63 that examined 80
that executed 49 that finished 3310
that happened 233 that imported 50
that informed 124 that insulted 42
that invented 172 that invested 40
that launched 56 that listened 99
that mentioned 106 that murdered 100
that observed 347 that obtained 227
that operated 51 that overheard 240
that prepared 98 that procured 44
that produced 57 that promised 69
that proposed 85 that provided 40
that recalled 48 that received 22241
that recently 504 that recorded 49
that resigned 150 that returned 5645
that reviewed 44 that stumbled 88
that suffered 207 that survived 40
that traveled 66 that concealed 65
that concealed 47 that business 93
that florence 50 that scotland 107
that unspoken 149 that washington 128
that interest 48 that eighteen 159
that interest 3099 that patience 150
that prestige 63 that somewhat 41
that thousands 51 that whatever 118
that adequate 87 that advances 190
that attempts 168 that concerning 123
that definite 45 that diligent 257
that entrance 61 that frequent 189
that improper 112 that interest 54
that mistakes 1107 that numerous 217
that payments 140 that personal 107
that possible 143 that progress 503
that promises 378 that provision 523
that speeches 98 that admirers 41
that children 175 that contacts 64
that misgivings 43 that occasions 47
that personal 87 that powerful 50
that problems 99 that questions 75
that authority 78 that business 99
that children 56 that education 42
that interest 157 that patience 40
that personal 48 that questions 42
that recently 62 that earnestly 78
that probably 168 that recently 70
that business 84 that improved 75
that interest 56 that personal 48
that children 93 that whatever 120
that definite 73 that personal 130
that positive 46 that whatever 1303
that wherewith 73 that accepted 113
that actually 117 that admitted 45
that attacked 45 that attended 163
that believed 406 that declared 114
that defended 46 that employed 76
that examined 50 that expected 55
that followed 170 that imagined 67
that intended 179 that mentioned 145
that mistaken 41 that observed 177
that obtained 42 that occupied 84
that promised 200 that proposed 176
that received 354 that referred 43
that regarded 95 that rejected 54
that remarked 91 that resolved 178
that suffered 84 that threatened 79
that traveled 48 that accepted 985
that acquired 48 that affected 85
that approved 57 that attained 80
that attended 124 that borrowed 117
that contempt 78 that defended 113
that eighteen 188 that employed 56
that examined 56 that exchanged 372
that executed 65 that finished 73
that followed 423 that formerly 48
that fourteen 48 that glimpsed 51
that imagined 222 that intended 493
that invented 49 that inverted 297
that listened 61 that mentioned 134
that narrowly 49 that observed 44
that obtained 105 that partially 85
that prepared 121 that procured 40
that promised 251 that proposed 86
that provided 45 that received 944
that recently 2130 that referred 60
that remained 80 that reported 51
that retained 47 that returned 252
that suffered 213 that threatened 61
that ventured 56 that withdrawn 50
that business 375 that children 153
that problems 68 that projects 49
that attention 166 that eyesight 40
that materials 157 that concerning 118
that farewell 82 that publicly 42
that respecting 69 that american 50
that anywhere 47 that armstrong 53
that augustus 121 that chambers 47
that children 106 that christian 51
that depicted 48 that evidence 164
that families 43 that flickering 98
that hundreds 189 that military 44
that monsieur 84 that movement 50
that numerous 74 that odysseus 98
that patients 45 that pictures 120
that soldiers 138 that somebody 80
that thousands 131 that messages 147
that affection 110 that authority 123
that business 2509 that capacity 41
that concerns 79 that curiosity 51
that definite 234 that distance 71
that education 74 that evidence 81
that explaining 47 that financial 68
that intention 176 that interest 342
that literary 41 that medicine 48
that military 54 that mischief 41
that misgivings 320 that personal 519
that physical 73 that positive 40
that powerful 100 that presents 49
that problems 195 that property 104
that prospect 62 that questions 144
that relations 42 that scruples 72
that sinister 127 that specific 46
that suspicion 182 that terrible 109
that valuable 78 that authority 385
that evidence 43 that fortunes 46
that approval 41 that attention 348
that complete 40 that interest 73
that acquired 55 that received 42
that ambitions 60 that brigades 77
that children 529 that distinct 59
that everyone 72 that campaign 43
that improper 43 that indecent 40
that steroids 79 that cleverly 42
that definite 168 that powerful 52
that probably 60 that recently 261
that seriously 86 that deserved 186
that observed 41 that amounted 58
that slippers 78 that acquired 53
that employed 41 that observed 217
that obtained 65 that prepared 50
that produced 56 that received 138
that deposits 48 that abducted 93
that absolved 88 that absorbed 56
that accepted 977 that accorded 205
that actively 161 that actually 244
that actuated 213 that addicted 44
that addressing 65 that adjudged 84
that admitted 783 that advanced 49
that advocating 79 that affected 218
that afforded 55 that allotted 90
that ambitious 49 that anointed 121
that apprised 60 that approved 104
that arrested 1509 that artfully 66
that assailed 52 that assessed 112
that assigned 681 that assisted 79
that attacked 542 that attempting 228
that attended 63 that awakened 108
that banished 272 that baptized 409
that begotten 58 that beguiled 58
that betrayed 1786 that bitterly 69
that burdened 69 that captured 308
that careless 123 that cautioned 75
that censured 276 that collecting 226
that committing 47 that commonly 49
that compared 299 that conducting 199
that confined 320 that confused 141
that conscious 63 that consorting 45
that conspiring 54 that consulting 75
that consumed 46 that conversing 50
that credibly 54 that credited 269
that criminal 81 that crippled 47
that deceived 3619 that declared 264
that degraded 78 that depicted 95
that deprived 2095 that describing 220
that deserted 422 that destined 64
that detailed 95 that detained 652
that detected 174 that developing 238
that diagnosed 204 that diligent 237
that directed 233 that directly 87
that discussing 180 that disloyal 67
that diverted 93 that divinely 204
that divorced 123 that educated 383
that elevated 194 that embezzling 43
that employed 915 that endeavoring 41
that enriched 67 that enrolled 89
that entirely 361 that equipped 60
that estranged 54 that examined 291
that excluded 226 that executed 98
that exempted 70 that exercising 46
that expected 72 that expelled 360
that expounding 44 that extolled 45
that faithless 76 that followed 288
that forcibly 76 that forgiven 358
that formally 70 that formerly 140
that forsaken 103 that friendly 50
that functioning 49 that furiously 86
that generous 62 that governed 63
that hampered 50 that harassed 66
that hindered 52 that honestly 45
that ignorant 60 that impelled 105
that improved 55 that inclined 69
that included 111 that indebted 59
that indicted 197 that infected 259
that informed 3551 that initiated 154
that inspired 311 that insulted 442
that intimate 84 that invested 140
that involved 918 that lawfully 201
that licensed 67 that listened 64
that maligned 70 that meditating 59
that mentally 115 that mentioned 129
that mistaken 1221 that mortally 78
that murdered 968 that neglecting 144
that negotiating 64 that notified 223
that nurtured 47 that obedient 44
that observed 176 that obsessed 43
that occupied 204 that offended 165
that ordained 256 that overcome 154
that overheard 78 that overpaid 64
that pardoned 620 that partially 41
that performing 179 that pictured 82
that poisoned 552 that practicing 191
that preceded 85 that prepared 191
that presenting 54 that pretending 41
that proceeding 60 that promised 322
that promoted 586 that prompted 121
that properly 436 that proposed 44
that provided 216 that provoked 103
that publicly 97 that publishing 50
that punished 688 that purified 111
that recalled 189 that received 401
that recently 165 that redeemed 230
that referred 215 that reformed 44
that regarded 318 that rejected 737
that relieved 290 that reminded 68
that rendered 212 that replaced 306
that reported 112 that repressing 47
that required 216 that resident 154
that restored 335 that retained 232
that returned 145 that rewarded 116
that secretly 253 that selected 1002
that seriously 404 that severely 183
that sexually 191 that shielded 40
that singularly 71 that slighted 188
that slightly 43 that snatched 108
that somewhat 835 that specially 351
that spirited 64 that stationed 51
that strangely 44 that stricken 137
that stripped 156 that struggling 162
that subpoenaed 52 that suddenly 115
that suitably 43 that summoned 600
that supplied 69 that supporting 60
that supposed 161 that swindled 342
that targeted 53 that terribly 70
that threatened 169 that tortured 148
that troubled 167 that unfairly 1000
that unjustly 1479 that violently 77
that welcomed 44 that withdrawn 49
that witnessing 55 that business 59
that whatever 45 that proposed 111
that actually 49 that declared 72
that produced 45 that received 367
that suffered 60 that children 66
that children 83 that eternity 56
that authority 153 that backward 105
that straight 108 that judgment 108
that capacity 45 that facility 46
that interest 58 that potential 55
that communion 45 that acquired 161
that awakened 58 that composed 59
that finished 1735 that invented 77
that mentioned 67 that murdered 68
that obtained 48 that produced 50
that received 1389 that recently 91
that returned 850 that interest 469
that prestige 87 that adequate 51
that advances 103 that definite 51
that diligent 312 that financial 47
that frequent 46 that mistakes 326
that numerous 80 that payments 46
that possible 96 that progress 402
that provision 287 that valuable 41
that brilliant 49 that children 76
that problems 46 that authority 66
that interest 59 that problems 51
that recently 55 that unfairly 78
that improved 41 that concealed 54
that feminine 60 that whatever 245
that followed 125 that partially 47
that produced 63 that received 99
that recently 312 that problems 43
that attention 95 that concerning 100
that publicly 49 that respecting 59
that children 41 that examples 49
that hundreds 89 that numerous 59
that odysseus 46 that patients 79
that thousands 58 that authority 47
that business 196 that capacity 42
that definite 110 that evidence 71
that interest 335 that personal 121
that physical 53 that positive 48
that problems 54 that property 73
that authority 211 that evidence 66
that interest 62 that children 177
that definite 51 that recently 42
that valuable 84 that authority 46
that informed 157 that punished 65
that defended 42 that manifest 55
that deserved 51 that casually 47
that concerning 41 that prepared 149
that whatever 42 that pressure 60
that salvation 57 that sharpers 45
that evidence 161 that arrogant 106
that absorbed 45 that accepted 107
that achieved 76 that acquired 654
that actually 298 that admitted 73
that advanced 78 that answered 608
that assisted 87 that attained 59
that attended 206 that authority 71
that believed 326 that betrayed 68
that borrowed 250 that children 105
that composed 124 that concerning 53
that confused 143 that departed 41
that designed 138 that dictated 40
that directed 45 that employed 125
that executed 61 that expected 103
that extended 45 that finished 42
that followed 189 that foreseen 55
that harbored 180 that imagined 79
that included 43 that incurred 175
that indulged 52 that infected 49
that inspired 45 that intended 601
that invented 147 that mentioned 90
that mistaken 167 that murdered 118
that observed 144 that obtained 361
that occupied 54 that offended 146
that perished 56 that prepared 53
that problems 49 that procured 44
that produced 194 that profited 45
that provided 122 that received 1169
that recourse 153 that referred 106
that regarded 211 that remained 121
that rendered 54 that resented 51
that retained 68 that returned 253
that secretly 41 that selected 53
that somewhat 105 that stumbled 68
that suffered 849 that supplied 55
that supposed 75 that survived 112
that traveled 107 that wherewith 140
that wondered 70 that communion 50
that humility 44 that honestly 41
that properly 42 that decisions 41
that mistakes 77 that provision 51
that judgment 59 that immediate 72
that whatever 40 that possibly 97
that probably 57 that properly 85
that accepted 402 that acquired 93
that admitted 114 that approved 302
that approves 41 that assigned 59
that assisted 45 that attained 47
that attended 63 that believed 413
that believes 285 that bestowed 123
that commands 45 that composed 102
that connived 54 that deceived 159
that declared 55 that declined 146
that defended 45 that deprived 44
that deserved 71 that deserves 42
that designed 115 that destroys 146
that directed 61 that disliked 88
that embraced 41 that employed 55
that entirely 40 that excelled 44
that expected 127 that extended 40
that followed 78 that forgives 40
that governed 101 that insisted 66
that intended 169 that invented 46
that listened 95 that observed 108
that obtained 228 that occupied 51
that overcame 133 that overthrew 47
that pardoned 165 that prepared 89
that procured 103 that produced 99
that promised 120 that proposed 42
that provided 138 that recalled 82
that received 451 that receives 68
that recorded 40 that regarded 127
that rejected 146 that remained 103
that repulsed 51 that required 44
that resigned 52 that resisted 46
that resolved 46 that restored 106
that retained 98 that returned 95
that suffered 114 that supplied 49
