pacemaker timing cycles 196
paragraph have become 58
paragraph have effect 65
paragraph have failed 73
paragraph heads should 211
paragraph here quoted 148
paragraph into another 62
paragraph into english 135
paragraph into vulgar 51
paragraph just before 943
paragraph just quoted 4715
paragraph last quoted 322
paragraph leans heavily 65
paragraph mark appears 111
paragraph mark before 169
paragraph mark stores 49
paragraph mark symbol 79
paragraph more clearly 55
paragraph most likely 432
paragraph must always 64
paragraph must follow 69
paragraph must relate 178
paragraph must submit 49
paragraph news release 89
paragraph only refers 67
paragraph says something 47
paragraph single voyage 83
paragraph such claims 97
paragraph text object 99
paragraph there should 186
paragraph three states 138
paragraph unto itself 99
paragraph were quoted 45
paragraph will afford 41
paragraph will always 100
paragraph will answer 74
paragraph will become 170
paragraph will convey 52
paragraph will depend 219
paragraph will enable 60
paragraph will extend 64
paragraph will follow 72
paragraph will impose 155
paragraph will remain 102
paragraph will remind 58
paragraph will result 81
paragraph your course 44
paralleling main street 48
paralleling their course 108
paralleling these changes 40
paralleling those already 97
parallels among actual 79
parallels among modern 46
parallels among various 52
parallels even further 94
parallels from earlier 140
parallels from english 132
parallels from jewish 285
parallels from modern 120
parallels from nature 53
parallels from qumran 102
parallels from various 78
parallels have already 172
parallels have become 44
parallels much farther 58
parallels these changes 146
parallels these findings 144
parallels those already 198
parallels were obvious 164
parallels were opened 64
parallels were sought 104
parallels were striking 252
parallels what occurs 117
parallels will become 64
parallels will divide 67
paralysis also occurs 514
paralysis from causes 49
paralysis from damage 51
paralysis from disease 861
paralysis from fright 213
paralysis from injury 338
paralysis from lesions 155
paralysis from spinal 854
paralysis from stroke 117
paralysis from trauma 97
paralysis have already 65
paralysis must always 50
paralysis only occurs 104
paralysis were treated 50
paralysis will affect 106
paralysis will become 47
paralysis will depend 204
paralysis will follow 96
paralysis will remain 71
paralysis will result 428
paralyzed from fright 125
paralyzed from injury 44
paralyzed from spinal 103
paralyzed from terror 58
paralyzed limb should 112
paralyzed many another 46
paralyzed soft palate 201
paralyzed their powers 60
paralyzed their strength 82
parameter also allows 45
parameter also appears 56
parameter also called 42
parameter also changes 158
parameter also varies 43
parameter file called 61
parameter from another 227
parameter from sample 122
parameter from sparse 104
parameter have already 42
parameter having values 98
parameter into another 51
parameter list appears 80
parameter list before 102
parameter list begins 83
parameter list itself 41
parameter list passed 179
parameter list should 293
parameter most likely 100
parameter most widely 89
parameter must always 481
parameter must remain 43
parameter sets should 111
parameter taking values 144
parameter there exists 42
parameter time series 236
parameter type checking 293
parameter were changed 48
parameter were chosen 63
parameter when invoking 45
parameter when starting 50
parameter when studying 61
parameter will accept 101
parameter will affect 298
parameter will always 270
parameter will become 128
parameter will define 43
parameter will depend 224
parameter will remain 288
parameter will result 235
parameter will return 127
paramount over courts 57
paramount over vassal 43
paramount part played 81
paramount role played 377
paramount task before 168
paramount when deciding 44
paramours gave endearing 60
paraplegia from disease 78
paraplegia from injury 72
paraplegia from spinal 256
parasites also attack 44
parasites from africa 43
parasites from another 48
parasites from becoming 42
parasites from entering 89
parasites from europe 89
parasites from fishes 63
parasites from larger 86
parasites from marine 51
parasites from various 58
parasites gain access 213
parasites have already 129
parasites have become 575
parasites have caused 50
parasites have gained 56
parasites have learned 43
parasites have little 114
parasites have proved 64
parasites have reached 112
parasites live inside 279
parasites living inside 130
parasites most likely 118
parasites pass through 477
parasites show active 42
parasites upon plants 105
parasites vary greatly 76
parasites were absent 84
parasites were already 46
parasites were always 54
parasites were common 94
parasites were killed 177
parasites were placed 93
parasites were treated 57
parasites were washed 78
parasites will always 51
parasites will become 68
parasites will remain 51
parasitic fungi attack 129
parasitic fungi belonging 79
parasitic life cycles 227
parasitic seed plants 565
parasitic skin disease 824
parasitic upon another 152
parasitic upon fishes 109
parasitic upon higher 91
parasitic upon normal 70
parasitic upon plants 207
parasitic upon speech 66
parasitic upon various 149
parasitic wasp called 58
parasitic worm called 83
parchment deep cracking 272
parchment face stared 45
parchment from animal 42
parchment from inside 173
parchment into shreds 44
parchment lamp shades 404
parentage were called 53
parenthood have become 249
parenthood have changed 142
parenthood will become 141
parliament also passed 457
parliament brings judges 42
parliament duly chosen 72
parliament even before 57
parliament from arrest 128
parliament from courts 73
parliament from dublin 40
parliament from enacting 43
parliament from enjoying 45
parliament from entering 96
parliament from london 88
parliament from various 124
parliament gave orders 44
parliament grew jealous 51
parliament have agreed 74
parliament have already 57
parliament have always 113
parliament have become 113
parliament have little 41
parliament have passed 96
parliament have tended 45
parliament have thought 108
parliament having always 60
parliament having caused 52
parliament having passed 224
parliament having thought 101
parliament held before 99
parliament into session 198
parliament just before 114
parliament last session 165
parliament laying duties 42
parliament like england 53
parliament must always 88
parliament must attack 61
parliament must become 52
parliament must decide 70
parliament must expire 91
parliament must oblige 50
parliament must remain 45
parliament must settle 79
parliament next session 89
parliament next winter 54
parliament once begins 41
parliament their famous 40
parliament there should 75
parliament took little 42
parliament took notice 84
parliament went beyond 74
parliament went further 101
parliament went through 47
parliament were afraid 62
parliament were agreed 77
parliament were almost 99
parliament were already 125
parliament were always 110
parliament were anxious 92
parliament were ardent 57
parliament were averse 103
parliament were becoming 59
parliament were better 69
parliament were bribed 45
parliament were burned 40
parliament were called 321
parliament were carrying 61
parliament were chosen 143
parliament were closed 65
parliament were deeply 41
parliament were engaged 174
parliament were filled 80
parliament were forced 78
parliament were greatly 64
parliament were highly 72
parliament were indeed 50
parliament were issued 143
parliament were killed 41
parliament were little 43
parliament were mainly 45
parliament were mostly 52
parliament were openly 70
parliament were passed 759
parliament were placed 72
parliament were treated 58
parliament were unable 70
parliament were united 87
parliament what should 77
parliament will always 102
parliament will assist 49
parliament will become 123
parliament will decide 161
parliament will lessen 67
parliament will remain 56
parliament will surely 42
parliament will tamely 47
paroxysms have become 81
paroxysms vary greatly 63
paroxysms were always 58
paroxysms were severe 55
particles also absorb 58
particles also affect 152
particles also become 229
particles also behave 45
particles also called 74
particles also causes 47
particles also changes 121
particles also differ 51
particles also occurs 139
particles also rotate 42
particles also showed 55
particles also varies 96
particles among energy 137
particles among states 99
particles among various 46
particles back through 44
particles back toward 183
particles break through 45
particles come closer 839
particles come through 65
particles coming through 225
particles deep inside 147
particles down through 192
particles down toward 43
particles draw closer 68
particles drop through 78
particles during annealing 122
particles during grinding 76
particles during handling 95
particles during periods 74
particles during pressing 71
particles during sampling 141
particles during settling 50
particles during spraying 41
particles during thermal 42
particles even before 122
particles even larger 46
particles fall faster 105
particles fall freely 54
particles fall through 1440
particles fall toward 48
particles fast enough 43
particles fell through 135
particles fine enough 496
particles flow around 214
particles flow freely 50
particles flow through 301
particles flying around 208
particles flying through 288
particles form chains 163
particles form larger 78
particles form layers 41
particles from adhering 561
particles from animal 159
particles from another 155
particles from aqueous 229
particles from around 374
particles from atomic 177
particles from becoming 302
particles from behind 45
particles from beyond 97
particles from biomass 100
particles from bottom 231
particles from bovine 194
particles from carbon 66
particles from clogging 186
particles from clumping 161
particles from coarse 148
particles from cohering 54
particles from comets 84
particles from cosmic 154
particles from damaging 106
particles from diesel 530
particles from dilute 57
particles from direct 48
particles from drifting 64
particles from dropping 92
particles from entering 2167
particles from escaping 400
particles from fission 341
particles from flares 82
particles from floating 79
particles from fluids 140
particles from forest 74
particles from fossil 100
particles from further 95
particles from gaseous 160
particles from grinding 244
particles from ground 112
particles from higher 295
particles from highly 42
particles from incoming 93
particles from inside 227
particles from kilauea 54
particles from larger 209
particles from liquid 454
particles from marine 119
particles from matter 59
particles from normal 192
particles from nuclear 769
particles from nuclei 452
particles from plants 176
particles from plasma 341
particles from rabbit 46
particles from radium 5056
particles from random 64
particles from regions 232
particles from settling 776
particles from source 60
particles from spreading 149
particles from sticking 287
particles from striking 152
particles from thermal 47
particles from thorium 713
particles from touching 90
particles from various 527
particles from without 172
particles gain access 107
particles gain energy 1215
particles give higher 100
particles grew larger 50
particles grow faster 82
particles grow further 40
particles grow larger 392
particles have access 68
particles have almost 157
particles have already 1187
particles have always 118
particles have angular 51
particles have another 44
particles have become 1037
particles have better 41
particles have broken 74
particles have caused 56
particles have changed 177
particles have charge 280
particles have divers 88
particles have energy 311
particles have enough 710
particles have failed 65
particles have fallen 217
particles have finite 126
particles have formed 372
particles have gained 65
particles have greater 772
particles have higher 926
particles have inertia 144
particles have larger 247
particles have little 1153
particles have masses 437
particles have melted 59
particles have neither 56
particles have passed 404
particles have proved 109
particles have random 96
particles have reached 534
particles have special 68
particles have speeds 124
particles have thermal 44
particles have united 49
particles have values 76
particles have various 119
particles have weight 51
particles having energy 568
particles having greater 84
particles having higher 462
particles having larger 48
particles having masses 863
particles having random 43
particles having reached 43
particles having settling 107
particles having spaces 42
particles having speeds 59
particles having various 473
particles heavy enough 90
particles into another 101
particles into chains 83
particles into closer 454
particles into clouds 48
particles into clumps 111
particles into coarse 49
particles into crumbs 118
particles into energy 211
particles into groups 319
particles into higher 129
particles into larger 1651
particles into layers 73
particles into liquid 123
particles into little 47
particles into masses 63
particles into minute 41
particles into narrow 47
particles into nuclei 108
particles into porous 47
particles into regions 51
particles into stable 160
particles into streams 46
particles into various 146
particles just before 141
particles leave behind 124
particles leave tracks 215
particles left behind 867
particles like grains 98
particles like itself 78
particles like mesons 42
particles like pollen 63
particles like proton 41
particles like quarks 166
particles lose energy 1241
particles lost energy 46
particles more clearly 58
particles more firmly 58
particles more hooked 81
particles more likely 44
particles more readily 214
particles more remote 57
particles more slowly 42
particles more widely 73
particles most likely 392
particles most readily 44
particles move across 204
particles move almost 55
particles move around 1572
particles move closer 618
particles move farther 125
particles move faster 2047
particles move freely 567
particles move further 187
particles move inside 260
particles move inward 55
particles move slower 87
particles move slowly 222
particles move through 2848
particles move toward 778
particles move upward 124
particles move without 75
particles moving across 344
particles moving around 713
particles moving faster 501
particles moving freely 555
particles moving inside 153
particles moving slowly 76
particles moving through 2804
particles moving toward 675
particles moving upward 103
particles moving without 40
particles much bigger 44
particles much heavier 154
particles much larger 1563
particles must always 210
particles must become 96
particles must depend 95
particles must differ 57
particles must escape 62
particles must exceed 74
particles must follow 130
particles must occupy 68
particles must remain 270
particles must result 42
particles must settle 67
particles must strike 94
particles must suffer 44
particles must travel 323
particles must vanish 44
particles obey newton 84
particles only occurs 92
particles only through 88
particles over energy 61
particles pass across 55
particles pass through 40312
particles rise through 45
particles shot through 72
particles show little 123
particles sink slowly 47
particles sink through 68
particles slip through 54
particles soon become 44
particles soon settle 78
particles spin around 47
particles tend toward 69
particles there exists 251
particles there placed 43
particles upon impact 98
particles vary greatly 248
particles vary widely 142
particles very slowly 42
particles went through 254
particles were absent 216
particles were active 54
particles were almost 246
particles were already 490
particles were always 295
particles were angular 65
particles were becoming 45
particles were before 43
particles were bonded 48
particles were broken 161
particles were called 590
particles were caught 120
particles were caused 44
particles were changed 66
particles were chosen 214
particles were cleared 93
particles were clearly 172
particles were coated 584
particles were common 67
particles were created 490
particles were doubly 76
particles were driven 200
particles were eroded 49
particles were evenly 91
particles were fairly 75
particles were filled 72
particles were floating 76
particles were forced 120
particles were formed 3806
particles were further 256
particles were greater 97
particles were ground 132
particles were hardly 48
particles were heavier 48
particles were helium 350
particles were higher 57
particles were highly 359
particles were hollow 64
particles were imaged 74
particles were indeed 321
particles were ingested 108
particles were ionized 43
particles were larger 350
particles were lifted 125
particles were likely 123
particles were loaded 87
particles were lodged 42
particles were mainly 266
particles were melted 56
particles were merely 44
particles were mostly 243
particles were needed 122
particles were packed 175
particles were partly 43
particles were passed 154
particles were picked 129
particles were placed 728
particles were poured 98
particles were pulled 69
particles were pushed 96
particles were rarely 83
particles were readily 163
particles were rinsed 118
particles were sieved 199
particles were simply 132
particles were sorted 57
particles were stable 148
particles were stored 117
particles were sucked 95
particles were termed 53
particles were tested 218
particles were thought 352
particles were traced 83
particles were treated 460
particles were turned 86
particles were unable 78
particles were united 61
particles were varied 45
particles were viewed 49
particles were washed 783
particles were widely 98
particles when packed 40
particles when placed 107
particles when rubbed 70
particles when viewed 158
particles will absorb 165
particles will adhere 565
particles will adsorb 76
particles will affect 272
particles will almost 51
particles will always 564
particles will arrange 205
particles will arrive 133
particles will ascend 49
particles will assume 106
particles will attach 86
particles will attain 53
particles will become 1003
particles will behave 301
particles will bounce 90
particles will cohere 57
particles will damage 42
particles will depend 563
particles will differ 95
particles will emerge 132
particles will enable 40
particles will escape 260
particles will exceed 49
particles will excite 40
particles will expand 52
particles will follow 446
particles will greatly 61
particles will impact 121
particles will indeed 44
particles will induce 55
particles will likely 131
particles will occupy 175
particles will orient 44
particles will radiate 57
particles will readily 80
particles will reduce 196
particles will remain 1624
particles will resist 61
particles will result 548
particles will retain 127
particles will return 102
particles will rotate 92
particles will settle 3867
particles will simply 88
particles will slowly 70
particles will spiral 62
particles will strike 258
particles will suffer 148
particles will travel 1101
partisans have always 85
partisans have argued 50
partisans have become 102
partisans have fought 49
partisans into office 50
partisans must always 65
partisans took refuge 66
partisans were active 411
partisans were afraid 57
partisans were almost 90
partisans were already 671
partisans were always 70
partisans were anxious 61
partisans were becoming 119
partisans were called 279
partisans were caught 52
partisans were driven 125
partisans were engaged 78
partisans were fighting 480
partisans were forced 235
partisans were formed 59
partisans were gathering 41
partisans were greatly 89
partisans were guilty 48
partisans were killed 515
partisans were likely 62
partisans were mostly 54
partisans were placed 53
partisans were plotting 43
partisans were taught 75
partisans were treated 160
partisans were unable 121
partisans were watching 40
partitioning among various 91
partitioning hard drives 312
partitioning into blocks 43
partitioning into groups 63
partitioning into lipids 60
partitioning into starch 138
partitioning south africa 86
partitioning will depend 109
partitioning your system 115
partitions have already 46
partitions have become 64
partitions into little 54
partitions into stalls 45
partitions into twelve 40
partitions into various 44
partitions were broken 53
partitions were created 72
partitions were formed 88
partitions were placed 157
partitions were proved 49
partitions were pulled 52
partitions were raised 54
partitive noun phrase 74
partridge adds another 49
partridge will tumble 109
passengers came aboard 1546
passengers came ashore 665
passengers came crowding 97
passengers came flocking 104
passengers came streaming 49
passengers came through 352
passengers come aboard 518
passengers come ashore 210
passengers come through 45
passengers coming aboard 372
passengers coming ashore 94
passengers coming through 291
passengers died before 74
passengers drew around 107
passengers during boarding 96
passengers during flight 131
passengers even before 103
passengers fall asleep 61
passengers fell asleep 97
passengers fell silent 91
passengers filing through 58
passengers flung across 58
passengers flying across 106
passengers flying through 50
passengers from abroad 135
passengers from across 57
passengers from albany 93
passengers from almost 42
passengers from another 205
passengers from around 74
passengers from becoming 42
passengers from behind 96
passengers from boarding 416
passengers from bombay 144
passengers from boston 703
passengers from bremen 135
passengers from calais 84
passengers from canada 77
passengers from carrying 114
passengers from crossing 63
passengers from crowding 40
passengers from cruise 75
passengers from denver 49
passengers from drowning 100
passengers from dublin 56
passengers from england 757
passengers from entering 144
passengers from europe 568
passengers from flight 115
passengers from france 100
passengers from havana 42
passengers from injury 272
passengers from london 2167
passengers from madras 46
passengers from manila 51
passengers from mexico 49
passengers from moscow 45
passengers from naples 48
passengers from outlying 157
passengers from panama 131
passengers from points 89
passengers from pursuing 102
passengers from seattle 46
passengers from sleeping 62
passengers from standing 63
passengers from station 62
passengers from street 50
passengers from sydney 176
passengers from trains 89
passengers from twenty 44
passengers from various 196
passengers grew greater 58
passengers have abused 55
passengers have access 257
passengers have already 299
passengers have always 77
passengers have become 232
passengers have fallen 58
passengers have gotten 71
passengers have landed 95
passengers have learned 69
passengers have little 107
passengers have passed 104
passengers have plenty 141
passengers have reached 78
passengers have ridden 46
passengers into another 123
passengers into groups 63
passengers into prison 92
passengers just before 142
passengers kept diaries 53
passengers left aboard 50
passengers left behind 561
passengers like myself 156
passengers made little 42
passengers more cheaply 98
passengers more options 50
passengers move through 72
passengers moving through 100
passengers moving toward 78
passengers much better 42
passengers must alight 55
passengers must remain 160
passengers must submit 146
passengers must travel 141
passengers over london 126
passengers over public 69
passengers over routes 57
passengers paid little 40
passengers pass through 1333
passengers riding inside 45
passengers rode inside 55
passengers seem intent 45
passengers soon became 94
passengers soon learned 125
passengers step ashore 48
passengers taking spells 87
passengers took refuge 151
passengers walk across 48
passengers walk through 207
passengers went aboard 331
passengers went across 44
passengers went ashore 3277
passengers went inside 49
passengers went through 311
passengers were aboard 2318
passengers were afraid 243
passengers were almost 411
passengers were already 5130
passengers were always 387
passengers were amazed 117
passengers were amused 74
passengers were anxious 199
passengers were arriving 234
passengers were ashore 414
passengers were asleep 1078
passengers were awaiting 52
passengers were becoming 252
passengers were berthed 62
passengers were better 169
passengers were boarding 554
passengers were booked 311
passengers were bumped 61
passengers were buried 94
passengers were burned 158
passengers were busily 49
passengers were bustling 44
passengers were called 609
passengers were carrying 216
passengers were caught 103
passengers were chatting 82
passengers were checking 46
passengers were cleared 91
passengers were clearly 80
passengers were climbing 157
passengers were cooped 103
passengers were crossing 125
passengers were crowding 332
passengers were curious 65
passengers were decent 40
passengers were deeply 65
passengers were denied 103
passengers were doomed 52
passengers were drinking 84
passengers were driven 292
passengers were dumped 69
passengers were emerging 52
passengers were engaged 253
passengers were english 367
passengers were enjoying 316
passengers were entering 80
passengers were exempt 43
passengers were fairly 44
passengers were fighting 45
passengers were filled 67
passengers were forced 1259
passengers were former 54
passengers were french 137
passengers were furious 68
passengers were gathering 213
passengers were german 122
passengers were greatly 293
passengers were guided 41
passengers were handed 48
passengers were hardly 59
passengers were hauled 147
passengers were helped 124
passengers were herded 437
passengers were highly 66
passengers were housed 106
passengers were hurled 175
passengers were hurrying 273
passengers were indeed 61
passengers were indians 84
passengers were inside 258
passengers were issued 65
passengers were jammed 87
passengers were jerked 43
passengers were jewish 71
passengers were joined 52
passengers were jolted 83
passengers were killed 6472
passengers were landed 1738
passengers were laughing 205
passengers were lifted 51
passengers were likely 346
passengers were listed 133
passengers were little 125
passengers were loaded 375
passengers were locked 143
passengers were lodged 140
passengers were looked 57
passengers were mainly 288
passengers were merely 141
passengers were middle 48
passengers were miners 40
passengers were mostly 1316
passengers were needed 44
passengers were negroes 46
passengers were neither 97
passengers were packed 520
passengers were passed 50
passengers were picked 375
passengers were placed 404
passengers were planning 49
passengers were pleased 256
passengers were pressing 56
passengers were pretty 200
passengers were pulled 90
passengers were pushed 58
passengers were rarely 55
passengers were robbed 296
passengers were roused 94
passengers were routed 231
passengers were rushed 48
passengers were russian 43
passengers were safely 667
passengers were scared 75
passengers were screaming 205
passengers were scudding 111
passengers were seasick 1231
passengers were seized 201
passengers were seldom 54
passengers were served 496
passengers were settling 101
passengers were shaken 145
passengers were shouting 102
passengers were silent 324
passengers were simply 102
passengers were sleeping 422
passengers were slowly 60
passengers were soaked 71
passengers were spared 85
passengers were spilling 54
passengers were standing 835
passengers were starting 159
passengers were starving 79
passengers were stepping 58
passengers were stirring 85
passengers were stowed 109
passengers were streaming 139
passengers were struck 87
passengers were sucked 67
passengers were swarming 103
passengers were tossed 174
passengers were treated 768
passengers were turned 250
passengers were twelve 43
passengers were twenty 109
passengers were unable 288
passengers were unhurt 224
passengers were warned 331
passengers were washed 94
passengers were watching 350
passengers were william 63
passengers were without 59
passengers when boarding 45
passengers when entering 41
passengers will already 66
passengers will always 88
passengers will arrive 247
passengers will become 71
passengers will choose 58
passengers will depend 52
passengers will notice 83
passengers will prefer 55
passengers will remain 61
passengers will suffer 44
passengers will travel 205
passersby from behind 43
passersby were killed 45
passionate card player 59
passionate eyes looked 70
passionate fill before 115
passionate great genius 42
passionate kiss before 148
passionate love affair 6633
passionate love arises 45
passionate love became 49
passionate love before 68
passionate love itself 193
passionate love letter 654
passionate love lyrics 274
passionate love poured 45
passionate love scenes 813
passionate love should 94
passionate love through 81
passionate love toward 69
passionate love without 112
passionate only through 80
passionate urge toward 60
passionate waking visions 295
passionate when roused 74
passionate young couple 50
passionate young ladies 46
passionate young lovers 160
passively from another 71
passively from without 128
passively mode locked 446
passively upon events 47
passivity into active 103
passports duly issued 88
passports from france 58
passports from mexico 42
passports from various 81
passports have become 51
passports like laymen 52
passports were almost 44
passports were already 43
passports were always 41
passports were called 63
passports were denied 123
passports were forged 77
passports were handed 218
passports were issued 2227
passports were looked 54
passports were marked 108
passports were needed 161
passports were seized 68
passports were signed 151
passports were stolen 92
passports were turned 40
passports when entering 96
passwords more secure 152
passwords were changed 80
passwords were issued 53
passwords were stored 74
passwords will expire 65
paternity leave policy 185
paternity leave should 114
paternity leave without 162
paternity test proved 56
pathogenic ideas becoming 88
pathogenic risk factor 44
pathogenic role played 77
pathogenic when tested 85
patiently been awaiting 51
patiently gone through 483
patiently heard abused 66
patiently heard causes 98
patiently pass through 106
patiently plod through 148
patiently reading through 165
patiently sift through 44
patiently till another 45
patiently wade through 113
patiently wading through 192
patiently wait through 65
patiently went through 715
patiently work through 276
patiently work toward 46
patriarchs held slaves 74
patriarchs sold joseph 47
patriarchs were already 106
patriarchs were always 50
patriarchs were buried 278
patriarchs were called 81
patriarchs were chosen 63
patriarchs were extant 87
patriarchs were jealous 54
patriarchs were twelve 42
patriarchy into something 62
patricians were almost 40
patricians were always 77
patricians were chosen 94
patricians were forced 207
patricians were unable 75
patrimony years before 164
patriotism among indians 49
patriotism been better 53
patriotism came before 55
patriotism cost something 45
patriotism have always 256
patriotism have become 143
patriotism have lately 102
patriotism have reached 107
patriotism into treason 50
patriotism more ardent 82
patriotism more loudly 85
patriotism must always 85
patriotism over family 40
patriotism runs through 55
patriotism show itself 49
patriotism took entire 60
patriotism very unlike 106
patriotism went beyond 63
patriotism were almost 87
patriotism were always 43
patriotism were beyond 163
patriotism were fanned 53
patriotism were indeed 46
patriotism were needed 53
patriotism were roused 42
patriotism were united 73
patriotism what morris 50
patriotism will always 149
patriotism will become 89
patriotism will induce 55
patriotism will remain 40
patrolled these waters 159
patrolled those waters 84
patrolmen were called 53
patrolmen were likely 54
patrolmen were standing 78
patronage also helped 135
patronage also played 131
patronage been without 81
patronage from abroad 128
patronage from another 109
patronage from anyone 41
patronage from existing 99
patronage from public 64
patronage from rulers 47
patronage from stores 44
patronage from various 204
patronage have always 49
patronage have become 114
patronage must always 58
patronage over genius 54
patronage will always 111
patroness anne boleyn 41
patroness well enough 139
patronize other stores 46
patronize such places 300
patronize such stores 74
patronize their stores 146
patronize these places 216
patronize these stores 124
patronize those places 45
patronize those stores 59
patronize your crimes 75
patronizing good nature 49
patronizing these places 43
patronizing these stores 50
patronizing tone toward 703
patterned gold ground 152
patterned silk blouse 53
patterned silk fabric 109
patterned their methods 41
patterned tile floors 201
patterned wall covering 593
pavements have become 76
pavements losing itself 47
pavements were almost 105
pavements were already 181
pavements were broken 85
pavements were coated 45
pavements were dotted 45
pavements were filled 140
pavements were jammed 48
pavements were narrow 59
pavements were packed 158
pavements were raised 41
pavements were strewn 197
pavements were swarming 41
pavements were thronged 524
pawnshops were closed 57
paychecks were issued 89
paymaster came around 51
peacefully along through 70
peacefully away without 51
peacefully fall asleep 128
peacefully fell asleep 557
peacefully from kuwait 96
peacefully just before 50
peacefully only through 50
peacemaker among nations 59
peculiarly among nations 41
peculiarly fine effect 147
peculiarly fine flavor 195
peculiarly good effect 208
peculiarly heavy burden 106
peculiarly high degree 1824
peculiarly high esteem 44
peculiarly kind accent 54
peculiarly lent itself 119
peculiarly rich effect 62
peculiarly slow brains 41
peculiarly their affair 40
peculiarly their safety 207
peculiarly trying nature 123
peculiarly well chosen 140
peculiarly well fitted 13300
peculiarly well formed 47
peculiarly well marked 553
peculiarly well placed 471
peculiarly well pleased 131
peculiarly well served 49
peculiarly well stored 95
peculiarly well suited 7090
peculiarly well treated 108
peculiarly well versed 72
peculiarly wild nature 147
pedestals were placed 101
pedestrian areas should 52
pedestrian feats result 51
pedestrian flow through 88
pedestrian like myself 42
