palaeolithic cave paintings 146
paraphrase your sources 43
paraphrasing their thoughts 49
paraphrasing your partner 45
parasitism among animals 46
parathyroid cell calcium 186
parathyroid cell function 268
paratroops were dropped 615
pardonable only because 55
parenteral dose because 43
parenteral drug abusers 4896
parenteral drug addicts 137
parenteral drug carrier 66
parenteral drug product 88
parentheses here because 40
parentheses must enclose 51
parentheses show average 121
parentheses show numbers 69
parentheses show percent 70
parentheses were crossed 81
parentheses were derived 96
parentheses were omitted 217
parentheses were removed 68
parentheses will contain 53
parenthesis were omitted 66
parliaments even receded 63
parliaments have besides 114
parliaments have enacted 52
parliaments have existed 91
parliaments have pursued 71
parliaments held between 58
parliaments were allowed 43
parliaments were ashamed 148
parliaments were elected 392
parliaments were largely 52
parliaments were usually 61
parliaments were visibly 59
paroxysmal high voltage 131
paroxysmal pain occurring 70
paroxysmal skew deviation 53
parricidal arms against 98
parricidal hand against 462
particular acid present 49
particular acts against 53
particular acts alleged 71
particular acts charged 282
particular acts claimed 145
particular aims involve 175
particular also because 55
particular among african 56
particular among members 50
particular angle between 56
particular arab country 146
particular areas according 60
particular areas because 264
particular areas covered 123
particular areas include 66
particular areas outside 57
particular areas requiring 41
particular areas studied 45
particular arms control 576
particular asian country 122
particular asian culture 54
particular atom depends 51
particular axial location 130
particular axial position 98
particular back problem 42
particular bank account 941
particular bank because 55
particular base material 45
particular bears witness 246
particular been applied 99
particular been studied 58
particular bent towards 140
particular bill because 72
particular bird species 516
particular birth cohorts 159
particular birth control 205
particular birth defects 54
particular body depends 49
particular body function 223
particular body language 140
particular body location 47
particular body politic 436
particular body position 215
particular body posture 165
particular body segment 171
particular body surface 51
particular body systems 179
particular body tissues 104
particular bond between 344
particular bond depends 59
particular book because 241
particular book becomes 67
particular book depends 40
particular book project 48
particular book written 87
particular brings together 41
particular buying decision 110
particular came forward 64
particular care against 105
particular care because 496
particular care regarding 53
particular case according 545
particular case affects 41
particular case against 560
particular case alluded 156
particular case although 87
particular case amounts 179
particular case appeared 111
particular case applies 56
particular case approve 130
particular case assumed 74
particular case because 2646
particular case becomes 444
particular case belonged 49
particular case between 479
particular case brought 368
particular case certain 151
particular case congress 128
particular case counsel 224
particular case covered 98
particular case decided 399
particular case decides 102
particular case demands 550
particular case depending 449
particular case depends 5122
particular case dictate 44
particular case differs 73
particular case directs 132
particular case everything 53
particular case exactly 88
particular case example 115
particular case exceeds 41
particular case factors 41
particular case happens 184
particular case history 579
particular case however 168
particular case implies 178
particular case include 110
particular case including 97
particular case involve 78
particular case involving 688
particular case justice 48
particular case justify 399
particular case largely 42
particular case manager 46
particular case material 41
particular case outside 42
particular case perhaps 107
particular case produce 110
particular case reduces 45
particular case regarding 77
particular case related 104
particular case relates 78
particular case relation 54
particular case remains 238
particular case rendering 94
particular case require 758
particular case requiring 83
particular case results 221
particular case satisfy 76
particular case several 116
particular case specify 88
particular case studied 412
particular case studies 4049
particular case subject 102
particular case suggest 57
particular case support 113
particular case suppose 50
particular case usually 170
particular case warrant 434
particular case wherein 237
particular cell address 117
particular cell because 47
particular cell becomes 53
particular cell culture 133
particular cell density 54
particular cell depends 177
particular cell division 100
particular cell fraction 60
particular cell function 115
particular cell lineages 346
particular cell location 50
particular cell surface 364
particular city because 116
particular city council 59
particular city depends 95
particular city perhaps 55
particular clan towards 72
particular clay mineral 421
particular code sections 78
particular code segment 153
particular come together 41
particular coming together 74
particular coping behavior 60
particular copy offered 65
particular core material 62
particular cost centers 44
particular cost drivers 46
particular cost element 123
particular cost factors 62
particular cost function 632
particular crop because 45
particular crop depends 81
particular crop rotation 94
particular crop species 279
particular crop variety 104
particular data channel 107
particular data element 1502
particular data formats 64
particular data message 46
particular data objects 224
particular data pattern 103
particular data records 44
particular data regarding 41
particular data segment 56
particular data sources 154
particular data storage 76
particular data subject 62
particular date because 197
particular date between 49
particular days devoted 55
particular dbms product 66
particular deed socially 72
particular dream element 73
particular dream symbols 46
particular drug affects 59
particular drug because 100
particular drug classes 43
particular drug company 131
particular drug depends 161
particular drug effects 55
particular drug problem 59
particular drug product 514
particular drug regimen 410
particular during medical 51
particular duty imposed 61
particular duty towards 80
particular ends whereto 157
particular ever happens 40
particular evil induces 91
particular evil spirits 67
particular exit channel 64
particular face exposed 44
particular fact alleged 73
particular fact because 61
particular fact charged 84
particular fact depends 77
particular fact derived 57
particular fact pattern 377
particular fact related 217
particular farm depends 93
particular farm product 293
particular felt himself 42
particular felt strongly 61
particular file because 58
particular file formats 72
particular film because 74
particular film emulsion 53
particular film project 63
particular fire hazards 52
particular fire regimes 75
particular firing pattern 61
particular firm because 139
particular firm chooses 42
particular firm depends 219
particular fish species 855
particular five dollars 50
particular flow geometry 95
particular flow pattern 299
particular flow problem 146
particular flow process 50
particular flow regimes 112
particular flux density 187
particular folk culture 56
particular food affects 62
particular food allergy 52
particular food because 178
particular food becomes 41
particular food choices 63
particular food depends 90
particular food element 117
particular food material 113
particular food product 918
particular food protein 81
particular food service 101
particular food sources 177
particular food species 100
particular form according 132
particular form adapted 55
particular form adopted 244
particular form assumed 554
particular form because 477
particular form becomes 89
particular form control 65
particular form depending 151
particular form depends 289
particular form desired 55
particular form element 76
particular free radical 68
particular fringe benefit 640
particular from ancient 47
particular from article 84
particular from britain 85
particular from certain 79
particular from general 237
particular from germany 170
particular from invasion 83
particular from members 67
particular from several 45
particular from similar 67
particular from studies 54
particular fuel element 53
particular fund manager 59
particular fury against 72
particular game against 60
particular game animals 44
particular game because 68
particular game species 104
particular gate voltage 145
particular gave occasion 145
particular gene complex 45
particular gene depends 81
particular gene function 125
particular gene mutates 44
particular gene mutation 197
particular gene present 126
particular gene product 967
particular gene segment 51
particular gene variants 143
particular girl because 80
particular goal because 50
particular goal depends 45
particular goal objects 104
particular good because 65
particular good becomes 41
particular good conduct 47
particular good depends 145
particular good effects 124
particular good example 52
particular good fortune 1660
particular good members 111
particular good offered 124
particular good offices 130
particular good purpose 52
particular good quality 246
particular good results 70
particular great britain 647
particular great persons 52
particular grew rapidly 131
particular grid voltage 66
particular hand gesture 98
particular hand position 60
particular harm resulting 42
particular harm results 112
particular hash function 115
particular have adapted 42
particular have adopted 217
particular have allowed 46
particular have altered 72
particular have appeared 137
particular have applied 40
particular have aroused 47
particular have assumed 123
particular have brought 243
particular have carried 82
particular have certain 44
particular have claimed 53
particular have devoted 116
particular have emerged 188
particular have enabled 77
particular have enjoyed 134
particular have entered 75
particular have evolved 140
particular have exerted 89
particular have focused 254
particular have hitherto 42
particular have largely 69
particular have limited 99
particular have managed 58
particular have offered 127
particular have opposed 44
particular have pointed 300
particular have pursued 61
particular have realized 41
particular have reduced 52
particular have revealed 95
particular have several 68
particular have shifted 41
particular have started 45
particular have strongly 41
particular have studied 137
particular have trouble 104
particular have usually 76
particular have written 103
particular have yielded 100
particular health behavior 265
particular health beliefs 47
particular health benefit 67
particular health concern 170
particular health effects 134
particular health hazards 236
particular health outcome 294
particular health problem 5046
particular health program 159
particular health question 92
particular health related 50
particular health service 365
particular here because 41
particular high density 59
particular high quality 87
particular high schools 212
particular home country 117
particular host country 1772
particular host economy 42
particular host language 58
particular host machine 49
particular host species 1349
particular host tissues 56
particular html element 130
particular http request 57
particular ideas annexed 128
particular ideas regarding 73
particular into account 62
particular into general 101
particular ionic species 698
particular item affecting 52
particular item because 192
particular item becomes 122
particular item carried 41
particular item correct 70
particular item depends 142
particular item quickly 53
particular item related 55
particular jobs because 145
particular jobs require 64
particular just because 89
particular kind because 105
particular kind between 108
particular kind depends 55
particular kind desired 52
particular kind present 85
particular kind strongly 66
particular lady friends 41
particular land because 63
particular land parcels 101
particular land surface 42
particular laws affecting 61
particular laws against 97
particular laws enacted 86
particular laws governing 209
particular laws regarding 58
particular leaning towards 307
particular life chances 43
particular life choices 72
particular life context 108
particular life courses 44
particular life domains 104
particular life history 1263
particular life pattern 148
particular life problem 72
particular life process 61
particular life stories 119
particular line because 114
particular line becomes 363
particular line between 76
particular line depends 77
particular line desired 63
particular line manager 65
particular line segment 190
particular link between 937
particular list element 60
particular living creature 162
particular living objects 72
particular living persons 51
particular living species 113
particular living systems 42
particular load current 240
particular loan officer 75
particular loan program 118
particular loss function 543
particular love between 45
particular love towards 65
particular made himself 130
particular made several 48
particular mating systems 59
particular meaning because 232
particular meaning blurred 74
particular meaning depending 41
particular meaning depends 76
particular meaning systems 47
particular means adopted 132
particular means whereby 137
particular media content 272
particular media markets 46
particular media message 68
particular media outlets 105
particular media product 161
particular media vehicle 292
particular menu command 115
particular midi channel 91
particular mining company 89
particular mode adopted 141
particular mode depends 82
particular mode pointed 74
particular mole fraction 79
particular more liberal 53
particular moving average 135
particular moving picture 40
particular must include 40
particular must involve 194
particular must provide 54
particular must receive 48
particular name annexed 104
particular name applied 45
particular name because 142
particular need because 57
particular news article 65
particular news program 126
particular news sources 58
particular news stories 274
particular north african 54
particular north america 163
particular note because 501
particular note include 213
particular note regarding 70
particular note sounded 49
particular noun phrases 176
particular ones adapted 117
particular ones annexed 283
particular ones because 108
particular only because 64
particular oral history 66
particular oral language 44
particular other country 51
particular other factors 71
particular other members 46
particular other persons 266
particular over against 124
particular page element 96
particular page numbers 48
particular pain problem 112
particular part because 78
particular part becomes 46
particular part depends 61
particular past history 142
particular past occasion 45
particular pest control 68
particular pest problem 146
particular pest species 275
particular plan adopted 174
particular plan brought 44
particular plan offered 49
particular play because 109
particular pleas between 57
particular poor persons 50
particular port numbers 45
particular prey species 727
particular race because 72
particular radio channel 167
particular radio program 218
particular radio service 88
particular radio stations 131
particular rage against 41
particular rare species 135
particular rate depends 63
particular ratio between 373
particular reading material 256
particular reading passage 64
particular reading position 52
particular reading problem 80
particular reading program 217
particular rice variety 60
particular risk because 762
particular risk factors 1477
particular risk include 212
particular risk insured 44
particular risk profile 419
particular road junction 110
particular road project 59
particular road segment 58
particular road surface 92
particular road traffic 72
particular rock stratum 45
particular role assumed 65
particular role because 177
particular role behavior 65
particular role demands 43
particular role function 46
particular role relation 137
particular room because 96
particular rule adopted 43
particular rule affecting 53
particular rule against 55
particular rule applies 264
particular rule because 59
particular rule depends 48
particular rule governing 64
particular rule relates 364
particular rule systems 64
particular rule violated 53
particular ruling classes 55
particular sale because 44
particular salt solution 95
particular show because 61
particular side effects 1240
particular sign language 388
particular sign stimuli 129
particular sign systems 97
particular single crystal 41
particular sins against 58
particular site because 290
particular site becomes 62
particular site depends 353
particular site location 52
particular site remains 42
particular size because 45
particular size classes 285
particular size fraction 244
particular skin diseases 51
particular skin problem 44
particular slip systems 44
particular slot machine 105
particular soil depends 108
particular soil horizon 85
particular soil profile 104
particular some aspects 54
particular some members 46
particular south african 891
particular south america 52
particular spot against 157
particular spot because 325
particular spot between 122
particular spot coveted 52
particular spot desired 41
particular spot outside 124
particular star cluster 53
particular star depends 40
particular step forward 86
particular step justify 81
particular step towards 44
particular such factors 52
particular such matters 79
particular such persons 72
particular suit against 48
particular take account 144
particular take measures 44
particular taking account 64
particular task because 196
particular task becomes 71
particular task context 81
particular task demands 512
particular task depends 197
particular task domains 200
particular task involving 55
particular task usually 44
particular test applied 57
particular test battery 136
particular test because 91
particular test depends 141
particular test function 60
particular test material 85
particular test measures 418
particular test pattern 78
particular test problem 104
particular test program 84
particular test question 140
particular test results 393
particular test species 44
particular test stimuli 61
particular text because 112
particular text element 77
particular text passage 51
particular text segment 83
particular their ability 582
particular their attempt 54
particular their behavior 107
particular their concern 57
particular their conduct 90
particular their decision 40
particular their effects 108
particular their efforts 89
particular their failure 242
particular their freedom 76
particular their language 47
particular their parents 101
particular their peculiar 45
particular their position 80
particular their refusal 55
particular their relation 153
particular their success 56
particular their superior 43
particular their support 47
particular theme because 48
particular theme related 47
particular theory adopted 62
particular theory because 365
particular theory depends 47
particular theory regarding 156
particular there appeared 49
particular there existed 68
particular there remains 81
particular these factors 48
particular these include 230
particular these results 74
particular these studies 77
particular third country 159
particular third parties 114
particular third variable 48
particular those adopted 65
particular those affecting 401
particular those against 59
particular those applied 42
particular those aspects 488
particular those between 461
particular those brought 44
particular those carried 149
particular those derived 429
particular those devoted 71
particular those divided 67
particular those emanating 73
particular those emitted 40
particular those employing 65
particular those enacted 222
particular those factors 101
particular those features 122
particular those following 154
particular those governing 255
particular those imposed 63
particular those induced 45
particular those involving 1539
particular those located 166
particular those members 123
particular those occurring 109
particular those offered 49
particular those operating 227
particular those outside 69
particular those persons 93
particular those portions 52
particular those present 92
particular those producing 163
particular those providing 96
particular those receiving 45
particular those referring 158
particular those regarding 417
particular those related 8120
particular those requiring 109
particular those resulting 220
particular those sections 134
particular those sectors 43
particular those species 54
particular those studies 56
particular those subject 47
particular those suffering 106
particular those systems 47
particular those written 185
particular threat against 43
particular threat because 176
particular three aspects 62
particular ties between 95
particular time according 102
particular time against 58
particular time although 41
particular time arrives 43
particular time because 1655
particular time becomes 122
particular time between 356
particular time certain 77
particular time compose 68
particular time depending 77
particular time depends 1474
particular time duration 70
particular time element 104
particular time exceeds 135
particular time following 71
particular time function 98
particular time history 58
particular time horizon 380
particular time instant 990
particular time limited 338
particular time pattern 195
particular time present 54
particular time profile 109
particular time reflect 56
particular time remains 73
particular time require 44
particular time segment 212
particular time usually 69
particular tone quality 191
particular town because 102
particular tree because 112
particular tree species 1429
particular trial decision 47
particular trip because 83
particular trip purpose 60
particular turing machine 835
particular type because 114
particular type becomes 44
particular type between 42
particular type depending 85
particular type depends 171
particular type desired 47
particular type present 85
particular type together 64
particular type usually 40
particular union because 44
particular union between 48
particular unit because 87
particular unit depends 54
particular unit process 63
particular user account 440
particular user process 60
particular user profile 90
particular user program 73
particular user request 61
particular verb classes 50
particular very natural 78
particular very notable 54
particular very strongly 54
particular vice foreign 42
particular video adapter 106
particular video display 78
particular video segment 65
particular view adopted 43
particular view because 69
particular view regarding 157
particular view towards 83
particular vote against 44
particular wage bargain 44
particular wage increase 136
particular wave equation 58
particular wave function 763
particular wave pattern 94
particular ways according 195
particular ways because 590
particular ways depending 87
particular ways towards 85
particular ways wherein 43
particular weed problem 60
particular weed species 458
particular week because 48
particular well defined 170
particular were accused 159
particular were acutely 63
particular were adamant 44
particular were adopted 55
particular were advised 50
particular were against 60
particular were alarmed 79
particular were allowed 160
particular were anathema 40
particular were appalling 45
particular were beginning 197
particular were brought 121
particular were capable 51
particular were carried 56
particular were central 104
particular were charged 63
particular were closely 162
particular were devoted 57
particular were divided 56
particular were enraged 78
particular were exposed 110
particular were familiar 56
particular were happening 83
particular were helpful 48
particular were hostile 131
particular were invited 62
particular were largely 166
particular were limited 41
particular were notable 78
particular were objects 61
particular were obliged 60
particular were offered 47
particular were opposed 226
particular were popular 107
particular were rapidly 57
particular were reduced 48
particular were related 42
particular were steeped 185
particular were strongly 259
particular were studied 86
particular were subject 293
particular were suffering 133
particular were suspect 42
particular were targets 75
particular were unhappy 82
particular were unwilling 127
particular were usually 127
particular were victims 78
particular were worried 109
particular were written 75
particular west african 268
particular west european 67
particular west germany 285
particular what happens 171
particular wheat variety 51
particular when applied 235
particular when comparing 200
particular when coupled 55
particular when referring 75
particular when related 41
particular when several 85
particular when ulysses 49
particular wild animals 46
particular wild species 135
particular will against 47
particular will benefit 605
particular will concern 46
particular will develop 89
particular will improve 87
particular will increase 264
particular will produce 123
particular will provide 401
particular will receive 196
particular will require 691
particular will respond 50
particular will suffice 40
particular will usually 142
particular will welcome 119
particular wind turbine 52
particular wish operating 60
particular wood species 122
particular word appeared 51
particular word because 135
particular word becomes 50
particular word choices 147
particular word classes 224
particular word denotes 103
particular word depends 105
particular word occurring 52
particular word pattern 80
particular word problem 68
particular work against 44
particular work alluded 59
particular work appeared 51
particular work because 200
particular work becomes 171
particular work behavior 42
particular work centers 135
particular work context 248
particular work culture 101
particular work depends 61
particular work function 96
particular work location 76
particular work package 184
particular work pattern 49
particular work problem 66
particular work process 343
particular work product 56
particular work project 66
particular work requiring 46
particular work stations 85
particular worth mentioning 188
particular years between 41
particular young officer 43
particular young persons 87
particular youth culture 141
particular zone becomes 40
particular zoning decision 42
partitioned among european 138
partitioned among germany 63
partitioned among members 41
partitioned among several 421
partitioned among species 77
partitioned into between 166
partitioned into british 107
partitioned into buckets 80
partitioned into certain 45
partitioned into classes 559
partitioned into cliques 43
partitioned into control 132
partitioned into domains 132
partitioned into equally 47
partitioned into exactly 49
partitioned into general 52
partitioned into genetic 193
partitioned into logical 206
partitioned into meaningful 88
partitioned into modules 413
partitioned into objects 42
partitioned into offices 271
partitioned into ordered 40
partitioned into packets 90
partitioned into portions 87
partitioned into primary 54
partitioned into private 95
partitioned into regular 65
partitioned into sections 594
partitioned into sectors 83
partitioned into several 7446
partitioned into simpler 64
partitioned into sixteen 45
partitioned into smaller 4257
partitioned into spheres 486
partitioned into squalid 97
partitioned into squares 247
partitioned into subsets 1374
partitioned into triangles 99
partitioned into variance 173
partitioned into variation 72
partitioned into volumes 53
partitioned over several 65
partitioned their country 123
partridges were brought 52
passageway just outside 209
passageway leading forward 71
pathologist keith simpson 53
pathologist must examine 72
pathologist when examining 59
pathologist will examine 111
pathologist will provide 65
pathologist will usually 134
patriarchal arab society 49
patriarchal bond between 52
patriarchal clan society 94
patriarchal male culture 48
patronized very largely 41
peacemakers were blessed 44
peculiarity into account 44
peculiarity soon becomes 41
peculiarity worth mentioning 239
pedestrians from traffic 495
pedestrians have priority 98
pedestrians must observe 50
pedestrians must provide 51
pedestrians were allowed 157
pedestrians were injured 158
pedestrians were obliged 68
pedestrians were returning 42
pedestrians were stopped 83
pediatrician will examine 100
pediatrician will usually 59
pejorative term applied 401
pejorative term because 67
pejorative term connoting 49
pejorative term referring 175
pejorative term usually 42
pejorative when applied 117
penetrated five hundred 53
penetrated four hundred 58
penetrated from outside 732
penetrated into america 253
penetrated into anatolia 64
penetrated into ancient 40
penetrated into belgium 212
penetrated into britain 164
penetrated into british 88
penetrated into bulgaria 230
penetrated into cambodia 73
penetrated into central 1493
penetrated into certain 141
penetrated into chinese 142
penetrated into dalmatia 41
penetrated into denmark 102
penetrated into distant 92
penetrated into egyptian 93
penetrated into european 104
penetrated into everything 137
penetrated into finland 63
penetrated into florida 66
penetrated into foreign 76
penetrated into galilee 60
penetrated into general 64
penetrated into germany 1247
penetrated into gujarat 106
penetrated into hanover 46
penetrated into hitherto 83
penetrated into holland 120
penetrated into hostile 51
penetrated into ireland 227
penetrated into judaism 171
penetrated into jutland 63
penetrated into kashmir 57
penetrated into lithuania 72
penetrated into moldavia 79
penetrated into morocco 49
penetrated into northern 662
penetrated into official 68
penetrated into popular 148
penetrated into present 45
penetrated into private 88
penetrated into prussian 171
penetrated into science 43
penetrated into several 265
penetrated into slovakia 49
penetrated into society 110
penetrated into southern 861
penetrated into spanish 115
penetrated into spheres 42
penetrated into tartary 142
penetrated into thessaly 480
penetrated into turkish 62
penetrated into tuscany 109
penetrated into unknown 134
penetrated into virginia 82
penetrated into western 814
penetrated many aspects 100
penetrated many hundred 151
penetrated many secrets 46
penetrated more quickly 95
penetrated more rapidly 159
penetrated most aspects 50
penetrated most rapidly 70
penetrated nine degrees 85
penetrated north america 185
penetrated other spheres 42
penetrated south america 116
penetrated their country 456
penetrated their culture 45
penetrated their designs 197
penetrated their interior 153
penetrated their motives 128
penetrated their mystery 78
penetrated their secrets 73
penetrated their thoughts 95
penetrated these forests 158
penetrated these markets 40
penetrated three hundred 101
penetrated very rapidly 50
penetrates body tissues 84
penetrates from outside 454
penetrates into everything 274
penetrates into himself 137
penetrates into history 41
penetrates into manners 346
penetrates into smaller 46
penetrates into tissues 111
penetrates more quickly 223
penetrates more rapidly 661
penetrates most rapidly 40
penetrates most tissues 218
penetrates soft tissues 47
penetrates vast sierras 96
penetrates very quickly 111
penetrates very rapidly 398
penetration aids carried 53
penetration also depends 93
penetration depth according 52
penetration depth because 67
penetration depth becomes 228
penetration depth between 182
penetration depth defined 74
penetration depth depends 327
penetration depth exceeds 56
penetration depth measured 79
penetration from foreign 41
penetration from outside 1111
penetration from surface 43
penetration into african 126
penetration into america 83
penetration into anatolia 54
penetration into britain 61
penetration into british 149
penetration into buildings 133
penetration into bulgaria 48
penetration into cambodia 50
penetration into canadian 62
penetration into central 1403
penetration into certain 126
penetration into chinese 140
penetration into distant 40
penetration into european 166
penetration into foreign 216
penetration into germany 429
penetration into hamster 52
penetration into history 64
penetration into hitherto 98
penetration into hostile 113
penetration into interior 133
penetration into ireland 46
penetration into lebanon 51
penetration into markets 97
penetration into matters 74
penetration into morocco 107
penetration into motives 91
penetration into national 104
penetration into natural 47
penetration into northern 315
penetration into popular 73
penetration into private 65
penetration into several 44
penetration into smaller 43
penetration into society 655
penetration into southeast 426
penetration into southern 373
penetration into spanish 68
penetration into surface 107
penetration into tissues 545
penetration into unknown 80
penetration into western 454
penetration rate depends 49
penetration soon enabled 41
penetration test results 813
penetration were measured 55
penetration when applied 73
penetration will decrease 69
penetration will increase 236
penetration will require 120
penetration will suffice 43
penetration will usually 65
penicillin into medical 54
penicillin side reactions 68
penicillin will prevent 89
penicillin will produce 96
penicillin will usually 215
peninsular wars between 70
peninsulas into islands 107
percentage also applies 51
percentage also depends 45
percentage among females 82
percentage body surface 128
percentage born outside 47
percentage clay content 159
percentage clay fraction 56
percentage cost increase 167
percentage down payment 129
percentage ever married 148
percentage fell between 44
percentage fell rapidly 49
percentage fell sharply 72
percentage fell steadily 93
percentage from outside 59
percentage gets smaller 49
percentage grew steadily 52
percentage lease usually 45
percentage lies between 333
percentage loss between 46
percentage melt together 54
percentage must increase 53
percentage range between 89
percentage ranging between 174
percentage rate applied 218
percentage rate applies 57
percentage rate because 51
percentage rate between 60
percentage rate charged 227
percentage rate formula 56
percentage rate increase 126
percentage ratio between 746
percentage rent clauses 141
percentage rent increase 205
percentage rent payable 128
percentage rose rapidly 84
percentage rose sharply 129
percentage rose steadily 258
percentage seed protein 413
percentage test applies 54
percentage test because 133
percentage unit increase 64
percentage very similar 70
percentage voting against 47
percentage wage increase 1395
percentage were allowed 40
percentage were applied 81
percentage were married 72
percentage were members 74
percentage were reduced 55
percentage when applied 52
percentage will decline 219
percentage will decrease 404
percentage will develop 258
percentage will include 48
percentage will increase 1862
percentage will produce 69
percentage will receive 63
percentage will require 96
percentage will respond 75
percentage will survive 125
percentage will usually 125
percentile rank according 46
percentile rank between 217
perceptions among african 56
perceptions among members 131
perceptions come together 201
perceptions from outside 167
perceptions have altered 74
perceptions have certain 95
perceptions have emerged 61
perceptions have evolved 130
perceptions have shifted 131
perceptions help explain 52
perceptions into account 376
perceptions into general 41
perceptions into language 62
perceptions into logical 62
perceptions into meaningful 215
perceptions into question 67
perceptions into service 189
perceptions into symbols 69
perceptions into thoughts 47
perceptions more closely 85
perceptions more perfect 55
perceptions vary according 114
perceptions vary between 62
perceptions were altered 138
