padlocked around george 108
papillary muscle level 1395
papillary muscle showing 83
papillary muscle which 167
papillary muscle within 52
papillary ridges which 129
papillary serous tumor 350
parabolic arches which 50
parabolic curves shown 40
parabolic curves which 91
parabolic energy bands 1087
parabolic figure which 55
parabolic mirror which 251
parabolic mirror whose 47
parabolic orbits which 49
parabolic stress block 91
parabolic trough solar 154
parachute behind enemy 578
parachute flares which 183
parachute opened above 131
parachute rigger within 133
parachute shroud lines 595
parachute static lines 59
parachute supply drops 126
parachute troops began 104
parachute troops could 217
parachute troops landing 52
parachute troops might 109
parachute troops which 133
parachute troops would 342
parachuting behind enemy 458
paradigms around which 201
paradigms listed above 139
paradigms through which 1651
paradoxes should appear 41
paradoxes through which 89
paragraph already cited 101
paragraph another cutting 99
paragraph appears below 42
paragraph appears first 131
paragraph appears under 45
paragraph around which 44
paragraph before copying 42
paragraph before passing 40
paragraph before writing 71
paragraph clearly shows 131
paragraph except after 466
paragraph except where 74
paragraph mainly about 55
paragraph number rather 51
paragraph number where 198
paragraph number within 146
paragraph occurs which 49
paragraph quoted above 16380
paragraph quoted below 578
paragraph quoted shows 42
paragraph refers shall 62
paragraph should appear 255
paragraph should apply 147
paragraph should begin 1342
paragraph should close 80
paragraph should cover 114
paragraph should focus 180
paragraph should never 115
paragraph should prove 50
paragraph should refer 326
paragraph should serve 132
paragraph should stand 48
paragraph should start 213
paragraph should state 772
paragraph stands alone 78
paragraph styles named 40
paragraph without changing 68
paragraph without looking 43
paragraph without mercy 42
parallels already drawn 83
parallels already noted 137
parallels income growth 89
parallels listed above 61
parallels quoted above 230
parallels should exist 47
parallels through which 74
paralysis appears first 139
paralysis occurs after 263
paralysis occurs first 43
paralysis occurs within 121
paralysis should occur 68
paralysis without wasting 69
paralytic attack which 130
paralytic disease after 64
paralytic disease known 43
paralytic disease which 56
paralytic stroke about 57
paralytic stroke after 82
paralytic stroke ended 53
paralytic stroke which 1051
paralytic stroke while 186
paralytic stroke would 48
paralyzed muscle would 44
parameter around which 58
parameter beyond which 92
parameter called value 57
parameter changes after 87
parameter changes could 124
parameter changes occur 114
parameter changes which 305
parameter changes within 194
parameter changes would 135
parameter design method 66
parameter design phase 197
parameter design stage 289
parameter domain where 44
parameter family which 150
parameter latent trait 171
parameter listed above 93
parameter markov chain 1707
parameter matrix which 41
parameter models which 204
parameter regime where 159
parameter regions where 256
parameter settings based 59
parameter settings could 83
parameter settings given 57
parameter settings might 85
parameter settings which 552
parameter settings within 163
parameter settings would 167
parameter should change 60
parameter should match 54
parameter should never 56
parameter should point 288
parameter system which 108
parameter through which 202
parameter values above 566
parameter values after 390
parameter values allow 113
parameter values appear 235
parameter values apply 85
parameter values based 901
parameter values below 244
parameter values cause 85
parameter values change 773
parameter values close 774
parameter values could 859
parameter values drawn 44
parameter values either 98
parameter values equal 488
parameter values exist 92
parameter values fixed 138
parameter values found 755
parameter values given 4523
parameter values gives 172
parameter values imply 160
parameter values match 154
parameter values might 400
parameter values often 147
parameter values rather 206
parameter values shown 1455
parameter values shows 111
parameter values since 48
parameter values table 96
parameter values taken 210
parameter values under 660
parameter values until 330
parameter values where 1125
parameter values which 5795
parameter values while 259
parameter values whose 121
parameter values within 1443
parameter values would 1181
parameter values yield 245
parameter vector given 111
parameter vector under 49
parameter vector where 189
parameter vector which 623
parameter vector whose 95
parameter without changing 55
paramount chiefs could 52
paramount chiefs would 51
paramount claims which 63
paramount desire which 41
paramount duties which 77
paramount factor which 61
paramount motive which 43
paramount object which 129
paramount object would 41
paramount police power 136
paramount public issue 63
paramount public right 234
paramount tribal chief 137
parasites rarely cause 59
parasites remain alive 61
parasites remain viable 56
parasites without harming 48
parasites without killing 47
parasites without showing 47
parasitic animal which 99
parasitic cinder cones 127
parasitic disease found 45
parasitic disease known 122
parasitic disease spread 211
parasitic disease which 305
parasitic flower shining 40
parasitic growths which 253
parasitic insect larvae 124
parasitic insect which 122
parasitic larval stage 148
parasitic middle class 85
parasitic plants growing 107
parasitic plants which 490
parasitic system which 48
parboiled before milling 165
parchment chains which 44
parchment scroll which 391
parchment through which 40
parentage became known 148
parentage native white 118
parentage should never 55
parenthood entail under 44
parenthood without guilt 129
parliament almost every 51
parliament always calls 60
parliament became known 95
parliament before which 61
parliament before world 49
parliament building where 178
parliament building which 89
parliament forces under 86
parliament herein after 57
parliament imposing taxes 95
parliament itself after 49
parliament itself began 50
parliament itself could 233
parliament itself might 70
parliament itself which 52
parliament itself would 94
parliament lasted until 51
parliament passed after 80
parliament passed bills 85
parliament passed since 211
parliament should adopt 105
parliament should again 59
parliament should agree 121
parliament should begin 51
parliament should elect 98
parliament should enact 186
parliament should enjoy 40
parliament should exist 105
parliament should first 41
parliament should grant 186
parliament should guide 59
parliament should judge 54
parliament should never 201
parliament should offer 47
parliament should please 59
parliament should prove 200
parliament should rather 70
parliament should repeal 85
parliament should stand 45
parliament should still 79
parliament through which 165
parliament wholly aside 43
parliament without delay 174
parliament without first 67
parliament without getting 62
parliament without power 73
parliament without speaking 47
parliament without waiting 56
paroxysms return every 53
parricide seemed again 52
parsonage houses which 42
partiality toward either 262
partiality toward israel 116
partiality toward others 41
particles absorb light 206
particles absorb water 129
particles adsorb water 57
particles almost never 47
particles already exist 45
particles always appear 62
particles always occur 58
particles around which 333
particles became known 119
particles become finer 561
particles become fixed 45
particles become fully 63
particles become heated 58
particles become large 498
particles become loose 40
particles become mixed 125
particles become small 249
particles become stuck 103
particles before passing 40
particles before reaching 143
particles called alpha 232
particles called atoms 9887
particles called cells 60
particles called cloud 46
particles called gauge 48
particles called genes 293
particles called muons 286
particles called prions 167
particles called toner 45
particles farther apart 182
particles floating about 304
particles formed after 170
particles formed under 146
particles formed within 110
particles further apart 169
particles induce local 62
particles inside atoms 223
particles inside cells 62
particles listed above 173
particles measure about 345
particles measuring about 184
particles occupy about 85
particles occurs after 42
particles occurs within 122
particles passed right 118
particles remain after 82
particles remain close 104
particles remain fixed 187
particles remain longer 41
particles remain small 53
particles remain within 189
particles rotate about 63
particles rotating about 102
particles settle first 675
particles settle under 261
particles settle within 54
particles settling first 96
particles settling under 95
particles should appear 144
particles should cause 49
particles should enter 51
particles should exist 139
particles should first 98
particles should never 46
particles should occur 89
particles should yield 45
particles strike atoms 79
particles termed atoms 59
particles through atoms 75
particles through fluid 44
particles through gases 90
particles through large 184
particles through small 76
particles through space 555
particles through water 69
particles through which 1605
particles travel longer 74
particles weighing about 59
particles whirling about 104
particles without breaking 53
particles without causing 96
particles without changing 171
partisans behind enemy 68
partisans formed plans 80
partisans without doors 44
partitioning powers could 149
partitioning powers which 47
partitioning powers would 152
partitioning scheme based 144
partitioning scheme which 124
partitioning should group 56
partitions behind which 93
partitions called septa 580
partitions convey sound 56
partitions through which 384
partitions without vital 109
partridge shooting began 149
partridge shooting season 57
passengers aboard ships 98
passengers across oceans 44
passengers across state 49
passengers almost equal 52
passengers already seated 161
passengers became aware 102
passengers before reaching 86
passengers before setting 54
passengers caught sight 53
passengers crowding hither 112
passengers dreamed aloud 76
passengers except cabin 92
passengers milled about 275
passengers played cards 73
passengers reached shore 54
passengers remain seated 129
passengers seemed quite 60
passengers should check 84
passengers should never 47
passengers should seize 42
passengers showed signs 55
passengers standing about 47
passengers stayed below 47
passengers talked about 73
passengers travel daily 43
passengers turned round 40
passengers waited until 52
passengers walked about 52
passengers wholly within 44
passengers without valid 54
passionate adults whose 105
passionate affair which 112
passionate animal lover 92
passionate appeals which 90
passionate belief which 142
passionate caress would 47
passionate celtic woman 77
passionate cravings which 42
passionate debate about 700
passionate debate began 42
passionate debate which 87
passionate debate within 93
passionate desire after 82
passionate desire which 309
passionate emotion swept 44
passionate emotion which 371
passionate energy where 58
passionate energy which 308
passionate enough about 1004
passionate feelings about 750
passionate feelings which 413
passionate feelings within 87
passionate fervor which 73
passionate hatred which 282
passionate homage which 89
passionate horror which 89
passionate kisses which 80
passionate letter about 41
passionate letter which 59
passionate little breast 113
passionate nature beneath 52
passionate nature could 176
passionate nature drove 77
passionate nature found 47
passionate nature makes 48
passionate nature might 57
passionate nature still 59
passionate nature under 91
passionate nature which 497
passionate nature would 162
passionate person whose 40
passionate regard which 43
passionate revolt which 47
passionate seeker after 356
passionate sorrow which 102
passionate speech about 424
passionate speech which 218
passionate spirit which 157
passionate strength beaten 43
passionate striving after 155
passionate temper which 165
passionate thought which 42
passively accept anything 44
passively accept every 49
passively allowing others 79
passively allows others 77
passively watching others 88
passively watching while 52
passivity through which 55
passports issued after 60
passports issued under 85
passports without which 60
passwords expire after 96
passwords should never 109
pastorate lasted until 50
pasturage already looking 64
patchwork quilts which 119
pathogenic agents causing 45
pathogenic agents which 227
pathogenic factor which 71
patiently ascend treading 50
patiently carrying water 48
patiently endure every 108
patiently endure testing 259
patiently enduring every 77
patiently enough until 51
patiently enough while 82
patiently listen while 46
patiently looked after 43
patiently removing every 48
patiently standing while 123
patiently waited under 45
patiently waited until 2191
patiently waited while 1064
patriarchs before moses 178
patriarchy itself never 91
patriotism before party 159
patriotism before which 52
patriotism itself would 112
patriotism rolled again 121
patriotism should never 75
patriotism through which 49
patriotism toward china 120
patriotism without abating 63
patriotism without which 136
patrolled center field 107
patronage almost equal 59
patronage public works 95
patronage should force 45
patronage should never 44
patronage system based 101
patronage system began 51
patronage system could 120
patronage system still 99
patronage system under 283
patronage system where 131
patronage system which 1457
patronage system within 99
patronage system would 125
patronage through which 579
patronage without power 54
patronage without which 126
patronize another store 49
patronize jewish shops 48
patronize places where 44
patronize stores which 64
patronizing little smile 71
patronizing manner which 218
patronizing remark about 114
patronizing toward women 158
patterned carpet which 49
patterned cotton dress 77
patterned cotton shirt 42
patterned cotton skirt 51
patterned fabric which 107
patterned glazed tiles 95
patterned ground forms 1021
patterned itself after 795
patterned mainly after 85
patterned marble floor 622
patterned mosaic floor 216
patterned myself after 466
patterned partly after 69
patterned resist layer 42
patterned summer dress 152
patterned tissue paper 143
patterned visual field 45
patterned visual input 546
patterned wrapping paper 310
pavements became tossing 42
peacefully asleep under 72
peacefully asleep while 63
peacefully coexist within 136
peacefully cropping grass 48
peacefully enough under 54
peacefully enough until 120
peacefully munching grass 46
peacefully sleeping child 235
peacefully sleeping under 72
peacefully sleeping while 42
peacefully through green 74
peacefully united under 93
peacefully without causing 42
peacekeeping forces after 107
peacekeeping forces could 352
peacekeeping forces might 183
peacekeeping forces since 45
peacekeeping forces under 421
peacekeeping forces which 225
peacekeeping forces would 573
peacekeeping mission could 52
peacekeeping mission under 143
peacekeeping mission would 95
peacekeeping troops under 83
peacekeeping troops would 175
peculation something rather 44
peculiarly anxious about 62
peculiarly bitter smile 58
peculiarly bitter taste 261
peculiarly bright smile 50
peculiarly called learning 136
peculiarly called poetry 63
peculiarly called works 96
peculiarly charming smile 95
peculiarly english about 267
peculiarly english brand 192
peculiarly english genre 146
peculiarly english habit 96
peculiarly english notion 102
peculiarly english sense 178
peculiarly english sound 101
peculiarly english sport 137
peculiarly english style 288
peculiarly english trait 120
peculiarly english weapon 89
peculiarly french about 136
peculiarly french sense 84
peculiarly french trait 44
peculiarly gentle voice 180
peculiarly german about 119
peculiarly gifted people 147
peculiarly hollow sound 134
peculiarly inviting field 42
peculiarly marked hands 49
peculiarly middle class 75
peculiarly modern about 99
peculiarly modern feeling 110
peculiarly modern forms 192
peculiarly modern notion 264
peculiarly modern sense 325
peculiarly modern social 94
peculiarly pressing social 42
peculiarly pungent smell 54
peculiarly sacred about 105
peculiarly sacred place 207
peculiarly shaped black 43
peculiarly shaped cells 176
peculiarly shaped horns 52
peculiarly shaped knife 155
peculiarly shaped leaves 153
peculiarly shaped piece 387
peculiarly shaped rocks 199
peculiarly shaped skull 428
peculiarly shaped stick 41
peculiarly shaped stone 513
peculiarly shrill voice 112
peculiarly silent about 66
peculiarly solemn paper 49
peculiarly solemn tones 100
peculiarly strange about 73
peculiarly striking about 74
peculiarly subtle sense 64
peculiarly tender feeling 45
peculiarly without fault 53
pedagogic common sense 43
pedagogic methods which 92
pedestals around about 70
pedestrian access route 66
pedestrian access within 43
pedestrian bridge above 46
pedestrian bridge built 56
pedestrian bridge linking 98
pedestrian bridge links 200
pedestrian bridge which 121
pedestrian common sense 273
pedestrian crossing light 158
pedestrian crossing point 58
pedestrian crossing signs 224
pedestrian crossing times 104
pedestrian crossing where 61
pedestrian crossing which 60
pedestrian desire lines 56
pedestrian routes which 64
pedestrian safety rules 255
pedestrian shopping malls 178
pedestrian street lined 143
pedestrian street where 46
pedestrian street which 65
pedestrian subway under 71
pedestrian tunnel beneath 56
pedestrian tunnel under 326
pedestrian versus motor 51
pedigreed breeding stock 96
peepholes through which 800
peevishly something under 81
penalties accruing under 98
penalties levied under 193
penalties listed above 128
penalties should apply 228
penalties should never 53
penalties stated above 42
penalties without appeal 42
penalties without limit 119
pendulous breasts which 95
penetrate almost anything 114
penetrate almost every 316
penetrate animal cells 43
penetrate another woman 44
penetrate before reaching 130
penetrate behind enemy 77
penetrate beyond about 47
penetrate building walls 44
penetrate closed doors 46
penetrate courts reeking 136
penetrate deeper beneath 45
penetrate deeper still 116
penetrate deeper within 62
penetrate deeply below 107
penetrate deeply beneath 60
penetrate deeply within 214
penetrate further alone 54
penetrate further still 77
penetrate german lines 53
penetrate intact cells 114
penetrate intact human 94
penetrate matter easily 50
penetrate matter until 61
penetrate regions where 45
penetrate tangled woods 61
penetrate target cells 55
penetrate through about 44
penetrate through dense 50
penetrate through either 88
penetrate through every 573
penetrate through glass 102
penetrate through holes 57
penetrate through paper 41
penetrate through pores 64
penetrate through small 89
penetrate through solid 122
penetrate through space 62
penetrate through walls 156
penetrate through water 148
penetrate tissue cells 67
penetrate vessel walls 71
penetrate window glass 60
penetrate without cutting 49
penetrating almost every 186
penetrating aortic ulcer 1196
penetrating bomber force 97
penetrating bullet wound 312
penetrating cardiac wound 137
penetrating common sense 484
penetrating corneal graft 742
penetrating corneal wound 45
penetrating critic might 56
penetrating deeper until 43
penetrating deeply within 67
penetrating female voice 54
penetrating genius could 129
penetrating genius which 45
penetrating glance which 592
penetrating glance would 90
penetrating injury which 129
penetrating matter which 48
penetrating mental vision 118
penetrating nuclear weapon 113
penetrating peptic ulcer 892
penetrating person knows 57
penetrating recent study 101
penetrating regard would 52
penetrating remark about 90
penetrating spirit which 93
penetrating thought about 96
penetrating thought which 45
penetrating through every 258
penetrating through miles 72
penetrating through walls 97
penetrating wisdom which 159
penetrating wounds which 394
peninsula around pusan 41
peninsula around which 79
peninsula became known 108
peninsula before islam 51
peninsula before turning 44
peninsula called point 48
peninsula covers about 44
peninsula passed under 52
peninsula showed dimly 64
peninsula through which 92
peninsula united under 48
penitence through which 44
penniless debtor shall 45
perceived another reason 43
perceived another small 50
perceived causal locus 144
perceived changes which 46
perceived changes within 43
perceived cicero could 51
perceived clearly after 49
perceived client needs 51
perceived common bonds 41
perceived common enemy 232
perceived credit risks 57
perceived crisis within 44
perceived dangers posed 74
perceived demand curve 1079
perceived energy level 60
perceived events which 41
perceived future needs 299
perceived future threats 44
perceived future value 203
perceived gender roles 208
perceived greater social 117
perceived greater value 50
perceived higher costs 59
perceived higher level 173
perceived higher risks 44
perceived higher social 45
perceived higher value 66
perceived horses grazing 90
perceived itself bound 40
perceived itself under 59
perceived little beauty 47
perceived little change 110
perceived market needs 310
perceived market power 127
perceived market share 61
perceived market value 264
perceived myself getting 88
perceived notions about 69
perceived object color 80
perceived object motion 75
perceived object which 206
perceived object would 73
perceived public image 63
perceived public needs 85
perceived reality rather 60
perceived reality which 134
perceived reward value 61
perceived scenic beauty 247
perceived should prove 55
perceived smudge looking 42
perceived something about 106
perceived something amiss 141
perceived something black 73
perceived something enter 103
perceived something wanting 115
perceived something which 612
perceived something white 362
perceived soviet gains 46
perceived soviet threats 137
perceived special needs 90
perceived status rather 42
perceived status within 140
perceived stress level 317
perceived stress scale 280
perceived through feeling 109
perceived through human 95
perceived through reason 147
perceived through sense 678
perceived through sight 255
perceived through social 48
perceived through touch 159
perceived through vision 152
perceived training needs 742
perceived travel costs 130
perceived travel times 201
perceived unfair trade 98
perceived unfair trading 42
perceived visual field 98
perceived visual image 67
perceived visual world 55
perceived wisdom about 91
perceives hourly playing 195
perceives itself alone 41
perceives itself under 51
perceives something about 55
perceives something which 136
perception always takes 48
perception changed after 53
perception guides action 46
perception itself could 70
perception itself gives 40
perception itself rather 56
perception itself which 139
perception itself would 114
perception occurs under 43
perception occurs within 108
perception should begin 43
perception should exist 184
perception should occur 46
perception something which 51
perception through learning 40
perception through motion 124
perception through sense 336
perception through sight 105
perception through smell 44
perception through touch 86
perception through vision 69
perception through which 1016
perception toward which 121
perception versus action 62
perception without feeling 139
perception without knowing 64
perception without sense 54
perception without which 169
perchance gifted above 49
perchance mortal agony 203
percolate through every 139
percolate through soils 133
percolating ground water 4703
percolating through loose 40
percolating through rocks 132
percolating through soils 123
percolating waters under 72
percolating waters which 576
percussion drilling method 180
percussion flaked tools 87
percussion section plays 102
percussion section which 124
percussion shells would 40
percussion sounds which 165
peregrine falcon dives 41
peregrine falcon nesting 140
peregrine falcon nests 93
peregrine falcon which 182
perfected almost every 41
perfected common sense 46
perfected english prose 103
perfected methods which 119
perfected nature which 104
perfected system which 111
perfected through grace 41
perfected through learning 49
perfected whilst aided 143
perfected without delay 53
perfected without trials 917
perfection almost every 46
perfection before which 147
perfection beyond anything 46
perfection beyond human 45
perfection beyond which 994
perfection except under 52
perfection except where 123
perfection higher where 200
perfection itself would 152
perfection rarely found 50
perfection should appear 113
perfection through action 234
perfection through grace 195
perfection through habit 93
perfection through human 120
perfection through moral 90
perfection through reason 118
perfection through which 304
perfection toward which 2475
perfection without getting 132
perfection without learning 95
perfection without which 226
perfectly absurd about 56
perfectly agreed about 255
perfectly amiable about 48
perfectly arched black 57
perfectly arched brows 436
perfectly broken horse 46
perfectly candid about 450
perfectly charming about 47
perfectly charming house 54
perfectly charming people 156
perfectly charming place 109
perfectly charming smile 44
perfectly charming weather 43
perfectly charming woman 203
perfectly chaste woman 54
perfectly chosen words 163
perfectly cogent reason 43
perfectly common sense 41
perfectly cooked fresh 49
perfectly cooked pasta 120
perfectly cooked piece 49
perfectly cooked roast 57
perfectly cooked steaks 48
perfectly cordial terms 46
perfectly creased white 42
perfectly created world 91
perfectly deafening noise 40
perfectly decent about 49
perfectly decent human 152
perfectly decent people 407
perfectly decent place 63
perfectly decent woman 56
perfectly direct appeal 90
perfectly erased every 95
perfectly feudal lords 70
perfectly fitted black 64
perfectly fitted stone 47
perfectly formed about 54
perfectly formed adult 45
perfectly formed black 48
perfectly formed blues 112
perfectly formed breast 77
perfectly formed child 206
perfectly formed dwarf 65
perfectly formed faces 95
perfectly formed fingers 124
perfectly formed hands 184
perfectly formed horse 42
perfectly formed human 728
perfectly formed image 47
perfectly formed leaves 183
perfectly formed limbs 91
perfectly formed mouths 70
perfectly formed nails 53
perfectly formed round 40
perfectly formed shell 56
perfectly formed small 50
perfectly formed smoke 72
perfectly formed state 67
perfectly formed style 87
perfectly formed though 50
perfectly formed waves 50
perfectly formed white 148
perfectly formed within 52
perfectly formed woman 423
perfectly formed women 55
perfectly formed words 46
perfectly furious about 80
perfectly gaseous state 476
perfectly gentle breaths 43
perfectly honest about 1180
perfectly honest never 55
perfectly honest people 299
perfectly honest piece 56
perfectly honest though 103
perfectly honest woman 132
perfectly insane people 234
perfectly intact after 47
perfectly ironed shirt 66
perfectly ironed white 98
perfectly lawful trade 58
perfectly lawful under 127
perfectly limpid fluid 96
perfectly limpid stream 64
perfectly limpid water 135
perfectly liquid asset 483
perfectly liquid state 161
perfectly looked after 103
perfectly lovely about 79
perfectly lovely child 69
perfectly lovely evening 195
perfectly lovely house 47
perfectly lovely morning 88
perfectly lovely night 43
perfectly lovely people 77
perfectly lovely place 229
perfectly lovely voice 41
perfectly lovely woman 148
perfectly mature state 43
perfectly mobile within 467
perfectly nested loops 431
perfectly normal action 135
perfectly normal adult 233
perfectly normal after 544
perfectly normal again 402
perfectly normal basis 49
perfectly normal blood 535
perfectly normal brain 135
perfectly normal cases 148
perfectly normal cells 126
perfectly normal child 2214
perfectly normal color 77
perfectly normal curve 181
perfectly normal cycle 45
perfectly normal evening 77
perfectly normal event 193
perfectly normal feeling 107
perfectly normal fetus 50
perfectly normal finding 69
perfectly normal first 41
perfectly normal girls 114
perfectly normal given 53
perfectly normal growth 100
perfectly normal healthy 206
perfectly normal hearts 169
perfectly normal house 59
perfectly normal human 2942
perfectly normal labor 102
perfectly normal landing 45
perfectly normal larvae 77
perfectly normal lines 52
perfectly normal liver 56
perfectly normal lives 695
perfectly normal looking 132
perfectly normal method 77
perfectly normal morning 64
perfectly normal mother 84
perfectly normal nerve 106
perfectly normal night 43
perfectly normal order 55
perfectly normal organ 55
perfectly normal people 1746
perfectly normal phase 91
perfectly normal piece 50
perfectly normal place 60
perfectly normal pulse 53
perfectly normal right 50
perfectly normal scene 56
perfectly normal sense 72
perfectly normal shape 42
perfectly normal sight 69
perfectly normal since 98
perfectly normal sleep 40
perfectly normal social 141
perfectly normal sound 82
perfectly normal stage 124
perfectly normal state 1257
perfectly normal though 111
perfectly normal today 55
perfectly normal under 265
perfectly normal until 622
perfectly normal urine 201
perfectly normal usage 41
perfectly normal vision 171
perfectly normal voice 564
perfectly normal while 253
perfectly normal within 131
perfectly normal woman 492
perfectly normal women 230
perfectly normal working 122
perfectly normal world 43
perfectly obvious about 62
perfectly obvious after 60
perfectly obvious facts 131
perfectly obvious point 102
perfectly obvious reason 217
perfectly obvious sense 84
perfectly obvious today 42
perfectly obvious truths 52
perfectly obvious where 81
perfectly obvious which 115
perfectly placed voice 55
perfectly placed within 55
perfectly played music 141
perfectly polite about 102
perfectly polite people 41
perfectly pretty woman 82
perfectly proper action 48
perfectly proper method 100
perfectly proper place 123
perfectly proper reason 48
perfectly proper reply 42
perfectly proper sense 152
perfectly proper since 46
perfectly proper under 215
perfectly proper words 90
perfectly random motion 52
perfectly savage state 97
perfectly secret every 63
perfectly secure about 206
perfectly secure basis 57
perfectly secure house 47
perfectly secure place 114
perfectly secure under 346
perfectly secure until 211
perfectly secure where 55
perfectly secure while 48
perfectly secure within 283
perfectly serene about 55
perfectly serious about 765
perfectly serious point 58
perfectly serious voice 91
perfectly serious while 55
perfectly shaped black 40
perfectly shaped breast 62
perfectly shaped brows 110
perfectly shaped fingers 50
perfectly shaped hands 131
perfectly shaped nails 100
perfectly shaped pearls 43
perfectly shaped trees 45
perfectly shaped white 126
perfectly silent about 178
perfectly silent crowd 55
perfectly silent under 61
perfectly silent until 165
perfectly silent while 147
perfectly simple about 41
perfectly simple feeling 62
perfectly simple human 140
perfectly simple method 96
perfectly simple piece 73
perfectly simple reason 294
perfectly simple sound 60
perfectly simple story 66
perfectly simple style 87
perfectly simple unity 42
perfectly simple words 99
perfectly spaced trees 50
perfectly square block 64
perfectly square edges 65
perfectly square piece 96
perfectly square pulse 43
perfectly square shape 84
perfectly stable price 50
perfectly stable under 187
perfectly stable value 40
perfectly static world 47
perfectly stolid waiting 44
perfectly strange place 75
perfectly strange woman 106
perfectly strange world 40
perfectly stupid about 52
perfectly torpid state 70
perfectly unable either 135
perfectly unique place 40
perfectly united front 94
perfectly united under 106
perfectly unjust state 98
perfectly unlike anything 44
perfectly unseen world 51
perfectly virgin region 53
perfectly wanton change 44
perfectly without cause 43
perfectly without error 46
perfectly without knowing 109
perfectly without limit 41
perfectly without looking 51
perfectly without taint 45
perfectly without words 56
perfectly wizard stream 43
perfidious advice would 43
perfidious policy which 204
perforating artery which 111
perforating branch which 256
perforating bullet wound 326
perforating corneal ulcer 536
perforating corneal wound 376
perforating peptic ulcer 501
perforating ulcers which 47
perforating wounds often 91
performed actions which 428
performed actions worthy 157
performed almost daily 628
performed almost every 828
performed almost twice 74
performed another action 201
performed another dance 50
performed another piece 66
performed another study 194
performed barium enema 121
performed before about 41
performed before anything 64
performed before biopsy 198
performed before blood 59
performed before closing 72
performed before either 146
performed before every 345
performed before final 122
performed before first 98
performed before henry 103
performed before james 389
performed before labor 184
performed before large 321
performed before louis 394
performed before major 50
performed before onset 46
performed before opening 57
performed before others 365
performed before people 84
performed before placing 115
performed before queen 854
performed before rather 89
performed before reaching 143
performed before renal 67
performed before running 62
performed before sending 60
performed before setting 75
performed before small 85
performed before start 109
performed before testing 172
performed before white 50
performed before world 49
performed better after 359
performed better since 45
performed better under 1014
performed better while 111
performed beyond eight 162
performed choral works 57
performed crucial roles 60
performed dances which 76
performed double blind 50
performed duties which 368
performed eighty times 54
performed eleven times 198
performed enough times 45
performed except after 55
performed except under 186
performed except where 62
performed fairly easily 82
performed fairly often 107
performed female parts 48
performed female roles 113
performed female tasks 44
performed forced labor 376
performed further tests 85
performed gospel music 52
performed greater deeds 108
performed greater works 68
performed heroic deeds 1068
performed italian opera 51
performed julius caesar 54
performed little plays 61
performed mainly under 44
performed mainly within 66
performed manual labor 2364
performed manual tasks 94
performed mighty deeds 551
performed mighty works 161
performed modern dance 48
performed mostly under 50
performed mystic rites 88
performed partly within 401
performed poorly after 98
performed poorly since 113
performed poorly under 201
performed poorly while 76
performed poorly would 45
performed public works 74
performed puppet shows 214
performed readily under 46
performed sacred music 56
performed sacred plays 53
performed sacred rites 408
performed safely after 112
performed safely under 186
performed safely within 60
performed scenes taken 42
performed secret rites 148
performed simple tasks 233
performed solely under 77
performed solely within 118
performed sooner rather 57
performed special rites 101
performed special tasks 142
performed strange rites 63
performed street theater 65
performed sundry tunes 45
performed through dance 59
performed through either 1459
performed through habit 154
performed through healthy 56
performed through human 68
