packed granulated sugar 160
partial correlation method 317
partial correlation might 46
partial correlation ratios 46
partial correlation study 67
partial correlation value 63
partial correlation which 141
partial correlation would 250
partial definitions which 83
partial derivative equal 303
partial derivative given 50
partial derivative gives 108
partial derivative method 59
partial derivative shows 43
partial derivative signs 67
partial derivative since 88
partial derivative taken 62
partial derivative terms 336
partial derivative where 50
partial derivative which 145
partial derivative would 79
partial description given 46
partial description which 56
partial destruction thereof 50
partial destruction which 54
partial destruction would 97
partial disability after 86
partial disability award 251
partial disability based 70
partial disability cases 632
partial disability shall 359
partial disability under 261
partial disability where 52
partial disability which 204
partial disability would 77
partial discharges within 53
partial dislocation lines 55
partial dislocation loops 206
partial dislocation often 44
partial dislocation which 94
partial engagements which 88
partial evaporation takes 40
partial evaporation under 42
partial excitations arise 48
partial experience which 56
partial explanation based 44
partial explanation could 144
partial explanation given 42
partial explanation might 253
partial explanation seems 66
partial explanation since 115
partial explanation which 128
partial explanation would 109
partial government funding 371
partial hydrolysis takes 62
partial inadequate notion 87
partial incapacity shall 78
partial indulgence which 78
partial information about 5391
partial information could 65
partial information given 109
partial information might 44
partial information which 291
partial information would 55
partial integration gives 106
partial integration under 46
partial integration which 78
partial integration would 96
partial legislation which 51
partial legislation would 42
partial likelihood method 288
partial likelihood model 187
partial likelihood score 159
partial liquidation rules 176
partial liquidation shall 55
partial liquidation under 946
partial liquidation where 67
partial liquidation which 64
partial liquidation within 204
partial obstruction which 122
partial parameters based 48
partial penetration welds 504
partial peripheral nerve 97
partial prepayment shall 152
partial prosperity which 43
partial refractory period 141
partial regulatory takings 150
partial replication study 68
partial resistance which 78
partial restoration under 48
partial restoration which 59
partial revelations which 55
partial sacrifices which 67
partial settlement under 50
partial settlement which 47
partial settlement would 51
partial statements about 65
partial statements which 93
partial structures which 100
partial termination might 55
partial termination rules 62
partial termination under 96
partial termination where 103
partial translation which 40
partial transverse lesion 52
partly coagulated blood 306
partly concurrent shall 71
partly considered under 50
partly cultivated after 85
partly decomposed leaves 109
partly decomposed plant 459
partly decomposed state 62
partly demolished house 99
partly determined never 127
partly determines which 144
partly disappeared under 41
partly government owned 291
partly hospitable globe 178
partly immediately after 60
partly integrated firms 102
partly reproduced above 123
partly reproduced below 131
partly reversible after 45
partly solidified alloy 44
partly solidified magma 44
partly successful since 138
passed absolutely under 49
passed acceptance testing 59
passed acceptance tests 145
passed amendments which 100
passed appropriate tests 47
passed appropriating money 106
passed completely round 659
passed completely under 705
passed dangerously close 589
passed definitely under 228
passed delightful hours 89
passed enactments which 43
passed establishing local 45
passed government house 70
passed harmlessly above 102
passed harmlessly beneath 112
passed harmlessly under 135
passed immediately above 262
passed immediately after 2520
passed immediately below 280
passed immediately beneath 266
passed immediately under 399
passed information about 561
passed laboratory tests 105
passed legislation about 99
passed legislation after 61
passed legislation aimed 1233
passed legislation banning 1426
passed legislation barring 485
passed legislation based 167
passed legislation calling 391
passed legislation changing 89
passed legislation creating 2385
passed legislation cutting 42
passed legislation denying 89
passed legislation either 135
passed legislation forcing 93
passed legislation funding 81
passed legislation known 325
passed legislation looking 41
passed legislation placing 132
passed legislation putting 85
passed legislation raising 269
passed legislation seeking 46
passed legislation setting 797
passed legislation stating 195
passed legislation under 206
passed legislation which 6464
passed ordinances banning 119
passed ordinances which 555
passed perilously close 147
passed regulations under 48
passed regulations which 144
passed relatively close 56
passed relatively easily 121
passed resolutions about 314
passed resolutions after 44
passed resolutions aimed 105
passed resolutions backing 58
passed resolutions banning 75
passed resolutions barring 45
passed resolutions binding 48
passed resolutions calling 6984
passed resolutions denying 218
passed resolutions either 188
passed resolutions looking 107
passed resolutions seeking 64
passed resolutions setting 116
passed resolutions showing 40
passed resolutions stating 351
passed resolutions tending 50
passed resolutions thanking 242
passed resolutions under 52
passed resolutions warning 70
passed resolutions which 3450
passed unnumbered hours 167
passes completely round 464
passes completely under 178
passes enactments which 49
passes immediately above 398
passes immediately after 231
passes immediately below 1500
passes immediately beneath 130
passes immediately under 522
passes information about 406
passes legislation which 207
passes relatively close 204
passes relatively easily 95
passes resolutions calling 40
passes resolutions which 110
passion considered under 75
passion immediately after 49
pastor immediately after 49
patent agreements which 84
patent application after 915
patent application based 441
patent application costs 190
patent application could 423
patent application dated 82
patent application fails 47
patent application filed 4079
patent application files 354
patent application filings 192
patent application first 180
patent application forms 276
patent application gives 86
patent application meets 84
patent application might 179
patent application pending 427
patent application rather 48
patent application right 103
patent application serial 537
patent application shall 2566
patent application shows 44
patent application since 87
patent application takes 46
patent application thereon 67
patent application under 1177
patent application until 405
patent application where 201
patent application which 2333
patent application while 77
patent application within 1635
patent application would 662
patent arrangement which 58
patent cooperation treaty 242
patent historical facts 41
patent immediately after 126
patent information which 54
patent infringement action 14211
patent infringement after 94
patent infringement arising 277
patent infringement based 343
patent infringement cases 4646
patent infringement claim 5087
patent infringement could 552
patent infringement issue 78
patent infringement suits 9924
patent infringement under 705
patent infringement where 209
patent infringement which 874
patent infringement within 158
patent infringement would 193
patent invalidity based 79
patent legislation which 186
patent literature gives 48
patent literature shows 558
patent literature since 243
patent literature which 221
patent locomotive engine 216
patent monopolies which 106
patent preparation which 146
patent references cited 53
patent registered under 55
patent statistics would 44
pathway immediately after 142
pathway refractory period 130
pathway suppresses growth 71
patron information needs 121
pauper assistants ranged 124
pauses immediately after 46
peasant associations could 53
peasant associations under 76
peasant associations which 240
peasant associations would 110
peasant background which 43
peasant collective action 575
peasant committees pending 54
peasant committees which 114
peasant complaints about 78
peasant discontent could 56
peasant discontent which 103
peasant government which 47
peasant households after 48
peasant households could 323
peasant households holding 59
peasant households lived 43
peasant households might 59
peasant households often 41
peasant households owned 201
peasant households still 103
peasant households under 100
peasant households where 100
peasant households which 668
peasant households whose 88
peasant households within 115
peasant households working 65
peasant households would 333
peasant populations which 72
peasant properties might 99
peasant proprietor class 288
peasant proprietor could 81
peasant proprietor whose 65
peasant proprietor would 119
peasant resistance could 46
peasant resistance which 85
pectic substances occur 53
pectic substances which 281
pedals emphasizes curve 51
peddling exactitude about 111
peeled immediately after 45
pelvic contraction which 59
pelvic examination after 70
pelvic examination alone 110
pelvic examination every 203
pelvic examination often 86
pelvic examination shows 218
pelvic examination under 398
pelvic examination until 70
pelvic examination which 118
pelvic examination within 51
pelvic examination would 88
pelvic peritoneum which 75
pelvic recurrence after 233
pelvic recurrence rates 73
pelvic structures which 75
pelvic sympathetic ganglia 176
pelvic sympathetic trunk 60
pelvic ultrasound scans 53
pelvic ultrasound shows 54
pelvic ultrasound study 91
pencil aggravated every 61
pencil assessment tools 52
pencil frequently leaves 41
pencil immediately after 55
pencil instrument which 55
pencil memorandum which 88
pencil vertically about 42
penile tumescence study 77
penile tumescence testing 798
penned immediately after 206
pension admissible under 120
pension application filed 74
pension application files 574
pension arrangement which 148
pension authorities after 45
pension calculated under 51
pension investment funds 100
pension legislation since 46
pension legislation which 71
pension liabilities could 40
pension liabilities under 75
pension liabilities which 56
pension liabilities would 73
pension obligations under 87
pension obligations which 42
pension obligations would 62
pension prescribed under 50
peoples constitute about 42
peoples everywhere could 50
peoples everywhere stand 47
peoples everywhere under 170
peoples everywhere would 126
periods accumulate until 50
periods applicable under 67
periods considered above 48
periods enumerated above 50
periods frequently occur 62
periods identified above 177
periods immediately after 631
periods prescribed above 262
periods relatively short 65
perish immediately after 130
permit activities which 227
permit application could 48
permit application filed 240
permit application forms 850
permit application shall 480
permit application stage 41
permit application under 820
permit application until 119
permit application which 162
permit application within 333
permit application would 245
permit appropriate action 58
permit assumptions about 47
permit collective action 106
permit conclusions about 1927
permit conclusions which 43
permit continuous feeding 60
permit continuous growth 80
permit controlled waste 90
permit copyrighting would 170
permit corrective action 337
permit disclosure under 99
permit government action 115
permit individual firms 58
permit individual growth 60
permit individual users 64
permit inferences about 2618
permit information about 195
permit information sharing 140
permit interstate banking 247
permit legislation which 40
permit mechanical motion 68
permit predictions about 477
permit prosecution under 62
permit relatively large 405
permit relatively quick 149
permit relatively rapid 218
permit relatively small 102
permit scientific study 44
permit speculation about 319
permit spontaneous breathing 99
permit statements about 573
permit substantial growth 45
permit substantial savings 313
permit sufficient growth 54
permit sufficient light 269
permit sufficient space 167
permit sufficient water 238
permit systematic study 94
permit therapeutic cloning 55
permit unilateral action 57
permit vegetative growth 46
permit voluminous items 67
person answerable under 47
person apparently above 62
person apparently healthy 44
person apparently under 982
person appreciates beauty 300
person arbitration board 127
person arbitration panel 314
person assessable under 88
person complained about 790
person completely lacking 102
person completely loses 55
person completely under 60
person consciously feels 43
person consciously knows 61
person consciously makes 61
person consciously thinks 59
person consciously tries 75
person consciously wants 44
person considered under 41
person constantly feels 47
person constantly thinks 49
person contributing money 80
person criminally liable 525
person designated above 107
person designated below 95
person designated shall 170
person designated under 2282
person designated would 81
person determined under 50
person discharged shall 122
person discharged under 90
person emotionally aware 46
person enthusiastic about 58
person eventually comes 74
person eventually finds 47
person eventually learns 48
person experiencing grief 72
person experiencing shame 64
person extradited shall 66
person extradited under 192
person fantasizes about 161
person frequently comes 54
person frequently fails 49
person frequently feels 127
person frequently finds 101
person frequently makes 72
person frequently needs 48
person frequently shows 40
person habitually takes 55
person households could 49
person households headed 167
person households since 116
person households under 255
person households where 133
person households which 244
person households would 153
person identified above 145
person identified under 66
person immediately above 369
person immediately after 2099
person immediately below 137
person immediately falls 104
person immediately gives 44
person immediately selling 127
person immediately thinks 41
person immediately under 72
person imperative forms 112
person imprisoned under 575
person imprisoned within 57
person inevitably feels 49
person infinitely above 54
person infinitely worthy 45
person influences others 138
person information about 950
person information which 241
person innocently mocks 50
person interaction where 83
person interaction which 89
person interested could 43
person interested either 551
person interested might 190
person interested shall 465
person interested under 1497
person interested within 191
person interested would 69
person maliciously shoot 54
person measurement error 164
person mistakenly thinks 63
person narratives about 548
person narratives where 53
person narratives which 207
person omniscient author 131
person omniscient point 2526
person omniscient voice 219
person ordinarily keeps 44
person ordinarily would 141
person originally liable 185
person originally named 180
person personally known 66
person personally liable 169
person personally rather 60
person possessive forms 166
person potentially liable 95
person presumably would 87
person pronominal forms 612
person prosecuted shall 121
person prosecuted under 273
person punishable under 65
person reciprocal power 151
person registered shall 110
person registered under 7569
person reminisces about 51
person representing hymen 105
person statements about 412
person subjective point 260
person sufficient money 133
person transferring stock 54
person transferring title 115
person ultimately liable 267
person understand where 44
person uninformed about 45
person unlawfully takes 105
person vicariously liable 145
petite bourgeoisie began 42
petite bourgeoisie class 65
petite bourgeoisie could 116
petite bourgeoisie might 49
petite bourgeoisie rather 49
petite bourgeoisie under 67
petite bourgeoisie which 303
petite bourgeoisie whose 91
petite bourgeoisie within 80
petite bourgeoisie would 158
petrol consumption would 108
phased retirement option 80
phased retirement plans 453
phases identified above 376
phases immediately after 121
phenol coefficient method 621
phenol coefficient testing 65
phenol coefficient tests 1223
phenol coefficient would 99
phenol derivative which 58
phonon interaction gives 95
phonon interaction plays 144
phonon interaction which 472
phonon interaction would 98
photon correlation method 239
photon interaction cross 519
photon interaction region 300
phrase boundaries within 46
phrase frequently found 111
phrase immediately after 209
phrase inevitably calls 59
phrase italicized above 66
phrase originally comes 54
phrase structures which 69
phrase translated above 119
phrase unfinished rather 115
picked immediately after 95
pickup basketball games 635
pieces enumerated above 109
pieces frequently broke 90
pieces immediately after 409
pierce enraptured hearts 41
pillar apparently falling 44
pillar inscription dated 122
pillar inscription found 45
pillar inscription which 108
pillar originally stood 45
pillow immediately after 41
pilots complained about 165
pilots immediately after 46
pinned helplessly beneath 46
pioneer democratic ideals 44
pioneer department store 98
pioneer enterprise which 55
pioneer settlement house 99
pioneer settlement where 48
pioneer settlement which 101
pistol immediately after 49
piston arrangement shown 50
piteous inclination looking 100
placed absolutely level 43
placed absolutely under 262
placed accurately within 92
placed apparently under 62
placed completely under 1865
placed completely within 221
placed confidence repay 45
placed conscience within 121
placed dangerously close 199
placed definitely under 214
placed definitely within 49
placed expediency above 61
placed explicitly under 52
placed explosives under 56
placed friendship above 49
placed gracefully above 68
placed immediately about 103
placed immediately above 9232
placed immediately after 23384
placed immediately below 8938
placed immediately beneath 2673
placed immediately under 9458
placed immediately within 296
placed infinitely above 147
placed information about 148
placed internally within 43
placed nationalism above 67
placed originally under 72
placed particular blame 56
placed particular trust 55
placed particular value 214
placed perilously close 43
placed philosophy above 46
placed physically close 194
placed principles above 70
placed relatively close 1430
placed respondent under 165
placed separately about 41
placed separately under 100
placed shakespeare above 44
placed sufficient funds 73
placed surgically under 49
placed tremendous power 74
placed tremendous value 106
placed triangularly under 95
placed vertically about 60
placed vertically above 2434
placed vertically below 572
placed vertically beneath 161
placed vertically rather 62
placed vertically under 989
placed vertically within 157
placed yourselves under 63
places enumerated above 259
places immediately above 282
places immediately after 1158
places immediately below 464
places immediately beneath 45
places immediately under 268
places information about 415
places inordinate value 50
places particular focus 54
places particular value 282
places principles above 85
places relatively close 302
places tremendous power 147
places tremendous value 194
placid equanimity which 41
placid melancholy which 45
placid resignation which 63
plague immediately after 43
plague immediately ceased 60
plague supposedly arising 44
plains immediately below 409
planar diffraction grating 62
planar structures which 202
planes immediately above 171
planes immediately below 120
planet discovered since 78
planks immediately above 114
planning acceptance rates 117
planning activities after 53
planning activities aimed 142
planning activities based 100
planning activities began 52
planning activities begin 47
planning activities could 293
planning activities focus 42
planning activities might 124
planning activities occur 118
planning activities often 118
planning activities rather 40
planning activities since 123
planning activities under 377
planning activities until 45
planning activities where 40
planning activities which 1804
planning activities while 41
planning activities within 1274
planning activities would 368
planning agreements under 112
planning agreements which 114
planning agreements would 217
planning application forms 128
planning application stage 206
planning application where 67
planning application which 271
planning application within 50
planning application would 171
planning approaches based 67
planning approaches which 451
planning appropriate action 87
planning appropriate learning 217
planning appropriate nursing 109
planning assistance funds 150
planning assistance grant 51
planning assistance under 60
planning assumptions about 262
planning assumptions which 196
planning authorities about 176
planning authorities appear 109
planning authorities began 47
planning authorities could 693
planning authorities might 314
planning authorities often 176
planning authorities rather 151
planning authorities since 111
planning authorities still 102
planning authorities under 587
planning authorities where 54
planning authorities which 666
planning authorities whose 158
planning authorities within 204
planning authorities would 1447
planning bureaucracy would 45
planning capability which 40
planning capability within 59
planning commissions could 51
planning commissions often 46
planning commissions under 153
planning commissions which 426
planning commissions whose 45
planning commissions within 141
planning commissions would 193
planning committees could 45
planning committees often 41
planning committees under 57
planning committees which 445
planning committees whose 43
planning committees within 55
planning committees would 77
planning conference which 136
planning consultant firms 44
planning controlled social 57
planning corrective action 136
planning department about 56
planning department after 104
planning department began 49
planning department could 252
planning department first 105
planning department knows 130
planning department makes 139
planning department might 189
planning department often 104
planning department shall 180
planning department staff 624
planning department under 314
planning department where 346
planning department which 1029
planning department whose 68
planning department within 257
planning department works 107
planning department would 689
planning discussions about 110
planning educational change 83
planning experience which 48
planning guidelines below 57
planning guidelines which 255
planning immediately after 302
planning individual learning 47
planning information about 294
planning information needs 117
planning information which 139
planning initiatives aimed 51
planning initiatives which 180
planning initiatives within 43
planning instruction based 74
planning instruction which 83
planning instrument which 125
planning integrated units 48
planning legislation since 144
planning legislation which 677
planning legislation would 138
planning literature which 67
planning mechanisms which 403
planning mechanisms within 40
planning methodology based 103
planning methodology which 289
planning methodology would 44
planning objectives could 43
planning objectives which 314
planning objectives within 64
planning objectives would 46
planning permissions which 240
planning philosophy which 183
planning principles apply 105
planning principles based 60
planning principles could 54
planning principles which 366
planning procedures based 68
planning procedures could 160
planning procedures under 42
planning procedures which 942
planning procedures within 280
planning procedures would 186
planning regulations which 435
planning strategies aimed 49
planning strategies alone 105
planning strategies based 206
planning strategies could 53
planning strategies might 57
planning strategies under 68
planning strategies which 750
planning strategies within 52
planning strategies would 50
planning structures which 59
planning techniques allow 46
planning techniques based 170
planning techniques could 166
planning techniques might 47
planning techniques which 902
planning techniques within 61
planning techniques would 148
planning therapeutic diets 64
planting coniferous trees 57
planting eucalyptus trees 302
planting immediately after 291
planting indigenous trees 127
planting individual trees 43
planting leguminous crops 71
planting leguminous trees 44
planting ornamental trees 156
planting techniques which 49
plants accumulate large 76
plants classified under 72
plants constitute about 55
plants contribute about 70
plants cultivated today 43
plants cultivated under 378
plants discovered since 46
plants enumerated above 244
plants enumerated below 49
plants experience water 125
plants experiencing water 126
plants flourished under 50
plants frequently appear 40
plants frequently found 52
plants frequently occur 76
plants immediately after 751
plants immediately under 51
plants maintained under 247
plants originally built 62
plants representing about 70
plants transplant easily 55
plasma components which 99
plasma hemoglobin level 544
plasma immediately after 379
plasma interaction region 77
plasma oscillation period 64
plasma parameters change 71
plasma parameters could 50
plasma parameters which 322
plasma phosphorus level 750
plasma refractive index 388
plasma transforming growth 75
plateau immediately above 196
plateau immediately below 111
plated immediately after 139
plates confusedly mixed 41
plates illustrating masks 147
plates immediately above 122
plates immediately after 246
plates immediately below 44
plates relatively large 63
played appropriate music 643
played appropriate tunes 81
played backgammon until 66
played backgammon while 42
played background music 733
played basketball after 134
played basketball again 61
played basketball every 339
played basketball since 219
played basketball under 100
played basketball until 126
played basketball while 175
played boisterous games 55
played characters whose 89
played comparable roles 140
played contributing roles 59
played delightful games 74
played delightful music 61
played electronic games 88
played exceptional roles 52
played harmlessly about 47
played historical roles 57
played immediately after 526
played incidental music 49
played influential roles 804
played invaluable roles 110
played melancholy music 59
played negligible roles 56
played particular havoc 58
played particular roles 114
played peripheral roles 165
played relatively minor 335
played relatively small 69
played remarkable roles 55
played substantial parts 58
played substantial roles 354
played supportive roles 204
played traditional games 75
played traditional music 332
played traditional roles 151
played tremendous roles 41
played volleyball until 40
player frequently finds 40
player immediately after 96
pleaded sufficient facts 146
pledge heretofore given 107
pledge originally given 309
plenty staterooms above 89
plexus immediately beneath 318
plexus immediately under 114
plexus sympathetic chain 97
plexus sympathetic trunk 126
plowed immediately after 151
plumbing contractor shall 79
plumbing contractor would 45
plumbing facilities which 43
plunged immediately after 96
plural imperative forms 205
plural possessive forms 661
plural possessive nouns 636
plural pronominal forms 126
pocket battleship which 48
pocket battleship would 49
pocket calculator could 77
pocket calculator handy 59
pocket calculator makes 46
pocket calculator might 52
pocket calculator tells 95
pocket calculator which 174
pocket calculator would 106
pocket flashlight which 48
pocket immediately after 54
pocket instrument which 59
pocket memorandum books 297
pocket microscope which 40
pocket shakespeare which 69
pocket thermometer under 62
pocket transistor radios 542
pointing accusatory fingers 129
points considered above 306
points considered under 64
points definitely fixed 53
points determined above 186
points determined under 50
points elaborated above 41
points emphasized above 147
points enumerated above 2062
points enumerated below 208
points enumerated under 65
points heretofore named 94
points identified above 284
points immediately above 1346
points immediately after 740
points immediately arise 78
points immediately below 377
points immediately beneath 63
points immediately stand 70
points immediately under 57
points infinitely close 300
points introduced above 40
points relatively close 384
points representing equal 102
points representing pairs 106
points representing stars 53
points summarized above 329
points summarized below 139
points vertically above 364
points vertically below 231
poised perilously above 88
poised vertically above 139
poison immediately after 80
police activities could 58
police activities under 125
police activities which 353
police activities within 224
police activities would 109
police assistance would 113
police authorities about 311
police authorities after 205
police authorities began 96
police authorities could 552
police authorities found 74
police authorities league 49
police authorities might 262
police authorities often 79
police authorities shall 192
police authorities stating 72
police authorities tried 52
police authorities under 405
police authorities warning 40
police authorities where 159
police authorities which 462
police authorities whose 109
police authorities within 615
police authorities would 1153
police background check 435
police checkpoint where 57
police complained about 90
police complaints about 144
police constables shall 49
police constables under 117
police constables while 40
police constables would 53
police cooperation within 174
police department about 1213
police department acted 63
police department added 40
police department after 1063
police department again 95
police department alone 100
police department asked 257
police department based 91
police department began 367
police department brass 53
police department calls 104
police department chief 99
police department comes 60
police department could 1224
police department crime 218
police department either 57
police department every 51
police department faces 82
police department files 716
police department finds 43
police department first 191
police department found 273
police department funds 85
police department gives 63
police department headed 56
police department hired 94
police department keeps 122
police department known 89
police department knows 122
police department later 66
police department looking 44
police department makes 121
police department might 640
police department moved 107
police department needs 706
police department never 110
police department often 111
police department ought 49
police department parking 108
police department plans 43
police department plays 42
police department press 69
police department rather 155
police department really 41
police department right 195
police department rules 994
police department seems 89
police department serving 194
police department shall 2042
police department shows 115
police department since 469
police department staff 153
police department stating 54
police department still 123
police department study 85
police department takes 89
police department tells 47
police department tends 42
police department today 118
police department tried 98
police department under 740
police department until 224
police department wants 199
police department where 694
police department which 2188
police department while 187
police department whose 251
police department within 232
police department working 55
police department works 169
police department would 2173
police detachment under 61
police detachment which 69
police detectives could 51
police detectives working 105
police detectives would 79
police dispatcher asked 42
police dispatcher would 47
police eventually broke 63
police eventually found 155
police government which 117
police harassment after 40
police harassment which 212
police helicopter pilot 84
police helicopter would 47
police immediately after 1483
police immediately began 253
police immediately moved 70
police information about 941
police information which 268
police institution which 51
police laboratory later 57
police legislation which 131
police lieutenant asked 41
police lieutenant named 567
police lieutenant whose 41
police lieutenant would 63
police magistrate could 96
police magistrate court 163
police magistrate might 43
police magistrate shall 3183
police magistrate sitting 454
police magistrate under 460
police magistrate where 47
police magistrate within 215
police magistrate would 183
police maintained order 201
police management would 89
police misconduct cases 981
police misconduct could 101
police misconduct rather 785
police misconduct suits 116
police misconduct which 204
police misconduct would 195
police observation alone 72
police ordinances which 224
police persecution which 242
police photograph taken 115
police procedural genre 182
police procedural novel 531
police procedural story 144
police procedures under 274
police procedures which 216
police procedures would 41
police regulations about 188
police regulations could 95
police regulations might 42
police regulations shall 116
police regulations under 317
police regulations which 3116
police regulations within 197
police regulations would 129
police reportedly found 55
police statements about 193
police statistics showing 188
police statistics which 134
police statistics would 54
police supervision after 126
police supervision might 49
police supervision since 110
police supervision under 127
police supervision until 107
police supervision which 261
police supervision would 81
police surrounded sitting 50
police ultimately found 42
police undercover agent 995
policing strategies which 152
policy acquisition costs 2521
policy activities which 117
policy activities within 107
policy adjustment would 71
policy agreements which 63
policy approaches aimed 123
policy approaches based 71
policy approaches could 54
policy approaches might 56
policy approaches rather 41
policy approaches taken 170
policy approaches which 348
policy approaches within 72
policy approaches would 70
policy assumptions about 340
policy assumptions which 193
policy background paper 96
policy background which 40
policy combination would 87
policy commitment which 86
policy committees under 42
policy committees which 125
policy committees within 51
policy committees would 111
policy conclusions about 348
policy conclusions based 469
policy conclusions could 206
policy conclusions drawn 791
policy conclusions might 40
policy conclusions which 1001
policy conclusions would 90
policy consciously aimed 45
policy cooperation could 47
policy cooperation which 111
policy cooperation within 309
policy cooperation would 64
policy coordinating group 78
policy declaration which 101
policy determines where 59
policy determines which 340
policy directives aimed 68
policy directives could 43
policy directives given 155
policy directives which 393
policy directives within 87
policy directives would 72
policy discourses about 104
policy discourses which 142
policy discussions about 2414
policy discussions focus 139
policy discussions often 92
policy discussions since 89
policy discussions today 342
policy discussions which 403
policy discussions within 557
policy discussions would 106
policy distortions which 51
policy encouraged large 59
policy encouraged women 52
policy encourages people 110
policy evaluations based 41
policy eventually would 46
policy explicitly aimed 68
policy formulated after 48
policy formulated under 129
policy formulated within 72
policy formulation about 123
policy formulation after 154
policy formulation aimed 50
policy formulation based 176
policy formulation began 124
policy formulation could 179
policy formulation level 289
policy formulation might 80
policy formulation needs 186
policy formulation often 75
policy formulation phase 298
policy formulation rather 406
policy formulation rests 67
policy formulation seems 85
policy formulation since 232
policy formulation stage 2317
policy formulation takes 311
policy formulation tends 104
policy formulation under 181
policy formulation until 55
policy formulation where 145
policy formulation which 1083
policy formulation while 131
policy formulation within 1297
policy formulation would 590
policy frameworks which 460
policy frameworks within 223
policy governance model 98
policy guidelines about 98
policy guidelines aimed 117
policy guidelines based 103
policy guidelines could 166
policy guidelines drawn 68
policy guidelines given 64
policy guidelines might 41
policy guidelines rather 43
policy guidelines under 94
policy guidelines which 1586
policy guidelines within 199
policy guidelines would 323
policy identified above 53
policy immediately after 1032
policy implication arising 63
policy implication drawn 53
policy implication seems 70
policy implication which 126
policy implication would 159
policy inevitably would 41
policy inferences drawn 58
policy information about 321
policy information model 367
policy information needs 125
policy information paper 107
policy information point 47
policy information within 55
policy initiatives about 89
policy initiatives after 203
policy initiatives aimed 2165
policy initiatives appear 74
policy initiatives based 402
policy initiatives began 151
policy initiatives could 773
policy initiatives focus 50
policy initiatives might 473
policy initiatives often 155
policy initiatives rather 262
policy initiatives since 630
policy initiatives taken 2004
policy initiatives under 326
policy initiatives until 183
policy initiatives which 3475
policy initiatives while 99
policy initiatives whose 50
policy initiatives within 935
policy initiatives would 1055
policy innovations which 198
policy innovations would 48
policy instituted after 62
policy instituted under 52
policy instrument aimed 66
policy instrument could 292
policy instrument might 61
policy instrument rather 77
policy instrument since 76
policy instrument under 210
policy instrument which 1467
policy instrument while 42
policy instrument whose 50
policy instrument within 94
policy instrument would 213
policy integration within 120
policy introduced after 133
policy introduced since 48
policy introduced under 87
policy literature about 74
policy literature which 187
policy management tools 136
policy management which 50
policy management within 53
policy management would 96
policy mechanisms which 129
policy memorandum which 82
policy objectives after 126
policy objectives aimed 104
policy objectives appear 66
policy objectives based 105
policy objectives began 40
policy objectives change 61
policy objectives could 1094
policy objectives might 224
policy objectives often 223
policy objectives rather 835
