pace successive rollers 250
past experience suggest 368
past experience together 165
past experience usually 173
past friendship between 172
past generations against 48
past generations because 232
past generations becomes 55
past government borrowing 73
past government buildings 124
past government efforts 262
past government service 143
past grievances against 444
past grievances between 46
past historical context 156
past historical figures 103
past historical moments 131
past historical process 56
past historical records 125
past ideological systems 93
past influences present 151
past information regarding 46
past information systems 152
past injustices against 459
past injustices towards 43
past injustices visited 46
past integration efforts 72
past interaction between 338
past investment behavior 49
past investment results 47
past meritorious service 143
past negotiations between 177
past negotiations regarding 44
past nutritional history 72
past participial clauses 474
past participial phrases 449
past participle according 77
past participle because 53
past participle clauses 267
past participle denotes 50
past participle derived 40
past participle following 45
past participle follows 98
past participle modifying 128
past participle passive 3050
past participle phrases 176
past participle present 482
past participle remains 73
past participle usually 229
past participle written 77
past prejudices against 196
past promotional efforts 62
past psychiatric history 3325
past psychiatric illness 357
past psychiatric records 51
past regulatory efforts 45
past resentment against 58
past scientific research 204
past scientific studies 51
past settlement systems 57
past successful efforts 114
past therapeutic failure 53
past university college 187
paths frequently crossed 125
paths inevitably crossed 52
paying appropriate tribute 42
paying exorbitant amounts 105
paying exorbitant customs 44
paying government position 40
paying government revenue 97
paying government workers 55
paying individual members 54
paying individual workers 46
paying investment because 127
paying liquidated damages 93
paying management position 41
paying particular tribute 102
paying proposition because 110
paying respectful tribute 61
paying reverential respect 52
paying substantial amounts 151
paying substantial damages 67
paying sufficient respect 483
paying unconscious tribute 108
pays appropriate tribute 66
pays liquidated damages 75
pays particular tribute 198
pays respectful tribute 59
pays unconscious tribute 78
peace agreements between 2169
peace arrangement between 82
peace conference arranged 57
peace conference because 264
peace conference between 2740
peace conference brought 67
peace conference decided 100
peace conference finally 97
peace conference following 885
peace conference including 53
peace conference involving 87
peace conference refused 45
peace conference regarding 46
peace conference started 65
peace contracted between 56
peace discussions between 260
peace immediately following 110
peace immediately follows 81
peace immediately preceding 103
peace initiatives between 261
peace initiatives towards 42
peace maintained between 58
peace negotiations appeared 109
peace negotiations because 498
peace negotiations between 16438
peace negotiations brought 247
peace negotiations carried 251
peace negotiations dragged 663
peace negotiations finally 252
peace negotiations following 402
peace negotiations forward 109
peace negotiations himself 47
peace negotiations involving 75
peace negotiations resumed 51
peace negotiations stalled 73
peace negotiations started 829
peace observation missions 144
peace proclaimed between 73
peace settlement against 41
peace settlement allowed 50
peace settlement appeared 104
peace settlement arranged 78
peace settlement because 283
peace settlement between 6455
peace settlement brought 114
peace settlement depends 47
peace settlement following 1052
peace settlement germany 58
peace settlement imposed 356
peace settlement include 42
peace settlement including 56
peace settlement involving 293
peace settlement process 200
peace settlement providing 43
peace ultimately depends 104
peer acceptance becomes 153
peer assessment process 293
peer assistance program 634
peer connections between 213
peer evaluations regarding 95
peer information exchange 282
peer interaction because 93
peer interaction becomes 125
peer interaction between 276
peer interaction research 145
peer recognition program 67
peso depreciated against 52
pest eradication program 54
pest management because 260
pest management concept 226
pest management control 161
pest management decision 894
pest management depends 126
pest management ecology 50
pest management efforts 190
pest management include 136
pest management including 45
pest management involving 112
pest management measures 404
pest management package 48
pest management problem 152
pest management program 11296
pest management project 328
pest management research 774
pest management schemes 334
pest management studies 240
pest management systems 4990
pest management tactics 970
pest populations because 97
pest populations increase 99
pick convenient numbers 69
pied flycatcher females 129
pigs vaccinated against 115
pining discontent survive 55
pink grapefruit sections 73
pink nebulosity appeared 84
pious fellowship permits 61
pious indignation against 103
pious protestant parents 42
pipe connections between 298
pipe immediately upstream 121
piping connections between 66
pithy declamation against 51
pits conscience against 87
pits individual against 112
plan activities involving 50
plan activities outside 43
plan activities related 53
plan activities together 399
plan amendments adopted 1054
plan amendments increasing 125
plan amendments providing 247
plan appropriate courses 97
plan appropriate lessons 102
plan appropriate measures 59
plan appropriate remedial 177
plan beneficiary numbers 140
plan completely ignored 59
plan corrective measures 121
plan essentially similar 60
plan eventually adopted 364
plan eventually decided 41
plan eventually evolved 49
plan expeditions against 41
plan formulation process 977
plan frequently adopted 194
plan heretofore adopted 228
plan heretofore pursued 55
plan identifies several 64
plan immediately following 137
plan individual lessons 206
plan information systems 118
plan investment manager 49
plan maintained jointly 42
plan maintained outside 257
plan miscarried because 317
plan originally adopted 903
plan originally devised 375
plan philosophy strives 77
plan preparation process 871
plan preventive measures 229
plan protective measures 125
plan recognition problem 160
plan recognition process 149
plan recognition systems 195
plan remarkably similar 76
plan scientific research 136
plan separately printed 230
plan strategies against 44
plan subsequent lessons 61
plan terminates because 41
plan termination results 51
plan theretofore adopted 41
plan theretofore applied 44
plan ultimately adopted 1135
plan ultimately depends 168
play activities according 126
play activities because 186
play activities between 185
play activities develop 42
play activities include 211
play activities including 45
play activities involve 150
play activities involving 383
play activities outside 272
play activities provide 316
play activities reflect 42
play activities related 41
play activities require 45
play activities similar 106
play activities typical 41
play aggressive defense 53
play alternates between 428
play basketball against 463
play basketball anymore 294
play basketball because 624
play basketball outside 123
play basketball together 736
play beautifully together 161
play constantly reminds 43
play essentially similar 107
play exhibitions against 49
play gramophone records 678
play harmlessly together 151
play immediately following 233
play immediately preceding 229
play interaction between 189
play marguerite gautier 113
play matchmaker between 160
play originally appeared 54
play originally written 659
play oscillates between 104
play phonograph records 1294
play traditional chinese 46
play traditional mexican 41
play traditional musical 67
play vigorously between 47
play volleyball together 127
plead conscience against 73
plead powerfully against 45
plot alternates between 60
plot inevitably thickens 52
plus completely updated 70
plus compression stockings 131
plus continuous infusion 389
plus democratic primary 100
plus depreciation charges 407
plus depreciation expense 588
plus derivative control 1348
plus difference between 139
plus expiratory reserve 140
plus government borrowing 105
plus government deficit 194
plus incidental charges 68
plus incidental damages 1872
plus information gathered 137
plus information regarding 224
plus intensifying screens 43
plus investment returns 133
plus liabilities assumed 195
plus liquidated damages 343
plus membership service 93
plus reinvested profits 105
plus specialized courses 48
plus subsequent capital 198
plus subsequent reports 110
plus substantial amounts 145
plus substantial numbers 46
plus ultraviolet radiation 185
plus unemployed persons 69
plus unemployed workers 110
plying constantly between 88
poems apparently written 45
poems immediately following 162
poems immediately preceding 109
poems originally appeared 966
poems originally printed 56
poems originally written 206
poems presumably written 55
poems supposedly written 167
poets immediately following 42
poets immediately preceding 60
pole assignment problem 473
pole continuous current 63
pole frameworks covered 46
polio eradication efforts 91
polio eradication program 338
polio vaccination program 367
pool information regarding 127
poor adjustment between 101
poor adventurer himself 63
poor anabaptist preacher 78
poor analytical results 60
poor andromache shrills 45
poor arrangement because 41
poor atomization quality 70
poor attachment between 76
poor attendance because 93
poor attendance figures 100
poor attendance records 1697
poor attentional control 132
poor automobile drivers 45
poor bereavement outcome 161
poor bewildered creature 133
poor bewildered sailors 47
poor boundaries between 62
poor candidates because 96
poor circulation because 82
poor circulation figures 41
poor circulation resulting 55
poor circulation results 43
poor comparison between 74
poor competitor against 67
poor compromise between 261
poor conductors because 118
poor connections between 365
poor constantly attending 51
poor cooperation between 401
poor correlation between 14253
poor correlation existed 55
poor cultivator obtains 89
poor demarcation between 92
poor dimensional control 147
poor directional control 111
poor distinction between 188
poor distracted citizen 83
poor distracted country 170
poor distracted creature 192
poor distracted husband 77
poor distraught creature 114
poor distressed brethren 53
poor distressed captain 46
poor distressed country 130
poor distressed creature 139
poor distressed lunatic 49
poor distressed members 54
poor distressed objects 50
poor distressed persons 58
poor distressed servant 51
poor educational program 48
poor educational quality 236
poor educational records 53
poor educational results 156
poor educational systems 324
poor efficiency because 50
poor electrical contact 700
poor elementary schools 79
poor employment history 236
poor employment records 664
poor examination results 1125
poor expedients devised 90
poor expressive language 157
poor facilities offered 55
poor feasibility studies 69
poor friendless carcass 57
poor friendless creature 211
poor friendless phantom 59
poor frightened animals 46
poor frightened creature 262
poor government official 81
poor grandmother fancies 40
poor historical records 44
poor households according 62
poor households because 115
poor households benefit 70
poor households consume 59
poor households include 42
poor households receive 240
poor households receiving 118
poor households usually 60
poor illiterate country 48
poor illiterate creature 100
poor illiterate farmers 52
poor illiterate natives 78
poor illiterate peasants 134
poor imprisoned debtors 53
poor indignation against 60
poor individual choices 54
poor industrious creature 46
poor industrious farmers 44
poor infatuated creature 59
poor information content 66
poor information exchange 107
poor information quality 116
poor information regarding 97
poor information service 49
poor information systems 287
poor inhabitant beholds 144
poor inhabitant starves 50
poor inhibitory control 232
poor integration between 272
poor interaction between 332
poor intestinal function 71
poor investment because 195
poor investment choices 426
poor investment climate 747
poor investment decision 230
poor investment results 501
poor investment returns 287
poor journeyman printer 125
poor landlocked country 50
poor logistical support 125
poor management ability 46
poor management because 104
poor management control 172
poor management decision 216
poor management resulting 62
poor management results 79
poor management support 47
poor management systems 137
poor mechanical ability 56
poor mechanical function 47
poor mechanical quality 61
poor nutritional balance 58
poor nutritional choices 221
poor nutritional content 204
poor nutritional quality 828
poor nutritional support 46
poor orientation towards 42
poor ostensible freemen 81
poor performers because 104
poor performers improve 60
poor performers receive 97
poor persecuted brethren 47
poor persecuted country 67
poor predictive ability 351
poor prognostic criteria 43
poor prognostic factors 2409
poor prognostic features 2750
poor prognostic markers 95
poor prognostic outcome 95
poor prognostic outlook 73
poor prognostic variable 40
poor reliability because 42
poor residential sections 60
poor resistance against 168
poor restaurant service 46
poor scholastic ability 54
poor scholastic records 128
poor scientific quality 247
poor spiritless creature 92
poor structural material 45
poor structural quality 142
poor structural support 52
poor substitute because 74
poor terrestrial citadel 231
poor therapeutic alliance 95
poor therapeutic outcome 202
poor therapeutic results 266
poor transitions between 63
poor underwriting results 98
poor uneducated artisan 60
poor unemployed workers 49
poor university student 104
poor unsuspecting creature 45
poor ventilation systems 85
poor visibility because 124
poor visibility resulting 48
pope absolutely refused 46
pope considered himself 118
pope heretofore exerted 46
pope pronounced against 68
pope prostrated himself 72
pore disappeared dauphin 319
pork tenderloin stuffed 192
port authorities ordered 119
port authorities refused 212
port directional coupler 193
port electrical network 50
port equivalent circuit 618
port equivalent network 87
port facilities because 40
port facilities capable 204
port facilities existed 43
port facilities include 222
port facilities including 200
port facilities located 183
port facilities offered 96
port facilities outside 100
port quarantine stations 47
port unreachable message 455
pose particular hazards 107
pose reclamation problem 59
pose substantial hazards 88
post appropriate notices 300
post capitalist society 165
post commissary officer 57
post difference between 113
post experience courses 109
post information regarding 159
post inhibitory rebound 149
post menopausal females 103
post retirement benefit 57
pour tremendous amounts 47
prey interaction between 420
prey populations increase 109
prior activities justify 53
prior aggressive behavior 104
prior agreements between 1074
prior agreements regarding 66
prior arbitration decision 56
prior arrangement between 464
prior associations between 100
prior assumptions regarding 199
prior bankruptcy petition 51
prior complaints against 148
prior connections between 58
prior convictions against 169
prior convictions brought 76
prior convictions involving 181
prior convictions offered 134
prior correlation between 64
prior creditable civilian 40
prior creditable service 93
prior deformation history 101
prior delinquent behavior 120
prior delinquent history 71
prior depressive episode 67
prior difference between 58
prior discipline imposed 81
prior discussions between 424
prior distinction between 561
prior employment history 326
prior experience affects 86
prior experience because 60
prior experience becomes 45
prior experience between 42
prior experience enables 51
prior experience factors 81
prior experience regarding 46
prior experience together 91
prior feasibility studies 74
prior gestational diabetes 272
prior government consent 57
prior government service 240
prior immigration history 107
prior information becomes 74
prior information regarding 687
prior information related 47
prior interaction between 176
prior investment decision 41
prior laboratory studies 57
prior negotiations between 327
prior obligations secured 110
prior particular estates 182
prior psychiatric contact 57
prior psychiatric history 1123
prior psychiatric illness 270
prior regulations extending 52
prior restraints against 544
prior restraints because 60
prior restraints enjoyed 247
prior restraints imposed 46
prior scientific research 72
prior settlement between 63
prior spontaneous abortion 143
prior statements regarding 88
prior therapeutic radiation 53
prior vaccination against 46
prong electrical outlets 58
pull information together 445
pull oscillator circuit 308
pull yourselves together 2984
pump circulates coolant 51
pump electrical circuit 106
pump inhibitors include 135
pump sufficient amounts 177
pure aboriginal descent 53
pure antibodies against 46
pure capacitive circuit 777
pure capitalist economy 382
pure capitalist society 487
pure coagulation current 72
pure competition assumes 70
pure competition because 229
pure competition between 123
pure competition existed 68
pure competition implies 55
pure competition prevail 44
pure competition results 58
pure conductive deafness 256
pure coniferous forests 157
pure conjecture because 46
pure conscience revolts 49
pure conscience towards 80
pure depressive illness 73
pure difference between 71
pure distinction between 120
pure efficiency criteria 55
pure efficiency grounds 112
pure evangelical religion 119
pure exponential function 58
pure fissionable material 470
pure friendship between 229
pure geometrical concept 127
pure geometrical figures 60
pure hemoglobin solution 44
pure hereditary spastic 67
pure historical research 222
pure historical subject 79
pure homogeneous material 65
pure imagination chooses 169
pure immiscible liquids 65
pure individual freedom 45
pure influences proceed 71
pure interaction between 56
pure investment company 80
pure laboratory culture 76
pure laboratory research 107
pure laboratory science 104
pure mathematics asserts 43
pure mathematics because 177
pure mathematics depends 47
pure mathematics follows 79
pure observation language 118
pure peppermint extract 59
pure portuguese descent 91
pure procedural justice 3040
pure projective geometry 348
pure protestant religion 49
pure quadrupole spectra 70
pure republican position 66
pure resistance circuit 284
pure scientific inquiry 368
pure scientific research 7767
pure scientific studies 50
pure sensational objects 44
pure sentiments towards 64
pure seventeenth century 59
pure sinusoidal current 138
pure sinusoidal function 43
pure sinusoidal signals 58
pure sinusoidal variation 57
pure sinusoidal voltage 148
pure speculation because 114
pure speculation subject 107
pure strategies according 61
pure subjective idealism 443
pure subjective illusion 53
pure substances because 82
pure surfactant solution 86
pure tyrannical forgery 75
pure vibrational spectra 130
push integration forward 89
push resolutely forward 50
push technology forward 44
push vigorously against 122
push vigorously forward 120
puts conscience between 157
puts impossible demands 85
puts tremendous demands 151
puts tremendous strains 93
