paced reading experiment 248
paper gave prominence 56
paper giving information 102
paper grew enormously 44
paper have disappeared 54
paper held vertically 70
paper into appropriate 44
paper into bankruptcy 52
paper into circulation 636
paper into decorative 122
paper into electronic 85
paper into individual 113
paper into paragraphs 62
paper into typewriter 45
paper kept constantly 44
paper less frequently 62
paper making industries 117
paper making properties 67
paper making technology 70
paper milk containers 527
paper mill discharges 573
paper mill executives 62
paper mill industries 55
paper mill operatives 71
paper more acceptable 62
paper more accessible 44
paper more accurately 50
paper more attractive 500
paper more frequently 58
paper most frequently 128
paper must correspond 46
paper must inevitably 55
paper only indirectly 44
paper only represents 77
paper over composition 105
paper pays particular 113
paper pulp industries 177
paper pulp suspensions 55
paper said editorially 146
paper some information 59
paper some properties 57
paper some reflections 54
paper some suggestions 62
paper tape controlled 103
paper tape typewriter 76
paper their impressions 58
paper those characters 90
paper upon temperance 117
paper uses information 44
paper were apparently 45
paper were calculated 231
paper were circulated 243
paper were completely 63
paper were considered 207
paper were consistent 48
paper were determined 228
paper were discovered 199
paper were equivalent 102
paper were essentially 70
paper were eventually 52
paper were everywhere 98
paper were formulated 89
paper were frequently 77
paper were identified 87
paper were immediately 76
paper were influenced 54
paper were introduced 275
paper were originally 388
paper were recognized 41
paper were relatively 59
paper were reproduced 61
paper were stimulated 58
paper were sufficient 48
paper were translated 66
paper were undertaken 428
paper will accomplish 86
paper will constitute 138
paper will contribute 673
paper will correspond 70
paper will critically 129
paper will deteriorate 70
paper will eventually 320
paper will facilitate 136
paper will frequently 113
paper will illuminate 55
paper will illustrate 754
paper will immediately 173
paper will inevitably 115
paper will ordinarily 54
paper will supplement 40
paper will ultimately 119
paper will understand 45
paper work procedures 148
paper your excellency 57
parking lots surrounded 45
parks have designated 63
parks have facilities 84
parks like disneyland 261
parks more accessible 151
parks more attractive 64
parks more frequently 51
parks were considered 136
parks were designated 234
parks were eventually 50
parks were frequently 43
parks were introduced 71
parks were maintained 58
parks were originally 200
parks were relatively 46
parks were segregated 55
parks were surrounded 62
parse tree representing 73
parse tree represents 67
parting from andromache 1004
parts acting separately 47
parts also contribute 43
parts also correspond 45
parts been interwoven 84
parts during fabrication 67
parts during parturition 59
parts even considered 106
parts flew everywhere 50
parts flying everywhere 68
parts from blueprints 40
parts from destruction 66
parts from indigenous 112
parts from individual 43
parts from mechanical 61
parts from shakespeare 72
parts have apparently 42
parts have approached 58
parts have completely 124
parts have contracted 43
parts have determined 45
parts have disappeared 549
parts have essentially 45
parts have evaporated 55
parts have frequently 138
parts have originated 44
parts have properties 77
parts have relatively 119
parts have sufficient 121
parts having disappeared 55
parts having relatively 67
parts having specialized 57
parts here enumerated 66
parts into appropriate 43
parts into assemblies 74
parts into categories 91
parts into compatible 42
parts into components 100
parts into containers 48
parts into individual 75
parts into mechanical 50
parts just enumerated 181
parts kept constantly 54
parts left unfinished 125
parts less accessible 42
parts list information 66
parts made separately 72
parts more accessible 135
parts more accurately 222
parts more attractive 56
parts more calculated 134
parts more completely 114
parts more determined 46
parts more distinctly 333
parts more fortresses 68
parts more frequently 286
parts more immediately 463
parts most accessible 91
parts most contiguous 47
parts most convenient 146
parts most frequented 149
parts most frequently 1632
parts most immediately 55
parts most intimately 132
parts most vulnerable 93
parts must constitute 65
parts must contribute 133
parts must correspond 137
parts must inevitably 78
parts must separately 53
parts must ultimately 52
parts other collections 63
parts sold separately 126
parts some accomplice 50
parts take precedence 51
parts used separately 42
parts very accurately 65
parts very creditably 42
parts very distinctly 62
parts very frequently 51
parts very profitable 94
parts well cultivated 388
parts well lubricated 127
parts were absolutely 60
parts were acceptable 48
parts were accessible 49
parts were accurately 69
parts were accustomed 45
parts were adequately 48
parts were apparently 213
parts were attributed 53
parts were beautifully 64
parts were calculated 172
parts were classified 136
parts were completely 557
parts were considered 612
parts were consistent 51
parts were constantly 181
parts were contiguous 102
parts were contracted 43
parts were controlled 85
parts were cultivated 104
parts were definitely 74
parts were demolished 76
parts were designated 204
parts were determined 364
parts were discovered 456
parts were dismantled 87
parts were dispatched 42
parts were distinctly 87
parts were elaborated 42
parts were eliminated 234
parts were emphasized 51
parts were essentially 91
parts were eventually 142
parts were everywhere 142
parts were fabricated 391
parts were frequently 348
parts were homogeneous 50
parts were identified 374
parts were immediately 202
parts were impossible 83
parts were improperly 54
parts were improvised 74
parts were integrated 326
parts were internally 40
parts were introduced 311
parts were laboriously 44
parts were lubricated 50
parts were maintained 80
parts were obtainable 45
parts were originally 991
parts were ornamented 59
parts were physically 55
parts were presumably 58
parts were reassembled 155
parts were recognized 87
parts were redesigned 50
parts were reinforced 58
parts were relatively 205
parts were remarkably 42
parts were reproduced 97
parts were separately 215
parts were strengthened 93
parts were subdivided 42
parts were sufficient 80
parts were surrounded 79
parts were translated 294
parts were transposed 77
parts were understood 42
parts were undertaken 103
parts will accumulate 52
parts will constitute 96
parts will contribute 137
parts will correspond 125
parts will eventually 301
parts will experience 61
parts will facilitate 67
parts will frequently 88
parts will immediately 42
parts will inevitably 186
parts will interchange 84
parts will ultimately 127
party also campaigned 59
party also complained 42
party also considered 82
party also controlled 399
party also criticized 56
party also disappeared 40
party also discovered 69
party also emphasized 63
party also encouraged 69
party also introduced 46
party also maintained 149
party also proclaimed 57
party also recognized 68
party also undertakes 93
party been sacrificed 83
party been successful 83
party best represents 181
party came determined 45
party debt collectors 362
party disk compression 190
party during negotiations 136
party from charleston 76
party from cincinnati 123
party from complicity 42
party from contributing 100
party from degenerating 55
party from destruction 445
party from dissolution 43
party from establishing 409
party from government 923
party from manchester 53
party from membership 61
party from molestation 121
party from monopolizing 52
party from obligations 93
party from observation 47
party from providence 205
party from punishment 45
party from transferring 105
party giving information 44
party have apparently 45
party have completely 45
party have confidence 50
party have determined 55
party have disappeared 57
party have discovered 49
party have frequently 181
party have introduced 48
party have maintained 84
party have sufficient 96
party have undertaken 73
party having approached 43
party having breakfasted 53
party having discovered 84
party having sufficient 116
party held majorities 42
party here considered 50
party into acceptance 57
party into bolsheviks 43
party into confidence 70
party into government 249
party into prominence 50
party into unspeakable 83
party left immediately 106
party left pittsburgh 40
party line regardless 44
party line subscriber 242
party line telephones 346
party list candidates 262
party lost confidence 48
party lost popularity 57
party made concessions 75
party made impressive 54
party made nominations 53
party made statements 43
party made substantial 105
party make professions 73
party making application 377
party making concessions 46
party making disclosure 55
party making resistance 73
party more acceptable 153
party more attractive 288
party more completely 128
party more democratic 155
party more distinctly 100
party more frequently 133
party more immediately 82
party more interested 87
party more responsive 217
party more sympathetic 60
party more vulnerable 70
party most astonished 89
party most frequently 106
party most hospitably 56
party most identified 88
party most immediately 70
party most interested 5376
party most sympathetic 148
party must accomplish 47
party must articulate 42
party must compensate 146
party must constantly 94
party must constitute 44
party must contribute 166
party must correspond 48
party must eventually 134
party must experience 62
party must explicitly 67
party must immediately 195
party must inevitably 298
party must justifiably 59
party must ordinarily 304
party must supplement 296
party must ultimately 138
party must understand 339
party only strengthened 43
party over government 55
party runs candidates 51
party soon disappeared 225
party soon discovered 180
party such information 182
party such statements 243
party take precedence 51
party those pleasantest 103
party took precedence 269
party upon acceptance 65
party upon application 65
party upon legislation 85
party upon termination 50
party very definitely 43
party video conferencing 50
party vote percentage 96
party wall agreements 840
party well acquainted 40
party well understood 69
party went downstairs 109
party went immediately 138
party were absolutely 157
party were accustomed 210
party were acquainted 91
party were apparently 212
party were astonished 316
party were classified 46
party were completely 678
party were confounded 60
party were confronted 147
party were congregated 46
party were considered 319
party were consistent 41
party were constantly 445
party were controlled 45
party were decisively 46
party were definitely 60
party were designated 85
party were determined 1308
party were discharged 60
party were discovered 436
party were dispatched 104
party were distinctly 100
party were eliminated 76
party were emboldened 60
party were encouraged 273
party were enthusiastic 114
party were essentially 96
party were eventually 154
party were everywhere 199
party were experiencing 48
party were extinguished 41
party were formulated 46
party were frequently 295
party were frightened 124
party were frustrated 295
party were hopelessly 64
party were hospitably 200
party were identified 111
party were immediately 687
party were implicated 109
party were imprisoned 295
party were inevitable 40
party were inexorable 40
party were influenced 177
party were instructed 204
party were interested 385
party were introduced 252
party were lieutenant 78
party were maintained 50
party were manifestly 126
party were originally 70
party were persecuted 70
party were personally 117
party were prejudiced 130
party were privileged 174
party were proclaimed 45
party were profoundly 82
party were prohibited 66
party were proscribed 104
party were prosecuted 52
party were prostrated 95
party were punctually 115
party were recognized 161
party were reconciled 92
party were registered 41
party were reinforced 108
party were reinstated 50
party were relatively 95
party were remarkably 45
party were restrained 72
party were restricted 43
party were stimulated 41
party were strengthened 125
party were successful 673
party were sufficient 109
party were suppressed 100
party were surrounded 383
party were sympathetic 46
party were synonymous 63
party were triumphant 188
party were ultimately 107
party were unprepared 45
party were vehemently 46
party when appropriate 60
party when confronted 41
party will accomplish 69
party will anticipate 49
party will compensate 53
party will compromise 43
party will constitute 157
party will contribute 230
party will definitely 80
party will eventually 413
party will experience 71
party will facilitate 43
party will frequently 164
party will immediately 309
party will inevitably 310
party will ordinarily 292
party will presumably 52
party will ultimately 374
party will understand 149
party work conference 71
passing along information 3723
passing along piccadilly 107
passing back information 120
passing city ordinances 46
passing down information 128
passing down traditional 43
passing fort montgomery 45
passing from antecedent 202
passing from capitalism 333
passing from collateral 48
passing from conjunction 98
passing from contiguous 67
passing from department 43
passing from description 64
passing from drowsiness 44
passing from elementary 206
passing from experience 47
passing from experiment 63
passing from friendship 54
passing from government 82
passing from individual 2812
passing from laboratory 44
passing from literature 52
passing from melancholy 95
passing from misfortune 44
passing from observation 56
passing from particular 155
passing from philosophy 155
passing from prosperity 68
passing from similitude 40
passing from simplicity 49
passing from speculation 46
passing from superficial 66
passing from traditional 126
passing good resolutions 45
passing great quantities 79
passing into chalcedony 96
passing into circulation 322
passing into conceptual 74
passing into consumption 227
passing into convulsions 44
passing into drowsiness 44
passing into fanaticism 82
passing into hornblende 166
passing into individual 48
passing into legislation 209
passing into liquidation 56
passing into literature 81
passing into melancholy 51
passing into prominence 68
passing into retirement 98
passing into revisionism 40
passing into sandstones 45
passing into serpentine 314
passing into suppuration 130
passing laws applicable 119
passing laws establishing 158
passing more completely 61
passing more frequently 107
passing more legislation 55
passing other legislation 50
passing over cultivated 43
passing over horizontal 48
passing over individual 59
passing over relatively 54
passing over successive 41
passing pious resolutions 189
passing some information 67
passing some legislation 109
passing some resolutions 129
passing such examination 341
passing such information 198
passing such legislation 806
passing such regulations 104
passing such resolutions 351
passing their afternoons 94
passing their examination 334
passing their information 54
passing their promontory 42
passing their resolutions 91
passing their respective 210
passing these amendments 63
passing these ordinances 165
passing these parameters 63
passing these resolutions 397
passing those confiscating 40
passing those resolutions 52
passing three parameters 63
passing three resolutions 56
passing three successive 51
passing upon amendments 75
passing upon application 116
passing upon complaints 84
passing upon individual 128
passing upon legislation 74
passing upon particular 109
passing user information 62
passing very frequently 41
passing your examination 144
passing zoning ordinances 149
paste into scrapbooks 44
paste more homogeneous 45
patch test application 69
patch test procedures 87
pathos soon evaporates 62
pathos worth exaggerating 106
pause grew embarrassing 41
pause less frequently 150
pause more frequently 318
pause over reputations 105
pause when confronted 170
pausing more frequently 41
pawning their possessions 91
pearls have disappeared 45
pearls were considered 104
pearls were discovered 127
pearls were originally 50
peeling away successive 54
peeping from plantations 45
peeping into futurities 50
peeping into millstones 57
peers also contribute 54
peers from traditional 45
peers grew accustomed 72
peers have recognized 43
peers more frequently 134
peers take precedence 56
peers upon adolescent 53
peers were accustomed 77
peers were considered 103
peers were determined 76
peers were encouraged 63
peers were experiencing 63
peers were identified 45
peers were instructed 56
peers were interested 127
peers were introduced 73
peers when appropriate 100
peers will understand 52
pegging their currencies 764
penal code amendments 49
penal code applicable 85
penal code introduced 101
penal code prescribed 62
penal code prescribes 74
penal code prohibited 66
penal code stipulated 45
penal code stipulates 67
penal laws applicable 83
penal laws prohibited 40
pending farm legislation 48
pending full examination 50
pending health legislation 66
pending land acquisition 87
pending loan application 49
pending more conclusive 64
pending more definitive 151
pending more information 243
pending more systematic 45
pending peace negotiations 214
pending some arrangement 58
pending some settlement 47
pending such adjustment 122
pending such application 289
pending such arrangement 52
pending such disposition 46
pending such examination 70
pending such legislation 103
pending such settlement 108
pending their acceptance 214
pending their deportation 487
pending their disposition 73
pending their elimination 52
pending their embarkation 40
pending their examination 201
pending their repatriation 260
pending their settlement 278
pending these negotiations 195
pending those discussions 45
pending upon application 78
penis during ejaculation 1848
penny upon nonpareils 68
people acting separately 44
people along democratic 59
people also apparently 58
people also appreciated 52
people also attributed 55
people also celebrated 158
people also complained 235
people also considered 195
people also constitute 75
people also contribute 242
people also criticized 75
people also cultivated 253
people also disappeared 87
people also discovered 136
people also encouraged 61
people also experience 3062
people also frequently 238
people also identified 96
people also influenced 82
people also interested 180
people also introduced 77
people also maintained 119
people also manifested 45
people also mistakenly 60
people also recognized 248
people also remembered 111
people also understand 298
people also understood 285
people among occupations 65
people been accustomed 90
people been alexanders 42
people been confronted 97
people been considered 56
people been discovered 47
people been emotionally 74
people been encouraged 47
people been instructed 62
people been interested 139
people best acquainted 88
people best calculated 74
people best understand 318
people buying newspapers 96
people call conscience 74
people call conspiracy 111
people call fanaticism 40
people call ideological 48
people call imagination 55
people call inspiration 67
people call literature 41
people call materialism 57
people call philosophy 70
people call providence 44
people call systematic 50
people call yourselves 127
people came constantly 57
people came downstairs 107
people came frequently 61
people came immediately 62
people came originally 573
people clung stubbornly 46
people clung tenaciously 201
people come constantly 58
people come frequently 124
people coming downstairs 142
people coming originally 49
people crying everywhere 79
people died immediately 311
people died needlessly 143
people draw conclusions 466
people draw inferences 265
people draw inspiration 53
people draw sustenance 57
people drew inspiration 120
people duly appreciated 45
people during interviews 100
people even complained 84
people even considered 253
people even experience 282
people even identified 61
people even maintained 61
people even recognized 81
people even remembered 155
people even speculated 58
people even understand 112
people even understood 81
people ever approached 41
people ever completely 76
people ever consciously 46
people ever considered 99
people ever discovered 86
people ever experience 1208
people ever remembered 63
people ever understand 208
people ever understood 333
people face particular 47
people face retirement 57
people face tremendous 46
people facing particular 62
people facing persecution 88
people facing retirement 335
people fail completely 43
people feel absolutely 76
people feel ambivalent 174
people feel appreciated 343
people feel bewildered 54
people feel completely 259
people feel confidence 76
people feel constantly 70
people feel controlled 204
people feel criticized 42
people feel discomfort 154
people feel distressed 192
people feel emotionally 260
people feel encouraged 186
people feel financially 51
people feel frightened 344
people feel frustrated 1224
people feel immediately 82
people feel inadequate 607
people feel incomplete 41
people feel interested 70
people feel invincible 46
people feel negatively 69
people feel optimistic 95
people feel overworked 42
people feel personally 360
people feel physically 159
people feel positively 132
people feel privileged 45
people feel profoundly 91
people feel prosperous 58
people feel protective 47
people feel recognized 104
people feel relatively 268
people feel resentment 85
people feel restricted 81
people feel stimulated 57
people feel successful 100
people feel sympathetic 41
people feel tremendous 46
people feel understood 364
people feel victimized 240
people feel vulnerable 567
people fell dangerously 59
people felt completely 79
people felt confidence 68
people felt definitely 57
people felt encouraged 98
people felt frustrated 288
people felt interested 73
people felt personally 75
people felt relatively 50
people felt vulnerable 64
people file bankruptcy 47
people filing separately 403
people fill particular 149
people find acceptable 373
people find acceptance 43
people find affordable 41
people find appropriate 141
people find attractive 820
people find consolation 94
people find convenient 97
people find difficulty 584
people find embarrassing 134
people find employment 2469
people find entertaining 61
people find excitement 54
people find impossible 122
people find information 1539
people find inspiration 157
people find intimidating 116
people find mathematics 63
people find oppressive 68
people find particular 62
people find personally 53
people find persuasive 50
people find pleasurable 175
people find profoundly 47
people find references 45
people find retirement 48
people find statistics 46
people find sufficient 59
people find traditional 65
people form associations 126
people form categories 82
people form identities 45
people form impressions 902
people form perceptions 77
people form stereotypes 50
people from accidental 45
people from accumulating 127
people from accurately 47
people from activities 131
people from adequately 73
people from advantaged 179
people from alcoholism 53
people from apparently 61
people from appropriate 55
people from appropriating 67
people from assimilating 63
people from attendance 74
people from azerbaijan 45
people from bankruptcy 77
people from bolshevism 81
people from burdensome 118
people from businesses 57
people from calamities 122
people from capitalism 86
people from capitalist 750
people from catholicism 54
people from charleston 102
people from cincinnati 157
people from collective 126
people from colonialism 186
people from commonwealth 133
people from competition 245
people from completely 279
people from consciously 44
people from constantly 84
people from constructing 111
people from consumption 60
people from contributing 320
people from copenhagen 149
people from critically 73
people from culturally 1359
people from cumberland 41
people from degenerating 116
people from degradation 193
people from democratic 100
people from dependence 545
people from dependency 177
people from deportation 91
people from deprivation 169
people from description 58
people from designated 593
people from destitution 126
people from destruction 2627
people from dissimilar 100
people from distinguishing 77
people from distributing 69
people from downstairs 90
people from educational 135
people from electrical 76
people from elementary 81
people from embarrassing 57
people from employment 1047
people from entertaining 222
people from establishing 382
people from evangelical 46
people from everywhere 2838
people from experience 115
people from experiencing 833
people from fanaticism 41
people from foreigners 40
people from fraudulent 45
people from frustration 71
people from generations 66
people from government 3408
people from harassment 141
people from historical 95
people from households 236
people from housekeeping 40
people from ideological 53
people from idolatrous 46
people from illiteracy 243
people from immorality 48
people from imperialism 115
people from imperialist 130
people from implementing 54
people from indigenous 165
people from individual 543
people from industries 63
people from inevitable 42
people from infidelity 55
people from information 373
people from infringement 51
people from insecurity 42
people from intercepting 41
people from interested 54
people from interpreting 118
people from interrupting 112
people from lancashire 93
people from legitimate 49
people from literature 71
people from localities 43
people from loneliness 68
people from louisville 65
people from luxembourg 48
people from madagascar 94
people from management 201
people from manchester 252
people from manipulating 57
people from marseilles 107
people from martinique 50
people from masturbating 49
people from membership 386
people from mesopotamia 256
people from minneapolis 161
people from minorities 169
people from misfortune 170
people from mistakenly 46
people from molestation 80
people from monopolizing 102
people from montgomery 45
people from mozambique 439
people from newspapers 130
people from northampton 76
people from northeastern 187
people from obligations 48
people from observation 44
people from occupations 67
people from oppressions 110
people from oppressive 513
people from oppressors 95
people from overwhelming 49
people from parliaments 84
people from particular 1167
people from peripheral 122
people from perpetrating 43
people from persecution 345
people from pestilence 49
people from physically 63
people from pittsburgh 160
people from politicians 57
people from portuguese 97
people from potentially 166
people from prejudices 44
people from privileged 942
people from productive 293
people from prosecution 78
people from prosperous 68
people from protestant 183
people from providence 84
people from psychiatric 44
people from punishment 191
people from queensland 45
people from radioactive 50
people from relatively 389
people from repetitive 47
people from representing 67
people from repressive 48
people from residential 103
people from resistance 168
people from sacramento 87
people from scandinavia 355
people from scientific 75
people from shipwrecks 47
people from southampton 77
people from southeastern 261
people from sovereigns 72
people from speculation 43
people from subjugation 155
people from surrendering 63
people from teotihuacan 86
people from terrorists 62
people from traditional 1438
people from transferring 251
people from transmitting 46
people from tyrannical 135
people from unexpected 71
people from university 324
people from uzbekistan 50
people from versailles 67
people from volunteering 142
people from vulnerable 113
people from wickedness 168
people from witchcraft 126
people full democratic 43
people full employment 81
people full information 120
people gain confidence 519
people gain employment 67
people gain experience 1211
people gain information 226
people gave assistance 74
people gave enthusiastic 43
people gave generously 607
people gave information 102
people gave invaluable 62
people gave preference 43
people give generously 159
people give importance 45
people give information 125
people give preference 71
people give relatively 52
people give sufficient 66
people giving information 110
people good government 345
people great confidence 78
people grew accustomed 800
people grew enthusiastic 62
people grew frightened 46
people grew interested 93
people grew prosperous 49
people grew vegetables 88
people grow accustomed 435
people grow effeminate 55
people grow emotionally 49
people grow personally 43
people grow physically 84
people grow vegetables 174
people have abnormally 75
people have absolutely 1078
people have accustomed 194
people have acquiesced 443
people have advantages 103
people have aggressive 54
people have altruistic 42
people have ambivalent 159
people have antibodies 243
people have apparently 1157
people have appreciated 456
people have approached 1096
people have appropriate 114
people have aspirations 209
people have associations 41
people have assumptions 60
people have attributed 1122
people have attributes 100
people have befriended 45
people have blasphemed 120
people have breakfasted 44
people have calculated 155
people have campaigned 68
people have capacities 96
people have carelessly 70
people have celebrated 1024
people have characters 77
people have cheerfully 103
people have christened 77
people have circulated 54
people have classified 124
people have collections 85
people have collective 59
people have comparable 58
people have complained 2760
people have complaints 134
people have completely 1006
people have conceptions 70
people have conditioned 67
people have confidence 4443
people have confounded 122
people have confronted 277
people have congregated 362
people have connections 153
people have consciously 397
people have considered 2978
people have consistent 214
people have constantly 727
people have continuous 51
people have contracted 757
people have controlled 141
people have convictions 137
people have cooperated 253
people have covenanted 63
people have criticized 2501
people have cultivated 642
people have culturally 95
people have definitely 377
people have democratic 55
people have designated 147
people have determined 1172
people have difficulty 19045
people have diminished 202
people have disappeared 1936
people have discharged 155
people have discounted 44
people have discovered 6437
people have disposable 67
people have dissimilar 53
people have distinctly 98
people have documented 124
people have downloaded 230
people have educational 86
people have elaborated 78
people have eliminated 162
people have emphasized 396
people have employment 315
people have encouraged 980
people have encroached 253
people have enormously 46
people have entrenched 44
people have erroneously 348
people have essentially 327
people have eventually 100
people have everywhere 383
people have exceptional 132
people have experience 2127
people have explicitly 100
people have fabricated 58
people have facilities 54
people have fantasized 63
people have fertilized 96
people have flourished 142
people have formulated 233
people have frequently 1749
people have frustrated 41
people have gallstones 104
people have generously 887
people have government 102
people have gravitated 168
people have grievances 221
people have guaranteed 62
people have habitually 87
people have heightened 73
people have heretofore 620
people have heroically 56
people have historical 46
people have homosexual 132
people have identified 1737
people have identities 224
people have imagination 184
people have immediately 98
people have immigrated 558
people have implicitly 71
people have impressions 44
people have improvised 46
people have inaccurate 80
people have inadequate 619
people have incentives 269
people have incomplete 113
people have incredible 109
people have incredibly 62
people have indirectly 46
people have individual 672
people have inevitably 143
people have inferiority 82
people have infinitely 92
people have influenced 1303
people have information 1111
people have inherently 94
people have inhibitions 57
people have innocently 45
people have insinuated 64
people have instituted 186
people have instructed 79
people have integrated 370
people have interacted 321
people have interested 212
people have interfered 96
people have intermingled 49
people have intervened 65
people have introduced 588
people have justifiably 46
people have legitimate 547
people have lifestyles 50
people have limitations 144
people have maintained 2689
people have maliciously 42
people have manifested 599
people have manifestly 58
people have membership 77
people have misbehaved 42
people have mistakenly 720
people have multiplied 969
people have needlessly 61
people have nightmares 455
people have nonetheless 102
people have notoriously 63
people have objectives 79
people have obligations 314
people have occupations 79
people have oftentimes 43
people have ordinarily 47
people have originally 102
people have originated 106
people have overlooked 670
people have overreacted 43
people have particular 822
people have penetrated 332
people have perceptions 134
people have perceptual 45
people have persecuted 149
people have persevered 154
people have persistent 126
people have personally 236
people have physically 68
people have positively 77
people have postulated 151
people have potentially 72
people have preference 69
people have prejudices 370
people have premarital 76
people have prescribed 78
people have presumably 92
people have principles 97
people have privileged 96
people have privileges 136
people have proclaimed 948
people have productive 51
people have profoundly 80
people have programmed 85
people have progressed 630
people have pronounced 474
people have prophesied 76
people have psychiatric 61
people have recognized 3117
people have reconciled 98
people have regardless 56
people have registered 821
people have reinforced 59
people have reiterated 44
people have relatively 1703
people have remarkable 197
people have remarkably 120
people have remembered 422
people have reportedly 227
people have reproached 125
people have reproduced 50
people have reputations 57
people have resolutely 168
people have restrained 252
people have restricted 146
people have retirement 57
people have sacrificed 923
people have scientific 46
people have sentiments 54
people have shouldered 57
people have specialized 218
people have speculated 2181
people have spontaneous 64
people have steadfastly 139
people have stereotyped 320
people have stereotypes 203
people have stimulated 105
people have strategies 54
people have strengthened 113
people have structured 106
people have stubbornly 92
people have subjective 117
people have subscribed 421
people have substantial 374
people have successful 85
people have sufficient 2645
people have supposedly 92
people have suppressed 127
people have surmounted 72
people have surprisingly 59
people have surrounded 175
people have symbolized 52
people have systematic 40
people have telephoned 73
people have telephones 286
people have televisions 83
people have tendencies 140
people have traditional 218
people have translated 261
people have tremendous 439
people have ultimately 68
people have unconscious 155
people have understood 3065
people have undertaken 1005
people have undiagnosed 168
people have university 44
people have unrealistic 456
people have unresolved 84
people have vanquished 49
people have vigorously 84
people have vindicated 50
people have visualized 50
people having adventures 65
people having apparently 67
people having confidence 112
people having determined 57
people having difficulty 516
people having discovered 107
people having experience 74
people having information 60
people having particular 116
people having pronounced 42
people having relatively 71
people having sufficient 93
people heading households 40
people held ceremonies 41
people held tenaciously 56
people here apparently 41
people here complained 65
people here considered 125
people here immediately 64
people here interested 196
people here understand 506
people here understood 211
