ha circular plots 59
he accepted women 84
he accepted would 105
he accorded equal 51
he accosted every 73
he achieved about 154
he achieved after 334
he achieved amazing 64
he achieved anything 363
he achieved could 87
he achieved either 117
he achieved equal 86
he achieved every 69
he achieved final 81
he achieved first 316
he achieved glory 53
he achieved lasting 488
he achieved later 258
he achieved local 109
he achieved major 94
he achieved might 40
he achieved nearly 58
he achieved power 1283
he achieved quite 163
he achieved rapid 63
he achieved rather 77
he achieved seems 61
he achieved social 58
he achieved still 121
he achieved total 129
he achieved under 165
he achieved unity 81
he achieved while 330
he achieved within 291
he achieved world 597
he achieved would 414
he achieves after 49
he achieves anything 130
he achieves beauty 84
he achieves merit 61
he achieves moral 58
he achieves power 309
he achieves quite 40
he achieves shall 67
he achieves social 52
he achieves total 46
he achieves unity 151
he achieves within 111
he acquired about 548
he acquired after 920
he acquired ample 45
he acquired anything 62
he acquired basic 62
he acquired books 116
he acquired broad 43
he acquired could 76
he acquired cover 43
he acquired eight 61
he acquired either 150
he acquired every 201
he acquired fifty 52
he acquired first 386
he acquired forty 68
he acquired fresh 234
he acquired glory 101
he acquired greek 134
he acquired lands 268
he acquired large 833
he acquired lasting 115
he acquired later 416
he acquired latin 221
he acquired learning 191
he acquired legal 66
he acquired local 74
he acquired merit 142
he acquired might 109
he acquired money 539
he acquired nearly 150
he acquired others 43
he acquired power 578
he acquired quite 253
he acquired rather 155
he acquired right 200
he acquired seven 125
he acquired since 41
he acquired skill 420
he acquired social 52
he acquired still 246
he acquired stock 117
he acquired strong 50
he acquired swiss 48
he acquired taste 45
he acquired thirty 85
he acquired title 1538
he acquired under 672
he acquired while 2231
he acquired within 99
he acquired working 52
he acquired works 95
he acquired would 180
he acquires about 124
he acquires after 198
he acquires civil 40
he acquires either 49
he acquires fresh 48
he acquires later 212
he acquires legal 77
he acquires local 93
he acquires merit 170
he acquires money 289
he acquires others 47
he acquires power 535
he acquires skill 499
he acquires social 51
he acquires still 45
he acquires stock 47
he acquires title 869
he acquires under 183
he acquires while 109
he acquires within 71
he acquires words 50
he actively aided 148
he actively began 165
he actively chose 50
he actively engage 42
he actively gives 53
he actively hated 69
he actively seeks 1010
he actively takes 144
he actively tried 278
he actively tries 116
he actively urged 64
he actively wants 59
he actively works 128
he actually acted 272
he actually added 261
he actually aided 70
he actually aimed 96
he actually appear 70
he actually arose 88
he actually asked 2089
he actually based 98
he actually beamed 58
he actually began 5434
he actually begin 129
he actually bowed 97
he actually breaks 130
he actually broke 833
he actually built 1992
he actually burnt 126
he actually burst 311
he actually calls 1409
he actually cared 900
he actually cares 233
he actually carry 87
he actually casts 41
he actually ceased 76
he actually ceases 43
he actually ceded 44
he actually change 46
he actually chose 669
he actually cited 113
he actually cites 310
he actually claim 58
he actually comes 1179
he actually could 2490
he actually crept 48
he actually cried 540
he actually cries 53
he actually cured 80
he actually dared 380
he actually dares 79
he actually dozed 96
he actually drank 218
he actually draws 357
he actually dreams 55
he actually drops 47
he actually drove 494
he actually dwelt 56
he actually earned 643
he actually echoes 40
he actually ended 399
he actually enjoy 62
he actually enter 114
he actually exist 78
he actually faced 308
he actually faces 165
he actually fails 154
he actually falls 359
he actually feared 577
he actually feeling 56
he actually feels 2337
he actually filed 82
he actually fills 89
he actually finds 1453
he actually fired 418
he actually fires 42
he actually first 218
he actually fixed 128
he actually flies 72
he actually forms 51
he actually found 10240
he actually freed 44
he actually gains 228
he actually given 78
he actually gives 1864
he actually grows 75
he actually hands 49
he actually hated 1284
he actually hates 263
he actually headed 64
he actually helps 95
he actually hired 198
he actually holds 918
he actually hoped 465
he actually hopes 74
he actually hurls 113
he actually joins 136
he actually jumps 71
he actually keeping 74
he actually keeps 135
he actually kills 300
he actually knelt 94
he actually known 76
he actually knows 3099
he actually lacks 107
he actually lands 48
he actually leaned 174
he actually leaped 75
he actually learns 250
he actually leaves 410
he actually lends 77
he actually lifts 79
he actually liked 2394
he actually likes 990
he actually lists 132
he actually lived 9800
he actually lives 1796
he actually longed 169
he actually looking 54
he actually looks 822
he actually loses 404
he actually loved 923
he actually loves 490
he actually makes 2919
he actually marry 45
he actually meets 548
he actually might 669
he actually moved 909
he actually moves 292
he actually named 295
he actually names 462
he actually needs 1989
he actually never 919
he actually noted 50
he actually obeys 57
he actually omits 89
he actually opens 105
he actually ought 71
he actually owned 2769
he actually picks 68
he actually plans 132
he actually plays 418
he actually posed 78
he actually prays 62
he actually prove 47
he actually pulls 115
he actually quite 43
he actually quote 42
he actually raped 76
he actually rather 56
he actually really 80
he actually rises 81
he actually risks 49
he actually ruled 394
he actually rules 56
he actually saved 399
he actually saves 150
he actually seated 40
he actually seeks 322
he actually seems 1350
he actually sells 465
he actually sends 183
he actually shook 338
he actually shoot 53
he actually shows 1020
he actually sided 49
he actually signs 131
he actually slept 479
he actually speaks 745
he actually spend 76
he actually spent 4586
he actually split 44
he actually spoke 1881
he actually sprang 94
he actually stand 43
he actually stays 70
he actually steals 46
he actually steps 88
he actually still 191
he actually stole 404
he actually stood 1476
he actually stops 128
he actually stuck 153
he actually swore 151
he actually taken 126
he actually takes 1831
he actually talking 63
he actually talks 277
he actually tells 527
he actually tends 65
he actually thinking 88
he actually thinks 1516
he actually throws 99
he actually thrust 46
he actually tills 42
he actually touch 84
he actually toyed 66
he actually treats 159
he actually tried 2538
he actually tries 728
he actually turns 408
he actually urged 123
he actually urges 63
he actually views 116
he actually visit 48
he actually voted 377
he actually votes 54
he actually wakes 51
he actually walks 180
he actually wants 2491
he actually waved 86
he actually wills 211
he actually wiped 40
he actually works 844
he actually would 3695
he actually wound 72
he actually write 170
he actually wrote 8960
he adjusted easily 78
he admiringly calls 46
he admitted about 306
he admitted after 1277
he admitted again 178
he admitted aloud 114
he admitted anything 117
he admitted could 245
he admitted defeat 2553
he admitted drily 74
he admitted driving 48
he admitted dryly 172
he admitted easily 128
he admitted error 51
he admitted every 154
he admitted feeling 558
he admitted finding 91
he admitted fully 44
he admitted getting 66
he admitted guilt 272
he admitted holding 50
he admitted killing 267
he admitted knowing 445
he admitted later 7865
he admitted meeting 148
he admitted might 653
he admitted nearly 43
he admitted never 131
he admitted others 68
he admitted passing 64
he admitted people 54
he admitted quite 502
he admitted rather 234
he admitted sadly 609
he admitted selling 64
he admitted sending 76
he admitted shyly 107
he admitted smiling 54
he admitted smoking 41
he admitted stealing 150
he admitted talking 52
he admitted telling 74
he admitted under 519
he admitted weakly 151
he admitted where 51
he admitted while 185
he admitted within 94
he admitted women 122
he admitted would 446
he admitted writing 187
he admitted wryly 1218
he adroitly added 60
he adroitly turns 79
he advanced about 488
he advanced above 103
he advanced after 126
he advanced again 1111
he advanced alone 1767
he advanced anything 53
he advanced beneath 54
he advanced close 635
he advanced could 67
he advanced david 48
he advanced eight 118
he advanced every 63
he advanced first 206
he advanced funds 126
he advanced large 135
he advanced loans 90
he advanced money 1228
he advanced nearer 1078
he advanced quite 108
he advanced rather 80
he advanced right 113
he advanced smiling 48
he advanced still 342
he advanced strong 62
he advanced thirty 55
he advanced thither 180
he advanced under 400
he advanced until 489
he advanced views 74
he advanced which 41
he advanced while 49
he advanced within 741
he advanced would 152
he advances about 51
he advances above 40
he advances again 84
he advances alone 92
he advances close 51
he advances every 41
he advances funds 43
he advances money 339
he advances nearer 147
he advances seems 41
he advances still 129
he advances under 102
he advances until 43
he advances views 43
he advances within 48
he adverted again 41
he adverted either 46
he affected every 100
he affected never 66
he affected others 133
he affected people 85
he affected rather 107
he affected still 83
he affected utter 66
he affirmed again 156
he affirmed could 42
he affirmed every 42
he affirmed later 55
he affirmed rather 42
he affirmed taken 63
he affirmed would 224
he afforded caesar 82
he afforded every 151
he agonized about 308
he agonizes about 56
he alighted after 162
he alighted again 99
he alighted close 132
he alighted first 44
he alighted under 72
he allotted ample 57
he allotted lands 74
he american civil 76
he american indian 119
he american negro 103
he american people 449
he analyzed every 122
he analyzed human 73
he analyzed social 41
he analyzes every 84
he analyzes human 137
he analyzes social 57
he anchored about 86
he anchored after 70
he anchored again 144
he anchored close 431
he anchored under 241
he anchored within 192
he anguished about 48
he animated every 130
he annually makes 92
he annually saves 266
he annually sends 50
he annually spent 294
he anointed david 152
he anointed pepin 105
he answered about 496
he answered after 5917
he answered again 1501
he answered aloud 748
he answered anything 57
he answered calls 99
he answered coyly 43
he answered curse 131
he answered david 55
he answered drily 926
he answered dryly 1803
he answered dully 547
he answered easily 1202
he answered either 415
he answered every 1878
he answered first 199
he answered frank 57
he answered fully 148
he answered gaily 881
he answered gayly 192
he answered henry 51
he answered hotly 608
he answered icily 129
he answered jesus 75
he answered looking 196
he answered luther 59
he answered nearly 110
he answered never 518
he answered nobly 67
he answered people 46
he answered peter 49
he answered phone 46
he answered point 105
he answered quick 162
he answered quite 1868
he answered rather 2192
he answered right 754
he answered sadly 2087
he answered satan 40
he answered shaking 84
he answered shyly 238
he answered slyly 131
he answered smiling 1369
he answered still 178
he answered though 43
he answered truly 218
he answered turning 49
he answered under 202
he answered weakly 892
he answered while 805
he answered within 62
he answered would 124
he answered wryly 333
he anxiously added 59
he anxiously asked 1238
he anxiously began 59
he anxiously gazed 45
he anxiously hoped 143
he anxiously hopes 72
he anxiously longed 57
he anxiously looks 119
he anxiously paced 65
he anxiously scans 61
he anxiously seeks 161
he anxiously tried 69
he anxiously tries 58
he anxiously urged 65
he anxiously waits 74
he anxiously wrote 113
he anywhere about 124
he anywhere gives 55
he appended notes 67
he appoints simon 45
he approach again 58
he approach nearer 105
he approved after 47
he approved could 49
he approved either 260
he approved every 410
he approved luther 44
he approved plans 387
he approved sending 58
he approved thereof 54
he approved would 130
he approves every 43
he approves gives 40
he approves shall 44
he approves thereof 170
he approves would 47
he ardently hoped 935
he ardently hopes 97
he ardently longed 651
he ardently loved 553
he ardently loves 222
he ardently seeks 53
he arrested after 47
he arrested every 66
he arrested james 45
he arrested people 50
he arrested peter 132
he arrested seven 76
he arrested sixty 43
he arrested thirty 65
he artfully added 49
he ascended about 119
he ascended above 429
he ascended after 134
he ascended again 324
he ascended alive 73
he ascended alone 232
he ascended every 55
he ascended mount 757
he ascended thence 102
he ascended thither 141
he ascended under 67
he ascended until 171
he ascribed every 106
he ascribed rather 71
he ascribes dreams 55
he ascribes either 82
he ascribes every 138
he ascribes human 54
he ascribes rather 47
he ascribes value 77
he assailed every 91
he assailed first 45
he assented after 53
he asserted about 133
he asserted after 112
he asserted again 392
he asserted aloud 59
he asserted anything 54
he asserted could 163
he asserted facts 50
he asserted later 218
he asserted quite 69
he asserted rather 137
he asserted right 175
he asserted though 42
he asserted under 58
he asserted while 40
he asserted would 1109
he assessed every 144
he assigned blame 100
he assigned eight 57
he assigned equal 65
he assigned every 78
he assigned fifty 167
he assigned first 46
he assigned lands 146
he assigned large 79
he assigned major 99
he assigned names 158
he assigned nearly 79
he assigned people 44
he assigned tasks 92
he assigned teaching 310
he assigned thirty 43
he assigned women 40
he assisted david 50
he assisted every 47
he assisted father 111
he assisted george 102
he assisted henry 61
he assisted james 98
he assisted luther 46
he assisted others 109
he assisted peter 42
he assisted thomas 99
he assisted under 50
he assisted until 48
he astutely noted 82
he astutely notes 58
he attached chief 151
he attached equal 155
he attached quite 46
he attached small 126
he attached still 91
he attached undue 216
he attached value 212
he attached wires 41
he attaches equal 65
he attaches undue 58
he attaches value 153
he attacked about 48
he attacked adams 47
he attacked again 951
he attacked alone 57
he attacked banks 53
he attacked bengal 50
he attacked blake 41
he attacked blunt 53
he attacked burke 49
he attacked caesar 88
he attacked china 43
he attacked could 41
he attacked cyrus 57
he attacked david 47
he attacked delhi 48
he attacked egypt 117
he attacked either 87
he attacked ethiopia 63
he attacked every 491
he attacked first 590
he attacked freud 63
he attacked george 129
he attacked grant 47
he attacked hegel 59
he attacked henry 114
he attacked human 43
he attacked israel 118
he attacked italy 87
he attacked james 87
he attacked local 61
he attacked locke 67
he attacked luther 361
he attacked mecca 46
he attacked moore 43
he attacked nearly 45
he attacked others 150
he attacked parthia 51
he attacked people 146
he attacked persia 94
he attacked peter 45
he attacked porto 73
he attacked racial 50
he attacked rather 88
he attacked reagan 51
he attacked roman 44
he attacked russia 445
he attacked santa 54
he attacked scott 66
he attacked serbia 57
he attacked social 139
he attacked spain 64
he attacked thomas 83
he attacked tunis 109
he attacked under 175
he attacked while 42
he attacked white 70
he attacked women 86
he attacked would 347
he attained after 226
he attained again 40
he attained equal 45
he attained every 40
he attained final 106
he attained first 163
he attained later 172
he attained legal 57
he attained power 879
he attained quite 51
he attained rapid 42
he attained sprang 66
he attained still 52
he attained thirty 41
he attained under 130
he attained while 216
he attained world 77
he attempts again 143
he attempts anything 360
he attempts either 270
he attempts first 164
he attempts later 52
he attempts rather 70
he attended about 240
he attended after 1337
he attended again 111
he attended alone 79
he attended balls 119
he attended bible 146
he attended black 72
he attended board 135
he attended brown 188
he attended clark 59
he attended class 556
he attended could 48
he attended court 641
he attended daily 886
he attended dancing 43
he attended drawing 91
he attended eight 85
he attended either 143
he attended emory 106
he attended evening 1173
he attended every 2329
he attended fewer 87
he attended first 636
he attended george 345
he attended georgia 89
he attended given 41
he attended grade 594
he attended greek 91
he attended group 100
he attended hegel 57
he attended henry 225
he attended hiram 113
he attended james 115
he attended johns 118
he attended junior 111
he attended later 184
he attended latin 45
he attended local 609
he attended louis 95
he attended meeting 622
he attended morning 245
he attended mount 127
he attended music 90
he attended nearby 151
he attended nearly 216
he attended night 3082
he attended others 75
he attended party 63
he attended plato 48
he attended plays 101
he attended pratt 63
he attended queen 266
he attended quite 82
he attended rather 103
he attended rugby 54
he attended rural 105
he attended saint 180
he attended santa 67
he attended seven 87
he attended since 56
he attended small 42
he attended social 183
he attended staff 68
he attended state 45
he attended still 42
he attended texas 250
he attended thirty 72
he attended thomas 65
he attended trade 42
he attended tufts 40
he attended twice 336
he attended under 99
he attended until 1359
he attended upper 53
he attended wayne 68
he attended where 242
he attended which 71
he attended while 452
he attended white 42
he attended would 108
he attracts every 98
he attracts large 40
he attracts others 47
he attracts people 200
he attracts women 89
he averaged about 703
he averaged close 59
he averaged eight 53
he averaged fewer 53
he averaged fifty 102
he averaged forty 58
he averaged nearly 211
he averaged seven 86
he averaged sixty 103
he averaged thirty 212
he averaged under 70
he averages about 213
he avowedly acted 97
he awakened about 59
he awakened after 285
he awakened again 347
he awakened every 65
he awakened feeling 161
he awakened fully 72
he awakened later 63
he awakened under 40
he awakened within 65
he banished every 92
he banished ranting 49
he baptized about 635
he baptized eight 209
he baptized every 65
he baptized fifty 122
he baptized forty 195
he baptized jesus 379
he baptized nearly 95
he baptized others 61
he baptized people 140
he baptized seven 162
he baptized sixty 69
he baptized thirty 224
he baptizes jesus 64
he beckoned again 97
he beguiled arthur 75
he believed about 5126
he believed above 152
he believed acted 64
he believed action 64
he believed adams 68
he believed added 44
he believed after 457
he believed again 85
he believed alone 83
he believed anything 812
he believed arose 156
he believed arthur 48
he believed baker 85
he believed began 70
he believed black 188
he believed bragg 45
he believed brown 90
he believed burke 99
he believed change 89
he believed chase 53
he believed china 263
he believed civil 57
he believed could 10505
he believed dated 51
he believed david 132
he believed davis 96
he believed drove 44
he believed dwelt 46
he believed egypt 43
he believed either 684
he believed every 3912
he believed faced 40
he believed false 120
he believed father 82
he believed first 263
he believed found 50
he believed frank 158
he believed freud 100
he believed fully 427
he believed george 132
he believed grant 83
he believed harry 67
he believed heaven 116
he believed henry 118
he believed homer 65
he believed human 377
he believed islam 127
he believed israel 172
he believed italy 88
he believed james 161
he believed japan 347
he believed jesus 1094
he believed jones 65
he believed judge 64
he believed labor 62
he believed large 45
he believed later 183
he believed lenin 61
he believed light 59
he believed lived 109
he believed lloyd 45
he believed local 72
he believed louis 170
he believed loved 91
he believed loyal 54
he believed luigi 62
he believed luther 44
he believed major 89
he believed might 9420
he believed money 97
he believed moral 66
he believed moses 47
he believed music 86
he believed nearly 95
he believed never 216
he believed nixon 184
he believed often 86
he believed others 455
he believed ought 850
he believed people 1108
he believed peter 160
he believed plato 59
he believed poetry 119
he believed posed 92
he believed power 40
he believed quite 433
he believed racial 68
he believed rather 190
he believed reagan 57
he believed really 125
he believed reason 105
he believed right 2064
he believed robin 58
he believed roman 104
he believed russia 322
he believed satan 45
he believed saved 51
he believed scott 80
he believed since 70
he believed slave 52
he believed social 161
he believed sound 128
he believed spain 104
he believed sprang 53
he believed state 113
he believed stealing 43
he believed still 1401
he believed stood 158
he believed strong 59
he believed texas 58
he believed thomas 77
he believed truly 169
he believed uncle 41
he believed under 223
he believed until 304
he believed vital 174
he believed water 66
he believed where 118
he believed while 81
he believed white 210
he believed whole 107
he believed within 97
he believed women 724
he believed working 45
he believed worthy 244
he believed would 89998
he believes about 4916
he believes above 118
he believes after 56
he believes again 49
he believes anything 465
he believes apply 79
he believes arise 47
he believes began 46
he believes belong 104
he believes black 46
he believes cause 195
he believes change 109
he believes china 47
he believes comes 153
he believes could 914
he believes dates 44
he believes either 527
he believes every 1436
he believes exist 197
he believes false 91
he believes first 176
he believes fully 160
he believes george 50
he believes gives 177
he believes helps 91
he believes holds 239
he believes human 240
he believes israel 59
he believes jesus 462
he believes jones 63
he believes labor 60
he believes loves 46
he believes makes 675
he believes meets 46
he believes merit 44
he believes might 2002
he believes money 52
he believes music 134
he believes needs 364
he believes never 112
he believes occur 48
he believes offer 46
he believes others 954
he believes ought 623
he believes people 657
he believes plato 68
he believes poetry 102
he believes point 42
he believes quite 159
he believes rather 253
he believes really 82
he believes reason 59
he believes reveal 46
he believes right 1274
he believes russia 52
he believes serve 51
he believes shall 56
he believes shows 298
he believes social 74
he believes still 283
he believes takes 83
he believes today 122
he believes touch 44
he believes truly 111
he believes turns 87
he believes under 47
he believes until 53
he believes while 162
he believes white 45
he believes whole 41
he believes women 305
he believes words 53
he believes works 129
he believes worthy 78
he believes would 8278
he bellowed above 190
he bellowed after 173
he bellowed again 614
he bellowed aloud 47
he bellowed below 150
he benefits others 177
he bequeathed about 78
he bequeathed fifty 140
he bequeathed forty 65
he bequeathed funds 84
he bequeathed large 166
he bequeathed money 163
he bequeathed nearly 72
he bequeathed seven 44
he besieged milan 45
he besieged paris 244
he besought george 55
he besought jesus 103
he besought mercy 94
he bestowed about 146
he bestowed equal 60
he bestowed every 219
he bestowed first 51
he bestowed gifts 306
he bestowed lands 242
he bestowed large 181
he bestowed names 69
he bestowed robes 75
he bestowed roman 45
he bestowed sight 231
he betrayed clark 48
he betrayed could 43
he betrayed every 285
he betrayed jesus 644
he betrayed marks 53
he betrayed signs 119
he bitterly added 310
he bitterly asked 135
he bitterly calls 60
he bitterly cried 87
he bitterly hated 460
he bitterly noted 285
he bitterly tells 44
he bitterly wrote 163
he blunders about 144
he blusters about 102
he borrowed about 121
he borrowed again 128
he borrowed anything 160
he borrowed books 995
he borrowed david 42
he borrowed eight 82
he borrowed every 222
he borrowed fifty 323
he borrowed forty 82
he borrowed funds 124
he borrowed large 390
he borrowed money 14941
he borrowed nearly 81
he borrowed quite 51
he borrowed rather 58
he borrowed right 277
he borrowed seven 50
he borrowed small 107
he borrowed themes 56
he borrowed thence 42
he borrowed thirty 109
he borrowed tools 87
he borrowed until 48
he borrowed whole 63
he borrowed words 66
he brutally kills 60
he brutally raped 125
he brutally rapes 53
he burrowed beneath 71
he burrowed under 293
he business world 67
he canceled plans 136
he candidly added 128
he candidly asked 52
he candidly avows 264
he candidly owned 157
he candidly tells 296
he candidly wrote 119
he cantered about 41
he cantered after 51
he cantered easily 54
he cantered round 133
he captured about 294
he captured after 720
he captured alive 134
he captured athens 143
he captured cairo 40
he captured delhi 94
he captured eight 423
he captured every 185
he captured fifty 85
he captured first 394
he captured forts 107
he captured forty 170
he captured kabul 108
he captured kazan 65
he captured large 95
he captured major 112
he captured malta 53
he captured mecca 79
he captured milan 40
he captured nanking 118
he captured nearly 202
he captured people 46
he captured porto 55
he captured power 121
he captured santa 53
he captured seven 257
he captured sixty 67
he captured stony 56
he captured thirty 209
he captured tunis 139
he captured under 50
he captured while 78
he careened about 40
he careered about 104
he careered round 118
he careless about 62
he caressed every 123
he casually added 241
he casually asked 1764
he casually began 86
he casually drops 67
he casually leaned 203
he casually makes 53
he casually meets 80
he casually mingles 252
he casually moved 117
he casually noted 142
he casually notes 119
he casually picks 53
he casually spoke 76
he casually takes 116
he casually throws 53
he casually turns 47
he casually walks 55
he casually waved 69
he casually wiped 55
he casually wrote 64
he cautioned about 349
he cautioned again 92
he cautioned others 94
he cautioned people 55
he cavorted about 103
he charmingly calls 45
he chatters about 191
he cheerily tells 55
he children would 47
he chuckled about 104
he chuckled after 45
he chuckled again 1472
he chuckled aloud 393
he chuckled dryly 97
he chuckled every 45
he chuckled rather 42
he chuckled slyly 57
he chuckled under 188
he chuckled until 70
he chuckled while 87
he chuckled within 51
he chuckled wryly 73
he chuckles again 113
he clenched tight 50
he cleverly asked 124
he cleverly chose 52
he cleverly found 48
he cleverly makes 85
he cleverly tried 49
he cleverly turns 78
he clumsily tried 254
he clumsily tries 89
he clutched about 40
he clutched david 70
he clutched madly 51
he clutched under 53
he clutches round 49
he collects about 317
he collects bills 64
he collects books 109
he collects every 95
he collects facts 95
he collects gifts 50
he collects goods 180
he collects large 48
he collects money 819
he collects people 42
he collects rents 46
he collects taxes 203
he collects under 194
he combated every 48
he combined drama 52
he combined every 72
he combined farming 280
he combined force 40
he combined humor 54
he combined learning 55
he combined moral 60
he combined music 55
he combined others 40
he combined poetry 63
he combined power 87
he combined social 130
he combined strong 78
he combined study 61
he combined teaching 446
he combined under 64
he combined within 288
he combined words 44
he combined writing 91
he combines humor 61
he combines social 48
he combines under 119
he combines within 150
he combines words 112
he commands about 111
he commands again 54
he commands anything 140
he commands every 171
he commands moses 68
he commands others 101
he commands rather 40
he commands shall 55
he commands today 42
he commands women 83
he commence rival 47
he commends homer 51
he commends would 57
he comments about 1256
he comments after 94
he comments again 123
he comments drily 65
he comments dryly 70
he comments first 42
he comments later 108
he comments rather 86
he comments sadly 91
he comments wryly 256
he commonly acted 92
he commonly began 93
he commonly calls 245
he commonly chose 75
he commonly dined 112
he commonly drank 53
he commonly draws 102
he commonly dwelt 117
he commonly fails 52
he commonly falls 86
he commonly feels 60
he commonly finds 225
he commonly found 244
he commonly gives 176
he commonly leaves 89
he commonly lived 90
he commonly lives 93
he commonly looks 65
he commonly loses 43
he commonly makes 300
he commonly meets 88
he commonly ranks 61
he commonly seeks 56
he commonly sends 70
he commonly shows 43
he commonly slept 117
he commonly speaks 167
he commonly spent 781
he commonly spoke 306
he commonly staid 203
he commonly stays 57
he commonly stood 41
he commonly takes 276
he commonly tells 42
he commonly thinks 130
he commonly throws 42
he commonly wants 59
he commonly works 53
he commonly wrote 236
he communed aloud 72
he commuted daily 570
he commuted every 117
he commutes daily 138
he compared beauty 102
he compared every 91
he compared george 53
he compared human 102
he compared israel 51
he compared japan 49
he compared jesus 51
he compared lenin 56
he compared notes 419
he compared poetry 42
he compared russia 56
he compared women 62
he compares bacon 44
he compares badly 45
he compares dante 50
he compares george 41
he compares greek 55
he compares henry 75
he compares human 643
he compares jesus 96
he compares moral 79
he compares moses 40
he compares notes 86
he compares people 54
he compares plato 72
he compares poetry 94
he compares satan 61
he compares women 79
he compares words 59
he compares works 40
he compares writing 112
he competed again 57
he compiled about 134
he compiled after 118
he compiled lists 177
he compiled notes 66
he compiled quite 45
he compiled under 100
he compiled while 117
he complain about 2187
he complete works 48
he complied after 40
he complied fully 58
he complied within 42
he composed about 1214
he composed above 99
he composed after 1126
he composed aloud 47
he composed anything 116
he composed books 115
he composed eight 208
he composed either 82
he composed every 58
he composed fifty 230
he composed first 177
he composed forty 137
he composed greek 64
he composed hymns 445
he composed large 61
he composed later 340
he composed latin 247
he composed light 45
he composed lines 78
he composed lyric 46
he composed music 3756
he composed nearly 307
he composed others 97
he composed parts 51
he composed plays 70
he composed poetry 647
he composed psalm 42
he composed quite 97
he composed seven 204
he composed short 106
he composed since 58
he composed sixty 62
he composed still 86
he composed thirty 376
he composed tunes 87
he composed under 285
he composed until 45
he composed verse 270
he composed which 73
he composed while 1864
he composed whole 81
he composed within 72
he composed words 44
he composed works 492
he composed would 125
he composes easily 113
he composes music 271
he composes poetry 139
he computed about 605
he computed would 105
he concealed about 128
he concealed anything 153
he concealed beneath 511
he concealed under 1471
he concealed until 90
he concealed within 203
he conceded after 263
he conceded anything 60
he conceded defeat 670
he conceded dryly 69
he conceded every 67
he conceded later 172
he conceded might 149
he conceded sadly 59
he conceded under 51
he conceded would 97
he conceded wryly 81
he concedes about 49
he concedes defeat 104
he conceive anything 88
he conceive where 44
he conclude about 164
he condemns every 127
he condemns magic 40
he condemns others 173
he condemns people 43
he condemns under 46
he condemns would 58
he conducts under 105
he confided about 89
he confided after 133
he confided every 74
he confided later 412
he confided sadly 93
he confided shyly 58
he confined within 206
he confines within 60
he confirms every 43
he confused about 111
he confused cause 44
he confused right 55
he confuses cause 40
he confuses words 69
he conjured henry 90
he connects cause 55
he conquers every 172
he conquers yield 157
he consider anything 76
he consider changing 59
he consider every 51
he consider getting 56
he consider joining 75
he consider putting 47
he consider running 95
he consider selling 66
he consider sending 49
he consider working 51
he consider writing 92
he consults about 136
he consults others 52
he consumed about 326
he consumed after 51
he consumed daily 290
he consumed every 157
he consumed large 294
he consumed nearly 92
he consumed others 45
he consumed while 286
he consumed whole 108
he consumed would 93
he consumes about 138
he consumes daily 102
he consumes every 69
he consumes large 62
he consumes twice 68
he consumes while 157
he contains within 1037
he contends ought 46
he contends would 133
he continue after 99
he continue playing 69
he continue still 183
he continue under 67
he continue until 127
he continue working 184
he continue writing 125
