ha agricultural land 617
he consequently knew 141
he consequently left 380
he consequently lost 307
he consequently made 379
he consequently must 204
he consequently only 125
he consequently paid 61
he consequently sees 42
he consequently sent 122
he consequently took 343
he consequently used 119
he consequently went 138
he considerably less 48
he considerably more 46
he considerably over 99
he consistently acts 140
he consistently brings 55
he consistently came 90
he consistently drew 133
he consistently felt 61
he consistently gave 291
he consistently gets 127
he consistently have 51
he consistently held 1219
he consistently hold 41
he consistently kept 331
he consistently lost 103
he consistently made 901
he consistently over 47
he consistently puts 90
he consistently said 141
he consistently says 71
he consistently sees 70
he consistently sets 41
he consistently told 54
he consistently took 388
he consistently used 1792
he consistently uses 1615
he consistently went 55
he consolidated fund 56
he consolidated into 227
he consolidated many 42
he consolidated some 48
he consolidated their 51
he consolidated these 81
he consolidated what 58
he contemplated adding 76
he contemplated also 63
he contemplated asking 125
he contemplated bringing 157
he contemplated buying 520
he contemplated coming 58
he contemplated ending 55
he contemplated even 85
he contemplated from 611
he contemplated giving 464
he contemplated having 175
he contemplated just 75
he contemplated leaving 665
he contemplated life 149
he contemplated making 1359
he contemplated many 88
he contemplated more 260
he contemplated moving 270
he contemplated next 99
he contemplated nothing 351
he contemplated only 555
he contemplated open 90
he contemplated other 96
he contemplated over 44
he contemplated paying 46
he contemplated some 527
he contemplated step 57
he contemplated such 1478
he contemplated taking 933
he contemplated their 727
he contemplated these 671
he contemplated those 255
he contemplated trying 82
he contemplated upon 54
he contemplated ways 77
he contemplated were 264
he contemplated what 1702
he contemplated when 178
he contemplates also 43
he contemplates buying 403
he contemplates even 75
he contemplates evil 91
he contemplates from 149
he contemplates giving 70
he contemplates leaving 165
he contemplates life 147
he contemplates making 483
he contemplates more 45
he contemplates moving 58
he contemplates must 55
he contemplates only 471
he contemplates other 50
he contemplates seem 51
he contemplates self 48
he contemplates some 240
he contemplates such 376
he contemplates taking 199
he contemplates their 1365
he contemplates these 338
he contemplates those 153
he contemplates upon 72
he contemplates what 1083
he contemplates will 301
he continuously held 248
he continuously hold 57
he continuously kept 48
he continuously made 70
he continuously used 72
he contradicted their 65
he contradicted what 162
he conveniently died 130
he conveniently dies 69
he conveniently left 258
he conveniently made 52
he conveniently used 40
he corresponded during 220
he corresponded from 170
he corresponded more 101
he corresponded most 92
he corresponded much 113
he corresponded only 44
he corresponded over 65
he corresponded were 70
he corroborated what 136
he corroborates what 48
he countenanced such 111
he countenanced their 133
he counteracted their 141
he crystallized into 99
he definitively gave 63
he definitively left 40
he deliberately acts 65
he deliberately adds 59
he deliberately aims 93
he deliberately asks 48
he deliberately bent 41
he deliberately blew 73
he deliberately brings 118
he deliberately came 157
he deliberately cast 204
he deliberately cuts 103
he deliberately drew 749
he deliberately fell 135
he deliberately flung 169
he deliberately gave 1064
he deliberately gets 82
he deliberately held 950
he deliberately hurt 162
he deliberately kept 2645
he deliberately laid 773
he deliberately lays 64
he deliberately leave 40
he deliberately left 2912
he deliberately lets 95
he deliberately lied 386
he deliberately lies 113
he deliberately lost 155
he deliberately made 4417
he deliberately make 40
he deliberately meant 157
he deliberately paid 51
he deliberately plan 109
he deliberately puts 366
he deliberately rode 140
he deliberately rose 55
he deliberately runs 49
he deliberately said 260
he deliberately sank 49
he deliberately says 145
he deliberately seek 83
he deliberately sent 228
he deliberately sets 980
he deliberately shot 836
he deliberately shut 255
he deliberately sold 91
he deliberately spat 111
he deliberately stop 51
he deliberately swung 41
he deliberately take 46
he deliberately threw 911
he deliberately tied 49
he deliberately told 171
he deliberately took 2218
he deliberately tore 275
he deliberately trying 399
he deliberately turn 46
he deliberately used 2425
he deliberately uses 613
he deliberately went 843
he deliberately wore 56
he demonstrated also 82
he demonstrated anew 121
he demonstrated during 487
he demonstrated early 183
he demonstrated even 79
he demonstrated from 381
he demonstrated good 153
he demonstrated great 672
he demonstrated here 50
he demonstrated high 42
he demonstrated just 233
he demonstrated less 117
he demonstrated love 41
he demonstrated many 174
he demonstrated more 860
he demonstrated most 298
he demonstrated much 214
he demonstrated none 70
he demonstrated nothing 64
he demonstrated once 269
he demonstrated only 229
he demonstrated over 306
he demonstrated poor 44
he demonstrated some 519
he demonstrated such 884
he demonstrated their 381
he demonstrated there 58
he demonstrated these 228
he demonstrated those 80
he demonstrated three 58
he demonstrated time 104
he demonstrated upon 65
he demonstrated very 430
he demonstrated were 135
he demonstrated what 1037
he demonstrated when 684
he demonstrates also 50
he demonstrates during 54
he demonstrates even 49
he demonstrates from 266
he demonstrates good 76
he demonstrates great 112
he demonstrates here 169
he demonstrates just 79
he demonstrates many 74
he demonstrates more 258
he demonstrates most 208
he demonstrates nothing 51
he demonstrates once 93
he demonstrates only 169
he demonstrates over 53
he demonstrates some 291
he demonstrates such 83
he demonstrates their 305
he demonstrates these 104
he demonstrates those 42
he demonstrates very 124
he demonstrates what 1025
he demonstrates when 179
he despotically kept 40
he determinedly kept 61
he disappointed many 278
he disappointed some 104
he disappointed their 434
he disappointed these 56
he disappointed those 194
he disappointed when 218
he disassociated from 45
he disconnected from 192
he discontinued making 52
he discontinued taking 69
he discontinued their 70
he discontinued these 99
he discontinued when 42
he discontinued work 71
he discontinues such 51
he disdainfully said 42
he disdainfully threw 49
he disqualified from 100
he disseminated among 141
he distractedly blew 43
he dogmatically will 68
he dramatically drew 45
he dramatically said 48
he dramatically threw 74
he dramatically told 82
he dramatically took 53
he dramatically tore 60
he effortlessly took 41
he emphatically adds 254
he emphatically made 77
he emphatically puts 65
he emphatically said 957
he emphatically says 474
he emphatically sets 105
he emphatically told 322
he emphatically took 42
he expectorated into 57
he expectorated some 48
he experimental data 47
he experimented also 73
he experimented during 49
he experimented more 206
he experimented only 41
he experimented upon 949
he experimented were 151
he expostulated upon 87
he extrapolated from 452
he extrapolates from 385
he foreshadowed many 109
he foreshadowed more 96
he foreshadowed some 84
he foreshadowed what 86
he foreshadowed when 45
he fraudulently sold 40
he fraudulently took 47
he gesticulated like 79
he gesticulated very 51
he gesticulates like 49
he gratuitously adds 88
he ignominiously fled 102
he impressively said 96
he incidentally also 47
he incidentally gave 123
he incidentally made 106
he incidentally says 84
he incidentally spat 86
he incorporated among 49
he incorporated from 87
he incorporated ideas 80
he incorporated into 6069
he incorporated many 905
he incorporated more 246
he incorporated most 262
he incorporated much 769
he incorporated only 118
he incorporated other 69
he incorporated part 131
he incorporated some 883
he incorporated such 101
he incorporated their 217
he incorporated these 479
he incorporated those 90
he incorporated were 61
he incorporated what 290
he incorporates from 59
he incorporates into 1906
he incorporates many 173
he incorporates more 40
he incorporates much 166
he incorporates some 188
he incorporates such 64
he incorporates their 125
he incorporates these 190
he incorporates what 115
he indiscreetly made 47
he indiscreetly told 87
he indistinctly heard 57
he individually bows 55
he individually felt 40
he individually owed 61
he individually took 42
he individually will 58
he inexplicably left 105
he inexplicably lost 55
he intentionally aids 113
he intentionally brings 54
he intentionally drew 61
he intentionally gave 187
he intentionally held 87
he intentionally kept 279
he intentionally left 547
he intentionally lied 45
he intentionally lost 50
he intentionally made 244
he intentionally shot 119
he intentionally took 174
he intentionally trying 42
he intentionally used 191
he intentionally uses 132
he intentionally went 68
he internalizes their 71
he internalizes these 113
he interpolated into 244
he interpolated some 131
he interpolates into 118
he interrogated miss 58
he interrogated were 42
he interspersed among 40
he interspersed these 63
he interspersed were 84
he investigated also 63
he investigated during 103
he investigated from 80
he investigated into 71
he investigated many 210
he investigated more 290
he investigated most 110
he investigated only 270
he investigated other 125
he investigated some 160
he investigated such 188
he investigated their 315
he investigated there 107
he investigated these 212
he investigated those 63
he investigated three 52
he investigated very 75
he investigated ways 49
he investigated were 588
he investigated what 286
he investigates into 57
he investigates more 135
he investigates only 144
he investigates some 65
he investigates such 111
he investigates their 163
he investigates these 106
he investigates truth 49
he investigates what 462
he legitimately held 63
he legitimately owns 63
he manufactured from 275
he manufactured into 163
he manufactured many 72
he manufactured salt 83
he manufactured shoes 57
he manufactured some 144
he manufactured these 58
he manufactured were 123
he manufactures from 74
he manufactures into 163
he manufactures kept 56
he manufactures some 74
he matriculated from 540
he matriculated into 168
he matriculated there 233
he mechanically drew 115
he mechanically felt 59
he mechanically gave 68
he mechanically held 65
he mechanically rose 113
he mechanically said 64
he mechanically threw 40
he mechanically took 266
he mechanically went 243
he meticulously kept 291
he meticulously laid 43
he meticulously went 62
he miraculously came 52
he miraculously made 61
he misconstrued into 43
he nonchalantly said 101
he nonchalantly told 60
he nonchalantly took 53
he nonchalantly went 50
he notwithstanding made 115
he orchestrated their 40
he participated along 90
he participated also 92
he participated during 325
he participated from 165
he participated less 149
he participated more 477
he participated most 191
he participated only 315
he participated very 150
he participated were 664
he participated when 65
he participates also 42
he participates during 77
he participates from 62
he participates less 117
he participates more 440
he participates most 44
he participates only 333
he participates will 40
he particularly asks 72
he particularly begs 45
he particularly care 636
he particularly drew 74
he particularly feel 88
he particularly felt 206
he particularly fond 97
he particularly good 69
he particularly kept 56
he particularly knew 69
he particularly lays 44
he particularly like 273
he particularly made 81
he particularly means 58
he particularly meant 211
he particularly said 77
he particularly says 105
he particularly sees 41
he particularly told 74
he particularly took 118
he particularly used 60
he particularly want 228
he particularly well 225
he particularly wish 57
he peremptorily told 113
he persistently asks 59
he persistently clung 75
he persistently held 319
he persistently kept 352
he persistently made 123
he persistently took 57
he persistently used 92
he persistently uses 75
he photographed during 40
he photographed from 92
he photographed many 175
he photographed more 101
he photographed only 41
he photographed some 104
he photographed their 70
he photographed these 74
he photographed well 117
he photographed were 171
he photographed what 67
he precipitated into 68
he predominated over 98
he proselytized among 40
he purposefully kept 56
he purposefully made 50
he reciprocated their 223
he reciprocates their 74
he reciprocates these 60
he reciprocates your 48
he reconsidered what 77
he reconsidered when 70
he reconstructs from 155
he reconstructs some 40
he reconstructs what 81
he rediscovered some 55
he rediscovered what 73
he reinterprets these 87
he reintroduced into 119
he relinquished even 53
he relinquished here 45
he relinquished hope 57
he relinquished many 88
he relinquished most 136
he relinquished much 85
he relinquished none 43
he relinquished nothing 65
he relinquished only 393
he relinquished some 191
he relinquished these 308
he relinquished those 109
he relinquished upon 59
he relinquished what 46
he relinquished when 258
he relinquishes such 41
he relinquishes these 66
he remonstrated upon 80
he remonstrated very 119
he requisitioned from 100
he respectfully asks 90
he respectfully bade 41
he respectfully bent 232
he respectfully laid 254
he respectfully made 48
he respectfully said 117
he respectfully told 44
he respectfully took 219
he resuscitated from 81
he rhetorically asks 558
he sardonically said 48
he scrupulously kept 781
he scrupulously made 41
he scrupulously paid 230
he scrupulously went 57
he soliloquizes upon 51
he somersaulted down 40
he somersaulted into 72
he somersaulted over 200
he specifically adds 43
he specifically asks 384
he specifically brings 45
he specifically deals 126
he specifically dealt 54
he specifically drew 102
he specifically gave 117
he specifically knew 79
he specifically left 104
he specifically made 134
he specifically means 156
he specifically meant 196
he specifically said 861
he specifically says 772
he specifically sets 70
he specifically told 465
he specifically took 69
he specifically used 131
he specifically uses 130
he spontaneously came 55
he spontaneously felt 55
he spontaneously gave 92
he spontaneously made 82
he spontaneously said 225
he spontaneously told 87
he spontaneously took 89
he spontaneously used 51
he spontaneously uses 45
he spontaneously went 67
he straightaway sent 83
he straightaway went 72
he straightened away 416
he straightened back 397
he straightened from 944
he straightened into 122
he straightened once 65
he straightened some 46
he straightened when 49
he subordinated even 60
he subordinated these 130
he subordinates even 99
he subordinates these 118
he subsequently adds 339
he subsequently also 171
he subsequently asks 70
he subsequently bore 189
he subsequently brings 58
he subsequently came 1191
he subsequently cast 42
he subsequently dealt 46
he subsequently died 2785
he subsequently dies 203
he subsequently drew 263
he subsequently fell 480
he subsequently felt 308
he subsequently fled 130
he subsequently gave 2542
he subsequently gets 60
he subsequently grew 51
he subsequently have 67
he subsequently heard 215
he subsequently hears 44
he subsequently held 2438
he subsequently kept 180
he subsequently laid 120
he subsequently left 1674
he subsequently lent 60
he subsequently lost 1233
he subsequently made 8003
he subsequently make 45
he subsequently more 95
he subsequently must 41
he subsequently owed 71
he subsequently paid 513
he subsequently pays 85
he subsequently puts 69
he subsequently quit 45
he subsequently reads 59
he subsequently rose 405
he subsequently said 947
he subsequently sank 45
he subsequently says 497
he subsequently sees 71
he subsequently sent 976
he subsequently shot 96
he subsequently sold 1647
he subsequently sued 134
he subsequently threw 113
he subsequently told 1176
he subsequently took 2467
he subsequently tore 53
he subsequently used 2363
he subsequently uses 202
he subsequently went 1621
he subsequently will 42
he subsequently wore 60
he substantially said 49
he substantially says 50
he successfully brings 78
he successfully came 46
he successfully dealt 126
he successfully drew 85
he successfully flew 110
he successfully gave 79
he successfully gets 62
he successfully grew 83
he successfully held 734
he successfully kept 570
he successfully laid 195
he successfully made 649
he successfully puts 55
he successfully rode 45
he successfully sent 55
he successfully shot 42
he successfully sold 193
he successfully sued 518
he successfully threw 46
he successfully tied 55
he successfully took 432
he successfully used 1824
he successfully uses 183
he successfully went 57
he successfully wooed 90
he successfully woos 46
he successively came 68
he successively fled 52
he successively held 1116
he successively laid 225
he successively made 86
he successively puts 73
he successively rose 53
he successively sent 57
he successively shot 41
he successively sold 60
he successively took 216
he successively uses 52
he sufficiently made 43
he sufficiently well 131
he superimposed upon 189
he superimposes upon 171
he supplemented from 97
he supplemented their 109
he supplemented these 509
he supplemented what 111
he symbolically dies 65
he symbolically took 44
he thenceforward kept 64
he thenceforward made 48
he thenceforward used 96
he thoughtlessly threw 48
he transfigured into 55
he transgressed these 52
he transgresses these 130
he transgresses those 47
he transplanted from 273
he transplanted into 360
he transplanted many 64
he transplanted other 50
he transplanted some 83
he treacherously gave 64
he treacherously made 104
he treacherously sent 41
he treacherously slew 208
he treacherously took 58
he triumphantly adds 70
he triumphantly asks 244
he triumphantly bore 45
he triumphantly held 116
he triumphantly made 42
he triumphantly said 57
he triumphantly told 127
he triumphantly took 95
he unconsciously acts 58
he unconsciously bears 85
he unconsciously brings 76
he unconsciously came 69
he unconsciously drew 187
he unconsciously fears 274
he unconsciously fell 294
he unconsciously felt 372
he unconsciously gave 310
he unconsciously held 156
he unconsciously kept 154
he unconsciously knew 71
he unconsciously laid 133
he unconsciously left 130
he unconsciously longs 40
he unconsciously made 246
he unconsciously meant 40
he unconsciously paid 57
he unconsciously puts 92
he unconsciously says 86
he unconsciously sees 60
he unconsciously sets 45
he unconsciously threw 65
he unconsciously took 264
he unconsciously used 238
he unconsciously uses 204
he unexpectedly came 988
he unexpectedly died 559
he unexpectedly fell 322
he unexpectedly felt 116
he unexpectedly gave 180
he unexpectedly heard 116
he unexpectedly left 252
he unexpectedly lost 97
he unexpectedly made 307
he unexpectedly runs 50
he unexpectedly said 158
he unexpectedly sees 76
he unexpectedly threw 96
he unexpectedly told 73
he unexpectedly took 209
he unexpectedly went 72
he unhesitatingly cast 68
he unhesitatingly gave 378
he unhesitatingly left 44
he unhesitatingly made 127
he unhesitatingly puts 55
he unhesitatingly said 246
he unhesitatingly says 70
he unhesitatingly sets 46
he unhesitatingly threw 109
he unhesitatingly told 215
he unhesitatingly took 252
he unhesitatingly used 112
he unhesitatingly uses 55
he unhesitatingly went 72
he unreservedly gave 143
