ha sample plots 71
he already awake 93
he already aware 94
he already began 2176
he already begun 162
he already calls 258
he already cared 110
he already cares 44
he already comes 64
he already could 550
he already dimly 62
he already drank 60
he already draws 48
he already earned 83
he already faced 221
he already faces 58
he already feared 378
he already feels 1903
he already finds 589
he already forms 97
he already found 1816
he already fully 90
he already given 203
he already gives 283
he already hated 359
he already hates 117
he already hints 49
he already holds 4632
he already hoped 125
he already known 115
he already knows 41332
he already liked 420
he already likes 217
he already lived 469
he already lives 396
he already longed 110
he already looks 521
he already loved 1223
he already loves 507
he already makes 307
he already might 69
he already moved 159
he already needs 80
he already noted 99
he already notes 42
he already owned 9879
he already plans 91
he already plays 128
he already pukes 40
he already ranks 49
he already ruled 310
he already rules 52
he already saved 45
he already seems 699
he already sense 42
he already shown 60
he already shows 537
he already slept 44
he already smelt 56
he already speaks 558
he already spent 434
he already spoke 802
he already stood 1094
he already taken 195
he already takes 333
he already talks 210
he already thinking 193
he already thinks 832
he already tired 159
he already treats 75
he already tried 206
he already tries 76
he already under 117
he already views 41
he already walks 41
he already wants 388
he already works 215
he already would 273
he already wrote 396
he always acted 5601
he always added 5420
he always after 201
he always again 40
he always agree 74
he always aided 129
he always aimed 1160
he always allow 44
he always alone 268
he always amply 53
he always appear 189
he always arose 109
he always asked 7107
he always avoid 113
he always aware 42
he always awoke 384
he always backs 97
he always barks 122
he always based 178
he always bases 82
he always bathed 124
he always bathes 49
he always began 3038
he always binds 83
he always bites 54
he always blows 42
he always bores 40
he always bound 85
he always bowed 452
he always breaks 593
he always broke 772
he always built 202
he always burns 61
he always burnt 100
he always burst 62
he always calls 4447
he always cared 425
he always cares 63
he always carry 262
he always casts 100
he always catch 48
he always cheats 48
he always chose 4355
he always cited 239
he always cites 129
he always cleans 57
he always comes 7935
he always cooks 93
he always could 1692
he always crept 52
he always cried 568
he always cries 258
he always cured 110
he always dared 54
he always dated 235
he always dearly 48
he always deems 62
he always dined 814
he always dines 142
he always dived 82
he always doted 44
he always drags 71
he always drank 2198
he always draws 471
he always dreads 45
he always dreams 267
he always dress 209
he always drink 100
he always drive 82
he always drops 192
he always drove 1727
he always drunk 121
he always dwelt 918
he always earned 194
he always edges 77
he always either 885
he always ended 3668
he always enjoy 218
he always erred 50
he always exist 48
he always faced 682
he always faces 306
he always fails 621
he always falls 914
he always feared 1784
he always feeds 94
he always feels 3361
he always filed 47
he always fills 135
he always finding 67
he always finds 5474
he always fired 168
he always first 950
he always fixed 591
he always fixes 139
he always flees 89
he always flies 205
he always forms 79
he always found 54437
he always fully 152
he always gains 141
he always gazed 88
he always getting 77
he always given 59
he always gives 5969
he always grabs 67
he always grins 45
he always grows 131
he always guard 84
he always hails 76
he always hands 65
he always happy 90
he always hated 5525
he always hates 154
he always headed 282
he always helps 538
he always hides 248
he always hired 271
he always hires 55
he always holds 1030
he always honor 51
he always hoped 3150
he always hopes 487
he always hunts 53
he always hurts 46
he always joins 102
he always joked 560
he always jokes 53
he always judge 122
he always jumps 129
he always keeps 6139
he always kicks 51
he always kills 327
he always knelt 188
he always known 964
he always knows 6293
he always lacks 75
he always lands 210
he always later 68
he always laugh 50
he always leaned 359
he always leaped 43
he always learns 152
he always leaves 2379
he always lends 108
he always lifts 134
he always liked 10859
he always likes 1665
he always lined 46
he always links 71
he always lived 9221
he always lives 1791
he always locks 119
he always longed 1271
he always looking 216
he always looks 6283
he always loses 789
he always loved 7846
he always loves 601
he always makes 7426
he always marks 66
he always meets 321
he always might 106
he always minds 194
he always mingled 144
he always mixed 437
he always mixes 86
he always moved 1165
he always moves 658
he always named 364
he always names 313
he always needs 1239
he always noted 326
he always notes 83
he always obeys 245
he always offer 67
he always omits 90
he always opens 236
he always opted 72
he always ought 345
he always owned 339
he always paced 93
he always packs 107
he always paint 51
he always parks 65
he always picking 46
he always picks 515
he always pined 47
he always plans 87
he always playing 41
he always plays 1459
he always pleads 71
he always plods 57
he always pluck 94
he always posed 182
he always pours 71
he always prays 280
he always pulls 238
he always putting 48
he always quite 108
he always quits 98
he always raced 74
he always ranges 136
he always rated 118
he always rather 240
he always reacts 128
he always really 277
he always reaped 45
he always refer 43
he always rests 112
he always rides 540
he always right 227
he always rises 452
he always risks 48
he always rolls 51
he always ruled 70
he always running 54
he always saved 765
he always saves 252
he always sealed 49
he always seated 60
he always seeks 1281
he always seems 9727
he always sells 141
he always sends 1226
he always shall 93
he always shews 77
he always shied 182
he always shone 191
he always shook 607
he always shows 1906
he always shuns 56
he always shuts 89
he always sided 653
he always sides 120
he always signs 569
he always singled 167
he always singles 42
he always sinks 66
he always sleep 165
he always slept 3786
he always slips 169
he always smelt 165
he always smiling 49
he always sound 146
he always spake 113
he always speaks 7627
he always spent 5354
he always spits 47
he always split 62
he always spoke 24669
he always sprang 72
he always spread 97
he always springs 43
he always staid 92
he always stand 74
he always stays 1022
he always steals 76
he always steps 58
he always stick 41
he always still 116
he always stirs 57
he always stole 123
he always stood 5932
he always stops 762
he always stuck 1925
he always swears 89
he always swept 57
he always swims 235
he always swore 785
he always taken 106
he always takes 7494
he always talking 214
he always talks 2665
he always teased 221
he always teases 76
he always telling 106
he always tells 2927
he always tends 467
he always terms 310
he always tests 61
he always thanks 61
he always thinking 125
he always thinks 3473
he always throws 419
he always thrust 137
he always timed 51
he always times 150
he always tired 102
he always toted 59
he always treats 1888
he always tried 14107
he always tries 3557
he always truly 50
he always tuned 58
he always turns 1584
he always typed 50
he always under 145
he always urged 886
he always urges 53
he always views 150
he always voted 1288
he always votes 859
he always vowed 119
he always waged 45
he always waits 355
he always wakes 275
he always walks 1118
he always wanting 54
he always wants 5350
he always warns 102
he always waved 252
he always waves 49
he always willing 78
he always wills 275
he always winds 177
he always wiped 110
he always wipes 44
he always works 1256
he always would 13371
he always wound 571
he always write 177
he always writing 82
he always wrote 6893
he always yearns 41
he always yells 96
he amazed people 71
he ambled about 195
he ambled after 49
he ambled round 97
he ambles about 80
he amongst others 52
he amount which 48
he angered easily 44
he angrily added 76
he angrily asked 758
he angrily broke 98
he angrily calls 42
he angrily cried 168
he angrily drove 61
he angrily leaves 48
he angrily noted 68
he angrily shook 137
he angrily stops 73
he angrily swept 60
he angrily tells 116
he angrily throws 63
he angrily thrust 53
he angrily tingled 75
he angrily tried 83
he angrily tries 95
he angrily vowed 47
he angrily waved 100
he angrily wiped 55
he angrily wrote 382
he animal kingdom 40
he annoys others 45
he annual meeting 94
he another woman 66
he answer every 47
he answer truly 40
he answer until 70
he anxious about 329
he appeals again 257
he appeals first 243
he appeals rather 125
he appears about 705
he appears above 922
he appears after 526
he appears again 6991
he appears alert 52
he appears alive 46
he appears alone 332
he appears anything 58
he appears armed 57
he appears below 41
he appears black 86
he appears bound 40
he appears daily 92
he appears dazed 103
he appears driving 40
he appears drunk 44
he appears either 1128
he appears every 191
he appears first 1788
he appears fixed 44
he appears fresh 66
he appears fully 233
he appears happy 202
he appears healthy 131
he appears holding 149
he appears human 52
he appears hungry 62
he appears later 444
he appears naked 116
he appears nearly 146
he appears never 3921
he appears often 400
he appears older 157
he appears proud 50
he appears quiet 46
he appears quite 3131
he appears rather 1502
he appears really 204
he appears seated 243
he appears shall 48
he appears short 85
he appears silly 109
he appears since 52
he appears sitting 61
he appears small 116
he appears stern 129
he appears still 615
he appears strong 93
he appears tense 44
he appears tired 127
he appears today 536
he appears truly 171
he appears twice 533
he appears under 2950
he appears uneasy 48
he appears while 215
he appears willing 506
he appears within 295
he appears worthy 94
he arched above 94
he argued about 2246
he argued after 169
he argued again 363
he argued alone 146
he argued aloud 102
he argued badly 48
he argued cases 257
he argued could 446
he argued every 73
he argued first 329
he argued hotly 165
he argued later 289
he argued might 86
he argued never 85
he argued often 59
he argued quite 254
he argued rather 179
he argued until 58
he argued weakly 93
he argued while 52
he argued within 306
he argued would 2224
he argues about 1552
he argues after 47
he argues again 180
he argues alone 398
he argues could 87
he argues first 506
he argues later 154
he argues might 59
he argues quite 263
he argues rather 232
he argues still 70
he argues thence 44
he argues within 44
he argues would 225
he arises again 112
he around today 118
he arrive after 59
he arrive first 152
he arriving round 51
he asleep seven 68
he aspire after 63
he assist others 45
he assume about 80
he assume anything 46
he assume power 42
he attack first 70
he attend every 57
he authors would 118
he avidly seeks 52
he avoids anything 208
he avoids calling 168
he avoids close 171
he avoids creating 76
he avoids danger 64
he avoids drawing 67
he avoids either 47
he avoids every 201
he avoids falling 124
he avoids getting 209
he avoids letting 56
he avoids looking 385
he avoids meeting 285
he avoids people 150
he avoids placing 86
he avoids playing 73
he avoids putting 87
he avoids quoting 53
he avoids rather 50
he avoids setting 42
he avoids showing 96
he avoids social 97
he avoids speaking 659
he avoids stating 71
he avoids strong 68
he avoids talking 215
he avoids telling 219
he avoids thinking 120
he avoids turning 95
he avoids wasting 44
he avoids women 61
he avoids words 50
he avoids writing 205
he avowed later 71
he awakes after 189
he awakes again 142
he awakes every 52
he awakes feeling 103
he babbling about 291
he backed again 64
he backed every 49
he backed right 430
he backed under 87
he backed until 40
he backed water 177
he balked about 48
he balked again 74
he banked right 105
he banned smoking 52
he barely broke 135
he barely cared 64
he barely comes 65
he barely could 439
he barely dared 144
he barely durst 103
he barely earned 157
he barely edged 61
he barely feels 60
he barely found 137
he barely gives 89
he barely grins 71
he barely hints 166
he barely keeps 64
he barely knows 1661
he barely lifts 69
he barely lived 196
he barely lives 49
he barely looks 163
he barely makes 304
he barely moved 620
he barely moves 132
he barely needs 75
he barely noted 125
he barely saved 318
he barely seems 92
he barely slept 264
he barely speaks 319
he barely spent 43
he barely spoke 1389
he barely stood 54
he barely takes 61
he barely talks 67
he barely thinks 61
he barely tried 45
he barged right 245
he barked after 79
he barked again 512
he barked twice 60
he basked under 44
he batted right 99
he bawled after 60
he bawled again 158
he bawled aloud 40
he became abbot 9460
he became about 1287
he became above 83
he became actor 102
he became adept 3048
he became adult 358
he became after 3543
he became again 3760
he became agent 1560
he became alert 909
he became alike 112
he became alive 885
he became aloof 272
he became amusing 55
he became anything 141
he became arthur 68
he became author 105
he became awake 245
he became aware 121855
he became badly 224
he became baron 734
he became beset 44
he became black 320
he became blind 14982
he became board 347
he became bored 3519
he became bound 1200
he became brave 103
he became brisk 100
he became bureau 125
he became buyer 131
he became caesar 258
he became canon 2532
he became chair 1420
he became chary 40
he became chief 66472
he became china 154
he became choir 237
he became civil 544
he became class 209
he became clerk 6849
he became close 6238
he became coach 309
he became cocky 56
he became comte 43
he became corps 45
he became count 1198
he became court 6118
he became crazy 321
he became cross 530
he became crown 299
he became cruel 561
he became cunning 102
he became cured 110
he became daily 1545
he became david 133
he became dazed 146
he became deacon 686
he became deadly 922
he became dearer 421
he became deathly 1025
he became dimly 471
he became dirty 73
he became dizzy 3480
he became drama 288
he became drawing 60
he became drawn 405
he became dreamy 85
he became drunk 4041
he became ducal 66
he became dutch 47
he became easier 634
he became easily 629
he became egypt 103
he became eight 54
he became either 1126
he became elder 137
he became empty 56
he became envoy 75
he became equal 229
he became erect 353
he became every 884
he became extra 68
he became faint 1062
he became false 99
he became famed 223
he became father 1872
he became feared 100
he became field 837
he became fiery 47
he became fifty 109
he became fired 480
he became first 29118
he became fixed 551
he became flesh 2405
he became floor 161
he became forty 173
he became fourth 355
he became frail 98
he became frank 153
he became freed 89
he became freer 630
he became front 43
he became fully 6708
he became funny 41
he became fused 50
he became fussy 88
he became gaunt 44
he became genial 142
he became george 399
he became georgia 82
he became giddy 537
he became grand 2751
he became grant 57
he became grave 2444
he became greek 196
he became groom 209
he became gross 58
he became group 148
he became grown 102
he became gruff 63
he became guest 115
he became guide 67
he became happy 714
he became harry 67
he became harsh 223
he became hated 196
he became healthy 160
he became heated 463
he became henri 42
he became henry 525
he became hotly 71
he became house 1162
he became human 2326
he became hungry 1536
he became indian 368
he became inert 50
he became inter 120
he became irate 392
he became irish 226
he became irked 61
he became israel 533
he became italy 80
he became james 631
he became japan 161
he became jesus 152
he became joint 2373
he became jovial 90
he became judge 4150
he became junior 1821
he became kenya 50
he became known 52565
he became labor 184
he became laird 86
he became large 160
he became later 3981
he became latin 626
he became leader 8666
he became legal 622
he became lenin 62
he became liable 3037
he became lieut 136
he became light 731
he became livid 1091
he became local 314
he became louis 417
he became loved 54
he became loyal 82
he became lucid 392
he became luther 54
he became madly 105
he became major 2716
he became manic 118
he became mayor 5891
he became merry 134
he became mired 227
he became missing 63
he became misty 67
he became mixed 969
he became moody 2255
he became morning 101
he became moses 45
he became moved 69
he became mufti 42
he became music 2882
he became naked 72
he became nasty 136
he became naval 329
he became nearer 40
he became nearly 861
he became newly 142
he became night 434
he became nixon 105
he became noble 56
he became noisy 212
he became noted 2732
he became nuncio 125
he became obese 163
he became oddly 90
he became odious 380
he became often 60
he became older 7753
he became owner 2898
he became paler 462
he became panic 417
he became papal 396
he became paris 74
he became party 2478
he became pasha 123
he became people 308
he became peter 169
he became petty 90
he became pilot 65
he became plain 264
he became plant 216
he became plato 53
he became plump 44
he became poetic 40
he became poetry 66
he became press 246
he became prime 56169
he became privy 1437
he became prone 166
he became proof 65
he became proud 1120
he became pupil 141
he became queasy 50
he became queen 266
he became queer 44
he became quick 185
he became quiet 4435
he became quite 52999
he became rabbi 2176
he became rajah 151
he became rather 3831
he became reader 1382
he became reagan 141
he became really 2923
he became reich 303
he became right 169
he became rigid 680
he became roman 380
he became rough 109
he became royal 657
he became ruder 41
he became ruler 5559
he became russia 151
he became sadly 181
he became saint 116
he became sales 652
he became santa 42
he became satan 687
he became saved 61
he became seated 81
he became senior 5113
he became seven 299
he became shaky 86
he became sharp 43
he became shining 51
he became short 1501
he became silly 140
he became sixty 222
he became slack 90
he became small 147
he became sober 1694
he became social 94
he became solid 67
he became sorry 187
he became sound 104
he became spain 103
he became staff 807
he became stage 658
he became stark 115
he became state 4030
he became steady 103
he became stern 572
he became stiff 208
he became still 4814
he became stone 606
he became stout 490
he became strong 1852
he became stuck 527
he became sugar 104
he became sulky 251
he became super 88
he became surer 391
he became surly 253
he became swami 63
he became sweaty 62
he became sweet 57
he became swept 115
he became taken 50
he became tense 1379
he became testy 191
he became texas 50
he became theater 45
he became thirty 294
he became thomas 143
he became tight 93
he became timid 306
he became tipsy 135
he became tired 10836
he became tongue 652
he became tough 51
he became truly 1449
he became tutor 10080
he became twice 149
he became uncle 106
he became under 4344
he became uneasy 2864
he became unfit 764
he became until 362
he became upset 2371
he became usher 426
he became vague 256
he became valet 180
he became vexed 380
he became vicar 8789
he became vocal 261
he became water 97
he became weaker 1623
he became wealthy 2547
he became while 195
he became white 465
he became whole 524
he became willing 709
he became wiser 635
he became within 214
he became works 158
he became world 2615
he became worse 6422
he became worthy 284
he became yours 63
he become about 111
he become after 132
he become again 92
he become alive 51
he become anything 72
he become aught 48
he become aware 3749
he become blind 321
he become bored 95
he become bound 160
he become chief 325
he become dizzy 94
he become drunk 63
he become easily 44
he become either 62
he become faint 41
he become first 368
he become fully 1023
he become happy 50
he become human 163
he become known 873
he become leader 69
he become liable 182
he become mayor 54
he become noisy 65
he become prime 323
he become proud 117
he become quiet 53
he become quite 138
he become really 248
he become ruler 109
he become since 120
he become strong 75
he become tired 162
he become truly 364
he become under 70
he become upset 108
he become wealthy 77
he become while 98
he become whole 53
he become willing 43
he become worse 83
he become worthy 70
he becoming aware 72
he before could 52
he before hated 78
he before lived 50
he before loved 177
he before spake 47
he before stood 139
he before whose 144
he begged about 56
he begged again 527
he begged cecil 61
he begged count 55
he begged every 68
he begged father 116
he begged george 57
he begged henry 111
he begged james 95
he begged jesus 241
he begged louis 107
he begged major 103
he begged mercy 121
he begged might 458
he begged money 188
he begged moses 76
he begged people 80
he begged peter 64
he begins about 181
he begins after 194
he begins again 8176
he begins anything 41
he begins breathing 98
he begins calling 207
he begins casting 50
he begins chewing 41
he begins creating 58
he begins cursing 64
he begins cutting 140
he begins dancing 89
he begins digging 117
he begins dimly 75
he begins drawing 348
he begins dreaming 53
he begins driving 61
he begins either 137
he begins every 246
he begins feeding 104
he begins feeling 265
he begins filling 54
he begins first 435
he begins fishing 56
he begins fresh 97
he begins fully 72
he begins getting 83
he begins hitting 40
he begins humming 56
he begins hunting 99
he begins kicking 54
he begins killing 52
he begins kissing 65
he begins lashing 41
he begins later 61
he begins latin 131
he begins learning 175
he begins looking 386
he begins picking 68
he begins playing 740
he begins praying 53
he begins pulling 163
he begins pushing 60
he begins putting 129
he begins quite 156
he begins rather 94
he begins reaching 50
he begins really 190
he begins right 140
he begins rocking 48
he begins rolling 48
he begins rubbing 45
he begins running 154
he begins seeking 56
he begins selling 179
he begins serving 97
he begins setting 42
he begins shaking 79
he begins showing 47
he begins speaking 1437
he begins stringing 48
he begins sucking 107
he begins talking 1276
he begins tapping 41
he begins teaching 766
he begins telling 586
he begins testing 118
he begins thinking 508
he begins throwing 76
he begins treating 54
he begins truly 45
he begins turning 94
he begins under 51
he begins until 44
he begins walking 785
he begins where 514
he begins within 42
he begins working 773
he begins writing 2493
he begins yelling 50
he behave after 46
he behave badly 65
he behave under 69
he beheld about 111
he beheld above 117
he beheld again 358
he beheld alarm 85
he beheld angels 52
he beheld anything 164
he beheld beneath 66
he beheld betty 52
he beheld close 109
he beheld could 80
he beheld daily 99
he beheld ellen 64
he beheld esther 43
he beheld every 248
he beheld faces 98
he beheld human 54
he beheld jesus 228
he beheld julian 109
he beheld lounging 60
he beheld major 95
he beheld miriam 84
he beheld moses 69
he beheld nearly 64
he beheld nodding 57
he beheld others 51
he beheld people 50
he beheld round 298
he beheld satan 266
he beheld seated 66
he beheld seven 76
he beheld under 60
he beheld while 69
he beheld white 78
he beheld within 200
he beheld women 56
he beheld would 82
he behold again 99
he belongs after 55
he belongs could 67
he belongs either 149
he belongs feels 58
he belongs first 159
he belongs fully 46
he belongs gives 43
he belongs holds 43
he belongs might 119
he belongs rather 705
he belongs really 57
he belongs seems 40
he belongs shall 532
he belongs since 53
he belongs still 118
he belongs thanks 74
he belongs under 46
he belongs until 69
he belongs where 133
he belongs which 51
he belongs while 40
he belongs within 292
he belongs would 378
he betray anything 66
he betray either 47
he better change 140
he better check 252
he better enjoy 42
he better hurry 344
he better known 601
he better knows 120
he better liked 191
he better likes 210
he better looking 61
he better loved 149
he better might 65
he better never 119
he better serve 48
he better start 1107
he better stick 138
he better watch 878
he beyond doubt 88
he bitter about 110
he blacks people 41
he blamed every 85
he blamed george 43
he blamed henry 40
he blamed israel 46
he blamed local 61
he blamed others 509
he blamed people 45
he blamed peter 88
he blamed rather 41
he blamed women 124
he blames every 44
he blames others 581
he blames plato 53
he blames women 116
he blazes heaven 74
he bleeds again 43
he boasts about 2345
he bobbed about 361
he boiled water 409
he boldly added 198
he boldly armed 105
he boldly asked 724
he boldly avers 44
he boldly avows 153
he boldly began 224
he boldly broke 85
he boldly calls 119
he boldly chose 65
he boldly comes 59
he boldly cried 78
he boldly dared 124
he boldly drove 48
he boldly faced 708
he boldly faces 258
he boldly gives 52
he boldly headed 74
he boldly leaped 163
he boldly makes 160
he boldly meets 46
he boldly moved 166
he boldly named 117
he boldly speaks 52
he boldly spoke 229
he boldly steps 90
he boldly stood 659
he boldly takes 216
he boldly tells 107
he boldly throws 82
he boldly thrust 87
he boldly tried 111
he boldly urged 168
he boldly waged 99
he boldly wrote 343
he bolted after 176
he bolted again 121
he bolted awake 126
he bolted right 132
he bolted round 152
he booked rooms 50
he boomed above 61
he boomed again 109
he borrow money 508
he bothers about 353
he bought about 869
he bought acres 42
he bought after 1071
he bought again 80
he bought anything 456
he bought black 68
he bought bonds 118
he bought books 1288
he bought boots 68
he bought boxes 44
he bought caged 87
he bought candy 137
he bought clothing 74
he bought could 152
he bought dress 47
he bought drugs 142
he bought eight 913
he bought every 714
he bought extra 83
he bought farms 79
he bought fifty 511
he bought first 362
he bought flour 99
he bought forty 884
he bought fresh 143
he bought fruit 72
he bought george 54
he bought gifts 133
he bought goods 643
he bought grain 405
he bought henry 42
he bought herds 102
he bought items 60
he bought lambs 46
he bought lands 411
he bought large 679
he bought later 102
he bought leather 214
he bought linen 46
he bought lunch 51
he bought mines 41
he bought nearly 227
he bought others 160
he bought paper 286
he bought parts 40
he bought people 43
he bought quite 88
he bought rather 40
he bought right 118
he bought roses 51
he bought season 66
he bought seeds 51
he bought seven 765
he bought sheep 188
he bought ships 111
he bought sixty 257
he bought small 176
he bought space 121
he bought steel 41
he bought still 101
he bought stock 1191
he bought sugar 105
he bought suits 40
he bought thirty 488
he bought today 46
he bought tools 86
he bought under 155
he bought until 46
he bought votes 159
he bought which 47
he bought while 298
he bought white 62
he bought whole 62
he bought within 51
he bought works 136
he bought would 305
he bounds about 226
he bounds aloft 83
he bragging about 51
he braiding hairs 53
he braked again 57
he braved danger 98
he braved every 166
he braves danger 98
he braves every 288
he breathed after 139
he breathed again 1856
he breathed aloud 189
he breathed close 52
he breathed easier 1746
he breathed easily 307
he breathed freer 376
he breathed fresh 149
he breathed hotly 144
he breathed light 727
he breathed quick 55
he breathed quite 44
he breathed rather 200
he breathed short 355
he breathed still 58
he breathed twice 75
he breathed under 54
he breathed water 40
he breathed while 111
he breathed would 95
he breathes about 40
he breathes after 65
he breathes again 298
he breathes easier 214
he breathes easily 95
he breathes every 63
he breathes forty 42
he breathes fresh 48
he breathes while 48
he brooding about 41
he broods about 588
he broods alone 63
he broods within 84
he bucked beneath 45
he builds about 51
he builds again 73
he builds boats 51
he builds homes 44
he builds large 49
he builds model 47
he builds roads 77
he builds ships 105
he builds thereon 137
he builds today 54
he builds walls 78
he builds within 80
he builds works 58
he bulked large 101
he bulled right 143
he bumped about 60
he bumped right 446
he bumped smack 40
he bungled about 101
he buried alive 328
he buried beneath 205
he buried jesus 59
he buried sarah 162
he buried under 1128
he buried where 53
he buried which 40
he buried within 80
he buries under 78
he burned about 142
he burned after 99
he burned alive 326
he burned books 45
he burned eight 73
he burned every 252
he burned holes 49
he burned nearly 63
he burned paper 47
he burned sweet 49
he burned unread 89
he burned within 46
he burped again 60
he busily began 54
he busily wrote 47
he busted loose 175
he busted right 47
he buzzed about 109
he buzzed again 49
he buzzes about 81
he cabled again 212
he cabled house 78
he cabled lloyd 44
he cabled paris 48
he called aaron 131
he called about 2758
he called above 1195
he called abram 155
he called action 164
he called acute 42
he called adams 149
he called after 51720
he called again 20191
he called agnes 105
he called alice 178
he called allah 333
he called allen 98
he called alone 89
he called aloud 7750
he called alpha 811
he called andrea 48
he called angela 106
he called angels 50
he called anita 94
he called annie 298
he called anything 80
he called arthur 311
he called aside 816
he called athens 87
he called atoms 518
he called axioms 43
he called bacon 45
he called baker 81
he called baron 59
he called barry 48
he called basic 439
he called beauty 335
he called becky 48
he called belle 156
he called below 61
he called benny 45
he called betsy 63
he called betty 162
he called billy 218
he called black 798
he called blair 45
he called blood 187
he called bobby 147
he called boris 46
he called broad 43
he called brown 210
he called bruce 85
he called bryan 66
he called burke 82
he called byron 124
he called caesar 95
he called carey 52
he called carol 107
he called cathay 100
he called cells 249
he called chief 406
he called china 156
he called chris 106
he called chuck 58
he called cindy 44
he called civil 107
he called clara 82
he called clark 84
he called class 273
he called clyde 92
he called coach 87
he called could 102
he called count 175
he called craig 50
he called crazy 97
he called cross 41
he called cynthia 80
he called cyrus 41
he called daddy 185
he called daily 322
he called daisy 62
he called dancing 57
he called danny 95
he called dante 202
he called david 630
he called davis 83
he called dolly 85
he called donna 51
he called doris 155
he called dreams 64
he called dutch 120
he called dylan 101
he called easily 42
he called eddie 104
he called egypt 44
he called eight 200
he called either 498
he called eliza 41
he called ellen 146
he called emily 228
he called enoch 319
he called equal 48
he called esther 96
he called ethics 48
he called evening 92
he called every 2335
he called extra 45
he called facts 70
he called false 151
he called fancy 118
he called fanny 187
he called father 1803
he called faust 44
he called feasting 56
he called feeling 101
he called felix 99
he called field 125
he called first 2554
he called fixed 387
he called flora 114
he called force 148
he called forms 201
he called frank 464
he called freud 115
he called frost 50
he called gaily 322
he called gamma 91
he called gayly 121
he called george 844
he called georgia 55
he called getting 51
he called gifts 56
he called gloria 63
he called glory 60
he called gogol 43
he called goliath 182
he called grace 95
he called grand 94
he called grant 169
he called greek 121
he called green 253
he called group 162
he called habit 64
he called harry 397
he called heaven 771
he called hegel 73
he called heidi 88
he called helen 212
he called henry 530
