ha ammonium sulphate 107
he acquired whatever 125
he acquires authority 45
he acquires complete 77
he acquires concepts 56
he acquires distinct 53
he acquires facility 102
he acquires increased 64
he acquires prestige 46
he acquires property 824
he actively assisted 356
he actively attempts 125
he actively defended 141
he actively directed 70
he actively disliked 669
he actively dislikes 130
he actively employed 122
he actively espoused 53
he actively explores 57
he actively followed 76
he actively fostered 69
he actively furthered 116
he actively involved 441
he actively involves 65
he actively prepared 150
he actively promoted 1526
he actively promotes 127
he actively rejected 54
he actively resented 43
he actively resisted 165
he actively solicits 42
he actively supports 269
he actually abandons 50
he actually abhorred 49
he actually accepted 494
he actually achieved 3626
he actually achieves 494
he actually acquired 427
he actually acquires 188
he actually admitted 409
he actually advanced 419
he actually advances 59
he actually affirmed 78
he actually alighted 75
he actually answered 215
he actually approved 341
he actually approves 58
he actually arrested 47
he actually ascended 149
he actually ascribes 70
he actually asserted 125
he actually assigned 68
he actually assisted 186
he actually attached 44
he actually attacked 306
he actually attained 503
he actually attempts 310
he actually attended 638
he actually believed 7134
he actually believes 3283
he actually benefits 99
he actually bequeathed 59
he actually besieged 48
he actually bestowed 100
he actually betrayed 102
he actually borrowed 276
he actually captured 174
he actually chuckled 161
he actually collects 113
he actually combined 69
he actually combines 49
he actually commands 85
he actually compared 89
he actually compares 131
he actually compiled 71
he actually complied 43
he actually composed 944
he actually composes 49
he actually computed 56
he actually concealed 44
he actually conceded 43
he actually condemns 56
he actually conducts 117
he actually confided 160
he actually confirms 55
he actually confused 60
he actually confuses 46
he actually consents 123
he actually consumed 92
he actually consumes 188
he actually controls 154
he actually conveyed 90
he actually deceived 47
he actually declared 375
he actually declares 262
he actually declined 100
he actually defended 175
he actually delights 42
he actually delivers 203
he actually demanded 238
he actually departed 274
he actually depended 47
he actually deprived 44
he actually deserted 75
he actually deserved 357
he actually deserves 334
he actually designed 360
he actually despised 145
he actually despises 65
he actually destroys 78
he actually detached 61
he actually detected 99
he actually detested 145
he actually develops 208
he actually dictated 121
he actually directed 274
he actually disliked 309
he actually dislikes 132
he actually disowned 59
he actually displays 84
he actually disposed 66
he actually divorced 57
he actually effected 297
he actually embarked 198
he actually embodied 99
he actually embodies 50
he actually embraced 170
he actually embraces 68
he actually employed 1499
he actually endorsed 87
he actually endorses 68
he actually enlisted 84
he actually enrolled 137
he actually entitled 44
he actually escorted 85
he actually examined 120
he actually examines 68
he actually excelled 46
he actually excluded 45
he actually executed 446
he actually executes 96
he actually exhibits 111
he actually expanded 77
he actually expected 918
he actually expended 100
he actually explains 73
he actually explored 106
he actually extended 226
he actually fastened 50
he actually finished 556
he actually finishes 70
he actually flinched 66
he actually followed 907
he actually foresees 40
he actually fulfills 46
he actually functions 166
he actually governed 117
he actually harbored 102
he actually imagined 271
he actually imagines 106
he actually imitated 59
he actually imitates 57
he actually imported 45
he actually improved 122
he actually improves 46
he actually included 108
he actually includes 76
he actually increased 338
he actually increases 99
he actually incurred 187
he actually indulged 66
he actually indulges 85
he actually inflicts 46
he actually informed 99
he actually inhabits 127
he actually initiated 139
he actually initiates 42
he actually inserted 69
he actually insisted 189
he actually inspired 68
he actually insulted 65
he actually intended 4175
he actually invented 487
he actually invested 126
he actually involved 49
he actually launched 153
he actually launches 46
he actually lectured 74
he actually listened 425
he actually mastered 42
he actually mentioned 298
he actually murdered 249
he actually objected 72
he actually observed 1778
he actually observes 328
he actually obtained 1349
he actually occupied 1420
he actually occupies 554
he actually operated 126
he actually operates 111
he actually outlived 70
he actually overtook 50
he actually patented 48
he actually performs 942
he actually perished 104
he actually pictured 45
he actually pillaged 57
he actually poisoned 63
he actually portrays 62
he actually preceded 46
he actually prepared 876
he actually prepares 55
he actually presents 444
he actually presided 359
he actually proceeds 163
he actually procured 113
he actually produced 2870
he actually produces 595
he actually profited 56
he actually promised 318
he actually promoted 94
he actually proposed 1969
he actually proposes 402
he actually provided 238
he actually provides 255
he actually provoked 62
he actually punished 57
he actually recalled 55
he actually received 12165
he actually receives 3344
he actually recorded 191
he actually referred 388
he actually reflects 41
he actually regarded 239
he actually rejected 156
he actually rejoiced 80
he actually rejoices 78
he actually relieved 47
he actually relished 203
he actually remained 459
he actually reminded 54
he actually rendered 234
he actually replaced 56
he actually replaces 43
he actually reported 188
he actually required 261
he actually requires 409
he actually resented 101
he actually resigned 418
he actually resisted 58
he actually resolved 146
he actually resorted 105
he actually respects 52
he actually responds 68
he actually restored 64
he actually retained 102
he actually retreated 78
he actually returned 949
he actually reversed 69
he actually reverses 59
he actually selected 150
he actually sketched 69
he actually squeezed 44
he actually stumbled 152
he actually succeeds 568
he actually suffered 1081
he actually suggesting 44
he actually suggests 263
he actually summoned 145
he actually supplied 84
he actually supports 111
he actually supposed 82
he actually supposes 55
he actually surveyed 50
he actually survived 197
he actually sustains 113
he actually switched 40
he actually tendered 106
he actually threatened 616
he actually traveled 292
he actually trembled 265
he actually undergoes 65
he actually utilized 48
he actually ventured 282
he actually ventures 55
he actually welcomed 327
he actually welcomes 59
he actually whistled 83
he actually wondered 141
he actually worships 69
he admitted absently 40
he admitted bitterly 202
he admitted candidly 688
he admitted casually 88
he admitted committing 95
he admitted evidence 60
he admitted gloomily 155
he admitted grudgingly 1820
he admitted guiltily 82
he admitted hoarsely 150
he admitted honestly 572
he admitted inwardly 59
he admitted liability 65
he admitted mistakes 57
he admitted modestly 328
he admitted personal 55
he admitted promptly 91
he admitted publicly 406
he admitted raggedly 43
he admitted recently 58
he admitted ruefully 1695
he admitted silently 251
he admitted solemnly 57
he admitted somewhat 201
he admitted suddenly 45
he admitted sullenly 70
he admonish buckingham 237
he adroitly concealed 185
he adroitly obtained 70
he advanced concerning 78
he advanced directly 382
he advanced eastwards 104
he advanced forwards 58
he advanced furiously 60
he advanced increased 62
he advanced menacingly 114
he advanced northward 633
he advanced positions 62
he advanced silently 75
he advanced somewhat 72
he advanced southward 822
he advanced stealthily 65
he advanced straight 1012
he advanced sturdily 123
he advanced suddenly 81
he advanced westward 177
he advances concerning 92
he advances northward 89
he advances respecting 71
he advances southward 88
he advances straight 47
he advances twittering 58
he affected contempt 66
he affected sickness 64
he affected solitude 51
he affected surprise 168
he affected uncommon 68
he affected whenever 61
he affirmed publicly 43
he affirmed solemnly 75
he afforded cromwell 55
he analyzed american 54
he analyzed economic 45
he analyzed problems 43
he analyzes minutely 45
he anchored opposite 62
he annually confirms 54
he annually consumes 134
he annually expended 48
he annually presents 88
he annually received 445
he annually receives 136
he answered abruptly 1057
he answered absently 1141
he answered agreeably 118
he answered anxiously 111
he answered bitterly 1682
he answered brazenly 42
he answered breezily 81
he answered brightly 260
he answered brokenly 130
he answered brutally 212
he answered candidly 346
he answered casually 964
he answered cheerily 474
he answered coarsely 55
he answered cordially 154
he answered craftily 40
he answered crustily 73
he answered defiantly 397
he answered demurely 67
he answered directly 424
he answered doggedly 547
he answered drowsily 122
he answered dubiously 189
he answered earnestly 875
he answered everyone 43
he answered fiercely 593
he answered formally 147
he answered frigidly 49
he answered furiously 183
he answered gloomily 1032
he answered groggily 101
he answered grudgingly 128
he answered grumpily 82
he answered guiltily 72
he answered hoarsely 860
he answered honestly 2110
he answered hundreds 43
he answered jauntily 60
he answered joyfully 119
he answered joyously 98
he answered languidly 78
he answered laughingly 317
he answered manfully 43
he answered modestly 773
he answered morosely 131
he answered numerous 47
he answered obligingly 70
he answered placidly 218
he answered politely 1515
he answered promptly 4590
he answered questions 5109
he answered requests 41
he answered ruefully 317
he answered savagely 325
he answered sedately 45
he answered sensibly 51
he answered serenely 142
he answered seriously 1542
he answered severely 128
he answered shrewdly 135
he answered silently 171
he answered sleepily 273
he answered slightly 77
he answered sneeringly 70
he answered solemnly 1637
he answered somberly 196
he answered somewhat 1859
he answered squarely 41
he answered stolidly 159
he answered straight 408
he answered strangely 66
he answered stupidly 79
he answered sturdily 111
he answered suddenly 175
he answered sullenly 1200
he answered tenderly 549
he answered therefore 41
he answered urbanely 54
he answered vacantly 41
he answered verbally 65
he answered viciously 40
he answered violently 56
he anxiously balanced 142
he anxiously besought 52
he anxiously demanded 51
he anxiously examined 72
he anxiously expected 165
he anxiously followed 98
he anxiously inquired 1026
he anxiously inquires 112
he anxiously listened 54
he anxiously surveyed 46
he anxiously wondered 113
he appoints directly 45
he appoints officers 110
he approved entirely 150
he approved whatever 44
he ardently believed 448
he ardently believes 110
he ardently defended 245
he ardently embraced 157
he ardently espoused 158
he ardently exclaims 58
he ardently promoted 65
he arrested attention 139
he arrested hundreds 55
he artfully balanced 135
he artfully concealed 652
he artfully fomented 41
he ascended vesuvius 42
he ascribed entirely 167
he ascribes absolute 55
he ascribes directly 46
he ascribes entirely 129
he ascribes whatever 73
he assented absently 59
he assented cordially 69
he assented gloomily 53
he assented somewhat 42
he asserted bitterly 49
he asserted defiantly 61
he asserted doggedly 63
he asserted personal 55
he asserted publicly 85
he asserted solemnly 96
he asserted somewhat 48
he assigned separate 44
he assigned specific 119
he assigned students 63
he assisted earnestly 49
he assisted governor 67
he astutely observed 459
he astutely observes 118
he attached enormous 180
he attached infinite 44
he attaches enormous 55
he attacked american 345
he attacked authority 73
he attacked bitterly 84
he attacked calcutta 48
he attacked christian 148
he attacked clerical 75
he attacked columbus 42
he attacked directly 109
he attacked everyone 99
he attacked fiercely 57
he attacked furiously 70
he attacked governor 63
he attacked grumpily 49
he attacked normandy 98
he attacked problems 79
he attacked religious 103
he attacked savagely 43
he attacked scotland 57
he attacked socialism 78
he attacked suddenly 53
he attacked villages 46
he attacked violently 108
he attacked washington 101
he attacked wellington 66
he attained absolute 70
he attained adulthood 152
he attained artistic 40
he attained complete 404
he attained eminence 413
he attained greatness 78
he attained literary 73
he attained majority 1105
he attained maturity 433
he attained salvation 158
he attempts subjects 67
he attended american 105
he attended banquets 86
he attended brooklyn 102
he attended business 263
he attended cardinal 49
he attended christian 131
he attended colorado 57
he attended concerts 369
he attended councils 42
he attended dartmouth 224
he attended davidson 86
he attended district 294
he attended divinity 50
he attended football 48
he attended franklin 92
he attended functions 62
he attended funerals 57
he attended graduate 441
he attended hamilton 82
he attended hospital 58
he attended illinois 82
he attended imminent 57
he attended included 49
he attended lawrence 52
he attended lectures 5678
he attended literary 42
he attended louisiana 78
he attended marshall 47
he attended methodist 75
he attended michigan 143
he attended military 162
he attended numerous 273
he attended officers 78
he attended oklahoma 52
he attended parochial 166
he attended patients 54
he attended phillips 232
he attended randolph 42
he attended recently 42
he attended religious 273
he attended richmond 61
he attended saturday 70
he attended seminars 158
he attended seminary 281
he attended services 1421
he attended stanford 369
he attended strictly 271
he attended syracuse 102
he attended tuskegee 161
he attended washington 342
he attended wesleyan 121
he attended whenever 116
he attracts attention 666
he attracts curiosity 42
he averaged eighteen 58
he avowedly despised 40
he awakened curiosity 55
he awakened interest 63
he awakened suddenly 194
he banishes falstaff 46
he baptized children 130
he baptized converts 75
he baptized fourteen 81
he baptized hundreds 63
he baptized thousands 76
he beckoned harrison 47
he believed absolute 49
he believed actually 99
he believed adequate 87
he believed affected 80
he believed africans 43
he believed american 878
he believed amounted 48
he believed anderson 69
he believed animated 51
he believed ardently 160
he believed australia 177
he believed business 193
he believed campbell 123
he believed catherine 50
he believed children 190
he believed christian 171
he believed citizens 63
he believed combined 42
he believed concerning 170
he believed contrary 97
he believed conveyed 42
he believed cromwell 60
he believed dangerous 77
he believed demanded 52
he believed depended 71
he believed deserved 176
he believed destined 165
he believed devoutly 322
he believed earnestly 57
he believed economic 122
he believed education 238
he believed elizabeth 68
he believed emanated 60
he believed embodied 126
he believed entirely 115
he believed entitled 74
he believed essential 1348
he believed everyone 553
he believed evolution 53
he believed exceeded 45
he believed fiercely 45
he believed florence 41
he believed followed 118
he believed fostered 44
he believed franklin 81
he believed frequent 43
he believed governed 134
he believed governor 48
he believed hamilton 110
he believed happened 169
he believed hindered 42
he believed honestly 204
he believed humanity 60
he believed imminent 127
he believed improved 47
he believed included 125
he believed increased 64
he believed informed 41
he believed inherent 333
he believed inimical 44
he believed initially 55
he believed injurious 60
he believed innocent 178
he believed inspired 60
he believed intended 78
he believed involved 129
he believed japanese 88
he believed kindness 121
he believed likewise 62
he believed marshall 60
he believed military 86
he believed monsieur 49
he believed occurred 162
he believed operated 44
he believed original 40
he believed otherwise 466
he believed permeated 55
he believed pervaded 44
he believed physical 48
he believed politics 76
he believed possible 809
he believed probable 79
he believed probably 67
he believed produced 180
he believed progress 70
he believed promoted 59
he believed properly 54
he believed provided 278
he believed referred 59
he believed religious 77
he believed remained 106
he believed rendered 102
he believed required 357
he believed respecting 51
he believed resulted 346
he believed salvation 62
he believed secession 118
he believed secretly 51
he believed seriously 114
he believed socialism 70
he believed somebody 56
he believed students 108
he believed suffered 44
he believed suitable 90
he believed therefore 118
he believed thousands 40
he believed threatened 477
he believed underlay 315
he believed unjustly 76
he believed unlawful 47
he believed washington 176
he believed whatever 263
he believes accounts 83
he believes actually 111
he believes american 122
he believes betrayed 41
he believes children 166
he believes cleopatra 76
he believes concerning 132
he believes contains 241
he believes contrary 42
he believes controls 44
he believes describe 50
he believes devoutly 50
he believes economic 54
he believes education 84
he believes entirely 48
he believes essential 259
he believes everyone 331
he believes evidence 45
he believes explains 86
he believes happened 134
he believes honestly 134
he believes humanity 44
he believes indicate 95
he believes inherent 41
he believes innocent 45
he believes lawrence 42
he believes military 40
he believes murdered 47
he believes occurred 78
he believes otherwise 237
he believes politics 41
he believes possible 393
he believes probably 68
he believes provides 184
he believes reflects 93
he believes relevant 129
he believes religious 42
he believes requires 110
he believes salvation 41
he believes socrates 54
he believes students 127
he believes suitable 49
he believes supports 187
he believes therefore 49
he believes underlie 219
he believes unlawful 79
he believes whatever 158
he bellowed furiously 122
he bellowed hoarsely 165
he bellowed suddenly 219
he benefits directly 57
he bequeathed legacies 109
he bequeathed property 138
he bequeathed valuable 48
he besieged damascus 49
he besieged yorktown 148
he besought almighty 120
he bestowed annually 40
he bestowed attention 51
he bestowed infinite 136
he bestowed normandy 141
he bestowed presents 53
he bestowed revenues 92
he bestowed valuable 69
he bestrode concealed 84
he betrayed everyone 43
he betrayed symptoms 202
he betrayed whenever 58
he billeted soldiers 54
he bitterly admitted 52
he bitterly assailed 464
he bitterly attacked 1972
he bitterly bemoaned 119
he bitterly bewailed 228
he bitterly censured 80
he bitterly condemns 93
he bitterly declared 141
he bitterly deplored 296
he bitterly deplores 99
he bitterly detested 72
he bitterly disliked 96
he bitterly exclaims 113
he bitterly inveighs 93
he bitterly lamented 1841
he bitterly objected 51
he bitterly observed 291
he bitterly observes 63
he bitterly offended 51
he bitterly recalled 211
he bitterly referred 66
he bitterly reflects 70
he bitterly rejected 75
he bitterly remarked 417
he bitterly reminded 52
he bitterly repented 1164
he bitterly reproved 47
he bitterly resented 6823
he bitterly resisted 71
he bitterly retorted 68
he bitterly upbraids 60
he blushingly admitted 41
he borrowed copiously 53
he borrowed directly 273
he borrowed elements 120
he borrowed passages 43
he borrowed somebody 41
he brazenly admitted 47
he brazenly declared 88
he brightly reappeared 43
he bristled whenever 50
he brutally attacked 127
he brutally murdered 300
he burdened inwardly 99
he business judgment 77
he candidly admitted 2544
he candidly answered 182
he candidly conceded 63
he candidly declared 300
he candidly declares 87
he candidly explains 50
he candidly informed 342
he candidly observed 90
he candidly observes 73
he candidly remarked 96
he candidly reported 49
he captured belgrade 149
he captured damascus 139
he captured eighteen 68
he captured fourteen 57
he captured numerous 49
he captured peshawar 40
he captured richmond 61
he captured savannah 219
he captured thousands 48
he casually admitted 69
he casually answered 61
he casually asserted 42
he casually examined 51
he casually informed 682
he casually inquired 357
he casually mentioned 2588
he casually observed 736
he casually observes 67
he casually referred 244
he casually remarked 1732
he casually repaired 56
he casually reported 42
he casually returned 58
he casually strolled 303
he casually surveyed 45
he cautioned everyone 44
he cautioned schuyler 69
he cautioned washington 42
he cemented relations 61
he censured severely 60
he censures severely 45
he centered attention 99
he cheerily remarked 47
he chemical industry 48
he chuckled hoarsely 104
he chuckled inwardly 400
he chuckled mightily 42
he chuckled ruefully 100
he chuckled silently 121
he chuckled slightly 117
he chuckled suddenly 50
he chuckled wickedly 99
he cleverly combined 91
he cleverly concealed 302
he cleverly imitated 53
he cleverly inserted 46
he cleverly suggests 50
he cleverly supports 57
he clumsily attempts 45
he clutched fiercely 50
he collects evidence 105
he collects examples 44
he collects interest 52
he collects materials 79
he collects pictures 64
he collided violently 113
he combated secession 41
he combined academic 74
he combined business 301
he combined christian 92
he combined elements 412
he combined firmness 67
he combined literary 116
he combined military 118
he combined personal 104
he combined physical 44
he combined politics 90
he combined prudence 42
he combined realistic 44
he combined religious 89
he combines analysis 45
he combines business 58
he combines elements 303
he combines personal 51
he combines physical 46
he commands attention 388
he commands consists 118
he commands everyone 85
he comments bitterly 165
he comments directly 124
he comments ruefully 63
he comments severely 60
he comments somewhat 43
he commonly attended 83
he commonly believes 91
he commonly conveyed 84
he commonly employed 250
he commonly followed 52
he commonly neglects 151
he commonly observed 40
he commonly received 283
he commonly receives 149
he commonly referred 182
he commonly reserved 41
he commonly resorted 50
he commonly returned 53
he commonly selected 70
he commonly slumbers 53
he communed earnestly 90
he compared american 242
he compared children 77
he compared directly 48
he compares american 62
he compares christian 102
he compares religious 46
he compares socrates 73
he competes directly 43
he compiled detailed 51
he compiled numerous 40
he complied strictly 98
he complies strictly 52
he composed articles 79
he composed beautiful 76
he composed cantatas 63
he composed comedies 72
he composed concerning 108
he composed directly 47
he composed dramatic 50
he composed entirely 89
he composed fourteen 58
he composed homilies 79
he composed hundreds 125
he composed melodies 77
he composed mentally 42
he composed numerous 570
he composed oratorios 68
he composed original 116
he composed paradise 371
he composed pictures 101
he composed probably 49
he composed religious 130
he composed romances 56
he composed specially 65
he composed speeches 123
he composed thousands 66
he composed treatises 124
he composed variations 54
he concealed whatever 43
he conceded grudgingly 391
he conceded ruefully 114
he conceded silently 57
he condemns marriages 43
he condemns outright 95
he condemns severely 58
he conducts business 430
he conducts religious 49
he conducts seminars 128
he conducts services 93
he confided bitterly 40
he confided entirely 80
he confided gloomily 54
he confided hoarsely 40
he confided ruefully 61
he confided solemnly 50
he confided suddenly 48
he connects directly 74
he consider abandoning 57
he consider appointing 45
he consider seriously 42
he consumed enormous 76
he consumes directly 53
he consumes products 45
he contains elements 48
he contends earnestly 82
he controls directly 68
he conveyed messages 77
he conveyed property 67
he cordially accepted 345
he cordially approved 1313
he cordially approves 141
he cordially assented 258
he cordially believed 56
he cordially despised 98
he cordially detested 975
he cordially disliked 1002
he cordially dislikes 110
he cordially embraced 459
he cordially endorsed 66
he cordially esteemed 61
he cordially extended 59
he cordially indorsed 54
he cordially received 210
he cordially rejoiced 66
he cordially returned 77
he cordially welcomed 395
he cordially welcomes 69
he counsels patience 134
he counsels students 44
he covertly examined 60
he craftily proposed 58
he crouched silently 46
he crouched slightly 104
he curiously examined 67
he curiously examines 44
he deceived everyone 78
he declared abruptly 235
he declared absurdly 42
he declared admiringly 67
he declared american 135
he declared bitterly 569
he declared brightly 52
he declared candidly 49
he declared cleopatra 46
he declared concerning 103
he declared defiantly 415
he declared doggedly 49
he declared earnestly 467
he declared elizabeth 85
he declared essential 52
he declared fiercely 240
he declared formally 78
he declared furiously 91
he declared gloomily 117
he declared hoarsely 230
he declared honestly 49
he declared innocent 52
he declared joyously 51
he declared modestly 55
he declared outright 230
he declared pakistan 52
he declared personal 59
he declared promptly 121
he declared publicly 1540
he declared recently 177
he declared ruefully 97
he declared savagely 133
he declared secession 103
he declared seriously 86
he declared solemnly 1426
he declared somewhat 220
he declared straight 40
he declared suddenly 404
he declared sullenly 50
he declared violently 103
he declares bitterly 51
he declares concerning 214
he declares essential 90
he declares likewise 81
he declares outright 46
he declares publicly 157
he declares respecting 55
he declares solemnly 205
he declares somewhat 58
he declined entirely 41
he declined explaining 47
he declined expressing 53
he declined personal 41
he declined politely 313
he declined practice 44
he declined proceeding 141
he declined promotion 116
he declined publishing 113
he declined purchasing 173
he declined washington 48
he defended american 166
he defended christian 126
he defended orthodoxy 114
he defended publicly 68
he defended religious 153
he defended socialism 52
he deferred entirely 64
he defiantly asserted 97
he defiantly declared 261
he defiantly declares 40
he defiantly informed 145
he defiantly insisted 41
he deflects attention 117
he delegate authority 106
he delivers concerning 94
he delivers judgment 155
he delivers lectures 120
he delivers messages 42
he delivers speeches 68
he demanded abolition 82
he demanded abruptly 1889
he demanded absolute 713
he demanded accuracy 52
he demanded accusingly 123
he demanded adequate 51
he demanded admission 170
he demanded amounted 56
he demanded anxiously 553
he demanded attention 229
he demanded audience 225
he demanded autonomy 131
he demanded bitterly 427
he demanded brutally 107
he demanded chastity 52
he demanded complete 624
he demanded constant 91
he demanded curiously 51
he demanded defiantly 88
he demanded delivery 64
he demanded directly 59
he demanded earnestly 62
he demanded entrance 248
he demanded equality 103
he demanded evidence 108
he demanded examples 53
he demanded fiercely 1657
he demanded furiously 962
he demanded gloomily 48
he demanded grumpily 51
he demanded hoarsely 1852
he demanded hostages 276
he demanded immediate 921
he demanded immunity 57
he demanded implicit 44
he demanded increased 106
he demanded jealously 47
he demanded judgment 282
he demanded menacingly 56
he demanded military 86
he demanded personal 54
he demanded precision 49
he demanded quarters 77
he demanded religious 71
he demanded savagely 686
he demanded security 78
he demanded separate 74
he demanded seriously 46
he demanded severely 186
he demanded silently 120
he demanded sleepily 54
he demanded solemnly 60
he demanded somewhat 167
he demanded specific 41
he demanded stupidly 43
he demanded suddenly 1503
he demanded sullenly 166
he demanded supplies 199
he demanded urgently 296
he demanded viciously 52
he demanded vigorous 41
he demanded violently 85
he departed abruptly 456
he departed entirely 116
he departed homeward 255
he departed reassured 48
he departed secretly 448
he departed silently 84
he departed somewhat 237
he departed southward 119
he departed speedily 40
he departed suddenly 260
he departed therefrom 128
he departed washington 147
he departed westward 47
he depended entirely 1137
he depicted american 41
he descends directly 40
he deserved attention 47
he deserved execution 105
he deserved expulsion 50
he deserved promotion 200
he deserved whatever 643
he deserves applause 174
he deserves attention 298
he deserves contempt 56
he deserves grateful 46
he deserves infinite 127
he deserves promotion 152
he deserves quotation 41
he deserves reproach 540
he deserves therefore 43
he deserves whatever 415
he designed churches 96
he designed costumes 334
he designed hundreds 56
he designed included 45
he designed interiors 94
he designed machines 88
he designed numerous 349
he designed specially 62
he designed textiles 79
he designed uniforms 51
he despised everyone 93
he despised politics 79
he despised rhetoric 44
he despised whatever 50
he despises everyone 51
he despises politics 87
he destroys property 48
he destroys whatever 49
he detached colonels 93
he detached cruisers 97
he detached numerous 45
he detected earthiness 182
he detected evidence 117
he detected movement 520
he detected symptoms 172
he detested ceremony 70
he detested children 41
he detested flattery 59
he detested politics 109
he detested voltaire 40
he develops concepts 130
he develops defenses 45
he develops delusions 87
he develops emotional 50
he develops increased 46
he develops interest 62
he develops internal 62
he develops intimacy 62
he develops mentally 57
he develops negative 82
he develops neurotic 49
he develops normally 119
he develops patterns 56
he develops personal 67
he develops physical 58
he develops pneumonia 50
he develops positive 45
he develops somewhat 42
he develops specific 75
he develops symptoms 291
he devoured greedily 246
he devoured whatever 62
he devoutly believed 1027
he devoutly believes 191
he devoutly embraced 100
he devoutly exclaims 52
he devoutly followed 57
he devoutly promised 101
he devoutly received 123
he devoutly returned 109
he dictated articles 43
he dictated messages 48
he differed concerning 40
he differed entirely 439
he differed markedly 421
he differed seriously 66
he differed slightly 59
he differed somewhat 243
he differed strikingly 64
he differed violently 53
he diffuses elegance 45
he directed american 190
he directed attention 2222
he directed attorney 59
he directed concerts 43
he directed episodes 64
he directed everyone 100
he directed governor 94
he directed hundreds 41
he directed judgment 69
he directed military 114
he directed numerous 180
he directed officers 40
he directed programs 53
he directed questions 47
he directed sheridan 116
he directed straight 47
he directed students 52
he directly affected 145
he directly answered 56
he directly appoints 62
he directly ascribes 70
he directly assailed 49
he directly asserted 52
he directly attacked 568
he directly borrowed 75
he directly compared 88
he directly compares 96
he directly complied 65
he directly connects 155
he directly consumes 45
he directly controls 282
he directly declared 42
he directly declares 123
he directly designed 53
he directly employed 40
he directly followed 43
he directly imitated 85
he directly imitates 57
he directly informed 44
he directly inspired 145
he directly intended 41
he directly involved 137
he directly observed 275
he directly observes 98
he directly presents 50
he directly received 66
he directly receives 102
he directly referred 117
he directly reflects 69
he directly renounce 135
he directly returned 51
he directly threatened 68
he disarmed sickness 49
he disarmed suspicion 78
he discards entirely 43
he disgusts scholars 228
he disliked absolute 54
he disliked american 133
he disliked argument 64
he disliked business 161
he disliked ceremony 47
he disliked children 184
he disliked committing 43
he disliked cordially 40
he disliked discussing 89
he disliked entirely 40
he disliked everyone 44
he disliked hamilton 59
he disliked military 60
he disliked performing 42
he disliked personal 130
he disliked physical 87
he disliked politics 217
he disliked religious 97
he disliked solitude 117
he disliked whatever 56
he dislikes children 59
he dismally observed 41
he displays complete 71
he displays infinite 69
he displays symptoms 46
he displays whenever 40
he disputed publicly 145
he disrupts calculus 51
he district attorney 62
he diverted attention 402
he divorced catherine 96
he doggedly answered 61
he doggedly defended 55
he doggedly followed 136
he doggedly insisted 102
he doggedly resisted 45
he earnestly affirmed 47
he earnestly asserted 48
he earnestly believed 696
he earnestly believes 206
he earnestly besought 2879
