handkerchief fastened round 83
hydroelectric projects which 202
hydroelectric projects would 61
hydrological problems which 53
hydrological response units 124
hypertensive episodes occur 50
hypertensive patients about 42
hypertensive patients after 362
hypertensive patients could 143
hypertensive patients found 56
hypertensive patients given 135
hypertensive patients might 77
hypertensive patients often 105
hypertensive patients under 220
hypertensive patients where 54
hypertensive patients which 50
hypertensive patients while 48
hypertensive patients whose 349
hypertensive patients would 107
hypertensive pregnant sheep 109
hypertensive pregnant woman 104
hypertensive pregnant women 1347
hypertensive subjects after 60
hypochondriac dwellers below 40
hypocritical attitude which 53
hypocritical homilies about 57
hypocritical nonsense about 101
hypoglycemic episodes occur 66
hypoglycemic symptoms appear 57
hypoglycemic symptoms occur 140
hysterically affected organ 100
hysterically prolonged scream 84
