ha active ingredient 174
he always excelled 403
he always excepted 273
he always exchanged 57
he always exclaims 72
he always executed 128
he always exhibits 211
he always exhorted 145
he always expected 2867
he always explains 243
he always extended 677
he always extolled 331
he always fastened 76
he always fidgeted 42
he always finished 929
he always finishes 265
he always flatters 44
he always followed 3318
he always foretold 58
he always forgives 144
he always fulfills 65
he always governed 57
he always grumbled 123
he always grumbles 52
he always hankered 150
he always happened 204
he always harbored 392
he always hastened 290
he always honestly 64
he always imagined 1698
he always imagines 394
he always imitated 139
he always imitates 55
he always imparted 85
he always improved 187
he always inclined 250
he always inclines 43
he always included 1002
he always includes 333
he always increased 62
he always indulged 363
he always indulges 75
he always inflicts 59
he always informed 329
he always initiates 42
he always injected 100
he always inquired 384
he always inquires 198
he always inserted 116
he always insisted 13711
he always inspired 443
he always inspires 73
he always intended 5803
he always invented 52
he always invested 52
he always involved 55
he always lamented 279
he always laughingly 45
he always launched 55
he always lavished 96
he always lectured 111
he always listened 3033
he always maintain 53
he always manfully 43
he always marveled 76
he always mastered 86
he always mentally 41
he always mentioned 1524
he always mistakes 72
he always modestly 138
he always modifies 41
he always muttered 66
he always notified 49
he always nurtured 40
he always objected 486
he always observed 3122
he always observes 272
he always obtained 879
he always occupied 2106
he always occupies 210
he always operated 247
he always operates 142
he always overcame 156
he always overshot 101
he always pardoned 65
he always performs 303
he always persists 78
he always pictured 452
he always pictures 44
he always pocketed 82
he always polished 93
he always politely 161
he always portrays 61
he always preceded 72
he always precedes 45
he always predicts 44
he always prefaced 280
he always prefaces 100
he always prepared 1378
he always prepares 163
he always presents 565
he always preserve 50
he always presided 497
he always presides 168
he always presumed 90
he always pretends 396
he always proceeds 346
he always procured 155
he always produced 493
he always produces 331
he always profited 48
he always projects 129
he always promised 1019
he always promises 264
he always promoted 147
he always promptly 162
he always proposed 234
he always proposes 82
he always protects 83
he always protests 60
he always provided 989
he always provides 390
he always provoked 61
he always publicly 84
he always punished 123
he always punishes 80
he always reappeared 168
he always reassured 97
he always rebelled 56
he always recalled 753
he always received 8259
he always receives 768
he always reckoned 371
he always recoiled 49
he always recorded 110
he always recovers 152
he always recurred 239
he always referred 7442
he always reflects 42
he always refrains 80
he always regained 136
he always regarded 8749
he always rehearsed 74
he always rejected 1029
he always rejoiced 333
he always relapsed 109
he always relented 92
he always relieved 233
he always relished 582
he always reloaded 49
he always remained 15814
he always remarked 308
he always remember 263
he always reminded 1643
he always rendered 227
he always repaired 100
he always repelled 53
he always repented 126
he always replaced 77
he always reported 342
he always reproved 82
he always repulsed 66
he always requests 40
he always required 831
he always requires 308
he always resented 764
he always reserved 1181
he always reserves 370
he always resigned 68
he always resisted 744
he always resolved 104
he always resorted 297
he always respects 212
he always responds 410
he always restored 48
he always retained 8297
he always retorted 104
he always retreated 186
he always returned 9821
he always reverted 333
he always reviewed 55
he always rewarded 175
he always secretly 203
he always selected 1026
he always shielded 69
he always showered 76
he always shrugged 138
he always silenced 43
he always sketched 44
he always snatched 136
he always softened 71
he always sparkled 62
he always squeezed 86
he always squeezes 76
he always squinted 45
he always squirmed 45
he always stressed 3137
he always stresses 308
he always strictly 146
he always stripped 42
he always stumbled 111
he always subjects 55
he always succeeds 977
he always suffered 1076
he always suggests 182
he always summoned 163
he always supplied 265
he always supplies 186
he always supports 166
he always supposed 475
he always supposes 180
he always survived 136
he always survives 78
he always suspects 313
he always swallows 48
he always switched 86
he always tempered 215
he always tendered 42
he always tenderly 57
he always thereafter 159
he always therefore 40
he always threatened 362
he always traveled 823
he always treasured 210
he always trembled 178
he always triumphs 76
he always uncovers 105
he always utilized 67
he always vanished 81
he always wandered 75
he always welcomed 1154
he always welcomes 133
he always whistled 255
he always whistles 141
he always withdraws 44
he always withstood 43
he always wondered 1249
he always wrestled 60
he always wriggled 82
he amazed everyone 373
he amused everyone 81
he angrily answered 119
he angrily ascribed 63
he angrily asserted 61
he angrily attacked 132
he angrily declared 698
he angrily declares 43
he angrily declined 44
he angrily defended 47
he angrily demanded 813
he angrily exclaims 75
he angrily informed 276
he angrily inquired 89
he angrily insisted 136
he angrily mentioned 66
he angrily muttered 144
he angrily observed 48
he angrily recalled 56
he angrily rejected 445
he angrily remarked 127
he angrily reminded 90
he angrily reported 57
he angrily reproved 65
he angrily resented 47
he angrily resigned 192
he angrily resisted 44
he angrily responds 60
he angrily retorted 349
he angrily returned 63
he angrily snatched 50
he angrily summoned 78
he angrily threatened 179
he answer forcibly 78
he answer otherwise 40
he answer questions 436
he appeals directly 476
he appeals urgently 65
he appears actually 223
he appears addicted 83
he appears agitated 70
he appears alongside 227
he appears anywhere 51
he appears arrogant 43
he appears cheerful 82
he appears confused 169
he appears conscious 85
he appears cowardly 62
he appears curiously 42
he appears deserted 40
he appears desirous 126
he appears destined 98
he appears detached 74
he appears directly 49
he appears disposed 265
he appears elevated 43
he appears entirely 261
he appears entitled 71
he appears friendly 92
he appears handsome 42
he appears hesitant 63
he appears ignorant 240
he appears inclined 362
he appears initially 87
he appears innocent 53
he appears likewise 82
he appears listless 45
he appears mentally 62
he appears oblivious 154
he appears otherwise 108
he appears prepared 90
he appears publicly 99
he appears resigned 72
he appears resolved 62
he appears restless 84
he appears scarcely 223
he appears sensible 45
he appears seriously 85
he appears singularly 109
he appears slightly 101
he appears somewhat 1372
he appears strangely 72
he appears suddenly 447
he appears therefore 42
he appears unlikely 41
he appears unseemly 49
he appears variously 58
he arched backward 62
he argued abjectly 47
he argued bitterly 105
he argued cogently 315
he argued directly 42
he argued doggedly 83
he argued earnestly 199
he argued fiercely 223
he argued forcibly 303
he argued furiously 56
he argued ingeniously 79
he argued mentally 63
he argued numerous 88
he argued otherwise 55
he argued politics 52
he argued publicly 181
he argued recently 41
he argued shrewdly 93
he argued silently 129
he argued somewhat 113
he argued therefore 49
he argued violently 68
he argues cogently 269
he argues concerning 56
he argues directly 184
he argues earnestly 77
he argues forcibly 117
he argues ingeniously 95
he argues somewhat 70
he argues therefore 96
he argues unerringly 62
he arouse suspicion 62
he ascend vesuvius 47
he attain maturity 40
he attain salvation 58
he attend services 72
he avidly absorbed 108
he avidly devoured 74
he avidly followed 136
he avoids associating 41
he avoids committing 187
he avoids conflict 113
he avoids describing 81
he avoids detection 40
he avoids directly 96
he avoids discussing 216
he avoids entirely 43
he avoids explaining 41
he avoids explicit 56
he avoids exposure 42
he avoids expressing 89
he avoids extremes 57
he avoids mistakes 79
he avoids monotony 81
he avoids oppressing 46
he avoids personal 126
he avoids physical 60
he avoids politics 56
he avoids presenting 57
he avoids questions 45
he avoids specific 42
he avoids suggesting 44
he avoids whatever 44
he avowed publicly 102
he avowed solemnly 50
he awaits execution 378
he awakes suddenly 80
he backed clumsily 99
he backed suddenly 48
he baldly asserted 58
he barely admitted 74
he barely answered 226
he barely attended 41
he barely believed 76
he barely concealed 271
he barely finished 123
he barely flinched 94
he barely glimpsed 85
he barely listened 361
he barely mentioned 869
he barely recalled 121
he barely received 58
he barely referred 62
he barely resisted 103
he barely responds 46
he barely retained 67
he barely returned 93
he barely squeezed 65
he barely suggests 54
he barely survived 958
he barely survives 135
he barely troubled 47
he barked abruptly 52
he barked commands 90
he barked fiercely 67
he barked furiously 310
he barked hoarsely 93
he barked joyfully 74
he barked joyously 72
he barked savagely 41
he barked suddenly 216
he barked violently 101
he barked whenever 47
he basely betrayed 101
he basely deserted 307
he basely murdered 108
he bawled suddenly 61
he became abruptly 186
he became absolute 664
he became absorbed 6918
he became academic 46
he became accepted 422
he became accursed 62
he became actively 3174
he became actually 616
he became addicted 2940
he became adjusted 163
he became adjutant 2494
he became advanced 209
he became advisory 42
he became advocate 279
he became affected 1265
he became affianced 57
he became affluent 174
he became agitated 2816
he became agreeable 59
he became airborne 562
he became alarmingly 269
he became alderman 371
he became allergic 78
he became ambitious 1074
he became amenable 313
he became american 940
he became ancestor 45
he became animated 4337
he became anxiously 62
he became apathetic 191
he became appalled 216
he became apprised 310
he became apprized 183
he became ardently 152
he became arguably 72
he became arkansas 51
he became arrogant 808
he became articled 172
he became artistic 770
he became assessor 284
he became associate 10429
he became attached 6602
he became attorney 5284
he became augustus 242
he became australia 154
he became autocrat 47
he became auxiliary 253
he became awakened 155
he became bachelor 918
he became bankrupt 6136
he became baptized 55
he became baseball 122
he became beautiful 145
he became beethoven 62
he became benedict 44
he became besotted 135
he became betrothed 372
he became bitterly 414
he became boastful 107
he became botanist 74
he became breathless 738
he became brighter 158
he became brilliant 74
he became burdened 114
he became business 1309
he became campaign 80
he became cardinal 1766
he became careless 1159
he became cathedral 145
he became celestial 96
he became chairman 25027
he became chaplain 10626
he became cheerful 1470
he became chemical 90
he became childish 227
he became christian 960
he became clinical 248
he became coherent 96
he became colleague 319
he became comatose 806
he became commanding 1083
he became commonly 75
he became companion 79
he became complete 126
he became compliant 113
he became composed 530
he became composer 206
he became confined 284
he became confused 5516
he became conscious 24633
he became consulting 632
he became consumed 526
he became contrite 123
he became corporal 99
he became courteous 50
he became cowardly 131
he became credited 59
he became criminal 195
he became crippled 388
he became critical 1226
he became cultural 89
he became curiously 214
he became custodian 516
he became dangerous 530
he became decrepit 211
he became deformed 41
he became degraded 75
he became dejected 702
he became delegate 44
he became delirious 8401
he became demented 468
he became depraved 105
he became deprived 110
he became designer 101
he became desirous 3590
he became despised 121
he became despotic 78
he became detached 363
he became dictator 1572
he became diligent 46
he became directly 600
he became director 30199
he became disabled 1573
he became disciple 49
he became disliked 43
he became disloyal 50
he became dismayed 193
he became disposed 136
he became distinct 43
he became district 2522
he became diverted 117
he became divested 44
he became divinity 53
he became divorced 92
he became doggedly 40
he became dogmatic 231
he became domestic 435
he became dominant 80
he became doubtful 647
he became downcast 123
he became dramatic 346
he became drenched 76
he became earnestly 161
he became economic 201
he became ecstatic 240
he became editorial 297
he became educated 251
he became education 197
he became effusive 48
he became eighteen 386
he became elevated 140
he became eligible 2358
he became elizabeth 94
he became eloquent 898
he became emaciated 412
he became embarked 71
he became emeritus 1319
he became emotional 461
he became emphatic 100
he became employed 1250
he became enamored 3331
he became engrossed 2424
he became enmeshed 830
he became ennobled 149
he became enriched 40
he became enrolled 180
he became enslaved 177
he became ensnared 204
he became entangled 4074
he became entirely 1975
he became entitled 4599
he became entwined 41
he became equipped 59
he became essential 47
he became esteemed 57
he became estranged 1505
he became euphoric 88
he became everyone 83
he became examiner 246
he became excluded 57
he became executor 263
he became explicit 68
he became external 44
he became facetious 65
he became fatigued 550
he became fearfully 163
he became ferocious 125
he became feverish 761
he became fiercely 258
he became financial 640
he became flurried 42
he became football 46
he became foremost 117
he became formally 318
he became fourteen 136
he became fractious 56
he became franklin 84
he became frenzied 195
he became friendly 9260
he became fruitful 60
he became furiously 613
he became gardener 76
he became generous 138
he became geologist 117
he became gloomier 103
he became godfather 531
he became governor 21402
he became grateful 58
he became grounded 59
he became handsome 94
he became harassed 93
he became hardened 389
he became heedless 64
he became helpless 566
he became hesitant 396
he became hilarious 66
he became historian 47
he became homeless 415
he became homesick 1412
he became honestly 62
he became honorary 1974
he became hopeless 172
he became horribly 257
he became idolized 57
he became ignorant 56
he became imbecile 209
he became immersed 2195
he became immobile 243
he became immortal 786
he became impartial 88
he became imperious 70
he became impotent 1646
he became impudent 65
he became inactive 217
he became incensed 1132
he became inclined 456
he became indebted 757
he became indolent 194
he became infamous 434
he became infected 1613
he became infested 46
he became inflamed 394
he became inflated 95
he became informed 343
he became initiated 373
he became insanely 157
he became insecure 132
he became insolent 697
he became inspired 1389
he became intimate 6530
he became invested 398
he became involved 62818
he became inwardly 103
he became isolated 1109
he became japanese 45
he became jubilant 63
he became landlord 205
he became latterly 74
he became lawfully 50
he became lecturer 5577
he became lethargic 460
he became librarian 4805
he became licensed 98
he became likewise 77
he became listless 276
he became literary 949
he became literate 455
he became livelier 124
he became loathsome 62
he became lonelier 41
he became lonesome 230
he became lukewarm 88
he became maddened 87
he became majority 491
he became malicious 41
he became manifest 342
he became margaret 54
he became markedly 299
he became marquess 62
he became mentally 1425
he became merchant 40
he became merciful 64
he became messenger 67
he became michigan 66
he became mightily 63
he became military 1771
he became minister 24627
he became minority 251
he became moderate 41
he became modified 46
he became monsieur 62
he became morbidly 775
he became mortally 196
he became muhammad 144
he became nauseated 649
he became negative 49
he became neurotic 98
he became nineteen 82
he became notorious 2221
he became numbered 40
he became obedient 2325
he became oblivious 873
he became obnoxious 1209
he became obscured 46
he became obsessed 14174
he became obviously 240
he became occupied 358
he became offended 388
he became operator 78
he became ordained 198
he became ordinary 322
he became organist 9468
he became organizing 52
he became oriented 129
he became outraged 392
he became overbearing 378
he became overcome 175
he became overlord 117
he became overseer 514
he became pacified 153
he became pakistan 66
he became panicked 46
he became paranoid 818
he became partaker 245
he became partially 783
he became partners 270
he became patriarch 1892
he became penitent 620
he became perforce 70
he became permeated 66
he became personal 1607
he became perverse 62
he became petulant 232
he became physical 89
he became physician 5436
he became pitiless 68
he became poisoned 63
he became polished 60
he became positive 126
he became possibly 83
he became powerful 866
he became praetorian 51
he became pregnant 188
he became prepared 122
he became prisoner 320
he became probably 503
he became prodigal 40
he became producer 263
he became prolific 65
he became properly 159
he became provoked 67
he became publicly 253
he became purchasing 147
he became purified 53
he became ravenous 56
he became reassured 409
he became receiver 273
he became reckless 608
he became recorder 745
he became reformed 51
he became regarded 347
he became register 249
he became relieved 76
he became religious 1326
he became renowned 1882
he became reporter 176
he became reserved 250
he became resident 3382
he became resigned 871
he became resolute 137
he became resolved 81
he became restless 6289
he became restored 80
he became reticent 213
he became reunited 77
he became righteous 255
he became romantic 43
he became saddened 65
he became salesman 108
he became scarcely 83
he became scornful 50
he became secretly 185
he became security 200
he became seigneur 142
he became sensible 4970
he became sensibly 56
he became seriously 8843
he became severely 1029
he became sexually 1073
he became shepherd 105
he became sickened 68
he became singularly 417
he became skillful 191
he became slightly 1416
he became slovenly 46
he became sluggish 61
he became softened 46
he became solemnly 52
he became solitary 62
he became somebody 214
he became somewhat 12529
he became specially 287
he became specific 234
he became speedily 196
he became spiteful 159
he became startled 137
he became straight 41
he became stranded 151
he became strangely 758
he became stressed 71
he became stricken 112
he became strictly 58
he became stubborn 232
he became suddenly 7487
he became suicidal 351
he became superman 89
he became surgical 49
he became surveyor 1962
he became symbolic 91
he became taciturn 588
he became tenderly 80
he became terrible 291
he became terribly 1290
he became terrifying 40
he became theatrical 57
he became thereafter 194
he became therefore 95
he became threatened 79
he became tiresome 209
he became tolerant 190
he became tortured 41
he became tranquil 634
he became treasurer 4670
he became troubled 819
he became typecast 153
he became unfitted 182
he became uniquely 44
he became unnerved 101
he became unstable 74
he became valuable 56
he became vehement 419
he became verbally 262
he became vigorous 42
he became violently 2940
he became violinist 241
he became virtuous 51
he became viscount 1220
he became washington 463
he became watchful 151
he became whatever 121
he became withdrawn 744
he became worthless 44
he became wretched 110
he became zealously 87
he become absorbed 151
he become actively 57
he become addicted 96
he become agitated 48
he become animated 99
he become arrogant 63
he become attached 116
he become bankrupt 593
he become careless 75
he become chairman 115
he become confused 298
he become conscious 795
he become dangerous 41
he become deceived 171
he become dictator 64
he become director 83
he become disabled 356
he become eligible 111
he become enamored 57
he become entangled 166
he become entirely 56
he become entitled 162
he become estranged 71
he become friendly 53
he become governor 189
he become grateful 73
he become hardened 41
he become immortal 94
he become impotent 48
he become infected 177
he become intimate 54
he become involved 1496
he become mentally 53
he become minister 127
he become obsessed 59
he become powerful 58
he become reckless 41
he become religious 59
he become restless 67
he become righteous 84
he become sensible 108
he become seriously 115
he become sexually 44
he become somewhat 52
he become stubborn 41
he become suddenly 113
he becoming obnoxious 47
he becoming paranoid 128
he before acquired 93
he before asserted 40
he before avouched 45
he before believed 192
he before consumed 92
he before declared 135
he before despised 45
he before employed 112
he before esteemed 113
he before followed 164
he before imagined 47
he before intended 189
he before katherine 40
he before mentioned 165
he before observed 294
he before obtained 418
he before occupied 148
he before ordained 94
he before presumed 109
he before promised 48
he before received 284
he before regarded 136
he before rejected 55
he before supposed 47
he begets children 299
he begged anxiously 52
he begged countess 43
he begged cromwell 69
he begged earnestly 650
he begged elizabeth 58
he begged everyone 76
he begged governor 91
he begged hamilton 44
he begged hoarsely 185
he begged monsieur 183
he begged piteously 289
he begged silently 252
he begged therefore 121
he begged urgently 79
he begged washington 86
he begins abruptly 100
he begins actively 74
he begins actually 76
he begins addressing 44
he begins business 260
he begins collecting 117
he begins describing 116
he begins developing 110
he begins directly 67
he begins discussing 95
he begins earnestly 88
he begins explaining 74
he begins performing 56
he begins practice 281
he begins practicing 71
he begins questioning 97
he begins responding 54
he begins seriously 138
he begins straight 44
he begins suddenly 74
he begins treatment 178
he behave decently 40
he behave otherwise 55
he behave properly 64
he beheld daintily 479
he beheld elizabeth 57
he beheld futurity 54
he beheld glimmering 80
he beheld iniquity 48
he beheld numerous 41
he beheld pericles 80
he beheld thousands 71
he belongs anywhere 135
he belongs entirely 439
he belongs properly 131
he belongs requires 95
he belongs squarely 50
he bestow suitable 67
he better deserved 305
he better deserves 147
he better educated 42
he better employed 73
he better equipped 121
he better informed 234
he better prepared 203
he better provided 61
he blamed american 119
he blamed entirely 111
he blamed everyone 354
he blamed hamilton 57
he blamed severely 52
he blamed squarely 58
he blamed washington 48
he blames everyone 79
he blames severely 46
he blends elements 47
he boldly accepted 201
he boldly accosted 99
he boldly admitted 91
he boldly advanced 2209
he boldly advances 87
he boldly affirmed 414
he boldly answered 731
he boldly ascended 51
he boldly ascribes 92
he boldly assailed 76
he boldly asserted 2103
he boldly attacked 1325
he boldly attempts 157
he boldly censured 54
he boldly combated 53
he boldly compares 96
he boldly contends 105
he boldly declared 3708
he boldly declares 862
he boldly declined 49
he boldly defended 534
he boldly demanded 809
he boldly departed 71
he boldly directed 50
he boldly disputed 63
he boldly embarked 67
he boldly embraced 48
he boldly espoused 64
he boldly examined 41
he boldly explored 44
he boldly extended 51
he boldly followed 156
he boldly grappled 57
he boldly informed 321
he boldly inquired 54
he boldly inserted 46
he boldly insisted 154
he boldly launched 197
he boldly launches 46
he boldly presents 53
he boldly proceeds 71
he boldly produced 52
he boldly promised 112
he boldly proposed 564
he boldly proposes 58
he boldly rejected 88
he boldly remarked 48
he boldly reminded 87
he boldly reproved 181
he boldly resisted 154
he boldly resolved 637
he boldly retorted 60
he boldly returned 204
he boldly selected 49
he boldly suggests 134
he boldly summoned 55
he boldly threatened 67
he boldly ventured 327
he boldly ventures 61
he boldly withstood 112
he bolted straight 356
he bolted suddenly 50
he bolted upstairs 125
he boston symphony 51
he bought adjacent 43
he bought american 132
he bought articles 47
he bought beautiful 88
he bought chickens 45
he bought directly 128
he bought eighteen 88
he bought everyone 80
he bought farmland 97
he bought fourteen 329
he bought gasoline 60
he bought hundreds 179
he bought louisiana 191
he bought materials 108
he bought nineteen 89
he bought numerous 82
he bought outright 519
he bought pictures 367
he bought presents 146
he bought property 1272
he bought recently 129
he bought supplies 349
he bought thousands 193
he bought whatever 182
he braked abruptly 57
he braked suddenly 163
he braved whatever 66
he breathed fiercely 54
he breathed hoarsely 389
he breathed normally 83
he breathed raggedly 256
he breathed silently 64
he breathed tenderly 56
he breathed urgently 44
he breathed violently 48
he breathes entirely 48
he breathes normally 62
he bribed officials 52
he builds capitols 53
he builds churches 58
he builds contains 52
he builds machines 45
he builds realities 40
he builds suspense 63
he builds thereupon 45
he bumped squarely 73
he bumped straight 75
he bumped violently 43
he burned heretics 85
he burned hundreds 44
he burned inwardly 66
he burned midnight 50
he burned perfumes 71
he burned publicly 47
he burned villages 54
he busily employed 75
he busily occupied 50
he busily occupies 110
he busily prepared 133
he cabled directly 45
he cabled marshall 84
he cabled washington 640
he called abduction 71
he called abruptly 149
he called absolute 226
he called abstract 114
he called actinium 159
he called american 1168
he called analysis 73
he called analytic 116
he called anderson 71
he called anxiously 387
he called apostles 561
he called atlantis 49
he called attention 21999
he called australia 88
he called bacillus 489
he called bakelite 155
he called beautiful 98
he called beethoven 60
he called benedict 42
he called benjamin 136
he called bismarck 56
he called bourgeois 198
he called brightly 83
he called buckingham 51
he called business 191
he called campbell 51
he called cardinal 101
he called carolina 54
he called caroline 139
he called casually 77
he called catharsis 104
he called catherine 292
he called cheerily 846
he called chemical 138
he called children 157
he called chlorine 86
he called christian 724
he called clarence 41
he called clifford 58
he called colloids 133
he called complete 45
he called compound 164
he called concrete 44
he called constant 84
he called councils 56
he called crawford 49
he called criminal 120
he called critical 120
he called cromwell 65
he called cultural 228
he called dangerous 50
he called darkness 48
he called dialectic 346
he called directly 107
he called dispatch 55
he called domestic 40
he called dominant 76
he called dominica 46
he called dynamite 188
he called earnestly 75
he called economic 190
he called education 84
he called elections 107
he called elements 75
he called elizabeth 367
he called emotional 53
he called essential 63
he called eugenics 74
he called everyone 1079
he called evidence 91
he called evolution 77
he called exposure 64
he called external 74
he called ferguson 41
he called fiercely 67
he called fletcher 57
he called florence 77
he called formally 54
he called franklin 64
he called functions 60
he called furiously 49
he called generals 42
he called glasnost 121
he called gloatingly 68
he called glycogen 157
he called goodness 46
he called governor 167
he called hamilton 126
he called hercules 86
he called heretics 201
he called hoarsely 785
he called humanism 50
he called humanity 48
he called identity 47
he called idolatry 190
he called imprinting 51
he called indirect 84
he called induction 89
he called inflation 62
