ha research institute 52
he assumed ignorance 43
he assumed important 88
he assumed leadership 2393
he assumed naturally 47
he assumed ownership 215
he assumed political 151
he assumed possession 157
he assumed sovereign 44
he assumed temporary 174
he assumed throughout 124
he assumes different 213
he assumes knowledge 84
he assumes leadership 159
he assumes ownership 77
he assumes possession 64
he assumes throughout 350
he assumes universal 63
he assured alexander 69
he assured americans 194
he assured churchill 104
he assured everybody 200
he assured ferdinand 57
he assured frederick 50
he assured gladstone 47
he assured jefferson 137
he assured listeners 125
he assured mcclellan 58
he assured mussolini 67
he assured newcastle 80
he assured parliament 146
he assured president 432
he assured reporters 291
he assured robertson 83
he assured roosevelt 124
he assured salisbury 49
he assured secretary 112
he assured sigismund 43
he attacks aristotle 77
he attacks descartes 46
he attacks throughout 41
he attacks wordsworth 65
he attains character 66
he attains everlasting 45
he attains happiness 129
he attains knowledge 211
he attains liberation 389
he attains perfection 411
he attains spiritual 115
he attends carefully 138
he attends faithfully 66
he attends primarily 40
he attends regularly 259
he attends rehearsals 49
he avoided altogether 150
he avoided arguments 60
he avoided association 53
he avoided bloodshed 109
he avoided carefully 72
he avoided confession 53
he avoided conflicts 52
he avoided confronting 111
he avoided conviction 73
he avoided criticism 59
he avoided criticizing 60
he avoided discussion 212
he avoided everybody 45
he avoided excessive 86
he avoided identifying 79
he avoided introducing 81
he avoided political 383
he avoided publicity 627
he avoided reference 192
he avoided reporters 45
he avoided situations 75
he avoided specifics 80
he avoided technical 50
he avoided theological 60
he awaited completion 50
he awaited patiently 85
he awaited permission 64
he awakens refreshed 76
he awarded contracts 48
he babbled excitedly 75
he battled depression 49
he battled throughout 50
he becomes accessory 50
he becomes affiliated 112
he becomes afflicted 152
he becomes alienated 701
he becomes altogether 262
he becomes ambiguous 105
he becomes anonymous 51
he becomes artificial 83
he becomes assertive 50
he becomes assistant 238
he becomes associated 544
he becomes attentive 121
he becomes attracted 295
he becomes available 222
he becomes bedridden 186
he becomes capricious 44
he becomes chargeable 460
he becomes childlike 40
he becomes civilized 565
he becomes clamorous 50
he becomes cognizant 721
he becomes combative 52
he becomes commander 58
he becomes committed 381
he becomes competent 484
he becomes complicit 48
he becomes conceited 76
he becomes concerned 2068
he becomes confident 257
he becomes confirmed 106
he becomes conformed 45
he becomes connected 264
he becomes contented 179
he becomes converted 207
he becomes convinced 9802
he becomes corrupted 450
he becomes courageous 49
he becomes decidedly 75
he becomes defensive 967
he becomes delighted 53
he becomes delivered 45
he becomes dependent 1489
he becomes depressed 2138
he becomes desperate 653
he becomes destitute 231
he becomes different 189
he becomes difficult 243
he becomes disgusted 490
he becomes dishonest 143
he becomes dissolute 201
he becomes disturbed 561
he becomes domiciled 46
he becomes dominated 89
he becomes domineering 137
he becomes downright 165
he becomes eccentric 65
he becomes effective 76
he becomes efficient 106
he becomes embroiled 1229
he becomes eminently 77
he becomes empowered 58
he becomes enchanted 145
he becomes enervated 50
he becomes enfeebled 59
he becomes enthralled 190
he becomes entranced 150
he becomes entrapped 104
he becomes enveloped 54
he becomes especially 288
he becomes eternally 46
he becomes exceedingly 330
he becomes excitable 40
he becomes exhausted 792
he becomes expansive 72
he becomes extremely 1467
he becomes fanatical 41
he becomes flustered 84
he becomes forgetful 308
he becomes garrulous 91
he becomes generally 73
he becomes genuinely 275
he becomes gradually 831
he becomes grotesque 58
he becomes henceforth 131
he becomes humanized 62
he becomes identical 258
he becomes illogical 41
he becomes illumined 45
he becomes immensely 48
he becomes impatient 2336
he becomes impervious 99
he becomes important 314
he becomes impressed 245
he becomes impulsive 41
he becomes incapable 1698
he becomes incarnate 553
he becomes increasingly 9037
he becomes indignant 404
he becomes inebriated 60
he becomes infuriated 445
he becomes inhibited 71
he becomes insatiable 45
he becomes insistent 118
he becomes insolvent 877
he becomes instantly 256
he becomes intensely 411
he becomes interesting 166
he becomes intrigued 141
he becomes invisible 952
he becomes irrational 140
he becomes irregular 73
he becomes irritable 851
he becomes irritated 568
he becomes jaundiced 44
he becomes justified 103
he becomes liberated 657
he becomes literally 236
he becomes loquacious 46
he becomes ludicrous 59
he becomes miserable 196
he becomes motionless 143
he becomes motivated 407
he becomes mysterious 55
he becomes naturally 154
he becomes necessary 56
he becomes negligent 95
he becomes nostalgic 60
he becomes noticeably 92
he becomes objective 40
he becomes obligated 239
he becomes obstinate 188
he becomes offensive 113
he becomes officially 69
he becomes oppressed 149
he becomes outrageous 60
he becomes outwardly 49
he becomes overheated 63
he becomes overtired 119
he becomes painfully 550
he becomes paralyzed 613
he becomes passionate 108
he becomes peculiarly 211
he becomes penniless 60
he becomes perfected 62
he becomes perfectly 601
he becomes permanent 42
he becomes perplexed 261
he becomes persuaded 173
he becomes petrified 53
he becomes political 42
he becomes possessed 1877
he becomes possessor 170
he becomes powerless 207
he becomes practical 47
he becomes president 4157
he becomes primarily 207
he becomes professor 108
he becomes prominent 117
he becomes prophetic 165
he becomes psychotic 397
he becomes qualified 454
he becomes querulous 56
he becomes reasonable 71
he becomes reasonably 81
he becomes rebellious 308
he becomes receptive 208
he becomes redundant 64
he becomes reluctant 153
he becomes repentant 79
he becomes resentful 299
he becomes resistant 135
he becomes sarcastic 79
he becomes satisfied 1210
he becomes saturated 261
he becomes secretary 320
he becomes secretive 40
he becomes selective 65
he becomes senseless 96
he becomes sensitive 651
he becomes separated 562
he becomes sincerely 77
he becomes skeptical 104
he becomes socialized 356
he becomes sometimes 66
he becomes somnolent 54
he becomes sorrowful 52
he becomes sovereign 49
he becomes spiritual 970
he becomes stationary 113
he becomes subjected 128
he becomes submerged 216
he becomes supremely 56
he becomes surfeited 57
he becomes suspected 65
he becomes suspicious 1168
he becomes talkative 137
he becomes terrified 302
he becomes thenceforth 46
he becomes thoroughly 1194
he becomes thoughtful 197
he becomes tractable 73
he becomes unbearable 101
he becomes unbearably 56
he becomes uncertain 377
he becomes unfaithful 118
he becomes universal 65
he becomes unmindful 64
he becomes unnatural 69
he becomes unpopular 286
he becomes unreliable 75
he becomes unusually 101
he becomes unwittingly 72
he becomes victorious 85
he becomes virtually 354
he behaved accordingly 295
he behaved admirably 249
he behaved altogether 44
he behaved correctly 149
he behaved exceedingly 76
he behaved extremely 201
he behaved foolishly 94
he behaved gallantly 153
he behaved graciously 63
he behaved haughtily 59
he behaved honorably 81
he behaved liberally 47
he behaved naturally 44
he behaved perfectly 279
he behaved precisely 70
he behaved rationally 92
he behaved reasonably 126
he behaved similarly 113
he behaved sometimes 45
he behaved throughout 187
he behaves accordingly 282
he behaves correctly 79
he behaves foolishly 85
he behaves immorally 40
he behaves naturally 83
he behaves perfectly 84
he behaves rationally 247
he behaves reasonably 50
he behaves similarly 60
he behaves throughout 64
he beholds deformity 95
he beholds elsewhere 96
he belonged elsewhere 130
he belonged naturally 101
he belonged primarily 60
he belonged somewhere 482
he betrays ignorance 54
he blandly announced 230
he blandly dismisses 72
he blandly explained 185
he blandly suggested 141
he blended perfectly 87
he blindly supported 42
he blindly venerates 49
he blinked nervously 100
he blinked painfully 239
he blinked repeatedly 134
he blithely announced 131
he blithely continued 92
he blithely dismissed 49
he blithely dismisses 44
he blithely explained 60
he bluntly announced 435
he bluntly challenged 42
he bluntly concluded 68
he bluntly confessed 47
he bluntly denounced 47
he bluntly described 118
he bluntly dismissed 72
he bluntly exclaimed 169
he bluntly explained 110
he bluntly expressed 147
he bluntly expresses 51
he bluntly responded 58
he bluntly suggested 55
he blurted excitedly 40
he blushed extremely 44
he blushed painfully 53
he boasted afterward 52
he borrows liberally 53
he bounded backwards 116
he bravely advocated 85
he bravely announced 58
he bravely attempted 106
he bravely confessed 53
he bravely continued 193
he bravely performed 69
he bravely struggled 138
he bravely supported 46
he bravely undertook 114
he briefed president 121
he briefed reporters 71
he briefly abandoned 46
he briefly addressed 342
he briefly addresses 58
he briefly announced 138
he briefly attempted 79
he briefly commanded 357
he briefly commented 86
he briefly considers 289
he briefly described 986
he briefly describes 941
he briefly discussed 426
he briefly discusses 725
he briefly dismissed 62
he briefly dismisses 51
he briefly explained 1191
he briefly expressed 267
he briefly indicated 155
he briefly indicates 113
he briefly inspected 40
he briefly practiced 220
he briefly presented 90
he briefly published 60
he briefly questioned 42
he briefly recounted 414
he briefly responded 135
he briefly succeeded 86
he briefly suggested 103
he briefly supported 57
he british parliament 61
he broadly supported 57
he brought additional 96
he brought alexander 58
he brought auspicious 45
he brought champagne 45
he brought charlotte 50
he brought churchill 50
he brought classical 41
he brought conviction 50
he brought different 135
he brought discredit 241
he brought everybody 75
he brought extensive 51
he brought freshness 40
he brought happiness 156
he brought important 218
he brought integrity 48
he brought knowledge 187
he brought political 90
he brought president 45
he brought prisoners 58
he brought proceedings 154
he brought professor 42
he brought provisions 64
he brought qualities 71
he brought secretary 43
he brought seventeen 52
he brought specimens 75
he brought spiritual 118
he brought stability 150
he brought virtually 49
he brought witnesses 115
he brought yesterday 61
he brushed imaginary 49
he brushed shoulders 117
he brushes shoulders 48
he bullied everybody 45
he bullied witnesses 56
he cackled gleefully 51
he carried ammunition 57
he carried california 114
he carried carefully 239
he carried contained 219
he carried conviction 378
he carried desolation 52
he carried documents 64
he carried envelopes 69
he carried everybody 43
he carried important 126
he carried insurance 105
he carried passengers 203
he carried political 48
he carried prisoners 54
he carried proposals 78
he carried provisions 86
he carried sometimes 56
he carried somewhere 64
he carried suspended 185
he carried tennessee 50
he carried throughout 445
he carried virtually 40
he carries conviction 235
he carries insurance 159
he carries suspended 69
he carries throughout 81
he central committee 135
he chained prometheus 47
he charged accordingly 75
he charged jefferson 83
he charged president 63
he charged repeatedly 52
he charges different 62
he charges gallantly 44
he charmed audiences 61
he charmed everybody 163
he charmed parliament 40
he chatted familiarly 70
he chatted pleasantly 288
he checked carefully 195
he chiefly addressed 167
he chiefly associated 295
he chiefly complains 60
he chiefly concerned 320
he chiefly confirmed 49
he chiefly considers 75
he chiefly consorted 47
he chiefly consulted 101
he chiefly conversed 85
he chiefly delighted 878
he chiefly describes 41
he chiefly exercised 68
he chiefly expresses 122
he chiefly impressed 79
he chiefly interests 67
he chiefly preferred 73
he chiefly professed 45
he chiefly regretted 180
he chiefly remembers 101
he chiefly subsisted 60
he chiefly supported 117
he chiefly suspected 47
he chinese communist 140
he chooses carefully 70
he chooses correctly 144
he chooses different 96
he chooses naturally 48
he chooses precisely 84
he civilian population 56
he civilly appointed 53
he civilly requested 45
he claimed afterward 135
he claimed allegiance 167
he claimed authorship 295
he claimed connection 46
he claimed consisted 52
he claimed contained 356
he claimed deductions 65
he claimed elsewhere 73
he claimed exclusive 104
he claimed ignorance 300
he claimed indicated 62
he claimed innocence 125
he claimed justified 93
he claimed knowledge 81
he claimed leadership 56
he claimed ownership 376
he claimed political 90
he claimed possessed 52
he claimed possession 329
he claimed prevented 79
he claimed privilege 124
he claimed protection 310
he claimed reflected 42
he claimed repeatedly 96
he claimed sanctuary 43
he claimed spiritual 51
he claimed succession 95
he claimed supported 124
he claimed supremacy 184
he claimed throughout 51
he claimed universal 71
he clashed repeatedly 166
he classed universal 44
he climbed awkwardly 199
he climbed carefully 263
he climbed cautiously 280
he climbed mountains 477
he climbed painfully 280
he climbed unsteadily 137
he closely associated 801
he closely associates 249
he closely blockaded 175
he closely connected 337
he closely inspected 182
he closely monitored 564
he closely questioned 207
he closely resembled 1855
he closely resembles 1255
he coasted southwards 98
he commits blasphemy 50
he commits injustice 247
he commits sacrilege 208
he commits spiritual 58
he compels admiration 70
he compels obedience 106
he confers regularly 52
he coughed nervously 145
he coughed painfully 97
he coughed repeatedly 52
he counted backwards 68
he counted carefully 169
he counted correctly 46
he counted seventeen 157
he courted martyrdom 84
he courted publicity 186
he coveted exceedingly 54
he coveted possession 40
he cowered partridge 41
he crashed backwards 108
he crawled backwards 235
he crawled carefully 119
he crawled cautiously 280
he crawled painfully 257
he crossed diagonally 44
he crossed different 56
he crossed greenland 147
he crossed illegally 44
he crossed mountains 93
he crossed varieties 89
he crosses mountains 42
he cruelly abandoned 57
he cruelly massacred 57
he cruelly oppressed 306
he crushed opposition 86
he cunningly contrived 122
he cunningly disguises 102
he cunningly pretended 52
he cunningly suggested 43
he dazzled audiences 68
he decided accordingly 101
he decided afterward 52
he decided cynically 44
he decided discretion 52
he decided henceforth 68
he decided important 110
he decided instantly 341
he decided irritably 67
he decided political 64
he decided presently 66
he decided privately 68
he decided prudently 40
he decided yesterday 46
he decides correctly 41
he decreed accordingly 93
he deduced correctly 74
he defeated alexander 59
he defeated incumbent 210
he defeated president 76
he defends throughout 40
he defined democracy 232
he defined economics 62
he defined elsewhere 40
he defined happiness 97
he defined knowledge 55
he defined leadership 48
he defined political 119
he defined precisely 56
he defined primarily 41
he defines character 67
he defines community 49
he defines democracy 122
he defines economics 50
he defines elsewhere 79
he defines everlasting 48
he defines happiness 139
he defines knowledge 112
he defines modernity 56
he defines perception 52
he defines perfection 48
he defines political 124
he defines precisely 62
he defines substance 96
he delayed compliance 126
he delayed departure 48
he demands admiration 42
he demands allegiance 40
he demands knowledge 84
he demands obedience 568
he demands perfection 111
he demands permission 54
he demands possession 74
he demands reparation 56
he demands repayment 90
he demands submission 45
he departs altogether 46
he departs radically 244
he depends altogether 68
he depends primarily 99
he depicts character 60
he deposed frederick 48
he deposed president 58
he derived additional 94
he derived advantage 118
he derived amusement 76
he derived enjoyment 55
he derived happiness 45
he derived important 105
he derived knowledge 51
he derived primarily 46
he derived spiritual 61
he derives advantage 89
he derives amusement 44
he derives enjoyment 91
he derives happiness 42
he derives important 43
he derives knowledge 48
he derives sensations 40
he desired absolution 131
he desired additional 59
he desired alexander 67
he desired especially 171
he desired exceedingly 72
he desired extremely 45
he desired gentlemen 43
he desired intensely 115
he desired knowledge 88
he desired martyrdom 43
he desired permission 478
he desired political 65
he desired presently 139
he desired protection 60
he desired toleration 42
he desires additional 55
he desires especially 152
he desires happiness 143
he desires intensely 60
he desires knowledge 131
he desires perfection 46
he desires possession 46
he desires protection 127
he desires reputation 56
he devised apparatus 68
he devised different 42
he devised effective 43
he devised elaborate 110
he devised exercises 44
he devoted countless 87
he devoted extensive 71
he devoted painstaking 46
he devoted primarily 65
he devoted seventeen 57
he devoted throughout 40
he devoted virtually 130
he differs altogether 41
he differs materially 198
he differs radically 585
he directs operations 87
he disarms criticism 109
he disarms opposition 46
he divided humankind 154
he divided knowledge 64
he divides knowledge 69
he divides political 49
he divined correctly 57
he divined instantly 79
he donated liberally 46
he doubted extremely 52
he doubted sometimes 43
he drafted proposals 50
he drawled cynically 109
he drawled pleasantly 56
he dressed accordingly 124
he dressed carefully 532
he dressed elegantly 208
he dressed hurriedly 462
he dressed leisurely 58
he drifted aimlessly 387
he drifted downstream 166
he drifted gradually 133
he drifted naturally 68
he dropped altogether 56
he dropped backwards 72
he dropped carefully 42
he dropped cautiously 99
he dropped different 59
he dropped exhausted 461
he dropped instantly 190
he dropped naturally 53
he dropped overboard 175
he dropped senseless 319
he drummed nervously 63
he effaced wordsworth 72
he effects insurance 46
he elected president 199
he election commission 57
he eleventh amendment 229
he emerged cautiously 89
he emerged convinced 71
he emerged exhausted 43
he emerged presently 58
he emerged victorious 3284
he emerges victorious 900
he employs additional 50
he employs arguments 146
he employs classical 118
he employs different 214
he employs elsewhere 235
he employs furnishes 48
he employs precisely 60
he employs repeatedly 50
he employs sometimes 73
he employs technical 64
he employs throughout 296
he endured excruciating 173
he endured hardships 237
he endured patiently 230
he endured privations 55
he endured stoically 48
he endured throughout 148
he endures hardships 84
he endures patiently 56
he engraved portraits 107
he engraves indelibly 43
he enjoins obedience 103
he enjoyed adventure 53
he enjoyed affluence 61
he enjoyed association 49
he enjoyed campaigning 81
he enjoyed celebrity 65
he enjoyed classical 46
he enjoyed continued 47
he enjoyed cultivating 54
he enjoyed discovering 93
he enjoyed elsewhere 56
he enjoyed especially 136
he enjoyed exceedingly 91
he enjoyed excellent 903
he enjoyed existence 89
he enjoyed extensive 118
he enjoyed extremely 77
he enjoyed frightening 143
he enjoyed happiness 74
he enjoyed horseback 367
he enjoyed immensely 1065
he enjoyed intensely 87
he enjoyed interacting 49
he enjoyed intervals 63
he enjoyed introducing 69
he enjoyed occasional 104
he enjoyed political 184
he enjoyed possession 43
he enjoyed practical 105
he enjoyed previously 115
he enjoyed protection 117
he enjoyed publicity 40
he enjoyed remembering 52
he enjoyed reminiscing 96
he enjoyed reputation 41
he enjoyed thoroughly 220
he enjoyed throughout 793
he enjoyed tolerable 129
he enjoyed tolerably 68
he enjoyed unbounded 80
he enjoyed universal 212
he enjoyed unlimited 156
he enjoyed virtually 64
he enjoyed widespread 300
he entered accordingly 105
he entered alexandria 194
he entered allegheny 165
he entered amsterdam 52
he entered annapolis 147
he entered aquitaine 44
he entered auschwitz 85
he entered baltimore 79
he entered barcelona 64
he entered bucharest 52
he entered california 215
he entered cambridge 1525
he entered cautiously 177
he entered chesapeake 71
he entered commercial 211
he entered complaint 45
he entered constance 61
he entered contained 45
he entered defendant 58
he entered dickinson 259
he entered diplomacy 44
he entered edinburgh 954
he entered electoral 48
he entered familiarly 55
he entered frankfort 47
he entered frederick 51
he entered georgetown 554
he entered guatemala 45
he entered illegally 68
he entered instantly 69
he entered jefferson 447
he entered jerusalem 2848
he entered knoxville 69
he entered lafayette 170
he entered lancaster 61
he entered leicester 132
he entered leisurely 87
he entered magdalene 62
he entered manhattan 64
he entered marquette 57
he entered municipal 88
he entered nashville 53
he entered newspaper 269
he entered nuremberg 106
he entered oglethorpe 210
he entered palestine 144
he entered parliament 12159
he entered pensacola 42
he entered political 1136
he entered practical 44
he entered preschool 79
he entered presently 47
he entered president 141
he entered princeton 1848
he entered privately 70
he entered professor 77
he entered provincial 58
he entered purgatory 88
he entered regularly 75
he entered rembrandt 41
he entered rochester 66
he entered roosevelt 43
he entered secondary 130
he entered september 79
he entered stockholm 75
he entered television 49
he entered tennessee 74
he entered territory 40
he entered theological 41
he entered thoroughly 144
he entered uninvited 63
he entered unopposed 200
he entered vicksburg 101
he entered wisconsin 70
he entered worcester 340
he entered yorkshire 98
he equally certainly 101
he equally condemned 132
he equally delighted 71
he equally important 44
he equally maintains 47
he equally preferred 43
he equally repudiates 40
he equally respected 44
he equated democracy 42
he erected batteries 348
he erected extensive 128
he erected monuments 132
he erected temporary 107
he erected throughout 41
he escaped altogether 62
he escaped captivity 150
he escaped conviction 720
he escaped criticism 89
he escaped discovery 145
he escaped disguised 92
he escaped dismissal 44
he escaped martyrdom 142
he escaped shipwreck 156
he escaped uninjured 483
he escaped unnoticed 59
he escaped untouched 156
he escaped unwounded 170
he escapes altogether 79
he escapes conviction 45
he esteems necessary 43
he european commission 61
he european community 167
he european parliament 71
he evinced proceeded 88
he evinced qualities 59
he evinced throughout 113
he exacted conditions 78
he exacted obedience 469
he exactly described 100
he exactly describes 101
he exactly expressed 54
he exactly expresses 51
he exactly fulfilled 51
he exactly resembled 230
he exactly resembles 180
he examine carefully 68
he excited admiration 178
he excited throughout 43
he excited universal 209
he excites admiration 71
he exerted influence 797
he exerted leadership 46
he exerted throughout 61
he exhorts believers 150
he exhorts christians 395
he existed eternally 57
he existed previously 57
he existed somewhere 92
he expands production 55
he expects deference 47
he expects different 42
he expects everybody 200
he expects gratitude 143
he expects happiness 41
he expects interesting 81
he expects obedience 342
he expects opposition 75
he expects perfection 169
he expects protection 109
he expired instantly 101
he expired peacefully 157
he expired yesterday 51
he exposed conditions 41
he exposed corruption 112
he express gratitude 82
he fainted repeatedly 81
he faintly discerned 69
he faintly exclaimed 166
he faintly remembers 105
he faintly resembled 51
he faintly struggled 148
he faintly whispered 508
he falsely confessed 70
he falsely described 53
he falsely pretended 662
he falsely suspected 44
he falsely testified 48
he fancied everybody 106
he fancied resembled 57
he fancied sometimes 104
he fatally assaulted 56
he favored annexation 223
he favored continued 101
he favored democracy 66
he favored eliminating 85
he favored industrial 48
he favored maintaining 99
he favored moderation 71
he favored political 149
he favored protection 133
he favored regulation 74
he favored restricting 53
he favored roosevelt 45
he favored separation 91
he favored statehood 57
he favored strengthening 55
he favored toleration 96
he favored universal 98
he favored voluntary 61
he favored withdrawal 40
he feelingly complains 42
he feelingly described 58
he feelingly describes 128
he feelingly exclaimed 79
he feelingly expressed 101
he feigned compliance 60
he feigned ignorance 686
he feigned innocence 118
he feigned submission 70
he ferried passengers 57
he fetches artillery 101
he fiddled nervously 65
he figured correctly 59
he figured everybody 46
he figured memorably 65
he finally abandoned 8701
he finally abdicated 157
he finally abolished 205
he finally addressed 539
he finally addresses 130
he finally advocated 46
he finally announced 5115
he finally announces 172
he finally appointed 301
he finally assembled 137
he finally attempted 276
he finally attracted 100
he finally authorized 153
he finally bestirred 45
he finally blundered 59
he finally challenged 131
he finally clambered 79
he finally collapsed 1244
he finally collapses 247
he finally collected 304
he finally commanded 184
he finally commenced 199
he finally commented 358
he finally committed 2191
he finally compelled 204
he finally completed 1845
he finally completes 130
he finally conceived 149
he finally concluded 10557
he finally concludes 1293
he finally concurred 73
he finally condemned 129
he finally conducted 98
he finally confessed 2197
he finally confesses 521
he finally confirmed 167
he finally confronts 470
he finally connected 244
he finally conquered 1129
he finally consented 13295
he finally considers 56
he finally consigned 46
he finally consulted 201
he finally contacted 192
he finally contented 82
he finally continued 593
he finally continues 43
he finally contrived 109
he finally converted 188
he finally convinced 4236
he finally convinces 211
he finally corrected 45
he finally dedicated 70
he finally delivered 566
he finally denounced 77
he finally deposited 149
he finally descended 264
he finally described 138
he finally describes 124
he finally despaired 194
he finally destroyed 331
he finally developed 1460
he finally disappears 356
he finally disbanded 41
he finally discarded 297
he finally discerned 81
he finally disclosed 217
he finally discloses 103
he finally discovers 2574
he finally discussed 63
he finally discusses 49
he finally disengaged 55
he finally dislodged 75
he finally dismissed 643
he finally dismisses 165
he finally dispensed 62
he finally displayed 62
he finally dissolved 160
he finally emigrated 185
he finally entrusted 46
he finally enunciated 53
he finally evacuated 50
he finally exclaimed 1112
he finally exhausted 109
he finally exhibited 69
he finally explained 799
he finally expressed 476
he finally expresses 151
he finally extracted 185
he finally fulfilled 174
he finally graduated 1588
he finally graduates 115
he finally indicated 98
he finally inherited 115
he finally installed 91
he finally journeyed 42
he finally liberated 93
he finally negotiated 135
he finally organized 192
he finally overcomes 281
he finally overtakes 44
he finally perceived 216
he finally perceives 149
he finally perfected 211
he finally performed 168
he finally permitted 453
he finally persuaded 2697
he finally persuades 160
he finally possessed 129
he finally possesses 73
he finally preferred 375
he finally presented 853
he finally prevailed 844
he finally proceeded 211
he finally proclaims 55
he finally professed 70
he finally protested 125
he finally published 4027
he finally publishes 62
he finally purchased 480
he finally qualified 108
he finally questioned 92
he finally recognize 54
he finally recovered 2543
