hair unequally distributed 104
have behavioral repertoires 95
have beneficial applications 126
have beneficial implications 179
have benefited agriculture 54
have benefited extensively 92
have benefited immeasurably 890
have benefited individuals 63
have benefited permanently 49
have benefited politically 143
have benefited temporarily 46
have bilateral arrangements 117
have bilateral hemispheric 80
have bilateral involvement 526
have biological differences 85
have biological implications 166
have biological underpinnings 144
have blatantly disregarded 55
have boundless opportunity 43
have broadened immeasurably 46
have broadened understanding 97
have budgetary constraints 90
have budgetary implications 349
have carefully articulated 123
have carefully ascertained 127
have carefully constructed 548
have carefully coordinated 42
have carefully deliberated 70
have carefully distinguished 1942
have carefully established 187
have carefully interpreted 47
have carefully obliterated 43
have carefully scrutinized 1202
have carefully transcribed 117
have carefully transmitted 51
have certainly accelerated 82
have certainly accumulated 56
have certainly anticipated 61
have certainly ascertained 48
have certainly complicated 174
have certainly constituted 61
have certainly contributed 3342
have certainly degenerated 40
have certainly deteriorated 106
have certainly disapproved 42
have certainly discouraged 131
have certainly distinguished 109
have certainly encountered 285
have certainly entertained 44
have certainly established 347
have certainly exacerbated 101
have certainly exaggerated 203
have certainly experienced 807
have certainly facilitated 191
have certainly highlighted 51
have certainly intensified 62
have certainly interpreted 51
have certainly recommended 73
have certainly represented 102
have certainly respectable 78
have certainly transformed 103
have challenged conventional 352
have challenged essentialist 41
have challenged established 185
have challenged governments 54
have channeled significant 41
have character development 62
have childhood experiences 234
have christmas celebrations 41
have circulating lymphocytes 80
have classical antecedents 44
have classical derivatives 68
have cognitive impairments 659
have cognitive implications 76
have collected experiences 63
have collected extensively 103
have collected innumerable 54
have collected longitudinal 52
have collected manuscripts 44
have collected observations 137
have collected particulars 80
have collected photographs 93
have collected preliminary 48
have collected qualitative 49
have collected significant 64
have collected statistical 79
have collection development 197
have commanded significant 41
have commenced construction 114
have commenced hostilities 1443
have commenced preparations 41
have commented extensively 1200
have commented unfavorably 205
have commercial applications 642
have commercial departments 51
have commercial implications 187
have commercial intercourse 815
have commercial transactions 109
have committed abominations 73
have committed depredations 518
have committed hostilities 374
have committed inexcusable 48
have committed infanticide 233
have committed innumerable 278
have committed involuntary 44
have committed malpractice 395
have committed misdemeanors 138
have committed professional 92
have committed questionable 40
have committed significant 206
have committee assignments 90
have communist governments 770
have community development 336
have community involvement 104
have community organization 55
have companies continually 40
have compelled governments 136
have competent instructors 64
have competent jurisdiction 116
have competent professional 60
have completed arrangements 479
have completed assignments 261
have completed construction 268
have completed development 369
have completed experiments 47
have completed installation 114
have completed intermediate 132
have completed internships 157
have completed performance 84
have completed preliminary 269
have completed preparations 128
have completed professional 216
have completed registration 67
have completed residencies 52
have completed significant 69
have conceived christianity 52
have concluded arrangements 267
have concluded differently 224
have concluded incorrectly 48
have concluded tentatively 57
have concluded unanimously 125
have condemned masturbation 67
have conducted assessments 78
have conducted comparative 221
have conducted conferences 68
have conducted ethnographic 218
have conducted examinations 58
have conducted experiments 4018
have conducted exploratory 65
have conducted independent 441
have conducted innumerable 52
have conducted longitudinal 202
have conducted measurements 105
have conducted observations 98
have conducted preliminary 435
have conducted prospective 47
have conducted qualitative 98
have conducted significant 148
have conducted statistical 95
have conducted transactions 42
have conferred immeasurable 47
have conferred immortality 434
have conferred inestimable 126
have conferred jurisdiction 315
have conferred significant 48
have confident expectations 104
have confirmed empirically 45
have confirmed observations 64
have confirmed reservations 408
have confirmed significant 124
have conflicting commitments 78
have conflicting expectations 442
have conflicting implications 236
have conflicting preferences 452
have congenital deformities 57
have connected christianity 43
have conquered practically 40
have conquered territories 53
have consented voluntarily 84
have consisted exclusively 292
have consisted principally 844
have consulted astrologers 117
have consulted extensively 174
have consulted manuscripts 55
have contained descriptions 83
have contained individuals 80
have contained inflammable 58
have contained innumerable 47
have contained instructions 92
have contained practically 57
have contained significant 200
have contained stipulations 42
have contended strenuously 50
have contingency arrangements 157
have continual intercourse 163
have continued development 88
have continued effectively 45
have continued experimenting 43
have continued hostilities 68
have continued incessantly 46
have continued independent 75
have continued investigating 56
have continued involvement 50
have continued nevertheless 42
have continued occasionally 56
have continued performance 60
have continued periodically 80
have continued permanently 48
have continued practically 112
have continued unchallenged 109
have continued undisturbed 355
have continued unquestioned 67
have contrasting implications 144
have conversion experiences 334
have converted christianity 41
have convinced astronomers 123
have convinced governments 69
have copyright restrictions 86
have corporate headquarters 110
have corporate personality 86
have corporate sponsorship 71
have correctly anticipated 751
have correctly apprehended 363
have correctly ascertained 133
have correctly distinguished 151
have correctly established 132
have correctly implemented 97
have correctly interpreted 2081
have correctly represented 382
have corrupted christianity 96
have counseled individuals 51
have countless applications 87
have countless descendants 65
have countless experiences 77
have currently established 45
have currently implemented 127
have cynically manipulated 50
have dedicated significant 134
have defective articulation 84
have delegated jurisdiction 42
have delegated legislative 60
have delegated significant 64
have delivered significant 111
have denounced christianity 81
have denounced republicans 41
have dependent personality 64
have dependent territories 48
have deposited declarations 53
have deposited instruments 1133
have descended differently 79
have described adolescence 45
have described alternative 247
have described applications 135
have described christianity 45
have described communities 59
have described constitutes 137
have described corresponds 142
have described demonstrate 79
have described development 260
have described differences 388
have described differential 41
have described distinctive 44
have described experiences 330
have described experiments 781
have described extensively 139
have described facilitates 50
have described illustrates 70
have described improvement 89
have described individuals 151
have described interactions 40
have described measurements 76
have described necessarily 119
have described observations 96
have described personality 73
have described preliminary 77
have described qualitative 80
have described represented 48
have described significant 227
have described statistical 50
have desirable personality 63
have desirable statistical 201
have destroyed agriculture 44
have destroyed christianity 304
have destroyed civilization 117
have destroyed communities 44
have destroyed innumerable 53
have destroyed manuscripts 61
have destroyed practically 89
have destroyed shareholder 41
have destroyed significant 42
have devastating implications 337
have developed affirmative 76
have developed agriculture 292
have developed alternative 4608
have developed applications 354
have developed approximate 242
have developed arrangements 147
have developed assessments 95
have developed attachments 197
have developed biologically 42
have developed bureaucratic 74
have developed centralized 146
have developed civilization 98
have developed cognitively 63
have developed combinations 52
have developed commercially 88
have developed communities 75
have developed comparative 75
have developed compensation 49
have developed competitive 205
have developed complicated 556
have developed conservation 73
have developed conventional 69
have developed cooperative 494
have developed coordinated 139
have developed correlations 95
have developed corresponding 123
have developed credibility 51
have developed departments 118
have developed descriptions 45
have developed descriptive 93
have developed differences 210
have developed differential 126
have developed differently 3890
have developed dispositions 42
have developed distinctions 51
have developed distinctive 1229
have developed distribution 63
have developed diversified 137
have developed dynamically 67
have developed econometric 70
have developed effectively 44
have developed empirically 194
have developed established 52
have developed evolutionary 101
have developed exaggerated 44
have developed exclusively 131
have developed expectations 369
have developed explanations 201
have developed extensively 901
have developed flexibility 55
have developed formulations 73
have developed friendships 449
have developed functionally 42
have developed fundamental 98
have developed generalized 443
have developed genetically 127
have developed haphazardly 170
have developed harmoniously 63
have developed hierarchies 62
have developed hypertension 145
have developed imaginative 119
have developed independent 783
have developed industrially 374
have developed ineffective 66
have developed inexpensive 50
have developed inflammation 159
have developed innumerable 156
have developed institutions 655
have developed instruments 890
have developed integrative 50
have developed intelligent 126
have developed intensively 124
have developed interactive 169
have developed intermediate 62
have developed intervention 89
have developed inventories 67
have developed legislative 73
have developed lightweight 45
have developed longitudinal 62
have developed magnificent 43
have developed maladaptive 80
have developed manufacturing 525
have developed mathematical 893
have developed occupational 137
have developed organically 364
have developed organization 51
have developed osteoporosis 126
have developed partnership 40
have developed pathological 41
have developed performance 577
have developed peritonitis 42
have developed personality 330
have developed politically 131
have developed practically 136
have developed preferences 195
have developed preliminary 99
have developed prematurely 48
have developed principally 205
have developed professional 437
have developed proficiency 407
have developed progressive 227
have developed proprietary 721
have developed qualitative 86
have developed recommended 66
have developed refinements 44
have developed relationship 48
have developed repertoires 47
have developed reservations 43
have developed resistances 48
have developed respiratory 358
have developed rudimentary 90
have developed secondarily 226
have developed sensitivity 213
have developed sequentially 65
have developed significant 1653
have developed spiritually 113
have developed statistical 546
have developed substantive 61
have developed substitutes 84
have developed sustainable 113
have developed symptomatic 75
have developed technically 64
have developed terminology 116
have developed underground 141
have developed understanding 269
have developed undesirable 94
have developed ventricular 108
have developed wonderfully 135
have diagnostic applications 59
have diagnostic implications 221
have diagnostic specificity 68
have different abbreviations 40
have different acceptations 56
have different achievement 108
have different adjustments 46
have different alternative 221
have different antecedents 1090
have different appellations 158
have different applications 1261
have different appreciations 53
have different arrangements 1226
have different assemblages 43
have different assessments 327
have different assignments 237
have different atmospheres 127
have different atmospheric 74
have different attachments 95
have different attitudinal 58
have different authorization 67
have different backgrounds 8857
have different chromosomal 159
have different chromosomes 93
have different coefficients 2101
have different combinations 1912
have different commitments 279
have different communities 128
have different comparative 449
have different compensation 87
have different competences 77
have different competitive 232
have different competitors 69
have different complements 108
have different compositions 5034
have different connotations 9824
have different connotative 97
have different constituent 212
have different constraints 1125
have different construction 105
have different contractile 95
have different contractual 75
have different contribution 118
have different conventional 69
have different convergence 84
have different coordinates 206
have different coordination 137
have different correlations 139
have different corresponding 78
have different crystalline 467
have different cytoplasmic 43
have different deductibles 83
have different demographic 410
have different departments 359
have different descriptions 333
have different descriptive 84
have different designations 418
have different destinations 425
have different determinate 75
have different development 616
have different disciplines 66
have different dispositions 941
have different distinctive 65
have different distribution 1335
have different eigenvalues 144
have different eligibility 295
have different employments 85
have different enforcement 50
have different environment 47
have different equilibrium 726
have different equivalents 83
have different etymologies 125
have different evolutionary 1336
have different expectations 27040
have different expenditure 169
have different experiences 19035
have different experiential 123
have different explanations 1260
have different explanatory 170
have different fluorescent 59
have different formulations 185
have different frequencies 3198
have different fundamental 319
have different genetically 43
have different geographical 1331
have different governments 181
have different grammatical 738
have different granularity 70
have different hierarchies 192
have different identifiers 248
have different illumination 45
have different imperatives 76
have different implications 26422
have different inclinations 735
have different independent 82
have different individuals 254
have different inflectional 62
have different inheritance 63
have different installation 72
have different institutions 250
have different instructions 285
have different instructors 49
have different instruments 150
have different intensities 2627
have different interactions 332
have different interactive 45
have different intermediate 81
have different inventories 66
have different investments 107
have different legislative 97
have different likelihoods 240
have different localization 59
have different longitudinal 102
have different macroscopic 58
have different maintenance 91
have different manufacturing 196
have different mathematical 304
have different measurements 244
have different memberships 93
have different mentalities 128
have different metabolisms 163
have different microscopic 84
have different motivational 711
have different multipliers 84
have different necessities 44
have different observations 61
have different occupational 336
have different occurrences 49
have different ontological 221
have different opportunity 642
have different organization 102
have different orientations 3642
have different pathological 65
have different pedagogical 49
have different percentages 429
have different performance 1652
have different permeability 198
have different persistence 199
have different personality 3698
have different perspective 77
have different polarization 198
have different predominant 84
have different preferences 10440
have different preferential 64
have different presentation 87
have different probability 467
have different professional 537
have different pronunciation 71
have different proprietary 48
have different provenances 48
have different psychosocial 51
have different punishments 47
have different qualitative 198
have different reactivities 398
have different recommended 50
have different recruitment 64
have different reflectance 225
have different registration 88
have different relationship 95
have different repertoires 159
have different replacement 41
have different requirement 47
have different resistances 708
have different respiratory 135
have different restrictions 405
have different satisfaction 55
have different selectivity 72
have different sensitivity 643
have different simultaneous 42
have different socialization 169
have different sociological 62
have different specificity 122
have different standpoints 193
have different statistical 439
have different stipulations 52
have different subcultures 79
have different substantive 189
have different substitution 73
have different supervisors 93
have different syntactical 58
have different temperature 7676
have different terminations 100
have different terminology 134
have different territories 47
have different topographic 43
have different topological 117
have different translations 141
have different transmission 807
have different understanding 194
have difficult adjustments 60
have difficult experiences 62
have difficult pregnancies 105
have dimensions corresponding 63
have discarded christianity 51
have discarded conventional 47
have disclosed confidential 79
have disclosed differences 42
have disclosed significant 74
have discussed alternative 226
have discussed applications 149
have discussed demonstrate 95
have discussed development 79
have discussed differences 252
have discussed elaborately 62
have discussed equilibrium 90
have discussed evolutionary 48
have discussed exclusively 69
have discussed experiments 139
have discussed extensively 896
have discussed fundamental 72
have discussed illustrates 49
have discussed implications 67
have discussed mathematical 52
have discussed observations 53
have discussed performance 201
have discussed personality 63
have discussed preliminary 49
have discussed principally 57
have discussed probability 50
have discussed qualitative 45
have discussed statistical 138
have discussed theoretically 82
have discussed transmission 55
have disdained intercourse 97
have disgraced christianity 127
have dismissed applications 48
have dismissed independent 74
have disobeyed instructions 80
have disparate experiences 44
have displayed commendable 124
have displayed conspicuous 121
have displayed significant 168
have disquieting implications 63
have disrupted established 46
have dissolved partnership 344
have disturbed effectually 44
have divergent backgrounds 45
have divergent expectations 136
have divergent experiences 74
have divergent implications 99
have divergent preferences 246
have diversity jurisdiction 439
have doctrinal differences 83
have doctrinal implications 45
have dominance hierarchies 166
have dominated agriculture 49
have dominated anthropology 115
have dominated development 301
have dominated explanations 53
have dominated governments 47
have dominated presidential 101
have dominated professional 54
have dominated scholarship 113
have dominated sociological 96
have doubtless anticipated 116
have doubtless contributed 1000
have doubtless disapproved 65
have doubtless encountered 97
have doubtless exaggerated 105
have doubtless experienced 307
have effective arrangements 110
have effective coordination 80
have effective enforcement 90
have effective governments 41
have effective instruments 79
have effective interactions 44
have effective jurisdiction 107
have effective organization 55
have effective performance 54
have elaborate arrangements 111
have elaborate descriptions 87
have elaborate explanations 47
have electoral adjustments 54
have elemental compositions 64
have elsewhere denominated 84
have elsewhere distinguished 104
have elsewhere encountered 66
have elsewhere established 92
have elsewhere illustrated 95
have elsewhere interpreted 75
have elsewhere recommended 162
have emergency departments 261
have emigrated permanently 129
have eminences excessively 72
have eminently contributed 279
have eminently distinguished 825
have empirical confirmation 70
have empirical implications 202
have empirical verification 75
have employees participate 137
have empowered individuals 74
have engendered controversy 122
have engendered significant 109
have enjoyable experiences 87
have episcopal jurisdiction 137
have equitable distribution 188
have equitable jurisdiction 117
have esophageal involvement 97
have especially contributed 495
have especially distinguished 1239
have especially highlighted 56
have especially recommended 142
have especially significant 155
have estimated coefficients 175
have evacuated philadelphia 42
have evaluated alternative 117
have evaluated numerically 57
have evaluated performance 59
have evidently contributed 148
have evidently degenerated 62
have evidently experienced 136
have exceedingly complicated 91
have exceedingly contributed 180
have exceedingly depopulated 62
have excellent applications 47
have excellent backgrounds 108
have excellent compressive 42
have excellent conformation 91
have excellent coordination 80
have excellent departments 73
have excellent descriptions 185
have excellent descriptive 44
have excellent dispositions 111
have excellent distribution 67
have excellent flexibility 161
have excellent formulations 47
have excellent mathematical 49
have excellent opportunity 181
have excellent organization 46
have excellent performance 715
have excellent photographs 109
have excellent presentation 88
have excellent professional 93
have excellent publications 56
have excellent restaurants 418
have excellent selectivity 64
have excellent sensitivity 435
have excellent specificity 100
have excellent statistical 98
have excellent temperature 271
have excellent translations 51
have excellent transmission 60
have excellent understanding 64
have excellent workability 57
have excessive absenteeism 51
have excessive expectations 217
have excessive inventories 59
have exclaimed indignantly 45
have exclusive arrangements 71
have exclusive distribution 188
have exclusive jurisdiction 26702
have exclusive legislative 447
have exclusive sovereignty 136
have exclusive territories 209
have executive secretaries 99
have executive sponsorship 57
have exercised commendable 43
have exercised hospitality 83
have exercised independent 206
have exercised jurisdiction 1197
have exercised legislative 140
have exercised significant 288
have exercised sovereignty 159
have exercised supervisory 53
have exhausted conventional 75
have exhausted practically 44
have exhibited civilization 44
have exhibited differences 55
have exhibited extensively 61
have exhibited sensitivity 43
have exhibited significant 369
have existence independent 393
have explained differences 90
have explosive implications 49
have expressed ambivalence 140
have expressed apprehension 373
have expressed differences 46
have expressed differently 303
have expressed disapproval 748
have expressed exasperation 129
have expressed fundamental 43
have expressed incredulity 69
have expressed preferences 215
have expressed reservations 3167
have expressed satisfaction 1544
have expressed significant 125
have expressed uncertainty 243
have expressed understanding 56
have expressed unhappiness 278
have expressed unqualified 74
have expressed unwillingness 93
have expressly disapproved 53
have expressly distinguished 56
have expressly established 58
have expressly recommended 74
have exquisite sensitivity 98
have exquisite specificity 58
have extensive agriculture 43
have extensive applications 441
have extensive atmospheres 89
have extensive backgrounds 442
have extensive commitments 49
have extensive continental 44
have extensive cytoplasmic 48
have extensive departments 59
have extensive descriptions 76
have extensive development 152
have extensive distribution 212
have extensive experiences 116
have extensive genealogical 40
have extensive geographical 52
have extensive implications 285
have extensive interactions 114
have extensive inventories 41
have extensive investments 235
have extensive involvement 385
have extensive jurisdiction 108
have extensive legislative 71
have extensive manufacturing 51
have extensive opportunity 71
have extensive professional 250
have extensive repertoires 80
have extensive settlements 40
have extensive statistical 64
have extensive supervisory 45
have extensive transactions 93
have extensive underground 207
have extensive understanding 64
have extinction coefficients 343
have extremely complicated 748
have extremely destructive 59
have extremely detrimental 141
have extremely embarrassed 46
have extremely significant 132
have extremely undesirable 77
have extremely unfortunate 78
have faithfully implemented 59
have faithfully interpreted 51
have faithfully represented 451
have faithfully transcribed 311
have faithfully transmitted 132
have fascinating implications 101
have favorable connotations 153
have favorable expectations 77
have favorable experiences 64
have favorable implications 222
have favorable interactions 70
have forbidden individuals 52
have forgotten momentarily 104
have forgotten practically 75
have forgotten temporarily 61
have frightening experiences 65
have frightening implications 116
have frustrating experiences 51
have fulfilled expectations 183
have functional departments 64
have functional differences 174
have functional equivalents 148
have functional impairments 161
have functional implications 502
have functional interactions 48
have functioned differently 218
have functioned effectively 1052
have functioned efficiently 255
have functioned exclusively 53
have functioned principally 76
have furnished descriptions 50
have furnished documentary 59
have furnished explanations 43
have furnished innumerable 100
have furnished instruments 44
have furnished opportunity 91
have furnished particulars 48
have furnished photographs 158
have furnished practically 81
have furnished significant 74
have furnished substitutes 126
have furnished touchstones 81
have generally accompanied 263
have generally accumulated 65
have generally assimilated 55
have generally categorized 57
have generally compromised 45
have generally conjectured 87
have generally constituted 164
have generally constructed 54
have generally contributed 470
have generally degenerated 46
have generally deteriorated 190
have generally disapproved 101
have generally discouraged 678
have generally discredited 51
have generally disregarded 366
have generally distinguished 953
have generally distributed 55
have generally encountered 216
have generally entertained 148
have generally established 516
have generally exaggerated 153
have generally experienced 1334
have generally facilitated 61
have generally highlighted 77
have generally implemented 117
have generally interpreted 1349
have generally outnumbered 73
have generally outstripped 45
have generally perpetuated 42
have generally recommended 385
have generally represented 717
have generally scrutinized 162
have generally sidestepped 50
have generally substituted 194
have generally transmitted 40
have generally undervalued 42
have generated alternative 211
have generated controversy 1039
have generated differences 63
have generated distinctive 83
have generated electricity 118
have generated expectations 92
have generated explanations 45
have generated fundamental 58
have generated inflationary 80
have generated innumerable 47
have generated significant 1523
have generated uncertainty 90
have genuinely contributed 59
have genuinely experienced 176
have geographic restrictions 47
have graciously contributed 224
have graciously volunteered 46
have gradually accumulated 1551
have gradually amalgamated 66
have gradually appropriated 69
have gradually assimilated 613
have gradually constituted 42
have gradually constructed 96
have gradually contributed 108
have gradually degenerated 183
have gradually deteriorated 747
have gradually diversified 108
have gradually emancipated 289
have gradually established 1076
have gradually implemented 40
have gradually infiltrated 220
have gradually intensified 106
have gradually liberalized 60
have gradually obliterated 205
have gradually retrograded 46
have gradually substituted 128
have gradually surrendered 49
have gradually transferred 140
have gradually transformed 770
have gratified robespierre 43
have harmonious interactions 43
have histrionic personality 55
have honorably distinguished 69
have hopefully established 42
have identical arrangements 89
have identical backgrounds 111
have identical chromosomal 91
have identical chromosomes 199
have identical coefficients 222
have identical combinations 66
have identical compositions 431
have identical constituent 47
have identical construction 49
have identical coordinates 131
have identical crystalline 58
have identical descriptions 118
have identical distribution 216
have identical eigenvalues 92
have identical equilibrium 49
have identical equivalents 47
have identical expectations 402
have identical experiences 599
have identical frequencies 488
have identical fundamental 40
have identical grammatical 66
have identical implications 201
have identical inheritance 54
have identical intensities 66
have identical mathematical 86
have identical measurements 90
have identical opportunity 58
have identical orientations 162
have identical percentages 53
have identical performance 306
have identical polarization 54
have identical preferences 2259
have identical probability 515
have identical pronunciation 60
have identical resistances 51
have identical sensitivity 58
have identical specificity 66
have identical statistical 95
have identical temperature 250
have identical topological 63
have identical transmission 65
have illegally appropriated 69
have immensely accelerated 48
have immensely complicated 190
have immensely contributed 319
have immensely facilitated 195
have imperfect understanding 73
have important antecedents 57
have important applications 5895
have important assignments 50
have important attitudinal 91
have important competitive 120
have important connotations 179
have important consequence 119
have important conservation 114
have important contribution 62
have important corollaries 73
have important correlations 49
have important demographic 150
have important detrimental 72
have important development 66
have important differences 3074
have important differential 212
have important distinctions 140
have important evolutionary 763
have important experiences 97
have important explanatory 132
have important geographical 71
have important geopolitical 49
have important grammatical 55
have important immunologic 41
have important implications 100461
have important independent 287
have important interactions 431
have important interactive 47
have important investments 101
have important legislative 87
have important manufacturing 124
have important mathematical 63
have important mechanistic 42
have important motivational 187
have important pathological 79
have important pedagogical 247
have important performance 91
have important professional 86
have important psychosocial 62
have important qualitative 249
have important reservations 98
have important sociological 159
have important statistical 80
have important substantive 207
have important supervisory 67
have important transactions 47
have incentive compensation 52
have incorrect expectations 80
have increasingly appropriated 66
have increasingly articulated 142
have increasingly assimilated 84
have increasingly centralized 47
have increasingly complicated 49
have increasingly constituted 45
have increasingly constrained 50
have increasingly contributed 278
have increasingly distinguished 110
have increasingly diversified 348
have increasingly encountered 119
have increasingly established 172
have increasingly experienced 141
have increasingly highlighted 110
have increasingly implemented 66
have increasingly infiltrated 48
have increasingly intensified 43
have increasingly interpreted 78
have increasingly recommended 50
have increasingly represented 55
have increasingly significant 90
have increasingly substituted 203
have increasingly transcended 48
have increasingly transferred 64
have increasingly transformed 81
have indicated alternative 121
have indicated correlations 46
have indicated differences 400
have indicated disapproval 48
have indicated improvement 73
have indicated involvement 69
have indicated satisfaction 70
have indicated significant 735
have indonesian citizenship 43
have inducible ventricular 137
have industrial applications 546
have industrial departments 51
have industrial development 260
have industrial enterprises 82
have inflicted inestimable 68
have inflicted irreparable 230
have inflicted significant 98
have inherited genetically 45
have inherited immortality 47
have inherited practically 57
have inherited undesirable 41
have inhibited development 238
have installed electricity 75
have installed purification 54
have installed underground 43
have instantly apprehended 55
have insurance departments 86
have intensive agriculture 40
have interesting applications 753
have interesting backgrounds 196
have interesting connotations 50
have interesting differences 152
have interesting evolutionary 119
have interesting experiences 435
have interesting implications 3745
have interesting inscriptions 43
have interesting mathematical 80
have interesting observations 66
have interests independent 70
have intrinsic differences 96
have intuitive understanding 94
have invariably accompanied 196
have invariably contributed 88
have invariably degenerated 46
have invariably distinguished 71
have invariably encountered 100
have invariably entertained 74
have invariably established 77
have invariably experienced 777
have invariably interpreted 65
have invariably recommended 226
have invariably represented 193
have irrational expectations 103
have irregular comparative 400
have irregular comparisons 107
have irregular contractions 43
have irregular menstruation 163
have juridical personality 429
have justified expectations 86
have justified intervention 130
have landscape backgrounds 177
have leadership development 56
have legalized confiscation 43
have legalized prostitution 318
have liberally contributed 458
have liberally distributed 43
have liberally interpreted 256
have literally constructed 47
have literally encompassed 155
have literally experienced 87
have literally interpreted 62
have literally transformed 278
have magically transformed 65
have malignant degeneration 40
have malignant hypertension 194
have managerial implications 145
have mandatory jurisdiction 122
have masculine connotations 69
have materially accelerated 113
have materially contributed 2403
have materially deteriorated 72
have materially facilitated 147
have materially illustrated 75
have measurable differences 72
have measurable performance 54
have medically intractable 45
have medically significant 61
have medicinal applications 94
have memorable experiences 58
have minimized differences 58
have ministers responsible 50
have mobilized politically 104
have mobilized significant 43
have momentous implications 322
have motivated development 54
have motivated governments 45
have motivated individuals 115
have municipal corporations 67
have municipal governments 145
have municipal institutions 62
have myocardial involvement 47
have nationwide distribution 104
have nationwide implications 62
have nationwide jurisdiction 92
have naturally accompanied 64
have naturally accumulated 60
have naturally anticipated 46
have naturally assimilated 82
have naturally contributed 208
have naturally discouraged 45
have naturally encountered 83
have naturally experienced 75
have naturally interpreted 41
have necessary implications 63
have neglected agriculture 163
have negotiated arrangements 65
have negotiated preferential 43
have negotiated settlements 108
have nominated constituted 54
have nominated presidential 42
have nontrivial implications 43
have normative expectations 133
have normative implications 703
have noteworthy implications 61
have noticeable differences 154
have noticeably deteriorated 50
have numerical coefficients 103
have numerical designations 64
have numerical equivalents 104
have objective measurements 65
have occasional differences 105
have occasional experiences 101
have occasional intercourse 123
have occasional opportunity 70
have occasioned controversy 118
have occasioned innumerable 407
have occasioned unnecessary 45
have officially established 104
have officially recommended 53
have officially represented 42
have organized alternative 54
have organized combinations 51
have organized communities 66
have organized conferences 212
have organized congregations 55
have organized cooperative 239
have organized departments 166
have organized effectively 125
have organized enterprises 48
have organized governments 99
have organized independent 106
have organized politically 261
have organized professional 76
have orthogonal polarization 89
have orthopedic impairments 100
have ourselves constructed 106
have ourselves contributed 131
have ourselves encountered 74
have ourselves established 73
have ourselves experienced 2377
have outstanding performance 165
have overlapping distribution 57
have overlapping jurisdiction 333
have overlapping memberships 1102
have overlapping territories 108
have oversight jurisdiction 80
have overthrown governments 101
have painfully experienced 361
have painfully transcribed 80
have parasitic capacitance 51
have passionate attachments 45
have passively surrendered 64
have passively transferred 44
have paternity established 48
have patterned expectations 41
have peculiarly distinguished 186
have peculiarly recommended 61
have perceived significant 40
have perfected arrangements 85
have perfectly assimilated 54
have perfectly competitive 49
have perfectly determinate 51
have perfectly represented 55
have perfectly respectable 63
have perfectly symmetrical 94
have performed austerities 104
have performed calculations 936
have performed comparative 88
have performed competently 125
have performed computations 72
have performed conspicuous 45
have performed differently 335
have performed distinguished 354
have performed effectively 207
have performed efficiently 84
have performed excellently 233
have performed experiments 2812
have performed extensively 56
