backed authoritarian regimes 174
become ungovernable tyrants 82
become ungracefully gorgeous 121
become unimportant because 191
become uninteresting because 49
become universally adopted 593
become universally applied 77
become universally beloved 54
become universally corrupt 49
become universally current 137
become universally familiar 208
become universally popular 983
become universally settled 99
become unmanageable because 370
become unmanageably complex 96
become unnecessary because 523
become unpleasantly familiar 122
become unreasonable because 115
become waterlogged because 122
become wonderfully complex 48
become wonderfully popular 56
become wonderfully skilful 43
become workaholics because 43
become yellowstone national 175
becoming comfortably settled 45
becoming commercially feasible 85
becoming constituent members 49
becoming continually smaller 75
becoming continually stronger 41
becoming depopulated because 40
becoming discouraged because 315
becoming discouraged workers 44
becoming established because 122
becoming established between 146
becoming excessively complex 42
becoming excessively nervous 42
becoming extensively visible 53
becoming independent farmers 360
becoming independent learners 414
becoming independent masters 92
becoming independent members 56
becoming independent princes 45
becoming independent thinkers 97
becoming indifferent towards 75
becoming ineffective because 103
becoming intolerable because 48
becoming intolerably irksome 94
becoming numerically stronger 45
becoming participating members 55
becoming permanently damaged 68
becoming permanently located 53
becoming permanently settled 85
becoming politically correct 83
becoming politically suspect 40
becoming practically extinct 88
becoming practically familiar 50
becoming practically useless 41
becoming professional artists 103
becoming professional athletes 208
becoming professional teachers 57
becoming professional writers 93
becoming respectable members 64
becoming responsible members 132
becoming significant factors 61
becoming significant players 99
becoming technically feasible 154
becoming universally adopted 53
becoming universally popular 82
bedded sedimentary deposit 52
before acknowledging receipt 117
before administering baptism 54
before administering certain 45
before administering heparin 46
before adolescence because 51
before alternative sources 84
before anticipated surgery 48
before catastrophe strikes 306
before christianity appeared 604
before christianity arrived 271
before christianity emerged 69
before christianity entered 120
before christianity existed 551
before christopher arrived 43
before christopher marlowe 41
before circulatory failure 47
before civilization appeared 59
before civilization arrived 43
before civilization brought 43
before comparative studies 82
before comparisons between 93
before confidential friends 45
before conjunctive adverbs 191
before conservation measures 91
before construction started 1397
before contemplating marriage 102
before contemplating surgery 99
before deterioration becomes 63
before detrimental effects 42
before development consent 83
before development started 65
before differences between 115
before distinctions between 53
before distinguished himself 619
before distinguished persons 88
before electricity arrived 46
before equilibrium between 142
before established between 101
before established himself 101
before exclusively enjoyed 89
before exploratory surgery 45
before governments existed 545
before hostilities against 44
before hostilities between 198
before hostilities erupted 142
before hostilities resumed 45
before hostilities started 311
before imperfectly revealed 43
before improvement becomes 65
before indifferent persons 79
before legislative council 484
before legislative sessions 57
before menstruation resumes 68
before menstruation returns 101
before missionaries arrived 133
before mountbatten arrived 76
before mysteriously vanishing 115
before opportunity offered 56
before performance becomes 86
before permanently returning 85
before presidential election 71
before professional medical 75
before prospective clients 59
before prospective teachers 42
before relinquishing command 58
before relinquishing control 597
before reluctantly accepting 237
before reluctantly admitting 93
before reluctantly returning 239
before replacement becomes 113
before respiratory failure 201
before restrictive measures 48
before restructuring charges 112
before significant amounts 515
before significant effects 129
before significant numbers 501
before significant results 216
before statistical quality 43
before straightening himself 54
before strenuously opposed 92
before subordinate clauses 85
before terminations beginning 117
before transplanting seedlings 59
before ventricular ejection 187
before ventricular systole 993
before volunteered reviews 298
begins hostilities against 87
behave differently according 1039
behave differently because 1747
behave differently between 81
behave differently depending 2043
behave differently despite 54
behave differently outside 142
behave differently regarding 67
behave differently towards 1399
behave erratically because 51
behave irrationally because 61
behave responsibly because 70
behave responsibly towards 256
behaving differently according 43
behaving differently because 161
behaving differently depending 45
behaving differently towards 159
behaving responsibly towards 63
behind practically everything 110
behind professional secrecy 54
behind qualitative research 68
behind relationship marketing 46
behind restorative justice 72
belief differences between 56
belief necessarily entails 71
belief necessarily implies 63
benign gynecologic diseases 54
benign relationship between 232
bestow affectionate epithets 52
betray professional secrets 57
better achievement results 51
better adjustments between 91
better alternative because 307
better alternative becomes 66
better alternative existed 61
better alternative solution 106
better alternative sources 103
better approximate solution 115
better articulation between 750
better camouflaged against 77
better centralized control 48
better coincidence between 55
better comparative results 90
better comparative studies 114
better comparisons between 292
better compensation package 163
better competitive ability 254
better competitive balance 52
better competitive position 4925
better compromises between 47
better concordance between 66
better conservation measures 65
better consistency between 113
better constructed buildings 166
better consultation between 65
better convergence behavior 139
better convergence between 61
better convergence results 104
better coordinated between 44
better coordinated efforts 59
better coordinated program 61
better coordination between 5513
better correlations between 375
better crystalline quality 124
better development process 59
better development results 55
better dispositions towards 145
better distinctions between 74
better distinguished between 51
better distributed between 149
better distribution between 78
better distribution network 81
better distribution service 45
better distribution systems 179
better ejaculatory control 307
better environment because 48
better equilibrium between 506
better established because 161
better explanatory variable 820
better geographical balance 73
better geographical location 148
better geographical position 488
better illustrated perhaps 113
better illustration perhaps 59
better independent variable 40
better individuals existed 92
better interactions between 117
better intercourse between 49
better longitudinal studies 45
better manufacturing control 44
better manufacturing process 77
better mountaineer perhaps 43
better occupational choices 55
better occupational position 125
better opportunity because 53
better opportunity existed 40
better opportunity offered 479
better optimization results 83
better organization because 41
better partnership between 183
better performance according 51
better performance against 183
better performance because 1053
better performance features 103
better performance figures 87
better performance following 63
better performance measures 531
better performance overall 376
better performance records 427
better performance regarding 75
better performance results 1167
better perspective against 48
better perspective because 45
better perspective regarding 95
better preparatory schools 129
better professional position 62
better professional schools 180
better professional service 111
better prophylaxis against 50
better qualitative results 52
better relationship because 46
better relationship between 6593
better relationship quality 56
better reproduction quality 68
better respiratory function 93
better safeguarded against 120
better segmentation results 269
better shareholder returns 43
better statistical control 109
better statistical material 83
better statistical picture 73
better statistical quality 91
better statistical records 50
better statistical reporting 125
better statistical results 281
better strategical position 139
better supervisory control 43
better temperature control 3348
better transmission quality 364
better understanding arrived 41
better understanding because 132
better understanding between 69871
better understanding certain 125
better understanding current 41
better understanding existed 138
better understanding himself 143
better understanding oneself 97
better understanding regarding 364
better understanding results 147
better understanding towards 54
better understands himself 84
better ventricular function 246
beyond bureaucratic control 48
beyond comparative statics 52
beyond congressional control 223
beyond continental borders 41
beyond continental shelves 44
beyond conventional language 66
beyond conventional measures 47
beyond conventional medical 60
beyond conventional religion 44
beyond conventional research 51
beyond conventional science 53
beyond conventional sources 45
beyond descriptive studies 101
beyond differences between 116
beyond distinctions between 64
beyond expectations because 56
beyond explanations because 41
beyond geographical borders 80
beyond legislative control 1116
beyond politically correct 43
beyond presidential control 128
beyond professional circles 429
beyond professional routine 47
beyond restrictions imposed 42
beyond significant language 140
beyond understanding because 460
bigger contribution towards 48
bigger differences between 442
bigger differential between 40
bigger discrepancy between 56
billion amphetamine tablets 171
billion compensation package 132
billion construction program 275
billion construction project 137
billion development program 538
billion development project 119
billion recoverable barrels 56
binary categorical variable 170
binary comparisons between 325
binary constraints between 188
binary differences between 53
binary distillation columns 268
binary distinctions between 1235
binary distinctive features 874
binary distribution function 642
binary electrolyte solution 204
binary equilibrium diagrams 577
binary equivalence relation 47
binary explanatory variable 419
binary hydrocarbon systems 55
binary independent variable 429
binary interactions between 598
binary longitudinal division 86
binary millisecond pulsars 197
binary relationship between 2661
binary symmetrical channel 167
binary synchronous control 242
binary synchronous counter 175
binary transmission systems 126
biomass differences between 101
biomass distribution between 114
bitter altercations between 74
bitter animosities between 271
bitter antagonisms between 277
bitter catastrophe follows 174
bitter comparisons between 80
bitter confirmation battles 47
bitter controversy against 42
bitter controversy aroused 89
bitter controversy because 99
bitter controversy between 4419
bitter controversy erupted 185
bitter controversy involving 127
bitter controversy regarding 165
bitter denunciations against 435
bitter differences between 462
bitter estrangement between 203
bitter exclamations against 209
bitter factionalism between 48
bitter hostilities against 40
bitter hostilities between 149
bitter imprecations against 366
bitter insinuations against 138
bitter internecine battles 54
bitter internecine warfare 258
bitter intolerance towards 53
bitter legislative battles 103
bitter polarization between 52
bitter presidential contest 52
bitter presidential election 201
bitter recollection crossed 55
bitter relationship between 333
bitter resentments against 178
bitter vituperation against 44
blacks constituted between 52
blending harmoniously together 67
blocking interactions between 62
blocking temperature spectra 218
bloody hostilities between 46
bloody insurrection against 215
bloody internecine warfare 127
bloody persecutions against 134
blurring differences between 237
blurring distinctions between 2844
blurry distinctions between 46
boarding preparatory schools 42
boasts spectacular scenery 40
bodies imperfectly elastic 92
bodies intermediate between 413
bodies occasionally produce 44
bodies perpetually revolve 66
bodies silhouetted against 211
bodily apprehension strongly 93
bodily differences between 1411
bodily distinctions between 45
bodily infirmities brought 43
bodily infirmities increase 89
bodily infirmities obliged 132
bodily relationship between 204
bodily resurrection because 146
bodily temperature usually 101
boiler manufacturing company 43
boldly established himself 58
boldly picturesque features 53
boldly silhouetted against 136
bonded interactions between 1008
bonded relationship between 62
border adjustments between 64
border arrangements between 114
border checkpoints between 86
border controversy between 108
border development program 98
border differences between 166
border enforcement efforts 584
border enforcement measures 698
border established between 74
border formalities between 42
border hostilities between 263
border interactions between 103
border intermediate product 192
border restrictions between 103
border settlements against 96
border territories between 127
border transactions between 505
border transactions involving 323
borrow significant amounts 142
bottle replenished oftener 69
bottom fermentation process 41
bottom temperature remains 88
bottom topographic features 97
boughs silhouetted against 54
bought practically everything 207
bought significant amounts 58
bovine respiratory diseases 222
boyish countenance flushed 57
branch instructions include 60
branch instructions require 137
branch instructions specify 48
breech presentation because 142
breech presentation include 210
breeding distribution pattern 92
breeding experiments between 256
breeding experiments carried 374
breeding experiments involving 242
breeding experiments suggest 41
breeze occasionally stirred 43
bridge constructed according 67
bridge constructed between 88
bridge construction between 51
bridge construction company 289
bridge construction program 94
bridge construction project 748
bridge differences between 1278
bridge established between 163
bridge interactions between 68
bridge manufacturing company 137
bridge replacement program 54
bridge replacement project 74
bridge silhouetted against 65
bridging differences between 666
bridging interactions between 65
bright chanticleer himself 421
bright illumination streamed 66
bright transparent windows 77
broken equilibrium between 40
broken mountainous country 582
broken mountainous terrain 47
broken relationship between 2458
bronze allegorical figures 65
bronze represented victory 73
brother commissioner justice 49
brother constantine enjoyed 51
brother constantine imposed 64
brother distinguished himself 115
brother established himself 53
brother obstinately refused 60
brother relationship between 97
brushing tantalizingly against 44
brutal authoritarian regimes 84
brutal internecine warfare 59
brutal relationship between 45
brutal totalitarian regimes 127
budget appropriation process 129
budget authorization process 45
budget constraints because 247
budget constraints imposed 824
budget constraints limited 213
budget constraints prevent 90
budget constraints require 52
budget constraints resulting 47
budget constraints together 47
budget constraints usually 44
budget consultation process 65
budget development process 2159
budget distinguishes between 67
budget drastically reduced 93
budget expenditure figures 42
budget independent features 47
budget performance reports 1946
budget restaurants usually 121
budget restrictions imposed 116
budget restrictions prevent 51
buffer individuals against 318
buffer inventories between 125
bugged conversation between 123
building alternative sources 43
building bureaucratic empires 124
building comfortable dwellings 51
building communicating therewith 51
building congressional support 101
building constructed according 190
building constructed against 119
building constructed between 397
building construction because 388
building construction between 131
building construction carried 86
building construction company 781
building construction details 307
building construction features 392
building construction include 55
building construction including 120
building construction material 708
building construction permits 286
building construction process 411
building construction program 840
building construction project 2810
building construction started 303
building construction systems 163
building construction usually 51
building construction workers 925
building departments require 307
building development process 332
building development project 42
building distributed computing 129
building distributed systems 1516
building distribution centers 116
building distribution systems 390
building exclusively devoted 83
building friendships between 42
building independent national 117
building institutions capable 113
building intelligent systems 873
building interactive systems 74
building legislative support 55
building magnificent castles 53
building magnificent palaces 323
building magnificent temples 183
building maintenance company 323
building maintenance engineer 41
building maintenance manager 151
building maintenance program 658
building maintenance service 286
building maintenance workers 864
building performance criteria 116
building preservation notices 233
building procurement process 143
building professional careers 43
building relationship between 130
building restrictions imposed 331
building silhouetted against 327
building temperature control 111
building underground bunkers 48
building underground tunnels 40
building understanding between 429
bumped rhythmically against 50
buried hydrophobic surface 103
buried interrupted sutures 190
buried topographic features 50
bustling conversation between 71
butter artificially colored 230
