ideally smooth surfaces 136
implying either complete 50
implying equal treatment 44
implying money received 48
implying social equality 60
import black africans 45
import costs increased 55
import dairy products 172
import files directly 137
import fresh supplies 45
import goods directly 494
import goods produced 393
import goods required 47
import growth remained 41
import indian textiles 40
import items included 194
import large quantity 62
import large supplies 108
import latin american 89
import motor vehicles 315
import price controls 109
import price declines 170
import price equations 155
import price increased 51
import price increases 3160
import price inflation 2808
import price relative 370
import price variables 132
import quota increases 220
import quota licenses 122
import share declined 59
import share equations 181
import share increased 239
import steel products 118
import trade amounted 227
import trade barriers 134
import trade consists 100
import trade declined 240
import trade expanded 51
import trade increased 535
import trade remained 213
import trade suffered 57
import value increased 242
import white laborers 50
import white servants 62
impose alien cultural 41
impose binding decisions 122
impose binding sanctions 45
impose black suffrage 111
impose civil liability 1275
impose civil monetary 308
impose civil sanctions 181
impose entry barriers 48
impose every possible 65
impose false miracles 48
impose gross receipts 63
impose harsh economic 94
impose harsh sanctions 161
impose joint liability 211
impose large economic 81
impose large financial 47
impose legal controls 93
impose legal liability 262
impose legal sanctions 453
impose major economic 64
impose moral sanctions 49
impose negro suffrage 279
impose penal sanctions 546
impose price controls 1621
impose price increases 84
impose racial equality 49
impose rigid controls 301
impose rigid patterns 68
impose royal authority 171
impose social controls 203
impose social equality 75
impose social isolation 53
impose social sanctions 116
impose state authority 40
impose stiff criminal 51
impose stiff sanctions 80
impose strong controls 53
impose strong sanctions 176
impose strong selection 69
impose taxes directly 180
impose tight controls 349
impose tough economic 54
impose tough sanctions 86
impose trade barriers 678
impose trade controls 98
impose trade embargoes 140
impose trade sanctions 2229
impose undue economic 46
impose undue financial 125
impose undue hardship 1779
impose undue pressure 47
impose undue stresses 41
imposing alien cultural 42
imposing civil liability 873
imposing civil sanctions 167
imposing every possible 41
imposing front entrance 299
imposing gothic cathedral 207
imposing harsh economic 59
imposing harsh sanctions 88
imposing joint liability 98
imposing legal liability 179
imposing legal sanctions 189
imposing looking document 46
imposing negro suffrage 166
imposing penal sanctions 244
imposing price controls 1840
imposing rigid controls 118
imposing royal authority 71
imposing social controls 76
imposing social sanctions 74
imposing stage presence 157
imposing state controls 86
imposing stiff sanctions 52
imposing stone edifices 145
imposing stone monument 55
imposing strong sanctions 59
imposing taxes directly 42
imposing tight controls 158
imposing tough sanctions 49
imposing trade barriers 371
imposing trade controls 52
imposing trade embargoes 54
imposing trade sanctions 617
imposing undue financial 142
imposing undue hardship 471
impost would probably 47
impure metal obtained 52
impure sugar solutions 160
impure water containing 127
impure water supplies 529
inborn human capacity 64
inborn human instinct 57
inborn human tendency 49
inbred lines involved 72
inbred lines obtained 69
inbred lines produced 114
inbred lines selected 118
inbred syrian hamsters 91
incest cases reported 92
incest taboo functions 117
incest taboo operates 195
incest taboo prevents 118
incest taboo provides 50
incest taboo requires 46
inches above finished 328
inches above ordinary 96
inches apart lengthwise 68
inches below finished 478
inches below ordinary 51
inches below shoulder 194
inches focal distance 1365
inches stick cinnamon 449
inches total thickness 119
inches under ordinary 63
inches water pressure 295
inches where broadest 53
inches would indicate 56
inches would probably 171
inches would therefore 67
incite class conflict 97
incite class struggle 95
incite slave rebellion 168
inciting armed rebellion 67
inciting slave rebellion 74
income above expenses 208
income above interest 40
income above mentioned 108
income above personal 46
income after accounting 101
income after business 106
income after december 83
income after deduction 1494
income after depletion 93
income after expenses 1127
income after inflation 96
income after interest 784
income after migration 66
income after personal 455
income after provision 374
income after reduction 68
income after salaries 119
income after transfer 116
income alone amounted 48
income arising directly 183
income arising therefrom 3500
income below potential 50
income black children 1811
income black families 4568
income black students 755
income cause increases 48
income change required 43
income civil servants 210
income class families 52
income class interval 113
income class received 127
income comes directly 164
income comes entirely 108
income could actually 101
income could continue 76
income could maintain 42
income could possibly 124
income could purchase 126
income could scarcely 79
income could therefore 79
income cover expenses 56
income dummy variables 57
income earned annually 57
income earned anywhere 49
income earned directly 220
income earned thereafter 58
income earned therefrom 163
income either directly 249
income ethnic minority 487
income falls relative 65
income first increases 114
income flows directly 73
income flows received 96
income funds category 69
income gains achieved 70
income gains relative 69
income gross domestic 154
income gross premiums 236
income gross receipts 75
income group accounts 149
income group actually 109
income group averaged 171
income group averages 138
income group benefits 109
income group category 114
income group children 197
income group compared 355
income group consisting 103
income group consists 277
income group consumed 106
income group consumes 161
income group contains 146
income group declined 107
income group families 1386
income group included 143
income group includes 566
income group increased 546
income group increases 304
income group obtained 53
income group received 586
income group receives 339
income group relative 99
income group remained 146
income group reported 524
income group students 169
income group tourists 205
income growth averaged 119
income growth compared 68
income growth declined 77
income growth exceeded 70
income growth increased 75
income growth increases 258
income growth occurred 114
income growth patterns 62
income growth potential 195
income growth relative 134
income growth remained 43
income growth required 71
income growth requires 44
income housing business 49
income housing delivery 196
income housing directly 51
income housing facility 51
income housing financed 158
income housing policies 696
income housing problems 708
income housing programs 4330
income housing projects 12994
income housing property 281
income housing provided 121
income housing provision 444
income housing remained 52
income housing shortage 293
income housing situation 53
income housing strategy 134
income indian families 68
income items excluded 50
income items included 207
income items received 304
income items reported 71
income large families 71
income latin american 832
income level achieved 219
income level attained 116
income level compared 227
income level constant 55
income level declined 49
income level declines 127
income level decreased 106
income level decreases 94
income level exceeded 131
income level families 261
income level increased 458
income level increases 2400
income level prevailing 44
income level probably 40
income level provided 121
income level provides 40
income level received 105
income level relative 395
income level remained 95
income level reported 100
income level required 276
income level suggests 40
income makes possible 310
income might actually 107
income might generate 95
income might indicate 53
income might otherwise 75
income might therefore 42
income minus business 186
income minus expenses 1638
income minus interest 330
income minus personal 905
income minus transfer 148
income money received 196
income negro children 304
income negro district 49
income negro families 1754
income never amounted 47
income never exceeded 380
income never received 48
income often exceeded 54
income often includes 54
income people actually 140
income people probably 52
income people purchase 109
income people received 71
income people reported 45
income racial minority 288
income rises relative 171
income rises slightly 42
income rural counties 113
income rural dwellers 143
income rural families 1996
income rural migrants 117
income saved increased 52
income saved increases 139
income scale received 73
income senior citizens 1638
income shall continue 90
income share declined 95
income share increased 188
income share received 184
income social security 2175
income stays constant 104
income still increases 49
income still remained 116
income still retained 53
income stream consisting 72
income stream directly 87
income stream expected 128
income stream increases 49
income stream produced 233
income stream provided 73
income stream received 106
income taxed directly 265
income taxes accounting 83
income taxes actually 622
income taxes amounted 783
income taxes annually 98
income taxes assessed 648
income taxes averaged 95
income taxes combined 460
income taxes compared 99
income taxes comprise 84
income taxes computed 607
income taxes consists 143
income taxes continue 49
income taxes declined 191
income taxes decreased 118
income taxes deducted 618
income taxes deferred 757
income taxes designed 59
income taxes directly 291
income taxes entirely 96
income taxes exceeded 122
income taxes expected 84
income taxes foregone 118
income taxes generate 67
income taxes included 217
income taxes includes 171
income taxes increased 1469
income taxes increases 324
income taxes incurred 1071
income taxes interest 210
income taxes involved 61
income taxes involves 70
income taxes liability 129
income taxes minority 156
income taxes normally 64
income taxes otherwise 364
income taxes personal 133
income taxes probably 66
income taxes produced 304
income taxes properly 58
income taxes property 192
income taxes proposed 74
income taxes provided 460
income taxes provides 105
income taxes provision 1886
income taxes pursuant 107
income taxes received 158
income taxes recorded 90
income taxes reflects 61
income taxes relative 85
income taxes remained 125
income taxes reported 289
income taxes required 201
income taxes requires 138
income taxes resulted 84
income total expenses 250
income total interest 56
income total personal 51
income total receipts 70
income total revenues 191
income under flexible 79
income under internal 452
income under schedule 894
income under socialism 177
income under specific 72
income under subtitle 289
income units received 86
income until actually 142
income until benefits 61
income until maturity 128
income until payments 81
income until provision 40
income until received 184
income until withdrawn 86
income urban children 483
income urban dwellers 1650
income urban families 2096
income urban students 163
income where possible 62
income where taxpayer 105
income which accounts 63
income which actually 160
income which affected 40
income which amounted 158
income which attracts 48
income which averaged 83
income which benefits 48
income which compares 41
income which consists 883
income which directly 41
income which exceeded 319
income which excludes 83
income which families 90
income which followed 92
income which formerly 93
income which included 182
income which includes 647
income which increased 143
income which increases 335
income which involves 46
income which normally 121
income which occurred 173
income which otherwise 384
income which prevails 47
income which prevents 67
income which probably 51
income which produced 88
income which produces 84
income which properly 45
income which property 56
income which provided 120
income which provides 408
income which reflects 146
income which remained 162
income which requires 72
income which resulted 375
income which sufficed 102
income which supports 178
income while conserving 48
income while continuing 149
income while disabled 121
income while employed 122
income while minimizing 144
income while performing 53
income while preserving 211
income while protecting 92
income white children 311
income white district 132
income white families 1600
income white students 377
income within families 152
income women received 47
income working families 7534
income would actually 306
income would continue 793
income would diminish 127
income would disappear 187
income would generate 214
income would indicate 298
income would likewise 60
income would maintain 40
income would normally 406
income would obviously 123
income would otherwise 567
income would probably 1494
income would purchase 135
income would scarcely 79
income would seriously 40
income would therefore 618
incoming action potential 530
incoming alpha particle 200
incoming black families 43
incoming black students 208
incoming calls answered 57
incoming calls directly 168
incoming calls received 70
incoming email messages 650
incoming enemy aircraft 814
incoming enemy missiles 954
incoming light direction 209
incoming nerve currents 312
incoming nerve impulses 902
incoming prime minister 3668
incoming sound pressure 45
incoming telex messages 100
incoming tidal currents 152
incoming trunk circuits 218
incoming voice messages 240
incoming water contains 53
incoming water molecule 81
incoming water pressure 170
incoming white settlers 598
incoming women students 41
incurs civil liability 43
incurs every objection 89
incurs extra expenses 48
incurs legal expenses 187
incurs legal liability 106
incurs selling expenses 137
indeed above suspicion 45
indeed alone possible 48
indeed ample evidence 386
indeed anything resembling 46
indeed anything whatever 103
indeed appear beautiful 2857
indeed appear probable 46
indeed appear somewhat 87
indeed appear surprising 120
indeed avoid disputes 165
indeed badly scorched 56
indeed breed contempt 130
indeed cause problems 144
indeed civil servants 41
indeed could perceive 58
indeed could possibly 96
indeed could scarcely 625
indeed could withstand 41
indeed create economic 47
indeed create problems 87
indeed cruel treatment 51
indeed drawn attention 81
indeed draws attention 62
indeed easily complied 63
indeed easily conceive 71
indeed easily discover 102
indeed easily reviewed 108
indeed every american 46
indeed every assembly 96
indeed every christian 392
indeed every cultural 40
indeed every disloyal 45
indeed every movement 42
indeed every particle 52
indeed every physical 44
indeed every possible 157
indeed every province 40
indeed every religious 44
indeed every sentence 116
indeed focus attention 47
indeed found evidence 191
indeed found examples 50
indeed fully admitted 143
indeed fully answered 49
indeed fully conscious 87
indeed fully occupied 170
indeed fully prepared 88
indeed gives evidence 52
indeed human survival 55
indeed large compared 73
indeed large property 74
indeed latin american 82
indeed looks prettily 48
indeed major problems 40
indeed makes explicit 42
indeed makes possible 182
indeed might possibly 124
indeed might usefully 42
indeed nearly everyone 101
indeed nearly finished 54
indeed never entirely 63
indeed never expected 47
indeed never formally 42
indeed never intended 94
indeed never mentioned 61
indeed never occurred 84
indeed never received 70
indeed never returned 63
indeed never seriously 61
indeed never suffered 133
indeed occur sometime 51
indeed often asserted 53
indeed often combined 47
indeed often compared 50
indeed often confused 111
indeed often deceived 125
indeed often directly 51
indeed often employed 62
indeed often essential 121
indeed often esteemed 67
indeed often expected 55
indeed often followed 45
indeed often happened 186
indeed often increased 56
indeed often lectured 87
indeed often mentioned 69
indeed often mistaken 76
indeed often observed 205
indeed often pictured 50
indeed often possible 87
indeed often referred 126
indeed often regarded 138
indeed often required 44
indeed often suppress 40
indeed often wondered 131
indeed opera basilica 42
indeed prime minister 162
indeed prove dangerous 91
indeed prove decisive 59
indeed prove fruitful 48
indeed prove possible 103
indeed prove terrible 41
indeed prove valuable 76
indeed quite accurate 90
indeed quite adequate 44
indeed quite apparent 48
indeed quite beautiful 90
indeed quite commonly 56
indeed quite complete 44
indeed quite contrary 98
indeed quite dangerous 43
indeed quite distinct 201
indeed quite dramatic 41
indeed quite enslaved 68
indeed quite essential 55
indeed quite explicit 112
indeed quite frequent 75
indeed quite handsome 42
indeed quite ignorant 80
indeed quite innocent 50
indeed quite numerous 42
indeed quite opposite 84
indeed quite otherwise 56
indeed quite overcome 56
indeed quite possible 1593
indeed quite possibly 146
indeed quite powerful 83
indeed quite probable 440
indeed quite probably 53
indeed quite properly 59
indeed quite recently 286
indeed quite relevant 40
indeed quite separate 60
indeed quite specific 70
indeed quite surprising 158
indeed quite valuable 42
indeed raise problems 48
indeed raise questions 136
indeed rather handsome 58
indeed rather inclined 87
indeed rather punished 72
indeed rather surprising 156
indeed really distinct 41
indeed risky business 44
indeed seems destined 40
indeed seems possible 80
indeed seems probable 243
indeed seems somewhat 121
indeed seems unlikely 78
indeed small compared 433
indeed small relative 52
indeed still continue 129
indeed still ignorant 45
indeed still indulged 77
indeed still persists 93
indeed still possible 189
indeed still prevails 74
indeed still regarded 48
indeed still remained 173
indeed still retained 133
indeed still somewhat 85
indeed still survives 55
indeed strong evidence 297
indeed strong medicine 45
indeed taken prisoner 64
indeed taken seriously 218
indeed taken strictly 66
indeed thence conclude 132
indeed truly beautiful 51
indeed truly generous 69
indeed truly grateful 41
indeed under ordinary 40
indeed under pressure 120
indeed until recently 594
indeed utter entirely 85
indeed which occurred 95
indeed whole chapters 50
indeed whole cultures 53
indeed whole families 157
indeed whole passages 74
indeed whole villages 70
indeed would commence 48
indeed would consider 86
indeed would continue 74
indeed would persuade 40
indeed would probably 872
indeed would scarcely 212
indeed would sensible 40
indexing social security 1124
indexing terms assigned 183
indexing which involves 83
indoor growing operation 230
indoor radon exposure 719
indoor radon pollution 153
indoor radon problems 68
indoor smoke pollution 73
indoor wards attached 44
indoor water fountain 65
indoor water supplies 52
induce asthma symptoms 47
induce bending stresses 76
induce blood pressure 93
induce bowel movement 72
induce civil servants 45
induce deadly maladies 64
induce either positive 42
induce every american 89
induce false memories 149
induce false positive 64
induce fluid retention 76
induce fluid secretion 97
induce focus formation 95
induce fresh suspicion 55
induce graft rejection 81
induce human prostate 44
induce large currents 90
induce large increases 110
induce large stresses 55
induce large variations 70
induce large voltages 49
induce lasting cellular 159
induce lasting immunity 93
induce latin american 80
induce lethal mutations 50
induce local anesthesia 230
induce local immunity 85
induce local officials 46
induce louis philippe 50
induce manic episodes 77
induce manic symptoms 41
induce motion sickness 957
induce mucus secretion 71
induce nerve impulses 45
induce phase advances 58
induce point mutations 346
induce price increases 113
induce prime minister 51
induce queen elizabeth 104
induce rapid increases 70
induce roman catholics 41
induce serum antibody 44
induce serum sickness 106
induce shearing stresses 46
induce shoot formation 166
induce small children 71
induce small increases 40
induce small voltages 41
induce spore formation 81
induce strong antibody 57
induce strong currents 43
induce strong emotional 72
induce toxic symptoms 149
induce tumor formation 631
induce tumor immunity 72
induce tumor necrosis 367
induce tumor rejection 86
induce water movement 61
induce water retention 78
inducing bending stresses 52
inducing false memories 98
inducing local anesthesia 185
inducing motion sickness 51
inducing point mutations 172
inducing tumor formation 75
inducing tumor necrosis 115
inertia about parallel 112
inertia force increases 44
inertia force produced 94
inertia holds relative 59
inertia which attaches 92
inertia which followed 53
inertia which inhibits 96
inertia which prevents 527
infamy which attached 121
infamy which attaches 132
infamy which attended 66
infant about violently 45
infant after delivery 586
infant after exposure 42
infant after maternal 117
infant babel proceeds 46
infant blood pressure 136
infant brain activity 90
infant brain develops 41
infant child perished 62
infant colic syndrome 266
infant comes equipped 139
infant could maintain 42
infant could possibly 107
infant could scarcely 66
infant feeding behaviors 242
infant feeding decisions 998
infant feeding formulas 1141
infant feeding patterns 1466
infant feeding practice 1028
infant feeding problems 611
infant feeding products 203
infant feeding programs 152
infant feeding regimens 115
infant feeding schedule 47
infant first acquires 53
infant first develops 102
infant first responds 131
infant george washington 89
infant gives evidence 120
infant growth patterns 112
infant hours beguiled 55
infant labor movement 204
infant loses interest 108
infant motor activity 78
infant motor industry 51
infant movie industry 164
infant needs attention 83
infant needs immediate 64
infant needs parental 41
infant often develops 44
infant often presents 54
infant often requires 58
infant queen isabella 108
infant roman republic 105
infant search activity 73
infant shows distress 60
infant shows evidence 174
infant shows increased 42
infant shows interest 71
infant shows symptoms 41
infant sleep patterns 517
infant sleep problems 339
infant social behaviors 71
infant social cognition 290
infant social sciences 132
infant steel industry 157
infant still requires 45
infant sugar industry 107
infant under constant 45
infant under eighteen 67
infant under fourteen 568
infant which survived 59
infant whose condition 109
infant whose innocent 41
infant whose physical 56
infant whose survival 41
infant world displays 51
infant would continue 57
infant would normally 57
infant would probably 198
infect black children 57
infect cells expressing 44
infect older children 94
infect water supplies 93
infect whole families 43
infers either insanity 56
infirm indian officers 77
infirm joint anywhere 81
infirm looking backward 56
influx which followed 41
inform about possible 42
inform funding decisions 57
inform george washington 78
inform local authority 54
inform local citizens 70
inform local officials 145
inform major anderson 53
inform nursing practice 190
inform others concerning 67
inform people concerning 100
inform prime minister 275
inform queen elizabeth 86
inform senior managers 77
inform social policies 79
inform social practice 54
inform social relations 97
inform social security 46
inform social services 131
inform state officials 42
inform teaching practice 160
infringing goods destined 185
infuse fresh vitality 71
infuse indian politics 91
infuse moral elements 65
infusing blood products 52
ingenious author imagines 42
ingenious author observes 175
ingenious author supposes 115
ingenious closing sentence 56
ingenious legal argument 65
ingenious method consists 47
ingenious method employed 156
ingenious method invented 55
ingenious method proposed 99
ingenious reason assigned 40
ingenious sense deprived 104
ingenious social invention 40
ingenious speaking concerning 49
ingenious though somewhat 80
ingenious welsh physician 153
ingested after exercise 46
inguinal canal contains 120
inguinal hernia consists 58
inguinal hernia containing 223
inguinal hernia descends 89
inguinal hernia develops 70
inguinal hernia operation 162
inguinal hernia presents 101
inguinal hernia repaired 84
inguinal hernia requires 52
inhale while performing 71
initial action potential 458
initial action rendered 53
initial acute infection 239
initial acute response 58
initial acute symptoms 99
initial acute treatment 81
initial adult identity 138
initial armed conflict 47
initial basic variables 484
initial biopsy diagnosis 122
initial biopsy specimen 134
initial blood cultures 158
initial blood pressure 5031
initial blood specimen 53
initial bolus followed 134
initial bolus injection 192
initial bombing campaign 60
initial bowel movement 60
initial burning sensation 163
initial burst followed 117
initial cases occurred 44
initial cases reported 43
initial cereal exposure 49
initial change consists 66
initial change occurred 65
initial closing argument 144
initial color selection 50
initial costs incurred 165
initial costs involved 364
initial costs required 62
initial court decisions 68
initial crack direction 80
initial crack extension 327
initial crack formation 104
initial cross sectional 205
initial daily capacity 111
initial decay followed 75
initial dense condition 134
initial draft document 56
initial draft included 46
initial draft prepared 89
initial draft proposal 76
initial drift velocity 62
initial driving pressure 111
initial entry strategy 79
initial entry velocity 71
initial event involves 65
initial event occurred 64
initial event triggering 48
initial filling pressure 123
initial fluid challenge 184
initial fluid pressure 78
initial fluid velocity 96
initial force required 126
initial funding provided 88
initial funds required 84
initial gains achieved 52
initial gauge pressure 250
initial goals included 43
initial grain boundary 137
initial grain moisture 228
initial grant proposal 132
initial grief response 52
initial group formation 121
initial group included 149
initial growth followed 193
initial growth occurred 51
initial growth response 137
initial growth stimulus 49
initial guess obtained 46
initial human clinical 76
initial human response 44
initial image processing 176
initial imaging exposure 60
initial imaging modality 728
initial indian response 54
initial joint ventures 41
initial laser treatment 89
initial latin american 60
initial layer thickness 404
initial learning occurred 46
initial learning problems 61
initial learning situation 233
initial lesion consists 163
initial lesion develops 138
initial lesion followed 42
initial lesion involves 42
initial lesion produced 45
initial light exposure 46
initial light syllable 499
initial linear dimension 57
initial linear momentum 260
initial linear response 71
initial linear velocity 190
initial loading condition 76
initial local response 43
initial local treatment 73
initial locking condition 43
initial lucid interval 83
initial meeting included 71
initial model consists 62
initial model contains 57
initial model included 95
initial model proposed 73
initial money balances 315
initial moral judgment 52
initial motor response 46
initial needs analysis 242
initial nursing diagnosis 87
initial nursing education 123
initial opening movement 115
initial opening pressure 51
initial order quantity 127
initial order respecting 212
initial oxide formation 60
initial oxide thickness 719
initial panic subsided 152
initial paper describing 52
initial parsing decisions 252
initial period followed 72
initial period provided 79
initial period required 121
initial phase consists 244
initial phase followed 198
initial phase included 77
initial phase includes 129
initial phase involved 181
initial phase involves 294
initial phase provides 41
initial phase requires 59
initial phone contacts 81
initial pilot programs 43
initial pilot projects 421
initial plans included 88
initial plant capacity 109
initial plant operation 50
initial point selected 47
initial power spectrum 402
initial power struggle 163
initial press accounts 145
initial press coverage 201
initial price increases 590
initial price movement 76
initial price reduction 110
initial pricing strategy 70
initial pulse followed 54
initial radial distance 82
initial radial velocity 400
initial rapid clearance 138
initial rapid diffusion 63
initial rapid expansion 241
initial rapid formation 80
initial rapid movement 70
initial rapid oxidation 93
initial rapid progress 84
initial rapid recovery 95
initial rapid reduction 175
initial rapid response 168
initial rapid upstroke 63
initial rated capacity 75
initial rates observed 54
initial rates obtained 91
initial resting potential 440
initial resting pressure 43
initial rough estimate 195
initial sales campaign 48
initial sales forecast 232
initial sales promotion 51
initial scoping exercise 53
initial search direction 138
initial search interval 251
initial search strategy 197
initial semen analysis 94
initial sharp boundary 60
initial sheet thickness 330
initial shell thickness 51
initial shock followed 60
initial shock pressure 443
initial shock produced 60
initial shock response 55
initial shock subsided 300
initial shock subsides 128
initial shock treatment 76
initial shock velocity 130
initial short syllable 105
initial slope increases 57
initial small negative 58
initial small positive 94
initial smoking cessation 86
initial social contacts 146
initial social contract 323
initial social positions 44
initial social security 853
initial social situation 53
initial sound pressure 78
initial sound produced 50
initial speed required 63
initial spike followed 147
initial staff included 68
initial stage consists 236
initial stage direction 354
initial stage followed 104
initial stage includes 90
initial stage involved 155
initial stage involves 366
initial stage requires 69
initial state condition 127
initial state consisting 225
initial state consists 398
initial state containing 137
initial state contains 263
initial state electron 159
initial state energies 264
initial state estimate 531
initial state formation 74
initial state includes 78
initial state increases 46
initial state involved 48
initial state involves 74
initial state obtained 66
initial state produces 61
initial state radiative 157
initial state relative 55
initial state required 41
initial state requires 94
initial state response 46
initial state satisfying 170
initial state variables 319
initial steps included 48
initial steps involved 261
initial steps required 141
initial stock issuance 227
initial stock purchase 225
initial strip thickness 67
initial study compared 64
initial study examined 80
initial study included 148
initial study involved 185
initial study provided 85
initial study reported 166
initial study resulted 43
initial study suggests 100
initial teaching alphabet 1857
initial teething problems 619
initial teething troubles 554
initial tests indicate 171
initial topic sentence 98
initial total activity 89
initial total momentum 190
initial total nitrogen 51
initial total pressure 323
initial trade barriers 48
initial treating physician 367
initial trust property 85
initial tumor resection 177
initial tumor response 84
initial urine specimen 78
initial value approach 255
initial value assigned 423
initial value condition 111
initial value equations 204
initial value judgment 115
initial value obtained 139
initial value ordinary 121
initial value problems 7101
initial value provided 54
initial value required 55
initial value supplied 52
initial vapor pressure 346
initial viral infection 502
initial virus infection 242
initial water activity 73
initial water contents 864
initial water potential 73
initial water pressure 133
initial water velocity 59
initial working diagnosis 122
initial working pressure 69
initial wound treatment 46
initial yield condition 171
initial yield stresses 162
initial yield surfaces 201
inject drugs directly 300
inject human interest 97
inject local anesthesia 231
inject sperm directly 41
inject under pressure 115
inject water directly 91
injure cells directly 90
injure enemy soldiers 54
injure small business 50
injure trade relations 42
injury after cerebral 88
injury after cervical 49
injury after coronary 363
injury after exposure 252
injury after occlusion 43
injury after posterior 183
injury after prolonged 382
injury after treatment 103
injury arising directly 61
injury arising therefrom 793
injury cases reported 125
injury could possibly 216
injury could scarcely 45
injury either directly 112
injury first occurred 119
injury flows directly 49
injury might otherwise 55
injury might possibly 54
injury often involves 152
injury often presents 51
injury often produces 113
injury often requires 132
injury often resulted 45
injury playing football 77
injury rates declined 124
injury rates increased 54
injury rates reported 117
injury under ordinary 43
injury which actually 123
injury which affected 155
injury which confined 106
injury which consists 47
injury which deprived 58
injury which deprives 53
injury which destined 79
injury which destroys 164
injury which develops 50
injury which directly 43
injury which disabled 107
injury which disables 40
injury which entitles 179
injury which followed 159
injury which happened 210
injury which includes 95
injury which increases 94
