identically zero throughout 123
illustration from astronomy 55
illustration from chemistry 251
illustration from classical 104
illustration from coleridge 123
illustration from documents 55
illustration from mechanics 48
illustration from practical 40
illustration from professor 161
illustration from scripture 157
illustration here presented 98
illustration just described 71
illustration just discussed 163
illustration just presented 155
illustration used previously 64
illustration were necessary 77
illustration will elucidate 90
illustration will emphasize 99
imaginations have conceived 59
imaginations have sometimes 63
imaginations were altogether 46
imaginations were displayed 69
imaginations were enthralled 53
imaginations were exhausted 41
imaginations were quickened 40
imaginations will doubtless 135
imaginations will naturally 45
imaginative young englishman 45
immeasurable good qualities 50
immeasurable loss sustained 53
immeasurably less important 119
immeasurably more beneficial 67
immeasurably more competent 43
immeasurably more desirable 68
immeasurably more developed 50
immeasurably more difficult 4015
immeasurably more effective 570
immeasurably more efficient 242
immeasurably more excellent 41
immeasurably more expensive 49
immeasurably more extensive 79
immeasurably more favorable 68
immeasurably more fortunate 41
immeasurably more important 2763
immeasurably more interesting 267
immeasurably more intricate 49
immeasurably more sensitive 40
immeasurably more widespread 41
immeasurably more wonderful 108
immemorially been exercised 104
immobilized cell processes 51
immortality among ourselves 60
immortality lies precisely 78
immunization during childhood 170
immunization during pregnancy 1479
immunization were developed 40
impairments have different 42
impairments were associated 75
impeachments from parliament 43
impediments among themselves 44
impediments have prevented 66
imperfection into perfection 181
imperfection means perfection 63
imperialists find themselves 49
imperialists have committed 98
imperialists have converted 43
imperialists have succeeded 149
imperialists kept possession 54
imperialists like churchill 129
imperialists took advantage 79
imperialists took possession 92
imperialists were compelled 204
imperialists were concerned 67
imperialists were convinced 100
imperialists were delivered 49
imperialists were especially 41
imperialists were generally 55
imperialists were victorious 66
imperialists will certainly 163
impetuously into existence 41
implantable bone conduction 53
implantable loop recorders 170
implantation into amorphous 57
implantation more difficult 123
implantation were performed 72
implausibly high estimates 49
implemented best practices 56
implemented data warehouse 48
implemented during president 41
implemented four different 76
implemented from september 122
implemented into commercial 50
implemented into production 103
implemented many different 86
implemented many important 44
implemented more effective 50
implemented more gradually 69
implemented more thoroughly 116
implemented most thoroughly 46
implemented only gradually 238
implemented over different 46
implemented some important 65
implemented these algorithms 122
implemented these practices 84
implemented these proposals 108
implemented these provisions 121
implemented these standards 50
implemented three different 203
implemented user interface 89
implemented very carefully 120
implemented very different 53
implemented very gradually 68
implemented when necessary 140
implemented will determine 125
implications during pregnancy 40
implications from courtroom 56
implications from different 80
implications from hypotheses 52
implications have continued 40
implications have generally 57
implications just discussed 75
implications more carefully 90
implications more generally 73
implications more thoroughly 90
implications only gradually 46
implications seem especially 46
implications very carefully 104
implications very different 123
implications were addressed 45
implications were ambiguous 41
implications were carefully 81
implications were certainly 114
implications were clarified 40
implications were concerned 126
implications were confirmed 48
implications were contained 54
implications were described 61
implications were devastating 122
implications were developed 226
implications were different 170
implications were difficult 68
implications were discussed 777
implications were especially 57
implications were explained 106
implications were expressed 52
implications were extremely 63
implications were frightening 278
implications were generally 79
implications were important 124
implications were momentous 88
implications were perceived 66
implications were perfectly 50
implications were presented 124
implications were suggested 104
implications were thoroughly 60
implications were uncertain 42
implications when considering 509
implications when displayed 45
implications will certainly 48
implications will doubtless 67
implications worth considering 56
importations from california 43
importations from countries 137
importations from elsewhere 64
importations were necessary 63
imprecations upon themselves 125
imprecations were denounced 62
impregnable base describes 40
improvement among themselves 64
improvement during childhood 92
improvement during pregnancy 300
improvement from depression 80
improvement from employees 60
improvement from generation 225
improvement have continued 45
improvement have generally 180
improvement into existence 56
improvement just described 54
improvement loan insurance 159
improvement made necessary 40
improvement more difficult 163
improvement more effective 54
improvement more generally 63
improvement more important 41
improvement must accompany 56
improvement over aristotle 63
improvement over available 71
improvement over classical 217
improvement over conditions 578
improvement over currently 121
improvement over descartes 44
improvement over feudalism 75
improvement over previously 484
improvement over primitive 67
improvement over sequential 143
improvement over yesterday 206
improvement plan described 109
improvement plan developed 60
improvement their ministers 73
improvement very difficult 75
improvement were available 60
improvement were developed 105
improvement were discussed 146
improvement were extremely 42
improvement were generally 55
improvement were gradually 43
improvement were important 44
improvement were necessary 68
improvement were presented 64
improvement were projected 43
improvement were studiously 55
improvement were suggested 103
improvement when completed 56
improvement when necessary 81
improvement will certainly 129
improvement will doubtless 67
improvement will generally 123
improvement will gradually 96
improvement will naturally 125
improvement will sometimes 72
improvement your excellent 118
imprudently been collected 64
inactivated during incubation 45
inactivated when incubated 99
inactivation rate constants 1192
inactivation time constants 348
inadvertent have performed 70
inadvisable during pregnancy 80
inaugurated lord protector 70
inaugurated many important 74
inaugurated steam navigation 70
inaugurated three centuries 56
inaugurated vice president 766
incantations were performed 178
incarcerate drug offenders 55
incarcerating drug offenders 93
incendiaries kept themselves 44
incendiaries were scattered 51
incessantly among themselves 421
inclinations must themselves 49
inclinations were altogether 54
inclinations were certainly 60
inclinations were concerned 260
inclinations were consulted 67
inclinations were decidedly 116
inclinations were different 95
inclinations were expressed 49
inclinations were masculine 81
inclinations were naturally 154
incoherence into coherence 117
incompetent anal sphincter 114
incompetent calf perforating 83
incompetent from ignorance 64
incorporate best practices 581
incorporate data collection 128
incorporate four different 91
incorporate into classroom 67
incorporate into ourselves 150
incorporate into political 46
incorporate into themselves 725
incorporate many additional 117
incorporate many different 1813
incorporate many important 113
incorporate more effective 88
incorporate more efficient 83
incorporate more elaborate 202
incorporate more extensive 76
incorporate more knowledge 67
incorporate other countries 67
incorporate other desirable 40
incorporate other dimensions 84
incorporate other documents 135
incorporate other important 298
incorporate other ingredients 50
incorporate other provisions 140
incorporate other societies 72
incorporate prior knowledge 985
incorporate some additional 312
incorporate some discussion 82
incorporate some important 200
incorporate some indication 46
incorporate some interesting 56
incorporate some knowledge 89
incorporate some mechanism 191
incorporate some provisions 46
incorporate some reference 112
incorporate some technical 100
incorporate such additional 103
incorporate such companies 71
incorporate such compounds 143
incorporate such conditions 56
incorporate such diversity 53
incorporate such important 97
incorporate such knowledge 283
incorporate such phenomena 68
incorporate such practices 79
incorporate such processes 116
incorporate such provisions 248
incorporate such qualities 48
incorporate such standards 74
incorporate their community 44
incorporate their expertise 68
incorporate their histories 72
incorporate their interests 237
incorporate their knowledge 360
incorporate their political 62
incorporate their practices 162
incorporate their provisions 66
incorporate their responses 73
incorporate their sexuality 68
incorporate their territory 93
incorporate these additional 780
incorporate these arguments 41
incorporate these attitudes 62
incorporate these compounds 40
incorporate these conditions 293
incorporate these countries 41
incorporate these different 579
incorporate these dimensions 356
incorporate these dynamical 130
incorporate these estimates 63
incorporate these exercises 113
incorporate these fragments 43
incorporate these important 425
incorporate these ingredients 197
incorporate these interests 106
incorporate these movements 65
incorporate these phenomena 293
incorporate these practices 549
incorporate these processes 426
incorporate these proposals 59
incorporate these provinces 68
incorporate these provisions 516
incorporate these qualities 275
incorporate these resources 120
incorporate these responses 111
incorporate these standards 586
incorporate these traditions 64
incorporate those interests 63
incorporate those practices 53
incorporate those provisions 126
incorporate those qualities 94
incorporate those standards 67
incorporate three additional 99
incorporate three different 213
incorporate three important 73
incorporate very different 194
incorporate your knowledge 63
incorporating best practices 157
incorporating data collected 56
incorporating four different 73
incorporating high standards 135
incorporating into ourselves 71
incorporating into themselves 221
incorporating many different 498
incorporating more effective 45
incorporating more efficient 44
incorporating more extensive 45
incorporating more knowledge 46
incorporating other documents 55
incorporating other important 48
incorporating prior knowledge 351
incorporating some additional 170
incorporating some important 87
incorporating such additional 55
incorporating such equipment 54
incorporating such knowledge 105
incorporating such practices 59
incorporating such provisions 165
incorporating their interests 70
incorporating their knowledge 112
incorporating their practices 45
incorporating their provisions 57
incorporating their substance 48
incorporating their territory 40
incorporating these additional 178
incorporating these companies 48
incorporating these conditions 75
incorporating these countries 46
incorporating these different 83
incorporating these dimensions 52
incorporating these important 73
incorporating these ingredients 69
incorporating these phenomena 52
incorporating these practices 82
incorporating these processes 87
incorporating these proposals 102
incorporating these provisions 316
incorporating these qualities 78
incorporating these resources 47
incorporating these standards 165
incorporating those provisions 53
incorporating three different 113
incorporating very different 50
incorrectly been described 43
incremental cost associated 538
incremental cost estimates 254
incremental cost principle 141
incremental cost reductions 60
incremental heating technique 69
incremental risk associated 121
incremental time intervals 43
incremental zone transfers 793
incriminating oral admissions 99
indecencies were committed 48
indentations were performed 122
independent among themselves 309
independent arab countries 586
independent arab palestine 1415
independent arab political 86
independent arab territory 41
independent arms production 79
independent army commander 117
independent asian countries 512
independent auto companies 60
independent body appointed 232
independent body concerned 46
independent body corporate 100
independent body supported 43
independent book publisher 106
independent care providers 80
independent city districts 110
independent city republics 73
independent coal companies 292
independent coal operators 343
independent coal producers 154
independent cost estimates 491
independent data available 74
independent data collected 77
independent data collection 268
independent data protection 208
independent data structure 133
independent data transfers 41
independent dating technique 43
independent evil principle 86
independent farm operators 371
independent farm ownership 101
independent farm producers 48
independent film community 340
independent film companies 825
independent film directors 104
independent film festivals 329
independent film producers 901
independent film production 3197
independent finger movements 587
independent fire companies 46
independent firm specializing 57
independent food merchants 64
independent food producers 57
independent food production 121
independent food retailers 326
independent food standards 83
independent from byzantium 47
independent from commercial 51
independent from corporate 63
independent from dependent 146
independent from different 40
independent from executive 256
independent from frequency 58
independent from knowledge 61
independent from mainstream 47
independent from microsoft 185
independent from neighboring 207
independent from perception 54
independent from political 1387
independent from production 164
independent from themselves 70
independent from yugoslavia 205
independent fund directors 90
independent game developer 111
independent gene expression 463
independent gene regulation 64
independent health insurance 243
independent health profession 96
independent hearing examiners 143
independent home inspection 57
independent host computers 141
independent ideas collected 102
independent india continued 59
independent india dominated 58
independent india inherited 186
independent iron transport 66
independent land ownership 210
independent leasing companies 566
independent life flickered 52
independent life insurance 111
independent limb movements 115
independent living apartment 105
independent living community 121
independent living conditions 66
independent living difficult 58
independent living movements 160
independent living organisms 147
independent living residents 63
independent living resources 51
independent living situations 748
independent mass movements 72
independent mass political 81
independent media commission 63
independent media companies 94
independent media producers 148
independent media production 124
independent mine operators 155
independent mining companies 224
independent mining operations 46
independent oral agreement 55
independent oral traditions 109
independent peace activists 124
independent peace initiative 53
independent peace movements 244
independent peer reviewers 58
independent poll conducted 44
independent poor countries 72
independent radio producers 66
independent radio production 46
independent rate constants 427
independent reading abilities 59
independent reading selections 62
independent risk indicator 75
independent risk predictor 60
independent ruling dynasties 40
independent seed companies 151
independent tank battalions 450
independent tank formations 89
independent tank regiments 341
independent task completion 67
independent time constants 187
independent time intervals 68
independent time reference 179
independent tour operators 285
independent town districts 110
independent truth commission 44
independent truth conditions 82
independent union activists 58
independent union affiliated 62
independent union federation 75
independent union leadership 70
independent union movements 193
independent user interface 457
independent video producers 187
independent video production 260
independent whig candidate 43
independent work performed 48
independent young gentleman 43
independent youth movements 67
indictments were announced 270
indictments were defective 49
indictments were delivered 46
indictments were dismissed 598
indictments were preferred 342
indictments were presented 217
indifferent health prevented 72
indifferent what expression 64
indignantly among themselves 47
indignantly have repudiated 133
indignities were committed 45
indignities were continued 44
indignities were inflicted 204
indirections find directions 1237
indiscretion were repressed 47
individuals acting privately 89
individuals acting rationally 151
individuals ally themselves 40
individuals also determine 54
individuals also developed 62
individuals also displayed 73
individuals also exhibited 67
individuals also expressed 111
individuals also indicated 55
individuals also influence 99
individuals also represent 49
individuals also sometimes 62
individuals also typically 40
individuals among civilized 84
individuals among different 178
individuals among ourselves 170
individuals among themselves 1142
individuals bearing different 69
individuals best qualified 612
individuals bind themselves 122
individuals call themselves 135
individuals deny themselves 44
individuals during childhood 180
individuals during different 79
individuals during pregnancy 72
individuals face different 233
individuals facing different 60
individuals fall somewhere 112
individuals feel alienated 117
individuals feel committed 51
individuals feel compelled 315
individuals feel competent 78
individuals feel confident 122
individuals feel connected 58
individuals feel depressed 46
individuals feel different 42
individuals feel empowered 101
individuals feel important 53
individuals feel increasingly 42
individuals feel motivated 95
individuals feel obligated 164
individuals feel powerless 207
individuals feel pressured 175
individuals feel satisfied 69
individuals feel themselves 639
individuals felt compelled 89
individuals felt themselves 202
individuals find different 80
individuals find difficult 86
individuals find expression 40
individuals find happiness 69
individuals find ourselves 42
individuals find themselves 7330
individuals form attitudes 91
individuals form coalitions 59
individuals form different 43
individuals form judgments 57
individuals form themselves 184
individuals free themselves 180
individuals from accidents 51
individuals from aggregate 215
individuals from aggression 49
individuals from approaching 68
individuals from arbitrary 864
individuals from california 96
individuals from childhood 384
individuals from commercial 45
individuals from community 207
individuals from companies 84
individuals from conception 128
individuals from considering 73
individuals from contracting 123
individuals from controlling 54
individuals from cooperating 42
individuals from corporate 109
individuals from countries 583
individuals from criticism 47
individuals from defamation 73
individuals from depression 49
individuals from developed 143
individuals from different 18663
individuals from disparate 162
individuals from divergent 81
individuals from domination 43
individuals from elsewhere 199
individuals from encroaching 181
individuals from ethnically 49
individuals from excessive 167
individuals from extremely 52
individuals from federally 61
individuals from fragments 49
individuals from generation 244
individuals from identifying 60
individuals from ignorance 44
individuals from important 47
individuals from injustice 146
individuals from interacting 45
individuals from interfering 343
individuals from intrusions 43
individuals from mainstream 144
individuals from maintaining 120
individuals from neighboring 509
individuals from obedience 53
individuals from oppressed 137
individuals from oppression 153
individuals from political 259
individuals from population 447
individuals from practices 111
individuals from preschool 150
individuals from previously 90
individuals from production 60
individuals from progressing 42
individuals from prominent 50
individuals from recognizing 110
individuals from reproducing 133
individuals from retaliation 98
individuals from scattered 40
individuals from societies 113
individuals from spiritual 40
individuals from surrounding 104
individuals from themselves 529
individuals from throughout 448
individuals from undertaking 170
individuals from unrelated 60
individuals from virtually 111
individuals gain knowledge 196
individuals gave themselves 67
individuals give different 88
individuals give expression 62
individuals give themselves 249
individuals harm themselves 56
individuals have abandoned 114
individuals have abilities 62
individuals have accounted 40
individuals have additional 95
individuals have addressed 74
individuals have advocated 220
individuals have alienated 59
individuals have assembled 50
individuals have associated 186
individuals have attempted 1192
individuals have attitudes 94
individuals have attracted 50
individuals have available 414
individuals have basically 47
individuals have benefited 456
individuals have bilateral 87
individuals have biological 66
individuals have certainly 103
individuals have challenged 150
individuals have circulating 102
individuals have cognitive 137
individuals have collected 120
individuals have commenced 49
individuals have commented 128
individuals have committed 507
individuals have completed 512
individuals have conceived 45
individuals have concluded 153
individuals have conducted 102
individuals have confirmed 50
individuals have conflicting 424
individuals have congenital 90
individuals have consented 103
individuals have continued 452
individuals have converted 60
individuals have convinced 44
individuals have corrected 51
individuals have dedicated 81
individuals have defective 84
individuals have deficient 42
individuals have descended 61
individuals have described 209
individuals have developed 2599
individuals have different 8669
individuals have discretion 66
individuals have discussed 84
individuals have displayed 145
individuals have divergent 52
individuals have effective 51
individuals have emigrated 66
individuals have endeavored 46
individuals have entrusted 49
individuals have especially 53
individuals have excellent 62
individuals have excessive 63
individuals have exclusive 91
individuals have exercised 113
individuals have exhausted 73
individuals have exhibited 152
individuals have expertise 54
individuals have exploited 82
individuals have expressed 640
individuals have extensive 195
individuals have extremely 152
individuals have forgotten 109
individuals have fulfilled 90
individuals have furnished 67
individuals have generally 503
individuals have generated 58
individuals have graciously 87
individuals have gradually 179
individuals have graduated 70
individuals have histories 77
individuals have identical 1688
individuals have imperfect 73
individuals have important 188
individuals have increasingly 269
individuals have indicated 349
individuals have influence 146
individuals have inherited 362
individuals have insurance 51
individuals have intentions 45
individuals have interests 365
individuals have intrinsic 147
individuals have knowledge 270
individuals have literally 55
individuals have naturally 128
individuals have occasional 42
individuals have organized 190
individuals have overlapping 146
individuals have ownership 75
individuals have perceived 91
individuals have performed 244
individuals have permanent 81
individuals have persisted 60
individuals have political 73
individuals have possessed 111
individuals have practiced 53
individuals have precisely 149
individuals have preferred 194
individuals have presented 189
individuals have preserved 89
individuals have prevailed 52
individuals have previously 238
individuals have professed 45
individuals have prospered 46
individuals have protested 67
individuals have published 172
individuals have purchased 215
individuals have qualities 42
individuals have questioned 117
individuals have reasonable 50
individuals have recovered 139
individuals have recurrent 105
individuals have regularly 58
individuals have renounced 80
individuals have repeatedly 139
individuals have requested 127
individuals have resources 52
individuals have responded 472
individuals have satisfied 58
individuals have sometimes 478
individuals have struggled 174
individuals have subjected 44
individuals have submitted 74
individuals have succeeded 611
individuals have succumbed 87
individuals have suggested 614
individuals have supported 213
individuals have sustained 151
individuals have testified 50
individuals have themselves 128
individuals have typically 135
individuals have undergone 924
individuals have uniformly 40
individuals have unlimited 95
individuals have unusually 65
individuals have virtually 167
individuals have witnessed 82
individuals having committed 73
individuals having completed 44
individuals having different 1978
individuals having expertise 56
individuals having identical 214
individuals having influence 51
individuals having interests 103
individuals having knowledge 158
individuals having undergone 120
individuals held different 54
individuals help themselves 214
individuals here assembled 52
individuals here described 41
individuals hold attitudes 49
individuals hold different 229
individuals hold themselves 123
individuals into association 69
individuals into community 179
individuals into compliance 44
individuals into consumers 44
individuals into corporate 66
individuals into different 790
individuals into effective 102
individuals into existence 105
individuals into leadership 85
individuals into mainstream 181
individuals into organized 68
individuals into permanent 68
individuals into political 216
individuals into situations 84
individuals into societies 126
individuals into subgroups 116
individuals into submission 45
individuals into unmediated 48
individuals just described 156
individuals just discussed 41
individuals keep themselves 44
individuals kill themselves 154
individuals know themselves 223
individuals lack awareness 43
individuals lack knowledge 73
individuals learn attitudes 44
individuals learn different 64
individuals lend themselves 45
individuals less dependent 126
individuals less fortunate 68
individuals like alexander 82
individuals like frederick 58
individuals like ourselves 578
individuals like professor 65
individuals like themselves 1216
individuals link themselves 49
individuals living elsewhere 83
individuals lose themselves 141
individuals made available 56
individuals made important 204
individuals made redundant 104
individuals made themselves 95
individuals make contracts 53
individuals make different 279
individuals make excellent 84
individuals make extensive 43
individuals make important 121
individuals make judgments 397
individuals make political 64
individuals make purchases 45
individuals make themselves 401
individuals make voluntary 48
individuals making different 65
individuals making judgments 84
individuals making purchases 53
individuals making themselves 59
individuals meet regularly 41
individuals more carefully 46
individuals more competent 42
individuals more concerned 137
individuals more dependent 107
individuals more different 56
individuals more difficult 141
individuals more distantly 50
individuals more effective 291
individuals more efficient 82
individuals more favorably 48
individuals more generally 107
individuals more important 92
individuals more precisely 55
individuals more receptive 91
individuals more resistant 60
individuals more sensitive 271
individuals more thoroughly 43
individuals most certainly 50
individuals most competent 72
individuals most concerned 884
individuals most important 84
individuals most qualified 190
individuals most resistant 85
individuals most sensitive 56
individuals must carefully 62
individuals must certainly 52
individuals must construct 113
individuals must cooperate 172
individuals must cultivate 63
individuals must determine 225
individuals must establish 111
individuals must generally 104
individuals must interpret 77
individuals must recognize 446
individuals must reconcile 55
individuals must represent 42
individuals must reproduce 45
individuals must sacrifice 199
individuals must sometimes 145
individuals must structure 64
individuals must surrender 72
individuals must themselves 101
individuals must undertake 108
individuals need additional 90
individuals need different 139
individuals need protection 157
individuals open themselves 76
individuals over different 57
individuals over themselves 41
individuals owning telegraph 120
individuals play different 249
individuals play important 99
individuals push themselves 57
individuals rate themselves 221
individuals rating themselves 46
individuals reach different 46
individuals react adversely 47
individuals rely primarily 58
individuals seeing themselves 74
individuals seek different 64
individuals seek protection 54
individuals seek rationally 55
individuals seem especially 73
individuals seem generally 44
individuals seem incapable 66
individuals show different 202
individuals show themselves 164
individuals sold themselves 47
individuals some protection 62
individuals sort themselves 147
individuals such additional 69
individuals take advantage 626
individuals take different 107
individuals take ownership 43
individuals take themselves 75
individuals taking advantage 293
individuals taking different 51
individuals taking medication 53
individuals tell themselves 96
individuals there doubtless 44
individuals think themselves 69
individuals those qualities 59
individuals took advantage 629
individuals took possession 41
individuals treat themselves 67
individuals turn themselves 56
individuals unto themselves 55
individuals upon themselves 106
individuals used different 61
individuals vary inversely 48
individuals very different 212
individuals very difficult 64
individuals view themselves 1325
individuals want different 65
individuals well qualified 116
individuals were abandoned 44
individuals were accordingly 52
individuals were accounted 47
individuals were acquitted 90
individuals were addressed 79
individuals were affiliated 118
individuals were afflicted 93
individuals were alienated 78
individuals were allegedly 85
individuals were allocated 170
individuals were appointed 935
individuals were arraigned 62
individuals were assaulted 42
individuals were assembled 151
individuals were associated 440
individuals were attracted 520
individuals were authorized 245
individuals were available 556
individuals were basically 100
individuals were carefully 297
individuals were certainly 252
individuals were certified 63
individuals were challenged 81
individuals were clustered 51
individuals were collected 1789
individuals were committed 372
individuals were compelled 409
individuals were competent 104
individuals were conceived 121
individuals were concerned 3549
individuals were condemned 331
individuals were conducted 181
individuals were confident 62
individuals were confirmed 125
individuals were connected 326
individuals were consulted 202
individuals were contacted 595
individuals were contained 77
individuals were converted 262
individuals were convicted 661
individuals were convinced 206
individuals were correctly 130
individuals were currently 118
individuals were dedicated 65
individuals were deficient 67
individuals were denounced 99
individuals were dependent 207
individuals were deposited 90
individuals were depressed 45
individuals were descended 44
individuals were described 599
individuals were destroyed 164
individuals were developed 144
individuals were different 318
individuals were difficult 88
individuals were discarded 65
individuals were discussed 149
individuals were dismissed 139
individuals were dispersed 74
individuals were displaced 122
individuals were dissected 105
individuals were disturbed 63
individuals were doubtless 81
individuals were effective 46
individuals were employees 119
individuals were empowered 131
individuals were entrusted 85
individuals were especially 431
individuals were estimated 309
individuals were evacuated 54
individuals were evaluated 329
individuals were evidently 92
individuals were excavated 186
individuals were exceedingly 41
individuals were exceptions 50
individuals were exhausted 49
individuals were exhibited 45
individuals were exploited 52
individuals were expressed 57
individuals were expressly 44
individuals were extremely 432
individuals were forbidden 301
individuals were fortunate 48
individuals were generally 1136
individuals were generated 73
individuals were genuinely 119
individuals were gradually 187
individuals were identical 336
individuals were immunized 98
individuals were important 467
individuals were impressed 56
individuals were incapable 211
individuals were increasingly 416
individuals were indicated 58
individuals were invariably 86
individuals were justified 55
individuals were juveniles 47
individuals were kidnapped 52
individuals were liberated 79
individuals were literally 53
individuals were massacred 47
individuals were monitored 108
individuals were motivated 607
individuals were naturally 196
individuals were necessary 150
individuals were nominated 303
individuals were noticeably 42
individuals were obligated 101
individuals were officially 106
individuals were oppressed 62
individuals were organized 162
individuals were perceived 374
individuals were perfectly 218
individuals were performed 65
individuals were permitted 1650
individuals were persuaded 157
individuals were portrayed 121
individuals were positioned 79
individuals were possessed 208
individuals were powerless 145
individuals were precisely 41
individuals were predicted 65
individuals were preferred 51
individuals were presented 579
individuals were preserved 158
individuals were prevented 377
individuals were previously 147
individuals were primarily 351
individuals were processed 195
individuals were prominent 155
individuals were protected 482
individuals were published 94
individuals were qualified 74
individuals were questioned 279
individuals were reassigned 46
individuals were recovered 1023
individuals were recruited 780
individuals were regularly 191
individuals were regulated 44
individuals were relocated 64
individuals were reluctant 381
individuals were repeatedly 105
individuals were requested 162
individuals were requisite 75
individuals were residents 91
individuals were resistant 79
individuals were respected 110
individuals were routinely 75
individuals were satisfied 337
individuals were scattered 230
individuals were scheduled 45
individuals were secondary 66
individuals were sensitive 70
individuals were sentenced 517
individuals were separated 357
individuals were sequenced 57
individuals were similarly 190
individuals were socialized 299
individuals were solicited 70
individuals were sometimes 827
individuals were specified 62
individuals were subjected 1154
individuals were submitted 77
individuals were suggested 57
individuals were summarily 43
individuals were supported 110
individuals were surprised 55
individuals were suspected 126
individuals were suspended 56
individuals were swallowed 74
individuals were themselves 270
individuals were thoroughly 49
individuals were tolerated 47
individuals were typically 236
individuals were uncertain 53
individuals were uncovered 201
individuals were uniformly 60
individuals were unlimited 52
individuals were unusually 48
individuals were virtually 141
individuals when considering 62
individuals when different 50
individuals when interacting 42
individuals when necessary 171
individuals when presented 50
individuals when subjected 45
individuals whom newspaper 52
individuals will appreciate 94
individuals will attribute 69
individuals will calculate 44
individuals will certainly 209
individuals will construct 62
individuals will cooperate 173
individuals will determine 276
individuals will doubtless 80
individuals will emphasize 262
individuals will encounter 334
individuals will establish 143
individuals will generally 733
individuals will gradually 193
individuals will gravitate 109
individuals will increasingly 307
individuals will influence 207
individuals will interpret 281
individuals will invariably 123
individuals will naturally 557
individuals will predecease 76
individuals will rationally 82
individuals will recognize 359
individuals will regularly 56
individuals will represent 154
individuals will reproduce 128
individuals will sacrifice 110
individuals will sometimes 502
individuals will stimulate 49
individuals will subscribe 57
individuals will surrender 40
individuals will themselves 122
individuals will transform 50
individuals will typically 288
individuals will tyrannize 76
individuals will undertake 212
individuals will volunteer 99
individuals work themselves 59
indomitable will conquered 112
indomitable will sustained 43
indomitable will triumphed 78
indomitable youth addressed 48
indubitably more important 42
inducements more effective 55
inducements were available 52
inducements were necessary 280
inducements were presented 73
inducements were suggested 61
inductively from empirical 174
indulgences were announced 48
indulgences were available 57
indulgences were naturally 40
indulgences were published 110
indulgences were sometimes 55
industrially least developed 54
industrially less developed 2486
industrially more developed 3796
industrially more efficient 97
industrially more important 87
industrially most developed 1286
industrially most important 658
industrially very important 298
industrially well developed 506
ineffective coping mechanism 67
ineffective coping responses 157
ineffective when presented 89
ineffective when swallowed 61
inefficient data structure 41
inefficient food production 58
inefficient fuel combustion 45
inefficient work practices 523
inefficient work processes 202
inequitable land ownership 194
inequitable wage structure 46
inestimable boon conferred 42
inestimable harm throughout 49
inestimably more difficult 45
inestimably more important 115
inexpensive data collection 107
inexpensive food available 50
inexpensive health insurance 107
inexpensive home computers 173
inexpensive land available 72
inexpensive life insurance 125
inexpensive mass production 257
