heading across town to 99
health crisis such as 91
health damage from the 56
health degree from the 52
health depend upon the 247
health events such as 103
health exists only in 52
health exists when the 69
health failed during the 111
health failed early in 59
health fields such as 333
health groups such as 137
health habits among the 90
health habits during the 51
health habits early in 56
health habits must be 138
health habits need to 42
health habits such as 1557
health habits will be 66
health hazard during the 48
health hazard from the 551
health hazard must be 63
health hazard such as 57
health hazard when it 231
health hazard when the 56
health hazard will be 57
health impact from the 49
health inputs such as 64
health issues among the 110
health issues during the 332
health issues facing the 367
health issues from the 213
health issues into the 249
health issues must be 362
health issues need to 95
health issues over the 65
health issues prior to 118
health issues such as 6504
health issues tend to 50
health issues were the 47
health issues will be 413
health levels among the 43
health mental health is 60
health nurses during the 91
health nurses from the 330
health nurses have an 131
health nurses have the 259
health nurses have to 56
health nurses must be 959
health nurses need to 1802
health nurses play an 58
health nurses tend to 43
health nurses were the 103
health nurses will be 465
health nurses work in 494
health occurs when the 82
health planning from the 99
health planning must be 48
health planning will be 73
health policy during the 567
health policy from the 235
health policy into the 65
health policy making in 288
health policy making is 54
health policy must be 214
health policy need to 45
health policy over the 166
health policy such as 80
health policy will be 237
health reasons during the 52
health reasons lies at 133
health reasons such as 161
health record from the 56
health record must be 106
health record will be 89
health reform during the 68
health reform plan in 57
health reform will be 101
health report from the 114
health resort during the 69
health resort from the 64
health result from the 84
health scares such as 58
health sector during the 213
health sector from the 85
health sector into the 41
health sector must be 136
health sector over the 241
health sector such as 70
health sector there is 51
health sector will be 241
health settings such as 280
health should also be 539
health should come to 44
health should have no 62
health should have the 89
health should make it 92
health spending during the 48
health spending over the 78
health spending will be 53
health states such as 83
health status among the 1300
health status during the 381
health status from the 257
health status must be 343
health status need to 49
health status over the 351
health status prior to 307
health status such as 372
health status tend to 67
health status used in 53
health status were the 54
health status when the 55
health status will be 391
health stemming from the 50
health suffer from the 75
health system during the 349
health system from the 303
health system into the 90
health system must be 307
health system need to 54
health system over the 187
health system prior to 147
health system such as 157
health system were to 47
health system will be 863
health through lack of 77
health through most of 65
health through much of 50
health topics such as 711
health unless there is 56
health without having to 133
health without loss of 46
health worker during the 72
health worker from the 286
health worker must be 548
health worker will be 531
heaping curses upon the 87
heaping honors upon the 115
heaping plates full of 46
heaping praise upon the 309
heaping stones over the 54
heaping stones upon it 47
heaping sundry logs on 46
heaps praise upon the 117
heard almost from the 121
heard almost none of 76
heard almost nothing of 370
heard already from my 47
heard already from the 174
heard anglers speak of 79
heard another from the 83
heard another kind of 160
heard another like it 52
heard another pair of 90
heard another roar of 41
heard another shot ring 45
heard another side of 60
heard another tale of 49
heard another theory of 82
heard another word of 312
heard another word on 94
heard anthony speak of 49
heard anyone call it 133
heard anyone call me 128
heard anyone call my 56
heard anyone call the 63
heard anyone come in 184
heard anyone come up 125
heard anyone else do 92
heard anyone else in 60
heard anyone else sing 164
heard anyone from the 70
heard anyone make the 43
heard anyone name me 97
heard anyone play so 63
heard anyone play the 176
heard anyone speak as 137
heard anyone speak in 188
heard anyone speak it 46
heard anyone speak of 1060
heard anyone speak so 316
heard anyone speak the 55
heard anyone speak to 181
heard anyone talk as 188
heard anyone talk of 104
heard anyone talk so 195
heard anyone talk the 43
heard anyone talk to 116
heard appeals from the 2161
heard aright when the 67
heard before among the 42
heard before came to 48
heard before coming to 97
heard before from my 75
heard before from the 365
heard before leaving the 157
heard before making the 72
heard before only in 90
heard before when he 73
heard before when the 44
heard bessie smith sing 124
heard better news in 82
heard better news of 40
heard better when the 80
heard blasts from the 47
heard brutus speak in 59
heard bursting from the 143
heard cannon fire in 44
heard chanting from the 73
heard cheering from the 96
heard cheers from the 95
heard chopin play the 44
heard christ saying to 54
heard christ speak to 45
heard clearly from the 206
heard clearly over the 268
heard clearly what he 73
heard clearly when the 42
heard direct from the 244
heard divers crying in 75
heard drifting from the 42
heard drifting over the 53
heard dropping into the 56
heard earlier from the 142
heard emerging from the 130
heard enough during the 91
heard enough from me 160
heard enough from my 47
heard enough from the 594
heard enough over the 51
heard enough talk of 45
heard enough talk to 66
heard escaping from the 167
heard except among the 45
heard except during the 77
heard except from the 149
heard except those of 46
heard except when the 189
heard farther down the 42
heard floating down the 52
heard floating over the 148
heard further down the 43
heard further from me 95
heard further from the 207
heard further news of 66
heard giggling from the 59
heard gossip from the 41
heard groaning from the 41
heard groans from the 192
heard hitler speak at 72
heard hitler speak in 164
heard honest mirth in 43
heard horses coming up 108
heard horses speak of 97
heard hounds baying in 49
heard hurrying down the 42
heard lately from my 90
heard lately from the 186
heard laughing from the 54
heard laughing over the 40
heard little bits of 57
heard little from my 58
heard little from the 265
heard little good of 411
heard little more of 258
heard little news of 73
heard little said of 60
heard little talk of 80
heard mention made of 1047
heard mostly from the 56
heard myself asking if 43
heard myself asking in 44
heard myself asking the 68
heard myself from the 98
heard myself making the 79
heard myself only to 45
heard myself saying as 175
heard myself saying in 664
heard myself saying it 224
heard myself saying the 97
heard myself saying to 482
heard myself tell the 48
heard myself trying to 42
heard naught save the 135
heard neighing over the 53
heard noises from the 731
heard noises like the 57
heard played over on 42
heard plenty from the 47
heard pounding down the 43
heard poured into the 56
heard powers speak of 51
heard preaching like it 58
heard pretty much the 91
heard rattling along the 48
heard rattling among the 45
heard rattling down the 63
heard rattling over the 81
heard receding into the 54
heard rumbling along the 60
heard rumbling down the 64
heard rumbling from the 104
heard rumbling into the 62
heard rumbling over the 70
heard rumors among the 54
heard rumors from the 285
heard rumors over the 85
heard rustling among the 69
heard rustling from the 81
heard screaming from the 217
heard screaming over the 50
heard screams from the 629
heard seemed only to 54
heard shooting from the 168
heard shouting down the 70
heard shouting from the 925
heard shouting over the 59
heard shouts from the 1233
heard someone ahead of 43
heard someone banging at 52
heard someone banging on 278
heard someone beating on 49
heard someone call in 50
heard someone call it 103
heard someone call me 332
heard someone call my 1612
heard someone call the 148
heard someone call to 358
heard someone come in 1438
heard someone come to 111
heard someone come up 430
heard someone coming in 460
heard someone coming so 86
heard someone coming to 183
heard someone coming up 3107
heard someone crying in 181
heard someone down the 50
heard someone else in 273
heard someone from the 347
heard someone giving the 42
heard someone leave the 47
heard someone make the 107
heard someone move in 60
heard someone moving in 872
heard someone moving on 53
heard someone next to 67
heard someone open the 400
heard someone pick up 411
heard someone play the 54
heard someone ride up 154
heard someone saying in 107
heard someone saying to 67
heard someone speak in 105
heard someone speak my 40
heard someone speak of 361
heard someone speak the 54
heard someone speak to 199
heard someone step up 41
heard someone talk of 60
heard someone tell me 102
heard someone tell of 43
heard someone tell the 72
heard someone trying the 61
heard someone trying to 560
heard someone walk up 307
heard someone yell at 59
heard someone yell in 53
heard someone yell my 46
heard someone yell to 55
heard something ahead of 62
heard something akin to 94
heard something along the 74
heard something coming up 159
heard something down the 71
heard something drop in 51
heard something drop on 116
heard something drop to 64
heard something during the 72
heard something else as 243
heard something else in 339
heard something fall in 761
heard something fall on 317
heard something fall to 133
heard something from me 63
heard something from my 84
heard something from the 1015
heard something frying as 44
heard something land on 43
heard something like an 126
heard something like it 1161
heard something like the 1566
heard something more of 201
heard something move in 353
heard something move on 121
heard something moving in 1093
heard something moving on 83
heard something over the 226
heard something said of 106
heard something snap in 86
heard something stir in 88
heard something walk by 43
heard something when he 52
heard something when we 53
heard something whiz by 63
heard sooner from me 52
heard sounding from the 128
heard sounds from the 961
heard sounds like the 296
heard sounds made by 42
heard sounds such as 48
heard spreading along the 71
heard spreading into the 50
heard stamping feet go 53
heard stirring among the 65
heard strange news of 68
heard swishing along the 69
heard through foam the 68
heard through half the 69
heard through lush of 52
heard through most of 97
heard through much of 95
heard through some of 120
heard through word of 50
heard trotting down the 64
heard unless there is 82
heard voices ahead of 209
heard voices along the 76
heard voices among the 73
heard voices coming to 65
heard voices coming up 194
heard voices crying in 52
heard voices crying to 88
heard voices down the 159
heard voices from an 55
heard voices from the 3027
heard voices full of 54
heard voices just as 151
heard voices over the 148
heard voices when he 105
heard voices when no 46
heard wheels pass my 51
heard whether there be 5395
heard whether there is 232
heard widely over the 73
heard wilson saying in 58
heard without having to 188
heard without hearing the 54
heard without seeing the 56
heard wrench come in 158
hearing appeals from the 4760
hearing before making the 90
hearing before ruling on 130
hearing before taking the 189
hearing calmly what he 78
hearing clearly what the 116
hearing damage risk to 207
hearing further from me 169
hearing further from the 46
hearing hitler speak in 41
hearing itself will be 92
hearing losses among the 50
hearing losses must be 58
hearing losses tend to 150
hearing losses will be 55
hearing mention made of 227
hearing noises from the 231
hearing occurs when the 59
hearing screams from the 108
hearing should also be 313
hearing should have the 48
hearing shouts from the 105
hearing someone speak of 74
hearing something done or 58
hearing something from the 309
hearing something like the 155
hearing something more of 47
hearing something said in 43
hearing something said or 44
hearing something there to 120
hearing sounds from the 351
hearing speedy news of 49
hearing unless there is 340
hearing voices from the 705
hearing voices when no 416
hearing warnings only in 53
hearing without having to 131
hearing without leave of 111
hearing without reading is 42
hears another swear an 42
hears appeals from the 4415
hears further from me 109
hears little more of 50
hears little talk of 40
hears mention made of 41
hears milton saying to 48
hears noises from the 57
hears shouts from the 61
hears someone coming up 73
hears something like the 77
hears sounds from the 67
hears voices from the 183
hears voices when no 44
heart almost came to 41
heart almost cease to 42
heart almost ceasing to 57
heart almost from the 66
heart almost ready to 47
heart already full of 70
heart already knew the 76
heart always beats in 51
heart always full of 59
heart always give the 66
heart always open to 253
heart always ready to 257
heart always told me 47
heart another faith to 53
heart arises from the 226
heart attack among the 114
heart attack back in 109
heart attack came in 50
heart attack came on 59
heart attack coming on 217
heart attack deaths in 236
heart attack during an 237
heart attack during my 54
heart attack during or 74
heart attack during the 4247
heart attack early in 691
heart attack even if 167
heart attack from the 1368
heart attack just as 458
heart attack late in 143
heart attack like my 125
heart attack made it 72
heart attack made me 54
heart attack must be 85
heart attack over it 84
heart attack over the 322
heart attack prior to 165
heart attack rate in 345
heart attack rate is 83
heart attack rate of 105
heart attack risk as 56
heart attack risk by 693
heart attack risk in 678
heart attack risk is 280
heart attack risk of 68
heart attack such as 75
heart attack there is 70
heart attack trying to 229
heart attack when he 5183
heart attack when it 125
heart attack when my 50
heart attack when the 1365
heart attack when we 118
heart attack will be 509
heart became full of 187
heart became heavy as 52
heart before coming to 59
heart belongs only to 110
heart beyond what is 170
heart bleeding from the 50
heart bleeds over the 81
heart bleeds when he 60
heart breathes forth no 85
heart brimming full of 73
heart broken over the 188
heart broken when he 124
heart brooding over the 49
heart burnings among the 67
heart bursts forth in 62
heart called forth by 74
heart called upon to 49
heart carved into the 52
heart damage from the 47
heart defect such as 53
heart depend upon the 76
heart differ from the 53
heart direct from the 106
heart disease also is 114
heart disease among the 1752
heart disease came to 89
heart disease deaths in 782
heart disease deaths to 348
heart disease during the 1869
heart disease early in 229
heart disease even if 335
heart disease even in 222
heart disease fell by 50
heart disease from an 41
heart disease from the 880
heart disease have an 387
heart disease have no 119
heart disease have the 122
heart disease have to 168
heart disease just as 61
heart disease leading to 321
heart disease leads to 262
heart disease lies in 165
heart disease must be 1721
heart disease need to 320
heart disease only if 45
heart disease over the 976
heart disease prior to 719
heart disease rate in 128
heart disease rate is 76
heart disease rate of 108
heart disease risk as 225
heart disease risk by 1019
heart disease risk in 2484
heart disease risk is 797
heart disease risk of 180
heart disease risk to 112
heart disease runs in 502
heart disease seem to 295
heart disease seen in 630
heart disease such as 4532
heart disease tend to 641
heart disease there is 1114
heart disease upon the 53
heart disease used to 58
heart disease were in 101
heart disease were the 405
heart disease when he 419
heart disease when in 103
heart disease when it 253
heart disease when the 834
heart disease will be 2172
heart enough even to 203
heart enough left to 302
heart enters into the 100
heart exulting hears the 49
heart filled full of 71
heart flowed into an 81
heart gushed forth in 100
heart harked back to 58
hearth burned down to 54
hearth spreading over the 41
heart issued from the 62
heart itself from the 45
heart itself must be 127
heart itself there is 41
heart itself will be 99
heart jumped into my 1263
heart jumped when he 399
heart jumped when the 102
heart lesions such as 150
heart lifted when he 101
heart melted away in 503
heart melted over the 101
heart melted when he 153
heart muscle cell in 56
heart muscle cell is 116
heart muscle during the 374
heart muscle from an 42
heart muscle from the 163
heart muscle into the 57
heart muscle leading to 208
heart muscle leads to 250
heart muscle must be 470
heart muscle such as 96
heart muscle there is 123
heart muscle when it 78
heart muscle when the 217
heart muscle will be 464
heart occurs during the 56
heart occurs when the 74
heart opened wide to 70
heart passed into the 41
heart passes into the 151
heart pounding away in 88
heart pounding from the 406
heart pounding hard in 259
heart pounding like an 102
heart pounding like it 84
heart pounding like the 158
heart pounding when he 61
heart poured forth in 71
heart poured forth the 89
heart quaked like an 40
heart readily leans to 152
heart result from the 41
heart rhythms such as 55
heart rolled over in 48
heart searching among the 100
heart second only to 104
heart seemed beating in 40
heart seemed full as 178
heart seemed full of 196
heart seemed full to 77
heart seemed like the 41
heart seemed like to 86
heart seemed only to 41
heart seemed ready to 864
heart seemed torn in 61
heart shapes from the 153
heart shoots into the 54
heart should also be 258
heart should break in 91
heart should break the 71
heart should cease to 135
heart should ever be 91
heart should fail me 190
heart should fail to 86
heart should feel no 57
heart should have an 64
heart should have no 106
heart should have so 52
heart should have the 70
heart should have to 91
heart should lose the 42
heart should turn to 68
heart shrank from it 61
heart shrank from the 284
heart shrink from the 47
heart shrunk from the 176
heart slowed down to 171
heart soared like an 43
heart soared when he 95
heart something akin to 54
heart something like the 88
heart sounds during the 169
heart sounds from the 168
heart sounds heard in 66
heart sounds must be 81
heart sounds over the 125
heart sounds such as 97
heart sounds tend to 54
heart sounds were of 124
heart sounds will be 499
heart starts beating at 59
heart starts beating in 60
heart starts beating so 43
heart strike like an 62
heart swelling nigh to 42
heart through faith in 1508
heart through half the 290
heart thudded hard in 81
heart thumped hard as 48
heart thumped hard in 166
heart thumped like an 47
heart thumped like the 62
heart thumped upon my 103
heart thumped when he 56
heart thumped when the 63
heart tissue from the 112
heart turned back to 217
heart turned cold as 109
heart turned cold at 63
heart turned from an 76
heart turned from the 184
heart turned over as 885
heart turned over at 823
heart turned over in 1168
heart turned over to 66
heart turned sick as 50
heart turned sick at 152
heart unless there is 98
heart valves during the 89
heart valves made of 126
heart valves must be 55
heart viewed from the 159
heart warmed even to 47
heart warmed when he 70
heart wishes most to 137
heart without having to 132
heart without love is 50
heart without trying to 41
heart yearned over it 61
heart yearned over the 663
heating arises from the 87
heating degree days in 248
heating degree days is 57
heating depend upon the 120
heating device must be 41
heating device such as 177
heating device used in 41
heating effect during the 40
heating effect from the 378
heating effect must be 219
heating effect over the 99
heating effect upon the 354
heating effect when the 131
heating effect will be 941
heating medium must be 236
heating medium such as 249
heating medium used in 102
heating methods such as 233
heating occurs during the 55
heating occurs when the 160
heating should also be 172
heating source such as 83
heating system during the 336
heating system from the 314
heating system into the 225
heating system must be 1522
heating system such as 294
heating system there is 47
heating system used in 385
heating system used to 132
heating system uses the 97
heating system when the 302
heating system will be 1202
heave another cast the 44
heave bricks into the 177
heave itself into the 145
heave myself over the 49
heave offering from the 230
heave offering unto the 476
heaving itself into the 47
heaving itself over the 44
heaving wishes help to 121
heavy annual from the 78
heavy annual loss to 58
heavy annual toll in 54
heavy annual toll of 120
heavy arrows show the 193
heavy attack along the 48
heavy attack during the 199
heavy attack from the 1534
heavy attack upon the 199
heavy barges seem in 61
heavy basket from the 49
heavy basket full of 120
heavy basket into the 54
heavy bleeding during the 59
heavy bleeding from the 239
heavy bleeding into the 41
heavy blocks from the 61
heavy boards along the 79
heavy bodies coming to 112
heavy bodies fall at 67
heavy bodies fall in 111
heavy bodies fall on 50
heavy bodies fall to 393
heavy bodies from the 220
heavy bodies into the 82
heavy bodies leaping in 47
heavy bodies move to 58
heavy bodies must be 63
heavy bodies over the 54
heavy bodies seek the 42
heavy bodies seem to 42
heavy bodies such as 90
heavy bodies tend to 377
heavy bodies will be 48
heavy bomber raid on 47
heavy bounty paid by 63
heavy breeds such as 61
heavy breeze from the 61
heavy bribes from the 76
heavy broken line in 131
heavy broken line is 103
heavy bucket from the 54
heavy burden down the 52
heavy burden during the 159
heavy burden fell on 410
heavy burden from my 230
heavy burden from the 508
heavy burden into the 180
heavy burden laid by 166
heavy burden laid on 237
heavy burden lies on 132
heavy burden lost in 53
heavy burden must be 49
heavy burden onto the 52
heavy burden over the 66
heavy burden upon an 106
heavy burden upon it 110
heavy burden upon me 202
heavy burden upon my 206
heavy burden upon the 5736
heavy burden upon us 239
heavy burden when he 50
heavy burden when it 114
heavy burden when the 106
heavy burden will be 149
heavy cannon from the 200
heavy canvas over the 54
heavy cargoes such as 85
heavy chains form the 92
heavy chains from the 339
heavy chains into the 40
heavy chains over the 43
heavy charge into the 47
heavy charge upon me 142
heavy charge upon my 52
heavy charge upon the 1099
heavy claims upon the 110
heavy clothes from the 57
heavy clouds along the 132
heavy clouds came up 271
heavy clouds come up 58
heavy clouds coming up 123
heavy clouds from the 343
heavy clouds over the 312
heavy clouds upon the 57
heavy collar just on 112
heavy combat during the 65
heavy copper wire in 50
heavy copper wire is 50
heavy copper wire or 140
heavy copper wire to 69
heavy cotton cloth in 56
heavy course load at 48
heavy course load in 50
heavy crashing fell the 69
heavy crates from the 55
heavy curved line in 47
heavy curved line is 64
heavy curves show the 44
heavy damage along the 44
heavy damage done by 113
heavy damage done to 117
heavy damage during the 613
heavy damage from the 311
heavy damage upon the 264
heavy dashed line in 605
heavy dashed line is 269
heavy dashed line on 78
heavy debris from the 44
heavy defeats upon the 99
heavy demand during the 199
heavy demand from the 259
heavy demand made by 41
heavy demand made on 133
heavy demand upon the 634
heavy dotted line in 142
heavy dotted line is 64
heavy double door of 52
heavy drafts from the 53
heavy drafts upon the 439
heavy drains upon the 193
heavy drapes over the 183
heavy drinking among the 261
heavy drinking during the 244
heavy drinking from the 46
heavy drinking leads to 108
heavy drinking over the 68
heavy drinking prior to 46
heavy drinking such as 41
heavy drinking went on 93
heavy drinking were the 65
heavy dropping toll of 69
heavy duties from the 60
heavy duties laid by 45
heavy duties laid on 292
heavy duties paid by 113
heavy duties such as 51
heavy duties upon the 368
heavy enough during the 47
heavy enough upon me 52
heavy excise duty on 167
heavy exodus from the 45
heavy export duty on 276
heavy fabric such as 90
heavy ferule lies on 135
heavy fighting along the 416
heavy fighting among the 42
heavy fighting during the 934
heavy fighting from the 107
heavy fighting north of 111
heavy fighting over the 108
heavy fighting south of 98
heavy fighting went on 358
heavy fighting west of 56
heavy fighting when the 49
heavy flanking fire of 64
heavy floating debt of 56
heavy flooding during the 47
heavy floods during the 108
heavy floods from the 72
heavy foliage along the 54
heavy forces into the 49
heavy forest along the 77
heavy friend whom we 84
heavy gallop along the 58
heavy glance from the 89
heavy grades over the 51
heavy guineas from the 53
heavy impact upon the 169
heavy import duty in 61
heavy import duty is 45
heavy import duty on 628
heavy influx from the 49
heavy influx into the 41
heavy initial cost of 221
heavy injury upon the 41
heavy jacket from the 59
heavy kettle from the 68
heavy legacy from the 42
heavy liquid such as 179
heavy liquid used in 40
heavy lobbying from the 185
heavy losses along the 58
heavy losses among the 996
heavy losses during an 43
heavy losses during the 2488
heavy losses early in 40
heavy losses from an 48
heavy losses from the 1774
heavy losses into the 44
heavy losses must be 101
heavy losses over the 122
heavy losses trying to 83
heavy losses upon it 69
heavy losses upon the 1412
heavy losses upon us 49
heavy losses were the 59
heavy losses were to 68
heavy losses when he 44
heavy losses when it 67
heavy losses when the 314
heavy losses will be 88
heavy manual work as 49
heavy manual work at 42
heavy manual work in 252
heavy manual work is 147
heavy manual work of 129
heavy manual work on 73
heavy manual work or 152
heavy manual work to 66
heavy masses along the 122
heavy masses from the 71
heavy masses over the 160
heavy masses upon the 110
heavy metals along the 61
heavy metals during the 143
heavy metals even in 42
heavy metals from an 50
heavy metals from the 2653
heavy metals have an 48
heavy metals have the 58
heavy metals have to 48
heavy metals into the 1184
heavy metals leads to 40
heavy metals like cd 101
heavy metals like cu 62
heavy metals like hg 53
heavy metals like pb 45
heavy metals like zn 121
heavy metals must be 260
heavy metals over the 83
heavy metals prior to 77
heavy metals seem to 42
heavy metals such as 12388
heavy metals tend to 278
heavy metals upon the 64
heavy metals used as 94
heavy metals used in 263
heavy metals used to 46
heavy metals will be 303
heavy mortar fire in 50
heavy mortar fire on 102
heavy naphtha feed to 62
heavy nature felt in 46
heavy nuclei early in 141
heavy nuclei from the 48
heavy nuclei make it 138
heavy nuclei such as 445
heavy nuclei there is 41
heavy nuclei will be 75
heavy object along the 47
heavy object among the 66
heavy object fell on 58
heavy object from the 365
heavy object into the 99
heavy object must be 60
heavy object onto the 53
heavy object over the 88
heavy object such as 642
heavy object upon the 60
heavy orders from the 53
heavy pieces from the 68
heavy pieces into the 44
heavy pieces such as 62
heavy pieces were of 182
heavy pistol from the 46
heavy planks over the 43
heavy pounding from the 144
heavy ransom from the 157
heavy ridges over the 116
heavy rifled guns in 69
heavy rifled guns on 43
heavy rifles used on 95
heavy roller over it 123
heavy roller over the 158
heavy rubber band or 83
heavy rubber band to 53
heavy rubber tubing to 65
heavy rumble made me 53
heavy runoff from the 115
heavy saturn when the 45
heavy sexual step of 42
heavy shadow cast by 83
heavy shadow over the 525
heavy shadow upon the 63
heavy shelling during the 83
heavy shelling from the 433
heavy shells from the 222
heavy shells into the 199
heavy shopping bags or 45
heavy shower came on 1242
heavy shower came up 373
heavy shower coming on 410
heavy shower coming up 113
heavy shower during the 112
heavy shower from the 81
heavy shower over the 54
heavy shower upon the 113
heavy silver moon on 75
heavy silver tray on 42
heavy sledge full of 49
heavy sledge over the 43
heavy sloped dive of 81
heavy snarling face at 68
heavy sorrow came to 40
heavy splash into the 297
heavy squall blew up 41
heavy squall came on 416
heavy squall came up 238
heavy squall coming on 390
heavy squall coming up 70
heavy squall from the 330
heavy stones along the 87
heavy stones down the 46
heavy stones from the 338
heavy stones into the 188
heavy stones laid on 115
heavy stones over the 137
heavy stones tied to 164
heavy stones upon it 105
heavy stones upon the 106
heavy stores from the 54
heavy storms during the 99
heavy storms from the 155
heavy strain during the 55
heavy strain from the 41
heavy strain upon it 76
heavy strain upon the 1297
heavy strain will be 44
heavy stress laid on 102
heavy stress upon the 627
heavy stroke fell on 44
heavy stroke from the 50
heavy stroke upon me 50
heavy stroke upon the 102
heavy sweater from the 43
heavy swells from the 209
heavy thought into the 54
heavy thought what to 51
heavy timber along the 288
heavy timber from the 150
heavy timber north of 58
heavy timber such as 47
heavy timber used in 45
heavy trains must be 42
heavy trains over the 95
heavy trucks from the 68
heavy trucks will be 48
heavy volley from the 206
heavy volley into the 101
heavy volume from the 96
heavy wagons down the 42
heavy wagons from the 47
heavy wagons over the 172
heavy weapons from the 645
heavy weapons into the 108
heavy weapons such as 373
heavy weapons were to 75
heavy weapons will be 59
heavy weight along the 71
heavy weight down the 50
heavy weight fall on 45
heavy weight fell on 444
heavy weight from my 171
heavy weight from the 397
heavy weight into the 226
heavy weight must be 93
heavy weight onto the 46
heavy weight over the 173
heavy weight such as 218
heavy weight tied to 119
heavy weight upon it 255
heavy weight upon me 79
heavy weight upon my 292
heavy weight upon the 951
heavy weight upon us 125
heavy weight were on 60
heavy weight will be 52
heavy wheels over the 78
heavy whipping cream or 74
heavy winter coat in 67
heavy winter coat on 67
heavy winter coat to 55
heavy wooden beams in 47
heavy wooden beams of 73
heavy wooden beams on 40
heavy wooden door as 87
heavy wooden door at 247
heavy wooden door in 173
heavy wooden door is 67
heavy wooden door of 575
heavy wooden door on 125
heavy wooden door to 471
heavy wooden shoes on 52
heel grinding down on 59
heel hooked over the 93
heel lifted from the 54
heel raised from the 141
heel should also be 42
heir should come in 91
heir should come of 54
heir should have an 44
heir should have it 51
heir should have the 143
heir should know no 40
heir should take the 44
heir through whom the 47
held across from the 46
held almost from the 97
held almost half of 336
held almost half the 188
held always ready to 101
held another hearing on 86
held another kind of 76
held another view of 71
held appears from the 153
held awaiting trial or 41
held before coming to 243
held before leaving the 40
held before making the 54
held before moving to 40
held belief among the 839
held belief when he 138
held closed during the 46
held closed only by 50
held device such as 143
held device used to 347
held direct from the 2007
held enough fire to 70
held enough food to 69
held enough fuel to 42
held enough land to 122
held enough seats to 69
held exempt from the 1314
held fairly well in 104
held farther from the 152
held fearful sway in 48
held firmly along the 89
held firmly down by 172
held firmly down on 151
held firmly during the 143
held firmly from the 54
held firmly into the 121
held firmly onto the 186
held firmly over the 503
held firmly upon the 188
held firmly when the 49
held further from the 135
held grants from the 428
held greater sway in 189
held grimly onto the 40
held guilty only if 66
held guilty only of 52
held higher rank in 61
held immune from the 125
held intact only by 61
held itself free to 165
held itself open to 109
held itself ready to 326
held little faith in 124
held little hope of 1792
held little meaning in 45
held little meaning to 65
held little sway in 370
held longest during the 57
held mainly during the 63
held meetings among the 232
held meetings during the 635
held meetings once or 40
held meetings there in 41
held monthly during the 200
held myself clear of 60
held myself free of 51
held myself free to 123
held myself ready to 383
held office among the 42
held office during the 7216
held office from the 955
held office only as 243
held office only at 300
held office only by 318
held office only in 93
held office only on 292
held office only so 167
held office over the 48
held office prior to 455
held office there as 83
held office till he 98
held office till the 660
held office when the 272
held oliver fast by 52
held opinion among the 134
held opinion when he 783
held opinion when it 40
held partly open by 76
held poised over the 65
held pretty much in 56
held pretty much the 201
held pretty much to 123
held prices down to 46
held public debt is 169
held rights over the 215
held sacred among the 1686
held sacred among us 102
held sacred even by 233
held sacred even in 69
held sacred from the 1613
held second only to 232
held second rank in 124
held secret from the 238
held secure from the 56
held should also be 62
held slaves from the 106
held something akin to 102
held something dark at 66
held something else in 99
held something like an 48
held something like it 42
held something like the 124
held special meaning in 41
held special meaning to 125
held stable during the 66
held summer jobs in 166
held through life to 41
held through most of 200
held through much of 82
held titles from the 47
held titles such as 173
held unless there is 116
held upside down at 89
held upside down by 604
held upside down in 547
held upside down on 108
held upside down or 120
held upside down so 101
held upside down the 57
