he an elderly man 123
he is beginning now 57
he is beginning with 105
he is beheaded and 44
he is believing that 54
he is beloved and 459
he is beloved for 66
he is berated for 57
he is bestowing his 62
he is betraying her 56
he is betraying his 551
he is betraying them 68
he is betraying you 46
he is between his 173
he is between one 45
he is between six 135
he is between ten 46
he is between them 74
he is between two 1095
he is between you 45
he is betwixt and 55
he is bewailing his 52
he is blacker than 47
he is blessed and 265
he is blessed for 61
he is blessed that 149
he is blessed who 305
he is blessed with 6896
he is blinded and 334
he is blinded for 40
he is blinded with 112
he is blindly and 49
he is bloated and 62
he is blocked and 78
he is blocked off 65
he is blotted out 151
he is boarded out 123
he is bothered with 102
he is bounced off 40
he is brahman and 69
he is branching out 111
he is branded and 71
he is branded for 97
he is branded with 252
he is british and 99
he is broader than 68
he is brought and 92
he is brought for 219
he is brought low 580
he is brought may 154
he is brought near 393
he is brought out 2296
he is brought that 119
he is brought with 82
he is bruised and 132
he is brusque and 90
he is brutish and 98
he is bullied and 114
he is bundled off 43
he is buoyant and 44
he is buttoning his 93
he is callous and 140
he is capable and 1696
he is capable are 60
he is capable both 188
he is capable but 60
he is capable can 119
he is capable for 172
he is capable has 48
he is capable not 203
he is capable with 60
he is captain and 63
he is careful and 845
he is careful for 272
he is careful how 45
he is careful not 7165
he is careful that 748
he is careful with 234
he is caressing her 50
he is carousing with 42
he is carried and 71
he is carried far 64
he is carried for 43
he is carried off 3929
he is carried out 1857
he is carried too 48
he is carried with 254
he is catholic and 133
he is cautious and 569
he is cautious not 205
he is centering his 43
he is certain all 489
he is certain and 158
he is certain are 137
he is certain can 128
he is certain has 43
he is certain his 350
he is certain not 273
he is certain now 133
he is certain she 285
he is certain that 30045
he is certain they 444
he is certain this 94
he is certain was 45
he is certain you 129
he is chained and 208
he is chained for 124
he is chained now 40
he is charged and 1145
he is charged are 231
he is charged but 120
he is charged for 693
he is charged has 89
he is charged may 218
he is charged not 117
he is charged one 119
he is charged that 602
he is charged was 296
he is charged with 26036
he is charmed and 110
he is charmed that 46
he is charmed with 661
he is checked and 205
he is checked for 58
he is cheered and 178
he is cheered with 192
he is chiefly and 84
he is chilled and 62
he is chinese and 82
he is civilly dead 187
he is claimed for 59
he is classed with 641
he is cleansed and 105
he is closely and 80
he is clutching his 85
he is coauthor with 124
he is colluding with 58
he is combining his 67
he is combining two 48
he is communing with 313
he is company for 106
he is comparing and 59
he is comparing her 54
he is comparing his 299
he is comparing them 107
he is comparing two 127
he is comparing with 65
he is competing for 245
he is competing with 1161
he is complex and 116
he is complying with 705
he is composing and 96
he is composing for 119
he is composing his 348
he is concealing his 198
he is conceding that 295
he is concise and 92
he is confining his 105
he is confusing his 116
he is confusing this 69
he is confusing two 129
he is consuming his 110
he is content and 472
he is content for 253
he is content how 54
he is content not 226
he is content that 1794
he is content with 18097
he is conveying his 91
he is correct and 663
he is correct but 76
he is correct for 71
he is correct that 1836
he is correct then 104
he is correct with 60
he is corrupt and 224
he is counsel for 201
he is counted but 50
he is counted dead 66
he is counted one 195
he is counted out 197
he is counted with 62
he is coupled with 441
he is courted and 132
he is courtly and 77
he is covered all 173
he is covered and 115
he is covered for 132
he is covered with 4586
he is crammed with 143
he is cramped and 118
he is creative and 235
he is crooked and 60
he is crossed and 45
he is crossed with 90
he is crowded out 260
he is crowded with 55
he is crowned and 189
he is crowned with 1616
he is crushed and 190
he is crushed with 79
he is cuddled and 42
he is cynical and 213
he is dappled with 51
he is dazzled and 246
he is dazzled with 46
he is debited for 112
he is debited with 239
he is deceased and 55
he is deceiving and 43
he is deceiving her 193
he is deceiving his 193
he is deceiving them 112
he is deceiving you 368
he is decided and 67
he is declaring his 260
he is declaring that 990
he is declaring war 59
he is defeated and 1194
he is defeated for 103
he is defeated not 52
he is defeated with 51
he is defending and 152
he is defending his 1077
he is defending not 69
he is defending this 44
he is defiled and 79
he is defiled with 46
he is defined and 87
he is deified and 110
he is delayed and 41
he is delayed for 54
he is deluded and 135
he is deluged with 223
he is demanding and 101
he is demanding for 42
he is demanding his 76
he is demanding that 976
he is demanding too 65
he is departing for 88
he is depending for 72
he is depicting and 69
he is depicting his 51
he is depicting them 42
he is deposed and 240
he is deposed for 40
he is depriving him 48
he is depriving his 144
he is depriving them 79
he is derided and 61
he is derided for 50
he is deserting her 41
he is deserting his 60
he is deserving and 45
he is designing and 134
he is designing for 278
he is designing his 77
he is desired and 50
he is desired not 41
he is despite his 86
he is devoted and 246
he is devoted with 80
he is diabetic and 70
he is diagnosing and 41
he is dictating his 72
he is dictating how 57
he is diffuse and 95
he is directing all 48
he is directing and 120
he is directing his 1054
he is directing our 100
he is directing them 110
he is directing this 45
he is directing you 56
he is diseased and 47
he is disputing with 142
he is distant and 256
he is divided and 96
he is divorcing her 106
he is divorcing his 67
he is dowered with 94
he is drafted and 121
he is drafted for 60
he is dragged and 48
he is dragged off 1034
he is dragged out 1038
he is dressed all 151
he is dressed and 545
he is dressed for 486
he is dressed out 99
he is dressed with 148
he is dropped and 47
he is dropped off 169
he is dropped out 44
he is drowned and 69
he is drowned out 134
he is drugged and 160
he is drugged with 64
he is drummed out 228
he is drunken and 91
he is drunken with 126
he is ductile and 77
he is dwarfed and 57
he is dynamic and 99
he is educating his 134
he is elderly and 164
he is elected and 1067
he is elected for 935
he is elected not 63
he is elected with 76
he is elegant and 93
he is elevating them 62
he is elusive and 99
he is embarking for 79
he is embracing and 42
he is embracing her 63
he is embracing his 128
he is eminent for 86
he is eminent with 45
he is employing all 54
he is employing and 103
he is employing his 310
he is employing one 80
he is employing them 119
he is employing this 46
he is enabled and 96
he is enabled both 49
he is enabled for 44
he is enabled not 154
he is enabled with 128
he is endowed and 183
he is endowed are 75
he is endowed for 134
he is endowed not 53
he is endowed with 30164
he is enforcing his 73
he is engulfed and 45
he is enhancing his 64
he is enlarging his 94
he is enraged and 198
he is enraged that 70
he is enraged with 86
he is enriching his 69
he is entered for 83
he is enticed and 46
he is entreating for 52
he is equally and 137
he is equally dear 82
he is equally far 450
he is equally god 41
he is equally near 92
he is equally not 79
he is equally out 59
he is equally with 247
he is equated with 682
he is erratic and 125
he is erudite and 53
he is escaped and 41
he is eternal and 650
he is evasive and 88
he is everything and 467
he is everything but 78
he is everything for 52
he is everything that 1644
he is everything you 124
he is evicted for 69
he is exactly that 247
he is exactly who 41
he is exalted and 230
he is exalted far 128
he is exalted with 52
he is examining and 166
he is examining are 69
he is examining for 109
he is examining his 197
he is examining one 47
he is examining them 89
he is examining with 61
he is exceeding his 295
he is exchanging his 150
he is excited and 699
he is excited that 89
he is excited with 83
he is excused and 86
he is excused for 295
he is executing for 49
he is executing his 229
he is exhorting his 112
he is exhorting them 80
he is expanding his 213
he is expecting and 92
he is expecting her 150
he is expecting him 48
he is expecting his 297
he is expecting that 171
he is expecting them 82
he is expecting this 49
he is expecting too 81
he is expecting you 637
he is expending his 107
he is exploring and 206
he is exploring his 142
he is exploring how 42
he is exploring new 97
he is exposed and 625
he is exposed are 144
he is exposed but 46
he is exposed for 203
he is exposed may 55
he is exposed not 78
he is exposed that 56
he is express and 67
he is extending his 448
he is faithful and 13097
he is faithful that 3204
he is faithful who 545
he is falsely set 141
he is familiar and 1263
he is familiar are 199
he is familiar but 104
he is familiar not 47
he is familiar than 70
he is familiar that 40
he is familiar with 46699
he is farthest off 115
he is fashioning his 45
he is fatally ill 114
he is faulted for 69
he is favored with 271
he is fearless and 439
he is febrile and 52
he is fertile and 46
he is fervent and 52
he is fidgety and 50
he is fifteen and 150
he is fifteen now 50
he is figured with 73
he is finally and 169
he is finally being 103
he is finally dead 184
he is finally doing 42
he is finally going 217
he is finally led 340
he is finally not 71
he is finally out 63
he is finally put 137
he is finally rid 40
he is finally set 79
he is finally too 56
he is finally won 42
he is finishing his 694
he is fittest for 64
he is flighty and 137
he is flogged and 118
he is flogged for 90
he is flogged with 64
he is flooded with 430
he is flushed and 81
he is flushed with 135
he is following and 313
he is following any 98
he is following both 40
he is following god 107
he is following her 273
he is following him 67
he is following his 1528
he is following not 57
he is following now 57
he is following one 144
he is following our 58
he is following out 455
he is following that 187
he is following them 140
he is following this 113
he is following with 118
he is following you 252
he is foolish and 439
he is foolish for 75
he is foolish not 53
he is foolish who 195
he is forbearing and 95
he is foreign and 47
he is foreign sub 146
he is forever and 100
he is forever being 122
he is forever cut 88
he is forever doing 66
he is forever sad 79
he is forever with 73
he is forgiving and 79
he is forsaking his 65
he is forward and 86
he is founder and 318
he is fragile and 44
he is frankly and 115
he is frantic for 41
he is frantic with 60
he is fraught with 58
he is fretful and 115
he is friends with 463
he is funnier than 62
he is furthering his 139
he is gallant and 141
he is gallant for 67
he is genteel and 218
he is gentler than 79
he is genuine and 260
he is glorious and 96
he is glutted with 68
he is godless who 58
he is gossiping with 59
he is grabbed and 53
he is gracious and 2528
he is grander than 44
he is granted his 295
he is granted one 122
he is granted that 102
he is granted this 89
he is grappling with 1372
he is gravely ill 247
he is greatest and 74
he is greatest for 61
he is greatest who 348
he is greeted and 115
he is greeted with 2153
he is grieved and 273
he is grieved for 87
he is grieved that 175
he is grieved with 54
he is gripped with 103
he is grouped with 426
he is guarded and 141
he is guarded with 67
he is handled and 112
he is handled with 108
he is happier and 255
he is happier far 121
he is happier for 53
he is happier now 227
he is happier than 1306
he is happier who 49
he is happier with 183
he is happily and 58
he is hastening his 90
he is hateful and 44
he is haughty and 277
he is haunted and 150
he is haunted with 362
he is healthier than 85
he is heartily and 79
he is helpful and 151
he is himself all 326
he is himself and 1047
he is himself being 306
he is himself both 231
he is himself but 475
he is himself cut 42
he is himself doing 198
he is himself dying 48
he is himself far 152
he is himself god 335
he is himself going 114
he is himself his 496
he is himself ill 68
he is himself its 157
he is himself led 62
he is himself not 951
he is himself now 233
he is himself one 1835
he is himself our 118
he is himself out 47
he is himself put 70
he is himself that 1046
he is himself this 102
he is himself too 378
he is himself using 120
he is himself with 78
he is honored and 688
he is honored for 252
he is honored with 494
he is hopeful and 113
he is hopeful for 56
he is hopeful that 1953
he is hostile and 230
he is hounded out 113
he is however not 85
he is humbled and 180
he is hurried and 94
he is hurried off 777
he is hurried out 189
he is husband and 58
he is hustled and 49
he is hustled off 77
he is hustled out 105
he is ignored and 190
he is imagining and 73
he is imagining his 78
he is imagining that 472
he is imagining things 166
he is imagining this 48
he is imitating and 106
he is imitating his 141
he is immoral and 201
he is imparting his 41
he is implies not 136
he is improving all 47
he is improving and 232
he is improving his 465
he is improving with 82
he is including all 55
he is increasing his 598
he is increasing its 76
he is incurring and 43
he is indulging his 328
he is inferior and 268
he is inferring that 171
he is informing his 47
he is infused with 249
he is ingenuous and 42
he is inhuman and 51
he is injured and 679
he is injured who 135
he is inquiring and 44
he is insaner than 42
he is insipid and 45
he is insisting that 2052
he is insulting his 55
he is insulting them 50
he is insulting you 45
he is insured and 77
he is insured for 189
he is intense and 123
he is inventing his 56
he is investing and 43
he is investing his 191
he is invited and 225
he is invited for 187
he is invited out 308
he is invited with 43
he is invoked and 64
he is invoked for 128
he is invoked with 126
he is involving his 45
he is jehovah our 42
he is jobless and 45
he is jointly and 146
he is jupiter and 73
he is kindled with 46
he is knocked off 148
he is knocked out 854
he is labeled with 40
he is lamenting his 127
he is lamenting that 98
he is launching his 50
he is launching out 67
he is lavishing his 82
he is lecturing his 152
he is legally and 238
he is legally dead 109
he is legally not 43
he is lenient and 43
he is lenient with 44
he is liberal and 444
he is liberal who 87
he is liberal with 102
he is lighter than 142
he is likable and 74
he is likeable and 66
he is limited and 396
he is limited for 57
he is listening and 427
he is listening but 41
he is listening for 445
he is listening with 210
he is located and 232
he is located near 58
he is located with 57
he is logical and 201
he is lovable and 271
he is lowered and 66
he is luckier than 232
he is lunatic and 54
he is lustful and 41
he is managed with 52
he is manager and 101
he is manager for 55
he is marched off 386
he is marched out 46
he is marketing his 43
he is married and 5236
he is married but 169
he is married for 95
he is married his 134
he is married now 254
he is married off 71
he is married that 104
he is married too 50
he is married with 865
he is mastering his 66
he is matched with 191
he is material and 72
he is material for 49
he is measured and 95
he is measured for 67
he is mediocre and 52
he is menaced with 143
he is mexican and 44
he is mindful that 357
he is miserly and 44
he is misleading you 93
he is mistaking for 42
he is modifying his 69
he is morally and 597
he is morally bad 57
he is morally dead 101
he is morally not 43
he is morally weak 123
he is mounted and 129
he is mourned and 41
he is mourned for 52
he is murdering his 92
he is musical and 51
he is mustering his 144
he is napoleon and 86
he is narrating and 96
he is narrating his 100
he is natural and 305
he is naughty and 143
he is nervous and 1066
he is nervous that 103
he is neutral and 100
he is noblest who 44
he is notable for 421
he is noticed and 75
he is nowhere and 49
he is nowhere near 1115
he is obliged and 124
he is obliged for 397
he is obliged not 607
he is obliged now 61
he is obliged with 56
he is obscure all 53
he is obscure and 285
he is observing and 538
he is observing are 78
he is observing her 43
he is observing his 115
he is observing that 178
he is observing them 107
he is observing with 55
he is obtaining all 43
he is obtaining his 133
he is occupying his 86
he is offending god 48
he is offending one 49
he is offered all 44
he is offered and 246
he is offered for 216
he is offered his 181
he is offered not 55
he is offered one 239
he is offered that 43
he is offered this 80
he is offered two 82
he is operating and 246
he is operating for 47
he is operating his 174
he is operating out 78
he is operating with 803
he is opposed and 167
he is opposed both 43
he is opposed may 114
he is opposed not 65
he is ordered and 81
he is ordered for 84
he is ordered not 173
he is ordered off 168
he is ordered out 256
he is orderly and 122
he is orthodox and 91
he is outside all 200
he is outside and 257
he is outside any 47
he is outside her 40
he is outside his 529
he is outside its 54
he is outside our 86
he is outside that 212
he is outside this 95
he is outside with 53
he is overdue for 56
he is overrun with 98
he is painted and 83
he is painted red 89
he is painted with 405
he is parched with 64
he is partner with 42
he is passive and 672
he is pathetic and 149
he is patient and 1107
he is patient but 52
he is patient with 477
he is peaceable and 71
he is peaceful and 176
he is peculiar and 45
he is peevish and 156
he is pensive and 43
he is perfect and 619
he is perfect for 224
he is perfect god 146
he is perfect man 106
he is perhaps apt 45
he is perhaps being 138
he is perhaps but 43
he is perhaps doing 56
he is perhaps going 45
he is perhaps his 48
he is perhaps its 46
he is perhaps not 1481
he is perhaps now 122
he is perhaps one 324
he is perhaps our 75
he is perhaps too 917
he is perishing for 40
he is perishing with 73
he is persona non 675
he is picturing his 70
he is pierced and 81
he is pierced with 147
he is pinched and 88
he is pinched for 48
he is pitiful and 53
he is plagued with 427
he is plainer and 43
he is plainly and 140
he is plainly not 370
he is plainly out 40
he is plastic and 69
he is playful and 140
he is pleasant and 470
he is pledged not 56
he is pointed out 1331
he is polishing his 45
he is pompous and 207
he is pondering his 91
he is popular and 391
he is popular for 53
he is popular with 1162
he is praised and 630
he is praised for 2027
he is praised with 82
he is preached and 44
he is precious and 57
he is precise and 144
he is preparing and 404
he is preparing for 6342
he is preparing him 57
he is preparing his 1317
he is preparing new 41
he is preparing not 48
he is preparing our 53
he is preparing them 250
he is preparing this 49
he is preparing with 131
he is preparing you 60
he is present all 78
he is present and 2338
he is present both 56
he is present but 148
he is present for 309
he is present not 91
he is present now 72
he is present they 99
he is present with 2039
he is pressed and 52
he is pressed for 938
he is pressed too 58
he is pressed with 252
he is presuming and 46
he is presuming that 129
he is pricked with 69
he is producing and 244
he is producing are 63
he is producing for 198
he is producing his 153
he is producing that 194
he is producing too 50
he is producing with 49
he is profane and 59
he is promising that 104
he is promoting and 52
he is promoting his 199
he is proposing and 117
he is proposing for 166
he is proposing that 872
he is prosaic and 49
he is prouder than 81
he is providing for 769
he is providing his 167
he is providing them 98
he is providing you 56
he is prudent and 537
he is prudent but 57
he is punishing her 61
he is punishing his 114
he is punishing them 105
he is punishing you 49
he is pursued and 356
he is pursued for 172
he is pursued with 83
he is puzzled and 457
he is puzzled how 114
he is puzzled that 331
he is puzzled why 46
he is puzzled with 57
he is quicker and 45
he is quicker than 153
he is quickly and 108
he is quickly led 44
he is quickly put 61
he is quieter and 98
he is quieter than 62
he is quietly and 147
he is quietly but 53
he is quivering with 43
he is quizzed and 49
he is radical and 71
he is raleigh and 46
he is rapidly and 54
he is rapidly being 75
he is rapport with 149
he is rational and 807
he is rebuked and 99
he is rebuked for 324
he is recalling his 209
he is recalling that 62
he is receiving all 129
he is receiving and 541
he is receiving any 97
he is receiving are 85
he is receiving but 65
he is receiving for 286
he is receiving his 567
he is receiving now 71
he is receiving old 58
he is receiving that 64
he is receiving them 98
he is receiving this 124
he is receiving too 70
he is receiving with 75
he is recording and 84
he is recording are 41
he is recording his 198
he is recording this 64
he is reduced and 102
he is referring and 79
he is referring are 120
he is referring both 101
he is referring not 1133
he is refined and 386
he is refused and 64
he is refused his 83
he is refuted and 86
he is regaining his 141
he is regaled with 219
he is regarding his 77
he is regular and 166
he is rehearsing for 79
he is rehearsing his 82
he is rejecting all 77
he is rejecting and 67
he is rejecting her 122
he is rejecting his 116
he is rejecting not 71
he is rejecting that 40
he is rejecting them 65
he is rejecting you 77
he is rejoicing that 55
he is rejoicing with 61
he is related and 133
he is related with 53
he is relaxed and 1052
he is relayed and 46
he is released and 944
he is released for 218
he is released that 84
he is released with 105
he is reliable and 473
he is relieving his 43
he is reminding her 61
he is reminding him 40
he is reminding his 118
he is reminding them 154
he is removed and 259
he is removed for 202
he is removed out 306
he is rendering aid 114
he is rendering him 45
he is rendering his 142
he is rendering them 60
he is rendering this 44
he is renewed and 129
he is renewed with 43
he is repairing his 52
he is replacing has 46
he is replacing his 114
he is replete with 150
he is reporting and 109
he is reporting are 49
he is reporting his 179
he is reporting that 148
he is reputed and 226
he is reputed not 47
he is requiring that 113
he is rescued and 426
he is reserving for 112
he is reserving his 110
he is resigning his 100
he is resisting and 62
he is resisting with 40
he is restive and 71
he is retaining his 43
he is retired and 570
he is retired but 48
he is retired now 125
he is retired with 52
he is retracing his 55
he is retreating with 46
he is returning for 89
he is returning with 198
he is revealed and 143
he is revealed not 48
he is revered and 273
he is revered for 135
he is reversing his 46
he is reviewing and 76
he is reviewing has 62
he is reviewing his 114
he is reviled and 121
he is reviled for 40
he is revived and 88
he is riddled with 251
he is rightly and 74
he is rightly put 45
he is ruthless and 240
he is ruthless with 56
he is saddled with 849
he is saluted with 430
he is sanguine and 55
he is sanguine that 128
he is satiated and 63
he is satiated with 279
he is scolded and 163
he is scolded for 221
he is scorned and 183
he is scorned for 50
he is searched and 96
he is searched for 65
he is secured and 63
he is secured for 108
he is secured with 74
he is seduced and 161
he is seemingly not 40
he is selecting and 89
he is selecting for 47
he is selecting his 88
he is selfish and 955
he is selfish now 90
he is senator and 161
he is sensual and 120
he is servile and 88
he is settled and 173
he is settled for 99
he is settled with 77
he is seventy and 79
he is shallow and 140
he is sharper than 83
he is shielding his 46
he is shipped off 166
he is shipped out 87
he is shivering with 149
he is shocked and 719
he is shocked out 132
he is shocked that 602
he is shocked with 44
he is shorter and 170
he is shorter than 451
he is shortly going 178
he is shunned and 177
he is shunted off 57
he is sickening for 98
he is signaling his 76
he is signaling that 180
he is simpler and 41
he is sincere and 1773
he is sincere but 62
he is sincere with 110
he is sinless and 96
he is sixteen and 262
he is sketching out 100
he is sketchy and 111
he is skilful and 246
he is skilled and 265
he is skilled with 82
he is slender and 173
he is smaller and 250
he is smaller than 722
he is smarter and 114
he is smarter than 1260
he is smitten and 56
he is smitten with 1475
he is snubbed and 61
he is snuffed out 141
he is sociable and 177
he is sociable with 45
he is socially and 300
he is solvent and 116
he is somehow being 126
he is somehow not 256
he is sounder than 76
he is soundly and 71
he is spanish and 59
he is splitting his 45
he is spoiled and 108
he is spoiled for 70
he is spotted and 63
he is spotted with 49
he is sprayed with 55
he is squalid and 56
he is stabbed and 63
he is stabbed with 74
he is stained with 379
he is stamped with 129
he is started off 81
he is starved and 164
he is starved for 241
he is starved out 97
he is starved with 48
he is staunch and 58
he is steadily and 68
he is sterile and 91
he is sternly met 51
he is stirred and 58
he is stirred with 112
he is stopped and 392
he is stopped for 114
he is stopped with 56
he is straining his 133
he is stressing that 242
he is stressing this 42
he is stripping off 178
he is stroked with 44
he is stronger and 746
he is stronger for 87
he is stronger now 83
he is stronger than 3849
he is stronger with 111
he is strongly and 161
he is strongly for 73
he is strongly pro 44
he is studied and 110
he is studious and 103
he is stuffed and 93
he is stuffed with 306
he is stunned and 218
he is stunned with 103
he is subdued and 204
he is subject and 406
he is subject are 323
he is subject both 46
he is subject can 44
he is subject for 96
he is subject may 79
he is subject not 101
he is subject with 140
he is sublime and 41
he is suffering all 50
he is suffering and 652
he is suffering any 53
he is suffering for 763
he is suffering his 42
he is suffering not 103
he is suffering now 231
he is suffering too 71
he is suffering was 42
he is suffering with 306
he is summoning his 64
he is superior and 303
he is superior not 53
he is supplying his 53
he is supplying them 56
he is supposing that 352
he is supreme and 193
he is supreme head 62
he is surveying his 64
he is suspect and 82
he is swamped with 207
he is swifter than 79
he is swollen with 91
he is tackled and 44
he is tactful and 152
he is tainted with 440
he is tampering with 156
he is taunted and 104
he is taunted with 284
he is taxable for 58
he is tempted and 216
he is tempted for 41
he is tempted not 79
he is tempted with 138
he is tethered and 46
he is thankful and 98
he is thankful for 1030
he is thankful that 1076
he is thirteen and 105
he is thorough and 242
he is threatening and 49
he is threatening her 79
he is threatening his 53
he is threatening them 66
he is threatening with 61
he is threatening you 58
he is thrilled and 69
he is thrilled that 125
he is thrilled with 301
he is thwarted and 152
he is tinkering with 88
he is titular head 93
he is together with 350
he is totally and 362
he is totally cut 119
he is totally deaf 99
he is totally out 243
he is touched and 217
he is touched with 1008
he is tougher than 145
he is towards his 131
he is trained and 706
he is trained for 591
he is trained not 124
he is trapped and 408
he is trapped for 81
he is trapped with 120
he is traveling and 191
he is traveling for 133
he is traveling with 524
he is trembling all 84
he is trembling and 58
he is trembling with 150
he is tricked and 103
he is tricked out 264
he is trusted and 348
he is trusted for 43
he is trusted with 307
he is trustee and 92
he is trustee for 239
he is truthful and 416
he is twisted and 143
he is typical and 47
he is unarmed and 236
he is unaware and 306
he is unaware but 56
he is unaware how 68
he is unaware that 7912
he is uncared for 61
he is unchanging and 61
he is unfeeling and 42
he is unfolding his 46
he is unhappy and 985
he is unhappy now 101
he is unhappy that 368
he is unhappy too 41
he is unhappy who 48
he is unhappy with 1378
he is unified with 58
he is uniform and 49
he is unkempt and 45
he is unknown and 404
he is unloved and 154
he is unlucky and 105
he is unmoved and 55
he is unsteady and 75
he is unwilling and 221
he is unwilling any 41
he is unwilling for 90
he is unwilling that 1353
he is unwilling they 52
he is unworthy and 221
he is upholding his 44
he is upright and 513
he is urinating and 41
