heads meditate in reference 44
heart believed me incapable 41
heart contract in succession 43
heart increases in proportion 63
heavy articles of furniture 475
heavy diversion of resources 44
heavy drinkers of alcoholic 41
heavy elements in meteorites 70
heavy emphasis on advertising 231
heavy emphasis on appearance 44
heavy emphasis on behavioral 43
heavy emphasis on biological 98
heavy emphasis on character 46
heavy emphasis on classical 94
heavy emphasis on cognitive 136
heavy emphasis on commercial 41
heavy emphasis on community 130
heavy emphasis on controlling 46
heavy emphasis on economics 51
heavy emphasis on empirical 75
heavy emphasis on encouraging 101
heavy emphasis on evaluation 60
heavy emphasis on hierarchy 50
heavy emphasis on identifying 53
heavy emphasis on industrial 161
heavy emphasis on innovation 42
heavy emphasis on knowledge 56
heavy emphasis on maintaining 87
heavy emphasis on mechanics 44
heavy emphasis on narrative 105
heavy emphasis on obedience 87
heavy emphasis on political 348
heavy emphasis on practical 145
heavy emphasis on prevention 145
heavy emphasis on production 267
heavy emphasis on sexuality 56
heavy emphasis on strategic 61
heavy emphasis on structure 47
heavy emphasis on technical 249
heavy emphasis on television 41
heavy emphasis on theoretical 43
heavy emphasis on vocational 306
heavy exchanges of artillery 48
heavy expenses in connection 147
heavy expenses of collection 74
heavy expenses of litigation 57
heavy expenses of maintaining 83
heavy expenses of transport 46
heavy exposure to televised 253
heavy exposure to television 191
heavy flywheel is necessary 44
heavy fractions of petroleum 112
heavy hydrogen or deuterium 537
heavy industry is concerned 104
heavy industry is developed 53
heavy industry is necessary 46
heavy materials or equipment 53
heavy minerals in sediments 108
heavy movement of population 49
heavy particle is projected 176
heavy particle is suspended 75
heavy pressure of affliction 43
heavy pressure of population 2342
heavy pressure on available 44
heavy pressure on resources 72
heavy rainfall in california 46
heavy rainfall in september 66
heavy rainfall or irrigation 378
heavy saucepan or casserole 299
heavy turnover in personnel 53
heavy turnover of personnel 61
heir apparent to president 78
held annually at different 88
held annually in connection 131
held annually in different 269
held annually in september 465
held annually on september 105
held annually or biannually 48
held annually or biennially 146
held annually to celebrate 110
held annually to determine 66
held constant at different 134
held constant by assumption 100
held constant by automatic 53
held constant by considering 42
held constant by controlling 55
held constant by maintaining 52
held constant to determine 82
held elections in september 89
held entitled to different 51
held entitled to indemnity 188
held entitled to possession 52
held entitled to protection 163
held positions as assistant 266
held positions as directors 86
held positions as president 43
held positions as professor 116
held positions in different 98
held positions of influence 1440
held positions of leadership 2650
held positions of political 465
held positions of privilege 133
held property as community 163
held pursuant to paragraph 639
held pursuant to subsection 731
held religious or political 144
held respecting the character 57
held services of humiliation 87
held services of thanksgiving 151
held services on alternate 99
held sometime in september 59
held somewhat in restraint 52
held thousands of prisoners 58
hell presenting the semblance 133
help alleviate the conditions 92
help alleviate the depression 122
help alleviate the hardships 45
help alleviate the pressures 77
help alleviate the shortages 81
help associating the apparition 60
help attempting to translate 54
help children of different 130
help children to appreciate 714
help children to construct 163
help children to distinguish 242
help children to establish 223
help children to formulate 40
help children to integrate 95
help children to interpret 154
help children to recognize 636
help children to visualize 177
help complete the revolution 63
help continue the domination 55
help decorate the christmas 84
help describe the structure 94
help diminish the incidence 86
help expressing my admiration 174
help expressing my amazement 54
help expressing my conviction 80
help expressing my gratitude 68
help expressing the conviction 43
help facility is available 68
help generate the necessary 82
help generate the political 41
help generate the resources 45
help identify the causative 166
help identify the conditions 266
help identify the different 453
help identify the existence 101
help identify the important 156
help identify the magnitude 40
help identify the mechanism 51
help identify the necessary 57
help identify the processes 56
help identify the structure 151
help liberate the oppressed 45
help maintain an effective 52
help maintain an efficient 54
help maintain the appearance 115
help maintain the community 143
help maintain the correction 42
help maintain the diversity 132
help maintain the dominance 116
help maintain the fertility 183
help maintain the functional 42
help maintain the household 156
help maintain the integrity 2087
help maintain the necessary 205
help maintain the political 100
help maintain the population 99
help maintain the pregnancy 190
help maintain the separation 135
help maintain the stability 703
help maintain the structure 338
help managers to determine 148
help minimize or eliminate 204
help minimize the disruption 59
help minimize the frequency 97
help minimize the incidence 233
help mobilize the community 51
help mobilize the resources 88
help negotiate an agreement 48
help organize the collection 42
help organize the community 80
help organize the conditions 91
help organize the discussion 250
help overcome the challenges 75
help overcome the obstacles 672
help overcome the weaknesses 64
help patients to recognize 262
help preserve the character 50
help preserve the integrity 823
help preserve the political 96
help preserve the stability 54
help preserve the structure 53
help provided by professor 133
help provided by relatives 133
help regretting the necessity 69
help regulate the digestive 92
help regulate the menstrual 486
help regulate the production 132
help rendered by professor 97
help respecting the sincerity 86
help separate the different 113
help strengthen the connection 105
help strengthen the foundation 41
help strengthen the political 40
help strengthen the structure 41
help students of different 142
help students to appreciate 897
help students to construct 389
help students to determine 253
help students to distinguish 307
help students to establish 261
help students to formulate 199
help students to integrate 308
help students to interpret 200
help students to recognize 1354
help students to structure 95
help students to summarize 58
help students to synthesize 45
help students to visualize 443
help suppress the revolution 41
help suspecting the sincerity 57
help treatment of recurrent 53
herd immunity to infectious 62
herd instinct of obedience 52
here acquired the substance 50
here admitted the statement 44
here advanced is confirmed 48
here asserted be sustained 83
here assigned to criticism 116
here attempting to determine 44
here attempting to establish 129
here attempting to prejudice 62
here attempts to establish 57
here attempts to integrate 59
here concerning the character 41
here concerning the influence 74
here concerning the intellect 54
here concerns the character 40
here concerns the conditions 54
here concerns the definition 61
here concerns the existence 44
here concerns the influence 48
here concerns the political 50
here concerns the structure 41
here consists in determining 47
here consists of alternating 41
here deplored the necessity 48
here embodies the venerable 41
here employed to designate 262
here employed to represent 112
here exercise no influence 45
here inserted by permission 46
here intended to depreciate 65
here intended to designate 109
here intended to represent 164
here involved is concerned 75
here involved is different 46
here involved to ascertain 48
here mentioned as necessary 44
here mentioned in connection 156
here mentioned in reference 52
here mentioned is evidently 81
here mentioned is identical 65
here narrated in reference 64
here presents an interesting 56
here presents the appearance 70
here produced in abundance 62
here proposed to designate 69
here proposed to establish 50
here provides an additional 43
here provides an excellent 124
here provides an important 118
here provides an interesting 109
here provides the necessary 57
here referred to consisted 89
here reflects the influence 79
here regarded as identical 69
here suggests the existence 49
here supports the conclusion 96
here supports the contention 71
here supports the hypothesis 122
here supposed to represent 94
here tolerant of restraint 50
here ventured to interpose 62
hero accepted the invitation 76
hero received an intimation 63
high accuracy in determining 133
high accuracy in identifying 43
high accuracy is difficult 51
high accuracy is important 100
high accuracy is necessary 167
high accuracy of prediction 65
high activity is associated 66
high affinity to receptors 197
high altitude is associated 115
high authority of aristotle 56
high authority of professor 442
high authority of scripture 54
high authority to recommend 58
high branches of commercial 43
high capacity to synthesize 77
high compared to countries 54
high compared to developed 119
high conceits do sometimes 64
high concerns of political 62
high condition of fertility 57
high contempt of parliament 99
high contents of dissolved 98
high contents of magnesium 52
high contents of potassium 118
high contrast is desirable 46
high cultures of antiquity 64
high doctrine of scripture 154
high economic or political 56
high embossed in loveliest 41
high emphasis on production 95
high energies of activation 322
high estimate of knowledge 57
high estimate of ourselves 63
high estimate of themselves 89
high examples of spiritual 55
high exposure to television 234
high humidity is desirable 58
high humidity is necessary 112
high inflation is associated 67
high initiation of structure 54
high interest he possessed 45
high interest in maintaining 46
high interest in political 78
high interest in themselves 44
high interest to ascertain 40
high locality of reference 127
high military or political 93
high mobility of americans 53
high mobility of electrons 324
high mobility of personnel 45
high mobility of population 162
high mobility of resources 45
high mountain by themselves 545
high mountain of spiritual 44
high nobility of character 118
high officers in leicester 43
high paroxysm of merriment 47
high platform of universal 92
high positions in different 70
high positions in political 89
high positions of influence 123
high positions of leadership 219
high positions of political 79
high potential is generated 69
high precision in determining 66
high precision is important 51
high precision is necessary 110
high pressure by incessant 99
high pressure in cylinders 54
high pressure is associated 89
high pressure is available 80
high pressure is desirable 44
high pressure is developed 207
high pressure is generally 47
high pressure is generated 214
high pressure is necessary 264
high pressure of population 1423
high pressure the molecules 49
high purposes of political 47
high rainfall or irrigation 146
high relative to available 90
high relative to population 44
high relative to production 187
high relative to surrounding 42
high retention of nutrients 48
high salaries of corporate 42
high salaries to themselves 41
high standard in production 44
high standard is necessary 48
high standard of advertising 44
high standard of amenities 72
high standard of antenatal 46
high standard of appearance 163
high standard of authorship 61
high standard of carpentry 52
high standard of certainty 89
high standard of character 981
high standard of civilized 83
high standard of classical 177
high standard of commercial 638
high standard of community 111
high standard of compliance 96
high standard of corporate 101
high standard of criticism 178
high standard of decoration 67
high standard of definition 57
high standard of democracy 69
high standard of diligence 80
high standard of discussion 48
high standard of eloquence 77
high standard of enjoyment 149
high standard of equipment 248
high standard of executive 51
high standard of expertise 105
high standard of exposition 43
high standard of expression 57
high standard of gentility 82
high standard of husbandry 237
high standard of industrial 223
high standard of inspection 72
high standard of insulation 160
high standard of integrity 1732
high standard of intellect 83
high standard of knowledge 869
high standard of landscaping 45
high standard of leadership 356
high standard of municipal 65
high standard of navigation 45
high standard of obedience 101
high standard of objective 45
high standard of obstetric 57
high standard of operations 43
high standard of patriotism 151
high standard of perfection 1597
high standard of personnel 143
high standard of persuasion 125
high standard of political 900
high standard of practical 231
high standard of principle 106
high standard of production 1299
high standard of programming 103
high standard of propriety 130
high standard of protection 403
high standard of rectitude 555
high standard of sanitation 391
high standard of scholarly 190
high standard of seamanship 162
high standard of secondary 59
high standard of sincerity 74
high standard of smartness 52
high standard of soldierly 51
high standard of spiritual 240
high standard of technical 1709
high standard of technique 389
high standard of theological 52
high standard of theoretical 88
high standard of universal 60
high standard of womanhood 52
high tendency to aggregate 205
high threshold of tolerance 197
high turnover in employees 40
high turnover in personnel 348
high turnover of customers 72
high turnover of employees 592
high turnover of inventory 90
high turnover of leadership 52
high turnover of ministers 85
high turnover of personnel 1206
high turnover of political 43
high turnover of population 169
high turnover of residents 194
high turnover of technical 42
high velocity is desirable 43
high velocity is necessary 46
high velocity of detonation 377
high velocity of discharge 96
high velocity of electrons 47
hill commanding an extensive 261
hill commands an extensive 59
hill commands the monastery 102
hill dominating the surrounding 119
hill opposite the acropolis 56
hill opposite the monastery 67
hire laborers to cultivate 113
hire purchase of machinery 348
hire thousands of employees 58
hiring contract is subsidiary 149
hiring decisions of employers 97
hiring policies of employers 129
hold africans in perpetual 122
hold constant the influence 111
hold economic or political 55
hold elections as scheduled 43
hold elections in september 65
hold elections to determine 641
hold harmless the publisher 179
hold harmless the purchaser 161
hold hundreds of different 47
hold hundreds of megabytes 219
hold policies of insurance 49
hold positions as directors 93
hold positions in political 126
hold positions of dominance 43
hold positions of influence 1444
hold positions of leadership 2605
hold positions of political 559
hold positions of privilege 99
hold property as community 112
hold property is inviolable 715
hold religious or political 40
holy communion or sacrament 40
holy disciple of confucius 91
holy festival of christmas 59
holy memorials of household 59
holy mountain at jerusalem 370
holy mountain in jerusalem 352
holy mountain of jerusalem 160
holy mountain of purgatory 40
holy purposes of amendment 89
home computer is connected 50
home consumer is evidently 85
home currency to appreciate 124
home currency to depreciate 138
home delivery is available 59
home delivery of groceries 434
home designed by architect 83
home explaining the adventure 129
home practice of relaxation 309
home provides an excellent 58
home treatment as described 65
home treatment is identical 52
home videotaping of television 176
hood condition of childhood 89
host composed of different 75
host computer is connected 238
host concerning the calumnious 55
host response to hepatitis 116
host response to infections 81
host response to infectious 159
host response to parasitic 121
hour consumed in sleepless 43
hour rendered it imprudent 49
hour specimen is collected 198
hour tolerate the existence 41
huge breakfast of scrambled 42
huge deposits of limestone 79
huge deposits of petroleum 150
huge diversion of resources 44
huge expanses of territory 151
huge expansion in production 44
huge expansion of production 64
huge increases in population 301
huge increases in production 195
huge majority in parliament 229
huge majority of americans 166
huge movement of population 56
huge quantity of ammunition 144
huge quantity of documents 58
huge quantity of equipment 46
huge quantity of provisions 47
huge reserves of petroleum 99
huge supplies of ammunition 58
huge transfer of population 50
huge transfer of resources 156
