headline story involved in 48
highest value recorded in 195
highest value reported by 61
highest value reported in 88
highest value reported so 46
highest vapor pressure at 74
highest vapor pressure of 65
highest voter turnouts in 82
highest walks afforded the 43
highest which requires the 76
highest yield followed by 68
highest yield obtained in 71
highest yield recorded in 43
highway running alongside the 42
highway running parallel to 229
highway which connects the 210
highway which followed the 102
highway whose contours he 68
hillock could scarcely be 72
himself about questions of 86
himself about twilight at 122
himself above reproach in 42
himself again desirous of 147
himself again involved in 137
himself again notorious by 44
himself again summoned to 112
himself amply informed by 113
himself amply rewarded by 122
himself amply rewarded if 56
himself amply rewarded in 88
himself bidding farewell to 46
himself calls attention in 51
himself calls attention to 1055
himself chief governor of 43
himself could continue to 60
himself could describe it 40
himself could describe the 55
himself could possibly be 126
himself could possibly do 46
himself could scarcely be 249
himself daily stripped of 186
himself dimly conscious of 49
himself drawn attention to 242
himself draws attention in 50
himself draws attention to 1405
himself either dictated or 44
himself either directly or 144
himself either reckless or 45
himself either verbally or 41
himself every delicacy of 299
himself every particle of 103
himself feels inclined to 41
himself first invented the 49
himself fully adequate to 109
himself fully believed in 66
himself fully conscious of 351
himself fully entitled to 409
himself fully equipped to 67
himself fully expected to 105
himself fully informed as 131
himself fully informed of 440
himself fully informed on 125
himself fully involved in 54
himself fully occupied in 178
himself fully prepared to 246
himself fully restored to 49
himself fully sensible of 192
himself getting involved in 85
himself gives evidence of 131
himself gives examples of 109
himself known wherever he 50
himself later admitted he 48
himself later admitted in 106
himself later admitted to 156
himself later recalled the 61
himself later referred to 282
himself later returned to 65
himself lends credence to 57
himself looking directly at 169
himself looking straight at 207
himself looking straight up 44
himself makes presents to 40
himself might possibly be 259
himself might probably be 62
himself named chairman of 70
himself named governor of 63
himself nearly opposite to 59
himself never accepted the 126
himself never admitted to 53
himself never approved of 44
himself never attempts to 65
himself never attended the 48
himself never believed in 106
himself never employed the 52
himself never expected to 112
himself never followed up 115
himself never indulged in 81
himself never intended to 267
himself never mentioned it 185
himself never mentioned the 225
himself never occurred to 64
himself never received the 45
himself never referred to 401
himself never regarded the 51
himself never returned to 313
himself never traveled to 40
himself never ventured to 133
himself often depicted in 57
himself often mistaken in 40
himself often referred to 360
himself prime minister in 155
himself prime minister of 437
himself quite agreeable to 59
himself quite conscious of 141
himself quite ignorant of 122
himself quite innocent in 44
himself quite prepared to 161
himself quite seriously as 161
himself quite unfitted to 44
himself rather inclined to 147
himself really believed in 151
himself really believed it 54
himself seated opposite the 48
himself seated opposite to 66
himself seeking education in 49
himself seems conscious of 124
himself seems disposed to 154
himself seems inclined to 157
himself seems prepared to 60
himself seems scarcely to 61
himself shall continue to 53
himself sitting opposite the 72
himself sitting opposite to 56
himself sitting straight up 85
himself speaks directly to 45
himself staring directly at 80
himself staring intently at 49
himself staring straight at 107
himself staring straight up 44
himself still attached to 62
himself still believed in 97
himself still believes in 54
himself still confined in 87
himself still desirous of 42
himself still impelled to 114
himself still regarded as 117
himself still remained in 42
himself still somewhat at 42
himself stood godfather to 97
himself taken prisoner at 93
himself taken prisoner by 542
himself taken prisoner in 98
himself taken seriously by 84
himself talking directly to 42
himself thinking suddenly of 41
himself truly concerning the 79
himself under contract to 82
himself under pressure of 76
himself under pressure to 630
himself under sentence of 307
himself under suspicion by 66
himself under suspicion of 210
himself under treatment by 71
himself which resulted in 79
himself while attempting to 303
himself while continuing to 79
himself while depressing the 47
himself while performing an 71
himself while performing the 47
himself while pretending to 71
himself would consider it 94
himself would consider the 73
himself would continue to 439
himself would denounce the 40
himself would describe as 349
himself would describe the 57
himself would hereafter be 88
himself would hesitate to 181
himself would probably be 856
himself would probably do 51
himself would scarcely be 72
himself wrote concerning the 42
himself wrote directly to 65
himself wrote hundreds of 62
history above referred to 74
history books alongside the 48
history books continue to 65
history books describe the 68
history calls attention to 77
history could possibly be 165
history could scarcely be 102
history could therefore be 43
history draws attention to 80
history gives evidence of 202
history lends credence to 60
history makes possible the 56
history often provides the 94
history often referred to 60
history often suggests the 61
history running parallel to 48
history seems destined to 76
history shows evidence of 101
history which affected the 59
history which attaches to 69
history which attempts to 307
history which concerns the 65
history which concerns us 92
history which connects the 44
history which consists in 129
history which consists of 153
history which contains an 46
history which contains the 152
history which continue to 51
history which describe the 44
history which deserves the 157
history which deserves to 155
history which embraces the 89
history which examines the 60
history which exhibits the 81
history which explains the 184
history which followed the 365
history which included the 150
history which includes the 483
history which inspired the 76
history which involved the 54
history which involves the 92
history which occurred in 116
history which pertains to 41
history which preceded it 203
history which preceded the 416
history which precedes it 48
history which precedes the 205
history which predates the 86
history which prepared the 42
history which presents the 94
history which pretends to 42
history which produced it 56
history which produced the 118
history which produces the 63
history which promises to 41
history which provided the 117
history which provides the 149
history which purports to 120
history which recounts the 61
history which reflects the 172
history which resulted in 553
history which stressed the 122
history which stresses the 107
history which warrants the 93
history while continuing to 50
history would continue to 228
history would indicate the 52
history would otherwise be 40
history would probably be 210
history would remember as 52
history would therefore be 82
hitherto known concerning the 77
hitherto known containing the 41
hitherto never ventured to 53
holders filed pursuant to 122
holders would continue to 52
holders would probably be 47
holiday people strolled on 56
honesty which consists in 42
honesty which pervaded the 93
hopeful heirs apparent to 59
horizon rests directly on 51
horizon which consists of 43
horizon which contains the 46
horizon which includes the 48
horizon which threatened to 43
hormone binding capacity of 55
hormone binding globulin in 680
hormone binding globulin is 103
hormone binding proteins in 353
hormone which controls the 458
hormone which increases the 170
hormone which inhibits the 121
hormone which initiates the 64
hormone which prepares the 119
hormone which prevents the 49
hormone which produces the 56
hormone which promotes the 119
hormone whose secretion is 59
horrors never exceeded in 40
horrors which attended it 53
horrors which attended the 218
horrors which followed in 52
horrors which followed the 134
horrors which surround the 51
hostile action possible at 399
hostile fleet whenever it 40
hostile force attempting to 45
hostile press coverage of 69
however could scarcely be 52
however draws attention to 49
however quite entitled to 44
however quite possible to 78
however really desirous of 57
however small compared to 71
however still continue to 51
however still possible to 107
however still remained in 94
however still remained the 42
however still remained to 50
however still retained the 71
however which followed on 52
however would probably be 65
huddled under blankets in 125
huddled under blankets on 57
humeral shaft fracture in 63
humeral shaft fracture is 53
hundred acres adjacent to 205
hundred acres attached to 72
hundred acres comprising the 111
hundred acres conveyed to 46
hundred acres situated on 45
hundred armed citizens of 77
hundred black children in 50
hundred black families in 53
hundred black students at 41
hundred black students in 45
hundred cases disposed of 58
hundred cases examined by 54
hundred cases observed by 52
hundred cases observed in 49
hundred cases occurred in 66
hundred cases reported in 271
hundred fifty prophets of 303
hundred fifty students in 90
hundred girls employed in 95
hundred hired soldiers of 67
hundred junior colleges in 53
hundred lines composed by 42
hundred local chapters of 48
hundred looms employed in 46
hundred miles northward of 201
hundred miles northward to 563
hundred miles northwest of 9603
hundred miles northwest to 162
hundred miles offshore in 80
hundred miles offshore to 42
hundred miles overland to 317
hundred miles parallel to 87
hundred miles separate the 143
hundred miles separating the 96
hundred miles separating us 93
hundred miles southward of 101
hundred miles southward to 186
hundred miles southwest of 7991
hundred miles southwest to 124
hundred miles straight up 46
hundred miles westward as 89
hundred miles westward in 75
hundred miles westward of 417
hundred miles westward to 220
hundred negro families in 97
hundred noble citizens of 100
hundred noble families in 80
hundred pages containing the 158
hundred pages describing the 181
hundred pages developing an 61
hundred pages entitled the 66
hundred people arrested in 43
hundred people attached to 117
hundred people attended an 149
hundred people attended the 5139
hundred people attended to 45
hundred people employed at 57
hundred people employed by 96
hundred people employed in 159
hundred people followed the 170
hundred people involved in 253
hundred people listened to 371
hundred people perished in 433
hundred people remained in 103
hundred souls perished in 61
hundred still remained in 127
hundred times affected by 166
hundred which denounce the 57
hundred white children in 41
hundred women attended the 241
hundred women employed in 104
hundred words describing the 55
hundred words required to 274
hundred would probably be 155
hundred yards directly in 400
hundred yards distance in 44
hundred yards distance is 94
hundred yards distance on 42
hundred yards distance the 48
hundred yards downhill to 67
hundred yards downwind of 51
hundred yards northwest of 1479
hundred yards offshore in 107
hundred yards offshore of 42
hundred yards offshore the 62
hundred yards offshore to 101
hundred yards opposite the 53
hundred yards parallel to 105
hundred yards separate the 52
hundred yards separating the 136
hundred yards southward of 71
hundred yards southwest of 1439
hundred yards straight up 55
hundred yards westward of 121
hundred yearly payments of 213
hunters could traverse the 41
husband could continue to 85
husband could dissolve the 51
husband could maintain an 42
husband could possibly be 205
husband could possibly do 59
husband loses interest in 49
husband might continue to 44
husband might possibly be 47
husband might unsettle me 71
husband shall continue to 70
husband still retained the 40
husband stood opposite to 113
husband which resulted in 50
husband would approach the 47
husband would continue to 270
husband would otherwise be 64
husband would probably be 410
husband would therefore be 61
hysteria which followed the 145
hysteria which threatened to 45
