head agreement relation with 80
her colleagues believe that 454
her colleagues carried out 169
her colleagues contend that 93
her colleagues decided that 43
her colleagues pointed out 154
her colleagues propose that 57
her colleagues realized that 131
her colleagues reasoned that 132
her colleagues suggest that 1396
her commander himself was 49
her commercial rivalry with 61
her commercial treaties with 252
her commodious harbors and 142
her community because she 137
her community service and 60
her companions attending her 64
her complaint against her 182
her complaint against him 116
her complaint alarmed him 100
her complaint alleged that 83
her complaint alleges that 43
her composure quickly and 75
her confessor advised her 55
her confessor allowed her 40
her confessor ordered her 61
her conflicting desires for 133
her conflicting emotions and 213
her conflicting emotions had 41
her conflicting thoughts and 42
her continual demands for 58
her continual support and 222
her continued concern for 63
her continued contact with 165
her continued respect for 41
her continued silence was 46
her continued success and 48
her continued support and 1708
her continued support for 234
her countless friends and 57
her customary courage and 40
her customers because she 49
her daughters because she 84
her daughters because they 58
her daughters married and 135
her daughters married off 158
her dauntless courage and 244
her defensive alliance with 214
her defensive posture and 43
her departure because she 40
her dependent position and 55
her desperate wriggle out 54
her detriment because she 169
her different classes that 41
her difficult position and 48
her difficult position with 63
her diffident eyelids and 45
her discourse between her 87
her dissolute husband and 59
her distended abdomen and 52
her distended stomach and 71
her domineering husband and 66
her effective command and 144
her eighteenth birthday and 561
her eighteenth birthday had 68
her eighteenth birthday her 43
her eighteenth birthday she 344
her eighteenth birthday that 51
her eighteenth birthday was 178
her eighteenth birthday with 66
her elegantly coiffed head 53
her employees because she 158
her engagement because her 89
her engagement because she 121
her especially because she 142
her excellent gesture and 50
her excellent husband and 44
her excellent manners and 56
her excellent research and 54
her excellent talents and 40
her excessive concern for 62
her excessive concern with 88
her excessive demands and 47
her excessive jealousy was 79
her executive ability and 198
her executive ability was 41
her executive officer and 41
her exemplary conduct and 125
her existence because she 57
her expensive dresses and 42
her expensive jewelry and 47
her expensive perfume and 45
her expression because she 41
her expression betraying her 40
her expression implied that 88
her expression neutral and 52
her expression pleasant and 60
her expression relaxed and 91
her expression revealed her 58
her expression revealed that 91
her expression stopped him 120
her exquisite features and 97
her extensive contact with 41
her extensive library and 57
her extensive research and 149
her extensive travels and 102
her extremely nervous and 52
her extremely popular with 48
her eyelashes against her 45
her eyelashes against his 94
her faculties receive his 53
her fanatical sympathy and 83
her fascinating manners and 92
her fingernails against her 96
her followers believe that 120
her footsteps carried her 40
her fortitude forsook her 297
her fourteenth birthday and 157
her fourteenth birthday she 111
her fourteenth birthday that 86
her geographic location and 82
her geographic position and 184
her gradually recover her 43
her gratitude towards her 62
her gratitude towards him 75
her grievance against her 85
her grievance against him 112
her happiness absolve her 47
her happiness because she 69
her happiness bloomed out 61
her harshness towards him 47
her hostility against her 57
her hostility towards her 198
her hostility towards him 143
her hostility towards men 44
her household affairs and 318
her household affairs she 42
her household affairs with 216
her household because she 54
her household effects and 42
her identifying herself with 54
her imaginary fortune had 44
her imaginary friends and 46
her immigrant parents and 64
her imprudent marriage had 118
her imprudent marriage with 94
her inaugural address she 77
her incessant chatter and 61
her incessant demands for 160
her influence against her 42
her influence against him 121
her influence because she 40
her influence counted for 98
her innermost secrets and 189
her innermost secrets with 48
her innermost thoughts and 2156
her innermost thoughts out 93
her innermost thoughts with 344
her insatiable demands for 40
her insistent demands for 64
her insurance company and 236
her insurance company for 261
her insurance company had 72
her insurance company that 120
her insurance company was 68
her integrity against all 42
her intentions towards her 75
her intentions towards him 71
her interests clashed with 62
her interests closely with 84
her irrational beliefs and 127
her knowledge because she 51
her leadership ability and 66
her majesties pleasure that 58
her matchless courage and 45
her medication because she 100
her medication regimen and 51
her menstrual history and 51
her ministers towards her 48
her miserable destiny with 51
her momentary mistake and 44
her momentary weakness and 40
her movements awkward and 47
her movements invited him 118
her nakedness against him 108
her nakedness against his 133
her necessity obliges her 66
her neighbors because she 184
her newspaper columns and 99
her nightgown against her 89
her nineteenth birthday and 143
her nineteenth birthday she 82
her obsessive concern for 66
her obsessive concern with 142
her obsessive thoughts and 69
her obstinate against all 100
her outrageous behavior and 65
her outspoken support for 75
her outstanding ability and 53
her oversized handbag and 40
her painstaking research and 58
her partiality towards him 91
her passionate concern for 210
her passionate concern with 60
her passionate prayers for 72
her passionate sympathy for 43
her passionate sympathy with 91
her penniless sisters and 51
her perfectly coiffed head 78
her perfectly natural and 44
her permission because she 48
her perpetual jealousy and 40
her petticoat floated off 54
her physicians advised her 44
her physicians ordered her 43
her political alliance with 112
her political ambition was 41
her political beliefs and 335
her political economy and 53
her political enemies and 65
her political freedom and 99
her political friends and 96
her political friends with 90
her political history and 57
her political history was 45
her political horizon has 57
her political ideology and 60
her political opinions and 157
her political position and 213
her political position was 85
her political support for 53
her practical ability and 42
her precarious balance and 47
her precarious position and 71
her precisely because she 517
her precisely because they 67
her pregnancy because her 42
her pregnancy because she 338
her prejudice against her 46
her prejudice against him 323
her pretended marriage with 107
her prettiest dresses and 46
her primarily because she 67
her principal adviser and 81
her principal concern was 147
her principal purpose was 41
her principal reliance was 62
her production company and 47
her profession because she 205
her professor husband and 51
her projected marriage with 264
her prosecuting cranmer for 40
her protection against all 141
her protection against any 56
her protection against being 41
her protection against her 66
her protection because she 54
her published letters and 91
her published letters are 45
her reasonable grounds for 47
her reasonable support and 65
her recumbent position and 63
her relatives because she 100
her relatives because they 46
her relatives believe that 45
her relatives brought her 45
her relatives preceding her 43
her relatives visited her 55
her repeatedly declare that 160
her reputation because she 70
her residuary legatee and 60
her resolution forsook her 40
her resources enabled her 48
her sacrifice herself for 65
her scattered belongings and 40
her scattered flowers and 74
her scattered thoughts and 218
her secondary schooling and 47
her sensitive nipples and 44
her separation anxiety and 82
her seventieth birthday and 170
her seventieth birthday she 98
her seventieth birthday was 43
her seventieth birthday with 69
her sexuality because she 84
her sharpness blunted for 84
her shattered economy and 48
her shoulders against her 85
her shoulders against him 43
her shoulders against his 221
her shoulders because she 183
her shoulders between his 308
her shoulders brought her 42
her shoulders covered with 310
her shoulders drooped and 153
her shoulders drooped with 60
her shoulders dropped and 79
her shoulders forward and 284
her shoulders hunched and 551
her shoulders hunched with 60
her shoulders lightly and 81
her shoulders quivering with 61
her shoulders relaxed and 136
her shoulders roughly and 62
her shoulders rounded and 108
her shoulders shrinking with 40
her shoulders slumped and 589
her shoulders slumped with 122
her shoulders squared and 330
her shoulders stooped and 65
her shoulders stopped her 50
her shoulders tightly and 82
her shoulders together and 96
her shoulders trembling with 53
her sometimes because she 76
her spiritual adviser and 201
her spiritual adviser was 49
her spiritual awakening and 43
her spiritual beliefs and 144
her spiritual comfort and 51
her spiritual counsel and 70
her spiritual freedom and 41
her spiritual insight and 60
her spiritual journey and 122
her spiritual journey with 52
her spiritual kinship with 58
her spiritual marriage with 68
her spiritual pastors and 48
her spiritual welfare and 79
her starboard battery was 45
her starboard quarter and 262
her starboard quarter was 94
her starboard quarter with 128
her statement because she 49
her statement implies that 86
her statement regarding her 59
her statesmen doubted that 44
her stepmother because she 56
her storeroom stocked with 45
her strategic location and 75
her strategic position and 154
her strategic position was 105
her struggles against her 118
her struggles against this 80
her submarine warfare and 76
her successes against them 46
her successor sternly cut 54
her suspicions regarding her 53
her sweetness towards her 53
her sympathies towards him 209
her technical support and 69
her television program and 42
her temporary absence had 45
her temporary husband had 40
her temporary sadness and 68
her tentative minimum tax 99
her territory between them 50
her testimony against her 110
her testimony against him 127
her testimony against them 41
her testimony because she 85
her testimony violated her 58
her thoroughly arranged and 51
her thoroughly familiar with 93
her undaunted courage and 67
her unfaithful husband and 236
her unfaithful husband had 42
her universal respect and 75
her unmarried brothers and 84
her unmarried sisters and 43
her unnatural alliance with 44
her unselfish concern for 43
her unselfish devotion and 61
her virginity because she 84
her voluntary society any 64
her whirlwind romance with 54
her wineglass between her 71
her wonderful courage and 69
her wonderful devotion and 52
her wonderful husband and 145
her wonderful palaces and 63
her wonderful support and 66
her wonderful talents and 40
hid themselves because they 51
him admirably adapted for 46
him anonymous letters and 51
him brigadier general and 61
him concerted measures for 46
him especially familiar with 42
him especially popular with 126
him establish contact with 66
him exceedingly popular with 195
him excellent material for 64
him extremely against that 79
him extremely nervous and 64
him extremely pleasant and 93
him extremely popular and 43
him extremely popular with 459
him faculties endowed with 42
him identifying himself with 94
him immensely popular with 271
him perfectly familiar with 229
him perfectly natural and 98
him perfectly natural that 117
him precisely because his 154
him precisely because she 150
him precisely because they 304
him primarily because she 40
him primarily because they 72
him professor against his 49
him protection against all 63
him protection against any 70
him protection against his 120
him reasonable grounds for 95
him resembled exactly that 71
him sacrifice himself for 153
him sometimes shudder with 139
him sometimes wrestle with 98
him somewhere between his 52
him spiritual comfort and 42
him surrounding himself with 48
him suspended between two 57
him thoroughly checked out 49
him thoroughly familiar with 647
him tolerably familiar with 67
him universal respect and 312
him widespread respect and 80
him worldwide acclaim and 42
hip fractures account for 47
his abdominal muscles and 296
his abdominal muscles are 69
his abilities brought him 72
his abilities enabled him 207
his abilities entitle him 129
his abilities qualify him 97
his accusation against her 58
his accusation against him 76
his accusation against his 160
his accusation against our 49
his accusation against them 90
his acquainting himself with 40
his additional comment that 112
his admirable conduct and 213
his admirable courage and 60
his admirable fitness for 72
his admirable liturgy did 54
his admirable talents and 167
his admirable talents for 102
his admiration because they 41
his admiration brought him 40
his advantage against them 73
his advantage against you 53
his adversary chooses and 41
his advertising manager and 51
his affections between his 120
his affections towards god 65
his affections towards his 101
his affections towards them 43
his afflicted brethren and 50
his afternoon lecture that 73
his afternoon sermons for 49
his aggression against his 211
his aggression towards her 47
his aggression towards his 83
his algonquin friends that 75
his allegiance between his 42
his allegiance between two 42
his allegiance exposes him 51
his ambiguous position and 47
his ambiguous position with 46
his amendment providing for 41
his ancestors abraham and 42
his ancestors against all 73
his ancestors because they 41
his ancestral culture and 54
his ancestral estates and 82
his ancestral religion and 226
his ancestral spirits and 120
his ancestral village and 180
his animosity against her 53
his animosity against him 66
his animosity against his 111
his animosity against kings 42
his animosity against that 131
his animosity against them 44
his animosity towards her 47
his animosity towards him 61
his animosity towards his 120
his animosity towards them 42
his announced program for 42
his announced purpose was 51
his anomalous position and 109
his anomalous position was 47
his antisocial behavior and 164
his antisocial behavior was 45
his anxieties regarding his 72
his apartment because his 63
his apartment because she 47
his apartment complex and 180
his apologies betrays his 107
his apostolic dignity and 43
his appearance against him 53
his appearance bespoke him 50
his appearance bespoke his 65
his appearance familiar and 41
his appearance produce him 49
his appearance shocked her 48
his appearance tallied with 48
his appointed ballast and 44
his approaching alliance with 59
his approaching birthday and 42
his approaching marriage and 230
his approaching marriage was 97
his approaching marriage with 1006
his approaching nuptials with 131
his approaching suffering and 45
his arbitrary conduct and 158
his arbitrary conduct had 70
his arbitrary conduct was 42
his arbitrary measures and 80
his arbitrary measures had 86
his arguments against all 109
his arguments against any 97
his arguments against her 49
his arguments against him 73
his arguments against his 150
his arguments against its 100
his arguments against that 87
his arguments against them 267
his arguments against this 249
his arguments because they 65
his arguments suggest that 179
his artillery against his 62
his artillery against them 68
his artillery company that 73
his artillery forward and 54
his assailant menaced him 52
his assembled friends and 97
his assertions regarding his 69
his assistant arrived with 42
his assistant assured him 41
his assistant coaches and 123
his assistant manager and 67
his assistant terrify each 43
his associated persons who 101
his associates applied for 41
his associates arranged for 49
his associates assumed that 306
his associates averred that 53
his associates because they 120
his associates believe that 1318
his associates carried out 546
his associates claimed that 458
his associates contend that 271
his associates decided that 689
his associates enabled him 50
his associates equally with 83
his associates noticed that 190
his associates observe that 40
his associates planned and 52
his associates pointed out 322
his associates pressed for 47
his associates propose that 136
his associates realized that 818
his associates reasoned that 238
his associates replied that 41
his associates revealed that 239
his associates started with 49
his associates suggest that 1566
his associates together and 51
his associates together with 56
his astonishing faculty for 53
his attainder totally cut 81
his attempted suicide and 176
his attempted suicide was 69
his attendant enabled him 64
his attendant planets and 101
his attendant priests and 69
his attentions between her 57
his attentions between his 94
his attentions towards her 240
his attentive partner was 51
his attitudes towards and 61
his attitudes towards his 560
his attitudes towards sex 43
his attitudes towards them 185
his attorneys advised him 45
his attraction towards her 79
his austerity program and 62
his automatic reactions and 56
his automatic thoughts and 72
his available capital and 139
his available capital was 40
his available cavalry and 75
his avocations quietly and 71
his awareness permits him 73
his barbarous cruelty and 79
his barbarous grammar has 73
his batteries against them 42
his batteries meantime doing 45
his biographer asserts that 140
his biographer pointed out 123
his biographer records that 240
his biographer relates that 245
his biographer remarks that 141
his biographer reports that 109
his biological parents and 421
his biological parents are 136
his biological parents had 62
his biological studies and 52
his bitterest enemies and 198
his bitterest enemies are 79
his bitterest enemies can 187
his bitterest enemies did 127
his bitterest enemies for 47
his bitterest enemies had 210
his bitterest enemies was 62
his blasphemy against god 67
his botanical studies and 180
his botanical studies with 62
his boundless ambition and 181
his boundless ambition was 106
his boundless charity and 83
his boundless freedom and 191
his boundless respect for 95
his boundless sympathy for 43
his boundless sympathy with 65
his briefcase against his 78
his briefcase between his 136
his briefcase stuffed with 97
his britannic majesty and 3341
his britannic majesty are 98
his britannic majesty being 61
his britannic majesty can 69
his britannic majesty does 45
his britannic majesty for 550
his britannic majesty had 1084
his britannic majesty has 397
his britannic majesty may 145
his britannic majesty not 48
his britannic majesty that 212
his britannic majesty was 733
his britannic majesty who 68
his britannic majesty with 275
his brokerage account and 41
his brutality towards her 60
his byzantine studies and 108
his calculating machine and 55
his cambridge friends and 122
his cambridge friends had 43
his campaigns against his 136
his campaigns against that 40
his campaigns against them 138
his captivating manners and 53
his carefully brushed hat 44
his carefully guarded and 53
his carefully planned and 129
his carefully written and 52
his castration anxiety and 112
his castration anxiety was 49
his cavaliers advised him 82
his cavaliers charged them 84
his cavernous sockets and 57
his ceremonial costume and 50
his ceremonial uniform and 44
his character accords with 67
his character against any 67
his character against that 46
his character allowed him 77
his character because they 62
his character belonged not 44
his character brought him 42
his character brought out 87
his character carried him 142
his character consult its 108
his character enabled him 209
his character enables him 54
his character endeared him 69
his character induced him 44
his character retains all 221
his character secured him 56
his character studies are 48
his character suffers any 69
his character together with 47
his cherished ambition was 44
his cherished article was 82
his cherished beliefs and 140
his cherished privacy and 45
his cherished project for 77
his cherished schemes for 49
his childhood ambition was 47
his childhood because his 53
his childhood contact with 52
his childhood following his 43
his childhood friends and 340
his childhood friends are 50
his childhood friends had 156
his childhood friends was 72
his childhood friends who 150
his childhood illness and 42
his childhood poverty and 118
his childhood religion and 50
his childhood romance with 44
his childless marriage with 53
his christmas holiday and 44
his christmas holiday with 68
his christmas message for 82
his christmas message that 50
his christmas present and 91
his christmas present for 106
his christmas present was 44
his christmas stories and 45
his christmas vacation and 42
his christmas vacation with 73
his cigarette against his 86
his cigarette between his 1192
his cigarette between two 91
his cigarette lighter and 614
his cigarette lighter out 44
his cigarette lighter was 57
his cigarette lighter with 50
his circulating library and 110
his classical culture and 57
his classical kinsman did 72
his classical sources and 64
his classical studies and 547
his classical studies for 118
his classical studies had 79
his classical studies than 46
his classical studies that 104
his classical studies was 59
his classical studies with 322
his classroom behavior and 65
his classroom behavior was 47
his clerkship brought him 60
his clipboard against his 118
his cloudless journey had 218
his cognitive ability and 58
his cognitive strengths and 52
his colleagues accused him 141
his colleagues advised him 111
his colleagues against any 49
his colleagues against him 156
his colleagues allowed him 46
his colleagues applied this 48
his colleagues arranged for 96
his colleagues assumed that 678
his colleagues assured him 66
his colleagues because his 62
his colleagues because they 279
his colleagues believe that 2916
his colleagues believe they 61
his colleagues brought him 50
his colleagues brought out 52
his colleagues carried out 1150
his colleagues claimed that 805
his colleagues comment that 54
his colleagues contend that 475
his colleagues decided not 77
his colleagues decided that 1285
his colleagues decided they 67
his colleagues declare that 46
his colleagues elected him 235
his colleagues ensured that 91
his colleagues explain that 123
his colleagues imagine that 68
his colleagues implied that 44
his colleagues noticed that 497
his colleagues observe that 305
his colleagues opposed him 59
his colleagues pointed out 909
his colleagues predict that 87
his colleagues pressed for 67
his colleagues pressed him 40
his colleagues propose that 482
his colleagues realized that 1458
his colleagues reasoned that 690
his colleagues regarding his 41
his colleagues replied that 215
his colleagues respect him 73
his colleagues revealed that 288
his colleagues searched for 59
his colleagues started out 41
his colleagues started with 58
his colleagues studied how 58
his colleagues studied this 69
his colleagues studied two 97
his colleagues suggest that 4959
his colleagues suspect that 87
his colleagues theorized that 158
his colleagues together and 137
his colleagues together for 46
his colleagues together with 70
his colleagues visited him 54
his colleagues worried that 132
his collected letters and 78
his collected stories and 66
his collegiate studies and 51
his collegiate studies with 89
his commander ordered him 70
his commander towards him 62
his commercial ability and 80
his commercial license and 41
his commercial success and 193
his commercial success was 111
his commercial success with 55
his commission absolve him 61
his commission allowed him 69
his commission because his 64
his commission enjoins him 143
his commission forbade his 79
his committee decided that 166
his committee members and 93
his committee members had 55
his committee together and 68
his commonest motives and 90
his communist friends and 41
his community because his 42
his community because they 48
his community service and 110
his companions accused him 50
his companions advised him 174
his companions arrived and 40
his companions arrived they 40
his companions assured him 60
his companions awaited him 73
his companions because they 117
his companions believe that 136
his companions brought him 51
his companions brought with 43
his companions carried him 189
his companions carried off 60
his companions carried out 65
his companions checked him 79
his companions decided that 150
his companions dragged him 130
his companions enabled him 54
his companions entered with 48
his companions escaped and 80
his companions escaped with 46
his companions following him 136
his companions following his 63
his companions forsook him 66
his companions induced him 41
his companions laughed and 83
his companions noticed that 246
his companions observe that 56
his companions offered his 75
his companions pointed out 75
his companions prepare for 41
his companions realized that 247
his companions rescued him 93
his companions searched for 88
his companions started for 101
his companions started out 117
his companions stepped out 55
his companions stopped for 46
his companions stopped him 55
his companions together and 106
his companions together with 54
his companions trusted him 76
his companions watched him 104
his companions watched his 41
his companions watched with 52
his compassion perhaps for 65
his compassion towards her 96
his compassion towards his 77
his compassion towards them 97
his complaint against god 118
his complaint against her 52
his complaint against him 61
his complaint against his 249
his complaint against them 121
his complaint against you 66
his complaint alleged that 89
his complaint alleges that 91
his complexion brought out 46
his complexion browner and 83
his complexion incline him 130
his composure quickly and 125
his conciliating manners and 63
his conductor mounted with 68
his confession offends due 149
his conflicting desires and 64
his conflicting desires for 70
his conflicting emotions and 104
his conflicting thoughts and 72
his connection therewith and 44
his conquests brought him 50
his continual anxiety for 70
his continual concern for 52
his continual concern with 48
his continual contact with 112
his continual demands for 119
his continual droppings than 62
his continual schemes for 129
his continual success had 140
his continual support and 318
his continued absence and 157
his continued absence for 42
his continued absence was 127
his continued alliance with 51
his continued concern for 225
his continued concern with 187
his continued contact with 254
his continued efforts and 43
his continued efforts for 61
his continued loyalty and 87
his continued respect for 154
his continued service with 43
his continued silence and 86
his continued silence had 127
his continued silence was 73
his continued success and 105
his continued success was 48
his continued success with 41
his continued support and 1541
his continued support for 1126
his continued sympathy and 41
his conversion brought him 54
his conviction violated his 74
his coronation napoleon saw 47
his corporate position and 40
his countless friends and 175
his courageous conduct and 58
his courageous example and 42
his courtiers advised him 148
his courtiers assured him 95
his cowardice induced him 43
his coworkers believe that 217
his coworkers carried out 107
his coworkers pointed out 57
his coworkers suggest that 187
his creditors following his 48
his creditors pressed him 138
his creditors pursued him 65
his creditors suspect him 51
his creditors together and 142
his cruelties towards them 42
his customary ability and 66
his customary brevity and 53
his customary clarity and 148
his customary concern for 86
his customary courage and 94
his customary decision and 41
his customary dignity and 139
his customary disdain for 51
his customary gravity and 48
his customary insight and 47
his customary modesty and 61
his customary reserve and 136
his customary respect for 106
his customary silence and 79
his customary weekend off 40
his customers against you 54
his customers because they 64
his customers brought him 60
his daughters achieve this 89
his daughters against any 43
his daughters against each 52
his daughters against him 57
his daughters because they 102
his daughters brought him 807
his daughters carried off 42
his daughters frances and 54
his daughters married and 172
his daughters married men 69
his daughters married off 99
his daughters married sir 75
his daughters towards him 43
his dauntless courage and 663
his dedicated efforts and 56
his dedicated service and 73
his defenders claimed that 55
his defenders pointed out 45
his defensive alliance with 105
his defensive measures and 41
his defensive position and 252
his defensive position was 60
his defensive posture and 82
his defensive tactics and 51
his deference towards his 46
his definition implies that 50
his deformity haunted him 69
his delawares charged with 62
his delusional beliefs and 51
his departure assured him 66
his departure carried them 61
his dependent position and 41
his dependent variable and 77
his dependent variable was 52
his depressed cranium and 53
his desperate concern for 40
his desperate courage and 52
his desperate position and 60
his desultory warfare with 80
his detective stories and 111
his detective stories are 44
his detective stories that 42
his developed steadily and 73
his diabolical purpose was 86
his diagnostic ability and 47
his diagnostic criteria for 40
his dictionary johnson had 52
his different aspects and 51
his different friends being 44
his different offices and 44
his difficult position and 188
his difficult position was 48
his difficult position with 171
his dignified carriage and 41
his dignified conduct and 59
his dignified demeanor and 40
his dignified manners and 60
his dignified position and 41
his dignified reserve was 95
his directions briefly and 87
his directions carried out 62
his directive behavior was 64
his discarded formula that 60
his discharge violated his 67
his disciples abandon him 43
his disciples against all 76
his disciples against any 47
his disciples against being 71
his disciples against them 101
his disciples against this 60
his disciples assumed that 105
his disciples because his 43
his disciples because they 286
his disciples believe that 268
his disciples brought him 93
his disciples brought his 42
his disciples carried him 54
his disciples carried his 85
his disciples carried out 51
his disciples claimed that 197
his disciples decided that 128
his disciples discuss are 53
his disciples following his 89
his disciples forsake him 74
his disciples forsaking him 47
his disciples forsook him 430
his disciples noticed that 59
his disciples plainly that 155
his disciples plucked and 68
his disciples pointed out 66
his disciples realized that 112
his disciples rebuked them 70
his disciples regarding his 56
his disciples together and 380
his disciples together for 73
his disciples visited him 44
his discourse loosely and 43
his discretion require any 67
his discretion require that 199
his discussion implies that 80
his disgraced banners had 82
his dissolute manners and 148
his distended stomach and 45
his distorted affects but 42
his distorted features and 62
his doctrinal beliefs and 63
his doctrinal position and 51
his doctrinal position was 71
his downright honesty and 60
his eccentric behavior and 103
his eccentric destiny may 70
his eccentric manners and 49
his effectual support and 50
his efficient service and 46
his eighteenth birthday and 770
his eighteenth birthday his 64
his eighteenth birthday that 141
his eighteenth birthday was 132
his eighteenth birthday with 77
his elaborate schemes for 56
his electoral dignity and 130
his electoral dignity was 90
his electoral estates had 48
his electoral mandate and 51
his electoral success and 56
his electoral success was 64
his electoral support was 51
his electoral victory and 146
his electoral victory was 121
his eloquence against that 159
his eloquence against them 92
his eloquence against this 40
his eloquence carried him 64
his eloquence enabled him 49
his empirical research and 112
his empirical research was 53
his empirical results are 41
his empirical studies and 68
his employees because they 46
his employees together and 116
his employers allowed him 43
his employers mistook for 56
his employers offered him 61
his employers trusted him 63
his encouraging support and 56
his energetic efforts and 54
his energetic efforts for 42
his energetic measures for 77
his energetic support for 44
his enunciation measured and 50
his enunciation whistling and 46
his episcopal brethren and 44
his episcopal dignity and 220
his equipment together and 67
his equivocal position and 73
his erstwhile friends and 344
his erstwhile friends who 46
his erstwhile partner and 44
his erstwhile student and 40
his estimates suggest that 105
his excellent conduct and 109
his excellent example and 54
his excellent example may 73
his excellent library and 80
his excellent manners and 160
his excellent rapport with 114
his excellent research and 71
his excellent sermons and 96
his excellent service and 73
his excellent talents and 85
his excellent virtues and 47
his excessive ambition and 98
his excessive concern for 209
his excessive concern with 269
his excessive cruelty and 41
his excessive demands and 95
his excessive demands for 127
his excessive modesty and 80
his excessive respect for 114
his excessive shyness and 78
his excessive sympathy for 41
his exclusive concern for 72
his exclusive concern with 424
his exclusive control and 105
his executive ability and 881
his executive ability had 44
his executive ability that 87
his executive ability was 160
his executive council and 1135
his executive council for 143
his executive council had 195
his executive council that 230
his executive council was 167
his executive council who 69
his executive council with 234
his executive officer and 607
his executive officer for 73
his executive officer had 142
his executive officer that 86
his executive officer was 174
his executive officer who 52
his executive position and 103
his executive position with 137
his exemplary behavior and 69
his exemplary conduct and 407
his exemplary courage and 65
his exhausted spirits with 83
his exhausted treasury with 43
his existence lamenting that 42
his expedition against asia 54
his expedition against him 40
his expedition against his 345
his expedition against new 269
his expedition against that 144
his expedition against them 137
his expressed concern for 179
his expressed concern that 84
his expressed disdain for 70
his expressed opinions and 81
his expressed support for 55
his expressed sympathy for 79
his expressed sympathy with 65
his expression alarmed her 40
his expression altered and 42
his expression because his 40
his expression because she 47
his expression betraying his 47
his expression conveying his 56
his expression darkening with 43
his expression distant and 69
his expression guarded and 42
his expression implied that 83
his expression intense and 107
his expression mirroring his 52
his expression neutral and 79
his expression puzzled and 48
his expression relaxed and 117
his expression revealed his 114
his expression revealed that 142
his expression shifted and 45
his expression stopped her 198
his expression twisted with 47
his exquisite fancies and 41
his exquisite manners and 114
his exquisite outline and 49
his exquisite sympathy with 51
his extempore retorts and 80
his extensive contact with 158
his extensive estates and 63
his extensive library and 349
his extensive library for 44
his extensive library was 82
his extensive research and 489
his extensive research for 54
his extensive research that 111
his extensive research with 93
his extensive schemes for 55
his extensive studies and 140
his extensive studies with 67
his extensive traveling and 47
his extensive travels and 854
his extensive travels for 49
his extensive travels had 90
his extensive travels with 65
his extremely careful and 59
his extremely thorough and 65
his exuberant loyalty for 50
his exuberant spirits and 111
his eyelashes against her 43
his faculties enabled him 42
his faculties natural and 110
his fantastic science and 45
his fascinating manners and 103
his fatherland forever for 57
his fingernails against his 126
his fingernails haggled and 97
his flourishing blossom now 54
his followers abandon him 48
his followers accused him 42
his followers advance with 72
his followers advised him 145
his followers against all 48
his followers against any 83
his followers against him 63
his followers against his 78
his followers against them 93
his followers against this 74
his followers assumed that 521
his followers because his 40
his followers because they 373
his followers believe him 104
his followers believe that 2262
his followers boasted that 51
his followers brought him 84
his followers brought with 77
his followers carried him 64
his followers carried his 121
his followers carried out 186
