head angular acceleration in 123
him enough opportunity to 77
him firmly established in 47
him further instructions as 99
him further instructions in 78
him further instructions to 43
him further opportunity of 60
him further opportunity to 332
him further particulars of 183
him further promptitude in 54
him greater consequence in 66
him greater flexibility in 134
him greater opportunity to 212
him greater satisfaction to 46
him greater understanding of 86
him highly susceptible to 248
him keenly appreciative of 79
him little disturbance in 46
him little opportunity of 250
him little opportunity to 1500
him minute instructions as 74
him secret instructions to 222
him sombre satisfaction to 62
him something corresponding to 62
him special commissioner to 61
him special dispensation to 57
him special instructions to 101
him standing unsupported in 51
him strange alternations of 46
him strict instructions to 268
him submit contentedly to 52
him unless accompanied by 51
him various experiments in 41
him verbal instructions to 54
him wanted desperately to 84
him wholly independent of 62
him wholly indifferent to 45
him without acknowledging the 51
him without controversy the 69
him without interruption to 82
him without introduction as 169
him without possibility of 75
him without solicitation on 66
him without understanding the 110
his abrupt abandonment of 102
his absurd resemblance to 55
his actions constituted an 56
his actions contributed to 163
his actions corroborate the 85
his active benevolence in 40
his active championship of 60
his active contribution to 155
his active experiences in 63
his active intervention in 240
his active intervention on 54
his active involvement as 87
his active involvement in 3060
his active relationship to 48
his active sponsorship of 63
his actual achievement as 89
his actual achievement in 189
his actual achievement is 115
his actual appointment as 55
his actual appointment to 47
his actual contribution to 502
his actual descriptions of 70
his actual expenditure on 50
his actual experiences as 180
his actual experiences at 43
his actual experiences in 279
his actual experiences of 106
his actual involvement in 240
his actual observations of 71
his actual performance as 289
his actual performance in 336
his actual performance is 138
his actual performance of 178
his actual performance on 142
his actual presentation of 75
his actual relationship to 250
his actual satisfaction in 40
his actual understanding of 104
his adroit manipulation of 163
his advice conformable to 69
his advice contributed to 49
his agency appointment by 92
his agreed contribution to 51
his amused satisfaction in 66
his animal personality to 93
his annual accumulation in 210
his annual compensation is 66
his annual compensation of 68
his annual contribution of 68
his annual contribution to 367
his annual distribution of 43
his annual expenditure on 86
his annual pilgrimages to 120
his annual subscription of 145
his annual subscription to 262
his anxious anticipation of 48
his ardent championship of 286
his ardent temperament he 42
his ardent temperament to 46
his astute manipulation of 55
his astute observations of 137
his astute observations on 112
his astute understanding of 132
his avowed appointment of 47
his avowed disapproval of 46
his battle experiences in 43
his battle headquarters at 83
his battle headquarters in 74
his battle headquarters on 40
his becoming established as 43
his better understanding of 496
his bitter arraignment of 59
his bitter condemnation of 280
his bitter denunciations of 291
his bitter disapproval of 44
his bitter experiences as 155
his bitter experiences at 67
his bitter experiences in 314
his bitter experiences of 182
his bitter remembrance of 42
his boasting unwarranted by 49
his bodily organization is 61
his bodily resurrection in 51
his bodily temperament on 62
his breeding experiments on 56
his brother academicians the 40
his brother academicians to 48
his brother accompanied the 80
his brother chamberlain of 125
his brother christopher at 49
his brother christopher in 82
his brother christopher on 40
his brother christopher to 124
his brother constantine as 213
his brother constantine ii 67
his brother constantine in 77
his brother constantine to 124
his brother established the 150
his brother magistrates as 54
his brother magistrates in 96
his brother magistrates of 79
his brother magistrates on 45
his brother magistrates to 72
his brother missionaries in 46
his brother missionaries to 47
his brother protestants in 101
his brother represented the 48
his brother surrendered to 46
his career contributed to 59
his career exclusively to 51
his career exemplified the 69
his career exemplifies the 63
his career illustrated the 40
his career illustrates the 307
his career interrupted by 105
his career investigating the 68
his changed countenance the 77
his changed relationship to 79
his changed understanding of 50
his chariot accompanied by 131
his charming descriptions of 81
his charming introduction to 48
his church independent of 62
his clearer understanding of 55
his clever exploitation of 71
his clever manipulation of 299
his closer involvement in 44
his closer relationship to 47
his clothes preparatory to 105
his cloudy remembrance the 76
his combat experiences in 214
his common conversation he 249
his common conversation in 89
his common conversation the 147
his cordial concurrence in 225
his cordial satisfaction at 79
his course preparatory to 117
his crowning achievement as 203
his crowning achievement in 357
his crowning achievement is 77
his crowning achievement to 59
his crowning contribution to 51
his crucial contribution to 194
his curious dissertation on 61
his curious experiences in 41
his curious experiments on 94
his curious observations on 49
his deeper involvement in 83
his deeper understanding of 442
his diocese accompanied by 42
his direct apprehension of 90
his direct contribution to 340
his direct descendants in 102
his direct descendants to 52
his direct experiences of 64
his direct intervention in 334
his direct involvement as 44
his direct involvement in 1700
his direct necessities as 43
his direct observations in 43
his direct observations of 227
his direct presentation of 42
his direct relationship to 259
his direct understanding of 44
his dismal performance at 41
his dismal performance in 60
his divine appointment as 102
his divine appointment to 133
his divine benefactors by 49
his divine prerogative of 66
his divine prerogative to 62
his doctor recommended he 69
his dogged persistence in 180
his duties transferred to 76
his earlier abandonment of 68
his earlier appointment as 96
his earlier appointment to 74
his earlier assessments of 87
his earlier calculations of 41
his earlier championship of 55
his earlier commitments to 98
his earlier compositions by 60
his earlier compositions he 44
his earlier compositions to 45
his earlier condemnation of 349
his earlier construction of 50
his earlier contribution to 183
his earlier counterpart in 42
his earlier declarations of 64
his earlier denunciations of 147
his earlier descriptions of 276
his earlier development of 54
his earlier disapproval of 67
his earlier endorsement of 371
his earlier expectations of 42
his earlier experiences as 596
his earlier experiences at 134
his earlier experiences he 42
his earlier experiences in 984
his earlier experiences of 302
his earlier experiences on 52
his earlier experiences to 45
his earlier experiments he 195
his earlier experiments in 308
his earlier experiments on 223
his earlier experiments the 78
his earlier explanations of 69
his earlier explorations in 56
his earlier explorations of 145
his earlier formulations in 42
his earlier formulations of 161
his earlier incarnations as 82
his earlier instructions to 265
his earlier introduction of 66
his earlier introduction to 67
his earlier involvement in 358
his earlier observations in 102
his earlier observations of 198
his earlier observations on 257
his earlier performance as 43
his earlier performance of 53
his earlier presentation of 151
his earlier proclamation of 78
his earlier publications he 61
his earlier publications in 92
his earlier publications is 80
his earlier publications on 165
his earlier relationship to 89
his earlier speculations in 48
his earlier speculations on 79
his earlier translations of 57
his earlier understanding of 361
his earlier unwillingness to 46
his earnest enforcement of 47
his earnest exhortations to 152
his earnest presentation of 51
his earnest propositions to 45
his earnest solicitation to 48
his elbows comfortably on 94
his emerging understanding of 121
his enduring contribution to 279
his energy expenditure is 48
his english counterpart in 149
his english counterpart to 63
his english introduction to 57
his english predecessor in 61
his english translations of 385
his entire abandonment of 70
his entire concurrence in 1146
his entire condemnation of 56
his entire consecration of 85
his entire consecration to 230
his entire contribution to 192
his entire development as 93
his entire devotedness to 195
his entire disapproval of 324
his entire inheritance in 105
his entire inheritance on 60
his entire inheritance to 149
his entire organization to 112
his entire performance is 41
his entire personality as 46
his entire personality in 111
his entire personality is 151
his entire personality to 125
his entire perspective of 44
his entire perspective on 98
his entire pontificate in 66
his entire presentation of 140
his entire relationship to 147
his entire satisfaction at 544
his entire satisfaction by 121
his entire satisfaction he 41
his entire satisfaction in 237
his entire satisfaction of 44
his entire satisfaction the 105
his entire understanding of 287
his entire unwillingness to 44
his errors subservient to 177
his essays contributed to 61
his estate confiscated by 100
his estate confiscated to 46
his evolving understanding of 174
his exciting experiences in 55
his expert manipulation of 60
his expert understanding of 49
his family accompanied by 78
his family accompanied the 122
his family accompanied us 83
his family comfortable in 53
his family comfortably in 84
his family constituted the 51
his family contributed to 133
his family disapproved of 206
his family entertained the 46
his family established at 42
his family established in 146
his family established the 87
his family experienced in 73
his family experienced the 152
his family illustrates the 74
his family independent of 68
his family inheritance in 61
his family inheritance of 44
his family inheritance to 90
his family participate in 129
his family permanently in 86
his family permanently to 155
his family relationship to 262
his family represented the 96
his family resemblance to 57
his family surrendered to 40
his family temporarily in 54
his family temporarily to 59
his family transferred to 89
his famous arraignment of 56
his famous codification of 40
his famous concurrence in 58
his famous condemnation of 186
his famous contribution to 151
his famous descriptions of 87
his famous discoveries in 58
his famous disquisition on 56
his famous dissertation on 225
his famous experiments at 63
his famous experiments in 289
his famous experiments of 74
his famous experiments on 894
his famous experiments to 41
his famous explorations of 43
his famous illustration of 184
his famous instructions to 82
his famous introduction to 697
his famous observations of 50
his famous observations on 132
his famous performance of 124
his famous photographs of 65
his famous predecessor in 154
his famous presentation of 40
his famous proclamation in 98
his famous proclamation of 540
his famous proclamation to 198
his famous translations of 74
his faulty understanding of 123
his feeble descendants as 63
his fellow academicians in 42
his fellow adventurers in 104
his fellow adventurers to 62
his fellow ambassadors in 48
his fellow apprentices in 54
his fellow aristocrats in 42
his fellow aristocrats to 48
his fellow businessmen in 61
his fellow businessmen to 132
his fellow californians to 50
his fellow capitalists to 72
his fellow competitors to 51
his fellow conspirator in 56
his fellow federalists in 88
his fellow federalists to 103
his fellow inhabitants of 278
his fellow instructors at 43
his fellow journalists in 108
his fellow journalists of 55
his fellow journalists to 93
his fellow legislators as 41
his fellow legislators in 203
his fellow legislators to 315
his fellow magistrates in 96
his fellow magistrates to 110
his fellow missionaries as 122
his fellow missionaries at 65
his fellow missionaries by 43
his fellow missionaries in 265
his fellow missionaries of 76
his fellow missionaries on 46
his fellow missionaries to 204
his fellow nationalists in 56
his fellow parishioners at 40
his fellow parishioners to 56
his fellow playwrights in 80
his fellow playwrights of 58
his fellow proprietors of 47
his fellow protestants in 183
his fellow protestants to 97
his fellow republicans as 208
his fellow republicans at 42
his fellow republicans by 56
his fellow republicans in 526
his fellow republicans of 116
his fellow republicans on 129
his fellow republicans to 465
his fellow sociologists to 45
his female counterpart as 139
his female counterpart in 331
his female counterpart is 270
his female counterpart or 82
his female counterpart the 58
his female counterpart to 78
his fierce anticipation of 52
his fierce condemnation of 83
his fierce denunciations of 278
his fierce intolerance of 77
his figure intercepted the 125
his finest achievement as 103
his finest achievement in 351
his finest achievement is 84
his finest achievement to 64
his finest contribution to 214
his finest descriptions of 44
his finest performance as 155
his finest performance in 78
his finest performance of 53
his finest performance to 49
his flawed understanding of 42
his forced abandonment of 137
his forces outnumbered the 65
his forces preparatory to 131
his formal abandonment of 69
his formal appointment as 518
his formal appointment by 65
his formal appointment in 50
his formal appointment on 52
his formal appointment to 147
his formal condemnation by 41
his formal confirmation of 52
his formal inauguration as 66
his formal inauguration on 51
his formal installation as 335
his formal installation in 43
his formal installation on 55
his formal instructions to 116
his formal introduction of 48
his formal introduction to 296
his formal investiture as 66
his formal involvement in 44
his formal presentation at 43
his formal presentation of 180
his formal presentation to 193
his formal relationship to 47
his former adversaries in 92
his former appointment as 77
his former appointment in 41
his former appointment of 56
his former appointment to 92
his former championship of 55
his former condemnation of 83
his former confederate in 76
his former countenance be 44
his former declarations of 60
his former declarations to 44
his former denunciations of 49
his former experiences as 131
his former experiences in 161
his former experiences of 72
his former experiments on 62
his former headquarters at 115
his former headquarters in 66
his former housekeeper in 53
his former instructions to 66
his former instructors at 45
his former involvement in 52
his former lieutenants in 43
his former observations on 87
his former parishioners at 179
his former parishioners in 211
his former parishioners of 47
his former parishioners to 49
his former relationship to 89
his former schoolmates at 50
his former subordinate as 47
his former subordinate at 46
his former subordinate in 103
his former subordinate to 54
his former territories in 49
his former understanding of 89
his french citizenship in 48
his french counterpart as 40
his french counterpart in 228
his french counterpart on 48
his french counterpart to 108
his french predecessor in 102
his french translations of 144
his friend ascertained by 45
his friend fitzpatrick to 73
his friend wallenstein the 46
his fuller understanding of 159
his furious denunciations of 86
his further advancement in 112
his further continuance in 176
his further contribution to 79
his further development as 411
his further development in 109
his further development is 72
his further development of 581
his further development the 58
his further experiences in 42
his further experiments in 55
his further experiments to 41
his further explorations of 52
his further improvement in 56
his further instructions to 52
his further involvement in 117
his further machinations by 87
his further observations on 111
his further proficiency in 173
his further understanding of 72
his future acquisitions of 66
his future advancement in 251
his future advancement to 70
his future contribution to 78
his future development as 549
his future development in 82
his future development is 127
his future development of 49
his future experiences as 238
his future involvement in 116
his future performance as 110
his future performance in 76
his future performance of 86
his future recollection by 69
his future relationship to 204
his future speculations in 56
his future subsistence by 64
his gambling speculations he 44
his genius disciplined by 54
his genius subservient to 65
his german citizenship by 119
his german citizenship in 239
his german counterpart in 180
his german counterpart to 60
his german translations of 121
his glance encountered the 71
his glance introverted to 60
his gloves preparatory to 67
his golden anniversary as 119
his golden opportunity of 45
his golden opportunity to 473
his greater contribution to 116
his greater convenience in 59
his greater involvement in 168
his greater sensitivity to 196
his greater understanding of 357
his guards accomplices in 53
his guineas perpetually to 53
his hebrew translations of 41
his height accentuated by 60
his heroic performance in 47
his horses caparisoned in 87
his humane understanding of 64
his humble contribution to 106
his ingenious commentator be 44
his ingenious construction of 45
his ingenious development of 45
his ingenious experiments on 137
his ingenious manipulation of 65
his ingenious observations on 41
his ingenious speculations on 45
his initial appointment as 577
his initial appointment at 50
his initial appointment in 170
his initial appointment of 64
his initial appointment to 186
his initial condemnation of 76
his initial contribution of 48
his initial contribution to 308
his initial descriptions of 70
his initial development of 78
his initial disapproval of 53
his initial endorsement of 95
his initial expectations of 40
his initial experiences as 46
his initial experiences in 198
his initial experiences of 62
his initial experiments in 97
his initial experiments on 66
his initial explorations of 41
his initial formulations of 53
his initial instructions to 156
his initial introduction of 90
his initial introduction to 277
his initial involvement in 278
his initial observations in 48
his initial observations of 92
his initial observations on 91
his initial opportunity to 95
his initial performance in 42
his initial presentation of 443
his initial presentation to 116
his initial truthfulness in 41
his initial understanding of 349
his initial unwillingness to 164
his innate dispositions to 44
his innate sensitivity to 80
his innate understanding of 248
his inward satisfaction at 79
his inward satisfaction in 43
his ironic perspective on 41
his ironic presentation of 50
his israeli counterpart in 54
his italian experiences in 56
his italian territories of 76
his jealous guardianship of 74
his jealous maintenance of 108
his joyful anticipation of 99
his kindly remembrance of 47
his kindly understanding of 55
his labors contributed to 103
his larger contribution to 47
his larger understanding of 95
his latest achievement in 49
his latest compositions to 61
his latest contribution to 585
his latest discoveries in 126
his latest discoveries to 42
his latest experiments in 85
his latest instructions to 48
his latest observations on 60
his latest publications is 70
his lavish distribution of 236
his lavish expenditure in 189
his lavish expenditure of 315
his lavish expenditure on 340
his lavish hospitality to 51
his lawful abandonment to 44
his lawful prerogative in 87
his learned disquisition on 53
his learned dissertation on 302
his learned introduction to 228
his letter acknowledging the 206
his letter communicating the 50
his letter communicating to 46
his likely involvement in 42
his litter accompanied by 45
his little contribution to 193
his little disquisition on 43
his little playfellows the 71
his lively apprehension of 57
his lively descriptions of 138
his lively recollection of 58
his lively remembrance of 59
his lively satisfaction at 129
his lively sensibility to 60
his lively understanding of 44
his marked disapproval of 68
his marked resemblance to 176
his master independent of 60
his mature understanding of 369
his measure supportable to 82
his memory perpetuated by 56
his memory perpetuated in 75
his mental abnormality no 46
his mental constitution as 149
his mental constitution he 68
his mental constitution is 108
his mental constitution to 69
his mental construction of 50
his mental development as 308
his mental development at 116
his mental development by 43
his mental development he 110
his mental development in 260
his mental development is 500
his mental development the 75
his mental development to 110
his mental equilibrium by 72
his mental equilibrium in 66
his mental equilibrium is 67
his mental equilibrium or 48
his mental organization is 62
his mental reproduction of 54
his mighty satisfaction in 41
his mighty understanding to 40
his minute descriptions of 197
his minute observations of 185
his minute observations on 63
his missed opportunity to 94
his mission accompanied by 45
his modern counterpart in 171
his modern counterpart is 123
his modern understanding of 52
his modest contribution to 196
his modest introduction of 46
his monthly contribution to 113
his morbid intolerance of 71
his morbid sensitivity to 40
his narrow construction of 66
his narrow understanding of 125
his native connecticut in 40
his native connecticut to 66
his native countryside in 56
his native environment is 51
his native ingenuousness to 60
his native mississippi in 42
his native mississippi to 58
his native pennsylvania in 49
his native pennsylvania to 70
his native philadelphia in 82
his native philadelphia to 53
his native pronunciation so 121
his native switzerland as 127
his native switzerland at 51
his native switzerland in 161
his native switzerland to 147
his native understanding of 48
his nature susceptible of 50
his nearest counterpart in 44
his normal development as 81
his normal development in 42
his obvious disapproval of 127
his obvious disinterest in 68
his obvious involvement in 68
his obvious resemblance to 45
his obvious sensitivity to 49
his obvious understanding of 59
his obvious unwillingness to 92
his office accompanied by 179
his office contemplating the 79
his office established by 77
his office independent of 130
his office principally to 64
his office subservient to 43
his office transferred to 91
his opinion constituted the 77
his opinion constitutes the 44
his opinion principally on 49
his opinion represented the 68
his palace accompanied by 107
his pallid countenance as 51
his papers contributed to 97
his papers preparatory to 82
his partial abandonment of 73
his partial understanding of 105
his person exclusively to 71
his person represented by 132
his person represented the 63
his piercing instruments of 102
his pioneer experiments in 70
his pioneer experiments on 88
his police commissioner to 44
his policy preferences in 47
his policy preferences on 56
his policy subservient to 128
his praise prostituted to 49
his prayer pilgrimages to 164
his pressing incitements to 44
his prison experiences as 42
his prison experiences in 190
his prison experiences to 49
his prolix descriptions of 41
his prompt abandonment of 42
his proper contribution to 229
his proper development is 98
his proper introduction at 74
his proper performance of 92
his proper perspective as 45
his proper relationship to 397
his proper understanding of 132
his public arraignment of 46
his public arrangements to 180
his public condemnation of 394
his public declarations in 67
his public declarations of 124
his public declarations the 45
his public declarations to 55
his public denunciations of 293
his public disapproval of 79
his public disputations in 45
his public employments he 79
his public employments in 48
his public endorsement of 279
his public endorsement to 50
his public enforcement of 51
his public instructions to 60
his public involvement in 83
his public performance of 83
his public personality as 133
his public personality in 69
his public presentation of 230
his public proclamation of 125
his pupils recollected the 46
his quaint explanations of 75
his quaint illustration of 43
his quaint pronunciation of 69
his recent acquisitions in 103
his recent acquisitions of 61
his recent advancement in 73
his recent appointment as 1048
his recent appointment by 73
his recent appointment of 101
his recent appointment to 564
his recent condemnation of 53
his recent contribution to 335
his recent development of 52
his recent discoveries in 147
his recent discoveries of 43
his recent dissertation on 51
his recent endorsement of 48
his recent experiences as 350
his recent experiences at 174
his recent experiences he 84
his recent experiences in 1091
his recent experiences of 149
his recent experiences on 77
his recent experiences to 91
his recent experiments in 113
his recent experiments on 109
his recent explorations in 98
his recent explorations of 90
his recent instructions to 66
his recent introduction to 424
his recent involvement in 158
his recent observations in 113
his recent observations of 104
his recent observations on 218
his recent performance in 49
his recent publications he 45
his recent publications in 89
his recent publications is 404
his recent publications on 120
his recent reassessment of 44
his recent speculations in 78
his recent transactions in 46
his rectal temperature is 50
his regime represented the 47
his report recommended the 76
his revenge subservient to 82
his rhodes scholarship at 44
his rights adjudicated in 65
his rounds accompanied by 54
his russian counterpart at 40
his russian counterpart in 105
his russian counterpart to 71
his sacred appointment to 49
his salary constitutes the 178
his scanty subsistence by 47
his school achievement is 44
his school certificate in 120
his school established the 41
his school experiences in 146
his school experiences to 50
his school performance is 86
his scotch metaphysics to 92
his second anniversary as 49
his second anniversary in 49
his second appointment as 443
his second appointment in 87
his second appointment to 189
his second championship in 56
his second consecutive no 144
his second contribution to 581
his second inauguration as 146
his second inauguration he 195
his second inauguration in 302
his second inauguration on 105
his second inauguration the 63
his second installation as 43
his second installment of 50
his second interception of 70
his second intervention in 47
his second introduction to 81
his second opportunity in 70
his second opportunity to 197
his second performance in 41
his second performance of 92
his second presentation of 44
his second proclamation of 81
his secret applications to 75
his secret headquarters in 130
his secret instructions he 116
his secret instructions on 49
his secret instructions to 640
his secret satisfaction at 45
his secret satisfaction in 121
his senate confirmation in 40
his senses attentively to 55
his senses overwhelmed by 57
his serious involvement in 83
his severe arraignment of 91
his severe condemnation of 341
his severe denunciations of 46
his sexual development in 41
his sexual development is 59
his sexual experiences as 89
his sexual experiences in 107
his sexual exploitation of 158
his sexual performance in 54
his sexual performance is 100
his sexual preferences as 41
his sexual preferences in 49
his sexual preferences to 51
his sexual relationship to 77
his sexual satisfaction in 50
his shrewd exploitation of 71
his shrewd manipulation of 138
his shrewd observations of 74
his shrewd observations on 94
his shrewd understanding of 396
his signal contribution to 251
his silent disapproval of 93
his silver anniversary as 86
his silver anniversary in 41
his simple graciousness of 53
his singular contribution to 273
his singular resemblance to 146
his singular understanding of 59
his skirts continually on 50
his slight resemblance to 62
his solemn asseveration to 53
his solemn confirmation of 58
his solemn consecration to 93
his sombre environment of 64
his soviet citizenship in 97
his soviet counterpart at 53
his soviet counterpart in 226
his soviet counterpart on 77
his soviet counterpart to 120
his spatial relationship to 54
his special appointment as 51
his special commissioner to 67
his special compliments to 61
his special contribution as 41
his special contribution in 66
his special contribution is 77
his special contribution to 1578
his special instructions to 97
his special opportunity to 47
his special prerogative to 65
his special proficiency in 41
his special relationship as 51
his special relationship to 1344
his special sensitivity to 211
his special understanding of 311
his speech commemorating the 336
his speech development is 70
his speech interrupted by 57
his spirit overwhelmed by 41
his spoken introduction to 81
his standing instructions to 114
his station independent of 50
his sterling performance in 46
his strange experiences in 141
his strange persistence in 44
his strange resemblance to 84
his strength incompetent to 93
his strength proportioned to 64
his strict construction of 200
his strict enforcement of 504
his strict instructions to 59
his strict maintenance of 54
his strict performance of 123
his striking illustration of 64
his striking resemblance to 870
his stunning performance in 61
his subtle introduction to 41
his subtle manipulation of 101
his subtle presentation of 41
his subtle understanding of 288
his sudden abandonment of 300
his sudden adjournment of 52
his sudden appointment as 59
his sudden appointment to 54
his sudden apprehension of 41
his sudden interruption of 68
his sudden introduction to 41
his sudden recollection of 152
his sudden understanding of 74
his summer festivities at 108
his summer headquarters at 127
his summer headquarters in 63
his superb introduction to 56
his superb performance as 73
his superb performance in 131
his superb performance of 67
his superb photographs of 59
his superb translations of 46
his superb understanding of 94
his sweeping condemnation of 628
his sweeping denunciations of 106
his system corresponds to 50
his tedious confinement in 56
his tender remembrance of 58
his thought corresponds to 63
his thrilling descriptions of 42
his thrilling experiences in 66
his timely intervention in 106
his tragic experiences in 57
his travel arrangements to 69
his travel experiences in 194
his travel experiences to 44
his troops encountered the 54
his troops outnumbered the 86
his troops preparatory to 95
his troops surrendered to 75
his unique achievement in 120
his unique adjustments to 681
his unique apprehension of 43
his unique contribution as 136
his unique contribution in 132
his unique contribution is 84
his unique contribution of 41
his unique contribution to 2704
his unique experiences as 113
his unique experiences in 132
his unique opportunity of 47
his unique opportunity to 192
his unique organization of 48
his unique personality as 221
his unique personality in 104
his unique personality is 78
his unique personality on 45
his unique personality to 73
his unique perspective as 308
his unique perspective of 65
his unique perspective on 451
his unique perspective to 83
his unique relationship to 802
his unique sensitivity to 61
his unique understanding of 660
his unjust condemnation of 49
his useful contribution to 73
his useful discoveries in 99
his useful introduction to 117
his varied attainments in 60
his varied experiences as 226
his varied experiences at 46
his varied experiences he 46
his varied experiences in 452
his varied experiences of 154
his various applications of 73
his various compositions of 89
his various descriptions of 191
his various discoveries in 52
his various enterprises he 59
his various enterprises in 101
his various enterprises to 72
his various experiences as 103
his various experiences in 150
his various experiences of 68
his various experiments in 121
his various experiments on 48
his various explanations of 44
his various formulations of 104
his various incarnations as 49
his various instruments of 41
his various investments in 45
his various observations on 79
his various publications he 40
his various publications in 77
his various publications on 205
his various translations of 51
his verbal descriptions of 165
his verbal instructions to 96
his vicious inclinations in 44
his violent condemnation of 140
his violent denunciations of 310
his violent disapproval of 75
his visual experiences of 66
his visual observations of 77
his visual presentation of 43
his weekly contribution to 166
his wicked speculations he 180
his winter headquarters at 185
his winter headquarters in 143
his wonted stateliness in 50
his writings contributed to 198
his writings demonstrate the 45
his younger counterpart in 41
