babbled and laughed and 42
balancing his account with 43
balancing them against each 495
balancing them against his 49
balancing them against one 207
balancing this against that 81
balcony and private bath 70
balcony and stepped out 140
balcony and watched her 70
balcony and watched him 87
balcony was covered with 66
balcony was crowded with 134
ballads and legends and 43
ballads and stories and 54
ballads are stamped with 48
balloon was covered with 67
balloon was released and 46
ballots are counted and 289
ballots are counted for 43
ballots are printed and 113
ballots for national and 54
bamboos and covered with 89
bamboos and sickles and 44
bamboos and thatched with 67
bananas and papayas and 51
bananas and papayas are 70
bananas and potatoes and 54
bananas and potatoes are 55
bananas and tomatoes and 43
bananas and tomatoes are 44
bandage that covered her 121
bandage that covered his 276
bandage was applied and 137
bandage was applied for 58
bandage was covered with 40
bandage was removed and 256
bandbox had tumbled out 57
bandits and outlaws and 50
bandits and outlaws who 55
bandits and pirates and 50
bandits and pirates are 49
bandits and pirates who 82
bandits and robbers and 65
bandits and robbers who 68
baneful and retarding one 100
banishing and excluding all 47
bankers and brokers and 523
bankers and brokers are 216
bankers and brokers for 91
bankers and brokers had 199
bankers and brokers that 121
bankers and brokers who 586
bankers and brokers with 73
bankers and doctors and 84
bankers and farmers and 42
bankers and lawyers and 779
bankers and lawyers are 96
bankers and lawyers for 62
bankers and lawyers had 84
bankers and lawyers who 484
bankers and lawyers with 55
bankers and moneyed men 158
bankers and traders and 180
bankers and traders are 59
bankers and traders had 53
bankers and traders who 115
bankers are familiar with 59
bankers bid against each 175
bankers who believe that 103
banners and candles and 61
banners and crosses and 139
banners and emblems and 43
banners and emblems was 42
banners and flowers and 87
banners and pennons and 70
banners and pennons that 50
banners and pennons with 58
banners and posters and 167
banners and posters for 72
banners and posters that 109
banners and posters with 206
banners and slogans and 105
banners and torches and 46
banners with slogans and 44
banquet and invited all 82
banquet was arranged for 152
banquet was crowned with 91
banquet was planned for 100
bantams and turkeys and 44
baptism and anointing with 63
baptism and marriage and 141
baptism and marriage are 91
baptism and penance and 52
baptism and penance are 45
baptism for herself and 43
baptism for himself and 173
baptism for infants and 41
baptism has brought him 44
baptism was carried out 186
baptism was delayed for 42
baptism was invalid and 57
barbers and surgeons and 40
barbers and surgeons had 41
barbers and surgeons was 72
bargain for himself and 432
bargain for himself that 174
bargain for himself with 290
bargain was carried out 234
bargain with germany and 104
bargain with himself that 40
bargain with rebecca was 49
bargain with virginia was 44
barrage and machine gun 45
barrels and bottles and 60
barrels and bottles for 65
barrels and buckets and 44
barrels and covered with 144
barrels and natural gas 114
barrels and shipped them 50
barrels are covered with 49
barrels for storage and 42
barrels with vinegar and 47
barrier and conceals them 96
barrier lay between them 111
barrier that divided him 41
barrier that divided them 136
barrier that divides them 137
barrier was between them 75
barrier was breached and 54
barrier was crossed and 50
barrier was removed and 185
bartering her freedom for 40
bartering one article for 72
baryons and leptons are 51
baskets and barrels for 475
baskets and bottles and 43
baskets and brought them 77
baskets and buckets and 84
baskets and bundles and 124
baskets and carried off 59
baskets and carried them 251
baskets and covered with 143
baskets and emptied them 41
baskets and hampers and 55
baskets and hampers are 46
baskets and pottery and 117
baskets and pottery are 62
baskets are covered with 55
baskets are emptied and 48
baskets are perfect for 40
baskets for storage and 44
baskets with flowers and 65
baskets with handles and 52
bastard and foreign son 76
bastard that tumbled out 42
bathrobe and pajamas and 64
bathroom and bedroom and 76
bathroom and bedroom are 83
bathroom and brought her 42
bathroom and brought out 97
bathroom and brushed her 339
bathroom and brushed his 305
bathroom and checked her 68
bathroom and emerged with 95
bathroom and flushed them 87
bathroom and grabbed her 85
bathroom and kitchen and 273
bathroom and kitchen area 126
bathroom and kitchen are 286
bathroom and kitchen for 100
bathroom and kitchen with 263
bathroom and noticed that 113
bathroom and realized that 44
bathroom and removed her 66
bathroom and returns with 78
bathroom and slipped out 45
bathroom and stepped out 55
bathroom and studied her 40
bathroom and studied his 58
bathroom and watched her 60
bathroom and watched him 70
bathroom she brushed her 44
bathroom was covered with 87
bathroom was crowded with 54
bathroom was stocked with 58
bathroom with jacuzzi tub 143
bathtubs and showers and 49
bathtubs and showers are 67
battering ram against his 50
battery and assault with 49
battery and connect its 43
battery and connect one 87
battery can deliver for 132
battery for detecting and 124
battery had assured and 53
battery was charged and 103
battery was charged with 64
battery was disputing with 148
battery was erected and 80
battery was erected near 62
battery was knocked out 110
battery was mounted with 71
battery was planted with 97
battled and brawled with 41
battled for freedom and 44
battled out watches with 48
battled with poverty and 48
battles and marches and 55
battles and murders and 104
battles and pierced with 49
battles and treaties and 65
battles and tricked them 58
battles are enacted now 93
battles are painted with 60
battles are planned and 59
battles for control and 70
battles for freedom and 519
battles for justice and 80
battles for liberty and 132
battles for position and 43
battles had annoyed and 60
battles with alcohol and 92
battles with congress and 147
battles with dulness and 57
battles with himself and 106
bauxite and alumina and 320
bauxite and alumina are 315
bauxite and alumina for 94
bayonet and grenade and 93
bayonet and machine gun 153
bayonet and opposed him 46
bayonet had pierced his 49
bayonet was stained with 76
bazaars and streets are 64
bazaars are crowded with 67
bazooka and machine gun 47
beachhead was secured and 57
beauties and defects are 126
beauties and wonders that 67
beauties has carried our 48
beauties that perhaps may 62
beautify and improve his 46
beautify and perfect his 66
beautify his capital and 40
because air bubbles are 61
because all animals and 48
because all animals are 151
because all artists did 103
because all aspects are 51
because all beliefs are 44
because all buildings are 56
because all choices are 71
because all classes are 151
because all contact with 70
because all desires are 56
because all diseases are 42
because all effects are 63
because all efforts and 43
because all entries are 55
because all factors are 139
because all features are 45
because all flowers being 49
because all infants are 90
because all letters are 78
because all mankind are 67
because all markets are 58
because all material things 47
because all matters are 44
because all measures are 52
because all members are 354
because all members can 50
because all members had 43
because all noblest things 49
because all numbers are 127
because all objects are 305
because all offices are 41
because all packets are 46
because all parents are 66
because all parties and 42
because all parties are 313
because all parties had 110
because all persons are 357
because all persons who 142
because all players are 47
because all profits are 71
because all records are 72
because all results are 46
because all samples are 44
because all schools are 79
because all sectors are 40
because all signals are 44
because all society was 53
because all sources are 53
because all species are 139
because all suppose that 44
because all systems are 144
because all teachers are 92
because all together they 71
because all victual that 44
because all visible things 67
because all workers are 130
because all writers are 41
because and because and 85
because any behavior that 113
because any company that 113
because any contact with 142
because any country that 104
because any problem that 85
because any process that 124
because any program that 103
because being matched one 79
because both alcohol and 56
because both alleles are 69
because both america and 46
because both animals and 57
because both aspects are 80
because both believe that 187
because both britain and 165
because both british and 83
because both calcium and 44
because both capital and 101
because both central and 54
because both charles and 54
because both chinese and 60
because both classes are 73
because both clauses are 48
because both clients and 46
because both compete for 42
because both congress and 117
because both culture and 43
because both current and 52
because both diseases are 117
because both doctors and 66
because both effects are 63
because both enzymes are 47
because both factors are 195
because both federal and 115
because both figures are 76
because both foreign and 41
because both forward and 64
because both friends and 51
because both genders are 72
because both germany and 121
because both history and 116
because both husband and 452
because both language and 62
because both lenders and 46
because both markets are 42
because both measures are 82
because both members are 42
because both national and 49
because both natural and 64
because both numbers are 68
because both objects are 94
because both parents and 250
because both parents are 606
because both parents had 135
because both parents may 40
because both parties are 1581
because both parties can 238
because both parties had 556
because both parties may 72
because both patient and 141
because both persons are 122
because both planets are 49
because both players are 51
because both present and 52
because both priests and 106
because both primary and 87
because both private and 74
because both reactions are 41
because both realized that 112
because both religion and 105
because both research and 41
because both schools and 69
because both science and 129
because both signals are 45
because both society and 79
because both species are 170
because both spouses are 113
because both stories are 46
because both subject and 106
because both systems are 273
because both systems use 49
because both teachers and 226
because both workers and 109
because both writers are 61
because due process had 74
because each assumes that 153
because each citizen has 57
because each company had 74
because each company has 214
because each company was 49
because each country can 67
because each country had 155
because each country has 761
because each country was 86
because each culture has 144
because each division has 47
because each element can 56
because each element has 223
because each language has 203
because each material has 63
because each network has 41
because each partner can 48
because each partner has 203
because each partner may 73
because each partner was 44
because each patient had 40
because each patient has 113
because each pleasure and 171
because each problem has 41
because each process can 47
because each process has 99
because each product has 70
because each program has 61
because each project has 71
because each realized that 46
because each realizes that 94
because each segment has 67
because each service has 43
because each society has 93
because each species has 370
because each student can 68
because each student had 52
because each student has 189
because each student was 61
because each subject has 89
because each variable has 71
because east germany had 67
because east germany was 76
because few parents are 47
because few persons are 276
because few persons can 109
because few persons had 44
because few species are 108
because few species can 58
because few teachers are 49
because few workers are 41
because for decades they 145
because for example they 117
because for herself she 91
because god blessed him 48
because god blessed them 54
because god chooses that 41
because god decreed that 152
because god demands this 72
because god desired that 99
because god desires that 67
because god forbids them 60
because god foresaw that 524
because god himself and 47
because god himself does 128
because god himself had 361
because god himself has 922
because god himself hath 160
because god himself was 267
because god intends that 105
because god ordains that 44
because god permits and 45
because god permits them 40
because god rewards our 44
because her account was 43
because her alliance with 47
because her ambition was 51
because her anxiety was 51
because her bedroom was 83
because her behavior had 54
because her behavior was 267
because her birthday was 111
because her brothers and 121
because her brothers are 77
because her brothers had 189
because her captain had 120
because her captain was 41
because her company was 85
because her concern for 53
because her concern was 40
because her conduct was 141
because her consent was 50
because her country was 58
because her decision was 67
because her desires are 56
because her doctors had 40
because her economy was 129
because her efforts had 41
because her emotions are 70
because her emotions had 66
because her enemies are 52
because her enemies had 62
because her features are 50
because her forehead and 42
because her forehead was 49
because her friends and 117
because her friends are 251
because her friends did 78
because her friends had 201
because her history had 97
because her history was 40
because her husband and 993
because her husband beat 191
because her husband can 276
because her husband did 1387
because her husband does 600
because her husband got 147
because her husband had 9667
because her husband has 2314
because her husband hit 40
because her husband may 105
because her husband ran 57
because her husband was 11365
because her husband who 76
because her illness had 71
because her illness was 98
because her kitchen was 40
because her language was 96
because her majesty had 42
because her majesty was 64
because her manners are 50
because her marriage had 235
because her marriage has 92
because her marriage was 386
because her marriage with 116
because her members are 57
because her motives are 78
because her muscles are 44
because her parents and 292
because her parents are 1085
because her parents can 158
because her parents did 744
because her parents had 2296
because her partner had 74
because her partner has 71
because her partner was 119
because her patient was 87
because her picture was 81
because her position has 52
because her position was 295
because her problem was 63
because her purpose was 97
because her religion was 77
because her request was 41
because her sisters and 41
because her sisters had 193
because her stomach had 82
because her stomach was 355
because her stories are 71
because her suffering was 54
because her surname was 42
because her thoughts and 76
because her thoughts are 122
because her thoughts had 126
because her youngest son 107
because his ability and 85
because his ability was 151
because his absence was 75
because his account has 56
because his account was 147
because his address was 76
because his adopted son 55
because his affairs are 73
because his affairs had 116
because his ambition and 47
because his ambition for 43
because his ambition had 52
because his ambition was 287
because his answers are 74
because his anxiety was 116
because his arrival had 50
because his arrival was 83
because his article had 48
because his article was 63
because his attempt was 40
because his balance was 60
because his baptism was 57
because his bedroom was 71
because his behavior and 79
because his behavior does 67
because his behavior had 129
because his behavior has 138
because his behavior was 549
because his beliefs are 226
because his beloved had 43
because his beloved was 61
because his birthday was 158
because his bladder was 51
because his bravura was 40
because his brothers and 175
because his brothers are 80
because his brothers had 172
because his cabinet was 42
because his capital was 169
because his carriage had 71
because his carriage was 55
because his cavalry was 50
because his chamber was 43
because his chances for 65
because his choices are 66
because his clients are 62
because his clients had 53
because his command had 75
because his command was 136
because his comment was 47
because his company did 82
because his company had 355
because his company has 127
because his company was 546
because his concern for 192
because his concern was 290
because his concern with 113
because his conduct and 82
because his conduct did 78
because his conduct had 193
because his conduct has 133
because his conduct may 52
because his conduct was 662
because his consent was 88
because his contact with 231
because his content was 48
because his costume was 54
because his counsel had 104
because his counsel was 204
because his country and 41
because his country did 42
because his country had 336
because his country has 154
because his country was 840
because his courage and 95
because his courage was 113
because his creations are 42
because his critics are 44
because his culture has 89
because his culture was 62
because his decision had 45
because his decision was 154
because his demands are 82
because his demands for 93
because his designs are 58
because his desires and 51
because his desires are 307
because his desires had 47
because his destiny has 71
because his destiny was 66
because his dialogue was 47
because his dignity was 70
because his division had 41
because his division was 71
because his doctors had 77
because his efforts are 221
because his efforts had 109
because his election had 105
because his election was 169
because his emotions and 52
because his emotions are 166
because his emotions had 64
because his enemies are 106
because his enemies did 98
because his enemies had 314
because his example was 72
because his factory was 46
because his failure was 46
because his features are 99
because his figures are 187
because his following was 44
because his forehead was 100
because his fortune was 117
because his freedom was 54
because his friends and 318
because his friends are 404
because his friends did 182
because his friends had 489
because his function was 73
because his glasses had 45
because his history was 74
because his honesty and 57
because his honesty was 44
because his ideology was 60
because his illness had 142
because his illness has 65
because his illness was 168
because his initials are 42
because his insight was 53
because his journal was 47
because his journey was 96
because his kidneys are 44
because his language and 109
because his language does 66
because his language has 86
because his language was 354
because his lawyers had 97
because his letters are 182
because his letters had 55
because his liberty was 67
because his license had 58
because his license was 74
because his loyalty was 122
because his machine was 102
because his madness and 47
because his majesty did 58
because his majesty had 660
because his majesty has 331
because his majesty was 554
because his manager had 46
because his manners and 82
because his manners are 373
because his marriage had 212
because his marriage has 45
because his marriage was 391
because his marriage with 70
because his material was 145
because his mercies are 43
because his message had 120
because his message was 494
because his mistake was 47
because his modesty led 43
because his motives are 282
because his motives for 45
because his muscles and 47
because his muscles are 284
because his muscles had 59
because his numbers are 72
because his offense was 51
because his officer had 40
because his opinions and 47
because his opinions are 361
because his opinions had 101
because his oratory was 54
because his outlook was 170
because his paintings are 117
because his parents and 536
because his parents are 1772
because his parents both 41
because his parents can 224
because his parents did 793
because his parents had 2556
because his parents may 64
because his partner does 41
because his partner had 192
because his partner has 96
because his partner was 251
because his passions and 45
because his passions are 106
because his passions had 50
because his patient had 60
because his patient was 81
because his picture had 75
because his picture was 163
because his pockets are 49
because his position and 65
because his position had 148
because his position has 64
because his position was 1054
because his poverty was 52
because his prayers are 73
because his primary aim 51
because his priority was 63
because his problem was 117
because his product has 40
because his product was 90
because his profits are 97
because his program was 99
because his project was 97
because his promise was 71
because his purpose has 55
because his purpose was 680
because his quarrel with 65
because his question was 66
because his reactions are 96
because his reforms had 43
because his refusal was 59
because his relation with 63
because his religion did 57
because his religion does 45
because his religion had 59
because his religion has 66
because his religion was 317
because his remarks are 112
because his request for 204
because his request had 53
because his request was 106
because his research had 66
because his research has 48
because his research was 190
because his respect for 152
because his results are 72
because his science was 51
because his sermons are 45
because his servant had 138
because his servant was 107
because his service was 104
because his silence was 43
because his sisters and 40
because his sisters did 92
because his sisters had 54
because his society had 42
because his society has 78
because his society was 74
because his solution was 67
because his sources are 57
because his spanish was 84
because his sparrow has 58
because his spirits are 298
because his stomach can 46
because his stomach had 155
because his stomach has 48
because his stomach was 644
because his stories are 223
because his studies had 155
because his subject was 292
because his success had 55
because his success has 57
because his success was 173
because his suffering was 111
because his superior had 95
because his superior has 40
because his superior was 62
because his support for 95
because his support was 128
because his surname was 118
because his sympathy for 65
because his sympathy was 60
because his sympathy with 87
because his talents and 83
because his talents are 111
because his teachers and 45
because his teachers did 49
because his teachers had 93
because his tenants had 40
because his thoughts and 346
because his thoughts are 838
because his thoughts had 222
because his thoughts ran 43
because his tissues are 41
because his treasury was 41
because his uniform was 121
because his vehicle was 66
because his victims are 60
because his victims had 40
because his victory was 79
because his village was 87
because his virtues and 84
because his virtues are 80
because his visitor did 65
because his vocation was 70
because his worship was 47
because his youngest son 73
because ill according with 58
because its absence may 50
because its absence was 49
because its address was 63
because its adoption was 77
because its alliance with 63
because its attacks are 42
because its beauties are 43
because its beginning and 90
because its behavior was 45
because its beliefs and 45
because its beliefs are 52
because its berries are 57
because its blessings are 68
because its borders are 71
because its buildings are 115
because its capital and 48
because its capital was 157
because its captain had 69
because its central idea 55
because its charter was 62
because its clients are 47
because its climate and 127
because its climate was 172
because its columns are 87
because its concern for 46
because its concern was 66
because its concern with 114
because its conduct has 79
because its conduct was 82
because its contact with 69
because its content and 140
because its content can 78
because its content does 53
because its content has 205
because its content was 455
because its control was 44
because its creators are 83
because its criteria are 86
because its criteria for 48
because its culture and 65
because its culture has 56
because its culture was 88
because its decision was 145
because its defects are 51
because its demands are 220
because its demands for 82
because its density and 71
because its density was 43
because its designs are 46
because its desires are 47
because its details are 213
because its duration was 82
because its economy and 51
because its economy had 115
because its economy has 130
because its economy was 519
because its editors had 46
because its effects and 57
because its effects are 3041
because its effects can 304
because its effects may 123
because its efforts are 85
because its emotions are 47
because its enemies are 69
because its entries are 88
because its essence and 92
because its essence was 111
because its exports are 124
because its factors are 71
because its failure was 55
because its features are 286
because its figures are 88
because its fitness and 85
because its flowers are 377
because its founder and 87
because its founder had 93
because its founder was 331
because its function can 56
because its function had 42
because its function has 128
because its function was 425
because its function with 63
because its habitat has 62
because its habitat was 50
because its heroine was 46
because its history and 130
because its history can 58
because its history has 203
because its history was 123
because its ideology and 42
because its ideology was 120
because its interior was 127
because its language and 181
because its language does 46
because its language has 74
because its language was 334
because its lessons are 78
because its letters are 120
because its location and 125
because its location has 41
because its location was 321
because its mandate was 67
because its margins are 51
because its markets are 79
because its material has 56
because its material was 86
because its measures are 41
because its members all 56
because its members and 121
because its members are 4885
because its members can 356
because its members did 415
because its members fear 47
because its members had 1350
because its members may 95
because its members met 74
because its members sat 63
because its members saw 46
because its message has 47
because its message was 227
because its motives are 156
because its muscles are 105
because its natural and 52
because its needles are 69
because its nucleus has 59
because its numbers are 195
because its objects are 775
because its opinions are 55
because its origins and 69
because its origins are 394
because its origins lay 41
because its origins lie 132
because its outcome was 111
because its outline was 41
because its outputs are 70
because its parents are 127
because its parents had 60
because its passage was 82
because its position and 107
because its position can 76
because its position does 46
because its position had 78
because its position has 72
because its position was 376
because its premise was 55
because its priests are 46
because its primary aim 106
because its primary use 60
because its produce was 50
because its product has 61
because its product was 206
because its profits are 185
because its program was 132
because its promise was 51
because its purpose and 182
because its purpose had 123
because its purpose has 142
because its purpose was 2089
because its quality and 103
because its quality has 49
because its quality was 145
because its reactions are 48
because its records are 109
because its relation with 59
because its religion has 68
because its religion was 57
because its remains are 94
because its removal was 48
because its results are 1229
because its results can 158
because its results may 92
because its returns are 103
because its rewards are 72
because its service was 46
because its shadows are 47
because its signals are 42
because its society was 62
because its solution can 41
because its solution has 55
because its sources are 337
because its speakers are 67
because its stories are 71
because its streets are 83
because its subject and 103
because its subject has 71
because its subject was 494
because its success had 41
because its success has 92
because its success was 212
because its support for 88
because its support was 118
because its surface area 151
because its surface can 42
because its surface has 136
because its surface was 226
because its symbols are 123
because its systems are 41
because its targets are 58
because its teachers are 71
because its thoughts are 59
because its tissues are 61
because its treasury was 48
because its vessels are 75
because its victims are 287
because its virtues are 78
because its workers are 153
because man himself had 58
because man himself has 184
because men believe that 334
because men believe they 54
because men imagine that 42
because men realized that 83
because mrs thatcher had 57
because net exports are 107
because new members are 88
because new species are 91
because new viruses are 89
because new workers are 52
because new yorkers are 90
because not content with 163
because not everything can 402
because not everything has 106
because not everything that 566
because not everything was 75
because not stuffed with 45
because now everything was 104
because odd numbers are 123
because old buildings are 55
because one admires and 48
because one assumes that 795
because one company can 48
because one company may 45
because one country can 45
because one country has 86
because one country was 72
because one expects that 264
because one forgets that 41
because one hundred and 148
because one partner can 48
because one partner had 66
because one partner has 221
because one partner may 68
because one partner was 132
because one realizes that 395
because one usually can 46
because one usually does 66
because one usually has 81
because one wonders how 55
because our affairs are 101
because our beliefs and 78
because our beliefs are 187
because our bishops are 49
because our brethren are 53
because our brothers and 53
because our buildings are 60
because our captain was 42
because our choices are 102
because our classes are 40
because our clients are 86
because our company has 70
because our company was 89
because our concern and 74
because our concern for 61
because our contact with 55
because our country and 70
because our country can 52
because our country does 59
because our country had 147
because our country has 529
because our country was 372
because our cousins had 53
because our criteria for 70
because our culture and 131
because our culture does 236
because our culture has 899
because our culture was 60
because our customs and 45
because our customs are 55
because our demands are 55
because our desires and 66
because our desires are 281
because our dignity was 91
because our economy can 80
because our economy has 160
because our economy was 72
because our efforts are 130
because our emotions and 63
because our emotions are 303
because our enemies are 334
because our exports are 60
because our farmers are 81
because our friends and 106
because our friends are 205
because our friends had 41
because our history and 116
because our history has 167
because our incomes are 51
because our inquiry this 70
because our language and 98
because our language does 140
because our language has 448
because our language was 61
because our letters are 40
because our manners are 59
because our markets are 57
because our marriage was 154
because our members are 74
because our motives are 162
because our muscles are 48
because our muzzles are 49
because our natures are 187
because our numbers are 150
because our opinions are 67
because our parents and 200
because our parents are 346
because our parents did 461
because our parents had 341
because our passions are 138
because our position was 80
because our prayers are 177
because our present age 78
because our primary aim 45
because our program was 48
because our purpose was 178
because our records are 61
because our religion has 97
because our research has 120
because our research was 58
because our respect for 72
because our results are 116
because our samples are 67
because our schools and 75
because our schools are 225
because our science and 68
because our science has 47
because our society and 127
because our society can 72
because our society does 309
because our society had 50
because our society has 1153
because our society was 89
because our sources are 142
because our sources for 42
because our species has 92
because our spirits are 155
because our stories are 67
because our subject was 64
because our summers are 47
because our systems are 92
because our teachers and 59
because our teachers are 112
because our thoughts and 174
because our thoughts are 1131
because our thoughts can 167
because our village was 52
because our weakness had 55
because our workers are 87
because our writers are 61
because raw material and 46
because raw material was 40
because real systems are 43
because she accepts and 50
because she accepts her 108
because she accepts that 114
because she accused him 95
because she admired and 45
because she admired her 97
because she admired him 173
because she admired his 251
because she admired them 49
because she admires his 63
because she advised him 41
because she alleged that 199
because she allowed her 288
because she allowed him 178
because she allowed them 70
because she appeared not 56
because she applied for 46
because she asserts that 129
because she assumed she 69
because she assumed that 1596
because she assumed they 66
because she assumes that 1061
because she assured him 53
because she blushed and 46
because she boasted that 126
because she brought her 181
because she brought him 293
because she brought out 46
because she brought them 90
because she brought with 115
because she brought you 42
because she carried her 143
because she carried his 72
because she carried out 75
because she carried with 70
because she carries her 66
because she carries not 41
because she chooses her 55
because she chooses not 136
because she claimed her 72
because she claimed she 290
because she claimed that 1166
because she coughed and 57
because she covered her 135
because she coveted his 43
because she decided not 106
because she decided she 166
because she decided that 606
because she decides she 47
because she decides that 41
because she derives her 66
because she desired him 122
because she desired that 113
because she desires him 59
because she devoted her 56
because she divined that 145
because she doubted her 181
because she doubted him 44
because she doubted his 78
because she doubted she 84
because she doubted that 502
because she doubted they 56
because she dressed and 46
because she dropped her 177
because she dropped out 186
because she enjoyed and 40
because she enjoyed being 215
because she enjoyed doing 83
because she enjoyed her 212
because she enjoyed him 126
because she enjoyed his 153
because she enjoyed that 46
because she enjoyed them 150
because she esteems him 62
because she expects her 105
because she expects him 99
because she expects that 326
because she expects them 54
because she expects you 59
because she fancied him 93
because she fancied she 125
because she fancied that 977
because she fancies that 277
because she figured out 149
because she figured she 148
because she figured that 495
because she figured they 56
because she figures that 125
because she finally got 78
because she finally had 124
because she flirted with 118
because she focused her 41
because she follows her 67
because she foresaw that 474
because she forgets her 46
because she frowned and 55
because she grieved for 41
because she guessed that 463
because she herself can 148
because she herself did 466
because she herself does 210
because she herself had 3692
because she herself has 1071
because she herself was 3845
because she hungered for 40
because she ignored her 46
because she implies that 87
because she insists that 554
because she invited him 77
because she laughed and 298
because she laughed too 46
because she lowered her 99
because she married and 66
because she married for 47
because she married her 69
because she married him 195
because she married one 59
because she mistook her 44
because she mourned for 40
because she noticed how 51
because she noticed that 1052
because she notices that 194
because she offered her 68
because she offered him 95
because she offered them 40
because she opposed his 57
because she ordered him 49
because she painted her 47
because she pointed out 147
because she prefers being 46
because she prefers her 61
because she prefers not 55
because she prefers that 41
because she prefers them 69
because she pressed her 54
because she pressed him 76
because she realized her 181
because she realized how 377
because she realized now 64
because she realized she 813
because she realized that 6779
because she realized they 68
because she realized this 57
because she realizes her 89
because she realizes how 102
because she realizes she 217
because she realizes that 3294
because she reasoned that 198
because she refused all 101
because she refused her 134
because she refused him 235
because she refused his 194
because she refuses his 44
because she regards her 61
because she regards him 61
because she regards them 71
because she rejects her 40
because she rejects his 41
because she reminds him 584
because she reminds them 67
because she reminds you 118
because she resents her 50
because she resents his 44
because she retains her 57
because she scolded him 43
because she screamed and 53
because she spoiled him 46
because she spurned his 60
because she stained her 54
because she started going 51
because she started her 73
because she started out 99
because she started with 80
because she stepped out 61
because she stopped and 131
because she stopped her 54
because she touched his 43
because she touches that 57
because she trusted and 43
because she trusted god 64
because she trusted her 237
because she trusted him 688
because she trusted his 57
because she trusted that 173
because she trusted them 62
because she trusted you 41
because she usually did 91
because she usually does 81
