babbled in his ears 60
balancing the old and 60
balancing the one with 103
balancing the yin and 136
balancing to and fro 663
balcony at each end 255
balcony at one end 965
balcony of her own 89
balcony of his new 49
balcony of his own 168
balcony of its old 69
balcony of its own 114
balcony so that they 50
balcony so you can 47
balcony to her death 122
balcony to his death 158
balcony to see and 50
balcony to see her 54
balcony to see him 132
balcony to see his 44
balcony to see how 59
balcony to see that 42
balcony to see them 204
balcony to see who 120
balcony we can see 59
ballads as they are 123
ballads as they lay 49
ballads be sung for 65
ballads do not lie 73
ballads in his own 49
ballads in that they 40
ballads is that they 81
ballads of death and 47
ballads of her own 158
ballads of his day 49
ballads of his own 622
ballads of long ago 91
ballads of our own 146
ballads of sin and 55
ballads of that age 209
ballads of that day 522
ballads of war and 63
ballads to her own 54
ballads to his own 59
ballast in all her 69
ballast of his own 64
ballast so that they 40
ballast to bring her 180
ballets of his own 92
balloon at its end 92
balloon at its tip 486
balloon at one end 123
balloon in this way 51
balloon of his own 375
balloon of hot air 57
balloon on his head 85
balloon on its end 41
balloon on its tip 100
balloon on one end 61
balloon so that you 51
balloon to each end 55
balloon to one end 82
balloon to see how 141
balloon up with his 44
ballots as they are 106
ballots as they had 42
ballots so that each 42
ballots so that they 157
ballots the way they 48
bananas on her head 252
bananas on his head 80
bananas on top and 49
bandage is all that 193
bandage is not too 188
bandage it for him 45
bandage it for you 362
bandage on her arm 437
bandage on her head 821
bandage on her leg 263
bandage on his arm 2294
bandage on his eye 108
bandage on his head 3375
bandage on his leg 686
bandage on one arm 75
bandage on that cut 123
bandage on too long 143
bandage the eye for 95
bandage to his head 79
bandana on her head 347
bandana on his head 340
bandbox on his arm 235
bandied to and fro 6652
bandies to and fro 92
bandits in this area 96
bandits is that they 53
bandits on his way 46
banishing of you out 55
bankers do not pay 47
bankers in his own 43
bankers is that they 104
bankers of any one 43
bankers of his day 123
bankers of his own 44
bankers of our own 54
bankers of that day 129
bankers so that they 42
bankers to deal with 77
bankers to pay for 107
bankers to pay off 67
bankers to say that 98
bankers to see that 46
banners by day and 42
banners in red and 52
banners of any man 58
banners of any new 54
banners of east and 182
banners of his foes 45
banners of his own 196
banners of red and 291
banners so that they 44
banquet at his own 430
banquet by his bed 126
banquet do not say 73
banquet in her own 76
banquet in his own 499
banquet in that gay 215
banquet of her own 41
banquet of his own 124
banquet of his son 40
banquet of that day 67
banquet of them that 221
banquet of wit and 46
banquet on new year 143
banquet on that day 64
banquet to all his 103
baptism as death and 87
baptism as dying and 58
baptism by any act 151
baptism by his own 51
baptism he did not 41
baptism in all its 71
baptism in any way 88
baptism in his death 54
baptism in his own 222
baptism in this way 162
baptism is but one 44
baptism is for all 46
baptism is not for 126
baptism is not one 76
baptism is not that 145
baptism no one can 67
baptism of all his 50
baptism of all who 90
baptism of any but 82
baptism of any one 100
baptism of death and 51
baptism of her son 1129
baptism of his death 88
baptism of his new 41
baptism of his own 345
baptism of his son 2512
baptism of his two 78
baptism of its dew 93
baptism of men and 75
baptism of one who 64
baptism of this man 42
baptism on his death 221
baptism on that day 64
baptism on this day 59
baptism so that they 87
baptism the old man 98
baptism to all who 109
baptism to any but 42
baptism to any one 44
baptism to his death 620
baptism we are all 127
baptism we are not 74
baptism we can not 70
baptism we die with 61
baptize if you are 181
baptize in his own 167
baptize in this way 151
baptize it with that 43
baptize us all with 43
baptizing if you are 75
baptizing in his own 69
barbering of her was 59
bargain as she was 106
bargain as they can 227
bargain as you can 201
bargain at all with 107
bargain be that you 64
bargain by being put 92
bargain by kings and 65
bargain he can for 147
bargain he can not 44
bargain he can with 155
bargain he did not 151
bargain he had got 40
bargain if they are 156
bargain if they can 140
bargain if you are 200
bargain if you buy 95
bargain if you can 382
bargain if you did 95
bargain if you had 44
bargain in any way 152
bargain in his own 310
bargain in that way 59
bargain in this lot 45
bargain in this way 398
bargain is one that 118
bargain is that they 139
bargain is that you 112
bargain it was for 54
bargain my way out 50
bargain of his own 131
bargain of this man 48
bargain on her own 337
bargain on his own 510
bargain on its own 256
bargain or deal with 98
bargain so bad that 113
bargain to any one 40
bargain to buy and 84
bargain to get rid 114
bargain to get them 52
bargain to his own 142
bargain to its own 46
bargain to pay for 155
bargain to you that 106
bargain we can for 91
baronet in his own 110
baronet of old and 130
barrage of ads for 48
barrage of ads that 81
barrage of gas and 71
barrage of his own 133
barrage of its own 60
barrage of new and 70
barrage of our own 53
barrage of tear gas 435
barrels as they are 64
barrels at one end 47
barrels in and out 54
barrels in one day 75
barrels in one year 123
barrels in that year 247
barrels of ale and 530
barrels of ale for 65
barrels of ale set 66
barrels of ale was 47
barrels of bad ale 51
barrels of gas and 72
barrels of gas oil 114
barrels of his gun 1562
barrels of his men 56
barrels of his own 157
barrels of his riot 116
barrels of hot oil 63
barrels of ink and 46
barrels of its own 45
barrels of mead and 69
barrels of meal and 153
barrels of meat and 168
barrels of new oil 218
barrels of oil and 8532
barrels of oil are 1598
barrels of oil being 124
barrels of oil but 67
barrels of oil can 279
barrels of oil did 48
barrels of oil each 1260
barrels of oil for 1197
barrels of oil had 699
barrels of oil has 103
barrels of oil lie 119
barrels of oil may 240
barrels of oil now 45
barrels of oil off 124
barrels of oil out 348
barrels of oil per 29043
barrels of oil than 82
barrels of oil that 1877
barrels of oil they 99
barrels of oil this 44
barrels of oil was 566
barrels of oil with 267
barrels of pot and 62
barrels of red and 73
barrels of rum and 479
barrels of rum for 66
barrels of rye and 85
barrels of seal oil 119
barrels of tar and 619
barrels of tar are 58
barrels of tar for 42
barrels of them are 44
barrels of this gun 40
barrels of this oil 123
barrels on any day 56
barrels so that they 223
barrels to see that 62
barrier as they are 54
barrier at all and 46
barrier at all for 48
barrier at each end 95
barrier at one end 126
barrier be with each 53
barrier he can not 85
barrier he had not 43
barrier he had set 59
barrier he saw two 44
barrier if they are 108
barrier in any way 40
barrier in her path 81
barrier in her way 94
barrier in his own 42
barrier in his path 263
barrier in his way 485
barrier in its own 82
barrier in its path 251
barrier in its way 208
barrier in our path 52
barrier in our way 159
barrier in this area 100
barrier in this way 75
barrier is low and 90
barrier is not too 168
barrier is not yet 130
barrier is now being 71
barrier is one that 282
barrier is too low 48
barrier it can not 105
barrier it was not 46
barrier of age and 59
barrier of all was 53
barrier of death and 93
barrier of earth and 124
barrier of fear and 320
barrier of fear that 229
barrier of fear was 46
barrier of her bra 85
barrier of her own 177
barrier of his own 460
barrier of ice and 300
barrier of ice that 331
barrier of ice was 243
barrier of its own 178
barrier of law and 89
barrier of mud and 58
barrier of not being 76
barrier of our arc 143
barrier of our own 111
barrier of sin and 105
barrier of sin that 158
barrier of them all 61
barrier on any one 375
barrier on his way 78
barrier on its own 45
barrier on its way 80
barrier so that they 105
barrier so that you 53
barrier to air and 53
barrier to all but 234
barrier to all his 60
barrier to all that 110
barrier to all who 65
barrier to any but 45
barrier to any new 78
barrier to any one 133
barrier to any real 227
barrier to cut him 55
barrier to cut off 72
barrier to deal with 93
barrier to doing this 54
barrier to east and 41
barrier to gas and 61
barrier to heat and 88
barrier to her being 45
barrier to her own 111
barrier to his being 272
barrier to his own 822
barrier to ions and 89
barrier to its being 241
barrier to its own 219
barrier to its use 971
barrier to man and 49
barrier to our being 52
barrier to our own 116
barrier to them all 42
barrier to this was 48
barrier to using this 57
barrier we can not 104
barrows in this area 63
barrows of earth and 63
barrows of his dead 134
bartering of sex for 47
bartering of them for 68
basalts in this area 60
basalts of this area 49
baseman of his day 52
baseman of his era 189
basemen of his era 48
bashful as she was 53
bashful as they now 66
bashful at his own 43
bashful to ask for 143
baskets as they are 112
baskets at each end 416
baskets in this way 63
baskets is that they 68
baskets of earth and 260
baskets of earth for 88
baskets of her own 41
baskets of his own 50
baskets of ivy and 43
baskets of meal and 100
baskets of meat and 90
baskets of red and 149
baskets of them and 42
baskets on each end 86
baskets on her arm 46
baskets on her head 133
baskets on his arm 49
baskets on his head 290
baskets so that they 153
baskets to and fro 48
baskets to put them 46
bastard as his own 55
bastard as you are 45
bastard at her own 41
bastard at his own 61
bastard by his wit 49
bastard he was and 67
bastard in his own 79
bastard is not going 202
bastard of his own 138
bastard of them all 124
bastard on his way 45
bastard to deal with 51
bastions at each end 69
bastions of earth and 72
bastions of law and 60
batches as they are 90
batches in hot oil 72
batches of men and 105
batches of six and 61
batches of six each 56
batches of ten and 136
batches of two and 123
batches so that they 233
bathroom as she was 92
bathroom at each end 49
bathroom at one end 173
bathroom he did not 66
bathroom if you are 43
bathroom in her new 44
bathroom in her own 53
bathroom in his own 82
bathroom is that way 56
bathroom is this way 60
bathroom is too far 48
bathroom of her own 198
bathroom of his own 180
bathroom of its own 184
bathroom of our own 67
bathroom on her own 233
bathroom on her way 102
bathroom on his own 310
bathroom on his way 92
bathroom so she can 79
bathroom so that she 213
bathroom so that they 94
bathroom so that you 120
bathroom so you can 174
bathroom to deal with 43
bathroom to dry her 91
bathroom to dry off 95
bathroom to fix her 164
bathroom to get her 215
bathroom to get him 47
bathroom to get his 127
bathroom to get out 49
bathroom to get rid 125
bathroom to her bed 95
bathroom to pee and 184
bathroom to put her 42
bathroom to put them 60
bathroom to run her 63
bathroom to see how 165
bathroom to see that 103
bathroom to try and 116
batsman is not out 166
batsman is put out 124
batsman of his age 51
batsman of his day 71
batsmen of his day 48
battens at top and 69
battens so that they 124
battering at him with 89
battering it with his 57
battering of her with 48
battering of his own 43
battering on one end 116
batters me far out 41
battery at each end 260
battery at one end 773
battery if they are 40
battery if they had 43
battery in and out 44
battery in her car 68
battery in his car 85
battery in his own 43
battery in our car 47
battery in our rear 236
battery in this way 100
battery is all that 255
battery is cut off 147
battery is cut out 240
battery is dead and 164
battery is low and 168
battery is not being 171
battery is not dead 132
battery is not too 87
battery is not yet 64
battery is now being 68
battery is old and 43
battery is one that 197
battery is that its 50
battery is too low 126
battery is too weak 103
battery is weak and 48
battery of his car 65
battery of his own 287
battery of its own 97
battery of one cup 99
battery of one gun 157
battery of one long 86
battery of our own 162
battery of six dry 50
battery of two and 41
battery of two dry 132
battery of two six 177
battery on and off 48
battery on his own 50
battery so that any 46
battery so that its 61
battery so that they 81
battery so that you 58
battery so you can 75
battery to one end 60
battery to our ears 122
battery to see that 62
battery to set off 48
battled it out and 74
battled it out for 571
battled it out with 719
battled on with his 47
battled so long and 196
battled so long for 62
battled to and fro 56
battled to see who 50
battles as they are 76
battles as they did 68
battles as they had 104
battles at and near 456
battles by day and 102
battles do not end 44
battles he and his 77
battles he did not 78
battles he had had 82
battles he had not 42
battles he had with 199
battles he had won 926
battles he has not 44
battles he has won 167
battles he was not 42
battles if they are 56
battles in and near 41
battles in and out 192
battles in asia and 92
battles in his day 95
battles in his head 225
battles in his own 480
battles in may and 85
battles in one day 278
battles in one year 222
battles in our own 141
battles in that area 87
battles in that war 150
battles in this area 463
battles in this war 541
battles in this way 65
battles in war and 115
battles is that they 75
battles it out with 360
battles of any war 199
battles of god and 63
battles of gog and 54
battles of her own 97
battles of his age 66
battles of his day 161
battles of his own 397
battles of its own 75
battles of kings and 66
battles of long ago 973
battles of may and 187
battles of men and 143
battles of our age 42
battles of our day 107
battles of our own 238
battles of our war 58
battles of that age 533
battles of that day 115
battles of that era 86
battles of that war 906
battles of that year 430
battles of this day 78
battles of this era 133
battles of this new 149
battles of this war 2379
battles of this year 201
battles of val and 115
battles of war and 75
battles of wit and 150
battles of wit with 59
battles on and off 42
battles on her own 43
battles on his own 260
battles on his way 71
battles on its own 93
battles on our own 58
battles so that they 63
battles to deal with 65
battles to try and 94
battles to win and 88
battles we can not 70
battles we can win 45
baubles in her ears 170
baulked at this and 42
baulked in that way 42
baulked in this way 145
baulked of its end 105
bayonet on his gun 207
bayonet up his ass 93
bearable if she had 43
bearable if they had 43
bearable if you can 57
bearable on that day 66
bearskin on his head 88
beauties as they are 85
beauties as they had 49
beauties at his ease 44
beauties if they had 66
beauties in her bud 70
beauties in his own 251
beauties in our art 82
beauties of all his 77
beauties of art and 1525
beauties of art are 287
beauties of both are 41
beauties of day and 45
beauties of each new 52
beauties of earth and 1028
beauties of earth are 60
beauties of god and 67
beauties of her age 101
beauties of her day 740
beauties of her new 55
beauties of her old 77
beauties of her own 339
beauties of her sex 86
beauties of his art 455
beauties of his day 166
beauties of his new 272
beauties of his own 1363
beauties of his poem 111
beauties of his seat 99
beauties of its own 2657
beauties of leaf and 60
beauties of man and 50
beauties of old age 57
beauties of our old 82
beauties of our own 498
beauties of sky and 204
beauties of that age 74
beauties of that art 131
beauties of that day 180
beauties of that poem 41
beauties of this age 150
beauties of this art 42
beauties of this earth 433
beauties of this new 104
beauties of this old 53
beauties of this poem 411
beauties of this poet 44
beauties of this sky 45
beauties to him who 45
beautify the area and 128
beautify the earth and 107
beautify the earth with 101
because al did not 47
because an act can 80
because an act has 65
because an act may 65
because an act was 55
because an age had 45
because an air gap 45
because an area has 92
because an area that 42
because an egg was 41
because an idea can 175
because an idea had 118
because an idea has 244
because an idea may 79
because an idea that 143
because an idea was 119
because an oath can 48
because an oath was 173
because an old and 104
because an old man 817
because an old one 73
because an use can 118
because as each day 51
because as each new 131
because as how she 96
because as long ago 209
because as men they 260
because as one can 100
because as one goes 60
because as one man 40
because as one who 75
because as she got 48
because as she had 304
because as she has 110
because as she put 335
because as she sat 94
because as she was 532
because as they age 61
because as they are 2026
because as they can 49
because as they dry 111
because as they get 268
because as they got 44
because as they had 416
because as they put 54
because as they read 47
because as they saw 126
because as they say 784
because as they see 149
because as things are 484
because as with all 218
because as with any 167
because as yet not 109
because as yet she 152
because as yet they 2181
because as yet you 185
because as you add 65
because as you age 112
because as you all 158
because as you and 44
because as you are 722
because as you can 1162
because as you get 656
because as you may 385
because as you read 202
because as you saw 46
because as you say 592
because as you see 442
because at any age 131
because at any one 1614
because at each end 111
because at each new 106
because at her age 492
because at her death 46
because at his age 836
because at his death 337
because at his own 92
because at its end 167
because at its head 131
because at one and 508
because at one end 328
because at that age 3175
because at that day 136
because at this age 2390
because at this day 624
because at this low 50
because at war with 55
because be can not 291
because be did not 319
because be does not 327
because be had not 114
because be has not 166
because be was not 186
because by all that 45
because by doing that 562
because by doing them 58
because by doing this 1088
because by dying they 92
because by her own 118
because by him and 40
because by him they 41
because by him was 157
because by his death 580
because by his own 1504
because by its aid 360
because by its own 438
because by its use 741
because by law and 56
because by law they 428
because by not being 43
because by not doing 214
because by now all 235
because by now her 127
because by now his 298
because by now our 51
because by now she 1060
because by now they 1112
because by now you 796
because by our law 53
because by our own 110
because by that act 268
because by that age 254
because by that day 99
because by that law 113
because by that they 151
because by that year 190
because by them are 244
because by them god 60
because by them his 54
because by them man 105
because by them men 43
because by them they 446
because by then all 634
because by then both 121
because by then her 150
because by then his 393
because by then its 107
because by then our 52
because by then she 1472
because by then they 2036
because by then you 872
because by this act 312
because by this age 222
because by this his 40
because by this they 225
because by this way 118
because by using his 87
because by using that 44
because by using them 306
because by using this 218
because do not you 433
because do you see 40
because ed did not 50
because ed was not 43
because he and all 404
because he and her 148
because he and his 19563
because he and mom 69
because he and not 122
because he and one 63
because he and she 488
because he and that 40
because he and they 991
because he and tom 42
because he and two 120
because he and you 122
because he ate all 75
because he ate and 189
because he ate his 97
because he ate them 42
because he ate too 365
because he ate with 237
because he bad not 106
because he beat all 91
because he beat her 504
because he beat him 63
because he beat his 162
because he beat them 81
because he beat you 197
because he bit his 66
because he bit them 42
because he can act 275
because he can add 113
because he can and 401
because he can ask 63
because he can bear 278
because he can beat 106
because he can both 86
because he can bring 344
because he can buy 485
because he can cut 72
because he can deal 92
because he can die 42
because he can dig 91
because he can earn 216
because he can fit 40
because he can fix 97
because he can fly 117
because he can get 2530
because he can hear 508
because he can hit 137
because he can lay 117
because he can lead 74
because he can let 52
because he can lie 44
because he can mow 40
because he can not 172388
because he can now 962
because he can pay 309
because he can put 451
because he can read 897
because he can run 294
because he can say 916
because he can see 4746
because he can set 111
because he can sit 105
because he can then 793
because he can thus 346
because he can use 1305
because he can wear 54
because he can win 95
because he can with 217
because he cut his 214
because he cut off 230
because he cut out 115
because he did all 594
because he did and 130
because he did ask 43
because he did but 89
because he did die 51
because he did for 54
because he did get 203
because he did his 1648
because he did not 542855
because he did now 46
because he did one 158
because he did put 53
because he did say 108
because he did see 169
because he did that 1048
because he did them 320
because he did things 403
because he did this 1925
because he did too 182
because he did try 88
because he did use 50
because he did you 55
because he does all 241
because he does and 79
because he does for 64
because he does get 82
because he does his 603
because he does not 259206
because he does see 189
because he does that 656
because he does them 371
because he does things 361
because he does this 622
because he does too 46
because he does try 46
because he does use 56
because he doth not 1400
because he doth that 120
because he doth them 76
because he eats all 44
because he eats and 103
because he eats his 68
because he eats them 41
because he eats too 239
because he eats with 56
because he fed and 44
because he fed him 40
because he fed his 74
because he fed them 195
because he for his 48
because he for one 93
because he goes and 49
because he goes for 221
because he goes not 46
because he goes off 137
because he goes out 712
because he goes too 65
because he goes with 87
because he got all 242
because he got fed 87
because he got her 159
because he got him 113
because he got his 1206
because he got hit 87
because he got mad 202
because he got off 530
because he got one 173
because he got out 980
because he got real 44
because he got rid 135
because he got that 158
because he got them 227
because he got things 107
because he got this 75
because he got too 439
because he got two 112
because he got you 91
because he had all 5037
because he had and 117
because he had any 5597
because he had bad 381
because he had beat 150
because he had bet 116
because he had big 245
because he had both 578
because he had but 872
because he had cut 1341
because he had dug 116
because he had ears 77
because he had easy 44
because he had far 228
because he had fed 195
because he had few 809
because he had for 1383
because he had god 255
because he had got 3531
because he had had 16422
because he had her 525
because he had hid 46
because he had him 132
because he had his 8734
because he had hit 630
because he had hiv 87
because he had hung 133
because he had ill 194
because he had led 1439
because he had let 1857
because he had lit 46
because he had long 6984
because he had low 55
because he had man 239
because he had men 47
because he had met 2382
because he had new 147
because he had not 166272
because he had now 1782
because he had one 4495
because he had our 73
because he had out 40
because he had put 4125
because he had read 5973
because he had real 355
because he had red 443
because he had rid 139
because he had rung 56
because he had run 2714
because he had sat 639
because he had set 2211
because he had sex 194
because he had six 259
because he had sung 168
because he had ten 191
because he had that 4714
because he had them 837
because he had then 653
because he had things 281
because he had this 2129
because he had thus 523
because he had too 3696
because he had two 5337
because he had use 102
because he had weak 76
because he had wet 87
because he had wings 52
because he had with 505
because he had wit 46
because he had won 3267
because he had yet 534
because he had you 130
because he has all 3960
because he has and 62
because he has any 1914
because he has bad 192
because he has beat 53
because he has big 92
because he has both 566
because he has but 501
because he has cut 417
because he has dug 42
because he has ears 67
because he has far 295
because he has fear 43
because he has fed 73
because he has few 412
because he has for 1117
because he has god 309
because he has got 3911
because he has had 13124
because he has her 111
because he has him 457
because he has his 3782
because he has hit 149
because he has ill 85
because he has led 327
because he has let 508
because he has long 2326
because he has low 99
because he has met 966
because he has new 145
because he has not 83053
because he has now 1846
because he has one 2131
because he has our 60
because he has out 169
because he has put 2174
because he has read 2045
because he has real 257
because he has red 148
because he has run 514
because he has sat 132
because he has set 1313
because he has sex 48
because he has six 107
because he has sung 77
because he has ten 68
because he has that 2632
because he has them 559
because he has then 138
because he has things 92
because he has this 1530
because he has thus 360
because he has too 2180
because he has two 3467
because he has wings 147
because he has with 154
because he has wit 58
because he has won 989
because he has yet 516
because he has you 116
because he hath all 49
because he hath but 128
because he hath cut 65
because he hath had 342
because he hath his 68
because he hath not 6926
because he hath now 54
because he hath put 164
because he hath set 121
because he hath that 49
because he hath them 56
because he hath two 59
because he hid his 233
because he hit her 151
because he hit his 196
because he hit them 62
because he hit you 104
because he hung out 249
because he lay out 187
because he lay with 82
because he led her 61
because he led his 183
because he led them 285
because he let her 335
because he let him 97
because he let his 557
because he let out 393
because he let them 239
because he let you 129
because he long ago 87
because he may and 55
because he may die 101
because he may fear 132
because he may get 279
because he may mean 49
because he may not 4920
because he may now 69
because he may one 66
because he may own 47
because he may say 134
because he may see 163
because he may sin 49
because he may then 157
because he may thus 105
because he may try 86
because he may use 141
because he met all 55
because he met and 47
because he met her 126
because he met him 77
because he met his 230
because he met one 42
because he met them 106
because he met with 598
because he met you 62
because he now and 149
because he now can 140
because he now had 1980
because he now has 1458
because he now saw 378
because he now was 200
because he one day 134
because he put all 112
because he put her 106
because he put him 45
because he put his 1928
because he put off 114
because he put one 41
because he put out 346
because he put that 66
because he put them 283
because he put too 111
because he put you 69
because he ran and 52
because he ran for 110
because he ran his 178
because he ran off 227
because he ran out 1771
because he ran too 60
because he ran with 117
because he read all 56
because he read and 391
because he read his 146
because he read that 162
