back sternly forbidding their 60
been granted authority from 40
been granted authority over 140
been granted entrance into 66
been granted exemption from 790
been granted immunity from 816
been granted internal self 84
been guarded jealously from 46
been happily exempted from 82
been happily governed four 53
been hastily borrowed from 43
been hastily promoted from 104
been hastily recalled from 191
been hastily snatched from 49
been hastily summoned from 605
been hastily withdrawn from 69
been hitherto bestowed upon 68
been hitherto concealed from 184
been hitherto deterred from 59
been hitherto excluded from 187
been hitherto exempted from 83
been hitherto frighted from 105
been hitherto insecure from 43
been hitherto observed only 55
been hitherto obtained from 69
been hitherto recorded from 69
been hitherto remarked only 53
been imposed likewise upon 136
been increasing attention paid 370
been increasing emphasis upon 138
been increasing interest among 204
been increasing interest from 53
been increasing interest over 70
been increasing pressure from 259
been increasing slightly over 56
been infused directly into 54
been largely absorbed into 445
been largely acquired from 46
been largely banished from 209
been largely borrowed from 377
been largely centered upon 41
been largely compiled from 94
been largely concealed from 59
been largely depended upon 115
been largely detached from 70
been largely directed from 55
been largely diverted from 173
been largely diverted into 110
been largely divorced from 288
been largely excluded from 3126
been largely exempted from 145
been largely expelled from 55
been largely exported from 86
been largely financed from 100
been largely imported from 280
been largely imported into 286
been largely increased during 158
been largely increased from 79
been largely inferred from 119
been largely insisted upon 48
been largely isolated from 597
been largely obtained from 233
been largely separate from 57
been largely shielded from 145
been largely stripped away 143
been largely subsumed into 53
been largely supplied from 79
been largely whittled away 73
been largely withdrawn from 214
been legally admitted into 179
been legally assessed upon 60
been legally divorced from 313
been legally excluded from 172
been legally exempted from 43
been legally exported from 70
been legally imported from 47
been legally imported into 193
been located anywhere else 83
been lowered properly into 60
been married eighteen years 892
been married fourteen years 873
been married nineteen years 508
been massive migration from 52
been matched anywhere else 40
been measured directly from 119
been notable occasions when 40
been offered fabulous sums 46
been offered immunity from 60
been omitted entirely from 339
been ordered complete rest 86
been ordered deported from 53
been ordered directly from 65
been painted directly from 93
been painted directly onto 62
been perhaps somewhat more 40
been plucked directly from 50
been plucked straight from 109
been previous occasions when 126
been printed anywhere else 80
been printed directly from 304
been printed verbatim from 43
been quickly absorbed into 138
been quietly absorbed into 91
been quietly withdrawn from 75
been rapidly absorbed into 129
been rapidly developing during 76
been rapidly developing into 66
been rapidly developing their 42
been rapidly extended during 58
been rapidly promoted from 47
been rapidly recovering from 47
been receiving attention from 239
been receiving benefits from 56
been receiving messages from 268
been receiving payments from 50
been receiving pressure from 61
been receiving requests from 130
been receiving services from 83
been receiving supplies from 43
been receiving treatment from 131
been reduced somewhat during 61
been reduced somewhat from 73
been refused admission even 43
been refused admission into 560
been refused entrance into 232
been regular poachers upon 177
been released directly into 42
been released recently from 63
been reliably recorded from 71
been reliably reported from 177
been removed directly from 47
been removed entirely from 331
been removed forcibly from 73
been removed recently from 42
been removed suddenly from 46
been renewed interest among 92
been repeated anywhere else 58
been revised downward from 156
been rightly insisted upon 65
been rightly reckoned upon 49
been rigidly excluded from 365
been roughly awakened from 48
been roughly constant over 288
been secured directly from 48
been settled entirely from 46
been settled fourteen years 55
been several attempts during 42
been several attempts made 379
been several attempts over 135
been several occasions during 93
been several occasions when 1200
been sharply attacked from 44
been shifted slightly from 73
been shipped directly from 187
been socially isolated from 69
been steadily developing from 45
been steadily developing over 105
been steadily improved during 62
been steadily improved over 118
been steadily increased during 52
been steadily increased from 85
been steadily increased over 51
been steadily recovering from 50
been steadily whittled away 153
been steadily whittled down 193
been steadily withdrawing from 57
been strongly insisted upon 481
been studied somewhat more 259
been suffering recently from 78
been suffering seriously from 45
been suffering severely from 713
been suffering slightly from 59
been suffering somewhat from 72
been suffering terribly from 145
been together eighteen years 67
been together fourteen years 79
been totally absorbed into 224
been totally banished from 53
been totally detached from 40
been totally disabled from 47
been totally distinct from 68
been totally divorced from 163
been totally estranged from 56
been totally excluded from 975
been totally exempted from 146
been totally expelled from 90
been totally isolated from 342
been totally separate from 42
been totally withdrawn from 89
been usually banished from 121
been usually bestowed upon 99
been usually obtained from 40
been usually received from 53
been usually supplied from 94
been utterly banished from 85
been utterly condemning only 55
been utterly divorced from 42
been utterly estranged from 42
been utterly excluded from 41
been written anywhere else 117
been written concerning their 146
been written concerning these 379
been written concerning what 66
been written directly from 146
been written directly into 80
been written entirely anew 95
been written entirely from 204
been written sometime during 96
been written somewhat more 117
been written straight from 43
belt extending northward from 56
belt extending southward from 49
belt extending southwest from 43
belt extending westward from 82
bend forward slightly from 50
bent forward slightly from 72
best college football teams 83
best fortune proceeds more 40
best general criterion from 88
best mounted horsemen took 91
best protect yourself from 61
best results obtained from 258
best results obtained were 111
best results obtained when 117
best results occurred when 151
best results possible from 251
best service possible from 73
best solution obtained from 58
best solution probably lies 44
bill excluding catholics from 54
bird species recorded from 48
birth control movement during 65
birth control movement from 121
birth control movement have 70
birth control movement were 114
birth control movement when 51
birth control policies have 156
birth control policies were 42
birth control practice among 44
birth control programs have 345
birth control programs were 187
birth control programs will 131
birth control services were 229
birth defects resulted from 53
blue pigment obtained from 87
blue pigment prepared from 72
blue ribbons fluttering from 116
blue shadows stretching over 69
boar grinned horribly among 62
boat dropped silently down 97
body depends entirely upon 84
body measured westward from 254
body protein synthesis rate 82
body protein turnover rate 52
body remains constant during 93
body surface potential maps 649
body totally distinct from 53
bold courage overcame such 72
bond futures contract will 123
bone becomes detached from 46
bone samples obtained from 48
book against monastic vows 58
book departs somewhat from 45
book depends entirely upon 44
book derives directly from 44
book derives interest from 50
book differs entirely from 40
book differs markedly from 92
book differs slightly from 49
book differs somewhat from 126
book follows directly from 46
book provide insights into 56
book remains essential reading 47
book suffers somewhat from 61
born painter benjamin west 84
break complex problems down 56
break complex problems into 102
breath between clenched teeth 224
bringing foreign currency into 56
bringing foreign soldiers into 114
bringing forward supplies from 116
bringing together children from 125
bringing together concepts from 56
bringing together elements from 191
bringing together evidence from 104
bringing together insights from 119
bringing together materials from 60
bringing together officials from 69
bringing together scholars from 845
bringing together students from 255
brings together articles from 58
brings together children from 51
brings together concepts from 58
brings together elements from 245
brings together evidence from 109
brings together excerpts from 57
brings together insights from 203
brings together materials from 93
brings together officials from 55
brings together passages from 45
brings together scholars from 352
brings together students from 180
bulk density increased from 61
bulk density increases from 55
busy answering questions from 43
buying foreign currency from 61
buys foreign currency from 64
byte central processing unit 91
