backs appearing and disappearing 99
breathe deeply and regularly 623
breathe freely and naturally 77
breathe slowly and carefully 46
breathe slowly and naturally 166
breathe slowly and regularly 223
breathe without any hindrance 53
breathe without his permission 52
breathing calmly and regularly 127
breathing deeply and naturally 94
breathing deeply and peacefully 104
breathing deeply and regularly 1321
breathing freely and pleasantly 48
breathing gently and inaudibly 40
breathing gently and regularly 62
breathing heavily and evidently 65
breathing heavily and painfully 96
breathing heavily and regularly 61
breathing slowly and regularly 649
breathing softly and regularly 215
brick building that contained 64
brick building that resembled 46
brick building was completed 294
brick building was dedicated 96
brick church was completed 154
brick church was dedicated 175
brick houses for themselves 57
brief moment she hesitated 58
brief report that describes 115
brief report was published 79
brief repose was necessary 43
brief review and discussion 180
brief review and evaluation 111
brief review has attempted 64
brief review has indicated 78
brief survey and discussion 59
brief survey and evaluation 51
brief survey has attempted 71
brief survey has indicated 84
brief survey has suggested 40
brief survey was conducted 65
broad across his shoulders 63
broad chests and shoulders 99
broad curves and parallels 103
broad fields and homesteads 82
broad options are available 53
broad policy and strategic 48
broad powers and discretion 98
broad powers are conferred 73
broad public and political 181
broad shadow lie enthralled 79
broad skills and knowledge 88
broad trends and movements 52
broad valley that stretched 40
broad valley that stretches 60
broke before its conclusion 107
broke bright and cloudless 144
broke through all artificial 40
broke through all objections 103
broke through all obstacles 253
broke through all opposition 359
broke through all restraint 1351
broke through and conquered 40
broke through and continued 46
broke through and destroyed 48
broke through and dispelled 46
broke through and dispersed 92
broke through and scattered 157
broke through and shattered 52
broke through her maidenhead 48
broke through his customary 42
broke through his restraint 47
broke through one barricade 72
broke through this agreement 76
broke through this restraint 59
brown shirts and swastikas 145
brute matter and arbitrary 70
brute strength and endurance 335
brute strength and ignorance 128
budding actors and actresses 143
build cabins for themselves 52
build canals and railroads 242
build cities and factories 56
build family and community 113
build houses and apartment 42
build houses and construct 69
build houses and cultivate 650
build houses and establish 216
build houses and factories 428
build houses and furniture 137
build houses for employees 125
build houses for ourselves 93
build houses for themselves 3847
build models that represent 40
build public and political 87
build shells and skeletons 40
build skills and knowledge 127
build slowly and carefully 52
build something for ourselves 48
build something for themselves 91
build strength and endurance 1084
build theories for themselves 57
built across san francisco 47
built across that classical 54
built almost two centuries 117
built around this assumption 59
built around this framework 40
built around this principle 138
built around two different 41
built around two principal 51
built cabins for themselves 62
built canals and railroads 282
built cities and developed 57
built cities for themselves 94
built houses and apartment 40
built houses and workshops 42
built houses for themselves 1883
built member are assembled 49
built merely for temporary 46
built sloops and schooners 48
built slowly and carefully 295
built slowly and painfully 43
built virtue and obedience 301
built without any knowledge 43
built without any reference 121
built without his permission 148
bulky volume was published 41
bungling indeed and imperfect 68
bureau chiefs and assistant 153
bureau chiefs are appointed 89
burial ground was purchased 68
burial mounds and ceremonial 86
burial mounds are scattered 44
burning desire for adventure 50
burning desire for knowledge 789
burning desire for liberation 224
burning desire for martyrdom 43
burning desire for political 117
burning desire for spiritual 87
burning letter was reflected 70
burning matter and liquefied 49
burning oxygen and acetylene 49
burnt offering and sacrifice 466
burnt offering nor sacrifice 511
burnt without any abjuration 151
burst through all obstacles 187
burst through all restraint 393
buses filled with passengers 41
busying itself with aberration 48
buxom ladies and dropsical 49
