badge partially loses the 47
basic services which the 83
basic services within the 104
basic services would be 133
basic situation seems to 44
basic situation which is 66
basic situation would be 64
basic standard score is 84
basic strategy seems to 51
basic strategy would be 185
basic survival needs as 120
basic survival needs at 42
basic survival needs in 82
basic survival needs is 41
basic survival needs of 723
basic survival needs to 103
basic triangular shape of 45
basic underlying cause is 50
basic underlying cause of 369
basic underlying themes of 47
basic variables equal to 127
basic volcanic rocks in 286
basic volcanic rocks of 366
basin containing water at 72
basin includes parts of 76
basis functions based on 64
basis functions could be 98
basis functions given by 113
basis functions given in 69
basis functions shown in 99
basis functions where the 115
basis functions within the 46
basis functions would be 103
basis purposes under the 41
basis reduction rules of 57
basis reduction would be 58
basis scrutiny under the 126
basis taxpayer often is 47
basis taxpayer takes the 65
basis taxpayer until the 111
bathed yourself first in 87
beaker containing water at 666
beaker containing water is 127
beaker containing water of 73
beasts stumbled under the 76
beaten mountain trail or 40
beaten severely about the 77
beauty contests where the 42
began actively seeking to 41
began actively working to 49
began business about the 139
began business under the 237
began chattering about the 94
began clinical trials in 100
began clinical trials of 63
began collecting books as 42
began collecting books in 58
began collecting books on 84
began collecting funds to 94
began collecting money to 139
began collecting taxes in 55
began collecting works of 87
began conversing about the 55
began daydreaming about the 58
began delivering water to 61
began developing after the 51
began developing plans to 132
began directly after the 329
began discussing plans to 79
began displaying signs of 83
began doctoral study in 46
began eighteen months of 62
began exhibiting signs of 170
began explaining about the 134
began fluttering about the 46
began functioning under the 61
began generating power in 102
began graduate study at 538
began graduate study in 642
began military action in 50
began operation under the 152
began operation within the 46
began performing again in 44
began probably about the 63
began promptly after the 61
began protesting about the 49
began publishing after the 69
began publishing again in 112
began publishing books in 154
began publishing books of 70
began publishing books on 88
began publishing lists of 98
began publishing parts of 57
began publishing poetry at 58
began publishing poetry in 536
began publishing under the 107
began publishing verse in 81
began publishing works in 43
began publishing works of 57
began publishing works on 47
began purchasing stock in 44
began ruminating about the 41
began scribbling notes on 96
began seriously after the 52
began seriously thinking of 93
began seriously working on 46
began soliciting funds to 49
began sometime after the 193
began somewhat later in 184
beget children until he 160
beget children while the 92
begging questions about the 154
begin anywhere within the 93
begin business until it 46
begin business until the 132
begin clinical trials in 78
begin clinical trials of 87
begin clinical trials on 101
begin directly after the 128
begin directly below the 55
begin directly under the 49
begin execution until the 46
begin graduate study at 122
begin graduate study in 180
begin mentally where the 49
begin operation until the 76
begin promptly after the 96
begin seriously until the 77
begin slightly below the 93
begin sometime after the 129
begin somewhat later in 43
begin tomorrow morning at 47
begun directly after the 132
begun promptly after the 55
begun sometime after the 83
begun somewhat later in 44
bells entirely ceased in 151
bells suddenly began to 74
belly scarcely clearing the 46
belong entirely within the 78
belong properly speaking to 73
belong properly under the 73
belong properly within the 90
belong squarely within the 89
belong strictly speaking to 101
below detection level in 53
below detection limit in 256
below detection limit of 354
below detection limit to 57
below interest rates on 89
below referred twice to 62
belts fastened until the 88
belts fastened until we 42
bench directly under the 47
bending slightly under the 52
bending stresses about the 145
bending stresses occur at 117
bending stresses occur in 163
bending stresses shall be 274
bending stresses within the 182
bending stresses would be 63
bends slightly under the 148
beneath overhanging rocks or 41
biased electric field as 58
binding activity could be 460
binding activity which is 49
binding affinity could be 108
binding capacity could be 172
binding capacity which is 93
binding capacity would be 91
binding contract after he 83
binding contract could be 60
binding contract until it 56
binding contract until the 220
binding contract where the 46
binding contract which is 49
binding contract which the 90
binding contract within the 77
binding contract would be 96
binding decisions about the 140
binding decisions based on 83
binding decisions could be 179
binding decisions taken by 109
binding decisions would be 108
binding energies based on 89
binding energies could be 140
binding energies given in 116
binding energies shown in 41
binding energies within the 116
binding energies would be 91
binding peptides based on 209
binding proteins appear to 385
binding proteins based on 110
binding proteins bound to 49
binding proteins could be 315
binding proteins exist in 136
binding proteins found in 708
binding proteins known as 392
binding proteins known to 84
binding proteins might be 186
binding proteins occur in 152
binding proteins serve as 150
binding proteins within the 273
binding proteins would be 128
biopsy specimen showing the 94
biopsy specimen taken at 137
birds commonly found in 153
birds commonly known as 136
birds fluttering about in 90
birds fluttering about the 94
birds included within the 44
birds mentioned above as 40
births occurred within the 54
black africans began to 41
black africans belong to 58
black africans could be 68
black africans would be 78
black american could be 40
black american leader of 42
black american music in 60
black american music is 52
black american music to 43
black american woman in 61
black american woman to 262
black american women in 114
black american women to 102
black boulders holding up 65
black business people in 53
black business people to 48
black cadillac drove up 41
black campbell blood in 93
black caucuses within the 46
black children after the 51
black children appear to 81
black children began to 75
black children begin to 135
black children bused to 43
black children chose the 85
black children could be 228
black children could go 57
black children growing up 926
black children lived in 599
black children might be 95
black children ought to 84
black children playing in 143
black children playing on 116
black children reared by 70
black children reared in 348
black children tried to 71
black children under the 458
black children walking to 44
black children within the 100
black children would be 556
black churches after the 59
black churches began to 93
black churches would be 53
black citizens began to 77
black citizens could be 46
black citizens lived in 57
black citizens under the 54
black citizens would be 96
black cocktail dress to 45
black colleges began to 70
black colleges would be 57
black cultural forms in 54
black economic power in 43
black education after the 60
black eyebrows above the 62
black eyebrows meeting in 49
black families above the 51
black families after the 46
black families appear to 51
black families began to 202
black families below the 229
black families could be 89
black families headed by 1672
black families lived in 1241
black families lived on 189
black families might be 70
black families moved in 185
black families moved to 94
black families tried to 60
black families where the 69
black families willing to 43
black families within the 97
black families would be 181
black granules within the 48
black headlines about the 40
black homecoming queen at 80
black identity based on 60
black identity which is 45
black identity within the 78
black magnetic oxide of 237
black majority within the 51
black majority would be 82
black mercedes drove up 51
black migrants moved to 59
black migration within the 47
black militant group in 46
black military units in 62
black movement began to 60
black musicians began to 117
black musicians playing in 40
black musicians working in 60
black mustache which he 78
black notebook which he 74
black officers would be 82
black parallel lines on 51
black presence within the 82
black publishing house in 42
black religious music in 72
black security guard at 40
black soldiers after the 86
black soldiers began to 116
black soldiers could be 137
black soldiers maybe at 60
black soldiers serving in 275
black soldiers under the 123
black soldiers would be 289
black streamers blowing in 103
black students about the 62
black students after the 49
black students appear to 48
black students began to 265
black students bused to 41
black students chose to 70
black students could be 146
black students lived in 50
black students might be 102
black students seeking to 81
black students since the 46
black students tried to 226
black students under the 61
black students until the 67
black students within the 115
black students would be 573
black suffrage would be 56
black sulphide which is 40
black theologians began to 65
black tomorrow which is 97
black umbrella which he 50
black vertical lines in 42
black vertical lines of 46
black vertical lines on 67
black volcanic sands of 89
black volcanic stone of 45
blame squarely where it 696
blame whatever could be 50
bland courtesy which he 52
blank document based on 97
blank dramatic verse he 67
blank questions about the 64
blase attitude about the 50
blast furnaces began to 80
blast furnaces built in 153
blast furnaces could be 150
blast furnaces owned by 59
blast furnaces until the 41
blast furnaces where it 116
blast furnaces where the 107
blast furnaces working on 44
blast furnaces would be 247
blazing enthusiasm which he 48
blind admirers either of 107
blind admirers would be 86
blind adoration which is 62
blind children appear to 64
blind children could be 119
blind children under the 49
blind children would be 77
blind clinical study in 42
blind clinical study of 348
blind clinical trials in 120
blind clinical trials of 211
blind clinical trials to 86
blind fatality could be 141
blind obedient keels to 43
blind optimism about the 43
blind parallel study of 49
blind squirrel finds an 99
blind treatment study of 46
block containing auxin is 55
block directly above the 62
block directly under the 73
block exemption where the 139
block pavement under the 73
block provides space to 73
block receptor sites on 47
block specific steps in 232
block specific types of 78
blood channels within the 52
blood clearance rates of 71
blood collecting under the 126
blood collects beneath the 58
blood collects under the 254
blood collects within the 75
blood condition known as 94
blood confined within the 83
blood cultures after the 46
blood cultures drawn at 44
blood cultures occur in 42
blood cultures taken at 239
blood cultures taken on 68
blood cultures would be 42
blood directly bathes the 45
blood disorder known as 139
blood elements within the 110
blood examined under the 103
blood followed after it 54
blood obtained after the 79
blood platelet count in 104
blood platelet count is 367
blood platelet count of 125
blood platelet plugs in 50
blood pressure about the 54
blood pressure above the 863
blood pressure after an 178
blood pressure after the 1159
blood pressure alone is 351
blood pressure appear to 226
blood pressure based on 316
blood pressure began to 2079
blood pressure begin to 443
blood pressure below the 1090
blood pressure cause the 60
blood pressure change in 472
blood pressure change is 108
blood pressure change to 44
blood pressure check at 59
blood pressure check in 108
blood pressure check is 74
blood pressure check or 110
blood pressure close to 79
blood pressure comes to 45
blood pressure could be 3965
blood pressure cuffs in 57
blood pressure cuffs on 130
blood pressure cuffs or 179
blood pressure cuffs to 294
blood pressure curve in 68
blood pressure curve is 115
blood pressure drops as 172
blood pressure drops by 130
blood pressure drops in 140
blood pressure drops or 70
blood pressure drops so 51
blood pressure drops to 1286
blood pressure either by 51
blood pressure equal to 805
blood pressure fails to 371
blood pressure falling to 67
blood pressure falls as 461
blood pressure falls at 57
blood pressure falls by 399
blood pressure falls in 756
blood pressure falls on 56
blood pressure falls or 110
blood pressure falls so 166
blood pressure falls the 88
blood pressure falls to 2964
blood pressure found in 537
blood pressure goals in 93
blood pressure helps to 106
blood pressure known as 107
blood pressure later in 314
blood pressure level as 238
blood pressure level at 234
blood pressure level by 59
blood pressure level in 543
blood pressure level is 578
blood pressure level of 465
blood pressure level on 119
blood pressure level or 123
blood pressure level to 77
blood pressure makes it 58
blood pressure makes the 140
blood pressure might be 1912
blood pressure minus the 214
blood pressure needs to 851
blood pressure noted in 54
blood pressure occur as 90
blood pressure occur in 351
blood pressure often is 115
blood pressure ought to 50
blood pressure plays an 66
blood pressure readings as 458
blood pressure readings at 372
blood pressure readings by 131
blood pressure readings in 1162
blood pressure readings is 186
blood pressure readings of 1464
blood pressure readings on 738
blood pressure readings or 309
blood pressure readings so 122
blood pressure readings to 298
blood pressure rhythm in 122
blood pressure rises as 602
blood pressure rises at 108
blood pressure rises by 218
blood pressure rises in 1244
blood pressure rises or 162
blood pressure rises so 112
blood pressure rises the 92
blood pressure rises to 1869
blood pressure seems to 1200
blood pressure shoot up 288
blood pressure shown in 63
blood pressure shows an 58
blood pressure shows no 63
blood pressure since it 67
blood pressure since the 351
blood pressure slows the 52
blood pressure start to 124
blood pressure stays at 58
blood pressure stays the 46
blood pressure stays up 58
blood pressure taken as 44
blood pressure taken at 295
blood pressure taken by 178
blood pressure taken in 654
blood pressure taken on 261
blood pressure taken or 56
blood pressure tends to 6078
blood pressure tests to 87
blood pressure today is 219
blood pressure under the 403
blood pressure until it 116
blood pressure until the 361
blood pressure value in 48
blood pressure value is 66
blood pressure value of 55
blood pressure where it 50
blood pressure where the 73
blood pressure which he 51
blood pressure which in 193
blood pressure which is 3812
blood pressure which it 70
blood pressure which the 77
blood pressure which we 43
blood pressure while at 77
blood pressure while he 162
blood pressure while in 66
blood pressure while on 73
blood pressure while the 1239
blood pressure within an 82
blood pressure within it 81
blood pressure within the 6281
blood pressure would be 3362
blood pressure would go 170
blood probably flows in 40
blood products based on 54
blood products could be 97
blood products given to 122
blood products within the 153
blood proteins known as 119
blood relations within the 261
blood relative within the 99
blood resorted thither by 73
blood suddenly began to 77
blood suddenly rushing to 40
blood velocity within the 57
blown anywhere about the 42
blows unceasingly about the 42
bluff directly above the 70
blunt questions about the 166
board american ships at 43
board american ships in 184
board american ships of 67
board american ships on 100
board american ships to 170
board computer based on 60
board directly above the 71
board directly under the 123
board hospital ships or 60
board informed about the 83
board merchant ships in 48
board operates under the 67
board positions might be 63
boats anchored close to 40
boats declared liable to 49
boats specially built to 47
bombing campaign aimed at 433
bombing campaign began in 303
bombing campaign began on 57
bombing campaign began to 94
bombing campaign could be 119
bombing campaign known as 93
bombing campaign would be 260
bombs exploded close by 47
bombs exploded close to 61
bombs exploded under the 45
bonding electron pairs in 94
bonds commonly found in 50
bonds commonly known as 69
bonds executed under the 59
bonds required under the 86
bonus payments based on 198
bonus payments could be 54
bonus payments under the 139
bonus payments would be 109
books commonly found in 113
books commonly known as 124
books compiled under the 51
books composed after the 42
books containing lists of 198
books contains works of 46
books formerly owned by 147
books included under the 44
books included works of 40
books included works on 48
books mentioned above as 45
books mentioned above in 70
books mentioned above is 55
books mentioned above or 47
books mentioned under the 88
books prepared under the 87
books produced since the 141
books produced under the 122
books produced within the 60
books received under the 159
books recently added to 116
boost economic growth by 351
boost economic growth in 387
boost economic growth to 42
booty obtained after the 118
borne abundant crops of 43
borne abundant fruit in 192
borne children since the 87
bother explaining anything to 48
bother overmuch about the 117
bother yourself about it 558
bother yourself about me 317
bother yourself about my 45
bother yourself about the 244
bound algorithm based on 114
bound electron which is 49
bound helpless slave to 46
bound morpheme which is 43
bound passenger train at 86
bound passenger train on 93
bound vesicles within the 130
bowel movement after the 180
bowel movement daily is 83
bowel movement since the 155
bowel movement until the 133
bowel movement within the 57
bowel resection based on 44
boxes directly below the 59
brain activity based on 142
brain activity could be 179
brain activity known as 48
brain activity seems to 132
brain activity shown by 69
brain activity which is 315
brain activity while the 87
brain activity within the 46
brain activity would be 204
brain capacity equal to 74
brain chemical known as 86
brain contains twice as 53
brain directly above the 79
brain disorder known as 119
brain functions could be 111
brain functions would be 84
brain informed about the 57
brain injuries occur in 62
brain involved seems to 43
brain movement within the 53
brain operation known as 49
brain perfusion method in 90
brain potential study of 50
brain probably works on 40
brain situated above the 51
brain situated below the 51
brain suddenly began to 60
brake cylinder until the 129
brand identity based on 42
brass cylinder which is 57
brass ordnance could be 50
brave gallants about the 46
brave garrison under the 74
brave soldiers march on 51
brave soldiers would be 69
breach occurred after the 63
breach occurred within the 145
breach required under the 55
breaking alliances based on 40
breaking chemical bonds in 91
breaking fourteen spears to 68
breaking hydrogen bonds in 46
breaks chemical bonds in 146
breast epithelial cells by 95
breast epithelial cells in 246
breast epithelial cells to 106
breast implants would be 41
breathe memories sweet as 65
breathe normally until the 50
breathing exercise known as 41
breed commonly known as 45
brick business block in 60
brick business block on 44
brick terraced house in 47
brief accounts given by 42
brief accounts given in 58
brief accounts given of 53
brief analysis based on 62
brief analysis seems to 43
brief analysis shows the 43
brief anecdote about the 77
brief argument about the 73
brief articles about the 91
brief attention given to 86
brief attention needs to 40
brief biography based on 41
brief biography gives the 99
brief blossoming period of 40
brief business visit to 59
brief campaign ended in 57
brief comments about the 1494
brief comments might be 61
brief comments would be 41
brief courtesy visit to 72
brief critical notes on 85
brief critical period in 116
brief critical period of 49
brief critical study of 81
brief detention short of 128
brief document stating the 42
brief electric shock is 56
brief electric shock to 157
brief examples serve to 61
brief farewell visit to 64
brief interval after the 461
brief interval since the 148
brief interval spent in 85
brief interval under the 60
brief interval until the 90
brief interval while the 167
brief notations about the 40
brief overview about the 215
brief overview shows the 43
brief passages where the 42
brief practice period of 84
brief questions about the 149
brief reminder about the 104
brief sentence about the 59
brief treatment based on 42
brief treatment given in 79
brief treatment given to 64
brisk business selling the 45
brisk business until the 40
brisk internal trade in 60
brisk mercurial purge is 46
brisk reporter waits on 40
broad approach based on 60
broad approach taken by 98
broad approach taken in 49
broad approach would be 46
broad argument about the 65
broad authority given the 63
broad authority given to 131
broad authority under the 281
broad autonomy within the 45
broad beautiful tract of 82
broad branches above the 41
broad category known as 91
broad circular piece of 50
broad climatic zones of 44
broad coalition based on 42
broad coalition within the 51
broad comments about the 44
broad concerns about the 163
broad coverage given to 41
broad cultural change in 41
broad cultural sense of 43
broad cultural shift in 65
broad daylight after the 77
broad daylight alone in 76
broad daylight close to 47
broad daylight right in 92
broad daylight though it 47
broad daylight under the 409
broad daylight while he 110
broad daylight while the 183
broad daylight would be 224
broad decisions about the 90
broad direction taken by 42
broad divisions based on 56
broad divisions within the 94
broad economic goals of 70
broad economic point of 152
broad education based on 41
broad eligible piece of 48
broad farcical lines of 47
broad glistening leaves of 45
broad guttural tones of 92
broad immunity grant is 72
broad latitude under the 76
broad ligament above the 170
broad ligament below the 231
broad ligament beneath the 85
broad ligament close to 369
broad ligament under the 87
broad ligament until the 69
broad ligament where it 70
broad ligament where the 49
broad ligament which is 153
broad movement aimed at 45
broad movement known as 85
broad outlines seems to 84
broad platform where the 41
broad platonic sense of 61
broad policies aimed at 46
broad policies which the 45
broad potential scope of 43
broad programs aimed at 42
broad questions about the 988
broad semantic field of 53
broad spectral bands of 66
broad spectrum within the 47
broad strategy aimed at 41
broad surfaces above the 75
broad terraces sloping to 48
broad tranquil sheet of 54
broad vertical bands of 181
broad vertical notch in 40
broom cupboard under the 166
brown buttered crust in 65
brown circular spots on 52
brown envelope which he 113
brown hydrated oxide of 81
brown necrotic spots on 50
brown pigments known as 57
brown shredded paper in 94
brute instinct which we 138
brute military force to 151
brute peasantry about the 52
build alliances within the 78
build capacity within the 222
build military bases in 237
build military bases on 169
build products based on 63
build programs based on 46
build socialism under the 74
build volcanic cones to 102
built beautiful homes in 47
built directly above the 352
built directly after the 81
built directly below the 57
built directly beneath the 52
built directly under the 203
built entirely about it 110
built entirely above the 106
built entirely after the 75
built entirely under the 105
built entirely within the 238
built military bases in 191
built military bases on 120
built probably about the 156
built probably after the 47
built quarters sprang up 47
built slightly above the 62
built sometime after the 216
built somewhat after the 583
bulky articles which the 55
bureau directly under the 68
bureau operates under the 278
burial chambers known as 44
burial expenses shall be 49
burning american flags in 97
burning brightly above the 47
burning brightly under the 59
burning brightly within it 77
burning brightly within the 80
burning curiosity about the 314
burning mountain sprung up 65
burning problems faced by 42
burning questions about the 320
burning questions touch the 72
burning questions which the 42
burning questions which we 49
burning sensation about the 388
burning sensation above the 109
burning sensation after the 41
burning sensation began to 95
burning sensation beneath the 82
burning sensation known as 112
burning sensation under the 678
burning sensation where the 110
burning sensation which is 456
burning sensation within the 114
burning somewhat dimly on 40
burning villages could be 104
burns fiercely under the 237
burst directly above us 52
burst directly under the 109
bushy eyebrows meeting in 43
buyer acquires title to 128
buyer receives title to 89
