bad acts committed when 151
both been converted into 53
both been exceedingly kind 115
both been liberally used 52
both been separated from 76
both free themselves from 67
both have benefited from 193
both have certainly been 51
both have completed their 87
both have descended from 87
both have developed from 119
both have developed into 44
both have developed their 78
both have different ideas 42
both have evidently been 58
both have expressed their 76
both have extremely high 70
both have fulfilled their 105
both have generally been 66
both have inherited from 42
both have previously been 61
both have proceeded from 99
both have sometimes been 48
both have submitted their 41
both having descended from 76
both having previously been 40
both just graduated from 78
both knew perfectly well 986
both knew precisely what 45
both know perfectly well 425
both made ourselves very 42
both make themselves felt 56
both more dependent upon 61
both seem concerned lest 72
both their daughters were 55
both their majesties during 167
both their majesties were 156
both their portraits into 96
both these arguments have 91
both these arguments were 73
both these assertions were 80
both these attitudes have 71
both these barbarous ages 172
both these companies have 101
both these companies were 136
both these composers were 43
both these compounds have 59
both these compounds were 45
both these conditions have 310
both these conditions hold 155
both these conditions must 337
both these conditions there 176
both these conditions were 696
both these conditions will 200
both these countries from 109
both these countries have 669
both these countries into 49
both these countries there 304
both these countries were 697
both these countries will 110
both these desirable ends 51
both these directions have 40
both these directions there 49
both these directions were 64
both these districts there 51
both these districts were 88
both these doctrines have 51
both these doctrines were 57
both these documents were 160
both these estimates were 44
both these formations were 43
both these gentlemen came 48
both these gentlemen have 311
both these gentlemen having 62
both these gentlemen upon 54
both these gentlemen were 837
both these incidents were 55
both these instances must 56
both these instances there 266
both these instances were 51
both these interests were 47
both these inventions were 45
both these ministers were 107
both these movements have 105
both these movements were 211
both these objections have 48
both these objections were 57
both these operations have 46
both these operations were 126
both these phenomena have 107
both these phenomena were 138
both these practices have 202
both these practices were 297
both these processes have 187
both these processes take 69
both these processes were 199
both these processes will 90
both these proposals were 300
both these provinces were 132
both these provisions have 61
both these provisions were 112
both these qualities must 55
both these qualities were 211
both these regiments were 71
both these situations there 193
both these situations will 67
both these societies have 60
both these societies were 95
both these specimens were 43
both these statesmen were 43
both these traditions have 63
both these traditions were 50
both these witnesses were 46
both those countries have 183
both those countries there 42
both those countries were 268
both those gentlemen were 132
both those inherited from 99
both those judgments were 77
both those objections were 50
both those provinces were 41
both threw ourselves into 44
both threw themselves down 42
both threw themselves from 90
both threw themselves into 135
both very different from 938
both were alienated from 48
both were converted into 56
both were dependent upon 222
both were descended from 505
both were developed from 86
both were different from 311
both were dismissed from 153
both were domiciled there 51
both were exhausted from 51
both were exhausted when 47
both were graduated from 60
both were prevented from 84
both were protected from 56
both were reasonably trying 61
both were sacrificing their 61
both were separated from 181
both were surprised when 129
both were suspended from 107
both will certainly fall 64
bow down themselves unto 430
box from microsoft word 136
boy aged seventeen years 62
boy have prevailed upon 78
boy just graduated from 79
boy knew perfectly well 83
boy only seventeen years 56
boy went invariably into 70
boy will certainly know 40
bring back knowledge from 48
bring back souvenirs from 42
bring down artillery fire 124
bring down judgments upon 43
bring down knowledge from 45
bring down sentiment when 56
bring food particles into 42
bring forth vegetable life 43
bring great abilities into 60
bring great discredit upon 152
bring idle resources into 70
bring into awareness what 47
bring into discredit those 49
bring into disrepute even 126
bring into disrepute those 136
bring into existence many 75
bring into existence more 166
bring into existence only 104
bring into existence other 88
bring into existence some 207
bring into existence such 1496
bring into existence their 70
bring into existence these 90
bring into existence those 121
bring into existence what 1086
bring into existence will 57
bring into parliament half 46
bring into political life 74
bring into production once 275
bring into prominent view 51
bring into subjection those 73
bring more countries into 45
bring more customers into 167
bring more democracy into 50
bring more happiness into 126
bring more perfection into 47
bring more resources into 107
bring much happiness into 56
bring other countries into 144
bring some coherence into 86
bring some happiness into 219
bring some stability into 152
bring some structure into 102
bring such amendment into 97
bring such judgments back 49
bring such knowledge into 53
bring such qualities into 58
bring their appearance home 42
bring their artillery into 82
bring their attitudes into 91
bring their countries into 187
bring their daughters here 49
bring their daughters home 59
bring their daughters into 64
bring their doctrines into 101
bring their economies into 64
bring their equipment into 67
bring their expertise into 81
bring their faculties into 128
bring their firesides along 55
bring their followers into 78
bring their groceries home 51
bring their initiative into 116
bring their interests into 165
bring their knowledge into 122
bring their operations into 136
bring their opponents into 104
bring their practices into 189
bring their practices more 43
bring their provisions from 143
bring their provisions into 59
bring their relatives into 54
bring their relatives over 41
bring these attitudes into 71
bring these conditions into 126
bring these conflicts into 58
bring these countries into 284
bring these doctrines into 63
bring these interests into 72
bring these phenomena into 95
bring these practices into 86
bring these prisoners into 67
bring these processes into 73
bring these provinces into 40
bring these provisions into 75
bring these qualities into 243
bring these resources into 204
bring these societies into 42
bring those countries into 48
bring those provisions into 42
bring those qualities into 96
bring those resources into 50
bring upon ourselves such 133
bring upon ourselves when 42
bring upon themselves from 66
bring upon themselves such 166
bring upon themselves their 126
bring upon themselves those 63
bring your ancestors back 154
bring your awareness back 790
bring your awareness into 196
bring your insurance card 69
bring your purchases home 43
bring your shoulders back 125
bus from guatemala city 116
but along different paths 111
but also abstained from 43
but also abstention from 65
but also abstracts from 46
but also additional data 57
but also additional ones 90
but also addresses some 60
but also alienated from 141
but also alienated many 83
but also alienation from 48
but also appreciate their 46
but also attracted many 100
but also attracted other 49
but also augmented their 43
but also available from 60
but also benefited from 463
but also broadened their 51
but also challenged their 61
but also commented upon 157
but also conferred upon 148
but also confirmed their 73
but also conflicting ways 41
but also considering other 46
but also considering their 60
but also considers other 117
but also considers some 51
but also considers such 83
but also considers their 52
but also considers what 48
but also construct their 43
but also contained many 154
but also contained much 130
but also contained other 49
but also contained some 296
but also continued their 70
but also continues into 40
but also converted into 85
but also convinced many 69
but also countless other 92
but also countries like 173
but also countries such 144
but also criticism from 63
but also delegates from 103
but also dependent upon 362
but also described their 74
but also describes other 48
but also describes some 47
but also describes their 54
but also describes what 166
but also desirable from 82
but also destroyed many 53
but also destroyed much 94
but also destroyed some 40
but also destroyed their 77
but also determine their 153
but also determine what 261
but also determining their 46
but also determining what 65
but also detracted from 56
but also developed from 41
but also developed into 165
but also developed some 76
but also developed their 155
but also different from 3469
but also different ideas 47
but also different sets 51
but also different ways 277
but also discussed their 46
but also discusses other 64
but also discusses some 70
but also discusses their 60
but also displayed some 46
but also distanced from 61
but also documents from 43
but also emphasize their 42
but also empirical data 162
but also encourage more 65
but also encourage other 56
but also encourage their 117
but also endangered their 53
but also especially from 60
but also establish their 50
but also everybody else 206
but also exceedingly well 43
but also exercised great 41
but also explained their 40
but also expressed some 96
but also expressed their 301
but also expresses some 45
but also expresses their 52
but also extensive areas 56
but also extremely good 41
but also extremely high 72
but also extremely well 162
but also furnished food 43
but also generally have 40
but also generally more 129
but also generates more 102
but also graduated from 43
but also highlight some 74
but also important from 70
but also important were 189
but also impressed upon 90
but also increasingly among 55
but also increasingly from 229
but also increasingly more 136
but also indicated some 65
but also indicated their 95
but also indicated what 52
but also indicates more 120
but also indicates some 138
but also indicates their 155
but also indicates what 443
but also inflicted heavy 51
but also influence other 53
but also influence their 215
but also influence what 47
but also interpret what 44
but also introduce some 106
but also knowledge from 48
but also liberated from 68
but also liberation from 172
but also literally true 44
but also maintaining their 55
but also mansfield park 112
but also necessary from 41
but also necessary when 43
but also opposition from 108
but also organized their 50
but also originate from 60
but also penetrate into 132
but also perfectly good 49
but also performed many 56
but also performed some 47
but also performed such 60
but also permitted their 80
but also persuaded many 48
but also phenomena such 85
but also political life 73
but also political ones 246
but also political will 48
but also possessed some 66
but also possesses some 87
but also practical help 49
but also practical ones 70
but also precisely what 95
but also prescribing what 57
but also presented some 83
but also prevailed upon 122
but also prevented from 153
but also prevented their 123
but also processes such 46
but also projected into 49
but also protected from 149
but also protected their 69
but also protection from 397
but also published their 41
but also quotations from 61
but also recognize their 131
but also recognize what 48
but also recognizing their 59
but also reflected some 53
but also reflected their 116
but also reflected upon 156
but also refrained from 213
but also reinforce their 58
but also represent some 41
but also resources such 70
but also restricts their 48
but also scattered over 249
but also selections from 95
but also sentences like 91
but also separable from 50
but also separated from 341
but also separation from 115
but also sometimes during 42
but also sometimes even 161
but also sometimes from 232
but also sometimes more 143
but also sometimes their 46
but also sometimes used 139
but also sometimes very 81
but also sometimes when 105
but also somewhere else 44
but also specifies what 129
but also spiritual beings 47
but also spiritual laws 51
but also spiritual life 61
but also spiritual ones 98
but also stimulate other 44
but also stimulate their 41
but also strengthening their 57
but also strengthens their 64
but also suggested some 102
but also suggested ways 80
but also supported some 41
but also supported their 77
but also technical know 87
but also thoroughly well 61
but also throughout india 90
but also throughout life 237
but also throughout most 146
but also throughout much 213
but also throughout other 68
but also throughout their 371
but also throughout time 44
but also throughout your 130
but also undermine their 61
but also volunteer some 76
but among themselves there 116
but among uncrowned heads 61
but bearing certainly very 42
but been prevented from 69
but bids gradually drop 48
but came primarily from 40
but come naturally into 62
but data collected from 47
but dire necessity ever 48
but dire necessity will 46
but drew criticism from 67
but even criticism upon 67
but even everybody else 452
but even incumbent upon 44
but even published their 48
but even refrained from 66
but ever identical fact 112
but fail miserably when 108
but fall naturally into 48
but feel alienated from 75
but feel compassion when 166
but fell gradually into 48
but fell instantly upon 97
but fell naturally into 99
but felt alienated from 51
but find happiness only 40
but firm withdrawal from 41
but fits perfectly into 50
but flow naturally from 61
but form themselves into 68
but four different acts 100
but four regiments were 41
but free ourselves from 96
but free themselves from 56
but from available data 47
but from considering such 58
but from different areas 139
but from different ends 85
but from everybody else 103
but from henceforth care 43
but from imaginary laws 138
but from inquiries made 79
but from practical life 53
but from reflection upon 66
but from somewhere came 48
but from somewhere deep 351
but from somewhere else 699
but from somewhere very 42
but from voluntary aids 70
but gets everybody else 40
but give themselves leave 45
but give themselves over 125
but give themselves time 61
but giving occasional half 86
but good intentions were 49
but great allowance must 187
but half completed when 65
but half converted from 48
but half delivered from 53
but half displayed till 49
but half reclaimed from 96
but half recovered from 148
but half satisfied when 90
but have abandoned their 40
but have abstained from 95
but have attracted some 46
but have available only 40
but have benefited from 111
but have broadened their 40
but have certainly been 81
but have completed their 50
but have continued their 98
but have descended from 94
but have developed along 89
but have developed from 98
but have developed into 212
but have developed over 58
but have developed their 158
but have different axial 141
but have different ideas 178
but have different mass 123
but have different meaning 165
but have different means 67
but have different sets 46
but have different uses 52
but have different ways 117
but have everlasting life 75281
but have evidently been 166
but have exercised their 66
but have expressed half 49
but have expressed their 142
but have extremely high 41
but have forgotten most 65
but have forgotten their 108
but have forgotten what 341
but have generally been 1108
but have generally lost 41
but have gradually been 265
but have gradually come 69
but have gradually lost 59
but have gradually sunk 42
but have increasingly been 75
but have increasingly come 44
but have inherited from 73
but have invariably been 109
but have invariably left 49
but have invariably made 91
but have neglected good 149
but have preserved their 236
but have previously been 129
but have proceeded from 93
but have recovered from 60
but have refrained from 597
but have repeatedly been 50
but have separated from 41
but have sometimes been 414
but have sometimes used 68
but have succeeded only 170
but have themselves been 289
but have typically been 66
but have undergone many 68
but have undergone some 86
but have uniformly been 115
but having conversed more 50
but having forgotten what 69
but having graduated from 74
but having previously been 61
but having proceeded some 41
but having recovered from 248
but having satisfied their 84
but heavy artillery fire 70
but held themselves ready 40
but just commenced their 60
but just commenced when 47
but just completed their 45
but just completed when 83
but just delivered from 54
but just different from 42
but just encomiums upon 57
but just recovered from 1035
but just separated from 77
but keep ourselves pure 266
but keep themselves more 59
but knew perfectly well 182
but knew virtually nothing 67
but know perfectly well 40
but know virtually nothing 45
but laid themselves down 58
but left untouched their 50
but lend themselves well 43
but less dependent upon 44
but less desirable from 70
but less different from 40
but less effective when 112
but less extensive data 48
but less important from 42
but less important ones 99
but less important when 74
but lest dispelled from 172
but like everybody else 966
but living conditions were 223
but living standards were 45
but look different from 42
but lord mansfield said 66
but loud utterance coming 56
but made themselves felt 150
but make themselves felt 211
but many additional ones 55
but many americans also 44
but many americans felt 51
but many americans have 144
but many americans seem 44
but many americans were 256
but many centuries must 44
but many centuries were 94
but many christians have 72
but many christians were 56
but many clinicians have 48
but many companies also 47
but many companies have 480
but many companies were 68
but many companies will 121
but many countries also 48
but many countries have 895
but many countries were 71
but many different ones 301
but many different ways 139
but many districts have 44
but many employers have 71
but many employers will 47
but many englishmen were 54
but many exceptions have 73
but many exceptions were 109
but many expressed their 55
but many factories were 41
but many gentlemen were 61
but many historians have 305
but many hospitals have 59
but many important ones 58
but many instances have 142
but many invisible eyes 51
but many judgments will 43
but many libraries have 85
but many objections were 50
but many observers feel 117
but many observers felt 117
but many observers have 318
but many observers think 48
but many observers were 111
but many obstacles were 58
but many physicians have 70
but many prisoners were 80
but many residents were 51
but many societies have 128
but many specimens have 113
but many specimens were 66
but many varieties have 53
but many victories have 88
but mere intruders into 182
but mining operations have 55
but mining operations were 44
but more carefully made 58
but more certainly from 70
but more dependent upon 129
but more difficult road 60
but more difficult task 149
but more difficult when 274
but more divergent from 49
but more effective form 69
but more effective means 98
but more effective ways 59
but more effective when 57
but more efficient form 84
but more efficient means 76
but more elaborate ones 41
but more empirical work 62
but more especially along 114
but more especially also 54
but more especially among 651
but more especially during 846
but more especially from 3915
but more especially have 47
but more especially here 76
but more especially into 148
but more especially over 299
but more especially some 47
but more especially such 168
but more especially their 331
but more especially these 45
but more especially those 2279
but more especially upon 1102
but more especially were 73
but more especially what 137
but more especially when 2029
but more especially will 86
but more especially your 49
but more expensive means 44
but more expensive ones 70
but more expensive plan 41
but more extensive data 101
but more extensive work 57
but more generally also 144
but more generally among 79
but more generally from 615
but more generally into 57
but more generally only 170
but more generally over 62
but more generally some 44
but more generally such 46
but more generally their 75
but more generally there 245
but more generally these 61
but more generally those 47
but more generally three 95
but more generally upon 146
but more generally used 210
but more generally what 94
but more generally when 79
but more generally will 40
but more important even 129
but more important from 378
but more important here 147
but more important ones 154
but more important part 74
but more important task 42
but more important there 226
but more important were 1111
but more important will 229
but more important work 88
but more intensive work 46
but more interesting from 72
but more interesting were 67
but more permanent form 54
but more precisely from 58
but more prevalent among 65
but more typically from 64
but more typically there 70
but most americans have 219
but most americans know 62
but most americans seem 58
but most americans think 52
but most americans were 262
but most americans will 92
but most assuredly there 241
but most assuredly will 45
but most certainly also 84
but most certainly from 89
but most certainly there 310
but most certainly those 44
but most certainly were 46
but most certainly will 283
but most christians have 47
but most companies have 277
but most companies were 45
but most companies will 154
but most computers have 43
but most countries have 330
but most countries were 45
but most customers will 46
but most difficult task 165
but most effective means 99
but most effective ways 61
but most effective when 93
but most employers will 49
but most especially among 67
but most especially during 123
but most especially from 307
but most especially their 54
but most especially those 534
but most especially upon 84
but most especially when 319
but most estimates range 76
but most everybody else 121
but most gardeners will 45
but most generally from 59
but most harmonious tone 40
but most historians have 146
but most historians think 65
but most hospitals have 53
but most important among 131
but most important case 54
but most important duty 59
but most important fact 60
but most important from 229
but most important here 71
but most important part 281
but most important step 223
but most important task 116
but most important truth 40
but most important were 329
but most important will 58
but most important work 114
but most interesting part 47
but most interesting were 52
but most libraries have 93
but most libraries will 74
but most necessary step 54
but most necessary wars 63
but most necessary work 41
but most observers feel 117
but most observers felt 98
but most observers find 45
but most observers have 289
but most observers hold 44
but most observers seem 52
but most observers think 57
but most observers were 84
but most observers will 75
but most physicians feel 43
but most physicians have 55
but most physicians will 81
but most prisoners were 46
but most prominent among 97
but most prominent were 58
but most residents were 55
but most reviewers were 43
but most sincerely wish 48
but most societies have 68
but most specimens have 72
but most specimens were 43
but much additional work 155
but much allowance must 94
but much different from 240
but much neglected duty 50
but must certainly have 267
but must especially love 130
but must instantly rush 63
but must originate from 86
but must patiently wait 64
but must penetrate into 48
but must represent some 47
but need protection from 118
but none attracted more 43
but none contained more 40
but none developed into 50
but north americans have 42
but nothing approaching what 116
but nothing developed from 123
but nothing different from 72
but nothing important came 62
but nothing permanent came 61
but nothing practical came 119
but only artificial ones 80
but only confirmed what 100
but only converted from 157
but only converted into 116
but only different from 128
but only different ways 82
but only expressed their 47
but only foretells what 53
but only fragments have 144
but only gradually came 56
but only gradually over 67
but only gradually were 46
but only indicates what 91
but only occasional ones 49
but only prevented from 82
but only protection from 81
but only separated from 62
but only seventeen were 71
but only temporary ones 54
but only vegetable life 101
but only virtually there 72
but other americans were 56
but other companies also 60
but other companies have 305
but other companies such 53
but other companies were 141
but other compounds such 187
but other conditions also 65
but other conditions have 74
but other conditions must 117
but other conditions such 133
but other conditions were 135
but other countries also 278
but other countries have 1707
but other countries like 66
but other countries such 137
but other countries were 324
but other countries will 89
but other districts were 42
but other documents show 44
but other estimates have 61
but other estimates range 68
but other faculties shot 44
but other frenchmen were 68
but other historians have 98
but other important areas 46
but other important ones 62
but other instances have 47
but other interests have 46
but other interests were 53
but other ministers were 47
but other observers have 426
but other observers were 66
but other obstacles were 81
but other organisms have 60
but other organisms such 141
but other passengers were 47
but other processes such 97
but other provisions were 42
but other qualities were 71
but other resources such 50
but other varieties have 42
but other varieties were 45
but over different time 53
but pass gradually into 80
but pithy discourse from 62
but poor protection from 58
but rare illnesses like 61
but rode roughshod over 55
but said virtually nothing 64
but sank gradually into 63
but says virtually nothing 90
but show themselves only 42
but skin stretched over 90
but some additional data 43
but some additional ones 58
but some additional time 56
but some additional work 46
but some admixture there 85
but some allowance must 791
but some americans were 48
but some certainly were 81
but some certainly will 40
but some clinicians have 58
but some companies also 68
but some companies have 419
but some companies make 50
but some companies were 44
but some companies will 113
but some countries have 504
but some countries such 51
but some countries were 57
but some customers will 63
but some deference must 60
but some departure from 54
but some districts have 50
but some duplicate body 50
but some employers have 60
but some estimates have 175
but some exceptions have 133
but some exceptions must 49
but some exceptions were 121
but some feminists have 54
but some fragments were 57
but some geologists have 47
but some historians have 369
but some historians think 67
but some important ones 189
but some instances have 111
but some interesting data 55
but some interesting work 48
but some liberties have 59
but some libraries have 64
but some mechanism must 52
but some objections were 84
but some observers feel 89
but some observers felt 68
but some observers have 496
but some observers think 113
but some observers were 59
but some operators have 44
but some originate from 43
but some physicians have 64
but some prisoners were 91
but some protection from 75
but some provinces have 50
but some provisions were 138
but some quotations from 55
but some reference must 145
but some reference will 86
but some reflection will 68
but some responses were 42
but some situations call 42
but some specimens from 78
but some specimens have 312
but some specimens show 149
but some specimens were 115
but some successes have 75
but some varieties have 227
but some varieties show 46
but some varieties will 57
but soon abandoned their 72
but soon abandoned these 83
but soon afterward came 96
but soon afterward left 55
but soon afterward went 140
but soon brightening into 71
but soon converted into 59
but soon developed into 709
but soon developed their 50
but soon escalated into 49
but soon recovered from 296
but soon recovered their 131
but soon recovered when 71
but soon rescinded their 65
but soon separated from 179
but such accidents have 53
but such accidents will 45
but such additional ones 101
but such agreement must 50
but such arguments have 106
but such arguments were 176
but such arguments will 54
but such artifices were 58
but such assertions were 70
but such attitudes have 48
but such attitudes were 63
but such compounds have 44
but such conditions have 95
but such conditions must 59
but such conditions were 463
but such conditions will 41
but such conflicts were 82
but such contracts have 40
but such contracts were 50
but such conviction must 45
but such criticism must 46
but such deliriums soon 46
but such discretion must 55
but such districts were 47
but such documents were 43
but such downright oaths 66
but such estimates have 44
but such estimates must 44
but such estimates were 52
but such exceptions must 40
but such exceptions only 81
but such exceptions were 101
but such exceptions will 40
but such exercises were 51
but such happiness will 57
but such incidents have 46
but such incidents were 445
but such instances have 251
but such instances must 142
but such instances seem 45
but such instances were 654
but such instances will 64
but such intervals were 45
but such judgments must 50
but such judgments were 40
but such knowledge must 74
but such knowledge will 142
but such movements have 92
but such movements were 86
but such objections were 145
but such operations were 117
but such opposition will 43
but such outbursts were 106
but such phenomena were 41
but such practices have 107
but such practices were 489
but such proceedings have 66
but such proceedings were 59
but such processes have 77
but such proposals have 105
but such proposals were 130
but such provisions have 73
but such provisions were 111
but such purchases were 46
but such qualities were 85
but such reductions were 43
but such regulation must 75
but such responses were 53
but such situations were 46
but such successes were 67
but such transfers were 55
but such victories were 60
but sure destroyer time 63
but take advantage from 40
but take different paths 45
but take reasonable care 43
but their abilities were 68
but their absorption into 52
but their addresses were 51
but their adherents were 60
but their advantage lies 50
but their advantage over 79
but their affections were 48
but their alienation from 67
but their ancestors have 46
but their ancestors were 232
but their anxieties were 54
but their appearance here 50
but their appearance must 58
but their appearance only 40
but their appearance will 43
but their appetites were 134
but their arguments fell 72
but their arguments have 355
but their arguments made 78
but their arguments must 45
but their arguments seem 82
but their arguments were 936
but their assertions must 62
but their assertions were 43
but their attentions were 112
but their attitudes have 51
but their attitudes were 398
but their audiences were 92
but their batteries were 49
but their breakfasts were 42
but their campaigns were 66
but their carcasses were 67
but their character will 60
but their colleagues were 51
but their companies were 46
but their companions were 116
but their conditions were 143
but their connection will 59
but their conquests were 119
but their contracts were 40
but their conversion into 149
but their countries were 69
but their curricula were 58
but their customers were 79
but their daughters were 82
but their daughters will 43
but their delegates were 42
but their departure from 214
but their departure left 51
but their derivation from 104
but their destinies were 68
but their different ways 40
but their dimensions were 72
but their directions were 97
but their directions will 43
but their disciples were 55
but their discussion lies 54
but their discussion will 60
but their distances from 115
but their doctrines have 50
but their doctrines were 210
but their domestics were 59
but their economies were 137
but their effective range 41
but their employees were 49
but their employers were 53
but their entrances were 41
but their entreaties were 199
but their estimates were 54
but their existence also 54
but their existence made 52
but their existence must 262
but their existence there 122
but their existence will 146
but their factories were 49
but their faculties were 48
but their followers have 122
but their followers were 490
but their fortitude held 44
but their frequency will 48
but their functional role 134
but their garrisons have 48
but their garrisons were 63
but their governors were 52
but their happiness will 45
but their hardships were 84
but their histories were 51
but their incessant wars 91
but their influence also 51
but their influence among 60
but their influence during 60
but their influence must 144
but their influence over 324
but their influence soon 51
but their influence upon 753
but their influence went 54
but their influence will 401
but their inquiries were 62
but their instincts were 143
but their intensity will 49
but their intentions were 743
but their interests have 105
but their interests must 42
but their interests were 1149
but their interests will 71
but their intrigues were 165
but their intrinsic worth 44
but their inventions were 40
but their irregular fury 116
but their judgments were 87
but their liberation from 46
but their liberties were 70
but their lordships gave 52
but their lordships have 61
but their lordships think 46
but their lordships were 162
but their lordships will 83
but their loyalties were 126
but their magnitude will 49
but their messengers were 65
but their metabolic rate 50
but their ministers were 119
but their mortality rate 146
but their movements have 110
but their movements were 1149
but their navigation back 85
but their neighbors were 81
but their objections have 104
but their objections were 936
but their occupants were 158
but their operations have 146
but their operations must 42
but their operations were 865
but their opponents have 109
but their opponents lost 41
but their opponents were 579
but their opposition only 128
but their opposition will 44
but their originals have 42
but their overtures were 200
but their pathogenic role 59
but their permanent home 49
but their political ideas 69
but their political life 79
but their political role 108
but their posterity were 66
but their posterity wish 113
but their practices have 48
but their practices were 135
but their principal duty 118
but their principal food 201
but their principal role 85
but their principal task 50
but their principal work 43
but their priorities were 112
but their proceedings have 53
but their proceedings were 337
but their production will 45
but their proportion among 48
but their proposals have 71
but their proposals were 514
but their prospects were 145
but their provisions were 335
but their purchases were 62
but their recreations also 41
but their relatives were 44
but their researches have 70
but their researches were 64
but their residence there 94
but their resolution will 57
but their resources were 816
but their responses have 62
but their responses were 531
but their responses will 52
but their schedules were 63
but their selections were 43
but their sentences were 719
but their separation from 234
but their separation into 43
but their severance from 40
but their shoulders were 65
but their situations were 78
but their societies were 47
but their sovereign will 67
but their spiritual life 66
but their standards were 144
but their struggles were 132
but their successes have 72
but their successes were 406
but their suspicions were 343
but their sympathies were 429
but their testimony must 40
but their traditions were 112
but their ungrateful soil 90
but their victories were 199
but their weaknesses were 42
but their withdrawal from 71
but there agreement ends 193
but there certainly have 120
but there certainly must 234
but there certainly seem 41
but there certainly were 715
but there certainly will 121
but there inveigles young 77
but these accidents were 65
but these americans were 61
but these arguments have 180
but these arguments seem 77
but these arguments were 289
but these arguments will 62
but these assertions have 45
but these assertions were 57
but these attentions were 62
but these attitudes were 136
but these blemishes were 79
but these campaigns were 55
but these certainly were 56
but these challenges have 49
but these challenges were 71
but these commotions were 52
but these companies also 56
but these companies have 130
but these companies were 155
but these companies will 46
but these compounds have 228
but these compounds were 162
but these comprised only 165
but these conditions also 100
but these conditions have 351
but these conditions must 196
but these conditions need 48
but these conditions only 40
but these conditions were 800
but these conditions will 165
but these conflicts have 81
but these conflicts were 153
but these conquests were 108
but these contained only 272
but these contracts were 79
but these countries also 82
but these countries have 493
but these countries were 289
but these countries will 53
but these defections were 45
but these delegates were 55
but these desirable ends 41
but these different ways 50
but these dimensions have 42
but these dimensions were 58
but these directions were 112
but these disasters were 70
but these disorders were 156
but these districts have 49
but these districts were 127
but these diversions were 40
but these doctrines were 99
but these documents have 83
but these documents were 204
but these drawbacks were 84
but these economies were 54
but these estimates have 117
but these estimates must 68
but these estimates were 217
but these estimates will 65
but these exceptions have 73
but these exceptions must 45
but these exceptions only 169
but these exceptions were 274
but these exceptions will 179
but these excursions were 128
but these exemptions were 49
but these exercises were 60
but these exercises will 72
but these faculties will 67
but these formations were 51
but these fragments have 43
but these fragments were 53
but these frenchmen have 58
but these generally fall 60
but these generally have 248
but these generally were 99
but these gentlemen have 238
but these gentlemen know 54
but these gentlemen must 55
but these gentlemen seem 66
but these gentlemen were 467
but these governors dare 46
but these gradually gave 124
but these gradually were 49
but these hardships were 42
but these hypotheses have 101
but these incidents have 85
but these incidents were 255
but these incursions were 42
but these inquiries must 69
but these instances have 153
but these instances must 61
but these instances were 532
but these instances will 78
but these intentions were 93
but these interests have 42
but these interests were 210
but these intervals were 112
but these inventions were 67
but these judgments were 82
