babies born every minute 40
better give legal advice 48
better have lunch before 89
better left alone unless 50
better lore would seldom 275
better luck getting through 46
better ones which escape 52
better part which should 45
better sort build fairer 57
better stop fooling around 123
better talk about something 690
better their lives through 300
better their social standing 179
better their social status 328
better think about catching 47
better think about something 112
better think about whether 48
better think again before 61
better think twice before 2948
better turn right around 99
better used where cheeks 147
better wait until another 68
better wait until monday 51
beyond mere human strength 47
beyond some petty office 51
beyond some point further 93
beyond their first decade 44
beyond their first matter 166
beyond their known limits 67
beyond their legal limits 90
beyond their legal powers 261
beyond their legal rights 154
beyond their local market 50
beyond their plain intent 43
beyond their rather narrow 64
beyond their small circle 110
beyond their usual bounds 94
beyond their usual haunts 80
beyond their usual limits 420
beyond their usual sphere 41
beyond their usual volume 67
beyond their walls without 64
beyond these ample limits 117
beyond these first stages 69
beyond these rather obvious 52
beyond these rather simple 41
beyond these still vaster 44
beyond those which already 54
beyond those which relate 77
beyond those which result 772
beyond three months unless 54
beyond three months without 78
beyond three weeks should 76
beyond what could happen 40
beyond what either memory 40
beyond what human nature 239
beyond what human senses 541
beyond what human strength 55
beyond what might happen 48
beyond what others thought 53
beyond what would afford 137
beyond what would happen 65
beyond what would result 185
billion feet board measure 152
bitten break broke broken 40
bitten into small pieces 49
bitter wind swept across 69
bitter wind swept through 138
blacks from gaining access 48
blacks from grand juries 88
blacks from holding office 42
blacks from inner cities 44
blacks have equal access 44
blacks their civil rights 151
blacks were found guilty 48
blacks were often denied 43
blacks were often forced 56
blacks were still barred 50
blacks were still denied 113
blacks were still slaves 84
blacks were still treated 54
blades came gliding slowly 41
blades were still spinning 43
blazed from every window 251
bleeding from fresh wounds 103
bleeding from knife wounds 53
bleeding from minor trauma 284
bleeding from minor wounds 207
bleeding from scalp wounds 104
bleeding from small wounds 380
bleeding into brain tissue 243
bleeding into joint spaces 156
bleeding into vital organs 100
bleeding most often occurs 47
blessing from thence without 40
blinds were drawn across 74
blinds were still closed 75
blinking were never before 126
blocks along first avenue 46
blocks from canal street 67
blocks from times square 398
blocks from which larger 57
blocks land route access 41
blonde hair falling across 44
blonde hair falling around 66
blonde hair spread across 42
bloody from walking through 82
bloody work about shooting 81
blooming young woman amidst 49
blooms from april through 74
blooms from march through 112
blouse home annie kissed 74
bluish fire running around 71
boards were given powers 77
boards were smooth planed 99
bodies have equal masses 109
bodies have given relics 53
bodies having equal masses 42
bodies into small pieces 219
bodies into which nature 51
bodies take place without 69
bodies upon lower bodies 117
bodies were badly burned 183
bodies were first buried 121
bodies were first placed 51
bodies were found around 65
bodies were found beside 52
bodies were found buried 419
bodies were found burned 55
bodies were found dumped 61
bodies were found entire 53
bodies were found floating 467
bodies were found frozen 44
bodies were found inside 343
bodies were found strewn 57
bodies were found washed 89
bodies were given powers 47
bodies were naked except 52
bodies were nearly touching 71
bodies were never buried 70
bodies were often buried 118
bodies were often placed 48
bodies were still barely 52
bodies were still buried 70
bodies were still inside 45
bodies were still intact 42
bodies were still joined 115
bodies were taken ashore 41
bodies were thrown ashore 55
bodies when falling freely 42
bodies when passing through 45
bodies will never return 48
bodily harm might result 95
bodily harm under section 169
bodily harm would result 242
bodily pangs which nature 52
boiler feed water should 70
boiler feed water system 72
boomed like never before 42
border huge armed forces 72
border runs right through 77
border upon every virtue 110
border will appear around 369
borrow from others without 52
borrow some small matter 83
bottle held equal places 88
bottle when first opened 46
bottom bolt drawn slowly 89
bottom just large enough 78
bottom said about someone 43
boughs cast green shades 40
boughs were tossing heavily 238
bought buying catch caught 41
bought from local dealers 46
bought from local stores 50
bought more goods abroad 43
bought some months before 127
bought some weeks before 101
bought three dozen oranges 49
bought three months before 55
bounty upon naval stores 55
bowels have acted freely 123
bowels have moved freely 168
bowels into utter revolt 45
boyish grin spread across 67
braids were wound around 41
branch line running through 65
branch many times before 101
branch road running through 87
brawling down rocky passes 119
brazen wall about england 40
brazen wall round england 73
brazen wolf which stands 97
breasts into small pieces 49
breasts like ivory globes 60
breasts their petty misery 336
breasts were getting bigger 111
breasts were large enough 42
breathed forth sweet spirit 75
breathed from merry england 71
breeze just strong enough 151
breeze were blowing through 177
breezy elms above dappling 56
brewed some fresh coffee 54
brewed some strong coffee 41
bricks made still higher 60
bricks were thrown through 161
bridge ever built across 53
bridge over bayou pierre 55
bridge over which english 51
bridge over which passed 120
bridge over which passes 58
bridge were built across 684
bridge were piles driven 51
bridge were thrown across 135
bright beaming faces turned 77
bright blue heaven upward 43
bright blue river passed 106
bright cold stream called 79
bright eyes gleaming through 45
bright eyes peeping through 60
bright eyes peering through 99
bright eyes shining through 142
bright eyes shone through 59
bright eyes which seemed 54
bright fire gleaming through 85
bright hair waved softly 46
bright moon shining through 60
bright moon shone through 133
bright star shining through 93
bright thread running through 100
bright wine whose purple 47
broken down every bridge 125
broken down still further 1730
broken down under stress 360
broken into awful chasms 63
broken into downing street 45
broken into eight pieces 100
broken into fault blocks 43
broken into forty pieces 141
broken into large blocks 140
broken into large chunks 79
broken into large pieces 1059
broken into large plates 48
broken into lines without 53
broken into parts called 45
broken into petty states 86
broken into rough blocks 41
broken into seven pieces 116
broken into sharp angular 49
broken into sharp pieces 101
broken into short periods 65
broken into short pieces 358
broken into simon glover 46
broken into small angular 158
broken into small blocks 125
broken into small bodies 106
broken into small chunks 300
broken into small enough 187
broken into small grains 64
broken into small groups 1267
broken into small holdings 49
broken into small masses 83
broken into small pieces 27365
broken into small shreds 43
broken into small states 53
broken into small wholes 73
broken into steep ridges 97
broken limb shall acquit 72
broken line drawn through 132
broken line passing through 300
broken line running through 107
broken line which passes 43
broken many times before 120
broken nose alone seemed 41
broken their first pledge 56
brother jack seems highly 44
brother lord james stuart 83
brother went after dinner 58
brother will fight brother 41
brushing away whole armies 125
bubble like boiling silver 43
budded were dosed almost 52
budget line passing through 81
budget line would rotate 51
budget time comes around 144
budget time rolls around 144
buffet will beget buffet 93
building boom which lasted 87
building fire alarm system 318
building good study habits 89
building high walls around 48
building into broad aisles 47
building just large enough 56
building more power plants 145
building must needs follow 107
building their armed forces 49
building their first church 115
building their first temple 45
building their lives around 338
building took place before 45
building upon which sparks 109
building were still standing 150
building what would become 469
builds three which tumble 48
bulked very large indeed 52
bullet came close enough 59
bullet came right through 44
bullet hole right through 442
bullet went right through 2431
bumped over rough ground 50
burials were found inside 62
buried deep beneath layers 61
buried deep under ground 155
buried deep under layers 105
buried just below ground 45
buried some months before 108
buried three months before 43
burned down every building 85
burned down night before 50
burned some thirty houses 54
burned their boats behind 93
burned their ships behind 132
bursting forth every moment 41
bursting from every corner 40
bursting from every window 67
bursting into black spouts 74
bursting into small pieces 59
bursts into words instead 109
bushes made black stains 98
butter into small chunks 94
butter into small pieces 1572
button down while dragging 204
button down while pointing 51
button fill color button 68
button font color button 81
button next slide button 92
button three times before 52
buzzed like flies around 41
bygone ages keeps brooding 61
