keeping bad bits out and 44
knows for sure how they 96
knows for sure how this 89
knows for sure that his 95
knows for sure that she 145
knows for sure that they 91
knows for sure that this 57
knows for sure that you 74
knows for sure who they 44
knows for sure who was 59
knows for sure why they 169
knows for sure why this 231
knows for what they are 64
knows him best for his 41
knows him like its own 45
knows him well and has 56
knows his duty and does 99
knows his name and his 42
knows his work and does 124
knows how busy you are 83
knows how deep they lie 51
knows how fond you are 66
knows how good they are 73
knows how good you are 258
knows how many and how 108
knows how many men and 201
knows how many men are 115
knows how many men she 51
knows how many men they 47
knows how many they are 73
knows how much and how 145
knows how much his own 59
knows how much one man 86
knows how much she can 54
knows how much she has 217
knows how much they are 144
knows how much they can 43
knows how much they mean 42
knows how much you are 78
knows how much you can 170
knows how soon his own 54
knows how soon that may 81
knows how soon they may 241
knows how soon you may 58
knows how such things are 148
knows how these things are 218
knows not even his own 41
knows not only his own 169
knows not only its own 99
knows not only that his 62
knows not only that they 59
knows not what all this 82
knows not what nor why 69
knows not what she does 334
knows not what she has 64
knows not what they are 241
knows not what they mean 128
knows not what you mean 86
knows not when one has 52
knows one face and one 136
knows she will not get 149
knows she will not see 76
knows that evil can not 51
knows that laws are for 64
knows that life and death 92
knows that life and its 68
knows that life can not 60
knows that life does not 49
knows that lucy can not 46
knows that many things are 55
knows that more than one 211
knows that only god can 72
knows that only his own 40
knows that other men are 59
knows that some one has 40
knows that some things are 205
knows that such things are 147
knows that there are all 61
knows that there are any 120
knows that there are both 41
knows that there are but 71
knows that there are few 259
knows that there are men 210
knows that there are not 325
knows that there are six 40
knows that there are things 338
knows that there are too 76
knows that there are two 2077
knows that there can not 143
knows that there has not 107
knows that there may not 79
knows that there was not 126
knows that these are all 44
knows that these are but 61
knows that these are not 293
knows that these men are 68
knows that these things are 965
knows that those things are 45
knows that those who are 272
knows that truth can not 49
knows that what she does 49
knows that what she has 133
knows that what they are 79
knows that what you say 43
knows that when she has 79
knows that when she was 58
knows that when that day 60
knows that when they are 107
knows that when you are 173
knows that when you can 59
knows that when you get 66
knows that when you say 51
knows them well and can 46
knows them well and has 43
knows them when they are 41
knows they have not got 42
knows this from his own 123
knows too much and has 70
knows too much and too 47
knows too much for her 82
knows too much for his 156
knows too much for that 140
knows too well his own 44
knows too well that all 52
knows too well that his 154
knows too well that this 73
knows way more than you 70
knows who these men are 46
knows why these things are 42
knows you have not got 56
knows you love her and 48
knows you love him and 58
knows you need them all 130
knows you well and can 73
knows you well and has 74
knows you well and who 111
knows you will not let 68
