keel of this ship was 45
kids do not know any 95
kids do not know how 710
kids do not know that 442
kids do not know they 68
kids do not know this 64
kids do not know who 115
kids do not like being 40
kids do not like her 106
kids do not like him 117
kids do not like that 107
kids do not like them 66
kids do not like you 84
kids do not live with 83
kids do not need any 57
kids do not need that 88
kids do not need you 42
kids do not play with 80
kids do not think that 55
kids do not think they 171
kids do not turn out 68
kids do not want them 56
kids do not want you 45
kids do things like that 147
kids do you know who 125
kids in day care and 124
kids in new york and 66
kids in this town are 50
kids of all ages and 316
kids of all ages are 112
kids of all ages can 213
kids of all ages who 91
kids of all ages with 73
kids on one side and 47
kids so they will not 118
kids to bed early and 94
kids to day care and 52
kids to get along with 50
kids to get away with 41
kids to get ready for 105
kids to see what they 74
kids to sit down and 107
kids up and ready for 53
kids up and take them 50
kill it any other way 53
kill me and take her 44
kill me and take you 50
kill me any more than 47
kill me but will let 66
kill me for saying that 146
kill me for saying this 188
kill me with your own 123
kill me you must not 53
kill me you will not 412
kill the bad guys and 43
kill the man whom she 43
kill to get what they 122
kill us all when they 41
kill us and steal our 47
kill us and take our 159
kill us but what does 53
kind as she knew how 162
kind as that used for 159
kind as you knew how 114
kind at any time and 41
kind at that time and 44
kind by any other than 65
kind do not have any 90
kind do not last long 125
kind do you think you 129
kind he had ever met 60
kind he had ever read 95
kind he may have had 47
kind if they were not 115
kind in both north and 55
kind in his eyes that 93
kind in new york and 66
kind is far from being 100
kind is not cast out 114
kind is not good for 51
kind is that there are 51
kind is too hard for 44
kind of art form that 108
kind of art work that 124
kind of bad faith that 46
kind of bad luck that 136
kind of bad luck you 42
kind of bad news that 59
kind of being from that 40
kind of being other than 44
kind of boy whom you 85
kind of car have you 63
kind of car were they 70
kind of car were you 88
kind of car will you 58
kind of day care for 45
kind of day have you 70
kind of day when one 125
kind of day when you 253
kind of fun when you 51
kind of gas used and 48
kind of goes along with 92
kind of going along with 54
kind of ice cream and 61
kind of ice cream she 49
kind of ice cream that 62
kind of ice cream they 54
kind of ice cream you 110
kind of job have you 78
kind of job were you 64
kind of job will you 140
kind of kid were you 79
kind of law from that 176
kind of man from any 86
kind of man from his 158
kind of man have you 56
kind of man lets his 41
kind of man other men 113
kind of man were you 45
kind of man whom his 40
kind of man whom one 149
kind of man whom she 124
kind of man whom they 82
kind of man whom you 168
kind of man will not 62
kind of men have they 86
kind of men have you 90
kind of men there are 143
kind of men these are 58
kind of men those are 110
kind of men were our 47
kind of men were they 566
kind of men what they 76
kind of men whom they 62
kind of men will not 120
kind of men will they 51
kind of oil used and 54
kind of oil used for 63
kind of old barn can 43
kind of old lady that 101
kind of old lady who 78
kind of sad when you 83
kind of sat back and 96
kind of sat down and 42
kind of sat there and 138
kind of seal upon his 69
kind of see what you 47
kind of sex life that 44
kind of sex life they 57
kind of sex life you 60
kind of sit back and 144
kind of sit there and 98
kind of things have you 170
kind of things ideas are 40
kind of things like that 92
kind of things make you 123
kind of things there are 59
kind of things those are 43
kind of things were going 54
kind of things were they 45
kind of things were you 90
kind of things will you 42
kind of war will awe 110
kind of web page you 59
kind of web site you 73
kind to all living things 366
kind to all those who 149
kind to all whom her 52
kind to each other and 2170
kind to her during her 287
kind to her when her 42
kind to her when she 1420
kind to her when they 140
kind to him during his 673
kind to him more than 136
kind to him once not 46
kind to him when they 114
kind to his wife and 1234
kind to them when they 476
kind to you last year 49
kind to you when you 568
kind we are dealing with 533
kind we can have for 49
kind we may take our 48
kink in his hair now 77
kiss in her palm and 44
kiss me with those red 224
kiss my dear girl with 132
kiss of that aerial being 114
kiss on her brow and 93
kiss on her brow with 43
kiss on her hair and 94
kiss on her hand and 187
kiss on her lips and 1221
kiss on her lips that 307
kiss on her mouth and 397
kiss on her mouth that 144
kiss on her neck and 171
kiss on her nose and 118
kiss on his bald head 98
kiss on his brow and 42
kiss on his lips and 659
kiss on his lips that 117
kiss on his mouth and 88
kiss to her lips and 215
kiss to his lips and 89
kiss to his wife and 134
knee if his life was 42
knee in her back and 54
knee in his back and 167
knee of his good leg 51
knee of his jeans was 70
knee of his left leg 128
knee of his other leg 103
knee on each side than 71
knee on one side and 156
knee to get some idea 67
knew an old lady who 297
knew an old maid who 48
knew as yet nothing but 48
knew as yet what was 41
knew at all well was 73
knew at all what was 60
knew at any rate that 491
knew at any time that 97
knew at that time and 80
knew at that time had 40
knew at that time how 313
knew at that time that 4314
knew at that time was 327
knew at that time who 144
knew at this time that 1266
knew at this time was 103
knew by any other than 114
knew by her eyes that 117
knew by her face that 186
knew by her look that 138
knew by her tone that 154
knew by his eyes that 186
knew by his face that 813
knew by his look that 205
knew by his tone and 45
knew by his tone that 774
knew by his wearing his 58
knew by now there was 64
knew by now what was 44
knew by that name was 43
knew by that sign that 195
knew by that time that 1356
knew by this sign that 96
knew by this time all 85
knew by this time how 238
knew by this time that 7070
knew by this time was 40
knew by this time who 43
knew he had aids and 44
knew he had been cut 62
knew he had been dead 46
knew he had been doing 188
knew he had been dying 111
knew he had been for 199
knew he had been going 91
knew he had been had 178
knew he had been her 57
knew he had been hit 465
knew he had been ill 202
knew he had been lying 104
knew he had been one 261
knew he had been out 393
knew he had been put 43
knew he had been set 90
knew he had been too 179
knew he had been with 281
knew he had come for 160
knew he had come out 104
knew he had come too 47
knew he had done all 218
knew he had done his 449
knew he had done that 216
knew he had done this 175
knew he had gone far 85
knew he had gone for 53
knew he had gone off 61
knew he had gone out 302
knew he had gone too 823
knew he had heard and 46
knew he had heard her 228
knew he had heard that 153
knew he had heard them 47
knew he had hurt her 437
knew he had kept his 69
knew he had left her 76
knew he had left his 140
knew he had less than 138
knew he had lost all 90
knew he had lost and 57
knew he had lost her 277
knew he had lost his 737
knew he had lost this 57
knew he had made her 93
knew he had made his 419
knew he had made one 87
knew he had many things 40
knew he had more than 251
knew he had nothing but 92
knew he had only one 604
knew he had only two 88
knew he had other things 54
knew he had said all 42
knew he had said that 119
knew he had said too 165
knew he had seen and 59
knew he had seen her 604
knew he had seen him 162
knew he had seen his 78
knew he had seen that 270
knew he had seen them 170
knew he had seen this 120
knew he had told her 127
knew he was acting for 47
knew he was angry and 157
knew he was angry with 239
knew he was asking for 337
knew he was asking her 129
knew he was asking too 50
knew he was back and 59
knew he was born for 40
knew he was busy and 50
knew he was busy with 108
knew he was coming and 397
knew he was coming but 43
knew he was coming for 148
knew he was coming out 149
knew he was coming she 46
knew he was coming with 43
knew he was dealing with 1485
knew he was done for 426
knew he was done with 51
knew he was evil and 47
knew he was facing death 135
knew he was fair and 54
knew he was free and 41
knew he was from all 44
knew he was giving her 434
knew he was giving his 66
knew he was giving them 47
knew he was glad that 51
knew he was gone and 117
knew he was gone for 144
knew he was good and 195
knew he was good for 211
knew he was good with 65
knew he was having fun 42
knew he was having his 51
knew he was heading for 286
knew he was here and 167
knew he was here for 78
knew he was here with 42
knew he was hiding his 43
knew he was home and 78
knew he was hoping for 83
knew he was hoping she 43
knew he was hoping that 167
knew he was hurt and 105
knew he was hurt bad 49
knew he was just being 306
knew he was just doing 97
knew he was just going 75
knew he was just one 47
knew he was just then 50
knew he was just using 46
knew he was kind and 64
knew he was late and 46
knew he was leading her 57
knew he was leaving and 89
knew he was leaving for 87
knew he was leaving her 86
knew he was leaving his 60
knew he was leaving them 40
knew he was less than 86
knew he was like that 336
knew he was like this 51
knew he was living with 155
knew he was longing for 121
knew he was losing her 127
knew he was losing his 327
knew he was lost and 107
knew he was making for 60
knew he was making fun 192
knew he was making her 164
knew he was making his 121
knew he was making them 61
knew he was meant for 97
knew he was more than 642
knew he was much too 95
knew he was nearing his 95
knew he was nothing but 114
knew he was only being 164
knew he was only doing 139
knew he was only going 102
knew he was only one 70
knew he was over his 51
knew he was paying for 156
knew he was poor and 58
knew he was reading her 77
knew he was ready and 44
knew he was ready for 342
knew he was rich and 42
knew he was safe and 247
knew he was safe for 91
knew he was safe now 87
knew he was safe with 238
knew he was saying that 184
knew he was saying too 46
knew he was seeing her 155
knew he was seeing his 66
knew he was sick and 217
knew he was sick but 47
knew he was soon going 75
knew he was taking her 133
knew he was taking his 170
knew he was taking too 45
knew he was teasing and 43
knew he was teasing her 588
knew he was their man 40
knew he was there all 222
knew he was there and 978
knew he was there but 233
knew he was there for 231
knew he was there not 43
knew he was there was 70
knew he was there with 106
knew he was toying with 91
knew he was trying his 76
knew he was trying not 193
knew he was very bad 44
knew he was very far 50
knew he was very ill 288
knew he was very near 148
knew he was wearing his 53
knew he was well and 80
knew he was well off 62
knew he was wrong and 306
knew he was wrong but 94
knew he was wrong for 126
knew he was young and 51
knew he was your son 135
knew if and when they 44
knew if she told him 108
knew if they were all 40
knew if they were going 224
knew if they were not 117
knew if you were going 177
knew if you were not 46
knew in any case that 483
knew in any other man 121
knew in her body that 156
knew in her dream that 163
knew in her heart and 134
knew in her heart her 73
knew in her heart how 90
knew in her heart she 1106
knew in her heart that 20910
knew in her heart they 150
knew in her heart this 108
knew in her heart was 247
knew in her mind that 520
knew in her soul that 591
knew in his dream that 174
knew in his guts that 99
knew in his heart all 108
knew in his heart and 199
knew in his heart his 66
knew in his heart how 147
knew in his heart she 278
knew in his heart that 26182
knew in his heart they 148
knew in his heart this 93
knew in his heart was 298
knew in his heart who 44
knew in his mind and 44
knew in his mind that 624
knew in his soul that 898
knew in his youth and 84
knew in his youth was 42
knew in its heart that 54
knew in new york and 151
knew in new york had 58
knew in new york was 105
knew in new york who 142
knew in not taking his 44
knew in this case that 50
knew in this case who 46
knew it all along and 212
knew it all along but 105
knew it all along that 41
knew it all from bow 55
knew it and knew that 238
knew it and made use 75
knew it and there was 147
knew it and those who 51
knew it and were not 51
knew it any other way 84
knew it but there was 41
knew it had been all 48
knew it had been bad 48
knew it had been for 66
knew it had been going 57
knew it had been her 182
knew it had been him 48
knew it had been his 268
knew it had been hit 72
knew it had been long 42
knew it had been one 82
knew it had been put 62
knew it had been real 181
knew it had been that 101
knew it had been too 210
knew it had come for 40
knew it had come out 58
knew it had cost her 56
knew it had cost him 64
knew it had gone out 42
knew it had gone too 59
knew it had left its 44
knew it not till now 59
knew it ten years ago 120
knew it they were all 112
knew it too well that 139
knew it was asking for 56
knew it was best for 591
knew it was best not 404
knew it was best that 430
knew it was coming all 58
knew it was coming and 892
knew it was coming but 231
knew it was coming for 124
knew it was coming now 46
knew it was coming off 40
knew it was coming out 128
knew it was dark and 59
knew it was dealing with 142
knew it was done for 48
knew it was evil and 47
knew it was from god 380
knew it was from her 183
knew it was from him 173
knew it was from his 83
knew it was from you 85
knew it was gone for 54
knew it was good and 147
knew it was good for 856
knew it was good that 59
knew it was hard for 1078
knew it was here all 49
knew it was here that 55
knew it was just for 191
knew it was just going 55
knew it was just her 133
knew it was just his 176
knew it was just not 45
knew it was just old 55
knew it was just one 136
knew it was just that 269
knew it was just too 51
knew it was late and 130
knew it was late but 69
knew it was less than 148
knew it was like that 284
knew it was like this 129
knew it was made for 62
knew it was meant for 662
knew it was mine and 45
knew it was mine own 42
knew it was more for 46
knew it was more than 4254
knew it was much too 250
knew it was nothing but 297
knew it was nothing that 50
knew it was okay for 66
knew it was only for 424
knew it was only going 200
knew it was only her 257
knew it was only his 267
knew it was only one 166
knew it was only that 144
knew it was only too 66
knew it was over and 331
knew it was over for 382
knew it was over then 81
knew it was over with 68
knew it was rare for 50
knew it was safe and 62
knew it was safe for 124
knew it was said that 62
knew it was some one 131
knew it was taking all 44
knew it was their job 60
knew it was their own 74
knew it was their way 41
knew it was there all 624
knew it was there and 918
knew it was there but 264
knew it was there for 180
knew it was there that 111
knew it was there was 40
knew it was time and 89
knew it was time for 6599
knew it was time now 62
knew it was time she 129
knew it was time that 199
knew it was time they 52
knew it was true and 574
knew it was true but 164
knew it was true for 89
knew it was true that 1130
knew it was upon her 53
knew it was very bad 151
knew it was very easy 46
knew it was very far 89
knew it was what god 68
knew it was what her 45
knew it was what his 48
knew it was what she 629
knew it was what they 133
knew it was what was 44
knew it was what you 124
knew it was worth all 48
knew it was wrong and 1037
knew it was wrong but 553
knew it was wrong for 552
knew it was wrong not 67
knew it was wrong that 104
knew me and knew that 280
knew me too well and 91
knew me too well for 108
knew me too well not 98
knew my own heart too 46
knew my own mind and 66
knew my own name that 120
knew my real name and 59
knew no aim save that 167
knew no law other than 67
knew no one else and 42
knew no one else had 133
knew no one else was 252
knew no one else who 436
knew no one else with 45
knew no one here and 40
knew no one other than 57
knew no one there and 220
knew no one there who 57
knew of all these things 100
knew of any good that 45
knew of any other way 113
knew of any young man 48
knew of each other and 168
knew of each other but 48
knew of each other that 111
knew of each other was 60
knew of her having any 70
knew of her life and 49
knew of her love for 280
knew of her work and 63
knew of him from his 61
knew of him only that 40
knew of his case was 52
knew of his coming and 148
knew of his having any 77
knew of his having put 40
knew of his life and 90
knew of his loss but 50
knew of his love for 356
knew of his past and 70
knew of his plan and 45
knew of his work and 213
knew of one girl who 117
knew of one young man 40
knew of our coming and 83
knew of them when they 48
knew of this fact and 45
knew of this plan and 78
knew of this young man 60
knew or had ever met 83
knew or had heard that 237
knew or who knew him 81
knew the area from his 59
knew the area well and 589
knew the boy well and 42
knew the dead were our 78
knew the going rate for 42
knew the law gave him 60
knew the man from his 51
knew the man well and 171
knew the men were going 57
knew the men were not 97
knew the old lady had 87
knew the old lady was 161
knew the old saying that 44
knew the old ways and 52
knew the one best way 68
knew the one true god 68
knew the real truth and 43
knew the song well and 42
knew the two boys had 52
knew the way home and 113
knew the way well and 100
knew to her cost that 83
knew to his cost that 164
knew we all felt mean 41
knew we had been hit 81
knew we had been out 104
knew we had done our 117
knew we had done them 47
knew we had gone too 52
knew we had lost him 41
knew we had lost our 87
knew we had more than 54
knew we had only one 83
knit in one true and 40
knob in her hand and 51
knob in his hand and 141
knob of his cane and 65
knot at her nape and 42
knot at her neck and 56
knot in his silk tie 62
knot in its other end 40
knot in one hand and 127
knot of her hair and 113
knot of his silk tie 223
knot of them made one 120
knot on one side and 84
know an old lady who 765
know as she took one 216
know as yet only that 42
know as yet what has 46
know as yet what they 42
know as yet what this 82
know at all what had 56
know at all what has 55
know at all what his 68
know at all what she 276
know at all what that 50
know at all what they 316
know at all what was 205
know at all what you 283
know at any rate how 54
know at any rate that 1828
know at any time how 155
know at any time that 137
know at that time and 57
know at that time but 48
know at that time how 513
know at that time that 7798
know at that time they 43
know at that time was 545
know at that time who 104
know at that time why 40
know at this time and 46
know at this time are 47
know at this time how 256
know at this time that 1677
know at this time was 203
know by his coat that 41
know by his face that 42
know by how much and 69
know by how much one 45
know by how much they 90
know by how much this 62
know by how much you 43
know by now just how 40
know by now what that 72
know by now what you 83
know by that sign that 61
know by that time that 105
know by this sign that 123
know by this time how 699
know by this time that 10351
know by this time they 43
know by this time who 72
know by this time you 97
know do not have any 48
know do not hurt them 41
know do not hurt you 67
know do not know how 104
know do not speak and 51
know do not think you 43
know do use such things 56
know do you think that 94
know he can find out 42
know he can help you 65
know he did meet her 51
know he had been hit 142
know he had been ill 70
know he had been out 198
know he had been with 58
know he had done his 57
know he had done that 44
know he had done this 62
know he had gone out 46
know he had heard her 45
know he had hurt her 50
know he had kept his 82
know he had lost his 119
know he had more than 76
know he had only one 43
know he had seen her 123
know he had seen them 64
know he has been dead 46
know he has been ill 43
know he has done all 40
know he has done his 76
know he has done that 49
know he has done this 52
know he has gone out 105
know he has lost his 48
know he has more than 52
know he has said that 52
know he was angry with 41
know he was asking for 61
know he was back and 60
know he was born and 42
know he was coming and 175
know he was coming out 47
know he was dealing with 316
know he was down then 49
know he was here and 104
know he was here for 51
know he was just being 43
know he was leaving for 91
know he was like that 155
know he was living with 51
know he was more than 201
know he was okay and 49
know he was only doing 57
know he was ready for 144
know he was safe and 124
know he was there and 526
know he was there but 45
know he was there for 304
know he was there that 48
know he was there with 91
know he was well and 52
know he was your son 92
know if and when any 44
know if and when she 90
know if and when that 86
know if and when they 298
know if and when this 51
know if and when you 453
know if his name was 110
know if his wife and 120
know if his wife had 69
know if his wife was 139
know if his work was 41
know if our deaths are 47
know if she even had 54
know if she ever did 110
know if she ever got 126
know if she ever had 115
know if she ever saw 62
know if she heard him 115
know if she knew how 64
know if she knew that 190
know if she meant that 138
know if she told him 52
know if she told you 179
know if she were dead 125
know if she were going 84
know if she were ill 50
know if she were not 106
know if that made her 41
know if that means she 112
know if that means that 135
know if that meant she 78
know if that meant that 131
know if that meant they 48
know if they ever did 135
know if they ever got 136
know if they ever had 78
know if they ever met 68
know if they ever saw 42
know if they feel that 93
know if they have any 845
know if they have got 62
know if they have had 122
know if they have not 125
know if they have one 50
know if they have that 42
know if they have two 41
know if they knew each 45
know if they knew who 64
know if they know that 51
know if they like you 45
know if they made any 49
know if they made him 50
know if they make any 49
know if they told you 103
know if they were all 574
know if they were any 96
know if they were being 282
know if they were big 75
know if they were both 52
know if they were dead 213
know if they were doing 138
know if they were for 89
know if they were going 1070
know if they were his 67
know if they were mad 75
know if they were not 362
know if they were real 496
know if they will get 121
know if they will let 84
know if they will not 78
know if things were going 57
know if things were not 83
know if this book has 46
know if this means that 229
know if this meant that 142
know if this poor man 236
know if this young man 94
know if you call that 177
know if you care for 204
know if you come and 44
know if you ever did 57
know if you ever get 134
know if you ever got 112
know if you ever had 131
know if you ever met 159
know if you ever read 270
know if you ever saw 377
know if you ever see 81
know if you feel any 97
know if you feel that 249
know if you feel this 57
know if you find any 318
know if you find her 70
know if you find him 130
know if you find one 47
know if you find out 1206
know if you find that 51
know if you find this 64
know if you guys are 102
know if you have all 71
know if you have any 9041
know if you have got 241
know if you have had 604
know if you have met 197
know if you have not 725
know if you have one 462
know if you have read 639
know if you have that 123
know if you have them 78
know if you have this 148
know if you have too 57
know if you have yet 82
know if you heard that 181
know if you heard this 47
know if you knew her 50
know if you knew him 82
know if you knew how 60
know if you knew that 666
know if you knew this 161
know if you know any 61
know if you know but 62
know if you know her 127
know if you know him 324
know if you know how 351
know if you know that 1218
know if you know them 61
know if you know this 1082
know if you know who 192
know if you like him 54
know if you like them 123
know if you like this 50
know if you love her 54
know if you love him 103
know if you make any 54
know if you need any 1633
know if you need one 85
know if you think she 68
know if you think that 714
know if you think they 96
know if you think this 210
know if you think you 496
know if you want any 447
know if you want her 81
know if you want him 130
know if you want one 44
know if you want that 69
know if you want them 129
know if you want this 99
know if you were all 581
know if you were being 68
know if you were dead 236
know if you were doing 96
know if you were going 902
know if you were lying 67
know if you were not 389
know if you were one 40
know if you were too 40
know if you were with 74
know if you will get 299
know if you will git 46
know if you will let 174
know if you will not 814
know if you will read 43
know if you will see 187
know if you wish for 44
know in any case how 48
know in any case that 920
know in any other way 372
know in due time how 245
know in each case that 99
know in her heart she 51
know in her heart that 599
know in his heart that 1420
know in how many things 40
know in new york and 69
know in our heads that 207
know in our heart that 354
know in this case that 789
know in this kind who 47
know in this life that 43
know is far from being 96
know is how come you 61
know is how much you 203
know is how well you 41
know is not good for 342
know is not less than 128
know is not thine own 56
know is not what you 49
know is that from that 61
know is that john did 46
know is that life can 113
know is that more than 65
know is that once they 43
know is that once you 76
know is that there are 4813
know is that there has 221
know is that there was 2330
know is that these are 150
know is that these men 46
know is that these things 46
know is that these two 92
know is that those who 173
know is that what they 41
know is that what you 88
know is that when one 58
know is that when she 133
know is that when they 227
know is that when this 70
know is that when you 562
know is they were all 53
know it all only too 47
know it all some day 79
know it all when you 63
know it and have not 61
know it and know how 50
know it and know that 112
know it and there was 41
know it and those who 161
know it and will not 177
know it any more than 214
know it any other way 67
know it but there are 43
know it but there was 54
know it but will not 64
know it can help you 44
know it can kill you 125
know it can work for 62
know it for sure and 47
know it for sure now 42
know it for sure that 86
know it has been for 99
know it has been long 63
know it has been with 42
know it may seem that 57
know it she were but 70
know it that gave them 142
know it that have had 42
know it they will not 44
know it too well and 53
know it too well not 47
know it too well that 170
know it was coming and 69
know it was from god 81
know it was from her 57
know it was from him 91
know it was from you 40
know it was good for 167
know it was hard for 849
know it was just one 55
know it was just that 57
know it was like that 1169
know it was like this 318
know it was made for 50
know it was meant for 181
know it was more than 535
know it was nothing but 80
know it was okay for 43
know it was only for 74
know it was only his 41
know it was only one 123
know it was over and 50
know it was paid for 50
know it was said that 59
know it was there all 161
know it was there and 218
know it was there but 49
know it was there for 53
know it was there that 127
know it was time for 517
know it was true and 62
know it was used for 47
