keen hand 124 keen upon 42
knew tell 162 knew turn 43
knew wait 47 knew wake 50
knew walk 54 knew upon 41
knew john 82 knew have 361
knew live 58 knew went 52
knew meant 51 knew many 42
knew also 97 knew break 48
knew call 69 knew come 643
knew face 55 knew fall 59
knew feel 358 knew find 765
knew give 365 knew grow 43
knew hate 93 knew have 8324
knew help 111 knew just 76
knew keep 199 knew kill 94
knew know 117 knew learn 71
knew leave 179 knew like 255
knew live 162 knew look 177
knew lose 222 knew love 295
knew make 467 knew meet 156
knew miss 411 knew most 51
knew need 755 knew obey 60
knew only 290 knew pass 40
knew play 44 knew reach 54
knew rise 43 knew soon 777
knew speak 60 knew stay 185
knew stop 68 knew take 365
knew tell 248 knew think 100
knew turn 94 knew wait 111
knew want 262 knew weep 421
knew have 144 knew make 97
knew only 81 knew take 63
knew also 90 knew call 66
knew come 138 knew find 239
knew gain 51 knew give 71
knew have 604 knew help 52
knew hold 97 knew hope 44
knew keep 84 knew kill 55
knew learn 41 knew leave 50
knew live 83 knew look 57
knew lose 49 knew love 42
knew make 365 knew move 50
knew only 651 knew reach 48
knew rely 462 knew sell 51
knew send 40 knew speak 65
knew stay 50 knew take 171
knew talk 44 knew tell 43
knew turn 92 knew walk 74
knew work 54 knew find 50
knew have 390 knew lose 56
knew need 40 knew well 125
knew were 69 knew also 126
knew best 46 knew come 744
knew face 181 knew fail 103
knew fall 82 knew feel 94
knew find 813 knew gain 45
knew give 189 knew grow 47
knew have 6548 knew help 78
knew just 42 knew keep 166
knew kill 164 knew know 83
knew land 59 knew learn 56
knew leave 116 knew like 70
knew live 53 knew look 70
knew lose 396 knew love 51
knew make 398 knew meet 311
knew miss 90 knew need 740
knew only 325 knew pass 116
knew play 47 knew reach 75
knew send 61 knew show 84
knew soon 1221 knew stay 128
knew stop 60 knew take 349
knew talk 66 knew tell 66
knew think 70 knew turn 50
knew wait 58 knew want 110
knew work 60 knew have 60
knew turn 53 knew work 73
knew have 54 knew only 437
knew well 41 knew have 41
knew last 136 knew well 75
knew also 57 knew come 136
knew cost 48 knew give 178
knew have 543 knew help 64
knew hurt 50 knew keep 41
knew make 355 knew only 282
knew send 43 knew soon 53
knew take 182 knew work 51
knew send 165 knew come 71
knew find 57 knew have 160
knew help 42 knew learn 48
knew make 98 knew only 63
knew take 52 knew tell 40
knew have 54 knew call 80
knew come 1898 knew feel 129
knew find 237 knew give 48
knew grow 66 knew have 573
knew help 100 knew keep 53
knew kill 59 knew know 114
knew like 122 knew love 44
knew make 197 knew meet 44
knew need 92 knew save 57
knew soon 61 knew take 148
knew tell 83 knew think 100
knew want 307 knew wish 44
knew well 135 knew well 85
knew their 254 knew what 120
knew been 145 knew done 40
knew seen 106 knew come 47
knew come 1434 knew name 40
knew very 42 knew time 101
knew were 91 knew there 97
knew done 41 knew were 60
knew were 189 knew what 67
knew meet 77 knew were 214
knew their 48 knob hand 41
knob hand 90 know tell 65
know have 40 know have 89
know well 52 know from 51
know were 50 know well 42
know find 42 know know 236
know even 51 know heard 149
know seen 394 know seen 63
know know 367 know meet 67
know have 74 know their 61
know have 67 know have 47
know have 81 know send 42
know find 62 know have 45
know have 269 know like 46
know into 42 know hall 121
know name 42 know what 420
know their 60 know these 126
know there 46 know have 45
know died 43 know felt 40
know died 48 know went 52
know were 43 know came 69
know have 45 know will 49
know were 58 know have 55
know when 94 know wish 52
know have 52 know work 57
know even 67 know ever 343
know face 182 know feel 53
know find 75 know have 1266
know help 187 know keep 94
know know 47 know live 148
know look 41 know make 154
know stay 45 know take 58
know tell 156 know when 55
know upon 49 know have 146
know react 47 know felt 431
know felt 54 know cope 113
know ever 283 know face 71
know feel 353 know find 86
know have 1130 know know 49
know like 72 know live 80
know look 72 know make 107
know react 744 know speak 165
know take 407 know tell 53
know have 317 know have 60
know ends 158 know feel 47
know have 105 know help 45
know look 70 know play 42
know work 176 know come 46
know ever 94 know find 56
know have 860 know help 363
know live 99 know make 129
know tell 115 know their 48
know best 92 know have 121
know react 67 know feel 557
know felt 80 know their 198
know their 64 know come 61
know ever 90 know fare 91
know feel 251 know find 46
know have 679 know like 150
know live 49 know look 73
know make 53 know react 542
know take 181 know treat 87
know vote 189 know work 77
know have 45 know have 102
know turn 47 know were 170
know work 289 know here 50
know have 312 know turn 349
know work 115 know have 569
know come 73 know ends 463
know will 66 know come 45
know have 82 know work 90
know even 109 know ever 132
know find 52 know free 56
know have 1189 know help 66
know kill 134 know know 55
know make 156 know miss 49
know tell 128 know think 123
know your 42 know feel 105
know have 43 know like 56
know take 61 know feel 60
know work 81 know feel 866
know felt 115 know look 58
know feel 83 know your 419
know your 118 know like 90
know feel 75 know these 58
know your 49 know ever 55
know feel 682 know have 489
know know 53 know like 508
know react 316 know take 238
know wish 42 know more 148
know well 110 know give 57
know great 64 know feel 116
know think 40 know life 86
know have 114 know dare 57
know have 52 know have 126
know from 45 know birth 47
know been 59 know been 91
know done 49 know been 46
know late 86 know here 42
know there 144 know hard 197
know have 50 know upon 48
know beings 350 know have 161
know have 125 know were 41
know rule 42 know have 61
know will 95 know years 89
know bone 49 know years 79
know years 47 know years 46
know years 77 know have 86
know those 64 know what 220
know over 63 know unto 1575
know care 54 know have 65
know take 44 know been 46
know from 43 know were 70
know died 118 know were 55
know were 48 know died 66
know name 56 know wife 99
know were 72 know died 50
know will 51 know were 65
know there 45 know were 61
know body 84 know life 82
know were 180 know were 75
know were 47 know like 95
know make 41 know down 116
know have 59 know live 104
know nothing 103 know have 42
know will 41 know were 127
know have 186 know were 79
know will 110 know ones 179
know have 182 know were 47
know will 94 know have 46
know life 49 know from 108
know come 50 know give 46
know have 432 know make 129
know only 60 know speak 48
know take 79 know talk 67
know teach 50 know from 52
know what 68 know here 41
know cease 46 know have 184
know knew 78 know meant 75
know will 71 know from 106
know come 122 know ever 83
know find 88 know give 80
know have 1526 know keep 66
know leave 58 know like 355
know love 71 know make 85
know meet 43 know need 65
know only 48 know soon 206
know take 126 know tell 45
know want 106 know wish 46
know much 57 know will 45
know have 139 know make 43
know have 49 know will 42
know from 87 know more 58
know their 45 know come 92
know find 73 know have 589
know make 135 know only 45
know rely 67 know speak 52
know take 79 know talk 43
know have 291 know made 50
know have 72 know speak 92
know will 104 know have 66
know take 188 know have 63
know want 60 know were 65
know have 112 know live 164
know meet 50 know rise 40
know have 220 know love 50
know walk 47 know also 51
know come 153 know ever 63
know fail 41 know feel 64
know find 130 know gain 45
know give 83 know have 1713
know help 47 know like 271
know lose 96 know make 139
know meet 80 know need 73
know only 78 know soon 207
know stay 47 know take 93
know want 69 know were 73
know have 43 know turn 45
know will 68 know will 63
know from 105 know have 52
know only 53 know cold 53
know step 43 know like 114
know turn 589 know will 46
know will 40 know have 223
know make 75 know only 64
know come 45 know send 610
know name 54 know have 48
know here 44 know call 118
know find 104 know give 62
know have 899 know learn 45
know make 238 know take 85
know talk 58 know tell 86
know time 81 know your 49
know here 102 know your 62
know find 51 know have 364
know need 51 know want 42
know have 136 know were 65
know will 101 know have 46
know have 43 know care 232
know have 244 know know 50
know like 135 know love 206
know need 66 know want 403
know were 58 know have 44
know firm 293 know care 285
know feel 147 know have 426
know hold 48 know love 474
know need 84 know think 54
know want 71 know care 114
know love 70 know their 344
know what 62 know your 57
know call 151 know care 121
know come 205 know ever 40
know fain 68 know feel 127
know find 217 know give 156
know have 1546 know help 42
know keep 80 know like 1749
know love 196 know make 153
know need 51 know only 41
know take 201 know think 100
know want 208 know wish 123
know well 104 know well 41
know till 446 know among 91
know beings 61 know there 175
know come 56 know have 45
know their 62 know what 45
know upon 53 know been 176
know like 579 know know 59
know their 41 know time 78
know were 41 know like 299
know have 53 know have 47
know have 46 know have 43
know were 196 know bump 45
know have 48 know meet 439
know were 145 know like 442
know like 69 know what 131
know have 41 know came 42
know have 183 know tell 58
know think 46 know want 87
know make 50 know your 40
know have 83 know want 149
know told 81 know came 43
know your 133 know even 43
know have 70 know kill 77
know think 130 know want 496
know soul 82 know have 42
know along 99 know there 45
know here 67 know there 108
know from 45 know hard 294
know unto 70 know your 77
know have 167 know your 89
know seen 48 know half 115
