keen in his proud heart 141
kind of god would make 60
kind of god would take 69
kind of god would want 43
kind of idea about what 159
kind of job which will 80
kind of man about whom 203
kind of man could have 160
kind of man might have 64
kind of man whose life 91
kind of man would have 277
kind of man would leave 117
kind of man would live 51
kind of man would make 94
kind of man would take 121
kind of man would want 140
kind of things about joan 57
kind of things which have 62
kind of things which were 61
kind of war would have 59
kind of way about once 45
kind to any labor union 46
kind to his mother make 50
kind we had never seen 102
kiss as she might have 83
kiss at her front door 82
kiss on each cheek from 44
kiss on her cheek when 50
kiss on her pouting lips 40
kiss on her sweet lips 67
kiss on her waiting lips 60
kiss on his cheek when 103
knew as she stood there 107
knew at all times what 315
knew at any given time 95
knew at that point what 170
knew at this point what 83
knew by his first name 43
knew by his voice when 113
knew he had found what 545
knew he had never been 965
knew he had never done 107
knew he had never even 41
knew he had never felt 116
knew he had never heard 128
knew he had never seen 670
knew he had often been 40
knew he had power over 67
knew he had risen from 41
knew he was badly hurt 111
knew he was getting angry 60
knew he was getting into 120
knew he was getting more 46
knew he was getting ready 317
knew he was getting very 49
knew he was holding back 469
knew he was looking back 40
knew he was looking down 263
knew he was looking into 201
knew he was looking upon 78
knew he was never coming 111
knew he was never more 41
knew he was peering down 65
knew he was quite safe 84
knew he was really angry 41
knew he was really asking 53
knew he was really trying 49
knew he was right there 112
knew he was right when 225
knew he was running away 148
knew he was running late 43
knew he was sitting there 235
knew he was speaking from 107
knew he was staring down 48
knew he was still angry 132
knew he was still here 41
knew he was still living 64
knew he was still seeing 58
knew he was still there 974
knew he was still trying 57
knew he was still very 76
knew he was thinking hard 47
knew he was thinking what 224
knew he was under great 49
knew he was walking into 116
knew he was wasting time 80
knew he was within five 122
knew he was working hard 210
knew if she could have 46
knew if she could just 133
knew if she could only 43
knew if she would ever 123
knew if they would ever 194
knew if they would have 42
knew if you would live 63
knew in his bones what 165
knew in his inner mind 46
knew in his later years 62
knew in our hearts what 48
knew it and could have 49
knew it and shook their 115
knew it and would have 74
knew it had never been 369
knew it this morning when 43
knew it was about time 353
knew it was false when 93
knew it was getting late 690
knew it was gonna come 44
knew it was nathan witt 68
knew it was nearly over 174
knew it was nearly time 105
knew it was really good 40
knew it was really just 51
knew it was really only 49
knew it was really over 155
knew it was really true 50
knew it was still early 170
knew it was still there 778
knew it was still very 46
knew it was working when 40
knew me you would know 167
knew no law shall have 94
knew no one could ever 90
knew no one could find 54
knew no one could have 163
knew no one could help 63
knew no one could take 66
knew no one would come 262
knew no one would dare 105
knew no one would ever 480
knew no one would find 65
knew no one would give 49
knew no one would have 88
knew no one would help 40
knew no one would look 49
knew no one would miss 50
knew no one would take 79
knew no one would think 54
knew no one would want 71
knew the area quite well 207
knew the boy would have 58
knew the day might come 48
knew the day would come 1319
knew the day would soon 49
knew the end would come 95
knew the man could have 48
knew the man quite well 85
knew the man whose name 40
knew the man would come 40
knew the man would have 132
knew the man would kill 42
knew the men would have 49
knew the old woman well 51
knew the old world only 68
knew the sun would come 75
knew the sun would rise 339
knew the sun would soon 65
knew the things which were 58
knew the two women were 70
knew the war would soon 57
knew the way quite well 103
knew the way thither well 109
knot he had never seen 108
knot of his black silk 76
knot of his scarf just 45
knot to his right hand 164
know an old woman from 60
know as you would call 45
know at all costs what 97
know at all times just 292
know at all times what 2148
know at any given time 1738
know at that point what 293
know at this point what 791
know at this stage what 406
know by his first name 49
know do not yield food 86
know he had never been 72
know he had never seen 74
know he has never been 189
know he has never seen 49
know he was right there 122
know he was running away 40
know he was still here 79
know he was still living 45
know he was still there 292
know he was walking over 42
know if his words were 45
know if she could come 240
know if she could cope 80
know if she could even 137
know if she could ever 423
know if she could face 165
know if she could find 118
know if she could give 178
know if she could have 467
know if she could help 166
know if she could hold 103
know if she could keep 151
know if she could kill 42
know if she could live 231
know if she could make 329
know if she could move 63
know if she could pull 40
know if she could speak 99
know if she could stay 90
know if she could stop 50
know if she could take 376
know if she could talk 72
know if she could tell 109
know if she could wait 87
know if she could walk 43
know if she knows what 124
know if she might come 54
know if she might have 97
know if she needs help 41
know if she really meant 50
know if she would come 127
know if she would even 89
know if she would ever 1060
know if she would find 85
know if she would have 929
know if she would like 336
know if she would live 168
know if she would make 92
know if she would take 89
know if she would want 125
know if that would ever 48
know if that would have 277
know if that would help 83
know if that would make 79
know if that would work 202
know if they could come 153
know if they could ever 69
know if they could find 61
know if they could give 79
know if they could have 391
know if they could help 152
know if they could keep 41
know if they could make 91
know if they could take 96
know if they could tell 51
know if they might have 157
know if they might mend 53
know if they really have 41
know if they really want 58
know if they really were 101
know if they still have 113
know if they would come 145
know if they would even 59
know if they would ever 381
know if they would find 43
know if they would give 57
know if they would have 648
know if they would like 178
know if they would live 47
know if they would make 69
know if they would take 113
know if they would want 48
know if they would work 59
know if things would have 43
know if this looks like 64
know if this story will 63
know if this would have 98
know if this would work 155
know if you change your 1655
know if you could call 369
know if you could come 224
know if you could even 65
know if you could ever 91
know if you could find 116
know if you could give 113
know if you could have 298
know if you could help 141
know if you could join 45
know if you could just 41
know if you could make 94
know if you could meet 49
know if you could send 48
know if you could take 96
know if you could tell 226
know if you might have 101
know if you really have 146
know if you really know 53
know if you really like 97
know if you really love 108
know if you really meant 57
know if you really need 71
know if you really think 62
know if you really want 341
know if you still care 56
know if you still feel 48
know if you still have 174
know if you still love 79
know if you still think 55
know if you still want 193
know if you would call 394
know if you would care 303
know if you would come 244
know if you would ever 132
know if you would find 41
know if you would give 216
know if you would have 431
know if you would like 4788
know if you would live 57
know if you would make 76
know if you would mind 88
know if you would take 204
know if you would think 144
know if you would want 240
know if you would wish 160
know in all cases what 110
know in any given case 316
know in his bones what 86
know in our bones what 87
know in our hearts what 475
know in this world have 67
know in this world what 153
know is that every time 254
know is that every week 45
know is that molly wood 41
know is that people have 77
know it all comes from 58
know it and never fail 42
know it and water their 55
know it and would have 88
know it can exist only 81
know it has never been 917
know it has often been 168
know it may sound like 90
know it was anything like 106
know it was quite true 41
know it was still there 152
know my own bones from 50
know my own place well 41
know my way about here 80
know no man whose life 103
know no one would ever 46
know of any weapon more 49
know of for finding such 71
know of her comes from 73
know of him comes from 287
know of his later life 65
know of his riper years 164
know of that could have 46
know of them comes from 165
know of who could have 69
know of who might have 52
know of who would have 46
know or can easily find 100
know or can easily learn 50
know or can guess what 66
know or she would have 50
know or you would have 59
know so few people here 68
know the area quite well 99
know the day shall come 54
know the dead could have 117
know the gas trust when 46
know the man about whom 47
know the man quite well 61
know the man whose name 45
know the one league from 81
know the red turns gray 45
know the sin which most 41
know the things which have 128
know the things which make 84
know the things which were 68
know the way people talk 112
know the way quite well 319
know the way which leads 112
know we are still here 83
know we can never have 54
know we may never meet 55
