keel ship 49 keel bread 69
knew making 82 knew saying 72
knew teasing 89 knew trying 462
knew some 52 knew sure 59
knew more 293 knew more 52
knew more 139 knew half 209
knew joking 163 knew making 127
knew saying 73 knew teasing 191
knew there 52 knew trying 443
knew from 697 knew there 118
knew good 64 knew what 69
knew other 80 knew kind 104
knew sort 53 knew part 64
knew even 48 knew from 43
knew only 150 knew when 137
knew hard 206 knew angry 112
knew busy 95 knew fond 110
knew good 106 knew much 424
knew rich 47 knew sick 184
knew well 42 knew more 111
knew when 78 knew back 107
knew true 45 knew there 331
knew what 714 knew days 45
knew years 70 knew there 159
knew were 56 knew what 891
knew years 50 knew what 176
knew city 149 knew were 79
knew years 44 knew well 103
knew knew 40 knew nothing 55
knew trying 55 knew else 74
knew when 166 knew coming 59
knew done 272 knew good 65
knew hard 264 knew held 54
knew just 42 knew left 46
knew made 194 knew meant 65
knew more 276 knew much 85
knew only 356 knew said 173
knew sent 87 knew some 49
knew there 665 knew used 93
knew very 143 knew well 108
knew worth 180 knew wrong 93
knew years 57 knew from 316
knew well 49 knew been 88
knew been 90 knew been 273
knew from 46 knew back 100
knew making 50 knew york 46
knew true 45 knew down 143
knew from 441 knew soon 70
knew when 87 knew there 113
knew more 166 knew news 78
knew work 74 knew time 253
knew like 64 knew talk 78
knew what 175 knew when 65
knew from 67 knew like 167
knew more 934 knew other 52
knew like 85 knew more 519
knew fair 69 knew high 101
knew part 54 knew when 301
knew time 181 knew mary 56
knew kind 499 knew sort 154
knew duty 519 knew last 207
knew only 132 knew time 42
knew turn 45 knew from 61
knew only 43 knew when 102
knew even 50 knew from 48
knew love 56 knew what 52
knew when 111 knew cold 56
knew good 47 knew hard 102
knew late 214 knew like 89
knew much 110 knew wrong 167
knew done 50 knew past 155
knew worth 86 knew more 195
knew even 45 knew from 67
knew what 52 knew when 173
knew duty 57 knew last 54
knew eyes 99 knew what 74
knew tell 68 knew well 48
knew able 49 knew here 44
knew there 42 knew port 50
knew ways 43 knew there 101
knew from 48 knew been 53
knew life 41 knew from 79
knew what 42 knew been 84
knew come 70 knew life 57
knew care 48 knew been 95
knew case 141 knew from 99
knew work 94 knew told 124
knew heard 375 knew seen 149
knew from 69 knew well 366
knew from 107 knew come 84
knew well 56 knew have 93
knew when 41 knew well 217
knew whom 44 knew there 115
knew well 53 knew road 120
knew home 94 knew there 136
knew from 64 knew your 53
knew well 561 knew from 58
knew there 133 knew from 61
knew nothing 47 knew well 43
knew wrong 47 knew been 40
knew among 82 knew else 52
knit best 69 know help 51
know what 64 know kind 53
know sort 61 know these 43
know will 51 know what 270
know just 105 know what 564
know your 44 know just 60
know there 80 know what 1718
know when 44 know date 93
know just 49 know what 635
know means 102 know truth 475
know jove 89 know kind 49
know what 101 know what 1632
know know 52 know what 212
know their 73 know well 132
know care 93 know away 198
know here 159 know hurt 66
know seen 75 know sent 69
know shot 99 know there 1009
know back 99 know been 134
know been 49 know been 47
know away 90 know bred 58
know here 136 know living 81
know more 85 know there 85
know trying 42 know very 214
know nothing 52 know wrong 123
know been 47 know very 42
know been 413 know from 94
know there 53 know back 150
know down 50 know here 172
know home 199 know over 172
know here 75 know there 47
know there 97 know last 42
know trying 100 know pole 55
know joking 51 know trying 92
know till 121 know when 91
know fond 123 know much 300
know there 53 know your 51
know been 54 know were 60
know there 63 know were 61
know back 79 know heard 47
know knew 70 know knew 52
know made 58 know told 81
know went 75 know will 97
know what 124 know here 57
know safe 55 know come 79
know ever 226 know have 91
know live 77 know make 57
know true 152 know ever 172
know help 112 know make 67
know work 150 know from 117
know from 59 know have 56
know came 53 know were 49
know will 90 know been 725
know come 67 know done 114
know ever 121 know gone 59
know made 94 know seen 40
know what 114 know what 94
know able 85 know coming 199
know even 143 know ever 540
know from 155 know good 219
know having 100 know here 68
know just 131 know like 42
know living 108 know made 49
know making 98 know meant 41
know more 95 know moving 43
know part 51 know ready 112
know safe 79 know taking 40
know tears 81 know there 365
know true 587 know trying 110
know used 60 know well 41
know come 115 know ever 306
know find 44 know give 49
know have 191 know like 51
know live 54 know take 102
know work 72 know form 115
know true 237 know come 67
know ever 89 know help 294
know make 137 know reach 113
know work 322 know have 49
know want 55 know came 46
know come 72 know feel 72
know felt 47 know find 46
know have 126 know heard 348
know knew 100 know need 330
know think 65 know want 232
know went 63 know like 263
know have 53 know know 55
know been 1106 know come 177
know done 303 know ever 7837
know gone 145 know good 59
know heard 1262 know high 87
know ideas 54 know made 315
know more 134 know other 114
know seen 1175 know sent 46
know sold 48 know some 116
know such 59 know these 47
know time 235 know told 52
know used 60 know what 161
know your 81 know what 69
know what 61 know much 199
know what 849 know help 1397
know more 1024 know some 172
know much 44 know such 67
know there 151 know help 96
know more 298 know some 109
know your 92 know able 84
know back 44 know born 42
know coming 407 know even 43
know ever 518 know free 59
know having 49 know here 344
know home 161 know just 80
know making 43 know okay 229
know ready 74 know safe 76
know seeing 41 know sick 50
know there 407 know told 96
know trying 52 know call 41
know care 40 know come 285
know ever 484 know find 227
know give 214 know have 401
know help 80 know join 48
know keep 67 know lend 52
know like 271 know make 134
know meet 48 know need 93
know risk 81 know take 293
know tell 68 know think 140
know want 112 know what 199
know what 45 know what 442
know what 44 know days 87
know other 51 know ways 306
know years 72 know city 128
know what 118 know what 146
know what 118 know other 57
know more 57 know time 92
know good 53 know will 40
know time 58 know have 85
know must 97 know were 432
know will 291 know your 44
know lady 41 know years 55
know well 90 know been 42
know years 363 know time 171
know good 52 know done 120
know made 64 know more 123
know sent 48 know there 270
know used 47 know from 67
know into 68 know been 161
know been 44 know been 58
know done 362 know hard 440
know held 54 know left 45
know made 76 know much 50
know said 1793 know seen 50
know some 49 know there 104
know used 112 know very 373
know worth 41 know into 65
know much 364 know been 69
know been 146 know said 41
know seen 45 know been 521
know hard 84 know like 261
know from 49 know just 67
know there 102 know done 43
know your 42 know work 43
know like 97 know what 60
know more 97 know your 73
know kind 57 know time 99
know till 51 know when 114
know hard 263 know much 42
know wrong 263 know wife 50
know mind 58 know find 67
know have 328 know what 56
know most 42 know time 62
know well 84 know here 64
know there 58 know well 75
know from 57 know able 43
know here 87 know will 99
know whom 48 know able 65
know your 53 know ever 148
know think 65 know arts 59
know when 43 know been 45
know other 42 know book 533
know case 437 know city 90
know duty 90 know form 61
know gods 51 know good 105
know great 51 know home 47
know kind 183 know means 273
know mode 87 know name 105
know part 130 know rule 41
know single 86 know such 149
know theory 48 know time 180
know type 51 know ways 80
know word 54 know work 260
know case 550 know when 61
know will 58 know what 74
know able 118 know made 88
know more 102 know been 278
know life 161 know other 98
know more 44 know from 99
know what 46 know what 49
know laws 134 know must 65
know there 137 know life 491
know years 48 know having 43
know luck 60 know been 83
know done 78 know youth 68
know having 55 know been 244
know only 43 know when 85
know case 47 know case 77
know case 421 know when 89
know lady 53 know been 165
know other 52 know their 95
know from 305 know when 42
know when 99 know from 55
know been 50 know know 107
know what 64 know heard 56
know been 47 know well 306
know well 69 know well 91
know your 41 know come 445
know lord 79 know time 60
know adam 41 know well 87
know well 183 know adam 192
know door 41 know well 678
know well 85 know very 78
know half 40 know well 64
know come 66 know rise 279
know home 239 know here 303
know there 166 know from 78
know well 283 know mind 104
know idle 131 know what 159
know what 66 know gone 64
know much 58 know poor 56
know from 56 know back 40
know upon 45 know care 63
know here 41 know there 125
