keen wind that was blowing 56
kiss from him that sends 46
kiss when they are hungry 40
knee must bow and every 179
knee will bow and every 585
knew also that his father 136
knew also that she could 160
knew also that she loved 82
knew also that she would 351
knew also that they could 165
knew also that they would 295
knew also that this would 52
knew also that you would 41
knew just how and where 154
knew just how she liked 54
knew just how she would 160
knew just how they would 101
knew many men and women 63
knew more than her mother 80
knew more than his father 218
knew more than his share 41
knew more than she about 59
knew more than she cared 131
knew more than she chose 123
knew more than she could 153
knew more than she ought 87
knew more than she would 420
knew more than that about 57
knew more than they about 70
knew more than they cared 88
knew more than they chose 50
knew more than they could 195
knew more than they ought 55
knew more than they really 66
knew more than they would 135
knew more than was known 43
knew more than was quite 40
knew nothing and for which 84
knew nothing and had never 61
knew only that her father 74
knew only that her mother 109
knew only that his father 102
knew only that she could 184
knew only that she loved 114
knew only that she would 139
knew only that they could 44
knew only that they would 107
knew only two things about 123
knew some one who could 62
knew some one who would 88
knew there was any danger 48
knew there was bad blood 122
knew there was not anything 931
knew there was not really 91
knew there was one place 59
knew there was too large 46
knew these men and women 56
knew till now how strong 41
knew well and had known 59
knew well how you loved 125
knew well that god would 76
knew well that her father 99
knew well that her mother 115
knew well that his chief 110
knew well that his father 174
knew well that she could 268
knew well that she would 437
knew well that they could 458
knew well that they might 73
knew well that they would 613
knew well that this could 48
knew well that this would 173
knew well that you could 43
knew well that you would 141
knew well they had borne 48
knew what day you would 78
knew what each was thinking 60
knew what his men would 133
knew what men and women 100
knew what she had found 99
knew what she had known 46
knew what she had taken 48
knew what she was about 10771
knew what she was after 956
knew what she was driving 199
knew what she was feeling 1296
knew what she was getting 1786
knew what she was hinting 89
knew what she was letting 124
knew what she was looking 1037
knew what she was missing 180
knew what she was really 628
knew what she was risking 61
knew what she was signing 81
knew what she was speaking 40
knew what she was talking 8901
knew what she was telling 228
knew what she was thinking 10294
knew what she was waiting 211
knew what she was working 69
knew what she was writing 207
knew what that was about 327
knew what they are talking 56
knew what they are thinking 43
knew what they had found 139
knew what they was about 48
knew what this was about 657
knew what this was costing 48
knew what war was about 52
knew what was being asked 151
knew what was then lacking 58
knew what you are talking 48
knew what you are thinking 43
knew when she was about 92
knew when she was beaten 580
knew when she was getting 53
knew when she was growing 69
knew when she was telling 43
knew when she was thinking 70
knew whom she was talking 143
knot into her long black 940
know also that you would 71
know from her own words 124
know from his own words 992
know from his own works 72
know from our own hearts 71
know from our own lives 228
know from our own times 56
know just how and where 162
know just how she feels 572
know just how she would 59
know just how that feels 72
know just how they stand 42
know just how they would 75
know just how things stand 114
know just how you would 96
know less than you about 48
know many men and women 172
know many men who could 54
know many men who would 192
know more than all others 41
know more than his chief 42
know more than his father 179
know more than men about 87
know more than one state 53
know more than one woman 90
know more than she could 68
know more than she really 48
know more than she thinks 50
know more than that about 169
know more than that which 62
know more than they about 81
know more than they admit 54
know more than they could 84
know more than they ought 98
know more than they really 451
know more than they would 67
know more than this about 95
know more than was known 67
know more than you about 298
know more than you admit 42
know more than you could 76
know more than you might 117
know more than you really 174
know more than you would 182
know much that was really 99
know nothing and for which 45
know nothing but his creed 64
know nothing but that which 42
know nothing how nor where 146
know nothing that can equal 196
know only that his father 63
know only that they exist 49
know only two things about 175
know rome was not built 40
know some men and women 66
know some men who would 43
know some one who knows 56
know some one who would 209
know such men and women 53
know their own and claim 65
know there are all kinds 299
know there are all sorts 322
know there are not wanting 69
know there are not words 121
know there are things about 59
know there are things which 41
know there are two kinds 381
know there are two people 53
know there are two sides 289
know there are two types 94
know there does not exist 88
know there was any danger 115
know there was any money 42
know there was any place 53
know there was any reason 60
know there was any water 42
know there was not anything 224
know there was not really 56
know these men and women 166
know thine ears are itching 50
know well and can trust 40
know well that our nation 64
know well that they could 41
know well that they shall 41
know well that they would 104
know well that thou shalt 214
know well that you would 212
know what all that stuff 56
know what all this could 52
know what all this stuff 98
know what any man could 43
know what does not exist 88
know what each and every 124
know what each was thinking 49
know what end they would 77
know what god has given 79
know what god was thinking 45
know what hit him until 58
know what hit them until 60
know what hit you until 49
know what its all about 98
know what men and women 300
know what men are thinking 98
know what old age would 79
know what one man feels 45
know what one was about 44
know what one was talking 56
know what our men would 47
know what our real teaching 73
know what she did about 54
know what she did after 85
know what she had found 127
know what she had given 43
know what she had hoped 53
know what she had taken 43
know what she was about 3458
know what she was after 170
know what she was dreaming 42
know what she was driving 217
know what she was feeling 1188
know what she was getting 1231
know what she was letting 128
know what she was looking 1337
know what she was missing 426
know what she was playing 135
know what she was praying 56
know what she was really 594
know what she was running 59
know what she was seeking 42
know what she was signing 170
know what she was talking 11208
know what she was telling 118
know what she was thinking 4996
know what she was waiting 208
know what she was working 102
know what she was writing 218
know what that was about 838
know what that was either 121
know what that was until 57
know what that was which 41
know what they are about 15170
know what they are after 1092
know what they are arguing 82
know what they are bound 49
know what they are calling 69
know what they are driving 164
know what they are either 119
know what they are feeling 694
know what they are getting 3100
know what they are learning 192
know what they are letting 210
know what they are lined 151
know what they are looking 3366
know what they are missing 1552
know what they are playing 94
know what they are praying 62
know what they are putting 60
know what they are quite 56
know what they are really 990
know what they are risking 44
know what they are running 46
know what they are seeking 252
know what they are selling 290
know what they are signing 192
know what they are speaking 293
know what they are talking 19645
know what they are teaching 242
know what they are telling 121
know what they are thinking 2757
know what they are until 216
know what they are waiting 145
know what they are willing 71
know what they are working 443
know what they are writing 1105
know what they can count 197
know what they can offer 45
know what they did about 109
know what they did after 121
know what they did right 42
know what they had found 286
know what they mean about 95
know what they mean until 74
know what they say about 25022
know what they was about 70
know what they was talking 88
know what things are light 63
know what things are really 198
know what things are truly 46
know what things they ought 521
know what this guy looks 98
know what this key could 52
know what this man wants 63
know what this new teaching 794
know what this new world 109
know what this was about 457
know what use they could 72
know what use they would 45
know what was being asked 134
know what was not known 62
know what you and others 74
know what you arc talking 44
know what you are about 9292
know what you are after 1842
know what you are calling 52
know what you are changing 42
know what you are driving 1172
know what you are feeling 1704
know what you are getting 3572
know what you are hinting 92
know what you are holding 51
know what you are judging 41
know what you are keeping 44
know what you are killing 43
know what you are learning 68
know what you are letting 257
know what you are looking 5879
know what you are missing 907
know what you are passing 47
know what you are playing 119
know what you are praying 71
know what you are putting 144
know what you are really 794
know what you are risking 77
know what you are running 85
know what you are seeking 231
know what you are selling 222
know what you are signing 182
know what you are sitting 46
know what you are speaking 377
know what you are talking 30627
know what you are teaching 99
know what you are telling 238
know what you are thinking 12855
know what you are throwing 86
know what you are truly 60
know what you are waiting 103
know what you are walking 58
know what you are wanting 45
know what you are willing 265
know what you are wishing 55
know what you are working 393
know what you are writing 590
know what you can change 60
know what you can offer 141
know what you can spend 56
know what you can stand 62
know what you can write 59
know what you did about 87
know what you did after 100
know what you did right 149
know what you did today 98
know what you hear about 49
know what you mean about 3094
know what you mean alice 46
know what you mean either 50
know what you mean though 189
know what you mean until 41
know what you say about 241
know what you was about 90
know what you was talking 88
know when and how often 373
know when she had first 69
know when she was about 87
know when she was beaten 155
know when she was taken 84
know when she was tired 45
know when that day comes 65
know when they are about 202
know when they are beaten 2089
know when they are bored 44
know when they are feeling 74
know when they are getting 264
know when they are happy 141
know when they are hungry 358
know when they are learning 55
know when they are looking 80
know when they are loved 94
know when they are meeting 53
know when they are playing 55
know when they are really 77
know when they are right 373
know when they are running 45
know when they are speaking 70
know when they are talking 61
know when they are telling 54
know when they are tired 170
know when they are under 80
know when they are working 61
know when they can start 43
know when they had found 67
know when things are dirty 104
know when things are getting 60
know when things are right 95
know when you are about 205
know when you are awake 57
know when you are beaten 199
know when you are calling 43
know when you are feeling 146
know when you are getting 289
know when you are happy 141
know when you are hungry 208
know when you are hurting 44
know when you are looking 88
know when you are older 110
know when you are passing 46
know when you are really 177
know when you are right 141
know when you are running 80
know when you are speaking 83
know when you are talking 89
know when you are telling 75
know when you are thinking 73
know when you are tired 142
know when you are under 60
know when you are upset 53
know when you are working 112
know when you are writing 54
know when you can start 84
know when you can trust 99
know when you get mixed 43
know when you get tired 188
know when you hear anything 72
know whom she was talking 190
know whom they are talking 77
know whom they can trust 171
know whom they may marry 48
know whom you are looking 61
know whom you are speaking 265
know whom you are talking 702
know whom you are thinking 52
know whom you can trust 316
know will not you carve 120
know young men and women 49
know young men are fools 107
