keen and settled eye that 55
knew how unwilling men are 43
knew how worried she was 88
knew its history and its 50
knew not exactly how long 52
knew our marriage had not 54
knew our marriage was not 50
knew that although she had 116
knew that although she was 152
knew that although they had 107
knew that america was not 132
knew that because her son 43
knew that because she had 236
knew that because she was 191
knew that because they had 98
knew that between her and 80
knew that between him and 127
knew that between them and 56
knew that between them they 96
knew that britain was not 78
knew that charles was not 43
knew that despite all his 50
knew that estella had let 79
knew that everything had now 55
knew that everything she did 49
knew that everything she had 86
knew that everything she was 43
knew that everything that had 124
knew that everything that was 65
knew that everything was all 1014
knew that everything was being 47
knew that everything was going 874
knew that everything was not 226
knew that everything was now 68
knew that freedom was not 52
knew that friends and foes 80
knew that general lee had 47
knew that general lee was 46
knew that germany was not 49
knew that history was being 73
knew that however men may 46
knew that johnson was not 41
knew that jonathan was not 74
knew that lazarus was dead 110
knew that marriage was not 95
knew that maureen peal was 52
knew that moriarty was not 86
knew that raffles was not 70
knew that religion was not 54
knew that richard was not 49
knew that slavery was not 41
knew that society has not 47
knew that society was not 48
knew that somehow she had 259
knew that somehow she was 126
knew that somehow they had 82
knew that somehow this was 53
knew that success was not 43
knew that suffering did not 42
knew that tonight she was 53
knew that tonight was going 42
knew that victory was his 79
knew that victory was not 47
knew that violence was not 40
knew that visible death was 50
knew them because they had 54
knew this because one day 46
knew this because she had 399
knew this because she was 131
knew this because they had 152
knew this colored man had 45
knew this country and its 57
know all science and yet 54
know and believe for his 51
know and believe that all 95
know and believe that god 306
know and believe that our 74
know and believe that they 166
know and believe that this 65
know and believe that you 194
know and confess that they 76
know and declare that his 52
know and frankly say that 52
know and perhaps can not 87
know and possess all things 106
know and worship god and 51
know any persons who are 44
know for certain and that 183
know for certain both that 91
know for certain how far 368
know for certain how long 499
know for certain how she 141
know for certain how they 129
know for certain how things 43
know for certain how this 80
know for certain how you 51
know for certain now that 328
know for certain one way 65
know for certain she was 105
know for certain that all 477
know for certain that any 394
know for certain that both 102
know for certain that death 177
know for certain that each 44
know for certain that for 131
know for certain that god 725
know for certain that her 141
know for certain that his 552
know for certain that its 57
know for certain that not 110
know for certain that one 761
know for certain that our 327
know for certain that she 1428
know for certain that that 518
know for certain that they 2535
know for certain that this 1554
know for certain that thou 282
know for certain that two 217
know for certain that with 40
know for certain that you 2635
know for certain they are 193
know for certain was that 770
know for certain who did 90
know for certain who got 51
know for certain who had 122
know for certain who his 59
know for certain who she 60
know for certain who they 107
know for certain who this 45
know for certain who was 255
know for certain who you 43
know for certain why she 49
know for certain why they 61
know for certain why this 75
know for certain you are 114
know for certain you can 73
know for example that you 45
know her because she was 85
know her husband was dead 75
know his country and his 42
know his extreme zeal for 54
know his friends and his 51
know his history and his 52
know his parents and his 43
know his purpose than her 63
know his strengths and his 54
know his thoughts and his 63
know how blessed they are 50
know how blessed you are 127
know how blinded you are 62
know how capable you are 83
know how careful you are 94
know how closely they are 41
know how devoted she was 45
know how devoted you are 210
know how everything was going 146
know how excited she was 54
know how excited you are 156
know how familiar you are 429
know how foolish you are 63
know how gorgeous you are 49
know how lenient you are 41
know how matters are going 139
know how nervous she was 101
know how nervous you are 73
know how painful that can 130
know how popular they are 44
know how popular you are 79
know how precious they are 133
know how precious you are 192
know how pressed you are 41
know how quickly they can 109
know how quickly things can 75
know how quickly you can 138
know how rapidly and how 55
know how reliable they are 120
know how sincere they are 51
know how sincere you are 122
know how stained they are 82
know how superior you are 63
know how thrilled you are 41
know how unhappy she was 123
know how unhappy they are 76
know how unhappy you are 174
know how welcome they are 44
know how welcome you are 158
know how worried she was 94
know how worried you are 215
know its essence and its 57
know its history and its 131
know nor believe that any 45
know not exactly how long 190
know not exactly how they 47
know our friends and our 41
know our parents and our 47
know our strengths and our 61
know our weakness and our 46
know that although she was 52
know that although they are 127
know that although they can 44
know that although they may 93
know that although you are 100
know that although you can 60
know that although you may 86
know that america can not 74
know that america does not 63
know that america has not 43
know that america was not 50
know that animals are not 51
know that animals can not 76
know that anybody was near 173
know that anybody who has 42
know that because she had 43
know that because they are 159
know that because you are 200
know that because you can 51
know that between any two 106
know that between him and 53
know that between them and 59
know that between them they 40
know that between you and 93
know that certain things are 1080
know that charles was not 45
know that congress did not 47
know that doctors are not 48
know that efforts are being 95
know that everything can not 47
know that everything god does 192
know that everything has its 133
know that everything that can 77
know that everything that has 99
know that everything that thou 74
know that everything that was 60
know that everything that you 75
know that everything they hear 44
know that everything they say 48
know that everything was all 433
know that everything was going 328
know that everything was not 87
know that everything you are 56
know that everything you say 147
know that freedom can not 68
know that germany can not 47
know that history can not 43
know that history does not 108
know that honesty has its 96
know that infants are not 46
know that justice does not 45
know that lazarus was dead 44
know that liberty can not 111
know that liberty does not 87
know that mankind are too 52
know that marriage does not 40
know that parents are not 66
know that parents can not 53
know that perhaps they may 91
know that persons are not 42
know that persons who are 119
know that religion does not 88
know that science can not 85
know that science does not 49
know that science has not 51
know that society can not 46
know that society does not 68
know that success does not 180
know that suffering does not 56
know that teachers are not 68
know that teachers can not 47
know that thoughts are things 53
know them because they are 946
know they deserve all and 66
know things because they are 70
know this because she has 63
know this because she was 40
know this because they are 202
know this because you are 99
know this because you can 52
know this country and its 69
know this country was that 81
know why certain things are 175
know why mankind can not 96
know you because you are 72
know you believe that you 78
know you believe they can 49
know you believe you are 46
