keeping an open mind when 95
known to have been reading 50
known to have been rich 54
known to have been rife 74
known to have been rising 59
known to have been ruling 461
known to have been said 96
known to have been seen 525
known to have been sent 1039
known to have been shot 951
known to have been sick 58
known to have been sold 634
known to have been some 135
known to have been such 221
known to have been sunk 344
known to have been taking 130
known to have been their 162
known to have been there 2238
known to have been those 87
known to have been three 103
known to have been told 53
known to have been true 137
known to have been upon 62
known to have been used 27256
known to have been very 4152
known to have been wearing 56
known to have been well 1072
known to have been when 54
known to have been worn 545
known to have been wrong 64
known to have come back 86
known to have come down 444
known to have come from 10503
known to have come here 54
known to have come into 1303
known to have come over 218
known to have dealt jobs 71
known to have died during 223
known to have died from 925
known to have died rich 57
known to have died there 203
known to have died young 47
known to have done during 62
known to have done good 45
known to have done more 162
known to have done much 242
known to have done other 46
known to have done some 303
known to have done such 119
known to have done well 69
known to have done work 70
known to have ever been 925
known to have ever done 57
known to have ever made 43
known to have ever used 66
known to have fled from 56
known to have fled into 61
known to have gone back 78
known to have gone down 265
known to have gone from 133
known to have gone into 306
known to have gone over 184
known to have gone there 229
known to have gone wrong 111
known to have held high 52
known to have held land 70
known to have held more 103
known to have held such 57
known to have held sway 60
known to have held their 51
known to have kept their 57
known to have kept those 41
known to have laid down 126
known to have laid eggs 47
known to have left their 135
known to have lost their 565
known to have made good 62
known to have made great 61
known to have made many 293
known to have made more 105
known to have made only 96
known to have made other 55
known to have made some 286
known to have made such 376
known to have made their 290
known to have made these 42
known to have made three 93
known to have many other 53
known to have much more 58
known to have once been 227
known to have paid great 76
known to have sent their 41
known to have shed tears 44
known to have sold their 89
known to have some form 76
known to have some sort 54
known to have used fire 126
known to have used some 61
known to have used such 256
known to have used their 104
known to have used these 94
known to have very good 77
known to have very high 225
known to have very poor 46
known to have very wide 49
known to kill from four 46
known to live five days 47
known to live five years 79
known to live many years 57
known to lose their heads 48
known to lose their jobs 46
known to open their lips 73
known to pass half their 40
known to play some part 58
known to play some role 57
known to shed tears over 80
known to stay away from 97
known to steal from their 62
known to those among whom 85
known to those from whom 59
known to those three only 118
known to those upon whom 42
known to throw away their 45
known to turn away from 62
known to vary over time 56
known to walk away from 88
known to work very well 89
known we were coming here 66
knows he must have been 47
knows it must have been 189
knows it will take more 46
knows it will take time 56
knows my very early days 55
knows of your good luck 73
knows or ever will know 377
knows or will ever know 184
knows the time will come 64
knows to have been lost 168
knows to have been made 101
knows to have been used 74
knows to stay away from 108
knows to what length these 50
