keel of their large flat 117
kept it from falling over 47
kept me from breaking down 113
kept me from falling down 46
kept me from falling from 40
kept me from falling into 455
kept me from falling over 41
kept me from feeling like 44
kept me from getting hurt 46
kept me from getting into 154
kept me from getting lost 61
kept me from getting well 40
kept me from looking like 50
kept me from running away 183
kept me from sinking into 131
kept me from turning back 117
kept me from utter want 77
kept my eyes fixed upon 716
kept my eyes tight shut 163
kept my gaze fixed upon 59
kept my mouth moist from 58
kept on hour after hour 65
kept on their guard till 50
kept on your black shoes 45
kept so many people away 49
kept the best until last 44
kept the city under their 59
kept the feast seven days 279
kept the land within their 78
kept the most aloof there 42
kept the pipe passing over 60
kept the true facts from 56
kept up ever since among 40
kept up from morning till 79
kept up hour after hour 274
kept up month after month 46
kept up till after dark 67
kept up week after week 105
kept us from falling into 85
kept us from getting into 55
kick in time saves nine 48
kick up their heels like 41
kick up their heels when 48
kids in your class have 48
kids on their first date 50
kids to talk about their 125
kids to talk about what 60
kids to think about their 68
kids to think about what 91
kill as many human beings 66
kill the ideas which gave 40
kill the three silly poor 67
kind as heart could wish 65
kind as those which form 43
kind as those which have 251
kind as those which were 203
kind of beast would turn 54
kind of blue glass beads 48
kind of book which will 94
kind of book would have 53
kind of care every kind 44
kind of case where there 62
kind of case would have 41
kind of coma vigil upon 50
kind of data which will 75
kind of early morning bird 126
kind of evil charm over 49
kind of evil deeds were 40
kind of faith which will 43
kind of food which will 78
kind of free trade zone 45
kind of fuel costs more 44
kind of hearing which hears 53
kind of help which will 46
kind of high water mark 53
kind of life apart from 55
kind of life human beings 48
kind of life lived there 92
kind of life might have 42
kind of life people live 57
kind of life which many 40
kind of life which must 59
kind of life which their 52
kind of life which these 78
kind of life which will 204
kind of life would have 234
kind of life would make 48
kind of life would suit 58
kind of love comes from 47
kind of love which will 70
kind of nest which those 81
kind of peace stealing over 46
kind of peace which will 68
kind of raft still much 95
kind of reading which will 49
kind of root which grew 87
kind of saving change from 53
kind of sixth sense when 49
kind of slow hound bred 57
kind of talk women want 63
kind of talk would have 113
kind of tree above three 40
kind of truth could there 169
kind of truth which will 47
kind of tune crept into 47
kind of veto power over 279
kind of wealth which will 194
kind of wigs which were 74
kind of work could have 65
kind of work where talk 49
kind of work which brings 45
kind of work which most 55
kind of work which must 120
kind of work which their 51
kind of work which these 68
kind of work which will 370
kind of work would give 54
kind of work would have 137
kind of work would make 70
kind to poor girls whom 42
kind to those which have 47
kind to those which take 50
kind we have never seen 51
kiss it three times when 55
kiss of rain falling over 54
kiss of their earthly lips 75
kiss the hand which held 146
knew as much about life 95
knew as much about love 43
knew as much about other 55
knew as much about some 86
knew as much about such 73
knew as much about their 247
knew as much about these 181
knew as much about those 53
knew as much about what 322
knew as much about wine 64
knew as much about your 43
knew at once whose hand 98
knew at what point upon 76
knew by heart every line 62
knew by heart every word 75
knew he came after those 206
knew he heard every word 46
knew he meant every word 1163
knew in most cases only 51
knew in their hearts what 203
knew in what terms next 56
knew it last night when 80
knew my soul would only 46
knew my time would come 100
knew my turn would come 99
knew no good could come 195
knew no good would come 545
knew no harm could come 99
knew no harm would come 93
knew no more about life 129
knew no more about such 44
knew no more about their 116
knew no more about these 95
knew no more about true 48
knew no more about what 542
knew no more until late 58
knew no other broad line 47
knew or ever would know 73
knew so many people there 99
knew so many people were 43
knew so much about life 105
knew so much about love 53
knew so much about such 94
knew so much about their 224
knew so much about these 146
knew so much about what 685
knew the bird would have 56
knew the call would come 45
knew the city quite well 52
knew the hour would come 66
knew the jury would have 128
knew the kids would love 42
knew the lady would think 80
knew the lord would give 44
knew the lord would help 49
knew the lord would take 58
knew the moon would rise 50
knew the most about their 54
knew the most about what 77
knew the other girls were 69
knew the pair would have 52
knew the road quite well 113
knew the tears would come 69
knew the time would come 1269
knew the time would soon 76
knew the town quite well 68
knew the trip would take 44
knew the truth about life 53
knew the truth about their 223
knew the truth about these 62
knew the truth about what 863
knew the truth about your 53
knew the truth would come 96
knew the truth would have 47
knew the wavy sweep from 51
knew the wind would blow 43
knew the young people were 63
knew we were getting into 64
knew we were getting ready 51
knew we were nearly half 116
knew we were staying there 58
know as much about cars 45
know as much about life 447
know as much about love 50
know as much about making 62
know as much about most 42
know as much about other 63
know as much about some 96
know as much about such 266
know as much about their 822
know as much about these 578
know as much about those 116
know as much about what 1425
know as much about your 1098
know at what point during 44
know at what price these 110
know by their merry eyes 369
know by those marks what 75
know he meant every word 65
know he will never come 91
know he will never leave 111
know if hope still pent 41
know if other people feel 43
know if other people have 53
know if their loved ones 84
know if there really were 49
know if there would ever 53
know if there would have 84
know if these people were 107
know if your child will 40
know in many cases what 174
know in most cases what 121
know in some sense what 141
know in their bones what 179
know in their hearts what 315
know in what light such 42
know in what sense these 41
know it must sound like 56
know it will never come 83
know it will never work 61
know my life would have 96
know no more about life 69
know no more about their 158
know no more about these 206
know no more about what 465
know no more about your 65
know of many cases when 42
know of none which have 98
know of none which will 63
know of nothing quite like 173
know of nothing which more 286
know of nothing which sits 72
know of nothing which will 282
know of what stuff such 101
know of your inner life 47
know on what basis their 42
know on what basis these 77
know on what terms peace 44
know or care about such 224
know or care about their 189
know or care about these 165
know or care about what 1028
know or care about your 164
know or care where their 46
know or even guess what 57
know or ever shall know 52
know so many people from 40
know so many people have 55
know so many people here 112
know so many people there 125
know so many people were 60
know so much about cars 62
know so much about cats 111
know so much about food 48
know so much about kids 48
know so much about life 411
know so much about love 128
know so much about miss 66
know so much about noah 51
know so much about other 143
know so much about some 61
know so much about such 275
know so much about their 455
know so much about these 778
know so much about those 120
know so much about what 2302
know so much about wine 44
know so much about your 359
know the city quite well 66
know the girl parts know 91
know the hell where youth 203
know the huts where poor 93
know the least about their 41
know the least about what 113
know the most about their 222
know the most about these 93
know the most about what 134
know the most about your 90
know the only value life 42
know the other girls will 40
know the other night when 42
know the truth about life 295
know the truth about love 52
know the truth about many 51
know the truth about other 45
know the truth about past 154
know the truth about some 118
know the truth about such 445
know the truth about their 1207
know the truth about these 607
know the truth about those 188
know the truth about what 3889
know the truth about your 845
know the truth which will 50
know the wide breach time 43
know the word which will 98
know to what point your 43
know we have found what 54
know we have never been 116
know we have often said 50
know we have strong arms 91
know we were twice down 60
know we will never have 65
