sagacity it 40 salaries the 77
specific be 46 specific of 52
specific be 133 specific be 88
specific be 93 specific be 41
specific be 82 specific of 50
specific in 68 specific be 163
specific be 51 specific be 86
specific be 56 specific be 48
specific be 45 specific be 50
specific to 47 specific be 63
specific be 43 specific be 74
specific be 47 specific of 57
specific so 44 specific of 66
specific to 53 specific be 44
specific be 46 specific be 66
specific be 49 specific be 63
specific or 60 specific to 387
specific to 54 specific be 41
specific be 41 specific do 43
specifying by 51 specifying the 139
spectral be 155 spectrum to 68
speeches of 64 speeches by 89
speedily to 104 speedily to 135
speedily up 89 splendid the 47
splendid by 60 splendid the 46
splendor is 49 sprinkle is 581
squabble to 48 squabbling to 57
squander is 49 squatted the 58
squatted the 48 squeezed of 61
stagnate my 85 standard to 40
standard the 111 standard be 40
standard in 50 standard be 65
standard be 41 standard in 60
standard be 192 standard of 46
standard of 347 standard the 41
standard of 55 standard the 53
standard the 49 startled me 106
startled the 179 startled the 100
startled me 55 statutes in 118
steadfast do 41 steadfast the 93
steadfast the 54 steadfast in 107
stealthily to 69 stealthily to 211
stealthily to 91 stimulus to 55
straight at 143 straight to 89
straight the 61 straight to 74
straight to 95 straight is 242
straight the 147 straight be 110
straight the 158 straight of 189
straight or 40 straight to 40
straight to 109 straight of 309
straight to 678 straight to 60
straight the 66 straight be 279
straight of 87 straight the 48
straight be 183 straight in 109
straight the 48 straight it 96
straight of 100 straight the 572
straight is 102 straight the 40
straight the 127 straight to 49
straight the 43 straight be 1168
straight be 48 straight be 121
straight go 54 straight to 94
straight the 59 straight of 100
straight to 50 straight be 134
straight be 42 straight be 1105
straight up 43 straight the 82
straight be 119 straight to 81
straight the 42 straight of 96
straight of 132 straight of 57
straight to 132 straight to 122
straight the 44 strained to 128
strained the 188 stranded at 47
stranded by 76 stranded in 138
stranded on 717 strangers the 73
strangers to 97 strangers to 61
strangest of 78 strangest the 58
strategy the 73 strategy of 88
strategy the 49 strategy to 80
strategy in 61 strategy to 102
strengthen in 55 stressed is 118
stressed of 47 stressed as 162
stretching in 66 stretching to 134
stretching of 1240 stretching to 241
stretching of 47 stretching of 62
stricken the 220 stricter of 45
strictly of 245 strictly the 45
strikingly of 47 stripped of 40
stripped the 42 stripped on 47
stripped he 155 stripped by 43
strolled of 53 strolled of 93
strongest the 40 strongest be 46
strongest be 351 strongest the 44
strongest the 45 struggle to 116
struggle the 61 struggle the 312
struggle to 374 struggle to 40
struggle the 70 students do 125
students is 125 students in 57
students to 105 students the 64
students to 42 students do 72
students the 86 students to 107
students of 41 students to 138
students of 45 students the 61
students an 103 students the 388
students to 59 students the 142
students the 45 students in 91
students of 178 students do 1747
students do 62 students is 146
students to 89 students the 52
students of 44 students the 75
students in 76 students no 83
students is 49 students the 42
students as 44 students to 378
students the 69 students by 88
students to 54 students to 248
students do 258 students to 51
students in 45 students on 120
students to 82 students in 282
students on 127 students to 50
students to 94 students the 48
students of 98 students the 82
students the 109 students the 128
students be 49 students it 54
students the 154 students the 66
students the 305 students the 72
students in 69 subjects the 401
subjects of 68 subjects the 252
subjects of 44 subjects of 56
subjects in 851 subjects on 276
subjects of 206 subjects as 70
subjects to 43 subjects in 144
subsisting of 42 subtract to 139
subtract to 47 subtract the 364
suddenly of 71 suddenly an 50
suddenly it 86 suddenly the 158
suddenly the 83 suddenly to 77
suddenly to 87 suddenly the 55
suddenly or 98 suddenly to 94
suddenly of 88 suddenly to 101
suddenly he 139 suddenly the 149
suddenly he 42 suddenly the 41
suddenly to 60 suddenly he 74
suddenly to 70 suddenly of 77
suddenly in 42 suddenly he 41
suddenly to 40 suddenly the 49
suddenly in 49 suddenly the 3895
suddenly to 76 suddenly he 77
suddenly he 76 suddenly the 48
suddenly he 43 suddenly he 82
suddenly the 105 suddenly of 48
suddenly the 73 suddenly he 47
suddenly the 187 suddenly is 46
suddenly the 87 suddenly in 45
suffered the 145 suffered of 44
suffered of 42 suffered of 46
suffered of 60 suffered the 40
suffered the 155 suffered of 513
suffered the 72 suffered of 146
suffered the 56 suffered of 112
suffered the 714 suffered in 40
suffered of 2394 suffered be 262
suffered the 339 suffered in 41
suffered of 88 suffered of 590
suffered of 54 suffered by 43
suffered in 52 suffered so 100
suffered to 457 suffered the 73
suffered the 45 suffered to 50
suffered to 64 sufferings at 65
suggesting is 49 suggesting to 41
suggests the 50 suggests be 79
suggests to 90 suggests do 51
suitable in 105 suitable in 44
suitable as 43 suitable by 63
suitable in 181 suitable be 44
suitable of 62 suitable is 50
suitable as 143 suitable by 63
suitable in 458 suitable on 218
suitable in 87 suitable the 64
suitable be 49 suitable as 54
suitable in 79 suitable to 81
suitable to 51 suitable to 45
suitable be 65 suitable the 87
suitcase on 44 sulfuric be 54
sulfuric in 50 sulfuric on 44
sulfuric the 55 sulfuric to 210
sulfuric be 41 sulfuric be 153
sulfuric in 55 sulfuric of 84
sullenly to 98 summoned at 46
summoned by 60 summoned to 140
superiors he 47 supplied of 48
supplied the 42 supplied of 49
supplied in 41 supplied up 70
supplies be 45 supplies to 66
supplies the 51 supplies in 46
supplies of 112 supplies by 572
supplies in 120 supplies to 77
supplies the 92 supplies to 46
supplies to 57 supporting no 73
supporting in 45 supporting be 89
supporting as 91 supporting the 49
supports the 54 supports the 41
supposed he 98 supposed it 42
supposed the 482 supposed thing 61
supposes to 69 supposes be 87
suppress to 149 surfaces of 100
surfaces in 52 surmised the 129
surmised on 164 surpassing be 432
surprise he 65 surprise the 48
surprise the 44 surprise it 50
surprise me 244 surprise the 987
surprise it 44 surprise me 59
surprise the 819 surprise us 61
surprise the 69 surprise to 41
surprise it 141 surprise the 62
surprise to 45 surprising the 42
surprising the 153 surprising the 44
surprising do 122 surprising do 388
surveyed on 43 survival to 56
survival to 103 survival to 121
survival of 47 survival be 44
survival the 43 survival of 69
survival be 62 survived to 45
survived to 49 survived or 52
survived or 166 survives to 93
survivor to 54 suspecting on 663
suspecting to 46 suspense be 40
suspicion he 69 switched to 74
switched to 134 switched of 100
switched to 52 switched of 291
switches to 40 switches of 123
switches of 103 syllable of 83
symbolic be 187 symbolic be 70
symbolic be 65 symbolic be 104
symptoms of 40 symptoms to 287
symptoms in 56 symptoms to 84
