sac of an old hernia 74
saw to it that taxes 43
saw to it that thomas 57
saw to it that wages 58
saw to it that water 127
saw to it that while 140
saw to it that within 74
saw to it that women 186
saw us in our blood 46
say as to who shall 326
say as to who would 204
say he do not refer 127
say he is all right 362
say he is not bound 54
say he is not gonna 45
say he is not happy 44
say he is not liable 69
say he is not never 67
say he is not quite 41
say he is not really 110
say he is not right 196
say he or she knows 48
say he or she wants 75
say he or she would 86
say if he had known 42
say if he had lived 44
say if he was alive 43
say if he was asked 43
say if he was right 97
say if he was still 42
say if it was after 63
say if it was really 53
say in as few words 457
say in my own favor 46
say in my own house 87
say in my own voice 42
say in my own words 280
say in the air force 59
say in the old plays 61
say in the real world 94
say is of any value 42
say it at this point 55
say it if you really 49
say it in few words 54
say it in his sleep 44
say it in this place 45
say it in two words 65
say it is all about 82
say it is all right 2912
say it is her fault 44
say it is his fault 100
say it is his right 43
say it is his taste 72
say it is let loose 41
say it is long since 45
say it is not anything 66
say it is not equal 42
say it is not fitting 126
say it is not found 45
say it is not healthy 81
say it is not known 55
say it is not never 54
say it is not often 78
say it is not poetry 66
say it is not quite 323
say it is not really 256
say it is not right 1650
say it is not strong 46
say it is not usual 40
say it is not within 65
say it is not working 69
say it is not yours 51
say it is now quite 75
say it is one which 67
say it is our blunt 53
say it is our fault 70
say it is that which 215
say it is too large 50
say it is too small 56
say it is too strong 72
say it so that people 59
say it to her mother 146
say it to his father 101
say it to his honor 90
say it to his mother 56
say it to our faces 60
say it to our shame 91
say it to you about 190
say it to you again 253
say it to you alone 91
say no at any point 62
say no at this point 70
say no if they could 48
say no if you asked 77
say no to her father 207
say no to her mother 225
say no to him again 54
say no to his father 89
say no to his mother 218
say no to his offer 57
say no to that which 70
say no to this woman 65
say of an old horse 53
say of it that would 40
say of it then either 162
say of the man whose 43
say of the one class 50
say of the two parts 47
say on the day after 64
say or do can alter 55
say or do can change 134
say or do now would 72
say or do that could 117
say or do that makes 105
say or do that might 132
say or do that which 195
say or do that would 1197
say or do things which 372
say or do with every 108
say so at this point 152
say so at this stage 77
say so if his grace 41
say so if you could 133
say so if you please 43
say so of one nearly 75
say so or they would 108
say so to her father 158
say so to her mother 43
say so to his father 43
say so to his mother 107
say the king and queen 57
say the thing that would 143
say to an old woman 40
say to it and about 45
say to me and about 81
say to me and others 51
say to me day after 47
say to me one morning 92
say to me that night 60
say to me that which 48
say to me that would 212
say to me this morning 231
say to my dear mother 90
say to my old woman 49
say to my own people 50
say to the man whose 80
say to the old woman 218
say to us and about 49
say up to six months 42
say up to this point 156
say we do not agree 104
say we do not belong 64
say we do not exist 68
say we do not fight 164
say we do not really 140
say we do not spend 50
say we eat and drink 259
seal by the oath which 66
seal in the aft field 66
seal up the things which 48
seam of an old wound 67
sear it on all sides 74
sear it on both sides 89
seas in the new world 67
seas of the new world 382
seas of the old world 318
seas on the east coast 41
seas or in any place 54
seas or in any river 52
seas to the new world 316
seat as the car moved 69
seat at the bar where 45
seat at the big table 152
seat at the far table 49
seat at the head table 538
seat at the long table 457
seat at the neat table 47
seat at the top table 842
seat in an arm chair 42
seat in an easy chair 135
seat in the big chair 74
seat in the car which 41
seat in the car while 45
seat in the day coach 171
seat in the easy chair 131
seat in the new house 177
seat in the ohio house 304
seat in the old apple 83
seat in the rear coach 42
seat is up for grabs 40
seat of an old chair 40
seat of my car while 44
seat of the big black 80
seat of the big rocking 90
seat of the big wagon 66
seat of the car after 71
seat of the car looking 49
seat of the car until 76
seat of the car where 261
seat of the car which 74
seat of the car while 536
seat of the easy chair 57
seat of the fur trade 143
seat of the lead wagon 114
seat of the new growth 82
seat of the new roman 52
seat of the old buick 104
seat of the old chevy 51
seat of the old roman 43
seat of the old truck 43
seat of the red wagon 65
seat of the war which 47
seat on the bar stool 54
seat on the far right 104
seat on the long bench 296
seat on the new board 106
seat or on his knees 46
seat so no one could 44
seat to an old woman 81
see as the two major 46
see by it how easily 56
see by the dim light 645
see he is all right 42
see if at any point 48
see if he can catch 571
see if he can change 86
see if he can drive 56
see if he can guess 98
see if he can match 75
see if he can offer 49
see if he can raise 80
see if he can really 74
see if he can shoot 54
see if he can solve 56
see if he can spare 75
see if he can stand 162
see if he can start 72
see if he can still 400
see if he can trace 77
see if he can track 122
see if he can write 86
see if he does anything 68
see if he had anything 1006
see if he had found 157
see if he had given 60
see if he had grown 65
see if he had moved 53
see if he had really 196
see if he had taken 238
see if he has anything 434
see if he has aught 53
see if he has found 54
see if he has really 125
see if he saw anything 56
see if he too could 68
see if he was about 87
see if he was alive 546
see if he was alone 524
see if he was armed 150
see if he was awake 1241
see if he was aware 93
see if he was breathing 552
see if he was dreaming 99
see if he was drunk 170
see if he was feeling 90
see if he was getting 346
see if he was growing 51
see if he was happy 58
see if he was holding 87
see if he was keeping 98
see if he was kidding 402
see if he was looking 354
see if he was missing 69
see if he was mocking 137
see if he was playing 90
see if he was pulling 62
see if he was putting 45
see if he was quite 50
see if he was really 1142
see if he was right 1888
see if he was running 63
see if he was sitting 52
see if he was smiling 230
see if he was sound 69
see if he was speaking 71
see if he was still 4436
see if he was strong 70
see if he was talking 315
see if he was telling 350
see if he was thinking 47
see if he was truly 122
see if he was under 45
see if he was waiting 85
see if he was willing 230
see if he was working 130
see if he was worthy 157
see if he yet would 49
see if it all works 64
see if it can really 58
see if it can stand 105
see if it can still 101
see if it does anything 107
see if it had anything 136
see if it had begun 50
see if it had grown 120
see if it had moved 81
see if it had really 99
see if it had taken 57
see if it has anything 201
see if it has grown 89
see if it has merit 81
see if it has moved 126
see if it has taken 67
see if it was about 41
see if it was alive 117
see if it was anything 169
see if it was breathing 50
see if it was burning 73
see if it was daddy 42
see if it was empty 249
see if it was false 40
see if it was fresh 107
see if it was fully 43
see if it was getting 227
see if it was green 51
see if it was growing 105
see if it was legal 60
see if it was light 53
see if it was loose 207
see if it was quite 82
see if it was raining 359
see if it was really 2268
see if it was right 903
see if it was running 122
see if it was sharp 111
see if it was snowing 50
see if it was solid 124
see if it was sound 91
see if it was steady 54
see if it was still 7727
see if it was strong 247
see if it was sweet 77
see if it was taken 45
see if it was tight 45
see if it was truly 117
see if it was valid 50
see if it was within 45
see if it was working 517
see if it was worthy 50
see if my own people 71
see if no new house 55
see if no one would 46
see if the air would 57
see if the boy could 86
see if the boy would 134
see if the car would 148
see if the cat would 48
see if the day comes 67
see if the dog would 118
see if the fog would 41
see if the ice would 66
see if the idea would 126
see if the lad harry 74
see if the law could 41
see if the law would 54
see if the man could 108
see if the man would 322
see if the may party 51
see if the men could 55
see if the men would 62
see if the new method 49
see if the new value 102
see if the old woman 234
see if the sun would 97
see if the two agree 48
see if the two could 65
see if the two parts 47
see if the two sides 71
see if the two spies 43
see if the two women 43
see if the war could 47
see if thy neat brain 56
see if we are awake 70
see if we are getting 109
see if we are really 244
see if we are right 232
see if we are still 528
see if we are truly 101
see if we are willing 87
see if we are worthy 126
see if we can agree 511
see if we can apply 403
see if we can avoid 178
see if we can begin 181
see if we can build 725
see if we can carry 64
see if we can catch 2927
see if we can change 397
see if we can check 84
see if we can cheer 56
see if we can climb 52
see if we can close 52
see if we can count 56
see if we can cover 43
see if we can crack 46
see if we can create 313
see if we can cross 46
see if we can drive 207
see if we can flush 77
see if we can force 51
see if we can frame 51
see if we can gather 168
see if we can grasp 47
see if we can guess 205
see if we can hurry 58
see if we can infer 49
see if we can knock 103
see if we can light 44
see if we can match 415
see if we can offer 66
see if we can patch 50
see if we can piece 85
see if we can place 125
see if we can prove 246
see if we can raise 226
see if we can really 130
see if we can reason 47
see if we can round 125
see if we can scare 193
see if we can shake 102
see if we can share 41
see if we can shift 44
see if we can shoot 61
see if we can solve 498
see if we can speed 54
see if we can spell 43
see if we can stand 93
see if we can start 675
see if we can state 67
see if we can still 543
see if we can trace 606
see if we can track 387
see if we can trade 76
see if we can trust 57
see if we can unearth 45
see if we can visit 52
see if we can write 176
see if we get anything 100
see if we get lucky 57
see if we got anything 43
see if we had anything 227
see if we hear anything 52
see if we see anything 52
see if ye can pilot 90
see in it all kinds 55
see in it any reason 140
see in it are yours 43
see in it that which 230
see in me that makes 56
see in me that which 65
see in my own house 196
see in re air crash 99
see in the air above 56
see in the dim light 4144
see in the low price 66
see in the new world 448
see in the old world 287
see in the poem which 96
see in the real world 2292
see in the sky above 83
see in the sky after 43
see in the sky every 49
see in the sky today 58
see in the things which 51
see in the two cases 47
see in the two women 40
see is in one place 160
see it as being about 83
see it as lying within 48
see it as one which 47
see it as one whole 368
see it as that which 111
see it as they would 54
see it as this sunny 51
see it as you drive 79
see it as you would 79
see it at all times 267
see it at all until 110
see it at any given 43
see it at any price 70
see it at its worst 206
see it at that point 42
see it at this point 145
see it at this stage 72
see it by any bible 50
see it by his arrow 129
see it do not stand 43
see it if you please 44
see it if you stand 126
see it if you would 41
see it in all kinds 47
see it in all sorts 41
see it in any shape 63
see it in her cheek 112
see it in her hands 58
see it in her shape 52
see it in her smile 80
see it in her steady 51
see it in his dreams 55
see it in his every 40
see it in his first 41
see it in his hands 133
see it in his indian 48
see it in his light 99
see it in his looks 70
see it in his movie 53
see it in his smile 59
see it in his works 83
see it in its beauty 114
see it in its final 98
see it in its first 150
see it in its glory 173
see it in its place 286
see it in its prime 109
see it in its right 180
see it in its setting 181
see it in its social 52
see it in its swift 60
see it in its total 55
see it in its usual 46
see it in its whole 81
see it in its wider 59
see it in our daily 60
see it in our dreams 95
see it in our faces 91
see it in our lives 102
see it in our minds 72
see it in our power 199
see it in that light 13110
see it in that proud 65
see it in that state 93
see it in this light 5171
see it in this state 45
see it in this world 128
see it is all right 467
see it is all stuff 51
see it is his grace 62
see it is not quite 234
see it is not really 136
see it is not right 51
see it is not working 58
see it is that women 42
see it is yet under 64
see it no one would 46
see it on all sides 250
see it on any human 64
see it on both sides 158
see it on his hands 42
see it or hear about 155
see it the day after 40
see me as you would 53
see me at all hours 71
see me at all times 168
see me at all until 105
see me at her house 89
see me at his house 376
see me at his place 54
see me at our house 50
see me in his cabin 69
see me in his house 83
see me in his study 87
see me in one piece 88
see me in six months 109
see me in six weeks 65
see me in that light 225
see me in that place 97
see me in that state 119
see me in this dress 289
see me in this guise 74
see me in this house 79
see me in this light 117
see me in this place 214
see me in this shape 41
see me in this state 701
see me in this world 55
see me in two months 42
see me in two weeks 249
see me the day after 739
see me up and about 164
see of me that which 40
see on the map below 71
see on the map where 75
see or to hear anything 169
see the king and asked 41
see the king and queen 2199
see the king and royal 55
see the sea all smooth 329
see to it all right 133
see to it she never 58
see to it that action 67
see to it that after 654
see to it that ample 58
see to it that anything 88
see to it that banks 76
see to it that basic 53
see to it that black 185
see to it that books 75
see to it that china 124
see to it that civil 48
see to it that crime 41
see to it that david 98
see to it that either 185
see to it that equal 48
see to it that every 15894
see to it that father 47
see to it that fewer 56
see to it that first 50
see to it that funds 124
see to it that george 61
see to it that girls 57
see to it that goods 111
see to it that henry 44
see to it that human 451
see to it that israel 144
see to it that japan 189
see to it that jesus 91
see to it that labor 420
see to it that large 74
see to it that learning 197
see to it that legal 49
see to it that loans 46
see to it that local 184
see to it that money 218
see to it that moral 57
see to it that negro 119
see to it that never 230
see to it that order 159
see to it that others 807
see to it that party 155
see to it that people 1474
see to it that peter 62
see to it that plans 92
see to it that power 80
see to it that right 131
see to it that rules 52
see to it that russia 145
see to it that sarah 55
see to it that small 85
see to it that social 163
see to it that sound 46
see to it that spain 50
see to it that staff 41
see to it that state 283
see to it that steps 43
see to it that taxes 89
see to it that trade 172
see to it that under 168
see to it that until 149
see to it that vital 53
see to it that wages 57
see to it that water 246
see to it that where 82
see to it that while 500
see to it that white 404
see to it that within 218
see to it that women 503
see to it that working 125
see to it that wrongs 50
see to it that yours 70
see to it they never 62
see to it you never 203
see to my own needs 113
see to the old woman 40
see up to this point 47
see us as real people 47
see us at all times 74
see us at his house 54
see us at his manse 47
see us at our hotel 120
see us at our house 81
see us at our worst 93
see us at this point 48
see us in our homes 53
see us in this light 60
see us in this state 47
see us in this world 40
see us on our guard 62
see us on our knees 82
see us the day after 98
see we do not agree 46
see ye do not spill 46
set as it was forming 211
set at the low level 69
set at the mean value 60
set at the new rooms 42
set at the top level 199
set by the air force 58
set by the two major 43
set in an area where 58
set in an area which 96
set in an old house 112
set in an old people 105
set in an old stone 47
set in as they began 115
set in at any point 47
set in at that point 41
set in at this period 62
set in at this point 361
set in at this stage 79
set in he had taken 84
set in in his favor 41
set in my own cabin 44
set in on all sides 214
set in on both sides 303
set in the area where 95
set in the day after 274
set in the hot ashes 101
set in the low brows 267
set in the new world 530
set in the old world 71
set in the real world 1054
set in the seat royal 146
set in the sun until 86
set is the one which 134
set is the set which 84
set it at his elbow 51
set it in his place 121
set it in hot water 64
set it in its place 2387
set it in its right 111
set it in pin curls 41
set it on her knees 82
set it on her plate 113
set it on his chest 42
set it on his knees 115
set it on his plate 70
set it on its stand 165
set it to any value 103
set it up and began 54
set it up and start 66
set it up for later 51
set me in this place 135
set me up all right 41
set of my own books 127
set on an end table 42
set on by his mother 114
set on the day after 40
set on the east coast 218
set on the hot plate 80
set on the long table 45
set on the low table 231
set on the pad round 44
set on the path which 130
set on the things above 63
set on the things which 69
set on the top floor 42
set on the top shelf 121
set on the top thereof 102
set on to his sword 55
set on to read latin 50
set to an air which 73
set to go off after 279
set to go off every 151
set to go off within 208
set to the mean value 160
set to the new value 496
set to the old music 54
set up an air force 62
set up an area where 98
set up an art studio 65
set up as his rival 267
set up as they would 41
set up as you would 67
set up at all major 53
set up at all times 88
set up at any given 57
set up at any place 112
set up at any point 569
set up at each level 85
set up at each place 49
set up at each point 90
set up at his grave 43
set up at his house 170
set up at new delhi 173
set up at oak ridge 58
set up at one place 50
set up at one point 137
set up at that place 65
set up at that point 150
set up at this meeting 68
set up at this period 97
set up at this place 111
set up at this point 787
set up at this stage 221
set up by and under 43
set up by both sides 80
set up by each party 41
set up by each state 96
set up by her father 467
set up by her mother 201
set up by his father 1471
set up by his grave 101
set up by his mother 261
set up by his party 44
set up by his uncle 72
set up by his widow 43
set up by its motion 40
set up by men whose 44
set up by one party 102
set up by sir henry 41
set up by sir thomas 62
set up by that party 51
set up by them shall 51
set up by this group 59
set up by this house 110
set up by this method 57
set up do not pluck 100
set up in all cases 48
set up in all large 54
set up in all major 351
set up in all parts 491
set up in all sorts 47
set up in all towns 103
set up in and about 129
set up in any given 63
set up in any place 321
set up in any state 59
set up in any trade 70
set up in asia minor 112
set up in each house 168
set up in each local 77
set up in each major 78
set up in each plant 45
set up in each region 391
set up in each state 2683
set up in her honor 79
set up in her house 138
set up in her place 117
set up in his brain 55
set up in his cabin 45
set up in his father 183
set up in his first 45
set up in his front 122
set up in his honor 377
set up in his house 1259
set up in his kingdom 76
set up in his place 4668
set up in his royal 47
set up in his studio 114
set up in his study 73
set up in his trade 49
set up in its favor 83
set up in its final 58
set up in its midst 67
set up in its place 11441
set up in new delhi 847
set up in new haven 105
set up in new spain 107
set up in one place 264
set up in our hearts 315
set up in our house 112
set up in our lives 62
set up in our midst 117
set up in our minds 279
set up in our souls 70
set up in our state 198
set up in our world 67
set up in san diego 45
set up in that house 50
set up in that period 50
set up in that place 205
set up in that region 129
set up in that state 334
set up in this field 281
set up in this house 156
set up in this kingdom 51
set up in this paper 93
set up in this period 668
set up in this place 539
set up in this region 656
set up in this space 48
set up in this state 215
set up in this study 526
set up in this world 379
set up in two hours 42
set up in two lines 43
set up in two parts 169
set up in two rooms 72
set up is not known 103
set up is one which 112
set up it was found 83
set up my own studio 77
set up on all roads 107
set up on all sides 141
set up on both sides 798
set up on his books 52
set up on his grave 60
set up on its altar 45
set up on its angles 65
set up on its books 428
set up on its ruins 124
set up on its stand 43
set up on one table 56
set up on that basis 151
set up on this basis 492
set up so she could 69
set up so that after 113
set up so that either 54
set up so that every 488
set up so that local 47
set up so that people 777
set up so that rival 65
set up so that users 151
set up so that women 52
set up so they could 155
set up so they would 51
set up so you could 58
set up the air force 45
set up the new house 43
set up the new kingdom 80
set up the new nation 101
set up the new order 109
set up the new party 60
set up the new plant 57
set up the new state 339
set up the old trade 67
set up the red cross 93
set up the two tents 41
set up the war whoop 219
set up to bring about 948
set up to bring order 53
set up to dry within 689
set up to hear cases 142
set up to this point 83
set up to try cases 205
set up to use either 43
set us in this world 55
set us on our guard 182
sex in the real world 215
sex in the way which 53
sex is to all women 102
sex of the dead child 51
sex of the egg which 166
sex or of both sexes 135
sex or of his shape 47
sex or to both sexes 213
she be an old woman 46
she be if she could 59
she be in any danger 55
she be on her guard 57
she by the box sweet 41
she do if her father 80
she do if her mother 60
she do if she could 138
she do if she finds 53
she do if she found 199
she do in her spare 74
she do or say anything 66
she go to her father 211
she go to her mother 167
she go to his house 67
she in the one denial 44
she in thy not chiding 84
she is an old nurse 56
she is an old woman 1583
she is as far above 93
she is at all aware 56
she is at all times 580
she is at any given 154
she is at her father 175
she is at her mother 116
she is at her worst 168
she is at his mercy 113
she is at that place 228
she is at that point 44
she is at this point 193
she is at this stage 55
she is in all legal 65
she is in any danger 173
she is in any doubt 74
she is in any sense 108
she is in bad hands 59
she is in bad shape 57
she is in her cycle 55
she is in her eighth 40
she is in her father 375
she is in her final 45
she is in her first 544
she is in her fourth 52
she is in her glory 47
she is in her grave 4009
she is in her house 136
she is in her mother 209
she is in her period 109
she is in her place 179
she is in her prime 232
she is in her right 496
she is in her teens 138
she is in her usual 59
she is in his hands 70
she is in his house 59
she is in his power 317
she is in his sight 50
she is in one sense 115
she is in our hands 55
she is in our power 66
she is in real danger 105
she is in that happy 40
she is in that house 81
she is in that stage 68
she is in that state 194
she is in this danger 48
she is in this house 281
she is in this kingdom 43
she is in this sense 67
she is in this state 378
she is in this world 127
she is my own child 129
she is my own flesh 79
she is my own mother 89
she is my own niece 80
she is of her mother 46
she is of that proud 73
she is of that right 51
she is of this world 52
she is of two minds 56
she is on all fours 75
she is on all sides 53
she is on bad terms 48
she is on her first 98
she is on her guard 175
she is on her hands 86
she is on her knees 566
she is on her mother 49
she is on his right 47
she is so far above 76
she is the old woman 76
she is the one mother 43
she is the one whose 323
she is the one woman 384
she is the real mother 101
she is the real owner 61
she is the real power 42
she is the real ruler 45
she is to her father 117
she is to her mother 233
she is to his blank 47
she is to his uncle 64
she is up and about 648
she it is who gives 59
she it is who sends 47
she or he can begin 62
she or he can change 41
she or he can easily 52
she or he can never 79
she or he can offer 53
she or he can still 122
she or he goes about 51
she or he had never 53
she or he has about 41
she or he has found 115
she or he has given 64
she or he has lived 66
she or he has never 151
she or he has spent 57
she or he has taken 104
she or he may begin 65
she or he may never 47
she or he may still 85
she or he was asked 90
she or he was given 46
she or he was never 40
she or he was willing 57
she to be set aside 66
she to do with anything 54
shoe it is too small 77
shy as to his skill 41
shy of the big people 44
shy of us two irish 50
singing as he had never 136
singing as if they would 55
singing in an old voice 53
singing in the air about 41
singing in the air above 90
singing in the dry grass 175
singing in the sky above 76
singing of an old woman 94
singing of the old hymns 173
singing of the old people 199
singing of the real world 115
singing to the two large 87
sin in the old times 56
sin is of two kinds 49
sin to be that which 41
sin to do that which 45
sip of tea and began 44
sip of tea and leaned 41
sip of the hot drink 84
sip of the ice water 58
sit at my own table 95
sit at the bar while 68
sit at the big table 333
sit at the head table 1252
sit at the long table 385
sit at the top table 284
sit by it for hours 49
sit by me and amuse 93
sit by me and cheer 85
sit by me two hours 60
sit by the dead fires 46
sit by the old dutch 54
sit in an arm chair 127
sit in an easy chair 2662
sit in it and watch 165
sit in it for hours 171
sit in my big chair 50
sit in my easy chair 157
sit in my lap while 111
sit in my old chair 88
sit in my old place 55
sit in my own chair 54
sit in my own house 103
sit in on any meeting 46
sit in on her class 55
sit in on his class 82
sit in on our meeting 105
sit in on that meeting 59
sit in on this meeting 286
sit in the big chair 604
sit in the big leather 66
sit in the car until 280
sit in the car waiting 83
sit in the car while 1109
sit in the dim light 132
sit in the easy chair 351
sit in the hot water 202
sit in the long grass 66
sit in the new house 81
sit in the old chair 45
sit in the old rocking 83
sit in the one chair 57
sit in the pew where 59
sit in the red chair 60
sit in the seat which 65
sit in the sun after 63
sit in the sun again 51
sit in the sun under 70
sit in the sun until 194
sit in the sun while 175
sit on an easy chair 81
sit on it and watch 118
sit on it any longer 113
sit on it for hours 75
sit on my bed while 42
sit on my head which 91
sit on my lap while 244
sit on the bar stool 65
sit on the bed again 119
sit on the bed until 90
sit on the bed where 50
sit on the bed while 368
sit on the easy chair 50
sit on the far right 97
sit on the long bench 82
sit on the low stone 99
sit on the low stool 92
sit on the mud floor 55
sit on the old stone 46
sit on the one chair 57
sit on the sun porch 72
sit on the team bench 56
sit on the top stair 66
sit on the wet grass 86
sit to eat and drink 42
sit up in bed after 70
sit up in bed again 74
sit up in bed gasping 83
sit up in bed until 63
sit up in bed while 59
sit up in her chair 154
sit up in her house 53
sit up in his chair 475
sit up in his grave 183
sit up in that chair 66
sit up in this chair 52
sit up on one elbow 41
sit up so she could 131
sit up to all hours 204
six in the may morning 42
six of it for grace 71
six of the few peers 106
six of the new court 90
six of the ten books 45
six of the ten cases 192
