sadly tired of their wayfaring 130
souls crawl on their bellies 54
sound broke the deep silence 147
sound broke the heavy silence 100
sound could be heard outside 159
sound crude in their brevity 54
sound shape of early lexical 42
sound waves to find objects 103
sound which is just audible 51
space could be seen between 46
space shall be left between 90
space where so many virtues 69
space which is left between 130
space which we have devoted 58
space would be left between 92
spake words of high disdain 359
spark within us will glimmer 43
speaking about the same subject 116
speaking again in very general 41
speaking nation in north america 40
speaking nearly the same language 163
speaking people in north america 250
speaking people of north america 216
speaking people of south america 44
speaking under the same sanction 65
speaks while the other listens 51
speed would be their patient 53
spell words of three letters 52
spend money on some objects 41
spend money on their religion 62
spent about an hour together 139
spent nearly an hour wandering 40
spent parts of three summers 48
spicy morning in early october 244
spiking turks or arming warriors 55
spine under the vast surface 71
spoke about the shop himself 42
spoke nearly the same language 616
spoke words of high disdain 94
spongy grass is more welcome 45
spots might be more noticed 156
spots which the city affords 123
stage plays in their written 55
stage where it will support 40
stage where the same persons 62
stain where the peach reddens 64
stand again to look america 165
stand could be made against 449
stand might be made against 47
stand still in their courses 42
stand still in these matters 49
stand still to their despair 46
stand taken by great britain 178
stand taken in these matters 60
stand under the same archway 110
stand which he made against 403
stand which he took against 306
stand would be made against 126
stare after no more wenches 64
stark blind to what employs 41
stars based on their spectra 51
stars could be seen twinkling 45
start again on their journey 46
start could be made towards 51
start looking at their watches 81
start speaking the same language 85
state court in early january 99
state court or other judicial 197
state engine to make mankind 128
state funds to help finance 84
state funds to such schools 45
state might be best defined 93
state motto on their license 62
state seeks in some aspects 90
state under the most perfect 50
state visit to great britain 114
state visit to west germany 253
state which is more intense 55
state which the verb asserts 57
state would be well advised 74
state would be well ordered 57
stating facts on what appeared 72
steady state in open systems 88
steady stream of foot traffic 62
steady stream of high quality 53
steady stream of news releases 88
steady stream of news reports 48
steals close to your bedside 149
steaming bowls of clam chowder 44
steed began to move briskly 84
steel mills in south chicago 72
steel mills of south chicago 211
steel shell of angry worship 72
steel works in great britain 49
steel works in south chicago 47
steep plank to what appeared 49
steep sides of these summits 41
steps below the corn exchange 57
steps could be heard outside 40
steps taken by great britain 141
steps which he took against 43
steps which he took towards 109
stern nymph of soul untamed 47
stick began to grow shorter 112
still abiding on their spirits 89
still acted as their general 104
still bound by your promise 50
still count on your support 41
still crowd the weary shadows 54
still dwelt in great numbers 72
still exist in fair numbers 56
still exist in great britain 47
still exist in great numbers 229
still exist in north america 111
still exist in some unknown 50
still exist in south america 59
still exist in their natural 68
still faced the same problem 41
still fails to take account 77
still finds it very nauseous 53
still forms the great southern 92
still found in great numbers 305
still found in many schools 75
still found in some numbers 86
still found in south america 44
still found in these gospels 74
still gives me great pleasure 53
still gives the best results 53
still growing is like shoveling 153
still holding the same position 43
still holds the same position 98
still keeping the face towards 52
still known by their ancient 59
still known to their british 68
still known to think himself 82
still leaves an open question 46
still lived in their parents 63
still loyal to great britain 59
still others by what medical 69
still proud of your british 44
still seems an open question 44
still serve the same function 49
still serve the same purpose 585
still serving the same purpose 66
still shining in their courses 130
still showing the same austere 43
still speaking the same language 218
still spoke the same language 533
still under the firm control 70
still within the same general 57
still within the same limited 110
still would be hard pressed 73
stone house of three stories 40
stone might be swinging between 63
stony hearts of your enemies 113
stood aloft in their chariots 65
stood drawn up bolt upright 145
stood round the wide archway 54
stood within the full current 53
store water in their tissues 278
story about the bank robbery 46
story about the link between 54
story about the love between 91
story about the race between 58
story which is just unfolding 141
story which is very similar 46
story which the youth related 81
stray about by holy crosses 265
stream which we were following 49
strip people of their dignity 47
strong cords of their passions 90
strong drink of your enemies 66
strong feeling in india against 40
strong force of heavy bombers 50
strong force of union cavalry 110
strong light of these candles 49
strong lusts of their natures 51
strong mayor or city manager 49
strong might be their dislike 88
strong party of their warriors 56
strong point or other foreign 58
strong power in north germany 82
strong proof of their anxiety 54
strong sense of duty induced 62
strong sense of duty towards 304
strong sense of their history 43
strong sense of their national 69
strong sense of time urgency 218
strong ships of great content 43
strong sugar or salt solution 70
strong views on such matters 56
strong views on these matters 75
study based on data gathered 74
study found no link between 67
study found the same pattern 42
study people in their natural 171
study under the best masters 286
study under the best teachers 113
study under the great masters 45
study would at once believe 122
study would be more meaningful 45
style seems to have emerged 40
style which he made popular 42
style which is most natural 131
sugar maple of north america 57
sunny sails of those vessels 56
surge beneath the calm surface 121
sweet bliss of soft oblivion 44
sweet smell of holy letters 66
sweet smell of pipe tobacco 43
swept round in huge rainbow 106
sword alone at last becomes 50
swore never to miss answering 52
