sea almost out of sight 44
so clearly and so fully 185
so clearly and so often 134
so clearly did he prove 45
so clearly for the first 52
so clearly out of place 65
so clearly that he could 598
so clearly that he makes 64
so clearly that he might 49
so clearly that he would 76
so clearly that it could 261
so clearly that it might 66
so clearly that it needs 50
so clearly that it ought 63
so clearly that it seems 146
so clearly that it would 266
so clearly that no doubt 67
so clearly that no reader 100
so clearly that the reader 292
so clearly that the whole 106
so clearly that the world 50
so clearly that we could 77
so clearly that we shall 43
so clever that he could 354
so clever that he would 84
so clever that it could 41
so clever that it might 47
so clever that it would 58
so clever that no array 48
so cloudy that we could 58
so clumsy that he could 102
so clumsy that it could 56
so coarse and my boots 89
so coarse that it could 51
so coarse that it would 53
so coldly that the indian 96
so comely did he appear 86
so common and so easily 229
so common and so fatal 167
so common and so often 254
so common and so strong 80
so common that he could 57
so common that it ceased 72
so common that it ceases 61
so common that it could 287
so common that it makes 57
so common that it might 263
so common that it needs 162
so common that it often 134
so common that it seems 565
so common that it would 596
so common that the people 196
so common that the reader 145
so common that the state 46
so common that we might 59
so common that we never 90
so common that we often 156
so common that we would 57
so copious and so plain 57
so copious and so strong 96
so copious that it would 43
so cordial that he could 43
so cordial was the parting 78
so costly that it could 117
so costly that it would 332
so created that he might 40
so crushing that it would 45
so curious that it would 45
so curved that the house 40
so curved that the water 68
so dainty that he could 121
so dazzling that he could 75
so dazzling that it would 120
so deafening that we could 40
so deafening was the noise 70
so deeply and so often 75
so deeply and so truly 95
so deeply and to which 48
so deeply did he appear 60
so deeply did it touch 93
so deeply had the devil 56
so deeply read in human 50
so deeply that at times 41
so deeply that he began 75
so deeply that he could 1135
so deeply that he feared 48
so deeply that he found 59
so deeply that he nearly 40
so deeply that he never 279
so deeply that he spoke 46
so deeply that he would 463
so deeply that he wrote 140
so deeply that it could 265
so deeply that it makes 50
so deeply that it might 55
so deeply that it seems 93
so deeply that it takes 41
so deeply that it would 281
so deeply that my whole 40
so deeply that the blood 49
so deeply that the water 46
so deeply that the whole 101
so deeply that we could 69
so deeply was he moved 162
so deeply was the notion 56
so deftly and so neatly 56
so deftly that he could 55
so deftly that the reader 43
so devout that he would 50
so dismal that it might 87
so dismal was the sound 90
so divine and so human 40
so drowsy that he could 124
so eagerly did he press 78
so eagerly did the people 47
so eagerly that he would 65
so earnest and so sweet 49
so earnest that it would 110
so elated that he could 102
so engaged with the quilt 65
so english all the while 110
so eroded that it could 40
so escaping may be found 149
so exacting that it would 48
so exciting that he could 67
so exists that it needs 282
so expert that he could 229
so expert that we could 42
so expert with the rifle 72
so famous and so fatal 47
so famous and so feared 40
so famous for the beauty 40
so famous that he could 79
so famous that it would 44
so fearful that he could 52
so fearful that he might 51
so fearful that he would 145
so fearful that it might 55
so feeble had he grown 199
so feeble that he could 1880
so feeble that he might 126
so feeble that it could 433
so feeble that it durst 82
so feeble that it might 58
so feeble that it would 189
so feeble that the blood 93
so feeble that the pulse 43
so feeble that we could 88
so feeble was the power 45
so fervid and so fiery 247
so fierce and so rapid 73
so fierce and so strong 75
so fierce that at times 43
so fierce that he could 313
so fierce that he dares 51
so fierce that he would 118
so fierce that it could 139
so fierce that it drove 70
so fierce that it would 144
so fierce that the whole 133
so fierce that we could 55
so fierce was the onset 53
so fierce was the shock 54
so fierce was the storm 59
so filled with the beauty 109
so filled with the facts 46
so filled with the glory 118
so filled with the grace 73
so filled with the light 123
so filled with the noise 41
so filled with the notion 65
so filled with the power 186
so filled with the scent 40
so filled with the sense 298
so filled with the smoke 125
so filled with the sound 71
so filled with the store 52
so finely for the stuff 55
so firmly are the major 50
so firmly that he could 460
so firmly that he never 42
so firmly that he would 212
so firmly that it could 350
so firmly that it seems 64
so firmly that it would 327
so firmly that no arrow 42
so firmly that no change 77
so firmly that no power 63
so firmly that the water 40
so firmly that the whole 136
so firmly that we could 42
so firmly was it fixed 65
so firmly with the first 41
so fitted for the knave 88
so flawed that it would 50
so fleeting and so vague 58
so flimsy that it could 62
so flimsy that it would 80
so flimsy that the sound 70
so florid that it seems 110
so fluent that he could 45
so formal and so stiff 42
so formed can be lasting 52
so formed that he could 44
so formed that it could 119
so formed that it would 244
so formed that the water 109
so framed that he could 83
so framed that it could 135
so framed that it might 76
so framed that it would 134
so framed that the people 49
so framed that the pupil 44
so freely and so fully 145
so freely and so often 211
so freely that he could 42
so freely that it seems 42
so freely that it would 53
so friable that it could 79
so frozen that he could 303
so frozen that it could 54
so frozen that we could 87
so furious that he began 49
so furious that he could 245
so furious that he nearly 41
so furious that he would 156
so gentle and so brave 64
so gentle and so lofty 41
so gentle and so quiet 50
so gentle and so strong 123
so gentle and so sweet 145
so gentle that he could 101
so gentle that he would 78
so gentle that it could 88
so gentle that it might 104
so gentle that it seems 51
so gentle that it would 91
so gentle that ye could 73
so gently that at first 62
so gently that he could 49
so gently that he never 41
so gently that he would 49
so gently that it could 52
so gently that it might 88
so gently that it seems 50
so gently that it would 42
so gently that we could 47
so gifted and so fated 49
so gifted that he could 184
so gifted with the power 85
so golden and so noble 41
so gorged that he could 47
so graded that the voids 60
so graded that the water 48
so greatly and so often 55
so greatly does it raise 43
so greatly that by reason 46
so greatly that he could 244
so greatly that he would 167
so greatly that it could 101
so greatly that it seems 40
so greatly that it would 268
so greatly was he moved 41
so greatly was the pride 85
so greedy are the people 43
so greedy that he would 92
so grieving that he shuts 59
so guilty that he could 57
so guilty that he would 56
so happen that the cause 46
so happen that the first 61
so happen that the major 43
so happen that the stock 58
so happen that the whole 133
so happen that we never 76
so happen that we shall 102
so heavily and so often 42
so heavily did the world 76
so heavily that at times 78
so heavily that he could 440
so heavily that he would 117
so heavily that it could 84
so heavily that it would 144
so heavily that the above 40
so heavily that the roads 58
so heavily that the water 66
so heavily that the whole 203
so heavily that we could 280
so hidden that he could 73
so hidden that it could 45
so hideous that he could 48
so hideous that it would 46
so hideous that to repeat 108
so highly did he prize 101
so highly did he value 113
so highly does he value 44
so highly for the grand 114
so highly that he could 58
so highly that he would 257
so highly that he wrote 50
so highly that it would 57
so hoarse that he could 649
so hollow that it seems 108
so honest that he could 79
so honest that he might 41
so honest that he would 135
so honest that it could 72
so honest with me about 40
so humane that he loved 63
so humane that he would 50
so humble and so proud 43
so humble and so sweet 51
so humble that he could 123
so humble that he might 108
so humble that he never 42
so humble that he would 78
so imbued with the feeling 67
so imbued with the notion 119
so imbued with the sense 123
so imbued with the smoke 54
so imbued with the value 52
so indeed that he could 51
so infirm that he could 294
so inform all the world 55
so ingenious that it seems 43
so ingenious that it would 58
so insane that he could 51
so intent and so quick 55
so jealous and so proud 42
so jealous for the glory 51
so jealous that he could 78
so jealous that he would 151
so joyful and so proud 59
so joyful that he could 101
so justly dear to every 41
so keenly that he could 125
so keenly that he would 47
so keenly that he wrote 50
so kindly and so sadly 54
so kindly read it aloud 63
so kindly that he could 42
so lately and so fully 82
so learned that he could 227
so likely that he would 78
so likely that it would 40
so limpid that we could 55
so little and of which 73
so little and so badly 267
so little and so blind 47
so little and so light 104
so little and so small 121
so little can be found 95
so little can be known 322
so little can be taken 240
so little can he drive 53
so little can we trust 52
so little did he appear 42
so little did he really 60
so little did he trust 46
so little did he value 188
so little did it appear 44
so little did the parts 40
so little does it appear 78
so little does the world 48
so little for the cause 87
so little for the lives 64
so little for the people 165
so little for the world 91
so little how or where 56
so little idea of where 56
so little that he could 921
so little that he might 59
so little that he never 231
so little that he would 245
so little that is close 49
so little that is really 188
so little that is truly 45
so little that is worthy 43
so little that it could 372
so little that it makes 42
so little that it might 169
so little that it never 42
so little that it seems 179
so little that it still 55
so little that it would 669
so little that the change 54
so little that the elves 217
so little that the money 264
so little that the whole 114
so little that we could 303
so little that we might 56
so little that we shall 57
so little that we would 43
so little was at stake 47
so little was he aware 123
so little was it known 59
so little was the house 75
so little with the world 117
so lively all the while 46
so lively and so strong 41
so lively that it could 47
so lively that it shall 98
so loaded that he could 113
so lonely and so quiet 41
so lonely and so strong 56
so lonely that he could 66
so lonely that he would 65
so loudly and so often 350
so loudly that at times 52
so loudly that he could 848
so loudly that he feared 81
so loudly that he might 43
so loudly that he would 66
so loudly that it could 359
so loudly that it echoed 128
so loudly that it might 81
so loudly that it shook 48
so loudly that it would 154
so loudly that my father 49
so loudly that my mother 51
so loudly that the birds 44
so loudly that the child 40
so loudly that the crowd 46
so loudly that the judge 50
so loudly that the light 49
so loudly that the mother 46
so loudly that the music 43
so loudly that the noise 225
so loudly that the others 83
so loudly that the people 264
so loudly that the sound 898
so loudly that the walls 141
so loudly that the whole 1316
so loudly that the woman 62
so loudly that the words 56
so loudly that we could 226
so lovely and so sweet 163
so lovely and so winning 123
so lovely out of doors 88
so lovely that he could 133
so lovely that it seems 82
so lovely that it would 148
so marked him at first 40
so marked that at first 178
so marked that at times 63
so marked that he could 177
so marked that he would 43
so marked that it could 260
so marked that it makes 52
so marked that it might 254
so marked that it seems 274
so marked that it would 306
so marked that the bleating 54
so marked that the blood 50
so marked that the child 305
so marked that the people 47
so marked that the upper 46
so marked that the whole 195
so marked that we could 52
so marked was the change 103
so mature and so grave 41
so mighty and so awful 44
so mighty that he could 73
so mighty that it could 150
so mighty that it would 43
so mighty that the angels 44
so mighty was the magic 129
so mighty was the power 44
so mighty was the spell 94
so minute and so close 41
so minute that it could 213
so minute that it might 74
so minute that it seems 44
so minute that it takes 106
so minute that it would 348
so minute that the whole 130
so mobile that it could 46
so modern and so vital 55
so modern that it might 40
so modest all the while 48
so modest that he could 74
so modest that he never 81
so modest that he would 124
so modest that it could 49
so modest that it would 60
so narrow and so easily 101
so narrow and so short 43
so narrow and so small 51
so narrow and so steep 106
so narrow and the walls 46
so narrow that at times 121
so narrow that he could 990
so narrow that he would 49
so narrow that in order 89
so narrow that it could 865
so narrow that it leaves 41
so narrow that it looks 94
so narrow that it might 271
so narrow that it seems 159
so narrow that it would 810
so narrow that the blood 68
so narrow that the dense 94
so narrow that the girls 51
so narrow that the light 196
so narrow that the mules 53
so narrow that the party 43
so narrow that the people 105
so narrow that the river 87
so narrow that the rocks 64
so narrow that the ships 92
so narrow that the sides 69
so narrow that the trees 230
so narrow that the walls 68
so narrow that the water 312
so narrow that the whole 194
so narrow that we could 894
so narrow was the gleaning 44
so narrow was the space 90
so neither are we bound 101
so neither are we sorry 43
so neither can it change 70
so neither can we alter 74
so neither can we truly 67
so neither does it alter 112
so neither does it exist 55
so neither does the logic 96
so neither was it winning 245
so neither was the queen 69
so nicely that it could 48
so nicely with the stare 49
so nimble that he sprang 49
so nobody has the right 99
so numbed that he could 68
so obtuse that he could 104
so obvious and so easily 280
so obvious and so often 57
so obvious and so strong 87
so obvious that at first 86
so obvious that he could 444
so obvious that he would 112
so obvious that it calls 69
so obvious that it could 808
so obvious that it leaves 42
so obvious that it makes 107
so obvious that it might 432
so obvious that it needs 1246
so obvious that it never 103
so obvious that it often 55
so obvious that it ought 181
so obvious that it seems 1250
so obvious that it takes 59
so obvious that it tends 84
so obvious that it would 1734
so obvious that no proof 48
so obvious that the actor 289
so obvious that the author 57
so obvious that the court 96
so obvious that the first 349
so obvious that the merit 98
so obvious that the people 86
so obvious that the point 99
so obvious that the reader 261
so obvious that the state 49
so obvious that the whole 262
so obvious that the world 54
so obvious that to state 45
so obvious that we could 102
so obvious that we might 140
so obvious that we never 53
so obvious that we often 108
so obvious that we shall 124
so obvious that we would 173
so openly that it would 154
so packed that we could 48
so pallid and so harsh 46
so paltry that the piety 63
so passed out of roaring 116
so passed out of sight 96
so patent that it could 52
so patent that it seems 49
so piercing that it could 43
so piercing that it might 40
so placed near the altar 46
so placed that he could 996
so placed that he might 118
so placed that he would 64
so placed that it comes 45
so placed that it could 765
so placed that it forms 74
so placed that it makes 87
so placed that it might 217
so placed that it rests 41
so placed that it seems 79
so placed that it shall 215
so placed that it takes 43
so placed that it would 410
so placed that no light 45
so placed that the birds 51
so placed that the blood 53
so placed that the child 116
so placed that the coils 41
so placed that the edges 69
so placed that the enemy 73
so placed that the feather 52
so placed that the field 99
so placed that the first 114
so placed that the flame 106
so placed that the focus 77
so placed that the forks 55
so placed that the front 141
so placed that the grain 55
so placed that the image 302
so placed that the inner 43
so placed that the light 2492
so placed that the lines 188
so placed that the lower 193
so placed that the opening 147
so placed that the outer 112
so placed that the parts 51
so placed that the plane 326
so placed that the point 138
so placed that the reader 98
so placed that the readings 41
so placed that the right 157
so placed that the sound 890
so placed that the space 80
so placed that the total 56
so placed that the upper 366
so placed that the water 774
so placed that the whole 326
so placed that we could 169
so pleased and so happy 50
so pleased and so proud 70
so pleased that he asked 270
so pleased that he began 73
so pleased that he could 269
so pleased that he would 151
so pleased that he wrote 205
so pleased with the beauty 122
so pleased with the change 139
so pleased with the final 58
so pleased with the first 181
so pleased with the house 42
so pleased with the match 40
so pleased with the music 66
so pleased with the place 272
so pleased with the sight 75
so pleased with the skill 47
so pleased with the sound 146
so pleased with the story 83
so pleased with the taste 169
so pleased with the title 41
so pleased with the whole 129
so pleased with the widow 48
so pleased with the world 247
so pliable that he finds 41
so polite are we grown 94
so poorly that he could 70
so poorly that he would 75
so poorly that it would 54
so porous that the water 176
so posted that it could 52
so potent and so odious 76
so potent that it could 173
so potent that it would 155
so potent was the spell 98
so pressing that he could 384
so pressing that he found 53
so pressing that it could 195
so pressing that it would 55
so pressing was the danger 63
so pretty and so happy 47
so pretty and so small 103
so pretty and so smart 100
so pretty and so sweet 173
so pretty that he could 133
so pretty that it would 65
so prompt and the glory 51
so proper for the linen 43
so proves that the change 59
so public that it would 42
so putrid that we could 129
so ragged that it would 42
so rarely that it would 107
so readily and so easily 102
so readily and so fully 51
so readily and so often 94
so readily that he might 113
so readily that it seems 64
so recent and so rapid 73
so recent and so strong 45
so recent that he could 51
so recent that it could 65
so recent that it seems 62
so recent that it would 116
so recent that no denial 41
so remote and so lacking 44
so remote that he could 270
so remote that he would 47
so remote that it could 355
so remote that it faced 88
so remote that it might 149
so remote that it seems 116
so remote that it takes 95
so remote that it would 451
so remote that the light 169
so remote that the people 57
so remote that the sheer 49
so remote that we could 116
so rotten that he stunk 46
so rotten that it broke 60
so rotten that it could 130
so rotten that it would 151
so rudely and so large 100
so rugged that it ought 52
so rugged that it would 64
so ruined that we could 47
so sacred that he could 70
so sacred that he would 76
so sacred that it could 266
so sacred that it might 118
so sacred that it would 77
so sacred that no woman 51
so sacred that the people 43
so safely and so easily 85
so scanty and so stern 44
so scanty that he could 77
so scanty that it could 81
so scanty that it seems 48
so scanty that it would 92
so scanty that the reader 42
so scarce and the price 45
so scarce that he could 73
so scarce that it could 235
so scarce that it would 143
so scarce that the people 168
so scarce that the price 85
so scarce that we could 167
so scared that he could 407
so scared that he never 55
so scared that he would 191
so scared that it would 43
so scared that my knees 45
so scared that we could 51
so searching and so strong 83
so secret and so close 377
so secret and so rapid 72
so secret that he could 126
so secret that he would 71
so secret that it could 360
so secret that it would 40
so secure that he could 707
so secure that he would 44
so secure that it could 226
so secure that it never 53
so secure that it would 74
so seldom that he could 62
so seldom that it could 40
so seldom that it would 66
so serene that the falling 51
so serious and so grave 42
so serious and the state 44
so serious that an appeal 135
so serious that at times 56
so serious that he could 517
so serious that he might 55
so serious that he never 41
so serious that he would 197
so serious that he wrote 42
so serious that in april 50
so serious that it calls 43
so serious that it could 635
so serious that it makes 65
so serious that it might 188
so serious that it needs 54
so serious that it ought 42
so serious that it seems 101
so serious that it would 764
so serious that the board 79
so serious that the child 131
so serious that the court 62
so serious that the local 67
so serious that the people 119
so serious that the prime 73
so serious that the state 320
so serious that the whole 261
so serious that we could 92
so serious that we shall 43
so serious that we would 59
so severe and the roads 44
so severe that at first 64
so severe that at times 227
so severe that he began 52
so severe that he could 1599
so severe that he feared 58
so severe that he found 70
so severe that he might 47
so severe that he never 120
so severe that he often 56
so severe that he spent 46
so severe that he would 337
so severe that in spite 46
so severe that it could 542
so severe that it drove 87
so severe that it kills 80
so severe that it leaves 49
so severe that it makes 193
so severe that it might 200
so severe that it nearly 70
so severe that it often 100
so severe that it seems 126
so severe that it takes 57
so severe that it would 926
so severe that the blood 193
so severe that the bones 60
so severe that the brain 49
so severe that the child 1355
so severe that the enemy 88
so severe that the fetus 141
so severe that the first 59
so severe that the horse 65
so severe that the local 59
so severe that the mother 97
so severe that the people 237
so severe that the price 59
so severe that the queen 100
so severe that the river 156
so severe that the small 42
so severe that the state 69
so severe that the thames 52
so severe that the water 161
so severe that the whole 368
so severe that the woman 142
so severe that the women 49
so severe that we could 152
so severe was the shock 86
so severe was the storm 52
so severe was the wound 48
so shabby that he could 48
so shaken that he could 243
so shaken that it could 48
so shaped that it could 91
so shaped that it might 53
so shaped that it would 68
so shaped that the water 121
so shocking that he could 78
so shocking that it would 88
so should not be given 247
so should not be taken 460
so shrill that it could 48
so sickly that he could 54
so signal that it would 134
so silent and so close 110
so silent and so grave 42
so silent and so still 165
so silent out of doors 48
so silent that he could 123
so silent that he would 52
so simple and so basic 105
so simple and so brief 65
so simple and so close 93
so simple and so easily 608
so simple and so grand 98
so simple and so manly 52
so simple and so nearly 59
so simple and so noble 124
so simple and so plain 341
so simple and so right 84
so simple and so short 79
so simple and so sound 98
so simple and so strong 174
so simple and so sweet 83
so simple nor so easily 43
so simple that at first 186
so simple that he could 220
so simple that he might 60
so simple that he never 58
so simple that he would 108
so simple that it could 1286
so simple that it fails 47
so simple that it looks 103
so simple that it makes 136
so simple that it might 479
so simple that it needs 262
so simple that it never 67
so simple that it often 92
so simple that it ought 82
so simple that it really 56
so simple that it seems 1035
so simple that it takes 117
so simple that it would 743
so simple that the child 275
so simple that the pupil 42
so simple that the reader 148
so simple that the whole 133
so simple that we could 365
so simple that we might 89
so simple that we never 42
so simple that we often 80
so simple that we shall 81
so simple that we would 42
so simply and so easily 92
so simply that it seems 76
so simply that the pupil 49
so singular and so often 122
so singular that it might 55
so singular that it would 46
so sleepy that he could 406
so slight that at first 78
so slight that he could 359
so slight that he would 120
so slight that it could 846
so slight that it makes 75
so slight that it might 415
so slight that it seems 320
so slight that it takes 83
so slight that it would 1681
so slight that the child 107
so slight that the court 44
so slight that the error 52
so slight that the first 49
so slight that the nerve 40
so slight that the parts 64
so slight that the river 65
so slight that the water 45
so slight that the whole 96
so slight that we could 87
so slowly that at every 66
so slowly that at first 336
so slowly that at times 134
so slowly that he could 400
so slowly that he might 66
so slowly that he would 91
so slowly that it could 250
so slowly that it looks 74
so slowly that it might 242
so slowly that it never 59
so slowly that it often 58
so slowly that it seems 305
so slowly that it takes 353
so slowly that it would 568
so slowly that no change 55
so slowly that the change 222
so slowly that the enemy 52
so slowly that the first 77
so slowly that the motion 167
so slowly that the people 83
so slowly that the river 104
so slowly that the stream 42
so slowly that the total 84
so slowly that the water 257
so slowly that the whole 71
so slowly that we could 172
so slowly that we might 41
so softly that at first 192
so softly that at times 51
so softly that he could 663
so softly that he might 55
so softly that he would 56
so softly that it could 93
so softly that it might 74
so softly that no sound 70
so softly that the others 71
so softly that the sound 253
so softly that the words 204
so softly that we could 91
so solemn and so awful 193
so solemn and so grand 51
so solemn that it would 41
so sorely that he could 41
so spaced that the shearing 159
so spared you the ennui 80
so sparse that it would 41
so special that he again 77
so special that he could 47
so special that he would 41
so special that it could 80
so special that it would 126
so stable that it could 110
so stable that it would 75
so stated that the reader 106
so stealthy that the quiet 40
so stormy that we could 47
so strange and so sweet 47
so strange are the whims 64
so strange did it appear 55
so strange that at first 324
so strange that he could 390
so strange that he spoke 90
so strange that he would 91
so strange that it could 132
so strange that it makes 44
so strange that it might 130
so strange that it seems 156
so strange that it would 133
so strange that we could 71
so strange that we shall 46
so strange was the scene 71
so strange was the sight 107
so strength may be given 68
so strict that he could 69
so strict that he would 118
so strict that it could 51
so strict that it would 119
so striking that at first 62
so striking that he could 85
so striking that it could 206
so striking that it might 145
so striking that it needs 41
so striking that it seems 417
so striking that it would 398
so striking that the reader 78
so striking that we could 51
so striking that we would 71
so striking was the change 45
so struck with the beauty 882
so struck with the change 77
so struck with the force 107
so struck with the noble 99
so struck with the sense 55
so struck with the sight 113
so struck with the story 51
so struck with the visit 41
so struck with the whole 40
so stupid and so blind 95
so stupid and so cruel 43
so stupid that he could 369
so stupid that he never 70
so stupid that he would 246
so stupid that it could 44
so stupid that it would 118
so stupid that we never 51
so stupid that we would 46
so stupid with the habit 73
so subtle and so strong 72
so subtle nor so awful 69
so subtle that at first 98
so subtle that he could 69
so subtle that it could 183
so subtle that it gives 50
so subtle that it might 44
so subtle that it often 45
so subtle that it seems 80
so subtle that it takes 60
so subtle that it would 180
so subtle that no point 60
so subtle that the reader 75
so subtle that we often 49
so subtle was the feeling 58
so subtly that it seems 40
so subtly that the reader 52
so sudden and so awful 68
so sudden and so brief 60
so sudden and so cruel 74
so sudden and so fatal 63
so sudden and so large 58
so sudden and so quick 46
so sudden and so rapid 106
so sudden and so sharp 90
so sudden and so short 50
so sudden and so stern 53
so sudden and so strong 155
so sudden and so sweet 73
so sudden and so swift 56
so sudden and so total 290
so sudden but the fight 122
so sudden that at first 45
so sudden that he could 141
so sudden that it could 55
so sudden that it might 57
so sudden that it moved 70
so sudden that it seems 87
so sudden that it would 58
so sudden that the enemy 51
so sudden that the first 53
so sudden that the glass 50
so sudden that the people 44
so sudden that we could 41
so sudden was the change 193
so sudden was the shock 117
so sullen that he would 145
so supply all thy wants 45
so surely has the author 52
so sweeping that it could 48
so sweeping that it would 108
so tangled that it loses 49
so tangled that it would 80
so tempting that he could 54
so tempting was the offer 109
so tender and so proud 57
so tender and so strong 178
so tender and so sweet 66
so tender that he could 600
so tender that he would 162
so tender that it could 107
so tender that it falls 74
so tender that it feels 88
so tender that it would 83
so thickly that at times 47
so thickly that he could 260
so thickly that it seems 59
so thickly that it would 100
so thickly that we could 275
so thirsty for the blood 53
so thirsty that he could 110
so thirsty that he drank 70
so thirsty that the broad 79
so thronged with the naked 45
so through all the house 50
so touching and so awful 41
so touching that he would 56
so treated that it would 67
so trifling that it could 98
so trifling that it seems 41
so trifling that it would 159
so trifling that the onset 40
so trivial that he could 86
so trivial that it could 144
so trivial that it would 169
so turbid that we could 46
so turned that he could 48
so unfair that it would 58
so unique that it could 139
so unique that it might 47
so unique that it seems 51
so unique that it would 141
so unique that no author 53
so united that the right 132
so united with the ducal 65
so unjust and so cruel 52
so unjust that it could 40
so unlike all the others 279
so unlike any thing which 94
so unlike any to which 123
so unlike him to yield 67
so unlike that in which 142
so unlike that of rhoda 54
so unlike that to which 238
so unwell that he could 391
so urgent that he could 166
so urgent that he would 74
so urgent that it could 361
so urgent that it would 152
so urgent was the danger 156
so useful for the study 59
so useful that he could 52
so useful that it would 90
so valiant and so brave 59
so varied and at times 68
so varied and so ample 80
so varied are the forms 61
so varied that it could 51
so varied that it might 72
so varied that it seems 125
so varied that it would 762
so varied that we could 45
so various and so strong 60
so various and so vague 46
so various are the forms 93
so various are the modes 102
so various that he seems 68
so various that it seems 41
so various that it would 297
so vicious that it would 47
so violent and so steady 136
so violent that at first 41
so violent that at times 110
so violent that he broke 57
so violent that he could 633
so violent that he would 148
so violent that it broke 152
so violent that it could 301
so violent that it drove 105
so violent that it ended 61
so violent that it makes 48
so violent that it might 93
so violent that it nearly 51
so violent that it seems 95
so violent that it shook 124
so violent that it takes 51
so violent that it would 401
so violent that the child 66
so violent that the court 55
so violent that the people 98
so violent that the table 49
so violent that the water 73
so violent that the waves 77
so violent that the whole 440
so violent that we could 242
so violent that we found 43
so violent was the feeling 150
so violent was the motion 110
so violent was the shock 136
so violent was the storm 134
so warmly ran my blood 84
so warmly that he could 82
so warmly with the glory 46
so wasted that he could 79
so wasted that it would 115
so wearied out the roman 63
so wearied with the sound 40
so wholly out of keeping 63
so wholly out of place 72
so wholly that no words 61
so wicked and so cruel 46
so wicked that he could 62
so wicked that he would 73
so wicked that the blood 88
so widely and so often 70
so widely and so thinly 44
so widely that he could 105
so widely that it could 89
so widely that it might 45
so widely that it seems 143
so widely that it would 348
so widely that no rigid 94
so wildly out of place 52
so wildly that he could 77
so winded that he could 40
so without all the parts 44
so worded that he could 43
so worded that it could 256
so worded that it might 126
so worded that it seems 59
so worded that it would 205
so worded that the pupil 49
so worded that the reader 77
so yearned for the fresh 52
so zealous for the cause 91
so zealous for the equal 43
so zealous for the glory 57
so zealous for the honor 150
