sadness and anger about the 135
segment has been found to 70
segment has been shown to 125
segment has been taken in 59
seizure and sale shall be 82
seizure and sale under the 91
seizure may also apply to 67
seizure may take place in 54
seizure was made under the 52
seizure was made within the 119
selfish man will still be 69
sellers with such ruses as 246
semiarid and arid lands of 77
semiarid and arid parts of 65
seminar that took place in 79
seminar was held under the 122
serfdom and other forms of 163
sergeant who came round to 47
sermons and other forms of 99
sermons and other works of 576
servant was acting within the 284
servant was left alone in 44
servers are also known as 66
servers that keep track of 41
service and many kinds of 58
service and other forms of 367
service and other kinds of 86
service and other parts of 85
service and other types of 204
service and there would be 48
service and were willing to 116
service are ever prone to 68
service can take place in 53
service for many types of 45
service for some period of 72
service for some reason or 78
service for such period as 46
service for those wishing to 75
service for three months in 58
service for young people in 149
service for your place at 43
service had been based on 49
service had been built up 73
service had been given by 44
service had been given to 83
service had been spent as 41
service had been spent in 204
service had been under the 56
service has been added to 130
service has been based on 79
service has been built up 358
service has been fixed by 46
service has been found to 235
service has been given by 181
service has been given in 111
service has been given the 69
service has been given to 583
service has been known to 65
service has been shown by 40
service has been shown to 103
service has been spent in 53
service has been under the 74
service may take place in 66
service our good people be 120
service that adds value to 76
service that took place in 104
service that will appeal to 68
service that will never be 63
service they fall short of 56
service they have given to 96
service they were about to 129
service they were asked to 45
service they were bound by 41
service they were bound to 68
service they were willing to 62
service was held after the 59
service was held under the 174
service was held within the 48
service was just about to 72
service was made under the 40
service was taking place at 46
service was taking place in 91
service was very proud of 72
service with your uncle in 93
service you have given me 159
service you have given to 226
service you have given us 56
sessions and other forms of 66
sessions can take place in 52
sessions has been found to 49
sessions may take place in 64
sessions that take place in 84
sessions that took place at 61
sessions that took place in 200
sessions that took place on 45
sessions they were asked to 41
sessions with other users or 44
settled and made known to 70
settled and there would be 141
settled for some months in 43
settled for three months in 40
settled than other parts of 44
settled that even though the 44
settled that more words of 68
settled that nothing short of 48
settled that there could be 96
settled that there shall be 53
settled that there would be 86
settled with chad after he 42
seventy had been equal to 82
seventy than most women at 40
several had been found to 41
several men came running up 44
several men were passing the 62
several men were sitting on 56
several men were working on 101
several new york banks to 58
several per cent below the 42
several who fall short of 57
several who have lived to 85
several who were known to 113
several who were later to 49
several who were willing to 99
shadows are rising round me 53
shadows you have shown me 311
shadowy and ideal forms of 65
shallow and deep parts of 66
shallow and deep sides of 91
shallow cup into which the 42
shallow pit into which the 42
sharper and more alive to 43
sharply that there could be 81
sharply with other parts of 55
sharply with those found in 97
sharply with what might be 51
shelled them into ruins in 52
shelter and food could be 45
shelter and food would be 40
shelter and other forms of 76
shelter and peace might be 52
shelter and wait until the 47
shelter for many kinds of 120
shelter for such tools as 57
shelves with their array of 43
sheriff and lord mayor of 52
shifted his body until he 48
shifted his feet under the 47
shillings and five pence in 49
shillings and five pence to 44
shillings and four pence in 188
shillings and four pence of 207
shillings and four pence on 83
shillings and four pence the 146
shillings and four pence to 360
shillings and nine pence in 118
shillings and nine pence of 59
shillings and nine pence to 120
shillings and three pence in 131
shillings and three pence of 54
shillings and three pence the 81
shillings and three pence to 105
shillings for what ought to 45
shillings had been spent by 44
shocked that great party of 197
shootings and other forms of 65
shootings that took place in 71
shorter and less liable to 45
shorter and much easier to 69
shorter than other types of 60
shorter than those found in 457
shorter than those given by 58
shorter than those given in 53
shorter than those shown in 92
shorter than three times the 61
shorter than what would be 78
shotgun out from under the 207
shouted and made signs to 59
shouted that there would be 55
showers and heavy gales of 45
shudder that life might be 386
shuffling his feet under the 47
sighted and gave chase to 107
signaling has been shown to 667
signals and other forms of 60
signals are also shown in 49
signals are much easier to 45
signals are very close to 44
signals has been found to 43
signals has been shown to 61
signals that fall within the 85
signify and make known to 210
signify that part which the 111
signify that same state of 48
signify that there would be 49
silence all move round the 316
silence and nothing could be 83
silence for ages would be 60
silence that fell after the 73
silence that pony began to 69
silicon has been found in 41
silicon has been found to 233
silicon has been shown to 245
similar and very close to 44
similar for most types of 81
similar for other types of 163
similar has been found in 175
similar may take place in 53
similar one took place in 42
similar things take place in 46
similar was taking place in 52
simpler and less liable to 165
simpler and less prone to 149
simpler and less risky to 57
simpler and much easier to 157
simpler than other types of 61
simpler than those based on 72
simpler than those borne by 51
simpler than those found in 186
simpler than those given by 49
simpler than those given in 42
simpler than those which the 93
sincere and deep sense of 53
sincere and warm thanks to 41
sinners and fall short of 93
sinners who fall short of 45
sisters and other women of 52
sisters and their mother in 51
sisters are very civil to 57
sisters had been taken to 60
sisters not worth speaking to 163
sisters that grew beneath it 53
sisters who have grown up 66
sisters who were still at 53
sisters who were still in 76
sisters who were waiting in 56
sisters who were willing to 58
sisters with five pound or 122
situate his work within the 150
situate this work within the 97
sketching with busy hands the 50
skidded out from under me 58
skillet and cook until it 97
skillet and cook until the 654
skillet and stir until the 41
skipper and part owner of 41
slacken his pace until he 264
slapped his face until he 63
slapped our cringing brows the 53
slavery all their lives by 58
slavery and free trade in 48
slavery and other forms of 1630
slavery and other types of 49
slavery and were willing to 63
slavery are well aware of 45
slavery can only stand on 44
slavery had been legal in 45
slipped and fell beneath the 51
slipped and fell under the 196
slipped her feet under the 53
slipped her finger under the 107
slipped her hand beneath the 284
slipped her hand under my 162
slipped her hand under the 772
slipped his arms beneath the 46
slipped his arms round the 45
slipped his arms under the 124
slipped his finger beneath the 45
slipped his finger under the 156
slipped his hand above the 48
slipped his hand beneath the 587
slipped his hand under my 244
slipped his hand under the 1351
slipped his thumb under the 48
slipped one finger under the 53
slipped one hand beneath the 73
slipped one hand under my 71
slipped one hand under the 148
slipped out from beneath the 265
slipped out from under it 98
slipped out from under me 510
slipped out from under my 160
slipped out from under the 1962
slipped out from under us 56
slipped them back under the 50
slithering out from under the 59
slumber and soft dreams of 59
smacked his lips after it 43
smacked his lips after the 68
smaller and more liable to 41
smaller and more prone to 71
smaller and much easier to 83
smaller and there would be 50
smaller than four times the 59
smaller than other kinds of 69
smaller than other types of 207
smaller than their share in 107
smaller than their share of 180
smaller than those based on 296
smaller than those built in 54
smaller than those close to 55
smaller than those forming the 64
smaller than those found at 159
smaller than those found by 347
smaller than those found in 2317
smaller than those found on 227
smaller than those given by 717
smaller than those given in 422
smaller than those given to 124
smaller than those grown in 125
smaller than those headed by 56
smaller than those nearer the 73
smaller than those owned by 103
smaller than those shown by 111
smaller than those shown in 549
smaller than those taken by 50
smaller than those taken in 41
smaller than those under the 89
smaller than those which the 113
smaller than those which we 178
smaller than those within the 93
smaller than three times the 112
smaller than what could be 101
smaller than what might be 109
smaller than what would be 401
smaller than your elbow in 136
smokers are more prone to 158
smokers has been shown to 42
smokers who have tried to 67
smuggling and other forms of 525
smuggling and other kinds of 42
snapped and fell about me 52
snapped off just above the 72
snapped off just below the 42
soberly set forth after the 73
socially and even belong to 52
society and also about the 47
society and also within the 69
society and bringing about the 63
society and even within the 146
society and from epoch to 59
society and from group to 86
society and from period to 72
society and from within the 66
society and good order in 84
society and have begun to 52
society and have tried to 67
society and other forms of 89
society and other parts of 85
society and peace began to 52
society and their place in 453
society and their right to 86
society and their roles in 47
society and their sense of 117
society and there would be 110
society and those which he 134
society and were willing to 72
society and what could be 42
society and what kinds of 68
society and what might be 61
society and what ought to 45
society and what would be 46
society are also found in 48
society are more prone to 58
society are well aware of 49
society are well known to 41
society but also about the 83
society but also within the 159
society can more easily be 49
society can only exist by 72
society can only exist if 140
society can only exist in 74
society for young people to 47
society had been based on 134
society had been built in 68
society had been built on 58
society had been built up 86
society had been thrown by 92
society had been willing to 57
society had come under the 40
society had lost sight of 50
society had their roots in 41
society has also begun to 44
society has been asked to 169
society has been based on 327
society has been built in 197
society has been built on 284
society has been built up 445
society has been changing in 43
society has been found in 40
society has been found to 263
society has been given by 55
society has been given the 40
society has been given to 58
society has been known to 75
society has been noted by 110
society has been ruled by 57
society has been shown to 98
society has been split up 65
society has been taken up 55
society has been under the 47
society has been willing to 348
society has come under an 198
society has deep roots in 48
society has good reason to 58
society has lost sight of 110
society has only begun to 60
society may make loans to 125
society than other forms of 63
society than what would go 139
society that took place in 196
society that took shape in 96
society they have grown up 42
society they were about to 81
society they were helping to 40
society they were seeking to 42
society was also based on 59
society was coming apart at 67
society was taking shape in 45
society was torn apart by 70
society was well aware of 69
society who have taken up 40
society who were willing to 46
society with high rates of 78
softening may take place in 117
sojourn for years under the 40
soldier and take pride in 83
soldier had been known to 41
soldier has been known to 71
soldier was just about to 80
soldier was more loyal to 50
soldier was much above the 118
soldier who ever spoke the 62
solution and boil until the 73
solution and five drops of 49
solution and stir until the 68
solution and three drops of 77
solution and when bound to 81
solution are also shown in 60
solution are well mixed by 43
solution for many types of 44
solution for other types of 42
solution for some types of 50
solution for some value of 53
solution for these kinds of 59
solution for these types of 60
solution for three hours at 56
solution had been added the 48
solution had been added to 134
solution had been found at 44
solution had been found by 151
solution had been found in 181
solution had been found to 699
solution has been added in 127
solution has been added is 43
solution has been added the 57
solution has been added to 663
solution has been based on 80
solution has been found as 208
solution has been found at 62
solution has been found by 556
solution has been found in 2388
solution has been found is 72
solution has been found it 56
solution has been found of 84
solution has been found or 149
solution has been found so 219
solution has been found the 46
solution has been found to 2412
solution has been given by 605
solution has been given in 164
solution has been given to 128
solution has been heated to 86
solution has been known to 59
solution has been shown by 105
solution has been shown in 107
solution has been shown to 907
solution has been tried in 55
solution may take place in 55
solution that best meets the 245
solution that best suits the 58
solution that fell short of 58
solution that will allow the 94
solution that will allow us 58
solution that will cause the 58
solution that will serve the 50
solution that will solve the 94
solution was also added to 61
solution was also found to 114
solution with four parts of 56
solution with nine parts of 94
solution with three parts of 69
solvent has been found to 209
solvent has been shown to 183
somatic and germ cells in 157
somatic and germ cells is 84
somatic and germ cells of 260
somehow get their hands on 129
somehow got their hands on 69
somehow that there would be 43
sophist they were hooting on 45
soprano and alto parts in 146
soprano and alto parts of 62
sorcery and other forms of 60
sorties had been flown by 99
sorties had been flown in 60
soundings had been taken in 57
sources and have tried to 45
sources and other forms of 68
sources and other types of 41
sources are also found in 62
sources are also given in 49
sources are also known as 43
sources are also shown in 58
sources are much easier to 53
sources are very close to 65
sources are well known to 65
sources can shed light on 45
sources for many kinds of 48
sources for many types of 48
sources for other types of 59
sources for these kinds of 72
sources for these types of 105
sources for those wishing to 54
sources has been found to 149
sources has been given by 85
sources has been given in 49
sources has been shown to 221
sources say nothing about the 110
sources that shed light on 234
sources that throw light on 77
sources that were found to 44
sources who were willing to 50
sources you have cited in 82
southern and other parts of 59
southern new south wales in 112
southern new south wales is 58
southern new south wales the 46
southern new south wales to 223
southern new york state to 65
spankings and other forms of 40
sparingly and only after the 41
sparingly and only where it 43
sparkle with many turns of 93
sparrow has been known to 45
sparrow out from under the 43
spatula and cook until the 74
speakers are also found in 94
speakers are more aware of 52
speakers are well aware of 80
speakers had been walking at 56
speakers who have grown up 95
speakers who have lived in 49
speakers who were asked to 76
speakers who were willing to 47
species and also within the 60
species and even within the 220
species and from place to 45
species and from region to 42
species and life spans of 61
species and other forms of 469
species and other types of 45
species and their rates of 43
species are also found at 51
species are also found in 3126
species are also found on 160
species are also grown in 47
species are also known as 177
species are also known in 50
species are also known to 391
species are best grown in 60
species are even found in 51
species are more liable to 58
species are more prone to 215
species are much alike in 113
species are much easier to 50
species are only found in 555
species are those found in 68
species are very close to 156
species are very liable to 164
species are well known as 216
species are well known in 153
species are well known to 253
species but also within the 129
species can also serve as 45
species had been added to 51
species had been found in 401
species had been found on 65
species had been found to 60
species had been known to 88
species had been shown to 48
species has been added to 166
species has been based on 94
species has been cited as 41
species has been found as 282
species has been found at 698
species has been found by 304
species has been found in 7663
species has been found on 1051
species has been found so 46
species has been found to 1228
species has been given as 41
species has been given by 277
species has been given in 61
species has been given the 95
species has been grown in 88
species has been known as 97
species has been known in 131
species has been known to 854
species has been named by 58
species has been named in 96
species has been noted as 60
species has been noted by 106
species has been noted in 304
species has been reared in 52
species has been shown by 134
species has been shown in 57
species has been shown to 1343
species has been taken as 242
species has been taken at 256
species has been taken by 145
species has been taken in 721
species has been taken on 149
species may also occur in 152
species may also serve as 132
species may have lived on 240
species than those found in 52
species than what would be 51
species than when reared by 132
species that also occur in 195
species that ever lived on 80
species that fall under the 82
species that have lived in 75
species that have lived on 235
species that live close to 53
species that live within the 92
species that once lived in 71
species that once lived on 70
species that were found in 464
species that were found on 89
species that were found to 79
species that were known to 98
species that will thrive in 79
species was also found at 84
species was also found by 77
species was also found in 369
species was also found on 71
species was also found to 78
species was once found in 46
species was only found in 116
species was well known to 85
species with high rates of 150
species with those found in 73
specify how many lines of 95
specify how many times an 46
specify how many times the 301
specify how many times to 72
specify how much space to 73
specify that there shall be 247
spectra are also shown in 142
spectra are very close to 53
spectra has been given by 74
spectra has been shown to 55
spelled out more fully by 60
spelled out more fully in 591
spelled out more fully the 53
spelled out most fully in 178
spilled his guts about the 72
spilled out from beneath the 48
spilled out from under the 166
spinach and cook until it 53
spinach and cook until the 72
spirits and body decay so 57
spirits and other forms of 60
spirits and their power to 66
spirits that have dared on 201
spirits that soar above the 41
spirits that there shall be 75
spirits they have found the 63
spirits who have dared to 52
spirits who have lived in 46
spirits who look after the 95
spirits who were about me 66
spirits who were willing to 61
sported with their loves on 63
spotted with dark brown on 90
spotted with dark brown or 154
sprayed with cold water to 135
squalid and ugly place to 54
squalor and dull round of 74
squatting with their backs to 65
squeeze her hand under the 49
squeeze out from under the 246
squeezing her hand under the 42
squeezing out from under the 48
squirming out from under the 62
stabbed her five times in 42
stabbed her three times in 44
stabbed him four times in 61
stabbed him just below the 43
stabbed him just beneath the 80
stabbed him just under the 50
stabbed him three times in 163
stained with some spots of 91
stained with their blood the 46
stained with those marks of 51
stamens and three kinds of 109
stammer out some words of 116
stanzas hang like hives in 85
starred with john wayne in 48
started all over again as 294
started all over again at 147
started all over again by 85
started all over again in 498
started all over again on 212
started all over again the 122
started all over again to 262
started any hint which he 73
started for their homes in 62
started going from house to 101
started its work under the 61
started one month after the 54
started one week after the 76
started out from santa fe 42
started out from under the 53
started out just wanting to 83
started out next morning to 56
started out once again on 53
started that there would be 59
started two days after the 89
started two years after the 104
started with high hopes of 96
started with high hopes on 45
stations and other forms of 67
stations and other types of 56
stations and other works in 184
stations are also shown in 41
stations are very close to 55
stations had been blown up 60
stations had been built in 128
stations had been built on 62
stations that have sprung up 41
statues and other forms of 51
statues and other works of 972
statues that were found in 48
statute has been found to 85
statute has once begun to 59
statute not only avows an 74
statute that there shall be 147
steamers had been built in 63
steeped for some hours in 77
stepped out from beneath the 339
stepped out from under it 75
stepped out from under the 1773
stepped out from where he 85
sternly that ruby began to 64
steroid has been shown to 164
stiffer and less liable to 45
stifled with true sense of 172
stimuli and were asked to 74
stimuli has been found in 103
stimuli has been found to 225
stimuli has been shown to 377
stirred for three hours at 58
stocked with many kinds of 211
stocked with such goods as 43
stocked with such items as 131
stomach and other parts of 1232
stomach has been found in 133
stomach has been found to 171
stomach has been known to 99
stomach has been shown to 227
stomach one hour after the 59
stomach with warm water or 47
stopped and came close to 47
stopped and open pipes the 73
stopped and said hello to 91
stopped and took stock of 121
stopped and were looking at 83
stopped and were staring at 96
stopped for some hours at 86
stopped for some reason or 102
stopped for three months at 78
stopped for three weeks at 46
stopped her from closing the 50
stopped her just short of 92
stopped him from getting the 45
stopped him from joining the 44
stopped him from killing the 40
stopped him from opening the 48
stopped him from pulling the 53
stopped him from reaching the 51
stopped him just short of 100
stopped his weary horse on 73
stopped one step short of 127
stopped ten feet short of 79
stopped them from reaching the 41
stopped them just short of 48
stopped two feet short of 76
storage and safe keeping of 62
storage bin from which it 57
storage has been found to 89
storage has been shown to 141
stories all take place in 58
stories and folk tales of 51
stories and ideas about the 53
stories and make sense of 46
stories and myths about the 135
stories and other forms of 287
stories and other kinds of 103
stories and other tales of 90
stories and other types of 139
stories and other works of 47
stories and poems about the 316
stories and poems based on 77
stories and poems began to 60
stories and poems under the 53
stories and poems which he 86
stories and songs about the 142
stories and talk about the 84
stories and were asked to 66
stories are also about the 43
stories are also equal in 55
stories are also found in 141
stories are only known to 108
stories are told about it 170
stories are told about the 1853
stories are told within the 75
stories are very close to 62
stories are well known to 144
stories being told about the 66
stories had been added to 79
stories one hears about the 85
stories she heard about the 61
stories she told about the 96
stories that cast doubt on 44
stories that have grown up 344
stories that have stood the 50
stories that make sense of 179
stories that make sense to 77
stories that shed light on 100
stories that take place in 607
stories that take place on 113
stories that tell about the 143
stories that took place in 187
stories that were based on 215
stories that were given to 46
stories that were later to 57
stories that will appeal to 224
stories that will appear in 59
stories that will never be 128
stories they heard about the 89
stories they tell about it 51
stories they tell about me 41
stories they tell about the 250
stories they told about the 235
stories they were asked to 48
stories they were working on 59
stories you were telling us 43
straining his eyes after the 99
straining his lungs within the 55
strains are also found in 41
strains has been found to 58
strains has been shown to 154
stranger had been asked an 69
stranger has some right to 78
streaked with dark brown on 121
streaked with dark brown or 111
streaked with gray about the 64
streaked with wavy lines of 41
streamed out from under the 74
streets and back roads of 54
streets and from house to 121
streets and other works of 46
streets and teach people to 41
streets and ways within the 61
streets had been added to 40
streets had some waifs of 128
streets that came within the 50
streets with such names as 66
streets with their hands in 91
stressing that there could be 42
stressing that there would be 79
stretch has been shown to 187
stretch his legs after the 117
stretch his legs under the 63
stretch his legs while the 47
stretch our legs after the 51
stretch our legs while the 40
stretch out their hands as 183
stretch out their hands in 914
stretch out their hands to 6204
stretch out their necks as 52
stretch out their necks to 346
stretch out your hands in 89
stretch out your hands to 1091
strides had been taken by 45
strides had been taken in 179
strikes and other forms of 8818
strikes and other kinds of 192
strikes and other types of 185
strikes and three balls on 53
strikes one most about the 330
strikes one when looking at 127
strikes that took place in 1139
strikes with most force the 54
strikes you most about the 122
stringent than those found in 99
stringent than those under the 83
stroked her hair until the 43
stroked his chin while he 40
stroked his hair until he 66
stroked his hair while he 43
strokes and other forms of 55
strokes that were aimed at 50
strokes was just keeping the 72
stronger and less liable to 401
stronger and less prone to 175
stronger and more aware of 99
stronger and more lasting in 107
stronger and more rapid in 44
stronger and more rigid the 57
stronger and more vital the 46
stronger and more willing to 106
stronger and more worthy of 71
stronger does your claim to 43
stronger than ever after the 207
stronger than ever since the 124
stronger than ever under the 69
stronger than other forms of 40
stronger than other kinds of 55
stronger than other types of 107
stronger than their power of 48
stronger than their sense of 443
stronger than those based on 115
stronger than those found in 264
stronger than those shown in 43
stronger than those which he 99
stronger than those which the 111
stronger than those which we 78
stronger than those within the 48
stronger than those words of 51
stronger than what gives the 52
stronger than what would be 41
stronger than your sense of 70
strongly she felt about it 69
strongly she felt about the 60
strongly than other parts of 43
strongly that their cause is 80
strongly that there could be 94
strongly that there might be 55
strongly that there ought to 104
strongly that there would be 132
strongly they feel about it 73
strongly they feel about the 136
strongly they felt about it 42
strongly they felt about the 137
strongly you feel about it 122
strongly you feel about the 184
strutting they will please the 56
studded with eyes looking at 40
studded with such names as 140
studded with such words as 101
studded with what appear to 50
student and well liked by 51
student can learn about the 77
student had been asked to 131
student had been given the 66
student has been asked to 287
student has been found to 65
student has been given an 59
student has been given the 113
student has been known to 105
student has been working on 134
student may also refer to 70
student may lose sight of 44
student not only learns the 52
student than were either of 43
student was also asked to 126
student who just wants to 46
studied and best known of 71
studied and from which he 47
studied and made known to 230
studied and were found to 142
studied for their roles in 45
studied for their value in 45
studied for three months at 60
studied for three months in 62
studied has been found to 242
studied has been shown to 103
studied him ever since he 64
studied him from beneath the 45
studied his face while he 96
studied with john dewey at 47
studies and other forms of 291
studies and other kinds of 187
studies and other types of 250
studies and their lives to 42
studies and their place in 69
studies and those based on 68
studies and were found to 80
studies are also aimed at 40
studies are also based on 136
studies are also found in 67
studies are also known as 84
studies are also shown in 43
studies are less prone to 41
studies are more prone to 62
studies are much easier to 81
studies are taking place in 48
studies are those based on 107
studies are well known to 51
studies can shed light on 301
studies can throw light on 80
studies for other parts of 156
studies had been added to 61
studies had been based on 120
studies has been based on 146
studies has been found to 331
studies has been given by 189
studies has been given in 56
studies has been given to 70
studies has been noted by 42
studies has been shown to 512
studies may shed light on 274
studies may throw light on 106
studies that cast doubt on 193
studies that cast light on 45
studies that fall under the 84
studies that fall within the 81
studies that have aimed to 40
studies that have begun to 284
studies that have drawn on 45
studies that have found an 148
studies that have found no 517
studies that have found the 299
studies that have given us 47
studies that have shown an 447
studies that have shown no 199
studies that have shown the 1115
studies that have taken the 64
studies that have tried to 2869
studies that shed light on 630
studies that take place in 169
studies that throw light on 190
studies that took place at 42
studies that took place in 172
studies that were aimed at 82
studies that were based on 604
studies that will allow us 69
studies that will focus on 53
studies they must still be 61
studies using high doses of 189
studies using other types of 157
studies using these types of 40
studies with high doses of 68
studies with other kinds of 44
studies with other types of 89
studies with their focus on 46
stuffed with much trash of 90
stuffed with such thorns as 42
stumble and fall short of 96
stumble and fall under the 127
subdued and kept under by 143
subject all their lives to 113
subject and name index is 51
subject and name index to 167
subject and talk about it 125
subject and talk about the 135
subject and think about it 54
subject and verb agree in 626
subject and verb agree to 113
subject are well aware of 40
subject are well known to 130
subject are well worthy of 267
subject are worth quoting at 40
subject are worth quoting in 40
subject for most people to 40
subject had been asked to 117
subject had been drawn up 116
subject had been given by 40
subject had been given the 54
subject had been given to 82
subject had been known to 59
subject had been taken to 43
subject had been taken up 287
subject had been under the 79
subject has been acted on 69
subject has been added to 201
subject has been aided by 51
subject has been asked to 108
subject has been based on 115
subject has been built up 76
subject has been drawn on 40
subject has been dwelt on 48
subject has been found in 242
subject has been found to 158
subject has been given an 41
subject has been given by 1985
subject has been given in 280
subject has been given the 121
subject has been given to 96
subject has been known to 117
subject has been moved to 124
subject has been shown by 51
subject has been shown to 83
subject has been taken by 222
subject has been taken in 100
subject has been taken up 1771
subject has been under my 103
subject has been under the 56
subject may also serve as 95
subject not only finds it 40
subject one must study in 63
subject that came within the 149
subject that there would be 45
subject that took place in 77
subject that will appeal to 82
subject they were about to 57
subject they were talking of 61
subject was also asked to 300
subject was also taken up 134
subject was even taken up 52
subject was kept alive by 77
subject was left alone in 96
subject was lost sight of 67
subject was next taken up 90
subject was soon taken up 43
subject was very close to 53
subject was well known to 74
subject yet more worthy of 102
subject you have taken up 91
subside and give place to 192
subsidy and other forms of 69
subsidy and rent which the 65
subsidy has been given to 98
subsist for three weeks on 67
subsume all other forms of 50
subtype has been shown to 43
subunit has been found in 86
subunit has been found to 151
subunit has been shown to 570
suburbs and other parts of 98
suburbs that have grown up 110
suburbs that have sprung up 80
suburbs that were springing up 43
subvert that very order of 75
succeed each other until the 90
succeed each other within the 71
success and good event on 66
success had been based on 281
success had been built on 392
success had been equal to 98
success has been aided by 57
success has been based on 1491
success has been built on 928
success has been equal to 129
success has been found in 212
success has been found to 104
success has been noted in 300
success has been shown in 101
success has been shown to 125
success that there shall be 46
success was also aided by 49
success was also based on 92
success was best known to 63
success was made easier by 56
success was nothing short of 93
success with other forms of 51
success with other types of 42
success with such films as 45
success with such works as 62
success with these types of 72
sucrose has been found to 64
sucrose has been shown to 91
suffering and other forms of 124
suffering and pain which is 109
suffering had made blind to 61
suffering that must exist in 175
suffering that took place in 56
suffering was made worse by 50
suggest any other method of 88
suggest how these could be 43
suggest how these might be 183
suggest that during times of 62
suggest that even after the 290
suggest that even though he 40
suggest that even though it 102
suggest that even though the 1406
suggest that even though we 59
suggest that even today the 44
suggest that even under the 172
suggest that even where the 132
suggest that even within the 490
suggest that four types of 44
suggest that here again we 61
suggest that high doses of 516
suggest that high rates of 372
suggest that many cases of 430
suggest that many forms of 172
suggest that many kinds of 113
suggest that many parts of 45
suggest that many people do 142
suggest that many people in 218
suggest that many types of 177
suggest that many women do 99
suggest that many women in 96
suggest that more could be 85
suggest that more might be 47
suggest that more needs to 105
suggest that most cases of 142
suggest that most forms of 68
suggest that most people do 136
suggest that most people in 84
suggest that much could be 163
suggest that nothing could be 64
suggest that nothing short of 133
suggest that once again the 133
suggest that only after the 77
suggest that other forms of 564
suggest that other kinds of 229
suggest that other modes of 42
