sac has perforated the chest 50
she thus enumerated the items 46
she was accustomed to appear 95
she was accustomed to carry 134
she was accustomed to drink 97
she was accustomed to drive 54
she was accustomed to enjoy 55
she was accustomed to feeling 55
she was accustomed to getting 152
she was accustomed to glide 56
she was accustomed to keeping 42
she was accustomed to meeting 109
she was accustomed to people 51
she was accustomed to place 85
she was accustomed to playing 58
she was accustomed to refer 72
she was accustomed to repeat 63
she was accustomed to sleep 90
she was accustomed to spend 141
she was accustomed to stand 46
she was accustomed to thinking 55
she was accustomed to thrust 48
she was accustomed to visit 209
she was accustomed to walking 41
she was accustomed to watch 40
she was accustomed to weigh 40
she was accustomed to wield 112
she was accustomed to working 94
she was accustomed to write 204
she was apparently no longer 41
she was apparently the first 62
she was charitable in deeds 40
she was considered an adult 51
she was considered the belle 43
she was constantly in danger 105
she was constantly in motion 56
she was constantly in touch 55
she was constantly on guard 75
she was contracted to fathom 47
she was determined he would 174
she was determined it would 148
she was determined to abide 60
she was determined to allow 60
she was determined to appear 105
she was determined to avail 52
she was determined to avenge 57
she was determined to avoid 518
she was determined to begin 66
she was determined to build 107
she was determined to carry 571
she was determined to catch 93
she was determined to change 261
she was determined to create 134
she was determined to crush 104
she was determined to defeat 48
she was determined to drive 91
she was determined to enjoy 737
she was determined to enter 104
she was determined to evade 67
she was determined to exert 50
she was determined to fight 491
she was determined to force 130
she was determined to honor 58
she was determined to marry 848
she was determined to never 48
she was determined to offer 47
she was determined to place 143
she was determined to please 58
she was determined to press 96
she was determined to prove 566
she was determined to raise 99
she was determined to reveal 45
she was determined to savor 51
she was determined to seize 42
she was determined to serve 47
she was determined to share 159
she was determined to solve 87
she was determined to spare 47
she was determined to spend 158
she was determined to stand 307
she was determined to start 173
she was determined to stick 357
she was determined to study 102
she was determined to thwart 55
she was determined to track 110
she was determined to visit 63
she was determined to watch 57
she was determined to write 134
she was determined to yield 98
she was discharged as cured 133
she was disquieted in every 115
she was encouraged to apply 66
she was encouraged to begin 40
she was encouraged to enter 46
she was encouraged to study 63
she was encouraged to write 282
she was eventually to marry 101
she was experiencing the first 49
she was frightened at first 107
she was frightened he would 60
she was frightened of getting 46
she was impossible to please 45
she was inherently the weaker 60
she was instructed to write 99
she was interested in anything 241
she was interested in books 50
she was interested in could 62
she was interested in creating 42
she was interested in every 87
she was interested in finding 205
she was interested in getting 304
she was interested in helping 147
she was interested in human 68
she was interested in joining 99
she was interested in knowing 182
she was interested in learning 585
she was interested in looking 62
she was interested in meeting 217
she was interested in music 82
she was interested in people 139
she was interested in playing 62
she was interested in selling 164
she was interested in social 88
she was interested in spite 41
she was interested in talking 129
she was interested in women 74
she was interested in working 229
she was interested in writing 374
she was introduced as niece 55
she was introduced at court 76
she was introduced to george 55
she was introduced to people 46
she was introduced to queen 42
she was personally so nearly 52
she was prejudiced in wendy 62
she was privileged to enjoy 47
she was restrained by mingled 59
she was successful in finding 91
she was successful in gaining 62
she was successful in getting 248
she was successful in keeping 57
she was successful in winning 134
she was surrounded by armed 42
she was surrounded by boats 62
she was surrounded by books 53
she was surrounded by canoes 43
she was surrounded by every 99
she was surrounded by girls 44
she was surrounded by others 65
she was surrounded by people 943
she was surrounded by spies 185
she was surrounded by water 44
she was surrounded by women 161
she was surrounded on every 81
she was unprepared to fight 64
sow was sacrificed to ceres 76
sum and difference of angles 130
sum was equivalent to about 103
sum was sufficient to cover 50
sung and understood by every 49
