sad dogs make sour faces 94
she knew very well where 224
she knew well what would 43
she knew were like atoms 86
she lays only eggs which 41
she live like some green 236
she must also have known 149
she must come back again 40
she must find some reason 56
she must have been about 1671
she must have been above 41
she must have been after 74
she must have been alive 98
she must have been alone 62
she must have been asked 52
she must have been awake 139
she must have been aware 1594
she must have been badly 87
she must have been blind 138
she must have been bored 73
she must have been bound 446
she must have been built 57
she must have been calling 61
she must have been close 382
she must have been crazy 248
she must have been drawn 93
she must have been dreaming 853
she must have been driving 49
she must have been drunk 179
she must have been eight 101
she must have been either 384
she must have been feeling 1724
she must have been fifty 166
she must have been forty 100
she must have been fully 174
she must have been getting 175
she must have been given 224
she must have been happy 195
she must have been holding 208
she must have been hungry 76
she must have been keeping 90
she must have been known 74
she must have been looking 384
she must have been missing 52
she must have been moved 120
she must have been named 43
she must have been nearer 94
she must have been nearly 361
she must have been older 161
she must have been plain 69
she must have been playing 65
she must have been praying 60
she must have been proud 94
she must have been putting 95
she must have been quite 1883
she must have been raped 50
she must have been rather 292
she must have been really 314
she must have been right 348
she must have been rolling 49
she must have been running 87
she must have been sadly 57
she must have been seeking 41
she must have been seven 117
she must have been short 45
she must have been sitting 295
she must have been sixty 250
she must have been soaring 99
she must have been speaking 107
she must have been staring 136
she must have been still 199
she must have been strong 48
she must have been swept 48
she must have been taken 408
she must have been talking 297
she must have been telling 128
she must have been thinking 1218
she must have been thirty 316
she must have been thrown 87
she must have been tired 389
she must have been truly 52
she must have been under 727
she must have been upset 96
she must have been waiting 617
she must have been walking 137
she must have been willing 60
she must have been within 53
she must have been working 261
she must have been writing 94
she must have come round 108
she must have died about 42
she must have felt about 169
she must have felt after 66
she must have felt quite 45
she must have good reason 64
she must have good sense 186
she must have heard about 294
she must have heard every 80
she must have made quite 40
she must have meant clara 40
she must have paid dearly 48
she must have seen lieut 50
she must have some money 110
she must have some power 40
she must have some reason 135
she must have some sense 41
she must have sunk beneath 55
she must have sunk under 244
she must have well known 42
she must know more about 137
she must learn more about 65
she must stay there until 57
she must take care never 49
she must take some action 183
she said made good sense 42
she said many years later 384
she said nothing more about 371
she said nothing more until 78
she said some time later 74
she said there were faces 41
she said there were trees 67
she said these last words 483
she said those last words 242
she said those very words 97
she sank back into sleep 53
she slid into deep water 41
she took good care never 46
she took some deep breaths 101
she took three deep breaths 76
she went back home after 40
she went back home again 48
she went home last night 72
she went into early labor 66
she were five years older 45
she were like other people 45
she will come back after 52
she will come back again 350
she will come home again 79
she will ever have while 57
she will ever walk again 49
she will feel good about 100
she will give milk within 44
she will have been given 42
she will have been saved 40
she will have good reason 43
she will have more money 58
she will have more power 52
she will have more sense 43
she will have some money 60
she will know more about 55
she will know nothing about 80
she will learn more about 107
she will live much longer 167
she will make more money 77
she will need some money 43
she will soon come round 62
she will stay here until 45
she will stay there until 63
she will think more about 71
she wore very high heels 59
shy away from taking risks 153
sings three more leading lines 41
sin will melt from earthly 274
sit back onto your heels 55
six feet away from where 184
six foot four inch frame 87
six foot three inch frame 73
six more have been added 46
six only came back after 90
six were sent from fifty 57
six years from their first 67
six years have been spent 61
six years last spring since 63
six young ones were tried 48
sky fell back into place 44
sky when seen from below 91
sling slung slung speak spoke 89
son fell into great danger 48
song from west side story 142
son safe from want after 45
son were very much alike 52
sting stung stung swear swore 69
sum must have been spent 152
sum will fill your belly 143
sun beating down from above 101
sun must have been shining 210
sun went down last night 136
sun will have made fewer 49
sun will part there comes 82
sun your work will share 68
swing your arms ends where 50
swing your fist ends where 94
