sac and fuses with the 56
say that jesus and the 53
say that jesus had no 56
say that jesus was an 128
say that jesus was in 61
say that jesus was the 612
say that knowing how to 67
say that learning how to 62
say that mamma was in 57
say that might not be 126
say that money has no 76
say that money was the 85
say that moses was the 132
say that nearly all of 828
say that nearly all the 1832
say that never had he 153
say that never has the 214
say that never was an 41
say that never was the 120
say that paper may be 51
say that people are in 73
say that people are the 155
say that people can be 200
say that people get to 40
say that people may be 58
say that people who do 309
say that people who eat 50
say that people who go 45
say that peter was the 77
say that plato was the 73
say that rather than go 167
say that rather than the 124
say that right now the 42
say that russia has no 43
say that russia was the 43
say that seven out of 88
say that since all the 51
say that since god is 154
say that since man is 54
say that since one of 47
say that since then he 40
say that since then the 135
say that since this is 129
say that sleep and the 50
say that space can be 66
say that theirs was the 68
say that though all the 44
say that though she is 67
say that though they do 55
say that though this is 69
say that today this is 44
say that twice two is 200
say that under all the 223
say that until now the 78
say that upset you so 91
say that wages are the 65
say that water has the 51
say that water was the 47
say that where one is 62
say that where two or 48
say that which has to 70
say that which they do 209
say that which you do 234
say that while all of 51
say that while all the 136
say that while god is 44
say that while they do 55
say that while this is 157
say that women are as 94
say that women are in 83
say that women are so 43
say that women are the 318
say that women are to 46
say that women can be 58
say that women had no 62
say that women may be 41
say that women who do 49
say that words are the 105
say that working with the 66
say that world war ii 238
say that would ease the 178
say that would fit the 42
say that would not be 1741
say that would not he 43
say they agree with the 147
say they could not be 307
say they could not do 239
say they could not go 101
say they could see no 48
say they liked not the 42
say they never had it 42
say they never saw it 68
say they never saw so 61
say they never saw the 152
say they ought not to 391
say they shall not be 149
say they shall not go 85
say they still can do 45
say they voted for the 79
say they would buy the 63
say they would not be 970
say they would not do 171
say they would not go 232
say they would try to 179
say they would use the 76
say things which are at 41
say things which can be 45
say things which may be 63
say things which they do 142
say this could not be 144
say this morning that he 67
say this morning that the 87
say this ought not to 42
say this story was as 46
say this would not be 147
say too often that the 73
say was built him by 177
say with plato that the 65
say with pride that he 347
say with pride that in 136
say with pride that it 109
say with pride that no 48
say with pride that the 238
say with pride that we 565
say with reason that he 45
say with reason that the 161
say with reason that we 63
say yes rather than no 240
say you agree with me 236
say you could get up 48
say you could hear the 65
say you could not be 159
say you could not do 255
say you could not eat 50
say you could not go 193
say you could see the 56
say you found them in 94
say you found this on 45
say you might lay in 41
say you never got it 45
say you never hear the 91
say you never saw me 59
say you never saw the 70
say you ought not to 286
say you really mean it 45
say you shall not be 51
say you shall not do 92
say you shall not eat 40
say you shall not go 157
say you would not be 582
say you would not do 141
say you would not go 114
say you would see my 49
seal this eighth day of 287
seal this first day of 910
seal this fourth day of 408
sear and burnt with the 42
seas and could not be 49
seas and lands and the 60
seas and oceans and in 71
seas and oceans and the 135
seas and oceans and to 46
seas and oceans are the 62
seas and oceans for the 46
seas are rough and the 56
seat and asked him to 229
seat and drove out of 66
seat and enjoy being in 49
seat and gazed out at 182
seat and gazed out of 107
seat and gazed out the 199
seat and headed for the 648
seat and leaned out the 44
seat and looking out of 109
seat and looking out the 81
seat and reaching for the 65
seat and stand for re 47
seat and staring out the 67
seat and tried not to 258
seat set apart for the 60
seat she could see the 72
seat was empty and the 49
seat was found for me 67
seat was taken and the 172
see all about them the 50
see and above all to 47
see and admit that the 132
see and agree with the 41
see and could not be 40
see and enjoy all the 225
see and enjoy them by 92
see and point out the 390
see and point out to 40
see and state things so 120
see and touch all the 66
see and touch and be 103
see and touch him to 321
see and touch with the 62
see and which may be 40
see any basis for the 146
see any cause for it 166
see any cause for the 107
see any change for the 95
see any human being in 613
see any place for it 47
see any place for the 54
see any proof that the 67
see any reason for an 108
see any reason for it 1220
see any reason for me 230
see any reason for my 111
see any reason for so 91
see any reason for the 1535
see any reason for us 255
see any reason not to 1381
see any reason that the 47
see any reason why an 197
see any reason why he 2073
see any reason why if 51
see any reason why in 148
see any reason why it 2083
see any reason why my 160
see any reason why the 4553
see any reason why we 3519
see any signs that he 48
see any signs that the 163
see any signs that we 71
see are burning for my 44
see both sides and to 57
see both simon and the 92
see day after day in 75
see day after day the 79
see each human being as 97
see for miles and the 40
see her after all at 49
see her again and be 110
see her again and he 175
see her again and it 62
see her again and so 41
see her again and the 103
see her again and to 302
see her again and we 45
see her again but he 46
see her again for the 198
see her again that he 114
see her again was so 43
see her again with the 44
see her dancing with the 56
see her every day at 158
see her every day if 86
see her every day in 152
see her every day of 68
see her every day on 41
see her every day or 78
see her every day to 88
see her father and the 130
see her father and to 64
see her father for the 118
see her getting out of 119
see her looking out at 41
see her looking out of 41
see her looking out the 53
see her mother and the 142
see her mother and to 62
see her mother for the 128
see her mother lying on 43
see her mother who is 48
see her playing with the 49
see her rather than the 40
see her staring out the 48
see her until she is 86
see her waiting for me 97
see her waiting for the 51
see her where she is 68
see her while she is 122
see him above all as 43
see him after all the 52
see him again and be 96
see him again and he 422
see him again and if 60
see him again and it 108
see him again and so 54
see him again and the 162
see him again and to 573
see him again and we 95
see him again but he 84
see him again for an 45
see him again for he 48
see him again for the 424
see him again that he 44
see him again with the 47
see him alive and in 46
see him alone but the 52
see him alone with the 44
see him betting with an 70
see him burst out on 46
see him every day as 310
see him every day at 367
see him every day if 76
see him every day in 241
see him every day of 107
see him every day on 74
see him every day or 84
see him every day to 73
see him every two or 87
see him getting out of 188
see him looking out of 71
see him looking out the 65
see him often and he 42
see him playing with the 123
see him rather than the 52
see him reaching for the 59
see him reaching out to 50
see him setting off to 48
see him setting out on 51
see him setting out to 41
see him shake off the 63
see him staring out the 68
see him steer for the 73
see him taken out of 192
see him talking with the 63
see him today and he 42
see him waiting for me 129
see him waiting for the 47
see him walking out of 97
see him walking with the 40
see him working with the 58
see his bride for the 60
see his child for the 73
see his cloak with the 84
see his error and to 52
see his father and he 67
see his father and the 154
see his father and to 153
see his father bring up 98
see his father for the 247
see his father lying on 45
see his father who is 58
see his father with the 43
see his hopes for the 45
see his house and the 65
see his mother and he 69
see his mother and the 236
see his mother and to 153
see his mother for the 196
see his mother who is 51
see his plans for the 101
see his smile and the 62
see how alice set up 51
see how anything but the 48
see how anything can be 649
see how change can be 42
see how close this is 60
see how close was the 83
see how costs can be 59
see how crazy this is 46
see how dante was in 45
see how either can be 70
see how either one of 68
see how either you or 56
see how every man in 61
see how every one in 50
see how every one is 43
see how every one of 142
see how false this is 68
see how funny that is 79
see how funny this is 40
see how happy she is 260
see how large are the 50
see how large was the 53
see how light can be 43
see how money can be 69
see how nearly all the 50
see how odious all the 73
see how often and in 44
see how often this is 42
see how others see us 45
see how people can be 323
see how people can do 65
see how people can go 73
see how power can be 48
see how proud she is 45
see how silly this is 45
see how small are the 54
see how small she is 164
see how small was the 186
see how smart she is 55
see how sorry she is 100
see how strong are the 107
see how strong she is 54
see how strong was the 187
see how tired she is 95
see how upset she is 125
see how women can be 58
see how words can be 57
see new faces and to 98
see not which way it 116
see one faint idea to 43
see one reason for the 163
see one reason why he 46
see one reason why it 65
see one reason why the 372
see our father doing so 297
see our father tying up 249
see our house and the 64
see our lives and the 67
see our world and the 47
see row after row of 557
see she holds out the 62
see she would not be 117
see that after all he 150
see that after all it 230
see that after all the 254
see that anything can be 1048
see that anything that is 139
see that anything was to 179
see that beneath all the 55
see that child and the 57
see that dancing man he 41
see that either one of 50
see that either was in 44
see that either you or 68
see that emily was the 43
see that empty seat in 64
see that evening sun go 234
see that every act of 140
see that every bit of 148
see that every day in 73
see that every day of 44
see that every day the 43
see that every man in 315
see that every man is 821
see that every man of 102
see that every man on 41
see that every one be 195
see that every one in 71
see that every one is 430
see that every one of 1550
see that house with the 81
see that jesus was in 48
see that jesus was the 176
see that learning can be 53
see that money can be 42
see that nearly all of 700
see that nearly all the 1172
see that others are in 65
see that others did the 55
see that people are in 50
see that people are so 54
see that people can be 97
see that people get the 43
see that people who do 63
see that power can be 44
see that rather than the 41
see that since then the 43
see that smile and be 112
see that taste may be 54
see that though she is 94
see that though this is 40
see that trade was the 117
see that twice two is 142
see that under all the 83
see that water may be 84
see that which all the 71
see that which can be 74
see that which has no 165
see that which has the 128
see that which may be 118
see that which they do 74
see that which was in 57
see that which was the 44
see that which you do 113
see that while all the 84
see that while she is 45
see that while this is 52
see that within each of 46
see that woman with the 311
see that women are in 46
see that women are the 59
see that women can be 60
see that women can do 42
see that words can be 48
see that world war ii 42
see that would not be 112
see that would not do 95
see that writing can be 40
see them acted out by 91
see them again and it 46
see them again and to 211
see them again but in 44
see them again for at 56
see them again for the 129
see them again was to 47
see them blown out by 55
see them every day as 44
see them every day at 127
see them every day in 380
see them every day of 78
see them every day on 145
see them every day or 50
see them every one in 42
see them gather all the 60
see them getting out of 121
see them looking out of 50
see them march off to 53
see them pouring out of 51
see them rather than as 77
see them rather than the 50
see them sneaking out of 70
see them spread out in 46
see them spread out on 43
see them waiting for me 54
see them waiting for the 43
see them where they do 56
see they could not be 63
see they would not be 96
see they would not do 58
see things change for the 50
see things which are in 47
see things which they do 91
see things whole and in 96
see things whole and to 54
see this above all in 53
see this borne out in 47
see this dialog box if 124
see this dialog box in 81
see this every day at 42
see this every day in 379
see this order put in 53
see this place for the 51
see this woman and to 52
see this world with the 69
see this would not be 45
see two banks and the 172
see who comes out of 75
see who comes out on 226
see who comes out the 84
see who could ask the 49
see who could bring in 93
see who could bring the 85
see who could cry the 42
see who could cut the 79
see who could fly the 83
see who could get in 138
see who could get it 60
see who could get the 1224
see who could get to 585
see who could get up 44
see who could hit it 64
see who could hit the 293
see who could pee the 99
see who could put on 100
see who could put the 73
see who could read the 88
see who could run the 147
see who could say the 108
see who could swing the 140
see who could use the 62
see who could wear the 68
see who could win the 107
see who knows that the 183
see who shall get the 42
see who would buy the 63
see who would end up 49
see who would get it 104
see who would get the 772
see who would get to 524
see who would lead the 85
see who would pay the 46
see who would win the 397
see why people are so 204
see why people get so 44
see why people had to 43
see you after all the 60
see you again and be 85
see you again and if 54
see you again and in 40
see you again and it 70
see you again and so 96
see you again and the 90
see you again and to 673
see you again and we 119
see you again for at 55
see you again for the 177
see you again one of 129
see you again with the 75
see you agree with me 264
see you every day as 128
see you every day at 61
see you every day in 129
see you every day of 44
see you every day to 45
see you fight for me 44
see you getting out of 94
see you hanged for it 53
see you happy than to 62
see you happy with the 88
see you later and we 73
see you looking out of 70
see you still wear the 50
see you talking with so 53
see you waiting for me 91
see you would not be 77
sen that china has the 365
set and could not be 244
set and headed for the 44
set and solve for the 99
set and waiting for the 132
set far apart and the 60
set for bidding and to 88
set for world war ii 135
set going again with an 125
set her above all the 74
set her empty cup on 112
set her right with the 93
set her sails for the 42
set him above all the 195
set him apart for the 358
set him apart was the 136
set him aside and to 53
set him aside for the 79
set him every day to 225
set him right for the 75
set him right with the 273
set him right with us 51
set him thinking and he 46
set his black bag on 58
set his cloak for the 45
set his empty cup on 179
set his empty mug on 81
set his hopes for the 44
set his sails for the 49
set his straw bed on 83
set his traps for the 77
set his whole being in 66
set his whole being on 55
set new goals and to 77
set new goals for the 399
set new rules for the 120
set new tasks for the 63
set new terms for the 64
set off afoot for the 60
set off after him at 44
set off after him in 103
set off after them at 168
set off after them to 72
set off again and the 57
set off again for my 48
set off again for the 2863
set off again with my 41
set off again with the 307
set off alone and on 56
set off alone for the 344
set off alone with the 42
set off bombs near the 44
set off first for the 40
set off rather than to 40
set off running for the 57
set off running with the 52
set off walking for the 144
set off world war ii 154
set one clock going by 45
set our faces for the 63
set our goals for the 54
set our hands and the 82
set our study for the 41
set our thinking gear in 50
set out about ten of 70
set out about two in 53
set out above and in 203
set out above and the 307
set out above and to 101
set out above are the 75
set out above are to 50
set out above can be 373
set out above for the 669
set out above may be 504
set out above that the 194
set out above with the 54
set out afoot for the 136
set out after him at 41
set out after him in 65
set out after them in 55
set out again for the 5953
set out again with the 381
set out alone and on 480
set out alone for the 1823
set out alone with the 109
set out below and in 82
set out below and the 104
set out below are the 97
set out below can be 53
set out below for the 172
set out below may be 82
set out below with the 76
set out every day to 55
set out first for the 65
set out goals for the 56
set out looking for the 164
set out plans for the 109
set out rules for the 293
set tab stops for the 55
set that aside for the 336
set that comes with the 59
set that could not be 173
set that would not be 87
set them above all the 58
set them apart and to 105
set them apart for the 857
set them apart was the 124
set them aside and to 92
set them aside for me 53
set them aside for the 695
set them aside with the 179
set them lower than the 57
set them right with the 85
set things right and to 125
set things right for me 41
set things right for the 332
set things right for us 44
set things right with my 44
set things right with the 245
set this aside for the 96
set two goals for the 55
set was never led by 40
set you apart for the 41
set you right with the 120
sex and broad age of 112
sex and drugs and the 54
sex and money are the 132
sex that could not be 40
sex with either men or 77
sex with either til the 92
sex with every one of 59
sex with people they do 49
sex with people you do 87
she and others had to 43
she ate every bit of 68
she can apply for an 77
she can apply for the 78
she can argue that the 82
she can avoid doing so 40
she can carry out the 200
she can change his or 41
she can claim that the 73
she can dance and sing 57
she can easily see the 68
she can force him to 95
she can never bear to 65
she can never get it 66
she can never get the 62
she can never hear it 195
she can offer for the 48
she can place them in 51
she can point out the 99
she can point out to 114
she can prove that he 134
she can prove that the 502
she can prove that to 57
she can refer you to 253
she can share with the 105
she can sleep with me 67
she can spend all of 40
she can still hear the 180
she can still see me 42
she can still see the 222
she can still use the 59
she can strip them of 96
she can trust him to 147
she can trust you to 94
she can watch for the 40
she can while she is 41
she did admit that it 59
she did admit that the 107
she did agree that it 42
she did allow him to 138
she did blush all the 43
she did could not be 125
she did every day at 108
she did every day in 63
she did every day of 136
she did grant him an 112
she did nearly all the 58
she did which was so 52
she did would not be 55
she does admit that the 42
she does anything out of 45
she does argue that the 76
she does rather than by 51
she goes about doing it 41
she goes aloft out of 66
she goes every day to 95
she got bored with it 113
she got bored with the 150
she got burnt out in 43
she got easily out of 76
she got money out of 95
she got really mad at 107
she got round with the 66
she got stuck with the 83
she got thrown out of 81
she got under way at 58
she got upset with me 61
she got where she is 127
she had about her an 136
she had about her in 52
she had about her the 253
she had acted for the 242
she had acted out in 44
she had acted out of 438
she had acted with the 202
she had after all to 57
she had again put on 94
she had aided him in 78
she had anything but the 78
she had anything new to 50
she had asked all the 160
she had asked and he 56
she had asked for an 323
she had asked for as 105
she had asked for at 48
she had asked for in 290
she had asked for it 1163
she had asked for me 180
she had asked for my 76
she had asked for no 128
she had asked for on 68
she had asked for so 89
she had asked for the 1330
she had asked god to 346
she had asked her if 60
she had asked her to 425
she had asked him as 218
she had asked him at 92
she had asked him he 46
she had asked him if 1300
she had asked him in 363
she had asked him no 41
she had asked him of 57
she had asked him on 178
she had asked him so 113
she had asked him the 314
she had asked him to 9289
she had asked not to 63
she had asked one of 237
she had asked that he 97
she had asked that it 47
she had asked that the 155
she had asked them if 55
she had asked them to 794
she had asked was to 73
she had asked why he 85
she had asked why the 42
she had asked you to 184
she had baked for the 137
she had banged out the 45
she had bared them the 41
she had beaten him at 91
she had beaten him in 65
she had beaten him to 78
she had beaten off the 43
she had begun for the 57
she had begun going to 49
she had begun now to 74
she had begun with the 145
she had blown all the 74
she had blown out the 289
she had borne all the 68
she had borne and the 41
she had borne for so 85
she had borne for the 44
she had borne him an 72
she had borne him by 43
she had borne him in 190
she had borne him no 851
she had borne him to 69
she had borne them to 43
she had bound him by 52
she had bound him to 120
she had built for the 152
she had built him up 45
she had built near the 62
she had built out of 110
she had built with the 62
she had burst out of 73
she had cared for as 136
she had cared for in 347
she had cared for it 97
she had cared for me 212
she had cared for no 41
she had cared for so 108
she had cared for the 433
she had coped with it 41
she had coped with the 201
she had could not be 62
she had crept out of 210
she had cried all the 176
she had cried and he 65
she had cried for the 120
she had cried out as 110
she had cried out at 80
she had cried out in 448
she had cried out the 40
she had cried out to 375
she had cured him of 141
she had dared him to 78
she had dealings with the 124
she had dined with the 171
she had doled out to 51
she had dozed off in 84
she had dozed off to 42
she had drank her tea 58
she had drawn all the 70
she had drawn for the 82
she had drawn him on 51
she had drawn him to 205
she had drawn near to 48
she had drawn out of 253
she had drawn out the 83
she had drunk all the 62
she had drunk and the 52
she had drunk her tea 188
she had drunk out of 50
she had earned for the 49
she had either read or 40
she had every day of 42
she had every one of 62
she had every year to 129
she had faced him in 79
she had feared for so 99
she had feared for the 85
she had feared that he 285
she had feared that if 43
she had feared that it 89
she had feared that no 98
she had feared that the 238
she had filed with the 73
she had first had the 46
she had first met as 54
she had first met at 348
she had first met in 615
she had first met me 47
she had first met on 189
she had first met the 577
she had first put on 145
she had first put up 49
she had first read in 57
she had first read it 128
she had first read the 143
she had first set up 52
she had first sung in 41
she had fixed for the 46
she had flown off the 42
she had flown off to 83
she had flown out of 216
she had flown out to 96
she had found all of 74
she had found all the 215
she had found and the 52
she had found both the 40
she had found for me 112
she had found for the 150
she had found her as 46
she had found her in 109
she had found him an 59
she had found him at 150
she had found him he 40
she had found him in 891
she had found him on 132
she had found him so 359
she had found him the 85
she had found him to 264
she had found joy in 41
she had found lying in 49
she had found lying on 93
she had found near the 100
she had found one in 115
she had found one of 312
she had found one to 102
she had found out by 81
she had found out he 165
she had found out in 239
she had found out my 99
she had found out on 49
she had found out so 133
she had found out the 815
she had found out to 47
she had found that he 374
she had found that if 57
she had found that in 211
she had found that it 252
she had found that the 920
she had found that to 54
she had found them at 99
she had found them in 634
she had found them on 97
she had found them or 55
she had found them so 86
she had found them to 94
she had found this in 42
she had found was the 57
she had found with the 115
she had given all of 166
she had given all the 328
she had given all to 60
she had given and the 57
she had given each of 92
she had given for it 59
she had given for the 266
she had given her an 49
she had given her as 45
she had given her at 45
she had given her by 86
she had given her in 109
she had given her of 41
she had given her on 70
she had given her the 455
she had given her to 111
she had given her up 127
she had given him an 1170
she had given him as 1720
she had given him at 779
she had given him by 181
she had given him he 101
she had given him in 1681
she had given him my 73
she had given him no 3040
she had given him of 493
she had given him on 774
she had given him so 1267
she had given him tea 109
she had given him the 6238
she had given him to 2008
she had given him up 1940
she had given one of 181
she had given one to 84
she had given out the 67
she had given that the 42
she had given that up 277
she had given them an 85
she had given them as 178
she had given them by 47
she had given them in 181
she had given them no 154
she had given them of 40
she had given them on 59
she had given them so 238
she had given them the 624
she had given them to 1031
she had given them up 462
she had given this up 99
she had given way at 46
she had given way to 1460
she had given with the 46
she had given you an 42
she had given you the 89
she had grown both in 40
she had grown old in 227
she had grown out of 742
she had grown with the 49
she had hated for so 93
she had hated him as 58
she had hated him at 47
she had hated him so 40
she had headed for the 113
she had hired for the 185
she had hired him to 161
she had hoped for an 98
she had hoped for as 134
she had hoped for at 80
she had hoped for in 337
she had hoped for it 92
she had hoped for or 53
she had hoped for so 81
she had hoped for the 229
she had hoped not to 165
she had hoped that at 42
she had hoped that by 65
she had hoped that he 812
she had hoped that if 55
she had hoped that in 89
she had hoped that it 227
she had hoped that no 40
she had hoped that the 719
she had hopes that he 49
she had hopes that the 68
she had known all of 289
she had known all the 1103
she had known and the 173
she had known any of 41
she had known for as 42
she had known for so 641
she had known for the 353
she had known her as 118
she had known her in 96
she had known her so 129
she had known him as 782
she had known him at 188
she had known him by 91
she had known him he 315
she had known him in 668
she had known him so 369
she had known him the 49
she had known him to 643
she had known how he 110
she had known how it 116
she had known how the 92
she had known how to 1916
she had known one of 42
she had known that as 47
she had known that at 111
she had known that he 2101
she had known that if 151
she had known that in 166
she had known that it 1085
she had known that no 56
she had known that the 1653
she had known that to 56
she had known them as 200
she had known them in 167
she had known them to 60
she had known two or 62
she had known was the 50
she had known who he 184
she had known who it 48
she had known with the 77
she had leaned out of 114
she had leaped out of 84
she had liked him at 51
she had liked him in 65
she had liked him so 153
she had lived all of 167
she had lived all the 51
she had lived and the 128
she had lived for it 62
she had lived for so 788
she had lived for the 933
she had lived long in 109
she had lived near the 88
she had lived out of 80
she had lived out the 63
she had lived two or 42
she had lived with an 177
she had lived with as 95
she had lived with in 161
she had lived with it 215
she had lived with me 182
she had lived with my 110
she had lived with so 92
she had lived with the 1576
she had lived with us 223
she had longed for an 78
she had longed for as 164
she had longed for in 164
she had longed for it 251
she had longed for so 183
she had longed for the 742
she had loved all of 46
she had loved all the 73
she had loved and the 127
she had loved for so 412
she had loved for the 67
she had loved her as 166
she had loved him as 954
she had loved him at 116
she had loved him he 47
she had loved him in 461
she had loved him or 53
she had loved him so 1235
she had loved him the 82
she had loved him to 109
she had loved them at 42
she had loved with the 65
she had lunch with the 92
she had lured him to 109
she had meted out to 223
she had mingled with the 174
she had mixed with the 104
she had money and he 88
she had money for the 53
she had moved him to 45
she had moved out of 1545
she had moved out on 126
she had moved out to 103
she had moved with the 100
she had named him as 40
she had nearly all the 51
she had never for an 166
she had never got on 261
she had never got the 63
she had never got to 101
she had never got up 81
she had never had an 1408
she had never had as 288
she had never had at 56
she had never had in 310
she had never had it 479
she had never had or 43
she had never had so 941
she had never had the 3463
she had never had to 2237
she had never hung so 65
she had never let go 134
she had never let it 79
she had never let me 85
she had never let on 125
she had never let the 83
she had never met an 153
she had never met as 42
she had never met in 253
she had never met me 186
she had never met my 44
she had never met or 200
she had never met so 100
she had never met the 958
she had never put it 186
she had never put on 350
she had never put the 75
she had never read in 201
she had never read it 329
she had never read of 42
she had never read or 71
she had never read the 727
she had never run in 133
she had never sat at 60
she had never sat in 177
she had never sat on 60
she had never sung in 111
she had never sung it 132
she had never sung so 64
she had never sung the 45
she had never yet in 41
she had noted that he 167
she had noted that the 163
she had often had the 97
she had often had to 190
she had often met at 77
she had often met the 60
she had often put it 47
she had often read in 76
she had often read it 54
she had often read of 54
she had often read to 43
she had often sat in 147
she had often sung to 62
she had opted for the 231
she had opted not to 73
she had opted out of 72
she had plans for me 41
she had plans for the 294
she had poked fun at 45
she had posed for the 166
she had proof that he 73
she had proof that the 57
she had quite won the 66
she had raked out in 54
she had rather not be 59
she had really got to 66
