sailing along unseen in the 65
seems very strange to the 127
seems very strange to us 774
seems very unfair to me 75
seems very unfair to the 45
seems well suited to the 1238
seems well versed in the 52
seems young enough to be 77
seeps into cracks in the 152
seething wave sobbed in the 115
seize some portion of the 82
seize upon something in the 60
seize what belongs to the 40
seize what belongs to us 43
seize what seemed to be 41
selling more copies of the 40
selling soft drinks in the 54
selling their bodies in the 47
selling their bodies on the 73
selling their bodies to the 176
selling their cattle to the 45
selling their holdings in the 41
selling their holdings to the 66
selling their horses to the 44
selling their output in the 72
selling their output to the 88
selling their rights to the 59
selling their shares at the 52
selling their shares in the 285
selling their shares of the 58
selling their shares on the 125
selling their shares to the 211
selling their skills to the 71
selling their slaves to the 174
selling their swords to the 124
selling their weapons to the 57
selling these assets at the 85
sending good wishes to the 51
sending healing energy to the 59
sending more troops to the 218
sending some troops to the 51
sending their agents to the 50
sending their cattle to the 57
sending their horses to the 97
sending their leaders to the 56
sending their orders to the 82
sending their pupils to the 46
sending their slaves to the 45
sending their troops to the 57
sending your letter on to 78
sending your letter to the 165
sending your resume to the 45
sends many fibers to the 49
sends more oxygen to the 41
sends some fibers to the 88
senior army member of the 77
senior high school as the 55
senior high school at the 169
senior high school by the 71
senior high school in the 762
senior high school is the 156
senior high school is to 137
senior high school it is 69
senior high school of the 129
senior high school on the 142
senior high school or in 128
senior high school or the 131
senior high school to be 68
senior high school to the 120
senior living member of the 71
senior male member of the 820
senior most judges of the 61
senior most member of the 252
sense less likely to be 229
sense lies wholly in the 40
sense most obvious to the 324
sense much closer to the 49
sense there appears to be 102
sense there should be no 190
sense there should be so 63
sense were placed at the 45
sense what appears to be 40
sense when looked at in 58
sense when placed in the 148
sense when viewed as an 48
sense when viewed in the 319
sense will accept it as 126
sense will depend on the 70
sense will enable us to 74
sense will return to the 50
serfs only wished to be 47
serum drug levels in the 46
serum zinc levels in the 51
serve even better as an 42
serve mere engines to the 219
serve their master in the 198
serve three copies of the 76
serve well enough as an 245
serve well enough as the 51
serve well enough in the 66
serve your answer on the 178
serving size listed on the 193
setting forth changes in the 40
setting forth christ as the 94
setting forth christ to be 44
setting forth something of the 58
setting some bounds to the 145
setting some limits on the 63
setting some limits to the 67
setting their sights on the 453
setting their strength to the 52
setting time limits on the 104
setting will depend on the 519
setting will result in the 138
setting your sights on the 88
seven data points in the 42
seven days before it is 203
seven days before the king 53
seven days instead of the 106
seven days notice of the 213
seven days notice to the 182
seven feet across at the 52
seven feet square at the 184
seven feet through at the 47
seven gold medals at the 292
seven gold medals in the 211
seven great powers of the 88
seven leaping tongues of the 68
seven mile radius of the 55
seven other cities in the 100
seven other leaders of the 232
seven other nations in the 41
seven other places in the 159
seven other states in the 102
seven till eleven in the 61
seven were judged to be 55
seven were killed by the 47
seven were killed in the 113
seven were killed on the 91
seven were placed in the 91
seven were thought to be 44
seven years almost to the 52
seven years before at the 175
seven years before by the 180
seven years before he is 60
seven years before in the 262
seven years before it is 99
seven years before on the 107
seven years before to the 78
seven years earlier at the 218
seven years earlier by the 219
seven years earlier in the 325
seven years earlier on the 133
seven years earlier to the 58
seven years editor of the 61
seven years engaged in the 44
seven years instead of the 195
seven years passed in the 71
seven years pastor of the 117
seven years seemed to be 54
seven years should be the 81
seven young calves to be 53
sexes also differ in the 69
sexes have varied in the 42
sexes were engaged in the 41
sexes were thought to be 48
shading into yellow on the 72
shaft just distal to the 66
shaft will rotate in the 41
shake their belief in the 201
shake your belief in the 71
shake your opinion of it 41
shaking their skirts at us 58
shall also accrue to the 46
shall also allude to the 40
shall also assist in the 41
shall also attach to the 51
shall also attend to the 122
shall also decide on the 163
shall also extend to the 1024
shall also insert in the 59
shall also insist on the 42
shall also oppose to the 49
shall also relate to the 46
shall also render to the 56
shall also report on the 50
shall also report to the 714
shall also return to the 269
shall also submit to the 591
shall also supply to the 61
shall base itself on the 50
shall best arrive at an 41
shall best arrive at the 44
shall bury myself in my 41
shall bury myself in the 79
shall call meetings of the 298
shall cease except in so 101
shall cease wholly to be 54
shall clear myself by the 57
shall come across in the 110
shall come across it in 46
shall come before me to 56
shall come before the king 60
shall come closer to the 145
shall come nearest to the 129
shall come streaming to it 62
shall deem proper in the 104
shall deem proper to be 98
shall draw freely on the 61
shall draw heavily on the 161
shall draw mainly on the 46
shall draw orders on the 94
shall ever accuse me of 82
shall ever arrive at the 67
shall ever attain to the 41
shall ever compel me to 115
shall ever desire to be 56
shall ever esteem it an 60
shall ever esteem it as 46
shall ever esteem it the 97
shall ever induce me to 1121
shall ever induce us to 126
shall ever reduce us to 57
shall ever regard as the 141
shall ever regard it as 147
shall ever remain in the 97
shall ever retain in my 54
shall ever retain of the 108
shall ever return to the 180
shall ever strive to be 63
shall ever submit to it 46
shall fall asleep in the 114
shall fall vacant in the 47
shall fall victim to the 47
shall feel better in the 91
shall feel myself to be 53
shall feel something of the 47
shall file copies of the 68
shall file notice of the 78
shall find enough in it 43
shall find enough in the 59
shall find enough to do 180
shall find itself in the 43
shall find little or no 77
shall find little to sing 68
shall find myself in the 309
shall find myself on the 47
shall find plenty to do 205
shall find refuge in the 126
shall find something in it 46
shall find something in the 64
shall find something of the 90
shall find something to do 236
shall find something to eat 137
shall find traces of it 67
shall find traces of the 124
shall find useful in the 53
shall five cities in the 388
shall gain access to the 82
shall give access to the 67
shall give advice to the 94
shall give battle to the 108
shall give copies of the 139
shall give credit to the 94
shall give effect to it 107
shall give effect to the 1862
shall give myself to the 89
shall give myself up to 279
shall give notice as in 46
shall give notice at the 50
shall give notice in the 910
shall give notice of an 198
shall give notice of it 268
shall give notice of the 7021
shall give notice to the 10447
shall give orders to my 99
shall give orders to the 214
shall give proofs of my 41
shall give relief to the 43
shall give thought to the 56
shall give weight to the 97
shall have access to an 118
shall have access to it 227
shall have access to or 130
shall have access to the 4979
shall have advice of my 43
shall have agreed as to 46
shall have agreed to the 147
shall have another go at 85
shall have arisen in the 58
shall have arisen on the 116
shall have before us in 40
shall have before us the 412
shall have broken up the 47
shall have caused it to 79
shall have caused to be 381
shall have charge of it 59
shall have charge of the 8766
shall have cheese by the 120
shall have choice of the 58
shall have chosen to be 56
shall have cleared up the 47
shall have copies of the 81
shall have credit in the 51
shall have effect as an 176
shall have effect as if 39362
shall have effect as in 92
shall have effect as it 73
shall have effect as so 98
shall have effect as the 149
shall have effect as to 275
shall have effect if the 60
shall have effect in so 210
shall have effect in the 487
shall have effect on or 77
shall have effect on the 153
shall have effect so as 464
shall have effect to the 118
shall have engaged in the 100
shall have engaged on my 56
shall have enough of it 667
shall have enough of my 63
shall have enough of the 157
shall have enough on my 58
shall have enough to do 2344
shall have enough to eat 350
shall have enough to go 61
shall have failed in an 40
shall have failed in my 293
shall have failed in the 121
shall have failed so to 73
shall have failed to do 139
shall have fallen in the 47
shall have fallen to the 191
shall have filled up the 356
shall have fitted up in 41
shall have instead of the 62
shall have landed on the 56
shall have learned in the 52
shall have learned to be 60
shall have lifted up the 107
shall have little or no 462
shall have little to do 572
shall have memory of the 61
shall have naught to do 114
shall have notice of it 66
shall have notice of the 669
shall have passed by the 88
shall have passed in the 211
shall have passed on the 56
shall have passed on to 86
shall have passed to be 76
shall have passed to the 237
shall have picked up the 46
shall have placed in the 60
shall have plenty of it 279
shall have plenty of the 76
shall have plenty to do 737
shall have plenty to eat 375
shall have praise of the 150
shall have proved it as 78
shall have proved to be 130
shall have proved to the 124
shall have regard in the 47
shall have regard to the 10670
shall have remedy by the 211
shall have resort to the 47
shall have served as an 132
shall have served in the 401
shall have served on the 80
shall have served us in 103
shall have something of the 115
shall have something to be 54
shall have something to do 638
shall have something to eat 827
shall have something to go 96
shall have spoken in the 66
shall have spoken on the 57
shall have treated of the 47
shall have vested in the 95
shall have weight in the 75
shall have worked in the 67
shall having regard to the 68
shall here assume to be 48
shall here define it to 114
shall here impart it to 45
shall here submit to the 50
shall hide myself in the 54
shall hire another to do 136
shall hold itself at the 44
shall hold meetings on the 41
shall hold office as if 48
shall hold office at the 2711
shall hold office by the 66
shall hold office in the 349
shall hold office on the 94
shall just glance at the 57
shall keep abreast of the 57
shall keep charge of the 46
shall keep copies of the 57
shall keep posted up in 74
shall keep record of the 137
shall know enough of the 62
shall know enough to be 41
shall know something of the 425
shall know whether it be 96
shall know whether it is 176
shall learn something of the 422
shall learn whether he is 41
shall learn whether it is 40
shall leave behind in the 53
shall leave behind me an 46
shall leave behind me in 57
shall leave behind us the 66
shall lend itself to the 42
shall live adored to the 75
shall live always in the 77
shall look further at the 136
shall look mainly at the 42
shall look solely to the 397
shall lose myself in the 72
shall mail copies of the 159
shall mail notice of the 184
shall mail notice to the 88
shall make amends to the 113
shall make choice of the 106
shall make copies of the 198
shall make findings as to 83
shall make grants to the 52
shall make little or no 209
shall make mention in the 54
shall make mention of the 206
shall make report of the 356
shall make report to the 786
shall make return of the 424
shall make return to the 313
shall make something of it 77
shall make something of my 98
shall make something on it 46
shall meet monthly at the 62
shall more surely do it 55
shall most likely be at 45
shall most likely be in 61
shall most likely go to 68
shall next advert to the 152
shall only advert to the 122
shall only allude to it 67
shall only allude to the 157
shall only extend to the 306
shall only glance at the 126
shall pass through it as 149
shall pass through it to 44
shall pass through the sea 278
shall plead guilty to the 48
shall post copies of the 273
shall reach bombay on the 98
shall reach england in the 46
shall rely heavily on the 207
shall rely mainly on the 123
shall rest solely in the 40
shall rise higher in the 78
shall seek refuge in the 191
shall seek safety at the 54
shall seem always on the 56
shall seem proper to the 131
shall send copies of the 830
shall send copies to the 90
shall send notice in the 122
shall send notice of the 492
shall send notice to the 429
shall show further on in 54
shall show itself to be 73
shall show myself to be 121
shall shut myself up in 168
shall soon arrive at the 304
shall soon become of so 120
shall soon return to it 63
shall soon return to my 119
shall soon return to the 279
shall speak freely of the 50
shall speak further in the 192
shall speak further of the 94
shall speak further on in 43
shall speak further on of 179
shall speak further to the 62
shall speak mainly of the 64
shall speak simply of the 56
shall take charge of it 147
shall take charge of my 48
shall take charge of the 6037
shall take effect as an 234
shall take effect as if 4486
shall take effect as of 2010
shall take effect as so 371
shall take effect as to 259
shall take effect at the 2376
shall take effect if the 60
shall take effect in the 861
shall take effect on or 67
shall take effect on the 19204
shall take effect or be 316
shall take effect or go 47
shall take effect to the 52
shall take little or no 46
shall take notice in the 109
shall take notice of an 82
shall take notice of as 122
shall take notice of in 576
shall take notice of is 695
shall take notice of it 265
shall take notice of me 98
shall take notice of the 1074
shall take office at the 195
shall take office on the 650
shall take refuge in the 368
shall take something to eat 40
shall take thought of the 58
shall tell something of the 51
shall their tastes be so 42
shall there happen to be 92
shall think better of it 42
shall think better of the 76
shall think little of it 128
shall think proper in the 115
shall think proper so to 291
shall think proper to be 321
shall think proper to do 248
shall think proper to the 85
shall throw myself at the 65
shall throw myself on the 163
shall tread safely to the 101
shall trot around to the 74
shall turn instead to the 67
shall turn parson or no 86
shall turn rebels to thy 49
shall upon demand of the 640
shall want something of the 71
shall want something to eat 99
shall when agreed to in 301
shall your reward be in 60
shalt find another by the 78
shalt have enough of it 41
shalt have praise of the 3670
shalt have something oh so 44
shame give physic to my 265
shape also appears in the 41
shape best suited to the 242
shape least allied to the 109
shape more suited to the 45
shape their course as to 52
shape their course by the 272
shape their course in the 68
shape their course so as 132
shape their course to the 152
shape their future in the 51
shape their policy as to 45
shape when viewed in the 60
shape will depend on the 473
shape will return to us 44
shaping their course by the 58
shaping their course in the 42
shaping their course to the 204
share more deeply in the 161
share more fairly in the 105
share more widely in the 43
share some aspect of the 99
share some portion of the 401
share their belief in the 357
share their feelings in the 164
share their skills is no 42
share their visions of the 102
share very little in the 117
share very little of the 107
share voting rights of an 63
share voting rights of the 127
share what appears to be 158
share will depend on the 286
share your belief in the 132
share your opinion as to 200
share your opinion of the 147
share your opinion on the 91
sharing their belief in the 57
sharing will depend on the 53
sharp angle formed at the 53
sharp angle formed by the 249
sharp break occurs in the 115
sharp edge formed by the 202
sharp pain caused by the 68
sharp rise occurs in the 46
sharp step passed in the 68
shearing unit stress at the 120
shearing unit stress in the 853
shearing unit stress on the 242
sheathe their swords in the 51
sheep fell heavily on the 55
sheep were browsing on the 75
sheep were driven by the 40
sheep were driven to the 166
sheep were folded on the 93
sheep were grazed in the 62
sheep were grazed on the 169
sheep were killed by the 96
sheep were killed in the 124
sheep were killed on the 56
sheep were placed in the 54
sheep were placed on the 88
sheep were raised in the 98
sheep were raised on the 75
sheep were sheared in the 48
sheep were washed in the 60
sheet giving effect to the 220
sheet home another of the 43
sheet will depend on the 93
shell half buried in the 96
shift also occurs in the 42
shift even further to the 140
shift from europe to the 304
shift from focusing on the 508
shift more weight to the 49
shift some portion of the 58
shift their burden on to 41
shift their burden to the 56
shift their demand to the 63
shift their places in the 61
shift their weight in the 58
shift their weight to the 165
shift will depend on the 694
shift will result in an 131
shift will result in the 57
shift your weight in the 67
shift your weight on to 117
shift your weight to it 105
shift your weight to the 1068
shine like beacons in the 70
shine like jewels in the 241
shine like lights in the 381
shine like silver in the 190
shine their lights on the 40
shine were almost on the 70
shining blue waters of the 51
shining like beacons in the 41
shining like copper in the 46
shining like jewels in the 103
shining like lights in the 40
shining like rubies in the 42
shining like silver in the 517
shining their lights on the 56
shining very clearly in the 40
ships came abreast of the 41
ships cast anchor in the 276
ships fell victim to the 54
ships from across the sea 116
ships from africa to the 102
ships from england in the 95
ships from england to the 49
ships from europe to the 95
ships took refuge in the 69
ships were active in the 68
ships were already at sea 77
ships were already in the 147
ships were already on the 88
ships were always to be 49
ships were bought by the 50
ships were building in the 48
ships were burned by the 56
ships were burned in the 41
ships were caught by the 93
ships were caught in the 270
ships were cruising in the 110
ships were dashed on the 77
ships were docked at the 71
ships were docked in the 54
ships were driven by the 108
ships were driven on the 177
ships were driven to the 106
ships were engaged in an 51
ships were engaged in it 68
ships were engaged in the 805
ships were forced to go 50
ships were frozen in the 56
ships were hauled up on 66
ships were joined by the 106
ships were likely to be 301
ships were loaded in the 44
ships were locked in the 62
ships were manned by the 151
ships were moored at the 77
ships were moored in the 379
ships were moored on the 43
ships were moored to the 114
ships were needed in the 52
ships were picked up by 64
ships were placed at the 98
ships were placed in the 79
ships were placed on the 121
ships were seized by the 494
ships were seized in the 196
ships were seized on the 125
ships were thought to be 128
ships were warned of the 40
shirt open almost to the 105
shirt were rolled to the 92
shirt were rolled up to 350
shock wave appears in the 101
shock wave caused by an 168
shock wave caused by the 463
shock wave created by the 499
shock wave formed at the 137
shock wave formed by the 150
shock wave impinges on the 48
shock wave normal to the 55
shock wave occurs at the 127
shock wave occurs in the 127
shock wave therapy in the 125
shock will depend on the 106
shock your feelings by the 88
shone like beacons in the 157
shone like bronze in the 48
shone like copper in the 137
shone like jewels in the 381
shone like jewels on the 47
shone like lights in the 43
shone like marble in the 106
shone like silver in the 1936
shone like silver on the 82
shone more fairly on the 52
shone very bright in the 44
shook their weapons at the 42
shook toby warmly by the 80
shoot from ambush at the 127
shoot their arrows at it 93
shoot their arrows at me 419
shoot their arrows at the 594
shoot their arrows at us 362
shoot three arrows on the 122
shoot three arrows to the 64
shops half opened in the 81
shops have opened in the 51
shops were closed as if 42
shops were closed as on 72
shops were closed by the 68
shops were closed in the 157
shops were closed on the 90
shops were looted in the 73
shops were opened in the 311
shore some tokens of the 48
short form itself is to 93
short form version of the 47
short hair parted in the 49
short hand points to the 62
short haul clause in the 61
short haul clause of the 501
short oral report to the 56
short range nature of the 146
short range ordering in the 76
short range ordering of the 55
short step further to the 84
short step indeed to the 58
short term appears to be 61
short term changes in the 946
short term credit in the 44
short term credit to the 75
short term effect of the 85
short term effect on the 104
short term impact of the 100
short term impact on the 67
short term memory in the 55
short term memory of the 133
short term nature of the 251
short term trusts in the 70
short time appears to be 179
short time arrive at the 62
short time before at the 283
short time before by an 55
short time before by the 553
short time before he is 129
short time before in the 558
short time before it is 792
short time before of the 72
short time before on the 278
short time before the king 168
short time before to be 44
short time before to the 230
short time changes in the 46
short time course of the 52
short time earlier by the 47
short time earlier in the 106
short time editor of the 146
short time engaged in the 131
short time fairly in the 67
short time joined by the 55
short time member of the 69
short time passed in the 64
short time periods in the 93
short time periods of the 46
short time placed in the 44
short time proved to be 86
short time return to the 54
short time scales in the 47
short time scales of the 61
short time seemed to be 95
short time seemed to me 61
short time series of the 51
short time served in the 40
short time unless it is 51
short trial emerge to the 59
short trip abroad as the 44
short tube formed by the 73
short walk across to the 54
shots taking effect in the 95
shots took effect in the 75
shots took effect on the 53
shout from someone in the 48
shout loud enough to be 452
showing clear traces of the 59
showing early stages in the 84
showing early stages of the 79
showing forth praise to the 50
showing four stages in the 154
showing just enough of the 42
showing many traces of the 76
showing more detail of the 61
showing some aspect of the 47
showing some traces of it 61
showing some traces of the 95
showing their effect on the 92
showing their hatred of the 65
showing their impact on the 56
showing their mettle in the 41
showing their origin in the 48
showing three stages in the 290
showing very little of the 121
showing very little or no 58
showing what amount of the 50
showing what appears to be 564
showing what became of it 62
showing what became of the 41
showing what portion of the 156
showing what seemed to be 95
showing what should be the 50
shown even better by the 57
shown even better in the 46
shown great energy in the 93
shown great strength in the 44
shown great terror at the 101
shown here appears to be 81
shown here belongs to the 59
shown here refers to the 41
shown here relate to the 43
shown more clearly by the 466
shown more clearly if the 54
shown more clearly if we 84
shown more clearly in the 1500
shown more clearly on the 109
shown more regard to my 46
shown most clearly at the 48
shown most clearly by an 65
shown most clearly by the 1671
shown most clearly in the 2700
shown most clearly on the 60
shown most simply by the 72
shown most simply in the 45
shown much wisdom in the 45
shown some talent in the 92
shown such energy on the 43
shown their desire to be 42
shown their mettle in the 82
shown their strength in the 111
shown their wisdom to be 43
shown these agents to be 70
shown very clearly by an 43
shown very clearly by the 1478
shown very clearly in an 40
shown very clearly in the 1823
shown very clearly on the 93
shown very little in the 49
shown very little of the 90
shown very little or no 44
shown well enough by the 59
shown what appears to be 183
shown what became of the 59
shown what seemed to be 72
shown will depend on the 95
shown your letter to my 99
shown your letter to the 185
shows clear traces of the 793
shows data relating to the 54
shows four stages in the 238
shows four stages of the 47
shows great changes in the 53
shows high signal in the 348
shows high values in the 107
shows many traces of the 463
shows more clearly in the 249
shows more detail in the 144
shows more detail of the 378
shows more traces of the 43
shows most clearly in the 1112
shows only traces of the 122
shows some changes in the 287
shows some detail of the 50
shows some traces of the 203
shows some values of the 285
shows their belief in the 45
shows their effect on the 64
shows these changes in the 127
shows these values to be 89
shows three levels of the 85
shows three stages in the 412
shows three stages of the 141
shows time series of the 214
shows very clearly in the 554
shows very clearly on the 45
shows very little in the 197
shows very little of it 92
shows very little of the 606
shows very little or no 299
shows were staged in the 40
shows what appears on the 124
shows what appears to be 4522
shows what became of the 238
shows what portion of the 458
shows what should be the 118
shrub very common in the 84
sides also agreed on the 88
sides have agreed on the 104
sides have agreed to the 109
sides lost heavily in the 47
sides there seemed to be 109
sides were active in the 40
sides were agreed on the 86
sides were caught up in 47
sides were engaged in the 89
sides were formed by the 196
sides were glancing up to 56
sides were guilty of the 43
sides were killed in the 121
sides were killed on the 55
sides were partly in the 40
sides were rolled up to 47
sides were washed by the 72
sight next moment in the 50
sight there appears to be 1106
sight there seemed to be 247
signs left behind by the 44
signs were engaged in the 50
signs were nailed to the 45
signs were placed at the 82
signs were placed in the 93
signs were placed on the 107
signs were pointing in the 44
signs were pointing to the 64
signs were posted at the 98
signs were posted in the 125
signs were posted on the 166
signs were thought to be 46
signs will depend on the 286
since been active in the 246
since been agreed on by 45
since been banned by the 108
since been banned in the 49
since been barred by the 54
since been bought by the 124
since been bought up by 78
since been broken by the 124
since been broken up by 67
since been buried by the 49
since been buried in the 204
since been called by the 263
since been called to the 200
since been changed by the 155
since been changed to the 460
since been cleared by the 97
since been cleared of the 47
since been cleared up by 57
since been closed by the 97
since been created by the 44
since been denied by the 54
since been driven to the 60
since been engaged in an 51
since been engaged in the 1931
since been eroded by the 108
since been famous as the 78
since been filled by the 118
since been filled in by 111
since been filled in to 54
since been filled up by 126
since been filled up to 53
since been fitted on to 69
since been formed by the 44
since been hailed as the 74
since been issued by the 160
since been issued to the 97
since been joined by the 219
since been joined to the 86
since been killed by the 115
since been killed in the 81
since been learned of the 50
since been linked to the 54
since been looked on as 91
since been looked up to 47
since been merged in the 217
since been opened in the 43
since been opened to the 67
since been passed by the 156
since been passed in the 58
since been passed on to 100
since been pastor of the 51
since been picked up by 186
since been picked up in 52
since been placed at the 53
since been placed by the 40
since been placed in the 542
since been placed on the 271
since been played by the 42
since been proved by the 234
since been proved to be 3865
since been proved to the 69
since been proven to be 347
since been raised as to 46
since been raised by the 73
since been raised in the 42
since been raised to rs 189
since been raised to the 374
since been ruined by the 70
since been seized by the 100
since been shared by the 41
since been signed by the 44
since been solved by the 62
since been spoken by me 47
since been spoken of as 221
since been struck by the 45
since been termed by the 121
since been thought of as 139
since been thought to be 58
since been traced to the 70
since been treated as an 56
since been treated as the 54
since been treated by the 84
since been united to the 61
since been upheld by the 151
since been vested in the 123
since been worked by the 58
since been worked up by 74
since come around to the 40
since even without it the 55
since gone through by the 285
since have raised me to 84
since having served in the 48
since heart disease is the 53
since india passed to the 43
since last summer in the 43
since leaving school at the 88
since left behind by the 46
since left behind in the 59
since made famous as the 53
since made famous by the 129
since mind appears in the 41
since much earlier in the 61
since nothing appears to be 45
since nothing appears to me 76
since nothing seemed to be 104
since sold itself to the 52
since some portion of the 188
since such matter is the 52
since taking charge of the 114
since their access to the 67
since their advent in the 99
since their arrest in the 40
since their arriving in the 208
since their attack on the 43
since their belief in the 46
since their creation by the 46
since their creation in the 225
since their dinner at the 58
since their effect is to 280
since their effect on the 182
since their founding in the 179
since their heyday in the 189
since their impact on the 88
since their intent is to 49
since their mission is to 68
since their number is so 73
since their object is the 59
since their object is to 227
since their origin in the 235
since their return to the 617
since there appears to be 3954
since there exists in the 167
since there happen to be 45
since there seemed to be 2933
since there should be an 74
since there should be no 1339
since there simply is no 117
since these changes in the 52
since these depend on the 360
since these happen to be 44
since these proved to be 42
since these relate to the 76
since these seemed to be 85
since these tended to be 81
since those engaged in the 50
since three fourths of the 82
since very little in the 54
since very little of it 88
since very little of the 376
since very little or no 53
since what appears to be 281
since what belongs to the 52
since what counts is the 107
since when levied on the 98
since your letter of the 297
since your memory is so 51
since your return to the 115
sinking ever deeper in the 80
sinking fast enough as it 88
sinking fund created by the 158
sinking their bodies in the 99
sinks down almost to the 50
sinks ever deeper in the 46
sinks more deeply in the 94
sipping iced drinks on the 52
sipping mint juleps on the 55
sipping their coffee at the 60
sipping their coffee in the 77
sipping their coffee on the 45
sites have little or no 91
sites have proved to be 77
sites have proven to be 59
sites have tended to be 46
sites left vacant by the 53
sites made famous by the 61
sites made sacred by the 62
sites most likely to be 167
sites there appears to be 41
sites were active at the 56
sites were chosen by the 102
sites were chosen in the 136
sites were chosen on the 254
sites were chosen to be 97
sites were closer to the 48
sites were created by the 55
sites were judged to be 48
sites were likely to be 102
sites were linked to the 40
sites were listed in the 42
sites were listed on the 68
sites were marked on the 42
sites were placed in the 83
sites were placed on the 95
sites were thought to be 180
sites will depend on the 113
sitting down beside me on 166
sitting down heavily at the 50
sitting down heavily in the 105
sitting down heavily on the 301
sitting down wearily on the 51
sitting fast asleep on the 40
sitting half asleep in the 83
sitting half asleep on the 66
sitting here instead of me 66
sitting over coffee in the 110
sitting their horses in the 102
sitting there beside me in 64
sitting there grinning at me 44
