sabbath day the priests in 129
scheme for the process of 89
scheme for the promoting of 125
scheme for the purpose of 1382
scheme for the recording of 60
scheme for the redress of 49
scheme for the removal of 529
scheme for the renewal of 75
scheme for the revision of 238
scheme for the revival of 320
scheme for the rotation of 44
scheme for the seizure of 137
scheme for the solution of 1025
scheme for the storage of 50
scheme for the support of 200
scheme for the taxation of 322
scheme for the welfare of 563
scheme had the support of 199
scheme has the ability to 53
scheme has the benefit of 40
scheme has the support of 89
scheme may be adapted to 51
scheme may be allowed to 54
scheme may be applied in 41
scheme may be applied to 298
scheme may be defined as 55
scheme may be devised to 44
scheme may be helpful in 54
scheme may be reduced to 53
scheme may be written as 155
scheme that is applied to 63
scheme that is capable of 154
scheme that is related to 58
scheme that is similar to 136
scheme was an attempt to 309
scheme was an example of 43
scheme was in violation of 41
scheme was the absence of 44
scheme was the beginning of 44
scheme was the division of 88
scheme was the outcome of 234
scheme was the product of 108
scheme was the removal of 44
scheme was the subject of 211
scheme was to improve the 99
scheme was to increase the 122
scheme was to prevent the 68
scheme was to produce an 90
scheme was to provide the 45
scheme was to relieve the 79
scheme was to replace the 48
scheme with the addition of 87
scheme with the consent of 51
scheme with the liberty of 70
scheme with the purpose of 52
schism with the election of 48
school and an increase in 78
school and at college he 125
school and in addition to 62
school and in college he 149
school and in college is 109
school and in relation to 195
school and in society as 104
school and in society at 225
school and in society in 77
school and is beginning to 88
school and is exposed to 77
school and the ability of 87
school and the ability to 124
school and the absence of 136
school and the academy at 45
school and the academy in 56
school and the academy of 127
school and the academy to 44
school and the addition of 113
school and the adoption of 105
school and the arrival of 125
school and the beginning of 1786
school and the behavior of 41
school and the college as 133
school and the college in 112
school and the college is 113
school and the college of 334
school and the college or 85
school and the college to 96
school and the company of 45
school and the concept of 89
school and the conduct of 126
school and the content of 189
school and the culture of 348
school and the decline of 65
school and the demands of 359
school and the dignity of 99
school and the effects of 89
school and the efforts of 47
school and the erection of 91
school and the example of 56
school and the faculty of 47
school and the failure of 67
school and the founder of 82
school and the freedom of 82
school and the function of 72
school and the history of 179
school and the increase in 45
school and the language of 161
school and the location of 43
school and the members of 357
school and the numbers of 47
school and the parents in 48
school and the parents of 262
school and the parents to 218
school and the pattern of 48
school and the payment of 54
school and the problem of 1551
school and the process of 206
school and the program of 62
school and the purpose of 51
school and the pursuit of 51
school and the quality of 1046
school and the question of 92
school and the relation of 55
school and the removal of 45
school and the results of 287
school and the schools of 245
school and the society at 53
school and the society in 74
school and the society it 74
school and the society of 147
school and the student in 48
school and the student is 41
school and the success of 130
school and the support of 132
school and the teachers in 121
school and the teachers of 70
school and the teachers to 68
school and the variety of 48
school and the welfare of 129
school and to examine the 47
school and to improve the 95
school and to increase the 75
school and to provide the 56
school and to succeed in 45
school bus as defined in 49
school can be adapted to 44
school can be applied to 99
school can be brought to 45
school can be carried on 105
school can be counted on 155
school can be defined as 205
school can be helpful in 58
school can be measured by 62
school can be reduced to 45
school can be related to 79
school day is devoted to 358
school did so because of 90
school did the worthies of 106
school due to illness or 151
school for an average of 436
school for the balance of 129
school for the beginning of 84
school for the benefit of 4629
school for the college of 48
school for the culture of 80
school for the duration of 385
school for the handful of 46
school for the history of 93
school for the members of 73
school for the nurture of 65
school for the offspring of 58
school for the orphans of 102
school for the painter or 67
school for the pleasure of 58
school for the purpose of 4718
school for the quality of 50
school for the revival of 51
school for the science of 55
school for the service of 352
school for the support of 162
school for the teachers of 59
school for the welfare of 72
school had an average of 116
school had no relation to 43
school had the support of 59
school has an average of 88
school has no corners or 43
school has the ability to 63
school has the freedom to 40
school has the function of 64
school her on matters of 40
school may be allowed to 64
school may be carried on 120
school may be defined as 209
school may be helpful in 54
school may be invited to 49
school may be likened to 46
school may be located in 121
school may be measured by 57
school may be reduced to 78
school may be related to 197
school may be subject to 46
school near the village of 84
school tax in support of 55
school that he decided to 123
school that he founded in 54
school that is closest to 47
school that is located in 99
school that the history of 48
school that the problem of 40
school that the student is 77
school was an adjunct of 64
school was an attempt to 142
school was an example of 77
school was in process of 66
school was in violation of 47
school was the ability to 50
school was the beginning of 244
school was the largest in 85
school was the nucleus of 57
school was the nursery of 40
school was the offspring of 40
school was the outcome of 109
school was the product of 127
school was the subject of 147
school was to consist of 113
school was to develop the 78
school was to educate the 104
school was to prepare the 123
school was to provide an 125
school was to provide the 147
school with an average of 334
school with the ability to 632
school with the addition of 187
school with the consent of 100
school with the freedom of 44
school with the minimum of 109
school with the promise of 149
school with the purpose of 472
school with the religion of 64
school with the sisters of 139
school with the support of 383
school year in addition to 73
school year in relation to 86
school year is devoted to 163
school year on account of 49
school year to discuss the 48
scooping out the insides of 50
scooping out the interior of 55
scored for the purpose of 44
scored low on measures of 120
scores and an average of 50
scores and an increase in 78
scores and the ability to 101
scores and the average of 122
scores and the measures of 83
scores and the origins of 151
scores and the quality of 94
scores and the results of 262
scores and the variance of 81
scores are an example of 56
scores are the average of 93
scores are the highest in 47
scores are the numbers of 44
scores are the product of 43
scores can be applied to 52
scores can be assumed to 83
scores can be helpful in 72
scores can be plotted on 120
scores can be related to 146
scores can be written as 67
scores for the effects of 65
scores for the members of 126
scores for the purpose of 299
scores for the quality of 58
scores may be arranged in 55
scores may be plotted on 49
scores may be related to 208
scores than the average of 47
scores with an average of 42
scores with the results of 71
scorns all the rewards of 42
scouts for the purpose of 64
scrape off the surface of 209
scraping off the surface of 86
screams and the crackle of 42
screen and the ability to 157
screen and the position of 107
screen and the quality of 48
screen and the surface of 44
screen for the benefit of 407
screen for the display of 318
screen for the duration of 352
screen for the effects of 49
screen for the purpose of 783
screen for the removal of 138
screen out the effects of 292
screen that is similar to 107
screen with the picture of 83
screwing all the features of 82
screws for the fixation of 93
screws for the purpose of 164
script and the adoption of 46
script and the language of 91
script can be written in 121
script can be written to 93
script for an episode of 79
script for the benefit of 95
script for the purpose of 118
script that is similar to 41
script was the product of 51
scroll bar to display the 450
scroll bar to position the 58
seances for the purpose of 75
seaport and the capital of 181
searching all the corners of 85
searching and the ability to 109
searching for an account of 58
searching for an actress to 60
searching for an address in 41
searching for an analogy to 40
searching for an element in 141
searching for an element of 43
searching for an example of 135
searching for an outcast of 57
searching for or following the 221
searching for the address of 44
searching for the answers in 50
searching for the answers to 1925
searching for the beginning of 106
searching for the comfort of 145
searching for the courage to 249
searching for the details of 82
searching for the effects of 194
searching for the essence of 1010
searching for the etiology of 144
searching for the genesis of 81
searching for the grounds of 365
searching for the history of 264
searching for the killers of 41
searching for the language of 44
searching for the location of 726
searching for the maximum of 129
searching for the members of 45
searching for the minimum of 231
searching for the motives of 93
searching for the optimum of 118
searching for the origins of 1275
searching for the outline of 46
searching for the parents of 80
searching for the passage to 43
searching for the position of 237
searching for the purpose of 236
searching for the quality of 41
searching for the records of 73
searching for the remains of 851
searching for the secrets of 691
searching for the solution of 563
searching for the solution to 760
searching for the sources of 1410
searching for the support of 42
searching for the treasure of 113
searching out the answers to 70
searching out the details of 50
searching out the grounds of 123
searching out the history of 88
searching out the mystery of 44
searching out the origins of 76
searching out the records of 69
searching out the secrets of 707
searching out the sources of 131
searching out the wonders of 106
seaside for the benefit of 59
seasons and the attacks of 54
seasons and the courses of 97
seasons and the demands of 74
seasons and the duration of 40
seasons and the passage of 137
seasons and the position of 53
seasons and the produce of 48
seasons and the ravages of 53
seasons and the renewal of 57
seasons and the rotation of 43
seasons and the variety of 74
seasons are the reverse of 615
seasons for the benefit of 64
seasons for the purpose of 174
second act is devoted to 186
second act of perfidy as 96
second act of tristan in 43
second act of tristan is 61
second and is capable of 60
second and is measured in 200
second and is related to 43
second and the beginning of 1840
second and the duration of 71
second and the subject is 41
second and to abolish the 46
second area is related to 65
second area of concern in 218
second area of concern is 1276
second area of concern to 141
second area of inquiry is 60
second area of research in 44
second area of research is 219
second area of research on 70
second are the passions of 120
second can be avoided by 64
second can be defined as 44
second can be measured by 123
second can be reduced to 58
second can be written as 170
second can be written in 54
second day he arrived at 74
second day he crossed the 43
second day he stopped on 81
second day is devoted to 159
second day of january in 326
second day of january of 285
second day of october in 239
second day the patient is 100
second day we arrived at 424
second day we arrived in 52
second day we crossed the 142
second day we entered the 80
second day we visited the 65
second for the benefit of 168
second for the current to 101
second for the duration of 89
second for the purpose of 630
second for the robbery of 55
second for the support of 47
second job in addition to 141
second key to success is 104
second law as applied to 140
second law is applied to 202
second law is related to 53
second law is written as 133
second law is written in 80
second man in history to 163
second may be defined as 89
second may be related to 48
second may be written as 60
second near the surface of 40
second one is devoted to 105
second one is located at 51
second one is located in 58
second one is related to 531
second one is similar to 76
second out of dislike to 42
second peak is related to 55
second row of columns at 45
second row of columns in 41
second row of figures in 103
second row of stitching is 51
second row of sutures is 244
second row of windows is 53
second set is related to 78
second set of answers to 65
second set of columns in 141
second set of criteria is 98
second set of entries in 47
second set of factors in 83
second set of factors is 340
second set of factors to 71
second set of figures in 130
second set of figures is 150
second set of figures to 55
second set of measures is 72
second set of measures of 54
second set of numbers in 83
second set of numbers is 216
second set of parents to 119
second set of results in 109
second set of results is 190
second set of samples is 69
second set of studies is 55
second set of weights is 52
second son of charles ii 116
second son of charles iv 116
second son of charles of 72
second son of charles the 65
second son of charles vi 119
second son of lorenzo the 392
second team in history to 49
second was an account of 67
second was an article in 72
second was an attempt by 67
second was an attempt to 418
second was an increase in 148
second was in process of 46
second was in relation to 55
second was the ability of 58
second was the ability to 129
second was the absence of 223
second was the addition of 96
second was the adoption of 267
second was the arrival in 45
second was the arrival of 203
second was the attempt of 61
second was the attempt to 165
second was the beginning of 468
second was the capture of 63
second was the concept of 168
second was the decision by 64
second was the decision of 180
second was the decision to 214
second was the decline in 53
second was the division of 77
second was the election of 126
second was the erection of 73
second was the failure of 279
second was the failure to 157
second was the increase in 121
second was the invasion of 75
second was the launching of 74
second was the marriage of 71
second was the outbreak of 110
second was the passage of 155
second was the position of 65
second was the problem of 373
second was the process of 61
second was the product of 99
second was the quality of 62
second was the question of 461
second was the refusal of 75
second was the religion of 46
second was the removal of 341
second was the revival of 92
second was the subject of 69
second was the success of 69
second was the support of 42
second was to attempt to 106
second was to compare the 54
second was to consist of 43
second was to contain the 44
second was to destroy the 75
second was to develop an 40
second was to develop the 61
second was to examine the 153
second was to explore the 83
second was to improve the 122
second was to increase the 162
second was to prevent the 142
second was to promote the 53
second was to protect the 93
second was to provide an 42
second was to provide the 66
second was to replace the 42
second was to support the 134
second way of achieving the 42
second way of analyzing the 54
second way of answering the 106
second way of assessing the 122
second way of examining the 91
second way of improving the 61
second way of increasing the 182
second way of obtaining the 62
second way of picturing the 126
second way of regarding the 75
second way of resolving the 65
second way to address the 94
second way to analyze the 73
second way to control the 59
second way to enhance the 49
second way to examine the 113
second way to explain the 64
second way to express the 46
second way to improve the 114
second way to increase the 208
second way to proceed is 66
second way to resolve the 49
second way to respond to 61
second way to specify the 46
second with an average of 456
second with an increase of 107
second with the addition of 229
second with the beginning of 41
second with the history of 61
second with the problem of 90
second with the question of 87
second year at college he 44
second year he entered the 64
second year in college he 107
second year is devoted to 306
second year of charles the 103
second year of college at 153
second year of college he 68
second year of college in 110
second year of college or 48
second year of richard ii 320
second year of richard the 116
second year of service as 45
second year of service in 103
second year of service to 42
second year of studies at 106
second year of studies in 57
second year the increase is 58
second year the student is 56
secret and the mystery of 254
secret for the benefit of 340
secret for the duration of 48
secret for the present the 42
secret for the purpose of 542
secret for the success of 153
secret for the welfare of 44
secret key to decrypt the 199
secret key to encrypt the 98
secret may be revealed to 72
secret that my husband is 107
secret that the purpose of 40
secret with the dancers in 56
section and an increase in 114
section and in relation to 132
section and in respect of 130
section and is covered in 92
section and is denoted by 144
section and is related to 133
section and the ability to 86
section and the absence of 169
section and the addition of 55
section and the balance of 59
section and the beginning of 653
section and the concept of 137
section and the density of 130
section and the diameter of 118
section and the effects of 44
section and the location of 322
section and the material of 51
section and the members of 47
section and the modulus of 178
section and the payment of 123
section and the position of 343
section and the problem of 81
section and the removal of 121
section and the results of 357
section and the sections on 40
section and the surface of 154
section and to require the 93
section are an attempt to 65
section are an example of 70
section are in addition to 1103
section are the product of 40
section are the remains of 40
section are the results of 134
section are the subject of 53
section can be adapted to 235
section can be applied in 135
section can be applied to 1549
section can be assumed to 147
section can be avoided by 118
section can be brought to 42
section can be defined as 180
section can be defined by 93
section can be defined in 69
section can be devoted to 53
section can be helpful in 62
section can be located by 52
section can be measured by 60
section can be omitted by 55
section can be omitted if 47
section can be omitted on 78
section can be reduced by 91
section can be reduced to 233
section can be related to 222
section can be removed by 52
section can be skipped by 130
section can be skipped if 68
section can be skipped on 56
section can be written as 1946
section can be written in 470
section for an account of 40
section for an example of 425
section for the account of 102
section for the benefit of 869
section for the capture of 394
section for the control of 64
section for the details of 43
section for the duration of 63
section for the ejection of 60
section for the election of 64
section for the emission of 343
section for the history of 113
section for the location of 47
section for the passage of 75
section for the payment of 454
section for the process in 121
section for the process is 219
section for the process of 75
section for the purpose of 2538
section for the removal of 409
section for the solution of 54
section for the support of 163
section for the violation of 338
section has the function of 52
section iii we discuss the 60
section may be allowed to 57
section may be altered by 46
section may be altered or 83
section may be amended by 85
section may be amended or 190
section may be appealed to 93
section may be applied by 62
section may be applied in 54
section may be applied to 497
section may be assumed to 279
section may be brought by 124
section may be brought in 1425
section may be brought to 54
section may be defined as 123
section may be devoted to 170
section may be entered on 52
section may be general or 168
section may be granted in 53
section may be granted on 63
section may be helpful in 113
section may be helpful to 46
section may be likened to 49
section may be limited by 70
section may be limited to 84
section may be omitted at 186
section may be omitted by 175
section may be omitted if 136
section may be omitted in 147
section may be omitted on 306
section may be reduced by 47
section may be reduced or 45
section may be reduced to 160
section may be related to 97
section may be removed by 85
section may be repealed on 82
section may be revoked at 201
section may be revoked by 319
section may be revoked or 252
section may be similar to 59
section may be skipped by 155
section may be skipped on 56
section may be studied in 69
section may be subject to 261
section may be written as 510
section may be written in 295
section near the beginning of 278
section near the junction of 48
section near the surface of 73
section near the village of 76
section that an increase in 66
section that is devoted to 131
section that is similar to 49
section that the concept of 148
section that the effects of 50
section that the problem of 75
section that the process of 49
section that the results of 43
section that the solution of 42
section was an attempt to 115
section was an example of 64
section was the product of 58
section was the subject of 149
section was to consist of 95
section was to examine the 64
section was to prevent the 97
section was to protect the 49
section was to provide an 60
section was to provide the 91
section who is injured by 49
section with an account of 332
section with an attempt to 139
section with an example of 1138
section with an outline of 247
section with the addition of 342
section with the consent of 42
section with the example of 90
section with the history of 42
section with the problem of 46
section with the purpose of 40
section with the question of 71
section with the results of 154
sector and an increase in 429
sector and an increase of 70
sector and in relation to 118
sector and the ability of 97
sector and the ability to 73
sector and the absence of 239
sector and the adoption of 91
sector and the balance in 42
sector and the balance of 543
sector and the beginning of 47
sector and the concept of 52
sector and the control of 40
sector and the decline in 115
sector and the decline of 176
sector and the economy as 1358
sector and the economy at 203
sector and the economy in 147
sector and the effects of 89
sector and the failure of 171
sector and the increase in 651
sector and the increase of 67
sector and the pattern of 137
sector and the problem of 74
sector and the process of 240
sector and the quality of 220
sector and the question of 117
sector and the removal of 77
sector and the weakness of 69
sector and to improve the 164
sector and to increase the 138
sector and to promote the 59
sector and to provide the 42
sector can be applied to 72
sector can be assumed to 66
sector can be defined as 151
sector can be measured by 107
sector can be measured in 84
sector can be related to 44
sector can be settled in 64
sector can be written as 150
sector for the benefit of 424
sector for the country as 98
sector for the duration of 41
sector for the financing of 44
sector for the purpose of 683
sector has the ability to 79
sector may be defined as 196
sector may be related to 45
sector may be subject to 85
sector that is capable of 90
sector that is subject to 75
sector was the largest in 50
sector was the subject of 85
sector was to provide the 40
sector with the ability to 46
sector with the purpose of 103
sector with the support of 133
secure all the benefit of 130
secure all the blessings of 60
secure all the effects of 40
secure all the enemies of 48
secure all the profits of 85
secure and in control of 177
secure and to enlarge the 49
secure and to increase the 46
secure and to promote the 87
secure for the benefit of 988
secure for the british the 42
secure for the company the 49
secure for the country an 44
secure for the country the 135
secure for the duration of 127
secure for the laborer the 42
secure for the members of 464
secure for the passage of 129
secure for the patient the 56
secure for the present in 52
secure for the purpose of 185
secure for the service of 205
secure for the workers by 1291
secure for the workers the 445
secure her the support of 97
secure him the position of 94
secure him the respect of 63
secure him the support of 152
secure that the affairs of 81
secure that the control of 91
secure that the members of 136
secure that the national of 57
secure that the question be 75
secure that the revenue of 72
secure them the support of 41
secure them the victory in 95
secure with the passage of 43
secure you to himself by 235
securing all the blessings of 46
securing for the benefit of 257
securing for the country the 82
securing for the workers the 59
securing out of germany the 53
securing that no records or 47
securing that the burdens of 47
seemed all the stranger to 42
seemed all to partake of 103
seemed but the beginning of 46
seemed but the prelude to 96
seemed but to increase the 187
seemed easy to believe in 96
seemed far in advance of 80
seemed for an instant as 411
seemed for an instant to 1536
seemed for the instant as 40
seemed for the instant the 66
seemed for the instant to 152
seemed for the present to 359
seemed for the purpose of 61
seemed not to approve of 298
seemed not to believe in 430
seemed not to believe it 104
seemed not to believe me 162
seemed not to believe the 46
seemed not to concern the 86
seemed not to conform to 50
seemed not to dislike my 73
seemed not to disturb the 125
seemed not to observe the 147
seemed not to possess in 45
seemed not to possess the 126
seemed not to produce the 40
seemed not to question the 42
seemed not to require the 46
seemed not to respond as 153
seemed not to respond to 139
seemed not to trouble the 60
seemed now to combine in 81
seemed out of control in 49
seemed out of control to 45
seemed set as strongly in 64
seemed that in addition to 93
seemed that the ability to 59
seemed that the absence of 69
seemed that the addition of 48
seemed that the arrival of 40
seemed that the attempt to 66
seemed that the balance of 72
seemed that the chances of 91
seemed that the concept of 128
seemed that the control of 41
seemed that the decision to 66
seemed that the demands of 52
seemed that the division of 52
seemed that the effects of 81
seemed that the efforts of 92
seemed that the element of 48
seemed that the essence of 56
seemed that the failure of 50
seemed that the features of 98
seemed that the history of 107
seemed that the language of 51
seemed that the lessons of 49
seemed that the members of 126
seemed that the mystery of 56
seemed that the natives of 45
seemed that the outcome of 50
seemed that the pattern of 68
seemed that the position of 93
seemed that the problem of 252
seemed that the process of 198
seemed that the promise of 45
seemed that the purpose of 140
seemed that the quality of 66
seemed that the question of 234
seemed that the religion of 49
seemed that the results of 68
seemed that the solution of 43
seemed that the solution to 46
seemed that the sorrows of 66
seemed that the spirits of 41
seemed that the subject of 41
seemed that the success of 114
seemed that the triumph of 81
seemed that the victory of 61
seized all the country as 40
seized all the estates of 43
seized all the members of 54
seized all the papists of 45
seized for the benefit of 787
seized for the duration of 51
seized for the payment of 253
seized for the purpose of 735
seized for the service of 172
seized for the support of 60
seized for the violation of 57
seized her to examine the 58
seized him of ascending the 44
seized with an ambition to 344
seized with an anxiety to 73
seized with an illness as 54
seized with an illness at 57
seized with an illness of 255
seized with an illness so 68
seized with an impulse of 125
seized with an impulse to 866
seized with the agonies of 135
seized with the ambition of 323
seized with the ambition to 365
seized with the illness of 95
seized with the impulse to 502
seized with the madness of 146
seized with the newness of 42
seized with the problem of 269
seized with the question of 133
seized with the terrors of 85
seized with the urgency of 52
seized with the vertigo of 50
seldom and as briefly as 44
seldom and as lightly as 43
seldom can be induced to 73
seldom does the history of 73
seldom for the purpose of 87
seldom had the benefit of 49
seldom had the courage to 235
seldom had the fortune to 43
seldom had the pleasure of 181
seldom had the pleasure to 138
seldom has the ability to 68
seldom has the courage to 97
seldom has the fortune to 44
seldom read or endeavor to 46
seldom that the members of 50
seldom that the preface of 44
select all the columns in 212
select all the members of 356
select all the objects at 42
select all the objects in 924
select all the objects on 608
select all the objects to 40
select all the records in 495
select for or against the 45
select for the purpose of 532
select for the purpose the 119
select for the subject of 163
select one or several of 153
select that of charles the 98
seller for the balance of 96
seller for the benefit of 71
seller for the payment of 132
seller for the purpose of 732
seller has no control or 79
seller has the ability to 122
seller has to deliver the 82
seller may be allowed to 45
seller may be obliged to 55
seller may be subject to 198
seller may be tempted to 60
seller may be unwilling to 115
seller that he refuses to 440
seller that the article is 47
seller was to deliver the 70
seller was to forfeit to 66
seller with the consent of 56
selves and the objects of 121
selves for the purpose of 101
senate and the chamber of 573
senate and the consent of 56
senate and the council of 335
senate for the purpose of 254
senate had the address to 102
senate was to consist of 113
sender for the purpose of 121
seniors for the purpose of 48
sensed that the concept of 48
sensed that the essence of 46
sensed that the process of 40
sensed that the quality of 44
senses and is capable of 42
senses and is grasped by 41
senses and the ability to 194
senses and the control of 52
senses and the dignity of 93
senses and the emotions of 44
senses and the faculty of 131
senses and the objects of 342
senses and the passions of 52
senses and the pleasure of 58
senses and the process of 42
senses and the records of 58
senses and the results of 82
senses are the avenues by 52
senses are the avenues of 81
senses are the objects of 113
senses are the parents of 46
senses are the sources of 253
senses are the windows of 52
senses can be reduced to 40
senses can be trained to 46
senses for the purpose of 188
senses may be arranged in 42
senses may be deluded by 53
senses may be reduced to 42
senses that he himself is 43
senses that the channel is 70
senses that the patient is 121
senses then is derived the 119
senses with the objects of 90
sensor and the surface of 43
sensor can be applied to 60
sensor can be defined as 50
sensor can be modeled as 44
sensor can be mounted in 40
sensor can be mounted on 84
sensor can be written as 68
sensor has the ability to 72
