sagacious ones have no idea 53
somewhat thick upon the top 42
sorrowed over many of his 55
southward from what is now 133
southward into what is now 631
sparkled like those of sir 60
specially having been in all 59
specific data used in this 50
specific ends only by use 42
specific time during the day 533
specific time during the year 55
specimen will give an idea 59
spectral range from the far 54
spectral range from the near 61
spectrum from blue to red 93
spectrum from good to bad 42
spectrum from high to low 67
speeches ever heard in that 63
speeches ever heard in this 43
speeches ever made in this 69
speeches were heard on all 103
speeches were made at this 71
speeches were made by all 61
speeches were made by both 126
speeches were made by him 79
speeches were made by hon 100
speeches were made by men 93
speeches were made by sir 93
speeches were made by two 51
speeches were made in all 50
speeches were made in both 85
speeches were made in his 130
speeches were made in its 51
speeches were made on both 497
speeches were made on each 56
speeches were made on this 138
speeches were made to him 70
speeches were made to them 126
speedily from some of his 131
speedily sank into the earth 100
splashed high into the air 52
splendid view from the top 421
splendid view over the bay 53
splendid work done by him 41
splendid work done by our 52
splendid work done by this 46
splendid work during the war 51
splendid work there is for 55
squadron will soon be got 54
squatted down next to her 466
squatted down next to him 389
squatted down next to his 83
squatted down next to them 43
standard laid down by law 45
standard laid down in new 44
standard laid down in tot 69
startled eyes flew to his 98
startled gaze flew to his 167
stationed here during the war 169
stationed there during the war 296
statutes have been my song 97
statutes have gone so far 40
statutes having gone the way 56
statutes were made in this 51
statutes were made to bear 43
steamboat trip down the ohio 51
stimulus sent into the eye 55
straggling huts down in its 53
straight ahead like he was 50
straight away from the inn 113
straight away from the sun 323
straight away what it was 139
straight back from the head 98
straight back into the air 82
straight back into the old 98
straight back over the top 43
straight down from the head 111
straight down from the sky 639
straight down from the tip 91
straight down from the top 1055
straight down into the earth 1305
straight down into the ice 46
straight down into the mud 181
straight down into the pit 100
straight down into the top 89
straight from base to tip 107
straight from west to east 227
straight from work to his 43
straight hair down to her 59
straight into those of his 58
straight line along the path 51
straight line along the top 355
straight line away no fox 76
straight line back to its 42
straight line from the earth 274
straight line from the east 117
straight line from the end 256
straight line from the eye 198
straight line from the head 287
straight line from the hip 71
straight line from the old 79
straight line from the one 237
straight line from the sun 608
straight line from the tip 424
straight line from the top 1456
straight line from the two 122
straight line moving so that 313
straight line over the top 97
straight line plot of log 193
straight line such as that 60
straight line there is one 48
straight line were it not 65
straight line when the log 47
straight line when the two 43
straight time rate of pay 94
straight tube open at both 57
strained their eyes at each 93
strained their eyes to see 600
stranded here when the top 44
strangely aching heart in that 70
strangely lain tied up and 113
strangely must work to that 55
strangers from over the seas 43
strangers know nothing of his 42
strangled those next to them 81
strategy will work in all 40
strengthen their faith in god 139
strengthen their faith in him 150
strengthen their faith in his 61
strengthen your case if you 59
strengthen your faith in god 73
stretching away into the dim 130
stretching away into the far 503
stretching back into the dim 116
stretching back into the far 163
stretching from birth to death 143
stretching from north to east 118
stretching from west to east 1876
stretching from what is now 252
stretching high into the sky 88
strikingly like those of our 63
strongest life left to her 68
struggle died down on both 87
struggle down there he had 83
struggle must have as its 51
struggle very hard to get 136
struggle will make an end 43
stubborn heart will be for 43
students came from as far 124
students come from as far 42
students come from the top 464
students even went so far 67
students feel free to ask 127
students feel more at ease 161
students from high to low 69
students have come of age 49
students have come to see 153
students have come to this 41
students have come up with 354
students have gone so far 46
students have heard or read 119
students have more to say 42
students have much to say 56
students have nothing to say 54
students have seen in this 67
students have time to read 68
students have told me how 80
students have told me that 1868
students have told me they 151
students have told us that 543
students have told us they 43
students into teams of two 122
students know what is going 52
students know when to use 55
students learn best by doing 225
students learn best if they 83
students learn more if they 92
students must come to see 50
students must come up with 75
students must have if they 44
students must learn if they 62
students must learn to deal 74
students must learn to read 173
students must learn to see 54
students must learn to use 234
students once told me that 61
students owed much to his 146
students take five or six 53
students taking part in this 115
students took part in this 222
students were able to ask 89
students were able to bring 92
students were able to deal 47
students were able to earn 107
students were able to get 439
students were able to hear 66
students were able to pay 72
students were able to put 94
students were able to read 364
students were able to say 53
students were able to see 540
students were able to use 997
students were among the top 95
students were eager to get 76
students were eager to hear 60
students were free to use 121
students were made to sit 50
students were over the age 61
students were sent to him 50
students were shot to death 242
students were told to bring 45
students were told to read 100
students were trying to get 107
students were trying to say 57
students were used in this 71
students will come to see 202
students will come to you 61
students will come up with 395
students will find in this 120
students will find it easy 105
students will have to deal 111
students will have to get 74
students will have to pay 173
students will have to read 129
students will have to use 297
students will learn to read 174
students will learn to use 290
students will need as they 64
students will need if they 51
students will need to read 153
students will need to see 57
students will need to use 533
students will sign up for 42
students will want to read 256
students will want to see 74
students will want to use 177
students will wish to read 43
students work during the day 85
stumbled away from the car 51
stumbled back into the car 41
stumbled upon some of his 96
stumbled upon truth in his 89
subjects from birth to death 57
subjects from such as had 41
subjects from whom it was 89
subjects have been at all 126
subjects must obey as they 71
subjects must obey in all 80
subjects over whom he had 46
subjects over whom he was 55
subjects taking part in this 74
subjects there from the oath 54
subjects took part in this 237
subjects upon pain of death 71
subjects upon whom it has 91
subjects were able to get 68
subjects were able to read 183
subjects were able to see 172
subjects were able to use 389
subjects were akin to them 40
subjects were free to use 75
subjects were over the age 52
subjects were told it was 66
subjects were told to read 134
subjects were told to try 126
subjects were told to use 127
subjects were used in all 66
subjects were used in both 67
subjects were used in each 205
subjects were used in this 393
subjects will best go off 109
succeeding five years he was 51
succeeding four years he was 75
succeeding term will be one 72
succeeding three years he was 79
succeeds very well in this 55
suddenly bore down on them 67
suddenly came back to earth 61
suddenly came back to her 448
suddenly came back to him 776
suddenly came back to his 74
suddenly came down to earth 41
suddenly came home to her 45
suddenly came home to him 174
suddenly came into my head 483
suddenly came over me and 45
suddenly came over me how 49
suddenly came over me that 642
suddenly came upon an old 101
suddenly came upon me that 117
suddenly cast down by his 48
suddenly come back to her 94
suddenly come back to him 129
suddenly come back to you 51
suddenly come into my head 93
suddenly coming back to him 62
suddenly coming down to earth 60
suddenly drop from the sky 53
suddenly fall from the sky 47
suddenly fell back in his 63
suddenly fell down in his 44
suddenly fell flat on his 46
suddenly fell from the sky 79
suddenly fell upon the rear 41
suddenly felt like an old 48
suddenly felt like he had 67
suddenly felt like he was 272
suddenly felt like it had 48
suddenly felt like it was 157
suddenly felt more at ease 48
suddenly felt sick to her 180
suddenly felt sick to his 175
suddenly flew ahead as far 68
suddenly flew into the air 117
suddenly flung into the air 42
suddenly giving vent to his 43
suddenly gone back on its 55
suddenly jump into the air 57
suddenly knew what he had 169
suddenly knew what he was 152
suddenly knew what it was 292
suddenly laid hold of her 51
suddenly laid hold of him 130
suddenly laid open to them 82
suddenly leaping into the air 57
suddenly leaps into the air 56
suddenly left void of man 348
suddenly lost most of its 44
suddenly lost much of its 127
suddenly lost some of its 83
suddenly made clear to him 50
suddenly made safe in this 41
suddenly made void of man 41
suddenly pass from the easy 149
suddenly rise from the earth 111
suddenly rise into the air 82
suddenly rising into the air 41
suddenly rose into the air 289
suddenly shot into my arm 56
suddenly shot into the air 92
suddenly sink into the earth 223
suddenly soar into the air 44
suddenly spring into the air 65
suddenly sunk into the earth 119
suddenly there came an end 49
suddenly there came to her 101
suddenly there came to him 390
suddenly there came to his 63
suddenly took hold of her 252
suddenly took hold of him 187
suddenly took hold of his 63
suddenly took sara in her 69
suddenly upon many of you 98
suddenly upon most of them 159
suddenly very glad he had 61
suddenly very much at ease 41
suddenly went back to his 56
suddenly went down on her 125
suddenly went down on his 125
suddenly went over to him 48
suddenly when there is any 42
suffered from gout in his 57
suffered from lack of air 46
suffered from lack of any 66
suffered from pain in her 127
suffered from pain in his 204
suffered from some or all 43
suffered from those he had 69
suffered from want of air 95
suffered from what is now 156
suffered from what we now 151
suffered great loss by this 43
suffered great loss in this 74
suffered great loss of men 49
suffered great pain in her 69
suffered great pain in his 116
suffered heavy loss by his 95
suffered least from the war 291
suffered less during the war 40
suffered less from it than 192
suffered less from the fear 44
suffered less from the heat 101
suffered less from the war 466
suffered like those of his 54
suffered more during the war 148
suffered more from it than 265
suffered more from my bad 117
suffered more from the heat 228
suffered more from the sun 61
suffered more from the war 482
suffered most during the war 435
suffered most from the heat 40
suffered most from the new 225
suffered most from the war 1530
suffered much during the day 67
suffered much during the long 65
suffered much during the war 867
suffered much from the bad 73
suffered much from the heat 758
suffered much from the ill 47
suffered much from the long 105
suffered much from the sun 149
suffered much from the war 595
suffered much from the wear 51
suffered much pain in her 46
suffered much pain in his 82
suffered very much by her 63
suffered very much in her 74
suffered very much in his 111
suffered very much in this 180
sufferings will have an end 41
suitcase down from the top 212
sulfuric acid used in this 54
summoned back from the dead 41
sunlight away from the earth 156
sunshine from west to east 57
superiors grow weary of them 186
supplies came from the east 40
supplies used during the year 648
supplies were coming in for 43
supplies were hard to get 128
supplies were laid in for 42
supplies were sent to him 72
supplies were sent to them 125
supplies were used up and 49
surfaces will play on each 60
surprise came when it was 72
survival from birth to age 202
survival unit will be you 68
survived four years of war 95
survived their term of six 96
survived well into the age 50
survived well into the mid 112
suspense were hard to bear 59
suspicion away from the real 66
suspicion came into my head 75
suspicion took hold of him 52
suspicion will fall on him 40
sustains from want of his 58
swallows were flying in and 54
switched from coal to oil 536
switched from high to low 199
switches from high to low 394
syllable word ends in one 89
syllable word when he can 136
symptoms have been of long 41
symptoms have come on with 44
symptoms like those of this 42
symptoms were those of any 41
