safe crossed 47 safe private 88
soon settled 110 soon marriage 43
soon arrival 114 soon married 44
soon arrived 189 soon brought 75
soon decided 43 soon entered 91
soon married 93 soon retired 40
soon settled 63 soon started 69
soon brought 60 soon married 430
soon released 85 soon widowed 40
soon started 81 soon applied 62
soon brought 102 soon gathered 173
soon hatched 1777 soon married 96
soon planted 96 soon released 121
soon removed 196 soon written 77
soon married 128 soon arrived 284
soon crossed 153 soon emerged 42
soon entered 210 soon married 62
soon retired 57 soon settled 264
soon started 306 soon written 155
soon partner 45 soon statute 83
soon dredges 42 soon himself 48
soon mistake 69 soon blocked 42
soon himself 84 soon mistake 98
soon mistake 663 soon matters 50
soon mistake 87 soon although 80
soon everything 42 soon freedom 110
soon attempt 57 soon husband 116
soon efforts 42 soon position 107
soon against 47 soon parents 42
soon surface 100 sort possess 70
sort require 79 sort observe 53
soul justice 44 soul peculiar 55
soul possess 143 soul imposed 43
soul welfare 48 south escaped 54
speak alliance 95 speak minutes 79
speak against 59 spot appeared 75
spot dropped 70 spot entered 50
spot hitherto 192 spot stopped 95
spot instant 63 spot located 93
spot planted 42 spot usually 68
spot appeared 61 spot chanced 62
spot crossed 107 spot decided 51
spot dropped 48 spot entered 101
spot gathered 60 spot settled 76
spot started 78 spot stopped 191
spot observe 48 stay minutes 99
stay because 104 stay forever 63
stay because 425 stay because 143
steam details 127 steam purpose 101
steam desired 61 stem capable 350
stem derived 45 stem located 49
stem present 103 stem produce 53
step vacated 46 step minutes 59
step hitherto 90 stop against 40
stop britain 46 stop brought 192
stop crossed 265 such involve 47
such prevent 44 such require 54
such assigns 76 such several 43
such covered 183 such typical 68
such unknown 106 such unusual 65
such usually 51 such consist 45
such involve 50 such usually 42
such usually 251 such purpose 60
such purpose 58 such knocked 44
such bounced 43 such brought 56
such knocked 123 such purpose 42
such brought 124 such subject 55
such arrived 47 such carried 60
such decision 69 such enclose 53
such inclose 105 such rapidly 82
such seizure 103 such require 56
such quickly 109 such consent 325
such capable 48 such qualify 61
such expired 323 such language 45
such subject 72 such rightly 52
such include 44 such service 63
such increase 516 such purpose 97
such imposed 50 such contain 101
such arranged 47 such prevail 57
such exposed 53 such carried 61
suit depending 82 suit against 62
sums purpose 111 sums granted 60
sure planted 40 swam stroked 41
swap markets 227 sweat forehead 271
sweat forehead 148 sweat relieve 48
