saddening to look through new 105
several of their number being 99
several of their number dead 261
several of their number for 44
several of their number had 447
several of their number who 102
several of these agents are 100
several of these alloys are 40
several of these bodies are 55
several of these causes are 44
several of these causes may 44
several of these changes are 69
several of these essays are 43
several of these farces are 71
several of these groups and 95
several of these groups are 127
several of these groups may 46
several of these houses are 56
several of these issues and 117
several of these issues are 100
several of these latter had 45
several of these masses are 44
several of these meetings and 41
several of these methods and 144
several of these methods are 207
several of these methods can 64
several of these methods for 41
several of these methods may 79
several of these models and 53
several of these models are 74
several of these pieces are 88
several of these places are 63
several of these plants are 63
several of these points and 56
several of these points are 64
several of these reasons are 42
several of these states are 80
several of these states had 44
several of these theories are 62
several of these values are 43
several of those around him 104
several of those errors and 165
several of those zealots who 54
several of whom became his 51
several thing forth before men 64
shackle of those fierce and 64
shadows of coming events are 42
shadows of coming events that 113
shadows of leafy boughs lay 50
shadows of tree trunks and 40
shallow in some places and 47
sharers in their honest joy 49
shelter of last resort for 42
shelter of some bushes and 59
sheriff of erie county and 44
sheriff of said county for 56
shields of many nations can 88
shifted in their chairs and 178
shifted to other ground and 58
shillings to three pounds per 52
shipped to other plants for 68
shipped to other states and 56
shipped to other states for 75
shipped to south africa and 60
shipped to south africa for 43
shipped to west africa and 42
shocked me into realizing that 96
shorten the time needed for 1503
shorten the time periods for 51
shorten up their sinews with 187
shorter the time needed for 97
shortly be laid before you 49
shouted to those around him 53
shrines in their houses and 187
shrines in these cities that 48
shuffle my feet through all 96
shuffle of feet behind him 50
shyness by some person being 40
sickbed of your mothers and 142
signals is much greater than 50
signify to miss helena that 49
signify to turn abuses out 75
silence he left behind him 54
silence in these points may 50
silence is more golden than 41
silence of dark houses with 69
silence of their release and 79
silence on some points and 98
silicon is much greater than 60
silicon is much higher than 60
similar in form except that 49
similar in their actions and 58
similar in their belief that 42
similar in their design and 96
similar in their desire for 52
similar in their feelings and 275
similar in their habits and 204
similar in their methods and 42
similar in their nature and 569
similar in their nature are 48
similar in their origin and 133
similar in their tastes and 82
similar in their temper and 75
similar in their values and 47
similar in time course and 52
similar or even better than 87
similar or even greater than 68
similar or even higher than 152
similar to cream cheese but 41
similar to ours except for 41
similar to ours except that 169
similar to their fathers and 43
similar to their fathers than 98
similar to their mothers than 124
similar to their reasons for 50
similar to those already being 163
similar to those already met 63
similar to those already set 73
similar to those around them 60
similar to those called for 323
similar to those changes that 83
similar to those chosen for 102
similar to those created for 108
similar to those existing for 135
similar to those existing with 49
similar to those formed with 149
similar to those issued for 93
similar to those listed for 829
similar to those needed for 811
similar to those quoted for 143
similar to those raised for 42
similar to those raised with 52
similar to those reached for 49
similar to those reached with 81
similar to those settling with 55
similar to those signed with 107
similar to those stated for 198
similar to those treated with 151
similar to those worked out 193
similar to what kepler and 47
similar to what occurs for 48
similar to what occurs with 687
simpler or more direct than 57
simpler or more obvious than 120
sincere in their avowal that 41
sincere in their belief and 56
sincere in their belief that 3118
sincere in their common and 68
sincere in their demand for 79
sincere in their desire for 1039
sincere in their desire that 113
sincere in their opinion that 91
sincere in their regard for 40
sincere in their wishes for 155
sincere in your belief that 66
sincere in your desire for 59
sinners to whom sorrow and 93
sinuous in their course than 45
sisters in south africa and 71
sixteen he left school and 178
skilful in making charts and 40
skilled in many crafts and 43
skipped by those readers who 46
skipped the great plains and 84
skirted the fair ground with 43
slammed it hard behind her 43
slammed it hard behind him 69
slammed it shut behind her 526
slammed it shut behind him 730
slammed it shut behind them 160
slammed on their brakes and 143
slammed the book closed and 199
slammed the door angrily and 46
slammed the door before she 112
slammed the door behind her 9161
slammed the door behind him 14696
slammed the door behind them 2016
slammed the door behind you 60
slammed the door closed and 551
slammed the door closed with 123
slammed the door harder than 103
slammed the gate behind her 55
slammed the gate behind him 120
slapped the book closed and 67
slavery in west africa and 45
slavery in west africa was 85
slavery to make amends for 45
sleeves of their shirts and 66
sleight of hand tricks and 54
sleight of hand tricks with 51
slipped in from behind and 56
slipped it back inside her 43
slipped it back inside his 123
slipped my arms around her 183
slipped my arms around him 75
slipped my arms around his 151
slipped my hand inside her 62
slipped my hand through his 62
slipped on some clothes and 160
slipped the rope around her 57
slipped the rope around his 61
slipped up from behind and 42
slumped in their chairs and 61
smaller of those spires that 49
smaller or much greater than 90
smaller or much larger than 614
smelled of baby powder and 154
smelled of face powder and 57
smelled of wood polish and 40
smelled so much better than 63
smoothly he will manage him 48
snapped the book closed and 133
snapped the case closed and 54
snorted the wolf through his 48
society as will enable men 75
society he sees around him 43
society in south africa and 107
society in south africa has 43
society in south africa was 66
society in such manner and 91
society in those nations does 80
society is even greater than 58
society is made better off 157
society is more mobile than 62
society is more modern and 93
society is more violent than 46
society is much better off 47
society is much better than 84
society is much greater than 256
society is much higher than 57
society is much larger than 58
society is much richer than 48
society is shot through and 45
society is shot through with 242
society of free nations and 139
society of spring street and 52
society of their fellow men 106
society of their slaves and 155
society of those around him 112
society of your friend cap 41
society so very lively and 58
society to make clothes for 116
society we have created for 53
soldier in full battle gear 40
soldier in full combat gear 47
soldier is more robust than 56
soldier of great energy and 42
soldier on duty should say 76
soldier or other person who 45
solicit the good wishes and 71
soluble in body fluids and 137
soluble in body fluids than 80
solution he gave touching that 263
solution in body fluids and 47
solution is also useful for 87
solution is best suited for 85
solution is less stable than 49
solution is more dilute than 93
solution is more likely than 48
solution is more stable than 140
solution is much better than 131
solution is much faster than 59
solution is much greater than 259
solution is much higher than 227
solution is much larger than 90
solution is much slower than 58
solution is next treated with 98
solution is only stable for 56
solution is very dilute and 112
solution is very simple and 101
solution is very stable and 90
solution is very useful for 79
solution is well suited for 58
solution of blue vitriol and 79
solution of such strength that 920
solution of their doubts and 48
solution of your doubts and 42
solution or else crisis and 58
solution to cool slowly and 74
solution to pass through them 49
solution to their plight was 48
solvent to pass through but 59
somehow at once remote and 58
somehow be there already with 116
somehow or other before she 56
somehow or other before they 90
somehow or other whether they 55
somehow to grow taller and 41
somehow to pull itself out 42
sophist in much desiring and 104
sorrows of their fellow men 42
sorrows of those around her 46
sorrows of those around him 84
sounded so much better than 253
sources in south africa and 43
sources is much greater than 83
sources is much higher than 44
sources of cash income and 129
sources of cash income are 136
sources of cash income for 275
sources of data needed for 51
sources of data useful for 41
sources of farm income and 42
sources of farm income are 61
sources of food energy and 74
sources of food energy for 50
sources of food supply and 302
sources of food supply are 98
sources of food supply for 245
sources of free energy for 54
sources of great strength and 41
sources of heavy metals and 79
sources of heavy metals are 56
sources of such energy and 43
sources of such errors are 60
sources of their income and 221
sources of their income are 63
sources of their strength and 217
sources of their supply are 81
sources of these changes are 82
sources of these errors and 47
sources of these errors are 136
sources of these metals are 50
sources of these rivers and 46
sources of these rivers are 129
sources of these streams are 87
sources of wealth creation and 63
sources of your stress and 49
sources we have learned that 126
spangled the great mirror with 111
sparked my love affair with 45
sparrow to fall without his 125
species in north africa and 47
species in other genera are 43
species in south africa and 199
species in south africa are 51
species in these genera are 177
species in these groups are 100
species is less common than 164
species is more common than 152
species is more robust than 53
species is more stable than 42
species is much greater than 283
species is much higher than 158
species is much larger and 52
species is much larger than 394
species is very common and 214
species is well suited for 85
species of crop plants and 84
species of hard corals and 47
species of land snails and 48
species of land snails are 47
species of living plants and 72
species of other genera are 107
species of rare plants and 84
species of seed plants are 98
species of these genera and 81
species of these genera are 601
species of these genera that 44
species of these groups are 92
species of these plants are 84
species of wild animal and 71
species of wild plants and 269
species of wild plants are 70
species of wild plants for 47
species of worm ejects its 47
specify in great detail how 91
specify in more detail how 111
specify in some detail how 72
specify the data source and 98
specify the data source for 94
specify the time periods for 61
spelled the same except for 48
spirits at their lowest ebb 82
spirits by your smiles and 98
spirits of their fathers and 56
spirits of their powers and 43
spirits of those around her 73
spirits of those around him 218
spirits of those around them 64
spirits of those around you 56
spleens of mice treated with 86
splitting is much greater than 54
splitting is much larger than 104
spoiled the best dishes for 56
sprouts of such grains may 47
spurred on their horses and 141
squalls at some seasons and 50
squares of rank cotton for 58
squatting as best suited him 41
squeeze the last dollar out 270
squeeze the last nickel out 46
squeeze the last shilling out 77
stained in many places with 60
stained in their outset with 69
stamped in their glazed and 50
stamped on their brains and 64
stanzas of four verses each 151
stanzas of three verses each 117
starred in high school and 40
starred the wall behind her 57
started an hour earlier than 52
started at full gallop for 110
started in high school and 91
started in late august and 42
started in wild horror and 56
started my love affair with 84
started on their career with 78
started on their return with 48
started on what turned out 67
started to cast around for 56
started to come around and 102
started to come toward her 96
started to come toward him 68
started to come toward them 61
started to fall asleep and 60
started to feel anxious and 75
started to feel around for 51
started to feel better and 302
started to feel guilty and 65
started to feel guilty for 88
started to feel guilty that 45
started to flip through them 40
started to fool around with 171
started to gain weight and 149
started to grow faster than 110
started to grow inside her 65
started to have feelings for 84
started to join forces with 54
started to jump around and 48
started to learn english and 75
started to look around and 267
started to look around for 1341
started to look around him 64
started to look better and 52
started to look through her 46
started to look through his 57
started to look through them 88
started to lose weight and 203
started to mess around with 77
started to mill around and 79
started to move around and 60
started to move around her 46
started to move around him 97
started to move faster and 78
started to move inside her 98
started to move slowly and 57
started to move slowly out 58
started to move toward her 636
started to move toward him 475
started to move toward his 117
started to move toward them 205
started to play around with 245
started to pull something out 44
started to rain harder and 43
started to rain heavily and 129
started to reach inside his 122
started to shop around for 59
started to sort through them 53
started to spin around and 55
started to spin around her 43
started to step around her 44
started to step around him 134
started to take another sip 100
started to take effect and 100
started to take notice and 46
started to tell myself that 119
started to throw stones and 62
started to turn around and 505
started to turn around but 116
started to turn around for 125
started to turn toward her 138
started to turn toward him 143
started to turn toward his 72
started to turn yellow and 54
started to walk around and 83
started to walk around her 73
started to walk around him 153
started to walk around with 45
started to walk beside her 91
started to walk faster and 93
started to walk slowly and 69
started to walk toward her 617
started to walk toward him 506
started to walk toward his 284
started to walk toward our 41
started to walk toward them 283
started up their engines and 88
startle the most vulgar and 62
stations in north africa and 61
stations in north dakota and 48
stations in south africa and 120
stations in west africa and 69
statues in your church that 56
statues of paul bunyan and 93
statues of their jewels and 53
stature the tall amazon had 143
statute in many states and 95
statute in most states and 138
statute in some states and 94
statute in some states that 139
statute of their rights and 66
statute on their rights and 180
steeper in some places than 122
steered so much better than 40
steered the same course that 330
stepped in there before going 69
stepped up from behind and 92
stepped up their demand for 66
stirred me more deeply than 58
stomach is well filled with 46
stomach is well washed out 49
stooped to such pleadings and 55
stopped at more houses than 72
stopped in their flight and 57
stopped in their outset and 89
stopped in their tracks and 1967
stopped in their tracks for 87
stopped in their tracks with 68
stopped or lost itself for 70
stopped to look around and 166
stopped to look around for 117
stopped to look around him 102
stopped to look around them 153
stopped to look behind her 53
stopped to look behind him 143
stopped to take another sip 48
stopped to think before she 56
stopped to turn around and 94
storage is much slower than 46
storage of food grains and 64
stories by jack london and 42
stories of great plenty and 48
stories of high houses and 79
stories of jack london and 103
stories of paul bunyan and 63
stories of their fathers and 84
stories of their houses and 40
stories of their mothers and 43
stories of their origin and 59
stories of these houses are 60
straining at their chains and 63
straining at their leashes and 77
straining the teats through her 118
strains of crop plants and 55
strains of crop plants that 47
strains of mice showed that 44
strands of beads around her 72
strands of hair across her 238
strands of hair across his 149
strands of hair around her 185
strands of hair around his 53
strands of hair behind her 513
strands of hair sticking out 103
stranger to much combat with 88
stranger to pass through this 56
stranger to pass without any 55
streets in peace without being 55
streets of great cities and 76
streets of high houses and 83
streets of many cities and 65
streets of most cities and 42
streets of their cities and 170
streets of their cities are 84
streets of your cities and 501
streets or open spaces near 52
strengths of these alloys are 47
stretch of high ground that 89
stretch of open ground and 77
stretch of open ground that 134
stretch of road before him 53
stretch of road before them 60
stretch of road behind them 133
stretch of time unless its 73
stretch the plot beyond its 134
stretch to look behind and 119
strikes by coal miners and 107
strikes in south africa and 93
strikes of coal miners and 43
strives to hide itself and 65
strives to look deeper may 49
strives to turn toward that 80
stronger as time passed and 42
stronger in some bodies than 61
stronger in some groups than 59
stronger in some periods than 46
stronger in some places than 259
stronger in some regions than 109
stronger in some states than 85
stronger in those states that 105
stronger of their height and 41
stronger or more active than 147
stronger or more enduring than 170
strongly by their regard for 60
strongly in some places than 44
strongly on these points that 95
studded the west indies with 95
student by such praise may 89
student in good standing and 51
student in good standing who 49
student in good standing with 59
student in high school and 1217
student in high school but 116
student in high school who 95
student in high school with 55
student is more likely than 73
student of high school age 87
student on most gently and 45
student or other person who 60
student to have before him 50
student to think through his 55
studied by many authors and 197
studied by many authors using 50
studied by these authors was 48
studied by thick section and 153
studied in great detail and 1243
studied in great detail both 86
studied in great detail but 85
studied in great detail for 353
studied in great detail using 118
studied in great detail with 212
studied in high school and 359
studied in less detail than 117
studied in more detail and 514
studied in more detail for 206
studied in more detail than 855
studied in more detail using 187
studied in more detail with 292
studied in most detail and 78
studied in most detail are 102
studied in most detail for 84
studied in most detail with 48
studied in much detail and 89
studied in some detail and 904
studied in some detail are 153
studied in some detail both 40
studied in some detail but 58
studied in some detail for 342
studied in some detail how 45
studied in some detail using 129
studied in some detail with 266
studied in south africa and 81
studied in such detail and 49
studied in such detail that 205
studied the best height for 64
studied the face before her 50
studied the face before him 98
studied to some extent and 107
studied to some extent with 45
studies by these authors and 41
studies in dogs showed that 132
studies in high school and 385
studies in mice showed that 213
studies in rats showed that 341
studies in rats treated with 67
studies in some detail and 45
studies in south africa and 154
studies in these fields and 41
studies in these fields are 53
studies in west africa and 42
studies is much greater than 53
studies is much higher than 54
studies of bone marrow and 75
studies of food intake and 64
studies of gene therapy for 45
studies of great nations and 198
studies of heart disease and 81
studies of high school and 350
studies of land tenure and 93
studies of life events and 134
studies of soil erosion and 64
studies of south africa and 41
studies of these agents are 65
studies of these groups are 66
studies of these issues are 66
studies of young adults with 84
studies on these issues are 43
studies on these topics are 84
studies we have learned that 429
stuffed in many places with 41
subject as will enable him 59
subject at once without any 64
subject be well forged out 122
subject in great detail and 158
subject in hand without any 61
subject in high school and 153
subject in high school was 93
subject in more detail and 119
subject in more detail are 48
subject in more detail than 147
subject in some detail and 176
subject is also treated with 122
subject is left without all 69
subject is more curious than 50
subject is much greater than 51
subject is much larger than 133
subject is third person and 75
subject is very clearly and 48
subject of deep regret and 45
subject of deep regret that 552
subject of deep regret with 78
subject of deep thought and 120
subject of great bustle and 77
subject of great debate and 418
subject of great extent and 72
subject of great marvel and 47
subject of great regret that 77
subject of heart disease and 51
subject of land tenure and 54
subject of land tenure has 43
subject of many curious and 87
subject of many novels and 60
subject of many papers and 173
subject of many theories and 79
subject of more debate than 67
subject of more stamping and 56
subject of most serious and 69
subject of much debate and 5280
subject of much debate both 86
subject of much debate but 140
subject of much debate for 118
subject of much debate with 56
subject of much gossip and 162
subject of much learned and 70
subject of much praise and 64
subject of much public and 87
subject of much regret that 311
subject of much remark and 44
subject of much theorizing and 82
subject of much thought and 559
subject of ongoing debate and 117
subject of some debate and 220
subject of some debate but 60
subject of such extent and 124
subject of such patent may 67
subject of their choice and 62
subject of their choice was 72
subject of their debate was 72
subject of their mission was 56
subject of their origin and 52
subject of their rights and 87
subject of their wonder and 47
subject of these papers may 67
subject of those rights and 42
subject of very serious and 77
subject of wide debate and 54
subject of your choice and 85
subject of your letter and 111
subject of your letter was 58
subject so much better than 41
subject to great changes and 49
subject to great strain and 47
subject to great stress and 75
subject to high income tax 90
subject to less changes than 51
subject to many abuses and 40
subject to many changes and 219
subject to many checks and 68
subject to many dangers and 135
subject to many delays and 55
subject to many doubts and 55
subject to many errors and 206
subject to many forces and 56
subject to more errors than 52
subject to more sorrow than 45
subject to more stress and 55
subject to more stress than 96
subject to more sudden and 42
subject to much debate and 651
subject to ongoing debate and 50
subject to ongoing review and 96
subject to peer review and 707
subject to prior review and 250
subject to soil erosion and 148
subject to some debate and 59
subject to such changes and 181
subject to such checks and 40
subject to such claims and 71
subject to such duties and 79
subject to such future day 49
subject to such limits and 50
subject to such orders and 817
subject to such person being 42
subject to such powers and 739
subject to such rights and 89
subject to such sudden and 116
subject to such trusts and 93
subject to such violent and 54
subject to suit without its 43
subject to their fathers and 81
subject to their orders and 174
subject to their review and 45
subject to those alarms and 59
subject to those cracks and 40
subject to those panics and 46
subject to those sudden and 70
subject to those violent and 60
subject to time limits and 70
subject to very little wear 86
subject to very sudden and 96
subject to wind damage and 44
subject to wind erosion and 131
subject to your orders and 129
subsidy of three farthings per 56
subsist by their flocks and 96
subsist in their strength that 48
subtend an angle greater than 160
suburbs of their cities may 70
subvert the very rights and 51
succeed at losing weight and 46
succeed in high school and 238
succeed in life better than 64
succeed in losing weight and 71
succeed in nothing better than 43
succeed in their mission and 67
succeed in your career and 54
succeed in your policy and 50
succeed so much better than 61
succeed to their places and 89
success at pearl harbor and 42
success by making earnest and 75
success in high school and 552
success in high school was 52
success in losing weight and 54
success in north africa and 128
success in north africa was 44
success in other fields than 52
success in some places and 40
success in south africa and 135
success in their lonely and 92
success in these fields and 92
success in these fields are 40
success in your career and 121
success is even greater than 53
success is more likely than 105
success is more likely with 108
success is much greater than 100
success is much higher than 57
success of four weddings and 59
success of land reform and 70
success of their brother abe 115
success of their labors and 51
success of their mission and 167
success of their mission that 97
success of their mission was 141
success of their scheme for 45
success of these groups has 55
success of these groups was 64
success of these meetings was 56
success of these methods can 60
success of these methods for 55
success of these methods has 120
success of these methods was 86
success of those around you 49
success of your mission and 46
succors of other nations for 62
suckled by their mothers for 50
suffering he sees around him 83
suffering is much greater than 63
suffering no more injury than 74
suffering of their fellow men 107
suffering of those around her 62
suffering of those around him 158
suffering of those around them 122
suffering the most unjust and 80
suffice to make amends for 58
suffice to show clearly that 113
suggest in more detail how 40
suggest in your letter that 109
suggest the best methods for 44
suggest to many readers that 127
suggest to some readers that 678
suggest to their readers that 93
suggest to your client that 176
suggest to your friend that 105
suggest to your readers that 52
suicide by taking poison and 40
suicide is more common than 47
suicide is much higher than 41
summary of main points and 47
summary of their findings and 149
summary of their findings for 54
summary of their findings was 57
summary of their reasons for 112
summary of these changes and 52
summary of these changes can 44
summary of these events and 60
summary of these events see 103
summary of these findings and 84
summary of these findings are 42
summary of these findings can 44
summary of these findings see 46
summary of these findings was 62
summary of these issues and 83
summary of these issues see 59
summary of these methods and 59
summary of these theories and 48
summary of your findings and 476
summary of your findings for 55
summary of your skills and 87
summers in high school and 45
summers the same attack and 72
summits of these ridges are 50
summons to rome reached him 48
superior to other groups and 119
superior to other methods and 46
superior to other methods for 234
superior to other methods that 107
superior to other nations and 110
superior to other peoples and 95
superior to their fellow men 87
superior to those around her 257
superior to those around him 580
superior to those around them 194
superior to those around you 40
superior to what passes for 55
supplying the great demand for 41
supplying the heart muscle with 134
supplying the home demand for 40
supplying the home market and 93
supplying the home market with 136
supplying the said marine with 54
supplying the soft palate and 58
supplying the sweat glands and 53
supplying the west indies with 147
support an army without pay 44
support as will enable them 100
support in high places for 40
support in south africa for 60
support in their demand for 54
support is also needed for 122
support is much greater than 98
support is much higher than 41
support of body weight and 52
support of farm prices and 91
support of free speech and 88
support of good morals and 66
support of great armies than 71
support of many groups and 47
support of many states and 46
support of many voters who 64
support of other groups and 96
support of other nations and 44
support of other nations for 80
support of other states for 42
support of south africa and 138
support of such claims and 3703
support of such person and 54
support of such widows and 48
support of their armies and 59
support of their belief that 463
support of their charge that 529
support of their church and 69
support of their claims and 162
support of their claims for 249
support of their claims that 336
support of their claims they 40
support of their clergy and 77
support of their demand for 819
support of their demand that 211
support of their family and 351
support of their fathers and 50
support of their leaders and 43
support of their mothers and 45
support of their opinion that 192
support of their opinion they 187
support of their pastor and 41
support of their rights and 187
support of their widows and 162
support of these claims are 44
support of these claims was 42
support of these groups and 119
support of these groups for 82
support of these groups was 55
support of these theories are 47
support of those around her 95
support of those around him 183
support of those around them 160
support of those around you 202
support of those voters who 58
support of voting rights for 80
support of your family and 415
support the body weight and 156
support the body weight with 40
support the good estate with 56
support the heart without any 64
support the holy church and 86
support the most august and 50
support the same policy for 42
support the young couple for 47
support to single mothers and 46
support to south africa and 53
support to such entity for 59
support to their family and 43
suppose he only wanted his 76
suppose it well formed for 45
suppose it were agreed that 48
suppose my face showed how 47
suppose the least ground for 178
suppose the most obvious and 54
suppose the only course for 47
suppose the poor fellow had 53
suppose the poor fellow was 44
suppose to have burned out 45
suppose we must assume that 97
suppose we must expect that 116
suppose we must finish with 68
supposing by these windings and 63
supposing it were proved that 95
surface he sees before him 134
surface in many places and 146
surface in some places and 97
surface in such manner that 124
surface is also coated with 49
surface is dome shaped and 45
surface is good enough for 47
surface is less convex than 115
surface is more broken and 66
surface is more convex than 326
surface is more curved than 63
surface is more stable than 50
surface is much broken and 66
surface is much colder than 48
surface is much cooler than 60
surface is much darker than 46
surface is much faster than 84
surface is much greater than 607
surface is much harder than 45
surface is much higher than 318
surface is much larger than 457
surface is much slower than 54
surface is much warmer than 60
surface is very uneven and 120
surface is well suited for 60
surface of agar plates and 46
surface of most fishes and 102
surface of their bodies and 147
surface of their bodies with 54
surface of their fields with 40
surgeons to make deeper and 173
surplus of food grains and 42
surplus of their income for 46
surveys of high school and 88
surveys the many learned and 53
survive if other nations did 59
survive in many ethical and 67
survive to live another day 93
sustain the vast weight that 99
swelled as meaning filled them 47
swiftly in some places than 44
swiftly the page tiptoed his 40
swimmer in high school and 67
symbiont in leek plants with 55
symbols of high status and 54
symbols of high status are 44
symbols of india fighting for 66
symbols of their office and 46
symbols of their status and 86
symbols of those limits are 47
sympathy in their object and 84
sympathy in your sorrow for 44
sympathy of those around her 101
sympathy of those around him 263
sympathy of those around them 76
symptom of heart disease and 131
syncope or even sudden death 144
systems by their nature are 56
systems go even further and 42
systems in more detail and 69
systems in more detail than 57
systems in most common use 86
systems in other states and 111
systems in some detail and 53
systems in south africa and 64
systems is much greater than 197
systems is much higher than 124
systems is much larger than 80
systems of land tenure and 2142
systems of land tenure are 239
systems of land tenure had 52
systems of land tenure may 45
systems of land tenure that 278
systems of land tenure with 63
systems of other nations and 164
systems of other nations are 53
systems of other states and 114
systems of paying visits and 54
systems of poor relief and 71
systems of south africa and 84
systems the same creeds are 85
systems to help ensure that 53
